SOS_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SOS10,1629,4431,13162,20469,6845,37729,2895,18732,1924,107818,11759,39376,34464,42563,30852,40405,9826,23296,4867,237404,71669,198801,78965,60965,81756,48875,27955,39479,12644,621105,98496,172358,64913,45630,83170,36001,30402,32738,10482,574187,85601,124837,57227,43518,82898,33892,35077,38631,9063,510745,47379,82069,36697,27163,58022,22865,27182,30652,5548,337579,11050,22162,7499,5505,14554,6210,5842,6683,1843,81358,1349,2737,669,396,1315,695,415,694,636,8910,207,318,73,45,147,88,38,60,219,1191,329148,647096,293671,246245,359554,226759,139639,190964,47221,2480298
SOS11,550,569,5122,5795,1338,13013,853,8093,589,35934,2291,4594,11763,9609,4377,8053,2557,7883,740,51864,9976,22585,22599,14858,12045,10026,8049,13290,1623,115046,14360,24344,18245,14250,15252,9045,9191,12274,1843,118813,16165,23144,16931,15904,19000,10112,11117,14828,1902,129115,12656,20095,12329,11607,14692,8127,9408,12456,1560,102915,3761,4642,2386,1961,3460,2131,2452,2704,639,24144,704,509,227,152,323,207,207,299,321,2953,108,65,39,30,31,49,21,30,134,507,60569,100554,89640,74171,70529,60762,43864,71857,9351,581287
SOS12,53,65,558,625,129,1170,93,811,64,3565,180,324,1075,825,340,535,231,682,74,4268,799,1541,1987,1162,991,661,694,1096,142,9070,1619,2338,1964,1394,1599,837,1009,1225,191,12169,2046,2580,2228,1709,2086,1038,1368,1722,255,15035,1694,2338,1601,1321,1629,891,1211,1474,223,12386,561,546,320,196,391,206,325,319,85,2936,133,55,30,19,32,21,22,36,44,393,17,5,6,0,0,6,3,4,16,60,7107,9781,9755,7253,7208,5356,4956,7379,1097,59891
SOS13,420,300,2758,2427,622,4154,408,3236,302,14631,1221,1509,4200,2675,1575,1992,990,2886,305,17362,5014,5791,6519,3086,3781,2107,2465,3862,503,33132,10349,8814,6889,3953,6462,2599,3582,4079,821,47544,15282,11010,7984,5402,9010,3702,5167,5900,1082,64534,14798,9738,5810,3893,6875,2833,4196,5192,892,54217,8731,2557,1335,653,1839,791,1120,1592,510,19128,2732,281,155,37,218,101,86,312,260,4188,451,35,24,7,27,15,8,43,55,665,58990,40029,35665,22141,30410,18298,18031,27101,4727,255400
SOS17,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,9,7,0,3,0,0,3,0,23,5,3,3,4,4,3,0,4,0,27,0,7,4,5,0,5,9,3,0,30,0,3,3,3,0,3,0,6,3,25,0,0,0,3,4,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,18,16,21,17,10,18,5,130
SOS19,5,12,10,36,0,13,3,28,4,112,32,53,70,125,29,55,21,123,15,528,77,250,159,129,65,57,104,221,22,1094,63,139,96,47,49,35,88,86,23,630,45,98,76,51,62,30,63,59,18,507,40,63,52,34,41,26,42,54,15,376,11,26,12,4,8,6,8,9,0,89,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,274,649,480,430,261,224,339,582,103,3331
