SOS_CODE_2016,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
SOS10,51302,120323,327548,308757,266285,180877,48126,5989,775,1309975,72,233,525,619,780,525,212,43,8,3030,6,59,433,422,315,136,22,5,0,1395,1282,2551,9099,10965,11552,7126,1141,100,16,43842,28,189,1084,1429,1187,574,65,0,0,4566,416,1856,6779,7309,6257,3374,706,77,6,26784,426,2058,8392,8907,7494,4185,805,59,15,32342,15896,22832,28545,22023,21768,13990,3044,262,26,128373,20577,17297,19435,10832,10038,6109,1072,96,23,85474,399,1921,6619,7249,7524,4459,694,34,3,28908,852,2550,8556,7135,4449,2036,413,40,3,26032,512,4690,23014,21996,14865,6714,1045,91,34,72959,616,2397,6322,5320,4448,2544,814,135,17,22605,1296,9720,33160,26695,19134,10326,2869,246,28,103475,649,3898,12135,10585,10161,6548,1490,131,7,45604,507,3065,15012,17866,16628,10012,1560,92,10,64745,3448,10518,31395,32278,33633,25362,5125,386,30,142183,3835,18898,55456,50042,53083,40102,8784,557,44,230800,1792,2879,4716,3828,3009,1722,528,74,15,18557,1985,4603,10814,9374,8356,5016,1156,112,10,41432
SOS11,17243,26873,60677,60636,63398,52735,14158,1978,303,298008,146,363,803,694,805,610,358,109,19,3905,21,155,614,447,339,114,21,0,4,1705,714,843,1981,2045,2298,1458,258,23,4,9625,14,62,216,356,443,209,25,0,0,1326,108,331,1185,1301,1454,974,206,25,3,5577,154,274,648,671,835,542,116,16,0,3262,6101,4909,7139,6723,7633,5633,1138,86,20,39381,7087,4717,5372,4242,4614,3440,745,53,4,30259,85,276,693,1000,1340,1102,311,27,0,4838,160,276,503,490,459,299,76,7,0,2265,119,522,1614,1517,1630,904,154,17,4,6464,169,532,965,978,1047,774,239,26,3,4738,236,883,2768,3146,2829,1995,555,49,5,12457,221,647,1921,2400,3038,2253,523,52,6,11056,154,732,3534,4794,4818,2983,438,26,3,17486,525,2116,7149,9011,9934,7971,1276,97,14,38102,1214,4992,12955,13831,17656,15630,2464,115,20,68886,327,429,620,670,710,453,152,15,3,3391,557,1263,2351,2240,2140,1406,383,39,9,10377
SOS12,1753,2330,4828,6157,7537,6544,1778,274,39,31237,17,48,92,109,132,129,77,19,6,625,0,9,33,34,42,19,0,0,0,133,82,62,128,204,244,182,31,5,0,932,0,0,20,40,34,26,8,0,0,124,16,21,119,221,175,105,22,3,0,684,11,20,65,84,116,63,18,4,0,388,544,341,521,641,847,617,111,11,4,3633,720,412,479,458,568,382,105,5,0,3119,23,27,69,149,201,177,51,10,0,704,17,14,29,50,62,38,8,3,0,228,7,45,123,144,148,110,13,0,0,583,20,41,75,100,116,75,27,5,0,449,22,84,247,369,334,255,62,5,0,1381,15,45,131,245,360,255,64,6,0,1122,17,60,295,463,505,341,55,0,0,1733,48,172,596,976,1204,913,156,14,0,4084,97,349,862,1274,1838,1779,252,12,0,6468,32,40,60,80,87,54,22,0,0,375,52,95,173,200,241,146,42,0,0,951
SOS13,7592,9664,17839,24392,33329,29754,11860,2840,477,137742,308,509,1237,1907,3036,3403,2662,810,113,13996,7,44,175,181,157,45,16,4,0,629,274,258,511,829,1070,677,174,21,3,3830,4,26,82,155,164,74,11,0,0,516,65,170,533,1037,1031,668,164,18,3,3696,59,121,281,444,550,337,105,10,3,1908,2015,1313,1486,1983,2747,2088,431,43,3,12108,2357,1132,951,1070,1406,1064,235,17,5,8234,48,111,256,507,728,616,168,20,5,2462,55,97,125,177,249,179,44,4,0,927,38,163,462,580,660,396,61,8,0,2368,78,176,291,376,484,318,96,14,0,1835,162,414,1092,1575,1766,1251,372,32,7,6666,74,174,478,854,1288,838,247,40,4,4009,107,312,1036,1851,2171,1200,186,9,4,6880,253,623,2092,3676,4885,3748,676,42,8,16014,399,1196,2806,3989,6424,5829,952,53,8,21660,159,141,234,308,371,281,81,3,0,1578,275,411,647,824,972,615,163,20,3,3937
SOS17,0,3,9,11,20,10,6,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,4,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,3,6,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SOS19,63,284,637,441,319,228,61,3,5,2042,3,21,30,4,3,4,0,0,0,64,0,0,3,3,0,0,0,0,0,7,0,4,20,6,3,3,0,0,0,41,0,0,3,0,0,0,0,0,0,3,0,4,13,0,10,0,0,0,0,27,0,3,3,3,3,3,0,0,0,23,3,27,42,9,15,13,0,0,0,108,17,65,81,14,10,17,3,0,0,196,0,3,5,6,0,0,0,0,0,23,0,3,13,4,3,0,0,0,0,27,0,3,17,12,15,3,0,0,0,44,0,3,11,3,4,4,3,0,0,20,0,16,38,13,8,11,4,0,0,84,3,9,24,20,10,4,0,0,0,72,5,11,20,10,16,12,0,0,0,74,3,20,29,20,25,20,4,0,0,124,3,13,61,26,42,38,5,0,0,186,5,11,17,8,9,0,0,0,0,49,0,16,13,9,0,3,0,0,0,42
