SOS_CODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
SOS10,264,30664,..,10960,2782,13750,149,13899,..,4780,445,5231,73,5300,..,8148,1857,10010,95,10106,..,6347,824,7171,66,7240,..,8437,1659,10102,64,10161,..,7494,607,8106,174,8282,..,8547,1952,10499,102,10598,..,12364,370,12731,105,12840,..,13628,1721,15348,116,15464,..,23434,750,24182,246,24421,..,2792,169,2955,20,2980,..,52214,3001,55215,493,55706,..,26973,4144,31120,320,31433,..,12174,1339,13517,91,13606,..,10763,3544,14308,135,14440,..,8175,2227,10405,106,10512,..,33653,19871,53529,297,53826,..,87280,22015,109302,2156,111459,..,732178,181272,913454,8717,922173,..,6628,1500,8122,140943,149068,1625278,738804,182773,921576,149660,2696512,3224696,..,..,..,..,3224696,..,5519,83,5599,39,5637,..,162998,31421,194417,1820,196232,..,583,24,605,33,636,..,101469,37561,139032,691,139729,..,166603,66184,232789,1276,234066,..,12541,5077,17617,94,17713,..,280620,108823,389445,2066,391508,..,16632,2598,19234,183,19416,..,6099,152,6249,79,6320,..,19714,821,20535,188,20716,..,16669,507,17170,198,17374
SOS11,3,497,..,147,17,168,0,165,..,292,8,295,7,300,..,167,52,219,0,223,..,430,39,469,7,480,..,371,40,411,0,415,..,239,22,260,4,264,..,239,37,281,3,284,..,1055,24,1082,12,1094,..,350,24,371,0,374,..,1682,52,1725,32,1756,..,322,15,340,6,348,..,3406,118,3521,45,3566,..,1292,112,1406,12,1419,..,254,25,272,0,279,..,921,207,1122,17,1138,..,114,43,158,0,154,..,555,191,750,15,759,..,5820,1235,7055,195,7247,..,30579,5106,35689,622,36308,..,2042,129,2173,49820,51994,662454,32622,5237,37857,50444,750755,1281567,..,..,..,..,1281567,..,1462,24,1485,15,1497,..,1987,291,2276,39,2318,..,808,42,850,33,887,..,1681,748,2428,41,2472,..,2738,1520,4255,59,4311,..,212,98,312,5,322,..,4637,2364,7001,103,7100,..,823,98,926,15,938,..,1417,27,1446,16,1465,..,1868,92,1959,25,1979,..,3251,106,3358,59,3418
SOS12,0,22,..,17,0,16,0,17,..,37,0,37,0,37,..,7,3,7,0,7,..,45,0,42,0,42,..,27,3,32,0,32,..,13,0,13,0,13,..,24,3,28,0,28,..,60,0,68,0,68,..,32,0,34,0,34,..,90,0,93,0,93,..,9,0,9,0,9,..,198,5,203,0,205,..,134,5,140,0,140,..,11,0,15,0,15,..,52,19,69,0,74,..,4,0,4,0,4,..,36,0,36,0,37,..,333,58,395,13,409,..,2160,226,2388,46,2432,..,197,10,206,5051,5254,66785,2358,235,2594,5094,74476,133384,..,..,..,..,133384,..,88,3,89,0,89,..,148,8,156,0,164,..,135,11,146,8,151,..,75,53,127,0,130,..,159,72,229,7,233,..,13,0,12,0,12,..,245,128,368,7,379,..,67,4,73,0,72,..,163,3,170,3,170,..,192,6,198,0,199,..,384,15,396,6,403
SOS13,0,92,..,73,11,83,0,83,..,697,45,740,9,749,..,40,5,46,0,46,..,150,12,162,0,162,..,138,22,154,0,154,..,35,4,41,0,37,..,186,24,204,7,211,..,146,3,150,3,156,..,70,7,77,3,78,..,274,11,293,4,290,..,55,0,53,0,53,..,551,28,577,4,581,..,473,35,512,5,514,..,33,0,32,0,33,..,220,45,260,7,268,..,64,3,69,0,72,..,137,32,167,10,174,..,1263,190,1458,43,1497,..,10382,1343,11726,176,11901,..,661,43,707,21871,22583,232822,11044,1387,12432,22047,267300,479498,..,..,..,..,479498,..,498,5,507,0,503,..,1749,180,1933,15,1946,..,211,13,225,19,240,..,522,385,909,13,919,..,712,278,992,12,1002,..,74,30,102,0,102,..,1304,689,2001,27,2024,..,639,60,698,8,712,..,683,15,698,11,708,..,722,26,747,7,756,..,1729,28,1759,22,1783
SOS17,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,5,11,0,11,..,3,0,3,0,3,..,28,26,54,0,55,..,0,0,3,30,33,154,30,26,58,27,239,279,..,..,..,..,279,..,0,0,0,0,0,..,3,3,3,0,3,..,0,0,0,0,0,..,3,3,4,0,4,..,7,19,22,0,22,..,0,3,5,0,5,..,14,22,31,0,31,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
SOS19,0,20,..,3,0,3,0,3,..,6,0,6,0,6,..,6,0,6,0,6,..,4,0,4,0,4,..,11,0,11,0,11,..,18,0,18,0,18,..,3,0,3,0,3,..,17,0,17,0,17,..,10,0,13,0,13,..,16,0,16,0,16,..,8,0,8,0,8,..,53,0,52,0,52,..,41,3,43,0,43,..,3,0,3,0,3,..,11,7,18,0,18,..,6,0,6,0,6,..,27,14,38,0,38,..,97,26,123,0,124,..,670,146,819,9,821,..,13,3,21,1058,1072,3038,688,150,836,1061,4939,7212,..,..,..,..,7212,..,5,0,5,0,5,..,122,33,154,0,155,..,16,3,19,0,19,..,66,22,84,0,87,..,210,94,307,0,307,..,7,7,14,0,19,..,285,121,406,3,405,..,12,0,12,0,12,..,23,0,23,0,23,..,76,8,86,4,88,..,57,0,57,0,57
