SOS_CODE_2016,A_0_4_y_Indigenous_M,A_0_4_y_Indigenous_F,A_0_4_y_Indigenous_P,A_0_4_y_Non_Indigenous_M,A_0_4_y_Non_Indigenous_F,A_0_4_y_Non_Indigenous_P,A_0_4_y_Indig_stat_ns_M,A_0_4_y_Indig_stat_ns_F,A_0_4_y_Indig_stat_ns_P,A_0_4_y_Tot_M,A_0_4_y_Tot_F,A_0_4_y_Tot_P,A_5_9_y_Indigenous_M,A_5_9_y_Indigenous_F,A_5_9_y_Indigenous_P,A_5_9_y_Non_Indigenous_M,A_5_9_y_Non_Indigenous_F,A_5_9_y_Non_Indigenous_P,A_5_9_y_Indig_stat_ns_M,A_5_9_y_Indig_stat_ns_F,A_5_9_y_Indig_stat_ns_P,A_5_9_y_Tot_M,A_5_9_y_Tot_F,A_5_9_y_Tot_P,A_10_14_y_Indigenous_M,A_10_14_y_Indigenous_F,A_10_14_y_Indigenous_P,A_10_14_y_Non_Indig_M,A_10_14_y_Non_Indig_F,A_10_14_y_Non_Indig_P,A_10_14_y_Indig_stat_ns_M,A_10_14_y_Indig_stat_ns_F,A_10_14_y_Indig_stat_ns_P,A_10_14_y_Tot_M,A_10_14_y_Tot_F,A_10_14_y_Tot_P,A_15_19_y_Indigenous_M,A_15_19_y_Indigenous_F,A_15_19_y_Indigenous_P,A_15_19_y_Non_Indig_M,A_15_19_y_Non_Indig_F,A_15_19_y_Non_Indig_P,A_15_19_y_Indig_stat_ns_M,A_15_19_y_Indig_stat_ns_F,A_15_19_y_Indig_stat_ns_P,A_15_19_y_Tot_M,A_15_19_y_Tot_F,A_15_19_y_Tot_P,A_20_24_y_Indigenous_M,A_20_24_y_Indigenous_F,A_20_24_y_Indigenous_P,A_20_24_y_Non_Indig_M,A_20_24_y_Non_Indig_F,A_20_24_y_Non_Indig_P,A_20_24_y_Indig_stat_ns_M,A_20_24_y_Indig_stat_ns_F,A_20_24_y_Indig_stat_ns_P,A_20_24_y_Tot_M,A_20_24_y_Tot_F,A_20_24_y_Tot_P,A_25_29_y_Indigenous_M,A_25_29_y_Indigenous_F,A_25_29_y_Indigenous_P,A_25_29_y_Non_Indig_M,A_25_29_y_Non_Indig_F,A_25_29_y_Non_Indig_P,A_25_29_y_Indig_stat_ns_M,A_25_29_y_Indig_stat_ns_F,A_25_29_y_Indig_stat_ns_P,A_25_29_y_Tot_M,A_25_29_y_Tot_F,A_25_29_y_Tot_P,A_30_34_y_Indigenous_M,A_30_34_y_Indigenous_F,A_30_34_y_Indigenous_P,A_30_34_y_Non_Indig_M,A_30_34_y_Non_Indig_F,A_30_34_y_Non_Indig_P,A_30_34_y_Indig_stat_ns_M,A_30_34_y_Indig_stat_ns_F,A_30_34_y_Indig_stat_ns_P,A_30_34_y_Tot_M,A_30_34_y_Tot_F,A_30_34_y_Tot_P,A_35_39_y_Indigenous_M,A_35_39_y_Indigenous_F,A_35_39_y_Indigenous_P,A_35_39_y_Non_Indig_M,A_35_39_y_Non_Indig_F,A_35_39_y_Non_Indig_P,A_35_39_y_Indig_stat_ns_M,A_35_39_y_Indig_stat_ns_F,A_35_39_y_Indig_stat_ns_P,A_35_39_y_Tot_M,A_35_39_y_Tot_F,A_35_39_y_Tot_P,A_40_44_y_Indigenous_M,A_40_44_y_Indigenous_F,A_40_44_y_Indigenous_P,A_40_44_y_Non_Indig_M,A_40_44_y_Non_Indig_F,A_40_44_y_Non_Indig_P,A_40_44_y_Indig_stat_ns_M,A_40_44_y_Indig_stat_ns_F,A_40_44_y_Indig_stat_ns_P,A_40_44_y_Tot_M,A_40_44_y_Tot_F,A_40_44_y_Tot_P,A_45_49_y_Indigenous_M,A_45_49_y_Indigenous_F,A_45_49_y_Indigenous_P,A_45_49_y_Non_Indig_M,A_45_49_y_Non_Indig_F,A_45_49_y_Non_Indig_P,A_45_49_y_Indig_stat_ns_M,A_45_49_y_Indig_stat_ns_F,A_45_49_y_Indig_stat_ns_P,A_45_49_y_Tot_M,A_45_49_y_Tot_F,A_45_49_y_Tot_P,A_50_54_y_Indigenous_M,A_50_54_y_Indigenous_F,A_50_54_y_Indigenous_P,A_50_54_y_Non_Indig_M,A_50_54_y_Non_Indig_F,A_50_54_y_Non_Indig_P,A_50_54_y_Indig_stat_ns_M,A_50_54_y_Indig_stat_ns_F,A_50_54_y_Indig_stat_ns_P,A_50_54_y_Tot_M,A_50_54_y_Tot_F,A_50_54_y_Tot_P,A_55_59_y_Indigenous_M,A_55_59_y_Indigenous_F,A_55_59_y_Indigenous_P,A_55_59_y_Non_Indig_M,A_55_59_y_Non_Indig_F,A_55_59_y_Non_Indig_P,A_55_59_y_Indig_stat_ns_M,A_55_59_y_Indig_stat_ns_F,A_55_59_y_Indig_stat_ns_P,A_55_59_y_Tot_M,A_55_59_y_Tot_F,A_55_59_y_Tot_P,A_60_64_y_Indigenous_M,A_60_64_y_Indigenous_F,A_60_64_y_Indigenous_P,A_60_64_y_Non_Indig_M,A_60_64_y_Non_Indig_F,A_60_64_y_Non_Indig_P,A_60_64_y_Indig_stat_ns_M,A_60_64_y_Indig_stat_ns_F,A_60_64_y_Indig_stat_ns_P,A_60_64_y_Tot_M,A_60_64_y_Tot_F,A_60_64_y_Tot_P,A_65_y_ov_Indigenous_M,A_65_y_ov_Indigenous_F,A_65_y_ov_Indigenous_P,A_65_y_ov_Non_Indig_M,A_65_y_ov_Non_Indig_F,A_65_y_ov_Non_Indig_P,A_65_y_ov_Indig_stat_ns_M,A_65_y_ov_Indig_stat_ns_F,A_65_y_ov_Indig_stat_ns_P,A_65_y_ov_Tot_M,A_65_y_ov_Tot_F,A_65_y_ov_Tot_P,Tot_Indigenous_M,Tot_Indigenous_F,Tot_Indigenous_P,Tot_Non_Indigenous_M,Tot_Non_Indigenous_F,Tot_Non_Indigenous_P,Tot_Indig_status_ns_M,Tot_Indig_status_ns_F,Tot_Indig_status_ns_P,Tot_Tot_M,Tot_Tot_F,Tot_Tot_P
SOS10,5163,4670,9829,160927,152616,313542,8195,7849,16048,174281,165134,339417,5081,4831,9918,160898,152496,313388,7418,7180,14598,173398,164510,337908,5062,4565,9620,146091,138172,284265,6591,6102,12690,157742,148834,306578,4760,4553,9312,150247,143007,293255,7448,6695,14137,162451,154257,316706,4256,4158,8415,175322,171295,346619,10957,10554,21513,190536,186005,376543,3252,3411,6658,188293,193545,381839,13393,13111,26501,204932,210068,414999,2606,2974,5582,194402,200873,395276,13143,12353,25497,210155,216200,426361,2265,2492,4756,178666,181371,360046,10868,10068,20936,191809,193934,385740,2365,2730,5096,170479,177011,347489,9724,8924,18641,182564,188658,371227,2234,2628,4864,159811,169417,329224,9100,8407,17505,171144,180449,351596,2016,2317,4331,154941,160243,315184,8643,8075,16715,165596,170638,336236,1648,1864,3512,141954,150815,292770,7920,7656,15573,151517,160336,311851,1211,1432,2649,121334,131611,252943,6825,6909,13729,129364,139949,269317,2043,2441,4481,325088,389494,714584,20440,25595,46035,347571,417531,765106,43963,45065,89030,2428453,2511970,4940417,140659,139476,280137,2613075,2696512,5309583
SOS11,6197,5816,12009,36751,35186,71939,2717,2670,5387,45663,43673,89333,6086,5796,11884,39257,37404,76660,2779,2669,5448,48126,45872,93999,5490,5263,10756,37076,35117,72195,2634,2504,5138,45202,42884,88087,4968,4876,9838,36411,34970,71383,2685,2621,5303,44063,42465,86529,4161,4015,8176,33254,33195,66447,2806,2691,5494,40215,39894,80110,3284,3345,6628,33771,35666,69435,2812,2760,5569,39868,41769,81635,2641,2782,5424,34562,36489,71051,2711,2595,5306,39907,41866,81778,2230,2395,4623,33342,35349,68695,2450,2367,4818,38026,40113,78134,2254,2722,4979,36530,38806,75337,2776,2616,5391,41565,44144,85702,2265,2697,4957,37301,40578,77876,2862,2842,5706,42427,46112,88539,2019,2440,4462,39350,42347,81694,3105,2989,6092,44474,47771,92247,1786,2102,3890,41792,45820,87610,3319,3197,6518,46900,51120,98014,1436,1580,3014,40692,44096,84788,3150,3198,6349,45277,48880,94156,2309,2825,5131,131343,157542,288882,10948,13831,24780,144598,174195,318793,47131,48644,95777,611433,652569,1263996,47755,49538,97299,706317,750755,1457064
SOS12,575,521,1093,3316,3090,6402,265,270,534,4155,3880,8040,632,630,1253,4006,3862,7870,296,363,652,4933,4850,9782,587,574,1166,4050,3795,7848,343,319,662,4982,4691,9676,516,499,1011,3726,3558,7283,324,282,613,4567,4340,8907,381,362,740,2769,2563,5340,224,209,435,3380,3132,6513,288,328,619,2628,2781,5408,233,230,467,3152,3338,6492,255,261,516,2720,2943,5666,230,260,488,3199,3469,6664,226,256,480,3085,3355,6444,241,261,501,3553,3871,7423,264,308,572,3793,4145,7933,321,321,638,4383,4770,9150,276,340,616,4197,4488,8688,329,343,676,4805,5175,9979,276,274,552,4793,4889,9686,358,361,722,5429,5526,10958,276,279,557,5149,5390,10539,432,414,847,5859,6077,11935,210,168,376,5301,5230,10532,441,399,836,5951,5795,11747,364,372,739,14188,13970,28156,1194,1208,2398,15742,15552,31293,5121,5175,10298,63730,64064,127797,5239,5230,10468,74085,74476,148561
SOS13,1043,930,1977,12330,11422,23752,1188,1080,2272,14561,13436,27997,1144,1115,2263,15873,15005,30877,1614,1497,3114,18626,17621,36247,1228,1166,2396,17015,15957,32979,1628,1495,3119,19872,18626,38499,1149,1004,2155,16069,14595,30661,1519,1419,2933,18729,17018,35753,834,679,1511,11515,9859,21372,1258,995,2251,13601,11532,25135,663,481,1142,9950,9366,19313,1091,909,1997,11697,10761,22459,565,467,1030,10404,10858,21264,1051,1058,2110,12022,12381,24395,513,491,1008,11643,12487,24129,1194,1127,2321,13351,14104,27457,583,612,1195,15625,16250,31875,1527,1528,3058,17733,18394,36125,622,646,1265,18212,18421,36625,1816,1723,3533,20642,20780,41428,639,591,1231,20068,19913,39981,2050,1890,3937,22763,22387,45148,573,502,1076,21247,20572,41824,2156,1975,4133,23981,23051,47029,418,367,784,20699,18582,39282,2086,1762,3846,23199,20713,43915,642,550,1191,48594,41665,90266,4992,4282,9277,54232,46497,100731,10616,9607,20226,249236,234957,484194,25166,22736,47900,285013,267300,552316
SOS17,0,0,0,8,3,9,3,0,4,10,4,14,0,0,0,5,5,9,0,0,0,3,5,12,0,3,3,3,5,9,0,0,0,3,9,11,0,0,3,7,6,15,0,0,0,3,7,12,0,0,0,9,4,9,0,0,0,9,4,9,0,0,0,5,10,14,0,0,0,5,12,12,0,0,0,7,13,19,0,3,0,6,14,20,0,0,0,3,3,10,0,0,0,3,3,9,0,0,0,8,13,19,0,0,0,10,12,21,0,3,3,10,9,16,0,0,0,10,7,16,0,0,0,12,21,32,0,3,3,15,22,35,0,0,0,4,19,27,0,0,4,12,23,35,0,0,3,13,20,35,0,9,10,16,26,42,0,0,0,60,84,142,10,12,17,67,92,159,5,10,13,150,206,356,20,27,46,171,239,412
SOS19,26,16,44,143,121,266,12,10,27,188,149,338,16,15,31,97,89,182,11,11,24,119,122,238,8,10,20,60,61,120,11,9,22,82,78,158,26,27,53,211,168,381,39,39,76,285,232,517,60,47,103,587,473,1060,95,102,198,746,615,1358,62,26,90,641,488,1134,219,123,336,928,635,1559,50,19,73,544,352,890,98,79,176,687,457,1142,64,32,94,477,251,721,84,55,140,625,338,955,57,24,74,467,228,695,124,39,167,644,290,940,55,29,91,442,230,671,70,47,120,572,310,881,41,9,56,436,274,710,103,55,155,585,338,919,25,12,33,405,280,690,84,44,128,514,341,850,18,21,36,389,321,710,69,52,118,477,391,866,22,10,35,760,530,1296,135,94,229,916,643,1558,538,301,839,5655,3874,9528,1153,765,1916,7351,4939,12288
