SOS_CODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
SOS10,20693,30187,12030,15168,20870,9093,4170,4948,1633,118800,24838,28291,18130,30865,31086,13983,5261,7249,2311,162009,41267,23070,143626,45561,46872,24786,28375,29534,6259,389347,2367,1850,1849,3453,6911,3622,1677,2774,296,24790,6255,5339,4198,8392,14310,6178,3584,4450,808,53514,3434,6548,2431,2344,5171,2237,1446,2015,615,26241,3912,6279,4407,4678,6169,3794,3339,4950,5279,42808,259830,592711,221309,163656,232881,107886,62213,77672,29435,1747599
SOS11,3592,6819,2028,4341,3459,1371,492,888,273,23262,4967,6007,3479,9747,6254,2519,919,1735,443,36068,15155,7615,57190,21766,17042,10603,13632,15035,2154,160195,836,472,753,1623,2396,1837,687,1722,93,10420,1452,1044,1091,3002,3494,1889,1010,1816,179,14976,385,762,354,499,802,399,234,524,77,4031,1193,1339,1488,1903,1560,1515,1386,2497,1111,13995,42165,93084,70046,51344,43346,23184,19280,26921,5262,374629
SOS12,450,763,206,502,416,126,68,108,33,2663,518,633,346,952,636,220,83,189,45,3621,1833,792,6358,2033,1689,980,1556,1663,255,17161,94,65,75,134,234,156,84,176,8,1019,192,113,136,298,393,202,116,201,22,1664,47,56,39,40,81,32,22,30,10,355,189,156,194,210,182,163,178,274,153,1696,4970,9066,7702,4947,4535,2121,2167,2883,639,39026
SOS13,3586,3188,823,1565,1863,528,268,556,171,12543,3514,2218,1330,2854,2747,790,350,745,187,14740,12981,2676,22085,5795,5998,3090,5961,6355,1057,65996,844,228,308,517,997,462,248,603,55,4261,1657,488,565,948,1694,635,442,707,106,7244,450,314,179,146,368,126,97,175,33,1892,1860,678,755,690,879,584,659,1038,552,7685,36595,36956,27621,15174,19003,7380,8368,11344,2725,165153
SOS17,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,12,3,3,3,4,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,14,7,11,6,7,8,3,74
SOS19,14,27,7,18,14,4,10,7,3,100,12,28,19,48,25,14,12,30,6,198,45,38,246,70,38,31,82,93,6,657,4,0,3,8,3,7,7,14,0,46,9,6,5,16,3,13,6,13,0,67,3,8,0,0,3,3,3,5,3,29,3,14,15,16,11,8,9,21,25,117,200,562,348,285,168,119,144,278,58,2162
