SOS_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SOS10,12,77,205,1198,1105,761,283,237,87,3964,557,3607,6618,32919,14459,12565,5682,1355,643,78403,38,103,201,3832,1251,2664,1841,1077,1099,12096,54,504,565,4046,3637,4180,4244,2611,1080,20925,346,1382,1764,3769,1553,1574,969,384,100,11837,245,1758,3573,12919,7266,5394,3363,1520,499,36532,0,0,86,1117,1347,1656,1416,1150,328,7098,172,1094,2007,10817,5048,4160,2389,1119,442,27248,157,307,1273,7134,1137,1293,680,116,24,12118,265,866,2847,15553,2621,1566,514,109,25,24376,32,93,321,2454,3181,3984,3702,1909,476,16148,85,192,571,3799,3533,2015,1442,627,136,12404,797,3081,3259,8961,3610,2415,1615,429,149,24312,387,1517,6341,29266,18587,16626,6042,2533,1102,82407,26,118,182,1445,1104,906,873,511,218,5382,16,250,747,2098,1016,615,216,63,20,5031,2265,9168,16773,78126,33843,27715,22628,13020,5845,209389,16373,27298,37505,102565,41396,36484,29603,19673,11711,322607,339417,644487,693247,1598332,687831,581173,418310,235279,111515,5309583
SOS11,8,38,57,304,288,188,50,35,11,981,116,701,628,2716,1145,910,401,75,23,6723,0,9,7,174,62,200,176,146,149,924,12,100,106,491,694,1116,1632,961,366,5484,17,51,49,151,132,88,70,34,3,594,32,355,447,1315,795,565,565,245,64,4382,0,0,0,27,86,107,166,142,40,564,25,117,69,555,194,117,97,37,12,1232,0,31,182,748,39,20,12,7,0,1041,48,160,230,784,314,157,47,12,0,1746,0,0,0,37,55,48,44,22,12,221,8,7,17,110,76,38,28,5,0,280,61,334,301,925,559,539,597,153,53,3528,25,56,158,682,187,106,27,5,3,1251,0,26,33,153,233,222,322,178,75,1246,7,91,142,401,191,169,80,22,3,1099,176,807,944,4036,2081,2115,2357,1535,646,14694,4950,9742,11191,24551,15106,16738,16315,11617,6270,116487,89333,182086,166642,327249,180793,192171,170916,102322,45558,1457064
SOS12,0,0,0,25,32,33,4,5,0,108,4,18,32,112,80,85,42,6,0,379,0,0,0,18,8,22,19,8,5,90,0,12,4,31,96,118,149,76,15,502,0,3,0,5,11,14,5,3,0,50,0,24,30,92,84,55,68,13,3,360,0,0,0,3,11,4,16,7,3,42,0,3,7,19,10,6,4,0,0,52,7,0,6,47,8,3,0,0,0,69,0,16,10,47,14,23,0,0,0,119,0,0,0,4,3,5,10,0,0,22,0,0,0,0,8,5,0,0,0,16,8,34,18,96,65,77,72,19,3,391,3,4,0,54,13,4,0,0,0,77,0,3,3,17,25,29,53,19,3,150,0,3,0,16,18,15,6,0,0,59,7,41,33,237,253,215,278,127,40,1234,463,1177,1007,2526,1870,2282,1933,1084,373,12721,8040,19463,15421,29726,20935,23683,19314,9009,2974,148561
SOS13,0,3,6,123,133,93,24,6,0,396,14,100,78,412,241,209,65,18,13,1150,0,3,0,80,36,92,60,30,15,324,0,24,25,156,280,403,503,163,46,1611,0,18,16,38,67,65,21,14,0,236,0,96,188,443,359,329,205,73,15,1706,0,0,0,7,35,69,67,57,7,240,0,7,9,58,37,39,19,10,0,192,3,9,18,85,32,30,12,7,0,192,16,36,38,221,68,37,20,0,0,443,0,0,0,14,22,32,18,5,0,100,0,0,6,19,29,11,6,4,3,84,23,122,130,415,303,376,307,76,23,1776,3,12,22,144,69,37,18,3,0,306,0,4,8,64,101,104,119,43,7,450,0,8,25,75,67,70,43,9,0,289,31,159,180,1027,963,1094,1130,545,145,5262,2014,5429,5053,10861,9140,9938,7680,3367,983,54467,27997,74747,60887,110443,86576,90948,67180,26179,7371,552316
SOS17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0,10,4,0,3,9,5,6,11,3,0,36,14,22,25,62,50,74,108,42,10,412
SOS19,0,0,0,5,6,4,0,0,0,16,3,6,8,46,11,15,3,3,0,89,0,0,3,6,0,4,4,0,0,18,0,0,3,17,3,14,11,7,0,50,0,0,3,7,3,0,0,0,0,13,3,7,4,34,6,15,14,0,0,77,0,0,0,3,3,3,3,0,0,9,0,0,0,9,0,0,0,0,0,9,0,0,12,55,3,0,0,0,0,74,0,0,8,27,4,0,0,0,0,39,0,0,0,3,3,3,0,0,0,5,0,0,0,10,6,3,0,0,0,18,5,5,27,25,7,11,6,0,0,82,0,0,16,27,9,10,3,0,0,76,0,0,5,4,3,0,5,0,0,19,0,0,0,3,0,7,0,0,0,9,14,15,54,172,68,43,25,8,0,398,36,56,328,934,338,284,200,60,15,2248,338,402,1876,4599,1798,1722,1196,282,78,12288
