SOS_CODE_2016,M_Neg_Nil_income_15_19_yrs,M_Neg_Nil_income_20_24_yrs,M_Neg_Nil_income_25_34_yrs,M_Neg_Nil_income_35_44_yrs,M_Neg_Nil_income_45_54_yrs,M_Neg_Nil_income_55_64_yrs,M_Neg_Nil_income_65_74_yrs,M_Neg_Nil_income_75_84_yrs,M_Negtve_Nil_incme_85_yrs_ovr,M_Neg_Nil_income_Tot,M_1_149_15_19_yrs,M_1_149_20_24_yrs,M_1_149_25_34_yrs,M_1_149_35_44_yrs,M_1_149_45_54_yrs,M_1_149_55_64_yrs,M_1_149_65_74_yrs,M_1_149_75_84_yrs,M_1_149_85ov,M_1_149_Tot,M_150_299_15_19_yrs,M_150_299_20_24_yrs,M_150_299_25_34_yrs,M_150_299_35_44_yrs,M_150_299_45_54_yrs,M_150_299_55_64_yrs,M_150_299_65_74_yrs,M_150_299_75_84_yrs,M_150_299_85ov,M_150_299_Tot,M_300_399_15_19_yrs,M_300_399_20_24_yrs,M_300_399_25_34_yrs,M_300_399_35_44_yrs,M_300_399_45_54_yrs,M_300_399_55_64_yrs,M_300_399_65_74_yrs,M_300_399_75_84_yrs,M_300_399_85ov,M_300_399_Tot,M_400_499_15_19_yrs,M_400_499_20_24_yrs,M_400_499_25_34_yrs,M_400_499_35_44_yrs,M_400_499_45_54_yrs,M_400_499_55_64_yrs,M_400_499_65_74_yrs,M_400_499_75_84_yrs,M_400_499_85ov,M_400_499_Tot,M_500_649_15_19_yrs,M_500_649_20_24_yrs,M_500_649_25_34_yrs,M_500_649_35_44_yrs,M_500_649_45_54_yrs,M_500_649_55_64_yrs,M_500_649_65_74_yrs,M_500_649_75_84_yrs,M_500_649_85ov,M_500_649_Tot,M_650_799_15_19_yrs,M_650_799_20_24_yrs,M_650_799_25_34_yrs,M_650_799_35_44_yrs,M_650_799_45_54_yrs,M_650_799_55_64_yrs,M_650_799_65_74_yrs,M_650_799_75_84_yrs,M_650_799_85ov,M_650_799_Tot,M_800_999_15_19_yrs,M_800_999_20_24_yrs,M_800_999_25_34_yrs,M_800_999_35_44_yrs,M_800_999_45_54_yrs,M_800_999_55_64_yrs,M_800_999_65_74_yrs,M_800_999_75_84_yrs,M_800_999_85ov,M_800_999_Tot,M_1000_1249_15_19_yrs,M_1000_1249_20_24_yrs,M_1000_1249_25_34_yrs,M_1000_1249_35_44_yrs,M_1000_1249_45_54_yrs,M_1000_1249_55_64_yrs,M_1000_1249_65_74_yrs,M_1000_1249_75_84_yrs,M_1000_1249_85ov,M_1000_1249_Tot,M_1250_1499_15_19_yrs,M_1250_1499_20_24_yrs,M_1250_1499_25_34_yrs,M_1250_1499_35_44_yrs,M_1250_1499_45_54_yrs,M_1250_1499_55_64_yrs,M_1250_1499_65_74_yrs,M_1250_1499_75_84_yrs,M_1250_1499_85ov,M_1250_1499_Tot,M_1500_1749_15_19_yrs,M_1500_1749_20_24_yrs,M_1500_1749_25_34_yrs,M_1500_1749_35_44_yrs,M_1500_1749_45_54_yrs,M_1500_1749_55_64_yrs,M_1500_1749_65_74_yrs,M_1500_1749_75_84_yrs,M_1500_1749_85ov,M_1500_1749_Tot,M_1750_1999_15_19_yrs,M_1750_1999_20_24_yrs,M_1750_1999_25_34_yrs,M_1750_1999_35_44_yrs,M_1750_1999_45_54_yrs,M_1750_1999_55_64_yrs,M_1750_1999_65_74_yrs,M_1750_1999_75_84_yrs,M_1750_1999_85ov,M_1750_1999_Tot,M_2000_2999_15_19_yrs,M_2000_2999_20_24_yrs,M_2000_2999_25_34_yrs,M_2000_2999_35_44_yrs,M_2000_2999_45_54_yrs,M_2000_2999_55_64_yrs,M_2000_2999_65_74_yrs,M_2000_2999_75_84_yrs,M_2000_2999_85ov,M_2000_2999_Tot,M_3000_more_15_19_yrs,M_3000_more_20_24_yrs,M_3000_more_25_34_yrs,M_3000_more_35_44_yrs,M_3000_more_45_54_yrs,M_3000_more_55_64_yrs,M_3000_more_65_74_yrs,M_3000_more_75_84_yrs,M_3000_more_85ov,M_3000_more_Tot,M_PI_NS_15_19_yrs,M_PI_NS_ns_20_24_yrs,M_PI_NS_ns_25_34_yrs,M_PI_NS_ns_35_44_yrs,M_PI_NS_ns_45_54_yrs,M_PI_NS_ns_55_64_yrs,M_PI_NS_ns_65_74_yrs,M_PI_NS_ns_75_84_yrs,M_PI_NS_ns_85_yrs_ovr,M_PI_NS_ns_Tot,M_Tot_15_19_yrs,M_Tot_20_24_yrs,M_Tot_25_34_yrs,M_Tot_35_44_yrs,M_Tot_45_54_yrs,M_Tot_55_64_yrs,M_Tot_65_74_yrs,M_Tot_75_84_yrs,M_Tot_85ov,M_Tot_Tot,F_Neg_Nil_income_15_19_yrs,F_Neg_Nil_income_20_24_yrs,F_Neg_Nil_income_25_34_yrs,F_Neg_Nil_income_35_44_yrs,F_Neg_Nil_income_45_54_yrs,F_Neg_Nil_income_55_64_yrs,F_Neg_Nil_income_65_74_yrs,F_Neg_Nil_income_75_84_yrs,F_Neg_Nil_incme_85_yrs_ovr,F_Neg_Nil_income_Tot,F_1_149_15_19_yrs,F_1_149_20_24_yrs,F_1_149_25_34_yrs,F_1_149_35_44_yrs,F_1_149_45_54_yrs,F_1_149_55_64_yrs,F_1_149_65_74_yrs,F_1_149_75_84_yrs,F_1_149_85ov,F_1_149_Tot,F_150_299_15_19_yrs,F_150_299_20_24_yrs,F_150_299_25_34_yrs,F_150_299_35_44_yrs,F_150_299_45_54_yrs,F_150_299_55_64_yrs,F_150_299_65_74_yrs,F_150_299_75_84_yrs,F_150_299_85ov,F_150_299_Tot,F_300_399_15_19_yrs,F_300_399_20_24_yrs,F_300_399_25_34_yrs,F_300_399_35_44_yrs,F_300_399_45_54_yrs,F_300_399_55_64_yrs,F_300_399_65_74_yrs,F_300_399_75_84_yrs,F_300_399_85ov,F_300_399_Tot
SOS10,82734,30244,22366,11509,11305,16223,11485,5095,1747,192702,29269,12410,4369,2954,3536,5247,5459,2426,799,66471,12930,19167,13856,10186,11623,15425,16681,10892,3420,114179,6097,13922,13190,9728,12724,17674,34587,26086,8498,142500,6618,14664,16072,10987,12993,15616,24119,16207,7563,124831,5785,17657,20548,13520,13852,15413,17808,9701,3259,117545,3082,19323,30952,20359,19658,18581,13955,6754,2281,134938,1646,19220,46969,31693,29377,25031,13563,4449,1499,173457,769,15224,57470,40134,35219,28788,13557,3896,1264,196335,258,7171,43183,33365,27545,20661,8300,2036,660,143182,143,3345,36360,33602,27281,18711,6426,1592,523,127976,70,1348,24305,28447,22251,14402,4159,990,371,96342,65,1088,36315,56725,42434,25347,6829,1568,494,170868,156,575,13715,43301,42549,23812,7427,2074,775,134383,12841,15168,35410,27864,24392,19953,16706,12040,7570,171936,162451,190536,415091,374373,336739,280884,201050,105800,40722,2107645,72039,29454,46335,39011,31661,36930,15963,7036,3099,281521,36032,13478,10699,12409,10760,11786,7591,3186,1079,107014,16043,21183,21806,21553,20773,26083,21606,12177,4292,165516,6436,15820,20285,19930,21515,27645,43113,28787,10290,193813
SOS11,17634,2416,1994,1816,2165,3638,2301,904,390,33263,8596,1810,871,808,1155,1872,1669,624,201,17608,3839,4689,4333,3634,4209,6266,7003,3817,1062,38854,1892,2465,2925,3217,4701,7794,17387,12810,3652,56845,2472,2998,3295,3598,5130,7559,12882,8150,3126,49213,2143,4456,4333,3889,4576,6415,8826,4642,1405,40689,1160,5787,7933,6060,6625,7568,6275,3207,992,45596,572,5133,11090,8704,9434,9630,5375,1817,623,52379,215,3262,11243,10021,10110,9655,5020,1483,512,51516,61,1426,7483,7131,7104,6127,2338,553,190,32409,25,711,5817,6416,6475,5094,1449,342,123,26449,11,357,3743,5258,5317,3841,894,211,98,19725,16,292,4860,8093,8117,5396,1147,286,122,28331,49,137,1336,3089,3552,2807,1061,386,150,12569,5373,4277,8525,7843,8236,8513,8690,6720,3678,61859,44063,40215,79780,79588,86907,92178,82312,45959,16330,567319,15187,2245,5082,4786,5202,8854,3102,1225,730,46400,10672,2021,2546,2715,2641,3911,2321,855,362,28038,4986,5213,6314,5713,6107,9707,8686,4281,1394,52404,2174,3753,6104,6325,7384,11606,21380,13251,4369,76352
SOS12,1805,238,154,178,281,506,264,118,37,3582,828,149,80,92,153,307,218,69,33,1926,373,373,357,418,503,941,882,401,70,4327,186,194,278,296,595,1065,2231,1317,322,6490,251,276,279,378,604,1028,1549,833,255,5449,228,408,365,401,595,847,965,429,112,4343,131,464,595,565,799,957,786,289,83,4660,51,443,876,849,1167,1228,591,170,36,5413,24,267,898,986,1223,1183,572,157,37,5339,11,131,602,722,825,713,271,61,14,3357,0,52,468,639,769,584,167,31,18,2720,0,38,294,566,571,441,101,17,3,2032,3,37,350,831,868,621,144,28,5,2885,7,9,116,318,408,319,122,40,10,1341,673,315,639,696,870,1086,1057,606,209,6151,4567,3380,6347,7932,10233,11809,9916,4576,1252,60015,1618,180,425,511,621,1156,356,117,55,5038,1103,176,260,344,363,530,305,81,33,3195,437,408,593,645,812,1272,959,373,120,5625,189,332,532,676,855,1340,2417,1129,302,7773
SOS13,7207,779,720,885,1395,2280,1387,455,131,15249,3149,578,329,303,687,1165,891,324,89,7515,1251,1111,1127,1158,1846,3161,3145,1365,317,14479,832,748,830,1123,1991,3326,6112,3273,706,18935,1149,950,967,1194,2112,3390,4827,2167,536,17284,1043,1466,1300,1530,2359,3336,3395,1396,263,16090,662,1865,2173,2183,3089,3548,2606,895,203,17236,316,1846,2912,3058,4242,4453,2517,712,144,20192,145,1280,3306,3586,4717,4714,2493,591,120,20962,56,600,2177,2682,3443,3032,1277,290,66,13614,12,305,1689,2666,3310,2576,979,195,59,11788,8,139,1067,1983,2460,1870,629,128,35,8308,9,96,1407,3169,4009,2787,896,216,43,12632,26,61,500,1845,2851,2335,925,276,71,8889,2862,1791,3218,3718,4899,5206,4359,2112,628,28785,18729,13601,23718,31084,43405,47179,36434,14394,3412,231960,6511,810,1676,2167,2930,4059,1570,489,186,20398,4108,687,857,1167,1419,1859,1035,302,87,11525,1502,1400,1852,2299,2703,4025,3328,1124,283,18513,745,1039,1643,2308,3108,4236,6243,2594,589,22501
SOS17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,0,9,0,0,0,0,0,6,8,3,0,20,0,0,0,0,0,0,5,0,0,15,0,0,0,0,3,0,8,0,0,17,0,3,0,0,4,3,4,5,0,19,0,0,0,3,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,3,4,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,10,3,0,29,3,9,11,18,25,22,48,16,3,157,3,0,0,0,0,15,0,0,0,20,0,0,0,0,0,0,0,0,0,9,3,0,0,0,3,6,4,4,0,16,0,0,3,0,0,6,12,0,0,23
SOS19,91,125,170,81,87,81,28,6,3,680,22,24,31,40,36,38,5,3,0,200,47,125,191,216,152,135,59,15,0,944,7,54,117,112,149,133,156,35,4,770,7,46,67,89,120,109,163,23,5,637,13,41,77,45,52,56,52,11,3,350,15,67,111,58,69,52,31,8,3,415,9,58,145,85,55,54,35,3,0,449,3,35,104,71,57,49,18,0,0,332,0,21,48,45,30,20,11,0,0,176,0,4,53,30,23,21,3,0,0,136,0,3,37,21,13,11,4,0,0,89,0,0,48,51,25,11,4,5,0,141,0,0,13,35,14,7,8,0,0,81,58,136,405,287,270,209,135,43,12,1558,285,746,1615,1269,1148,986,719,162,32,6958,69,104,130,60,65,99,21,10,5,558,12,25,23,30,23,38,6,4,0,163,55,87,108,87,97,116,40,10,0,609,6,39,96,74,84,94,142,21,6,556
