SOS_CODE_2016,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
SOS10,7253,142439,12755,162451,9396,165872,15274,190536,24155,355106,35830,415091,33507,313022,27846,374373,41786,270825,24126,336739,39986,220890,20011,280884,24453,159493,17106,201050,11352,81849,12608,105800,3544,30448,6723,40722,195423,1739941,172280,2107645,7902,134973,11378,154257,11573,160800,13633,186005,36973,357298,32004,426273,53230,304976,24392,382594,66744,262817,21532,351096,64874,215902,19511,300284,35124,163380,18755,217264,13465,99103,16903,129473,2787,54758,13247,70794,292672,1753997,171358,2218034,15160,277411,24137,316706,20968,326670,28902,376543,61123,712402,67839,841359,86731,617995,52240,756967,108530,533648,45656,687831,104861,436786,39520,581173,59577,322870,35862,418310,24814,180950,29511,235279,6335,85207,19975,111515,488097,3493946,343644,4325678
SOS11,2002,36737,5324,44063,2143,33777,4296,40215,5662,65576,8537,79780,8037,63695,7854,79588,11018,67629,8259,86907,13025,70505,8641,92178,9279,63678,9360,82312,4654,33740,7558,45959,1314,11321,3698,16330,57136,446661,63523,567319,2407,35373,4687,42465,2981,33513,3402,39894,9854,67336,6446,83635,13788,64388,6076,84256,18616,68032,7233,93887,22154,69631,8209,99993,13307,65179,10123,88602,5523,40346,10498,56366,1029,21329,6871,29226,89655,465127,63539,618327,4405,72115,10011,86529,5119,67289,7704,80110,15516,132918,14977,163411,21826,128085,13930,163839,29634,135665,15492,180793,35181,140134,16857,192171,22587,128856,19480,170916,10178,74084,18054,102322,2347,32645,10570,45558,146793,911786,127071,1185649
SOS12,220,3689,662,4567,221,2827,326,3380,502,5205,646,6347,862,6351,723,7932,1393,7989,851,10233,1662,9038,1107,11809,1090,7661,1161,9916,455,3344,777,4576,100,892,264,1252,6506,46995,6515,60015,259,3514,565,4340,262,2600,273,3132,862,5334,609,6809,1414,6552,676,8638,2230,7632,845,10703,2688,8164,1024,11875,1409,6946,1042,9401,439,3165,827,4432,86,1293,344,1724,9643,45197,6206,61045,476,7202,1230,8907,485,5430,601,6513,1366,10538,1252,13157,2276,12901,1397,16573,3617,15619,1693,20935,4349,17209,2129,23683,2499,14612,2201,19314,892,6512,1603,9009,188,2182,609,2974,16152,92195,12723,121062
SOS13,837,15084,2810,18729,708,11088,1799,13601,1693,18770,3252,23718,3068,24364,3657,31084,5238,33358,4809,43405,6461,35635,5082,47179,3743,28168,4523,36434,1336,10609,2447,14394,293,2412,711,3412,23371,179488,29101,231960,886,13589,2548,17018,899,9457,1173,11532,2702,18130,2305,23136,5089,24342,3071,32498,8405,30711,4055,43171,9766,29623,4376,43769,4728,22205,3814,30752,1376,8304,2105,11785,218,2860,873,3961,34076,159225,24322,217622,1720,28672,5362,35753,1607,20551,2974,25135,4399,36903,5556,46857,8152,48701,6728,63585,13646,64065,8869,86576,16227,65258,9462,90948,8478,50371,8335,67180,2710,18916,4555,26179,514,5273,1587,7371,57445,338711,53422,449576
SOS17,0,5,0,3,0,3,0,9,0,8,0,11,0,8,4,18,3,18,0,25,5,14,4,22,0,38,5,48,0,9,9,16,0,3,0,3,12,105,33,157,0,7,0,7,3,0,0,4,3,13,5,24,0,12,3,14,0,19,9,31,11,33,9,53,6,43,14,60,0,11,12,24,0,3,0,7,28,137,54,220,0,12,0,12,0,4,0,9,3,23,7,32,3,21,8,34,6,39,7,50,13,45,18,74,10,73,22,108,0,25,20,42,0,9,0,10,40,247,91,374
SOS19,8,198,78,285,31,544,171,746,74,1032,507,1615,76,690,505,1269,98,588,466,1148,85,582,323,986,57,477,186,719,8,103,47,162,0,18,17,32,433,4229,2297,6958,17,164,54,232,31,450,135,615,72,734,292,1091,64,375,192,629,100,365,180,646,114,466,149,732,58,316,100,477,6,72,40,120,3,31,15,48,457,2981,1146,4590,26,358,130,517,58,1002,303,1358,138,1765,799,2703,134,1069,695,1900,193,956,647,1798,203,1046,468,1722,121,797,282,1196,14,176,89,282,3,47,25,78,888,7214,3448,11545
