SOS_CODE_2016,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
SOS10,..,406318,406318,497162,55074,552239,297759,17687,315447,313431,7795,321222,137195,3041,140231,76968,2262,79236,1322517,492178,1814697
SOS11,..,163551,163551,184287,14358,198640,73981,2136,76113,66922,704,67620,30714,231,30948,14456,117,14571,370355,181086,551443
SOS12,..,14386,14386,19485,1264,20745,7376,95,7469,6988,19,7004,3440,13,3448,1697,3,1702,38985,15775,54761
SOS13,..,36523,36523,67003,3674,70675,25512,403,25914,26873,75,26952,14913,42,14957,8370,25,8392,142669,40739,183411
SOS17,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS19,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
