SOS_CODE_2016,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_Nthern_Ireland_0_4,M_Nthern_Ireland_5_14,M_Nthern_Ireland_15_24,M_Nthern_Ireland_25_44,M_Nthern_Ireland_45_54,M_Nthern_Ireland_55_64,M_Nthern_Ireland_65_74,M_Nthern_Ireland_75_84,M_Nthern_Ireland_85ov,M_Nthern_Ireland_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot
SOS10,68,469,310,5757,1662,1024,1081,552,166,11090,43,175,485,3116,2037,3374,5268,5488,2318,22299,114,457,553,1662,757,370,240,71,8,4227,217,1293,3190,10648,3584,2477,1262,626,119,23415,99,405,1090,8308,6751,5576,4411,1754,432,28827,99,448,1636,5319,1934,2119,1541,537,106,13726,3,10,32,207,360,1275,2358,1281,322,5839,0,31,103,678,473,584,413,191,60,2544,17,84,497,1396,615,375,252,131,39,3401,89,465,3668,12022,540,224,92,14,0,17114,29,176,180,875,607,764,1496,873,417,5410,554,3371,5802,17005,8501,6631,3321,1178,341,46696,3,36,62,637,463,348,480,268,64,2365,346,1136,2369,7542,1580,804,266,61,14,14114,7,40,99,554,511,330,122,97,30,1788,282,1849,3150,13940,5505,4461,2045,469,136,31830,20,51,78,1660,515,1239,861,406,364,5205,29,258,294,2129,1963,2150,2142,1284,423,10665,176,739,807,1737,690,666,421,174,36,5445,131,886,1756,6399,3625,2662,1688,677,204,18025
SOS11,14,80,27,362,170,142,257,129,41,1216,0,18,30,136,139,277,556,540,225,1917,6,39,29,75,22,14,20,10,0,218,6,28,160,358,32,20,10,3,0,612,3,5,14,77,73,59,57,30,3,314,29,34,68,263,131,104,31,14,5,681,3,0,3,24,28,125,249,103,21,559,0,3,3,35,27,35,44,13,4,160,3,20,59,171,47,11,7,12,3,340,4,64,66,480,32,10,3,0,0,657,4,25,16,107,105,323,771,445,151,1946,58,386,562,2190,1597,1581,1211,494,124,8201,0,10,12,67,69,68,154,84,16,473,16,63,46,290,59,31,14,8,0,525,4,23,25,155,136,79,19,14,3,459,51,380,294,967,244,90,42,14,3,2077,0,4,3,60,22,93,99,57,57,403,10,53,58,246,359,552,827,480,147,2737,13,30,9,63,64,37,22,13,0,243,18,192,232,618,416,292,260,117,26,2163
SOS12,0,9,0,44,19,22,23,14,5,137,0,3,0,14,19,39,47,46,12,173,0,3,0,6,3,3,0,0,0,20,0,0,5,9,6,3,0,0,0,23,0,0,4,8,15,4,3,3,0,37,0,0,3,30,14,3,10,0,0,67,0,0,0,0,4,20,43,12,0,80,0,0,0,0,0,4,3,0,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,10,0,0,4,7,18,40,94,46,12,220,0,34,32,201,178,195,143,41,5,836,0,3,0,10,4,8,24,8,3,57,0,0,0,7,3,0,0,0,0,16,0,0,0,10,15,12,0,3,0,39,0,10,8,27,9,3,8,0,0,70,0,0,0,7,3,15,15,3,5,45,0,9,0,17,44,67,74,38,10,254,0,3,0,3,4,5,0,0,0,22,0,12,18,32,46,32,26,6,0,166
SOS13,0,18,14,142,92,83,128,48,9,530,0,7,9,48,87,283,496,308,92,1340,3,19,12,20,14,14,7,3,0,86,0,6,22,41,21,20,7,0,0,131,0,0,12,99,120,93,66,26,4,421,0,3,6,48,47,44,31,12,0,203,0,0,4,26,59,203,372,128,15,806,0,0,0,4,4,14,13,0,0,36,0,0,0,6,8,0,4,3,0,23,0,3,3,17,4,0,0,0,0,29,0,11,14,46,76,203,368,172,38,933,17,78,131,614,671,763,510,165,21,2970,0,0,0,42,43,32,50,33,3,198,3,3,3,25,9,11,8,0,0,57,0,0,3,57,47,40,9,4,0,161,9,55,35,85,50,10,7,3,0,262,0,3,0,30,21,40,33,15,6,139,0,9,15,77,127,189,255,95,26,801,0,9,4,10,26,27,7,6,0,88,0,47,93,190,177,160,121,32,7,835
SOS17,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS19,0,0,6,11,3,0,3,0,0,31,0,0,5,17,3,5,3,0,0,35,0,0,0,0,0,0,0,0,0,6,0,0,4,7,0,0,0,0,0,18,0,0,0,13,8,0,3,0,0,32,0,0,0,7,3,3,0,0,0,17,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,6,0,0,5,10,0,0,0,0,0,13,0,0,3,6,3,7,14,0,0,27,3,3,24,54,38,33,21,4,0,181,0,0,4,3,0,0,0,0,0,11,4,0,4,16,0,0,0,0,0,23,0,0,0,3,3,0,0,0,0,4,0,0,6,13,5,5,0,0,0,33,0,0,0,3,0,0,4,0,0,6,0,0,4,3,0,4,3,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,5,16,3,5,5,0,0,40
