SOS_CODE_2016,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_Married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_Married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_Married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_Married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_Married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_Married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_Married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_Married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_Married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_Married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_Married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_Married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_Married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_Married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_Married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_Married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_Married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_Married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_Married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_Married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_Married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_Married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_Married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_Married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_Married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_Married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_Married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_Married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_Married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_Married,P_Tot_Tot
SOS10,486,58,71,61,161778,162451,6764,312,213,120,183130,190536,154381,5502,6433,324,248456,415091,242495,11799,19676,694,99705,374373,220013,14594,35109,1931,65088,336739,190411,12128,37852,4472,36022,280884,143671,7790,25151,8742,15688,201050,75188,2814,8861,12927,6007,105800,22749,655,1854,13569,1886,40722,1056168,55652,135223,42841,817768,2107645,866,79,61,65,153187,154257,15630,788,447,119,169024,186005,196227,9174,10559,645,209670,426273,247486,16680,30567,2149,85708,382594,220215,18590,52902,6861,52534,351096,183684,14053,54965,18487,29098,300284,124669,7307,36376,36495,12415,217264,54017,2147,13119,54954,5230,129473,11395,421,3874,52110,3003,70794,1054180,69230,202871,171881,719871,2218034,1346,132,134,130,314968,316706,22393,1101,662,240,352155,376543,350605,14671,16995,965,458124,841359,489984,28481,50241,2843,185414,756967,440222,33178,88016,8791,117624,687831,374095,26182,92815,22960,65123,581173,268347,15096,61524,45244,28105,418310,129209,4966,21987,67882,11241,235279,34148,1075,5726,65681,4890,111515,2110349,124877,338097,214720,1537638,4325678
SOS11,105,21,41,16,43883,44063,1446,104,35,37,38596,40215,27210,1735,1274,101,49459,79780,43062,3891,5142,208,27291,79588,47620,5232,11674,673,21697,86907,55742,4918,15918,1907,13698,92178,55964,3529,12441,4431,5947,82312,31568,1202,4463,6365,2364,45959,8804,235,790,5805,696,16330,271521,20856,51777,19537,203626,567319,94,23,24,17,42305,42465,2669,294,80,51,36800,39894,34305,2967,2069,217,44073,83635,45581,5437,8277,672,24282,84256,50335,6707,17182,2220,17447,93887,57609,5600,20743,6225,9827,99993,51241,2958,15216,15052,4139,88602,24051,851,5402,24210,1858,56366,4670,169,1332,22116,937,29226,270560,25009,70318,70776,181666,618327,200,38,66,30,86193,86529,4117,399,117,88,75394,80110,61520,4704,3344,318,93531,163411,88643,9329,13411,876,51570,163839,97957,11939,28856,2891,39143,180793,113349,10516,36658,8128,23523,192171,107198,6488,27656,19483,10083,170916,55619,2045,9865,30577,4222,102322,13474,401,2122,27919,1630,45558,542080,45865,122097,90320,385292,1185649
SOS12,10,0,3,0,4552,4567,101,9,8,3,3253,3380,2068,136,103,6,4033,6347,4455,349,502,12,2615,7932,5798,558,1296,84,2490,10233,7228,672,2000,252,1659,11809,6708,445,1545,492,722,9916,3010,161,514,638,255,4576,676,23,74,403,76,1252,30056,2358,6041,1899,19659,60015,7,0,0,4,4323,4340,191,25,6,0,2912,3132,2797,235,163,14,3599,6809,5008,498,727,64,2335,8638,6307,636,1659,231,1866,10703,7459,584,2099,660,1080,11875,5894,298,1381,1497,329,9401,2060,76,376,1766,145,4432,319,6,69,1283,49,1724,30043,2358,6491,5507,16645,61045,20,3,4,3,8882,8907,290,36,14,8,6170,6513,4866,372,264,21,7635,13157,9464,843,1230,78,4949,16573,12101,1197,2961,316,4361,20935,14684,1252,4097,912,2741,23683,12605,746,2924,1987,1050,19314,5073,239,888,2408,401,9009,996,30,142,1680,125,2974,60101,4718,12529,7403,36307,121062
SOS13,53,3,4,5,18664,18729,439,28,18,3,13112,13601,8150,393,342,38,14803,23718,19470,1101,1705,73,8730,31084,27949,1949,4789,309,8407,43405,31357,2235,6832,813,5945,47179,26103,1462,4999,1543,2320,36434,10149,441,1368,1729,700,14394,1893,71,190,1080,179,3412,125559,7694,20260,5594,72852,231960,38,3,3,6,16967,17018,765,48,18,11,10697,11532,10775,592,513,40,11219,23136,22395,1221,2031,198,6665,32498,30235,1791,4860,756,5535,43171,31281,1499,5838,1921,3236,43769,21772,775,3526,3603,1071,30752,6546,180,781,3942,339,11785,841,20,169,2792,138,3961,124640,6139,17728,13253,55862,217622,87,9,7,9,35637,35753,1199,80,32,12,23809,25135,18920,990,853,74,26017,46857,41860,2321,3732,269,15396,63585,58184,3740,9650,1059,13938,86576,62629,3730,12672,2736,9177,90948,47878,2241,8527,5146,3394,67180,16697,626,2149,5671,1038,26179,2739,94,356,3867,312,7371,250195,13834,37986,18849,128715,449576
SOS17,0,0,0,0,3,3,0,0,0,0,5,9,3,0,0,0,5,11,15,0,0,0,3,18,14,0,4,0,9,25,18,0,3,0,0,22,38,0,4,4,0,48,13,0,0,3,0,16,0,0,0,3,0,3,102,3,10,7,26,157,0,0,0,0,7,7,0,0,0,0,3,4,8,0,0,0,10,24,9,0,0,0,3,14,15,3,4,0,6,31,32,3,12,0,4,53,38,0,16,12,0,60,8,0,0,7,0,24,3,0,0,3,0,7,119,8,29,21,35,220,0,0,0,0,12,12,3,0,0,0,9,9,18,0,0,0,16,32,26,0,3,0,6,34,30,3,10,0,10,50,56,3,11,4,4,74,70,4,15,15,3,108,27,3,0,12,0,42,3,0,0,3,0,10,223,11,42,30,65,374
SOS19,0,0,4,0,279,285,6,3,0,3,737,746,190,73,30,6,1311,1615,184,161,116,6,798,1269,153,187,250,15,548,1148,269,133,300,28,264,986,296,66,221,51,84,719,53,13,54,21,19,162,13,6,9,8,7,32,1157,635,980,143,4049,6958,0,0,0,0,228,232,24,4,3,0,585,615,183,44,24,3,843,1091,128,56,63,14,366,629,164,83,170,25,208,646,347,50,178,34,121,732,272,19,104,48,33,477,47,3,26,37,10,120,4,0,9,26,3,48,1181,257,569,185,2395,4590,0,0,4,0,514,517,29,7,3,3,1318,1358,370,116,52,5,2155,2703,310,214,179,25,1168,1900,314,268,418,42,757,1798,617,182,479,58,385,1722,567,84,324,105,118,1196,106,16,71,59,31,282,19,4,12,37,6,78,2338,892,1548,335,6445,11545
