SOS_CODE_2016,Canada_Before_1946,Canada_1946_1955,Canada_1956_1965,Canada_1966_1975,Canada_1976_1985,Canada_1986_1995,Canada_1996_2005,Canada_2006_2010,Canada_2011,Canada_2012,Canada_2013,Canada_2014,Canada_2015,Canada_2016,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1946,China_exc_SARs_Taiwan_46_55,China_exc_SARs_Taiwan_56_65,China_exc_SARs_Taiwan_66_75,China_exc_SARs_Taiwan_76_85,China_exc_SARs_Taiwan_86_95,China_exc_SARs_Taiwan_96_05,China_exc_SARs_Taiwan_06_10,China_exc_SARs_Taiwan_2011,China_exc_SARs_Taiwan_2012,China_exc_SARs_Taiwan_2013,China_exc_SARs_Taiwan_2014,China_exc_SARs_Taiwan_2015,China_exc_SARs_Taiwan_2016,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1946,Croatia_1946_1955,Croatia_1956_1965,Croatia_1966_1975,Croatia_1976_1985,Croatia_1986_1995,Croatia_1996_2005,Croatia_2006_2010,Croatia_2011,Croatia_2012,Croatia_2013,Croatia_2014,Croatia_2015,Croatia_2016,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1946,Egypt_1946_1955,Egypt_1956_1965,Egypt_1966_1975,Egypt_1976_1985,Egypt_1986_1995,Egypt_1996_2005,Egypt_2006_2010,Egypt_2011,Egypt_2012,Egypt_2013,Egypt_2014,Egypt_2015,Egypt_2016,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1946,Fiji_1946_1955,Fiji_1956_1965,Fiji_1966_1975,Fiji_1976_1985,Fiji_1986_1995,Fiji_1996_2005,Fiji_2006_2010,Fiji_2011,Fiji_2012,Fiji_2013,Fiji_2014,Fiji_2015,Fiji_2016,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1946,Germany_1946_1955,Germany_1956_1965,Germany_1966_1975,Germany_1976_1985,Germany_1986_1995,Germany_1996_2005,Germany_2006_2010,Germany_2011,Germany_2012,Germany_2013,Germany_2014,Germany_2015,Germany_2016,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1946,Greece_1946_1955,Greece_1956_1965,Greece_1966_1975,Greece_1976_1985,Greece_1986_1995,Greece_1996_2005,Greece_2006_2010,Greece_2011,Greece_2012,Greece_2013,Greece_2014,Greece_2015,Greece_2016,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1946,Hng_Kng_SAR_China_1946_1955,Hng_Kng_SAR_China_1956_1965,Hng_Kng_SAR_China_1966_1975,Hng_Kng_SAR_China_1976_1985,Hng_Kng_SAR_China_1986_1995,Hng_Kng_SAR_China_1996_2005,Hng_Kng_SAR_China_2006_2010,Hong_Kong_SAR_China_2011,Hong_Kong_SAR_China_2012,Hong_Kong_SAR_China_2013,Hong_Kong_SAR_China_2014,Hong_Kong_SAR_China_2015,Hong_Kong_SAR_China_2016,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1946,India_1946_1955,India_1956_1965,India_1966_1975,India_1976_1985,India_1986_1995,India_1996_2005,India_2006_2010,India_2011,India_2012,India_2013,India_2014,India_2015,India_2016,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1946,Indonesia_1946_1955,Indonesia_1956_1965,Indonesia_1966_1975,Indonesia_1976_1985,Indonesia_1986_1995,Indonesia_1996_2005,Indonesia_2006_2010,Indonesia_2011,Indonesia_2012,Indonesia_2013,Indonesia_2014,Indonesia_2015,Indonesia_2016,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1946,Iran_1946_1955,Iran_1956_1965,Iran_1966_1975,Iran_1976_1985,Iran_1986_1995,Iran_1996_2005,Iran_2006_2010,Iran_2011,Iran_2012,Iran_2013,Iran_2014,Iran_2015,Iran_2016,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1946,Iraq_1946_1955,Iraq_1956_1965,Iraq_1966_1975,Iraq_1976_1985,Iraq_1986_1995,Iraq_1996_2005,Iraq_2006_2010,Iraq_2011,Iraq_2012,Iraq_2013,Iraq_2014,Iraq_2015,Iraq_2016,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1946,Ireland_1946_1955,Ireland_1956_1965,Ireland_1966_1975,Ireland_1976_1985,Ireland_1986_1995,Ireland_1996_2005,Ireland_2006_2010
SOS10,19,77,334,1098,1066,1327,2152,1509,363,361,422,496,523,376,305,10435,178,874,1961,1621,6044,37397,54287,45362,8552,10002,11574,14845,17130,9833,9677,229325,23,276,2907,5972,582,1422,2131,134,28,39,51,49,41,26,465,14163,17,1043,2127,3673,1169,3577,2222,1835,330,428,592,386,431,239,646,18716,46,77,309,1043,3448,10746,8785,3483,622,548,610,551,417,269,941,31893,175,4921,3386,2147,1535,1315,2481,1797,374,400,389,453,476,349,748,20945,91,2610,12096,8149,1154,697,538,264,177,375,256,225,187,76,1275,28167,73,128,562,1957,6801,15041,7450,2901,642,831,935,1066,1087,582,1031,41075,39,370,494,3577,3139,11165,26488,37217,4873,6232,7891,10256,10996,8014,3673,134417,25,208,284,850,2608,4563,9021,4965,1056,1085,1171,1523,1539,864,783,30545,5,22,50,755,1802,3645,3779,3584,1447,1864,2676,769,990,407,548,22351,4,16,85,1096,1219,4577,11856,7888,1965,1718,3516,2041,1521,1352,817,39670,49,288,883,2538,1294,2834,3170,3536
SOS11,10,22,99,292,230,208,346,266,58,59,44,59,66,28,70,1856,28,65,107,64,167,447,597,802,147,150,134,192,259,206,256,3614,3,43,268,427,16,42,41,5,0,3,9,0,0,0,46,910,3,119,124,93,10,43,85,96,26,36,20,8,19,9,31,727,17,35,66,99,162,313,237,201,44,62,54,56,28,23,73,1486,19,1868,1261,608,424,345,298,195,36,54,22,39,40,26,217,5456,10,154,319,190,44,16,20,6,3,8,9,16,3,0,47,847,11,16,33,111,156,173,109,57,16,13,20,39,52,23,79,911,17,130,114,310,177,307,810,2708,348,634,583,544,448,292,292,7704,7,87,66,47,52,77,145,115,27,51,35,30,49,41,40,872,3,0,3,15,40,45,68,63,25,55,62,43,32,14,27,500,0,0,3,25,8,26,63,66,15,13,32,39,18,0,26,332,7,70,219,512,198,290,259,288
SOS12,0,3,12,34,29,20,53,25,9,3,7,0,3,3,10,218,5,9,19,3,6,16,35,29,6,7,11,9,9,7,15,183,0,3,22,40,3,0,3,0,0,0,0,0,0,0,0,72,0,8,16,8,0,3,5,4,0,4,0,0,0,0,0,56,0,5,5,7,3,22,15,11,3,5,0,3,0,0,8,85,0,194,154,100,65,36,34,16,3,3,6,3,0,3,16,640,0,7,28,18,3,3,3,0,0,3,0,0,0,0,0,72,3,3,6,14,13,4,10,3,0,0,0,0,13,0,4,72,0,11,14,32,10,17,44,65,8,15,15,15,16,5,6,268,0,4,10,10,3,8,10,4,4,0,3,0,5,0,0,75,0,0,0,0,0,8,0,0,0,3,0,4,0,0,0,27,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,15,0,12,19,60,19,33,32,28
SOS13,0,7,45,155,107,104,137,73,17,14,20,11,10,11,37,744,0,33,66,17,70,213,208,203,27,35,35,55,38,31,106,1143,0,25,134,242,25,27,16,0,0,0,0,0,0,0,19,490,0,42,39,48,11,26,13,3,0,0,0,0,0,0,7,200,3,6,30,48,40,122,63,24,6,3,0,11,3,0,28,389,4,616,456,329,267,216,214,109,16,23,20,23,23,11,97,2419,0,54,158,109,17,6,8,4,4,0,0,0,0,0,24,383,4,7,21,42,39,35,34,15,8,3,10,3,3,0,24,239,5,29,49,146,74,124,138,152,17,35,45,28,20,14,67,928,0,27,36,26,16,30,41,25,3,14,9,4,7,0,11,250,0,0,0,21,15,49,29,11,0,0,3,0,0,0,8,151,0,0,7,45,32,38,47,0,3,0,13,10,0,0,24,216,4,21,77,216,102,164,107,79
SOS17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,6,0,0,0,0,0,0,3,20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS19,0,0,0,3,3,7,0,3,0,0,5,0,11,4,5,34,0,0,0,0,0,12,15,29,13,18,20,35,24,43,18,225,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,5,3,3,0,0,0,0,0,3,4,23,0,0,3,0,0,8,9,3,0,0,0,0,0,0,7,22,0,5,9,3,4,4,3,0,0,0,0,5,19,13,11,78,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,8,3,5,0,3,0,9,10,7,4,39,0,0,0,0,3,5,10,17,3,4,3,9,11,61,18,140,0,0,0,0,0,4,3,0,0,0,0,4,0,7,6,35,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,20,0,0,0,0,0,5,4,6,0,0,0,10,0,8,4,36,0,0,4,0,0,3,7,3
