SOS_CODE_2016,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
SOS10,5736,14218,2553,1359,2028,1395,1133,1237,426,30087,12215,35101,8276,1792,4357,3151,2966,2667,1185,71706,32409,45308,82923,5715,11342,8214,20551,15453,3198,225119,16143,8047,46269,1558,3075,1928,4635,8429,1146,91231,2094,2053,5844,630,878,678,1356,2568,230,16320,3342,31268,1686,5775,1264,1013,1090,1175,447,47052,3700,18070,1123,2036,1095,731,996,806,237,28797,59425,65707,9200,8710,27306,21467,10666,9250,3549,215272,12969,33624,3242,16167,7256,3689,3132,3298,1326,84706,4516,16743,4424,2117,2407,2789,1407,1829,433,36654,4431,878,15002,2615,1395,1932,3080,2859,351,32540,129,115,273,115,77,111,224,351,59,1453,2039,2607,1809,897,1061,678,1666,1035,530,12323,2280,2146,4462,1275,1203,1353,2991,2959,4108,22780,161426,275883,187084,50770,64729,49120,55891,53916,17227,916055,3785,12236,2967,2307,4751,1819,203,800,344,29215,2741,8876,1144,1093,3842,1176,194,606,351,20033,2602,6699,2107,1257,3151,1458,764,1569,302,19908,1127,5295,1337,536,1312,889,63,227,96,10886,716,1581,918,550,1096,534,98,526,73,6090
SOS11,658,1685,447,203,192,142,117,197,53,3692,644,1382,950,198,285,300,177,398,62,4396,6598,5583,31243,1817,2026,2107,8540,5894,914,64727,4388,890,14434,618,512,670,2131,3119,301,27059,1570,1245,2665,327,380,477,1046,1870,137,9706,741,6089,390,1880,189,180,272,364,98,10220,1281,6194,407,672,243,164,342,266,64,9632,6431,4902,1401,1207,2679,2953,1559,1521,289,22947,1377,3986,606,4853,751,519,521,802,174,13587,448,1459,629,309,198,277,207,329,49,3905,1238,169,4607,700,275,623,1071,1390,101,10167,30,30,38,17,13,29,47,92,16,315,360,344,460,224,145,121,451,308,122,2539,662,328,1693,433,212,491,1257,1494,879,7458,26434,34303,59975,13459,8095,9044,17744,18028,3265,190339,375,1380,523,318,472,180,22,146,30,3452,129,280,95,118,399,135,17,120,21,1315,280,465,460,238,398,261,262,475,32,2872,142,387,223,95,200,128,21,50,13,1257,362,665,436,346,501,297,69,405,22,3104
SOS12,67,175,50,31,24,16,12,30,3,398,57,114,56,14,27,13,17,28,10,331,827,566,3398,170,243,201,996,671,120,7189,552,90,1725,70,62,85,260,384,45,3275,297,122,298,37,49,62,134,231,26,1258,72,494,48,161,12,11,32,31,10,870,168,675,49,61,26,12,24,29,6,1054,639,430,137,91,199,256,132,113,33,2042,159,324,65,522,78,34,37,72,25,1313,55,148,60,25,26,28,12,45,6,402,124,15,437,61,18,45,116,141,12,967,0,0,8,0,3,3,4,5,3,24,41,41,48,15,17,6,51,31,11,254,94,48,222,46,26,46,150,179,99,912,3155,3246,6596,1307,810,827,1984,1982,405,20305,56,149,56,33,64,24,3,18,3,401,16,26,16,13,44,8,0,12,0,141,26,37,56,16,45,26,24,55,0,287,14,48,23,7,24,13,4,8,3,146,58,72,64,46,70,38,18,84,3,460
SOS13,603,766,177,86,94,43,41,118,26,1951,361,509,225,43,96,58,37,87,34,1460,6042,2258,12602,644,814,800,3926,2518,478,30090,3319,345,5829,200,208,257,964,1320,181,12628,5804,845,1326,146,207,273,697,1482,172,10949,468,2176,119,484,67,43,61,93,36,3553,709,1842,181,193,77,52,116,108,27,3301,3591,1895,424,299,736,923,431,435,140,8876,1164,1415,204,1364,263,133,143,227,96,5012,259,494,247,96,57,84,66,133,28,1461,494,55,1076,148,67,154,378,402,29,2806,34,19,13,5,0,3,15,17,4,109,288,130,184,81,59,30,163,134,48,1126,980,187,810,131,92,209,604,619,371,4005,24115,12937,23416,3930,2843,3062,7644,7695,1669,87309,389,703,230,128,301,80,20,76,30,1953,129,152,47,27,183,29,4,30,14,615,230,204,197,80,192,92,72,136,17,1218,102,208,105,27,108,49,12,30,8,656,1017,568,405,263,649,235,66,556,45,3799
SOS17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,13,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,13,0,0,0,7,6,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS19,4,13,7,7,3,0,3,5,0,42,9,21,6,0,3,3,6,4,0,61,26,43,118,5,6,11,57,49,9,317,18,9,80,7,5,5,13,20,0,162,3,6,10,3,0,0,5,8,0,34,7,44,3,11,0,0,3,5,0,77,3,15,5,3,0,0,5,4,0,33,32,55,6,18,21,19,10,26,3,190,11,37,3,26,9,6,10,12,0,111,6,25,3,13,3,0,4,0,0,54,6,3,33,8,0,3,4,11,0,64,0,3,0,3,0,0,0,0,0,10,0,0,3,3,4,0,3,4,0,23,4,3,16,13,0,0,11,16,18,76,126,273,286,117,60,59,131,167,36,1251,0,9,4,9,0,3,0,3,0,30,0,9,3,0,0,0,0,0,0,19,0,10,3,3,0,3,0,3,0,33,0,0,8,0,0,0,0,0,0,9,0,0,8,3,0,3,0,4,0,20
