SOS_CODE_2016,M_Mng_0,M_Mng_1_15,M_Mng_16_24,M_Mng_25_34,M_Mng_35_39,M_Mng_40,M_Mng_41_48,M_Mng_49over,M_Mng_hours_NS,M_Mng_Tot,M_Pro_0,M_Pro_1_15,M_Pro_16_24,M_Pro_25_34,M_Pro_35_39,M_Pro_40,M_Pro_41_48,M_Pro_49over,M_Pro_hours_NS,M_Pro_Tot,M_TTW_0,M_TTW_1_15,M_TTW_16_24,M_TTW_25_34,M_TTW_35_39,M_TTW_40,M_TTW_41_48,M_TTW_49over,M_TTW_hours_NS,M_TTW_Tot,M_CPS_0,M_CPS_1_15,M_CPS_16_24,M_CPS_25_34,M_CPS_35_39,M_CPS_40,M_CPS_41_48,M_CPS_49over,M_CPS_hours_NS,M_CPS_Tot,M_CA_0,M_CA_1_15,M_CA_16_24,M_CA_25_34,M_CA_35_39,M_CA_40,M_CA_41_48,M_CA_49over,M_CA_hours_NS,M_CA_Tot,M_Sal_0,M_Sal_1_15,M_Sal_16_24,M_Sal_25_34,M_Sal_35_39,M_Sal_40,M_Sal_41_48,M_Sal_49over,M_Sal_hours_NS,M_Sal_Tot,M_MOD_0,M_MOD_1_15,M_MOD_16_24,M_MOD_25_34,M_MOD_35_39,M_MOD_40,M_MOD_41_48,M_MOD_49over,M_MOD_hours_NS,M_MOD_Tot,M_Lab_0,M_Lab_1_15,M_Lab_16_24,M_Lab_25_34,M_Lab_35_39,M_Lab_40,M_Lab_41_48,M_Lab_49over,M_Lab_hours_NS,M_Lab_Tot,M_ID_NS_0,M_ID_NS_1_15,M_ID_NS_16_24,M_ID_NS_25_34,M_ID_NS_35_39,M_ID_NS_40,M_ID_NS_41_48,M_ID_NS_49over,M_ID_NS_hours_NS,M_ID_NS_Tot,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_Mng_0,F_Mng_1_15,F_Mng_16_24,F_Mng_25_34,F_Mng_35_39,F_Mng_40,F_Mng_41_48,F_Mng_49over,F_Mng_hours_NS,F_Mng_Tot,F_Pro_0,F_Pro_1_15,F_Pro_16_24,F_Pro_25_34,F_Pro_35_39,F_Pro_40,F_Pro_41_48,F_Pro_49over,F_Pro_hours_NS,F_Pro_Tot,F_TTW_0,F_TTW_1_15,F_TTW_16_24,F_TTW_25_34,F_TTW_35_39,F_TTW_40,F_TTW_41_48,F_TTW_49over,F_TTW_hours_NS,F_TTW_Tot,F_CPS_0,F_CPS_1_15,F_CPS_16_24,F_CPS_25_34,F_CPS_35_39,F_CPS_40,F_CPS_41_48,F_CPS_49over,F_CPS_hours_NS,F_CPS_Tot,F_CA_0,F_CA_1_15,F_CA_16_24,F_CA_25_34,F_CA_35_39,F_CA_40,F_CA_41_48,F_CA_49over,F_CA_hours_NS,F_CA_Tot,F_Sal_0,F_Sal_1_15,F_Sal_16_24,F_Sal_25_34,F_Sal_35_39,F_Sal_40,F_Sal_41_48,F_Sal_49over,F_Sal_hours_NS,F_Sal_Tot,F_MOD_0,F_MOD_1_15,F_MOD_16_24,F_MOD_25_34,F_MOD_35_39,F_MOD_40,F_MOD_41_48,F_MOD_49over,F_MOD_hours_NS,F_MOD_Tot,F_Lab_0,F_Lab_1_15,F_Lab_16_24,F_Lab_25_34,F_Lab_35_39,F_Lab_40,F_Lab_41_48,F_Lab_49over,F_Lab_hours_NS,F_Lab_Tot,F_ID_NS_0,F_ID_NS_1_15,F_ID_NS_16_24,F_ID_NS_25_34,F_ID_NS_35_39,F_ID_NS_40,F_ID_NS_41_48,F_ID_NS_49over,F_ID_NS_hours_NS,F_ID_NS_Tot,F_Tot_0,F_Tot_1_15,F_Tot_16_24,F_Tot_25_34,F_Tot_35_39,F_Tot_40,F_Tot_41_48,F_Tot_49over,F_Tot_hours_NS,F_Tot_Tot
SOS10,3233,4482,5372,6807,26345,52235,29391,74770,2108,204736,5532,15817,12877,15382,56138,92608,37312,67472,2935,306066,5077,9780,14194,15192,53160,72366,31392,42492,4797,248455,2577,12822,10973,9801,14536,11998,8128,8262,1416,80515,2186,5361,5197,5166,27057,24665,10789,14797,1137,96348,2112,15701,11314,8025,15876,17885,7996,13488,1432,93825,3109,7221,8669,9673,30010,25675,14097,23139,2790,124380,3475,21034,18896,13303,24626,22506,9129,11880,3086,127934,776,1645,1437,1314,4271,5064,1641,3386,8182,27720,28079,93852,88927,84661,252020,324996,149871,259695,27866,1309975,4578,4999,8159,11211,22892,29274,15729,26522,1052,124416,15676,29867,41248,40254,63154,76342,30604,40860,3014,341026,1419,5812,6851,6772,9985,7277,3142,3277,684,45219,6147,34440,33293,30654,26494,17406,6648,7707,2945,165730,9156,29485,38505,36644,70033,49798,15399,11643,2548,263213,4970,38269,25320,19864,19262,12980,5092,5211,1962,132933,455,1763,1879,1946,5060,2354,805,694,304,15267,1887,15631,12902,9791,11817,5892,1922,1890,1298,63030,867,1745,1542,1420,3101,2729,729,1178,6187,19503,45169,162009,169706,158557,231793,204054,80064,98994,19985,1170326
SOS11,884,1070,1088,1623,4940,7624,5297,14463,425,37426,1117,2336,2035,2786,7533,8835,4691,8414,342,38087,1949,2782,2866,4424,17688,19870,10464,14535,1265,75843,848,2494,1977,2866,4370,2840,2079,2241,406,20124,424,864,692,1000,3723,2729,1607,2020,135,13184,614,4219,1981,2242,3865,3152,2117,3031,312,21537,1486,2076,2276,2806,7845,6878,5771,10418,813,40377,1594,7564,4564,5468,9263,8307,3521,4373,1132,45774,283,343,238,298,828,811,366,752,1726,5654,9203,23750,17719,23521,60048,61048,35918,60242,6549,298008,908,1321,1545,2521,4598,4267,2666,5098,218,23144,3381,5644,8681,9800,11331,11152,4992,6900,578,62464,533,1949,2014,2524,2981,1677,936,971,215,13800,2541,10312,9806,12504,9029,4448,2047,2412,940,54044,2377,7060,8442,10298,15616,7860,2942,2248,496,57339,1772,11854,7117,6993,5853,2477,1326,1204,628,39226,175,528,480,508,639,391,247,474,53,3489,1012,8196,4900,4513,3282,2135,708,812,525,26075,255,374,246,287,504,326,115,185,1407,3696,12958,47245,43236,49934,53851,34727,15970,20303,5049,283279
SOS12,121,156,167,222,511,854,550,1806,50,4447,107,249,222,326,680,782,407,784,31,3587,234,371,420,582,1759,2125,1008,1587,146,8226,85,256,210,277,419,271,205,207,42,1979,38,91,91,94,324,243,147,176,15,1210,49,363,163,194,292,265,158,270,36,1787,191,258,266,292,847,794,618,1212,100,4567,203,801,442,552,882,829,386,535,128,4748,33,58,23,38,86,108,24,97,210,678,1060,2595,2003,2581,5794,6270,3499,6681,750,31237,127,183,188,260,412,479,269,721,29,2655,339,601,926,1067,1003,1070,442,693,47,6195,57,229,247,297,300,189,86,100,28,1533,284,1079,1010,1179,761,400,182,288,88,5277,239,872,950,1117,1428,795,302,228,52,5993,171,1107,644,638,478,214,126,128,64,3568,15,67,64,52,65,53,27,42,4,388,110,895,484,420,300,173,81,117,61,2626,25,50,27,31,30,33,11,25,172,414,1375,5075,4541,5061,4779,3415,1535,2341,546,28657
SOS13,921,1429,1419,1966,2619,6386,3555,20494,781,39573,475,1063,945,1196,2223,3159,1510,3716,162,14448,803,1328,1400,1865,5704,7644,3585,6834,570,29730,309,805,551,686,1073,846,635,916,126,5939,137,347,299,326,1003,840,486,832,62,4318,194,1297,603,565,849,1039,571,1278,107,6486,687,856,936,1113,2427,3045,2028,4956,420,16458,672,2720,1744,1814,2793,3379,1448,2902,490,17960,150,189,138,165,307,407,161,519,774,2815,4342,10034,8037,9686,18985,26745,13979,42438,3492,137742,681,1709,1674,2213,2036,3337,1573,5808,380,19417,1474,2715,4148,4149,3864,4220,1769,2965,273,25583,239,938,925,998,1018,775,395,528,125,5944,766,3484,3131,3507,2333,1299,560,826,298,16202,991,4080,4275,4716,5449,3600,1204,1450,324,26088,494,3713,2108,1956,1497,902,389,542,210,11812,69,219,254,207,228,188,124,241,38,1568,414,2707,1588,1436,952,814,334,663,236,9136,144,194,150,148,178,188,49,153,709,1909,5277,19766,18259,19325,17559,15322,6396,13173,2591,117653
SOS17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,9,3,0,0,0,4,3,0,3,0,14,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,9,6,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,3,20,0,3,3,11,8,3,7,5,59,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,15,5,0,0,0,3,0,0,0,0,10,9,3,3,0,0,0,0,0,0,11,6,0,0,3,3,3,0,0,0,18,3,0,0,3,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,24,6,9,6,14,4,3,0,4,72
SOS19,10,6,7,6,21,46,15,59,3,167,23,25,25,22,51,80,29,63,3,321,20,26,30,31,78,105,37,61,20,397,3,22,26,25,26,24,21,35,11,186,0,9,3,4,25,24,10,18,4,88,7,6,16,5,23,23,12,9,7,109,7,16,22,32,67,44,40,71,15,314,11,35,57,53,57,79,34,33,22,395,3,3,8,3,8,5,7,3,29,63,85,152,190,184,356,428,187,348,103,2042,7,3,14,7,12,27,12,22,0,106,23,27,40,32,62,83,23,37,6,329,5,9,6,13,14,17,9,9,3,80,5,40,48,48,32,27,26,21,5,247,4,20,22,23,52,24,16,12,0,172,9,17,23,21,16,16,5,6,5,111,0,3,3,4,4,4,0,6,3,29,9,26,40,35,30,16,13,8,9,183,3,0,0,5,5,3,0,0,19,37,65,141,191,183,234,208,91,124,47,1291
