SOS_CODE_2016,F_AccomFoodS_Cert,F_AccomFoodS_ID_NS,F_AccomFoodS_ToT,F_TransPostWhse_PD,F_TransPostWhse_GD_GC,F_TransPostWhse_BD,F_TransPostWhse_AdD_D,F_TransPostWhse_Cert,F_TransPostWhse_ID_NS,F_TransPostWhse_ToT,F_InfoMedTelecom_PD,F_InfoMedTelecom_GD_GC,F_InfoMedTelecom_BD,F_InfoMedTelecom_AdD_D,F_InfoMedTelecom_Cert,F_InfoMedTelecom_ID_NS,F_InfoMedTelecom_ToT,F_FinInsurS_PD,F_FinInsurS_GD_GC,F_FinInsurS_BD,F_FinInsurS_AdD_D,F_FinInsurS_Cert,F_FinInsurS_ID_NS,F_FinInsurS_ToT,F_RentHirREserv_PD,F_RentHirREserv_GD_GC,F_RentHirREserv_BD,F_RentHirREserv_AdD_D,F_RentHirREserv_Cert,F_RentHirREserv_ID_NS,F_RentHirREserv_ToT,F_ProScieTechServ_PD,F_ProScieTechServ_GD_GC,F_ProScieTechServ_BD,F_ProScieTechServ_AdD_D,F_ProScieTechServ_Cert,F_ProScieTechServ_ID_NS,F_ProScieTechServ_ToT,F_AdminSupServ_PD,F_AdminSupServ_GD_GC,F_AdminSupServ_BD,F_AdminSupServ_AdD_D,F_AdminSupServ_Cert,F_AdminSupServ_ID_NS,F_AdminSupServ_ToT,F_PubAdmiSafety_PD,F_PubAdmiSafety_GD_GC,F_PubAdmiSafety_BD,F_PubAdmiSafety_AdD_D,F_PubAdmiSafety_Cert,F_PubAdmiSafety_ID_NS,F_PubAdmiSafety_ToT,F_EducTrain_PD,F_EducTrain_GD_GC,F_EducTrain_BD,F_EducTrain_AdD_D,F_EducTrain_Cert,F_EducTrain_ID_NS,F_EducTrain_ToT,F_HealthCareSocA_PD,F_HealthCareSocA_GD_GC,F_HealthCareSocA_BD,F_HealthCareSocA_AdD_D,F_HealthCareSocA_Cert,F_HealthCareSocA_ID_NS,F_HealthCareSocA_ToT,F_ArtRecServ_PD,F_ArtRecServ_GD_GC,F_ArtRecServ_BD,F_ArtRecServ_AdD_D,F_ArtRecServ_Cert,F_ArtRecServ_ID_NS,F_ArtRecServ_ToT,F_OthServ_PD,F_OthServ_GD_GC,F_OthServ_BD,F_OthServ_AdD_D,F_OthServ_Cert,F_OthServ_ID_NS,F_OthServ_ToT,F_ID_NS_PD,F_ID_NS_GD_GC,F_ID_NS_BD,F_ID_NS_AdD_D,F_ID_NS_Cert,F_ID_NS_ID_NS,F_ID_NS_ToT,F_ToT_PD,F_ToT_GD_GC,F_ToT_BD,F_ToT_AdD_D,F_ToT_Cert,F_ToT_ID_NS,F_ToT_ToT,P_AgriForestFish_PD,P_AgriForestFish_GD_GC,P_AgriForestFish_BD,P_AgriForestFish_AdD_D,P_AgriForestFish_Cert,P_AgriForestFish_ID_NS,P_AgriForestFish_ToT,P_Min_PD,P_Min_GD_GC,P_Min_BD,P_Min_AdD_D,P_Min_Cert,P_Min_ID_NS,P_Min_ToT,P_Mnfg_PD,P_Mnfg_GD_GC,P_Mnfg_BD,P_Mnfg_AdD_D,P_Mnfg_Cert,P_Mnfg_ID_NS,P_Mnfg_ToT,P_EGW_WS_PD,P_EGW_WS_GD_GC,P_EGW_WS_BD,P_EGW_WS_AdD_D,P_EGW_WS_Cert,P_EGW_WS_ID_NS,P_EGW_WS_ToT,P_Cnstn_PD,P_Cnstn_GD_GC,P_Cnstn_BD,P_Cnstn_AdD_D,P_Cnstn_Cert,P_Cnstn_ID_NS,P_Cnstn_ToT,P_WTrade_PD,P_WTrade_GD_GC,P_WTrade_BD,P_WTrade_AdD_D,P_WTrade_Cert,P_WTrade_ID_NS,P_WTrade_ToT,P_RTrade_PD,P_RTrade_GD_GC,P_RTrade_BD,P_RTrade_AdD_D,P_RTrade_Cert,P_RTrade_ID_NS,P_RTrade_ToT,P_AccomFoodS_PD,P_AccomFoodS_GD_GC,P_AccomFoodS_BD,P_AccomFoodS_AdD_D,P_AccomFoodS_Cert,P_AccomFoodS_ID_NS,P_AccomFoodS_ToT,P_TransPostWhse_PD,P_TransPostWhse_GD_GC,P_TransPostWhse_BD,P_TransPostWhse_AdD_D,P_TransPostWhse_Cert,P_TransPostWhse_ID_NS,P_TransPostWhse_ToT,P_InfoMedTelecom_PD,P_InfoMedTelecom_GD_GC,P_InfoMedTelecom_BD,P_InfoMedTelecom_AdD_D,P_InfoMedTelecom_Cert,P_InfoMedTelecom_ID_NS,P_InfoMedTelecom_ToT,P_FinInsurS_PD,P_FinInsurS_GD_GC,P_FinInsurS_BD,P_FinInsurS_AdD_D,P_FinInsurS_Cert,P_FinInsurS_ID_NS,P_FinInsurS_ToT,P_RentHirREserv_PD,P_RentHirREserv_GD_GC,P_RentHirREserv_BD,P_RentHirREserv_AdD_D,P_RentHirREserv_Cert,P_RentHirREserv_ID_NS,P_RentHirREserv_ToT,P_ProScieTechServ_PD,P_ProScieTechServ_GD_GC,P_ProScieTechServ_BD,P_ProScieTechServ_AdD_D,P_ProScieTechServ_Cert,P_ProScieTechServ_ID_NS,P_ProScieTechServ_ToT,P_AdminSupServ_PD,P_AdminSupServ_GD_GC,P_AdminSupServ_BD,P_AdminSupServ_AdD_D,P_AdminSupServ_Cert,P_AdminSupServ_ID_NS,P_AdminSupServ_ToT,P_PubAdmiSafety_PD,P_PubAdmiSafety_GD_GC,P_PubAdmiSafety_BD,P_PubAdmiSafety_AdD_D,P_PubAdmiSafety_Cert,P_PubAdmiSafety_ID_NS,P_PubAdmiSafety_ToT,P_EducTrain_PD
SOS10,11244,2188,37698,1816,412,5318,3842,4889,940,17218,3058,929,11055,2911,2039,518,20509,9066,2180,24033,9772,8361,1792,55206,1735,398,4929,3775,4800,847,16489,15486,3892,41798,12294,9766,2548,85788,2457,629,9966,6759,7549,1575,28941,8442,3266,19644,9931,9110,1490,51887,27481,10180,54838,15332,13048,2634,123518,23137,9223,75071,36258,39819,7017,190512,1512,463,4779,2280,2727,475,12247,1876,637,6561,6848,13140,1185,30252,3272,635,9508,5292,5541,4336,28587,115791,35919,326408,152071,167187,34173,831542,407,92,1294,735,1646,251,4424,802,159,1720,1049,4022,186,7942,8741,1416,24794,14621,37140,3523,90236,2187,373,4017,2438,5855,377,15243,5616,1035,21895,16389,87195,5148,137268,8298,1220,20246,9717,14874,2064,56418,11082,1778,38449,22439,38019,5763,117536,5722,878,24757,19010,25337,4183,79885,6525,1280,17640,13539,26905,3728,69617,8394,1915,24651,7802,7087,1444,51296,23620,5129,55929,18977,14308,3437,121404,4002,851,10855,7602,10443,1601,35352,41591,8224,101454,25401,19675,5390,201742,5019,1106,18368,11241,16737,2805,55279,17235,5983,37601,22639,26707,3080,113247,44412
SOS11,6744,976,11846,39,41,308,506,1280,179,2357,77,70,473,285,507,65,1476,111,76,672,1084,1868,188,3995,47,45,374,715,1768,238,3180,613,504,3243,1825,2921,388,9493,121,94,828,1216,2960,479,5686,917,771,3984,3229,4233,419,13559,3910,3250,14603,4943,5797,753,33252,3080,2495,16332,12202,19864,2256,56229,125,84,534,431,871,118,2159,129,106,653,1561,5052,273,7779,154,89,744,760,1608,910,4265,10217,8187,49203,36546,70769,9371,184292,255,119,1392,1060,4101,647,7574,286,129,1132,1047,7869,316,10779,521,211,2593,2591,14737,1160,21812,218,72,678,989,3645,180,5791,238,129,1808,2400,28669,1185,34429,142,65,776,926,4453,339,6705,559,251,3608,4070,17373,1895,27758,398,176,2682,3614,12429,1563,20869,163,111,950,1569,7736,850,11384,152,122,901,609,1538,153,3475,297,191,1501,1942,2552,248,6735,94,88,777,1174,3182,367,5676,1537,982,7166,3364,5057,684,18789,210,152,1318,1873,6240,793,10589,2060,1447,7543,7460,12188,983,31673,6212
SOS12,663,110,1219,9,4,54,65,172,30,327,12,5,51,31,36,7,140,20,4,55,95,153,19,351,11,4,34,81,151,28,307,65,43,313,236,338,35,1030,15,14,78,137,290,61,599,103,84,403,319,418,37,1358,364,358,1445,574,703,96,3546,285,233,1461,1222,1909,224,5336,14,11,69,49,88,8,238,17,3,54,136,474,34,720,24,12,75,106,180,116,511,1008,840,4753,3949,7134,1047,18724,13,9,161,170,785,126,1271,9,8,66,92,606,36,813,34,21,222,236,1537,118,2156,19,17,58,89,435,26,643,25,18,224,336,3395,168,4165,25,9,82,101,418,34,672,48,23,329,421,1639,202,2666,26,18,268,367,1284,165,2136,17,15,127,167,965,87,1379,21,10,85,77,134,12,346,62,18,127,165,236,25,633,10,4,68,125,289,38,540,177,92,727,402,591,72,2060,25,25,130,203,625,86,1082,198,140,755,825,1200,102,3223,572
SOS13,1642,305,3231,16,22,187,276,599,112,1210,44,29,227,129,171,24,616,73,36,370,402,578,87,1546,31,19,242,305,584,105,1276,413,261,1941,1015,1364,251,5244,54,57,410,536,976,191,2228,475,294,1753,1299,1432,157,5406,1551,1323,6030,2333,2311,396,13953,1186,936,5670,4140,5289,838,18060,71,34,293,182,358,55,989,54,44,288,586,1676,155,2799,91,56,506,490,790,448,2383,4663,3628,22720,16538,25468,4831,77846,694,477,4709,4422,11726,2122,24144,98,32,359,430,2719,143,3786,191,80,1099,1058,5457,446,8333,69,25,243,417,1316,73,2132,138,74,1044,1448,13410,738,16850,106,44,612,548,1967,195,3464,160,101,1324,1344,4888,658,8474,128,69,800,959,2934,470,5355,70,46,432,671,3354,366,4938,85,42,401,270,507,54,1363,201,75,800,700,818,130,2724,64,30,430,556,1213,182,2475,1031,467,4068,1671,2293,417,9941,101,79,583,761,2114,300,3936,948,546,3132,2647,3976,350,11600,2228
SOS17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,0,0,17,7,15,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3
SOS19,40,8,113,0,0,7,3,4,0,12,4,0,16,3,0,0,23,5,0,15,9,11,0,37,4,0,7,0,3,0,12,14,3,39,14,11,3,75,5,0,21,9,12,4,53,4,0,21,6,9,0,51,20,17,33,22,9,7,99,10,11,66,28,38,6,163,3,0,15,10,3,0,36,0,0,10,10,12,0,36,3,0,15,7,6,13,47,92,43,360,168,203,49,909,3,0,30,4,36,8,88,0,0,4,0,16,3,22,3,3,17,8,49,13,95,0,0,3,4,5,0,18,11,0,27,27,156,15,233,5,0,14,3,11,0,28,14,3,32,26,44,4,122,11,3,83,45,75,6,229,3,0,12,8,49,4,80,8,0,22,6,3,5,40,9,0,27,10,12,3,70,6,0,10,0,15,3,34,38,5,88,27,26,6,187,6,3,32,18,36,5,102,14,3,46,24,50,5,135,35
