SOS_CODE_2016,Age_yr_0_M,Age_yr_0_F,Age_yr_0_P,Age_yr_1_M,Age_yr_1_F,Age_yr_1_P,Age_yr_2_M,Age_yr_2_F,Age_yr_2_P,Age_yr_3_M,Age_yr_3_F,Age_yr_3_P,Age_yr_4_M,Age_yr_4_F,Age_yr_4_P,Age_yr_0_4_M,Age_yr_0_4_F,Age_yr_0_4_P,Age_yr_5_M,Age_yr_5_F,Age_yr_5_P,Age_yr_6_M,Age_yr_6_F,Age_yr_6_P,Age_yr_7_M,Age_yr_7_F,Age_yr_7_P,Age_yr_8_M,Age_yr_8_F,Age_yr_8_P,Age_yr_9_M,Age_yr_9_F,Age_yr_9_P,Age_yr_5_9_M,Age_yr_5_9_F,Age_yr_5_9_P,Age_yr_10_M,Age_yr_10_F,Age_yr_10_P,Age_yr_11_M,Age_yr_11_F,Age_yr_11_P,Age_yr_12_M,Age_yr_12_F,Age_yr_12_P,Age_yr_13_M,Age_yr_13_F,Age_yr_13_P,Age_yr_14_M,Age_yr_14_F,Age_yr_14_P,Age_yr_10_14_M,Age_yr_10_14_F,Age_yr_10_14_P,Age_yr_15_M,Age_yr_15_F,Age_yr_15_P,Age_yr_16_M,Age_yr_16_F,Age_yr_16_P,Age_yr_17_M,Age_yr_17_F,Age_yr_17_P,Age_yr_18_M,Age_yr_18_F,Age_yr_18_P,Age_yr_19_M,Age_yr_19_F,Age_yr_19_P,Age_yr_15_19_M,Age_yr_15_19_F,Age_yr_15_19_P,Age_yr_20_M,Age_yr_20_F,Age_yr_20_P,Age_yr_21_M,Age_yr_21_F,Age_yr_21_P,Age_yr_22_M,Age_yr_22_F,Age_yr_22_P,Age_yr_23_M,Age_yr_23_F,Age_yr_23_P,Age_yr_24_M,Age_yr_24_F,Age_yr_24_P,Age_yr_20_24_M,Age_yr_20_24_F,Age_yr_20_24_P,Age_yr_25_M,Age_yr_25_F,Age_yr_25_P,Age_yr_26_M,Age_yr_26_F,Age_yr_26_P,Age_yr_27_M,Age_yr_27_F,Age_yr_27_P,Age_yr_28_M,Age_yr_28_F,Age_yr_28_P,Age_yr_29_M,Age_yr_29_F,Age_yr_29_P,Age_yr_25_29_M,Age_yr_25_29_F,Age_yr_25_29_P,Age_yr_30_M,Age_yr_30_F,Age_yr_30_P,Age_yr_31_M,Age_yr_31_F,Age_yr_31_P,Age_yr_32_M,Age_yr_32_F,Age_yr_32_P,Age_yr_33_M,Age_yr_33_F,Age_yr_33_P,Age_yr_34_M,Age_yr_34_F,Age_yr_34_P,Age_yr_30_34_M,Age_yr_30_34_F,Age_yr_30_34_P,Age_yr_35_M,Age_yr_35_F,Age_yr_35_P,Age_yr_36_M,Age_yr_36_F,Age_yr_36_P,Age_yr_37_M,Age_yr_37_F,Age_yr_37_P,Age_yr_38_M,Age_yr_38_F,Age_yr_38_P,Age_yr_39_M,Age_yr_39_F,Age_yr_39_P,Age_yr_35_39_M,Age_yr_35_39_F,Age_yr_35_39_P,Age_yr_40_M,Age_yr_40_F,Age_yr_40_P,Age_yr_41_M,Age_yr_41_F,Age_yr_41_P,Age_yr_42_M,Age_yr_42_F,Age_yr_42_P,Age_yr_43_M,Age_yr_43_F,Age_yr_43_P,Age_yr_44_M,Age_yr_44_F,Age_yr_44_P,Age_yr_40_44_M,Age_yr_40_44_F,Age_yr_40_44_P,Age_yr_45_M,Age_yr_45_F,Age_yr_45_P,Age_yr_46_M,Age_yr_46_F,Age_yr_46_P,Age_yr_47_M,Age_yr_47_F,Age_yr_47_P,Age_yr_48_M,Age_yr_48_F,Age_yr_48_P,Age_yr_49_M,Age_yr_49_F,Age_yr_49_P,Age_yr_45_49_M,Age_yr_45_49_F,Age_yr_45_49_P,Age_yr_50_M,Age_yr_50_F,Age_yr_50_P,Age_yr_51_M,Age_yr_51_F,Age_yr_51_P,Age_yr_52_M,Age_yr_52_F,Age_yr_52_P,Age_yr_53_M,Age_yr_53_F,Age_yr_53_P,Age_yr_54_M,Age_yr_54_F,Age_yr_54_P,Age_yr_50_54_M,Age_yr_50_54_F,Age_yr_50_54_P,Age_yr_55_M,Age_yr_55_F
SOS10,33027,31466,64497,35228,33391,68624,34976,33335,68316,35605,33342,68952,35441,33592,69030,174281,165134,339417,35180,33198,68377,35316,33459,68773,34261,32563,66823,34583,33010,67587,34069,32278,66347,173398,164510,337908,32943,31039,63983,31845,29904,61746,31465,29424,60889,31079,29523,60599,30410,28942,59355,157742,148834,306578,31364,29432,60803,31903,30038,61938,31676,29887,61563,32483,31304,63792,35026,33588,68618,162451,154257,316706,36709,34892,71601,37286,35804,73093,37170,36943,74120,39169,38453,77624,40198,39908,80105,190536,186005,376543,40722,40967,81686,41669,42262,83933,41305,42041,83345,40844,42455,83301,40398,42335,82734,204932,210068,414999,41609,43272,84877,41942,43121,85066,42427,43711,86137,42258,43958,86218,41926,42139,84061,210155,216200,426361,41201,41473,82675,39497,39500,78999,37837,38438,76275,37023,37574,74591,36245,36946,73191,191809,193934,385740,36076,37092,73167,35847,36631,72476,36585,37499,74080,36605,38358,74963,37458,39079,76532,182564,188658,371227,37579,39840,77415,34799,36370,71168,33866,35923,69792,32876,35072,67944,32029,33247,65274,171144,180449,351596,32674,33300,65969,32141,33314,65458,33426,34771,68195,33912,35000,68911,33444,34256,67703,165596,170638,336236,32613,33948
SOS11,8459,8161,16626,8962,8446,17411,9149,8781,17929,9495,9122,18617,9592,9159,18750,45663,43673,89333,9414,9020,18436,9609,9243,18852,9703,9325,19028,9504,9014,18521,9886,9269,19160,48126,45872,93999,9360,8951,18310,9096,8555,17648,8947,8357,17308,8898,8474,17368,8893,8551,17446,45202,42884,88087,9020,8588,17608,9073,8823,17896,9020,8888,17903,8714,8277,16993,8241,7890,16127,44063,42465,86529,7880,7873,15754,8150,7924,16076,8093,7903,15996,8002,8072,16070,8095,8118,16211,40215,39894,80110,8103,8392,16497,8007,8564,16567,7887,8219,16108,7910,8270,16181,7958,8324,16284,39868,41769,81635,8147,8497,16644,7982,8291,16277,7884,8278,16170,8000,8459,16451,7892,8339,16238,39907,41866,81778,7904,8291,16195,7625,7942,15571,7432,7897,15331,7458,8007,15466,7602,7973,15576,38026,40113,78134,7721,8335,16052,7973,8254,16228,8264,8704,16966,8540,9177,17710,9068,9675,18740,41565,44144,85702,9098,9947,19044,8589,9200,17792,8429,9238,17667,8154,8904,17061,8155,8815,16976,42427,46112,88539,8181,8911,17094,8316,8914,17222,9118,9624,18743,9323,10093,19410,9543,10233,19779,44474,47771,92247,9619,10425
SOS12,772,697,1465,786,762,1543,837,788,1629,871,811,1678,899,825,1725,4155,3880,8040,941,926,1870,910,975,1886,1011,959,1967,992,1000,1992,1079,997,2076,4933,4850,9782,1040,956,2000,992,925,1913,975,962,1930,985,926,1910,990,930,1915,4982,4691,9676,997,939,1938,940,925,1860,931,977,1913,889,805,1701,812,686,1496,4567,4340,8907,692,659,1358,684,640,1326,753,612,1361,656,627,1284,594,592,1185,3380,3132,6513,617,661,1279,648,648,1304,603,636,1238,607,692,1297,674,697,1375,3152,3338,6492,606,726,1331,607,671,1276,659,694,1354,676,651,1332,653,723,1374,3199,3469,6664,653,780,1440,749,724,1479,725,775,1500,711,756,1467,711,825,1542,3553,3871,7423,773,879,1654,808,861,1664,893,928,1825,922,1031,1948,983,1075,2058,4383,4770,9150,1025,1078,2102,965,1051,2010,932,990,1927,951,1024,1966,937,1033,1969,4805,5175,9979,1026,1040,2064,990,1054,2044,1093,1122,2214,1139,1156,2293,1177,1157,2336,5429,5526,10958,1230,1193
SOS13,2628,2420,5046,2789,2439,5223,2845,2789,5636,3051,2815,5866,3248,2972,6218,14561,13436,27997,3315,3165,6479,3524,3391,6916,3837,3442,7281,3937,3735,7678,4011,3887,7899,18626,17621,36247,4027,3799,7820,3990,3739,7727,3980,3663,7642,3982,3698,7679,3895,3729,7627,19872,18626,38499,3997,3785,7780,3918,3752,7671,4004,3678,7680,3653,3178,6834,3166,2628,5792,18729,17018,35753,2941,2469,5410,2842,2441,5290,2664,2213,4880,2542,2218,4765,2613,2186,4798,13601,11532,25135,2435,2178,4610,2483,2149,4634,2323,2170,4495,2276,2149,4421,2183,2114,4301,11697,10761,22459,2338,2255,4591,2297,2372,4666,2388,2504,4890,2448,2614,5063,2546,2640,5187,12022,12381,24395,2490,2734,5226,2564,2681,5246,2678,2792,5474,2738,2905,5647,2876,2990,5867,13351,14104,27457,3071,3168,6240,3231,3403,6634,3544,3746,7282,3733,3818,7556,4161,4258,8414,17733,18394,36125,4318,4432,8746,3987,4117,8104,4154,4216,8375,4068,3905,7976,4117,4113,8227,20642,20780,41428,4156,4170,8327,4316,4258,8573,4687,4512,9200,4648,4700,9350,4958,4744,9706,22763,22387,45148,5084,4846
SOS17,0,0,0,3,0,0,3,0,6,0,0,0,4,3,3,10,4,14,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,3,5,12,0,0,3,0,3,5,0,3,3,0,3,3,3,0,4,3,9,11,0,0,0,0,3,4,0,3,3,0,3,3,0,0,3,3,7,12,3,0,4,3,0,3,0,0,0,0,0,0,0,0,3,9,4,9,3,3,3,0,0,0,0,0,0,0,0,0,0,3,5,5,12,12,0,7,8,0,3,3,4,0,4,0,0,0,0,3,3,6,14,20,0,0,0,0,3,5,0,0,3,0,0,0,0,0,0,3,3,9,3,3,3,0,5,7,5,0,8,3,3,6,3,3,3,10,12,21,0,0,0,4,0,3,3,6,8,0,0,3,0,0,3,10,7,16,4,0,4,4,3,8,0,7,10,3,0,6,3,10,13,15,22,35,7,7
SOS19,43,36,75,42,37,74,43,27,68,36,27,62,31,29,60,188,149,338,30,24,51,28,26,51,19,24,42,27,22,52,21,26,41,119,122,238,19,18,33,10,20,33,20,16,31,18,10,30,19,18,29,82,78,158,20,16,36,33,22,57,35,32,69,65,57,124,133,102,229,285,232,517,105,133,242,142,104,245,144,120,267,167,127,293,184,135,313,746,615,1358,212,120,328,209,131,343,175,141,315,178,149,328,158,96,252,928,635,1559,192,100,295,129,111,234,138,93,232,115,78,191,112,78,190,687,457,1142,159,78,237,122,62,191,115,59,176,128,77,204,93,63,154,625,338,955,162,59,219,127,59,185,136,73,208,107,53,162,116,45,168,644,290,940,149,77,225,102,43,151,115,59,171,108,75,180,93,55,153,572,310,881,160,74,233,107,63,166,106,67,170,82,57,146,132,73,201,585,338,919,110,77
