SOS_CODE_2016,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
SOS10,1909,4871,12060,10563,9773,5839,1685,394,123,47219,56516,117083,293563,265429,244456,156702,33231,2925,418,1170326,233,743,1542,1587,1809,1321,593,160,22,8012,41,363,2748,2845,2334,1316,199,25,3,9872,3132,8627,28344,34391,36929,25186,4696,444,63,141811,160,998,4567,5547,5211,3358,488,27,0,20356,8450,22088,53755,47750,39918,23378,5087,428,45,200888,1150,5055,19975,23066,19977,12376,2816,298,43,84745,26182,40850,55610,42017,37451,24759,6391,710,71,234039,35783,33514,42883,23549,19160,12273,2628,258,42,170090,1443,6590,25183,29239,31763,22805,4964,377,26,122389,1685,5029,19390,18987,12956,6071,1231,143,16,65497,877,8832,45764,47143,31349,14802,2949,375,103,152186,1037,4131,12640,11109,9424,5948,2210,431,66,46996,2372,18074,71610,62871,43970,26472,8830,1121,123,235440,1538,7612,23094,20541,18948,13121,3304,301,37,88503,1157,7389,33207,37274,36119,23197,4295,326,34,142997,5653,15996,44857,45141,45633,36618,8563,768,55,203288,4741,23483,72430,66247,67996,52498,13002,1164,106,301666,3754,6145,10462,8061,6327,4045,1300,200,27,40320
SOS11,586,672,1351,1633,1691,1446,534,191,75,8178,18684,24991,54374,58176,65711,50184,9982,969,203,283279,586,1421,3112,2762,3026,2646,1349,432,81,15413,129,857,4504,4320,3494,1877,174,15,8,15373,1823,3687,8440,8371,8613,6037,1073,130,16,38184,88,394,1497,1884,2278,1514,162,8,5,7832,2641,5766,12065,10409,10100,7754,1574,126,19,50461,447,1000,2359,2605,2899,2089,539,67,4,12015,9918,8634,12672,11340,11978,9391,2310,238,37,66520,12254,7702,9108,7043,7091,5771,1541,128,16,50648,359,1062,3332,4462,6219,5835,2069,210,8,23566,317,568,1106,1096,1113,897,217,27,3,5352,147,688,2263,2431,2577,1597,389,66,13,10168,267,727,1503,1710,1824,1539,597,100,19,8299,432,1530,4852,5644,5161,4252,1578,195,13,23651,470,1341,3549,4238,5165,4127,1020,106,13,20030,443,1909,8146,10443,11505,7883,1154,84,11,41580,756,2802,9609,12079,13418,11622,2115,183,16,52605,1415,5839,16189,17427,21787,19596,3420,193,34,85897,717,848,1252,1361,1410,1099,395,56,10,7148
SOS12,63,53,129,174,247,172,64,28,8,927,1819,1936,4247,6013,7496,5842,1163,126,21,28657,90,190,433,452,560,565,259,91,15,2664,6,59,250,340,323,206,23,0,0,1208,193,290,567,750,989,710,153,14,0,3666,7,48,134,188,254,198,24,0,0,841,310,541,1120,1358,1409,1051,205,11,3,6014,41,83,192,265,310,216,60,10,0,1175,910,602,874,1060,1262,1039,235,28,3,6008,1182,650,779,724,884,691,199,17,0,5130,55,110,282,540,790,784,275,34,3,2867,32,38,70,111,144,101,26,7,0,521,14,60,167,221,241,184,40,6,0,945,30,62,119,159,190,161,56,4,0,785,44,134,400,607,640,556,194,26,0,2595,39,98,242,425,585,447,117,18,0,1979,54,155,644,1067,1257,874,145,12,4,4202,72,224,784,1308,1554,1360,247,29,3,5583,109,417,1050,1540,2257,2179,357,24,0,7935,80,76,127,169,195,162,49,7,3,870
SOS13,293,305,517,827,1042,827,421,162,21,4411,7037,7696,15297,23148,31203,24468,7270,1350,192,117653,1167,1968,4825,6687,9712,11018,7831,2707,466,46389,60,230,1104,1479,1467,773,120,10,0,5246,807,1124,1842,2650,3548,2728,683,98,10,13491,47,135,390,687,931,554,65,11,0,2814,1428,2292,4073,5339,6087,4382,1050,79,9,24732,246,355,805,1197,1549,1164,336,56,5,5705,3207,2193,2482,3061,4228,3368,905,125,10,19583,3769,1711,1475,1609,2085,1741,498,56,10,12958,161,401,1002,1868,2800,2566,863,84,12,9759,91,155,256,375,536,442,103,13,0,1973,63,233,636,893,1108,725,176,35,0,3867,131,272,466,697,924,686,291,56,3,3529,262,651,1690,2530,3211,2644,1041,109,16,12155,170,361,846,1390,2053,1485,448,62,4,6823,421,886,2084,3530,4714,3047,474,19,9,15184,365,824,2644,4484,6183,5238,1082,73,13,20900,460,1382,3245,4755,7718,7339,1409,96,12,26409,337,316,460,583,758,626,220,32,3,3330
SOS17,0,0,0,3,0,3,0,0,0,7,3,3,17,13,17,11,11,0,0,72,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,0,0,4,0,0,0,0,16,3,0,3,0,3,0,0,0,0,9,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,9,0,0,3,7,8,3,3,0,0,18,0,0,0,0,0,0,0,0,0,3
SOS19,3,7,20,15,12,11,0,0,0,72,44,243,451,183,185,151,28,0,0,1291,5,41,58,13,11,10,3,0,0,143,0,0,17,15,5,0,0,0,0,35,7,24,59,36,29,20,0,0,0,173,0,3,8,7,9,3,0,0,0,30,7,59,125,89,65,43,9,0,0,389,0,5,20,20,4,11,3,0,0,63,3,47,76,39,40,22,4,0,0,223,27,108,152,25,24,32,5,0,0,389,0,10,49,44,36,32,6,0,0,175,0,8,18,16,9,7,5,0,0,62,0,10,34,24,22,3,3,0,0,92,0,8,22,6,4,4,3,0,0,51,0,25,84,51,27,22,8,0,0,222,3,18,53,34,20,20,0,0,0,155,33,42,54,37,19,20,3,0,0,207,4,25,46,30,41,24,10,0,0,185,5,20,84,48,62,47,7,0,0,272,5,20,41,21,12,6,3,0,0,107
