SOS_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
SOS10,..,4561,129582,218986,202227,174633,130644,66589,17695,944921,..,11841,58509,37155,27186,16229,6989,1882,305,160104,..,486,1942,6115,11300,8756,4084,2500,1702,36877,477340,..,..,..,..,..,..,..,..,477340,..,138264,..,..,..,..,..,..,..,138264,..,94040,72004,23556,14483,5919,823,23,3,210858,..,18255,15818,5805,5287,6031,4595,2908,1680,60374,..,12535,17886,5889,4411,2938,1213,347,100,45319,..,30677,47802,13979,9777,8208,4934,1763,493,117635,..,7418,26108,28422,32149,32695,26918,16185,8621,178507,6089,7870,10608,6723,5305,3980,2819,1567,608,45574,483428,325952,380258,346627,312122,259400,183017,93761,31204,2415773,..,12308,174252,229930,204303,167293,111978,46723,7884,954679,..,18058,60983,34079,24635,13457,4882,985,181,157254,..,4813,21433,41787,50514,29695,13285,10403,6788,178711,451877,..,..,..,..,..,..,..,..,451877,..,140783,..,..,..,..,..,..,..,140783,..,67655,48533,12206,7871,4536,1039,44,3,141891,..,15389,11533,4002,6122,13002,12439,10205,6176,78869,..,12543,13125,3396,2346,1749,674,328,150,34308
SOS11,..,1196,23847,38431,42219,48740,47933,26813,6621,235796,..,6343,15593,10464,9152,6665,3583,1031,174,53001,..,234,1005,2683,3989,2507,1144,711,493,12777,128517,..,..,..,..,..,..,..,..,128517,..,25279,..,..,..,..,..,..,..,25279,..,25505,10916,5186,3964,1979,285,9,0,47859,..,3685,1856,861,1224,1525,1176,708,379,11415,..,2283,2071,1128,1023,613,295,101,20,7528,..,4660,4983,2189,2576,2751,2030,809,173,20166,..,2539,7141,8022,11913,15436,13831,8526,3788,71193,2767,3551,3383,2319,2106,2004,1851,851,268,19100,131278,75266,70796,71282,78170,82229,72131,39552,11925,632638,..,2474,31193,42255,45840,50573,43919,20076,3163,239491,..,9578,16056,10581,9248,6113,2740,669,93,55070,..,3678,11275,15522,14838,6537,3260,3044,2097,60251,122346,..,..,..,..,..,..,..,..,122346,..,26129,..,..,..,..,..,..,..,26129,..,16473,5594,1999,1840,1387,335,17,0,27638,..,2846,943,505,1297,2430,2499,1825,1213,13560,..,2117,1112,374,449,316,170,53,35,4625
SOS12,..,80,1834,3981,5232,6257,5681,2585,535,26189,..,453,1232,1154,1215,950,494,141,19,5649,..,23,95,241,399,312,140,83,57,1346,12980,..,..,..,..,..,..,..,..,12980,..,2705,..,..,..,..,..,..,..,2705,..,2798,1192,526,422,202,32,0,0,5166,..,311,161,104,158,192,170,92,56,1243,..,213,149,115,128,88,43,20,3,759,..,166,248,147,263,363,213,103,21,1520,..,164,436,665,1249,1940,1661,944,302,7361,239,343,301,248,265,291,290,96,29,2105,13220,7250,5647,7185,9326,10591,8723,4067,1017,67024,..,184,2547,4593,5702,6484,5030,1747,250,26537,..,676,1362,1209,1272,899,391,77,10,5890,..,290,854,1304,1249,573,332,286,154,5041,12332,..,..,..,..,..,..,..,..,12332,..,2945,..,..,..,..,..,..,..,2945,..,1716,620,223,190,134,19,0,0,2897,..,243,64,46,120,228,274,209,159,1347,..,213,103,60,66,49,20,11,5,525
SOS13,..,326,6886,17076,24404,26905,22161,8579,1529,107859,..,1148,3694,3592,4284,3636,1741,381,59,18536,..,54,222,700,1331,955,500,306,171,4256,47938,..,..,..,..,..,..,..,..,47938,..,11118,..,..,..,..,..,..,..,11118,..,11015,5073,2081,1541,625,77,0,0,20414,..,924,466,276,475,751,653,415,265,4222,..,706,638,374,453,445,224,101,20,2951,..,500,655,473,865,1176,748,240,49,4696,..,598,1371,1936,3975,5974,4954,2283,696,21778,739,1191,1081,738,972,1092,839,309,55,7018,48678,27578,20078,27246,38303,41555,31893,12616,2844,250793,..,673,9513,20159,26857,27033,18511,5608,642,108994,..,1773,4114,3832,4468,3208,1203,170,25,18786,..,551,1708,2756,2973,1485,875,789,518,11655,44886,..,..,..,..,..,..,..,..,44886,..,11825,..,..,..,..,..,..,..,11825,..,6736,2773,853,637,341,81,4,0,11431,..,604,223,144,337,761,946,796,613,4428,..,807,483,211,248,249,119,29,21,2164
SOS17,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SOS19,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,247,489,778,539,444,365,229,51,7,3146,247,489,778,539,444,365,229,51,7,3146,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
