SOS_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
SOS10,105451,97600,50354,32437,47176,32810,17849,383671,28854,28577,15625,9300,12052,5670,2694,102770,27133,24887,12157,7137,9462,4616,2259,87650,118610,116708,64454,39946,51344,22837,10747,424651,1459,1469,743,533,449,185,85,4915,281511,269236,143338,89351,120476,66116,33635,1003655,7882,12271,8936,6905,10996,7479,4605,59076,4716,6542,4207,2997,3999,1686,874,25020,2627,4275,2756,2004,2839,1294,668,16466,19862,26330,16888,11673,15376,5368,2653,98147,1653,1656,995,610,672,221,106,5909,36736,51072,33788,24184,33877,16052,8902,204612,318245,320307,177128,113537,154354,82166,42534,1208270
SOS11,4439,4316,2324,1507,1918,615,207,15329,3395,3887,2053,1302,1668,413,133,12842,3627,3468,1772,1135,1413,350,144,11913,51632,51733,28345,17852,22674,4768,1417,178424,353,375,226,138,124,24,6,1239,63448,63776,34719,21932,27800,6177,1898,219742,348,549,476,341,497,163,62,2440,1032,1387,945,736,995,185,72,5343,408,787,631,451,652,135,68,3129,16046,20152,12172,8172,10070,1823,554,68984,778,807,478,315,205,36,14,2627,18610,23677,14696,10007,12415,2345,769,82524,82057,87449,49420,31937,40213,8518,2673,302270
SOS12,173,270,156,107,145,32,16,898,295,414,248,171,198,52,20,1387,356,396,216,122,188,51,16,1339,5041,5838,3361,2145,2774,638,191,19999,41,63,32,28,25,6,3,196,5909,6977,4016,2575,3324,773,240,23824,16,28,29,24,32,9,4,140,60,125,91,63,67,15,8,427,27,75,68,62,58,12,3,305,1293,1771,1122,774,875,160,34,6030,63,68,40,21,20,8,0,225,1457,2079,1351,944,1054,196,51,7132,7370,9052,5372,3518,4377,975,294,30955
SOS13,684,1073,763,521,777,306,157,4274,1071,1541,1006,701,910,275,99,5598,1363,1634,1033,672,902,244,99,5940,18872,24103,15115,9546,12134,2739,923,83415,146,187,123,62,61,13,7,603,22136,28532,18034,11508,14784,3570,1276,99835,66,88,82,66,104,32,20,470,211,320,226,156,203,67,19,1205,102,189,145,104,149,36,17,746,2541,3680,2480,1726,2089,373,115,13001,128,145,84,65,75,11,3,512,3050,4426,3016,2119,2620,509,185,15935,25187,32952,21051,13631,17401,4076,1462,115767
SOS17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
