SOS_CODE_2016,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
SOS10,305,1096,78,78,152,1255,1782,1136,4173,65575,42627,5104,113300,4954,5440,10393,123688,89663,2228,215583
SOS11,107,435,56,38,97,535,1074,539,2149,17590,17091,1937,36611,2391,2274,4661,41277,30750,996,73028
SOS12,14,44,6,7,14,60,103,32,190,1425,1495,175,3093,202,176,379,3470,2835,79,6384
SOS13,34,137,14,14,25,161,160,99,418,4292,3562,427,8285,440,378,818,9106,6570,235,15908
SOS17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
