CED_CODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
CED136,..,163,11,174,3,175,..,48,8,63,0,63,..,126,8,129,0,129,..,169,13,179,0,179,..,19,0,23,0,24,..,87,4,89,0,94,..,86,9,91,0,92,..,532,43,579,3,583,..,255,19,274,4,285,..,70,7,75,0,75,..,54,38,90,3,97,..,41,0,42,0,42,..,40,0,40,0,43,..,7,3,13,0,13,..,136,15,152,0,151,..,46,10,55,0,55,..,67,5,73,0,73,..,35,3,40,3,41,..,152,3,151,0,155,..,44,3,47,0,47,..,267,6,276,5,283,..,45,3,42,0,42,..,501,15,512,11,526,..,244,27,274,4,277,..,42,3,44,0,44,..,129,29,159,0,159,..,24,8,31,0,31,..,91,35,131,3,135,..,900,192,1086,34,1122,..,4809,760,5567,98,5667,..,346,19,369,9192,9563,140404,5155,778,5934,9296,155634
CED137,..,2588,525,3109,17,3130,..,564,23,590,3,589,..,2983,109,3090,16,3110,..,510,35,545,3,550,..,244,3,240,3,242,..,812,47,855,10,863,..,4151,220,4373,28,4400,..,9263,428,9693,61,9763,..,6552,1251,7805,71,7881,..,446,84,529,6,538,..,7338,4497,11829,123,11955,..,131,16,154,0,152,..,110,13,123,0,123,..,557,81,641,3,643,..,399,55,457,3,458,..,584,63,655,7,655,..,90,3,92,0,92,..,351,41,395,0,396,..,622,15,635,7,633,..,873,73,946,15,958,..,990,25,1015,17,1032,..,142,9,150,0,150,..,2623,121,2739,35,2778,..,1610,200,1810,29,1836,..,2939,292,3236,21,3255,..,634,218,849,8,858,..,821,139,962,17,972,..,2001,398,2398,10,2412,..,5311,901,6209,164,6374,..,75261,19031,94287,823,95110,..,354,143,492,12420,12913,73322,75611,19173,94783,13241,181347
CED138,..,137,0,138,0,140,..,15,0,15,0,17,..,81,0,86,0,86,..,280,48,331,8,335,..,24,0,24,0,24,..,17,3,18,0,18,..,64,0,71,0,71,..,487,56,546,7,550,..,480,26,509,16,525,..,417,73,486,12,500,..,39,23,61,0,61,..,12,0,12,3,13,..,31,0,31,0,31,..,19,3,25,0,25,..,82,3,90,0,90,..,63,3,62,3,62,..,23,0,23,0,23,..,21,0,21,0,21,..,131,3,139,0,141,..,80,4,85,4,85,..,207,3,210,4,215,..,40,0,40,0,40,..,457,11,470,10,481,..,425,18,440,10,448,..,12,0,13,0,13,..,215,23,240,3,243,..,36,4,44,0,44,..,85,9,89,0,94,..,1335,149,1481,37,1517,..,6414,591,7006,137,7141,..,449,34,480,12168,12654,133124,6861,619,7483,12303,152913
CED139,..,127,3,134,0,136,..,102,6,112,3,109,..,166,3,169,0,171,..,118,6,125,0,125,..,96,8,102,0,102,..,85,10,94,0,94,..,163,15,178,7,180,..,729,60,787,6,793,..,171,19,188,11,192,..,28,5,37,0,37,..,66,24,84,0,84,..,8,0,8,0,8,..,26,0,26,0,26,..,69,17,87,0,88,..,34,0,36,0,36,..,41,3,45,0,45,..,23,0,28,0,28,..,48,4,53,3,52,..,245,11,250,3,258,..,41,4,50,0,54,..,302,8,310,0,311,..,52,4,50,3,57,..,641,26,668,4,676,..,127,11,138,3,135,..,76,25,108,0,108,..,53,9,64,0,64,..,14,0,16,0,16,..,102,37,133,4,140,..,1357,346,1702,34,1741,..,5352,1014,6372,101,6472,..,379,22,403,11571,11968,137346,5731,1042,6771,11669,155793
CED140,..,328,32,365,9,370,..,50,0,49,0,49,..,170,11,181,0,188,..,100,13,114,3,115,..,41,4,43,0,43,..,41,0,41,0,41,..,124,14,134,0,137,..,535,38,574,4,577,..,500,40,544,7,548,..,220,31,257,0,255,..,279,127,403,9,414,..,16,3,19,0,19,..,133,3,136,0,134,..,49,11,62,0,67,..,151,13,169,3,167,..,281,39,323,3,323,..,26,0,26,0,26,..,71,7,78,0,80,..,165,8,170,0,172,..,118,12,131,0,134,..,306,5,307,7,314,..,64,4,66,0,68,..,647,28,677,13,688,..,675,77,749,7,759,..,77,5,87,0,87,..,254,56,306,0,304,..,69,16,80,0,80,..,131,34,169,0,172,..,1530,229,1762,40,1801,..,8714,1269,9985,122,10106,..,465,39,508,7391,7897,125100,9181,1306,10489,7514,143103
CED141,..,246,17,263,0,266,..,38,0,39,0,39,..,128,7,140,0,140,..,65,4,72,3,74,..,31,4,31,0,31,..,31,4,36,0,36,..,69,3,71,0,72,..,360,29,391,4,392,..,396,40,438,12,451,..,80,9,90,0,90,..,73,30,100,3,101,..,346,49,393,9,403,..,86,3,91,0,87,..,24,8,27,0,27,..,161,12,174,0,174,..,66,4,63,0,68,..,109,10,113,7,117,..,81,6,82,5,88,..,92,4,96,5,98,..,84,5,95,0,93,..,175,4,182,3,186,..,33,3,36,0,36,..,383,13,400,11,410,..,264,23,288,0,291,..,59,7,66,0,70,..,138,25,166,7,168,..,27,6,31,0,31,..,83,20,100,3,103,..,803,163,968,36,1007,..,5312,697,6006,110,6120,..,343,11,358,5971,6329,132036,5656,705,6362,6086,144482
CED142,..,1541,348,1891,16,1907,..,314,16,334,5,340,..,1194,28,1219,10,1231,..,122,0,122,0,124,..,141,0,146,3,145,..,188,3,193,0,193,..,558,28,583,7,592,..,2518,84,2595,27,2619,..,1907,133,2043,16,2057,..,1351,311,1665,13,1676,..,2247,972,3218,26,3241,..,185,18,207,0,208,..,78,12,88,0,89,..,563,31,592,3,595,..,475,38,513,6,524,..,1350,463,1819,13,1824,..,62,0,67,0,69,..,392,37,427,0,425,..,407,12,416,3,423,..,4063,421,4483,29,4512,..,593,8,598,5,607,..,293,9,298,0,303,..,5344,450,5794,44,5837,..,3066,261,3328,25,3357,..,288,10,296,0,301,..,4201,2250,6447,52,6507,..,398,77,471,12,483,..,1690,494,2185,17,2203,..,4991,703,5699,94,5795,..,60442,12761,73207,547,73747,..,420,72,492,23846,24338,102094,60869,12833,73696,24386,200181
CED143,..,694,39,732,9,745,..,94,0,93,0,94,..,318,14,328,3,333,..,155,17,176,0,176,..,59,3,60,0,60,..,67,7,68,0,68,..,440,18,458,0,463,..,1127,56,1182,8,1194,..,1596,187,1791,22,1813,..,846,126,972,13,986,..,362,150,511,8,515,..,104,9,108,0,108,..,20,0,20,0,20,..,301,20,327,4,330,..,308,20,330,0,329,..,439,48,489,0,489,..,32,0,28,0,28,..,266,25,294,8,299,..,165,0,170,0,170,..,246,20,271,0,269,..,399,11,410,5,416,..,52,3,57,0,57,..,868,35,900,4,910,..,1568,91,1659,20,1677,..,59,0,63,0,63,..,372,73,441,4,445,..,124,23,144,0,144,..,253,35,290,0,288,..,4254,487,4739,79,4816,..,21322,2393,23717,254,23978,..,305,35,340,8536,8873,114478,21633,2424,24061,8794,147333
CED144,..,6926,1934,8863,127,8989,..,6629,794,7424,48,7470,..,1732,103,1836,15,1850,..,566,54,620,6,627,..,120,5,126,0,126,..,4115,433,4544,45,4595,..,3210,199,3406,26,3435,..,16365,1596,17956,146,18103,..,3719,707,4425,52,4480,..,219,37,262,0,260,..,2660,1941,4602,37,4640,..,387,83,474,3,473,..,101,20,119,0,119,..,177,39,218,3,218,..,266,48,317,3,316,..,215,36,253,0,254,..,461,49,505,10,516,..,264,31,293,3,300,..,697,26,724,8,733,..,2398,455,2856,22,2876,..,1322,48,1372,19,1389,..,218,37,259,4,257,..,4634,572,5201,55,5253,..,1439,224,1663,39,1698,..,737,73,809,9,818,..,529,204,735,12,745,..,493,120,609,4,611,..,4297,2226,6527,44,6567,..,6366,1879,8249,240,8486,..,89201,24656,113857,1177,115034,..,507,257,765,9260,10025,49744,89710,24916,114626,10442,174806
CED145,..,1527,115,1642,14,1654,..,75,11,84,0,88,..,196,12,211,0,212,..,58,0,60,0,60,..,37,3,40,0,40,..,36,6,40,0,40,..,129,8,141,0,141,..,538,38,572,3,572,..,1861,119,1980,15,1997,..,590,65,651,7,662,..,291,53,343,4,348,..,93,10,103,0,103,..,54,3,57,4,61,..,233,10,241,0,241,..,415,24,440,3,449,..,1847,292,2142,7,2145,..,13,0,13,0,13,..,200,17,217,0,216,..,204,0,206,0,206,..,253,17,267,0,267,..,351,15,363,0,368,..,62,0,66,4,67,..,875,34,901,3,907,..,2263,158,2422,13,2435,..,49,0,49,0,49,..,352,62,411,0,414,..,133,15,146,0,146,..,254,41,297,3,296,..,5627,430,6058,71,6126,..,24256,2163,26415,210,26626,..,374,27,398,13784,14181,105137,24629,2192,26820,13991,145949
CED146,..,1463,205,1663,21,1683,..,1914,136,2050,15,2072,..,6991,332,7328,70,7401,..,523,54,577,13,592,..,296,11,304,3,308,..,1588,77,1662,14,1682,..,1818,121,1941,14,1963,..,13139,735,13877,137,14013,..,3275,515,3794,49,3838,..,59,5,62,0,62,..,84,56,140,0,140,..,1332,209,1537,17,1556,..,517,25,536,8,545,..,277,46,324,3,329,..,550,101,659,3,659,..,176,33,204,0,211,..,2036,185,2227,55,2282,..,2788,552,3336,54,3390,..,968,37,1003,7,1012,..,504,52,556,7,562,..,2083,51,2134,27,2157,..,266,38,306,6,311,..,3824,173,3997,42,4038,..,3978,718,4694,51,4749,..,423,33,458,3,460,..,410,129,539,3,543,..,1228,187,1418,10,1425,..,7155,3483,10636,55,10690,..,13268,3233,16503,293,16797,..,75699,15663,91360,1036,92396,..,534,163,694,9483,10178,68336,76226,15822,92055,10518,170909
CED147,..,612,94,700,13,713,..,54,0,57,0,57,..,132,7,138,5,145,..,61,8,77,3,77,..,55,0,56,0,56,..,75,5,84,0,81,..,190,12,198,0,198,..,564,38,605,8,608,..,1173,137,1307,19,1327,..,88,8,95,0,95,..,58,46,100,0,104,..,2267,509,2777,39,2817,..,354,29,385,9,393,..,59,6,63,3,64,..,199,26,230,3,232,..,46,5,55,0,55,..,46,3,49,0,49,..,470,86,559,5,565,..,149,0,145,7,152,..,73,3,78,0,78,..,286,11,298,12,307,..,76,4,77,0,80,..,584,17,603,15,614,..,1028,198,1229,3,1237,..,26,0,29,0,29,..,187,48,234,0,234,..,432,87,520,5,524,..,306,113,413,0,419,..,1729,411,2142,55,2202,..,13078,2418,15495,248,15743,..,393,46,437,7184,7624,128915,13471,2466,15932,7434,152280
CED194,..,34,0,36,0,36,..,16,3,20,0,20,..,51,4,55,0,55,..,15,3,18,0,18,..,6,0,6,0,6,..,37,8,38,0,38,..,36,0,32,0,32,..,157,17,173,0,173,..,55,3,54,0,61,..,14,3,16,0,16,..,27,11,36,0,36,..,10,0,10,0,10,..,3,0,3,0,3,..,16,3,16,0,16,..,8,0,8,0,8,..,15,5,19,0,19,..,35,0,35,0,35,..,8,0,9,0,9,..,22,0,22,0,22,..,28,3,31,0,31,..,28,0,28,0,28,..,8,0,8,0,8,..,88,3,91,0,91,..,83,15,96,3,98,..,12,0,12,0,12,..,22,10,32,0,32,..,24,3,26,0,26,..,61,21,80,0,80,..,243,41,283,8,286,..,1495,314,1803,19,1822,..,36,9,43,3211,3251,7212,1529,320,1848,3230,12288
CED197,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,3,3,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,4,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,16,16,0,16,..,3,0,3,0,5,..,48,44,90,0,92,..,3,0,4,41,44,279,54,46,96,40,412
