CED_CODE_2016,P_Mng_0,P_Mng_1_15,P_Mng_16_24,P_Mng_25_34,P_Mng_35_39,P_Mng_40,P_Mng_41_48,P_Mng_49over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_15,P_Pro_16_24,P_Pro_25_34,P_Pro_35_39,P_Pro_40,P_Pro_41_48,P_Pro_49over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_15,P_TTW_16_24,P_TTW_25_34,P_TTW_35_39,P_TTW_40,P_TTW_41_48,P_TTW_49over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_15,P_CPS_16_24,P_CPS_25_34,P_CPS_35_39,P_CPS_40,P_CPS_41_48,P_CPS_49over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_15,P_CA_16_24,P_CA_25_34,P_CA_35_39,P_CA_40,P_CA_41_48,P_CA_49over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_15,P_Sal_16_24,P_Sal_25_34,P_Sal_35_39,P_Sal_40,P_Sal_41_48,P_Sal_49over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_15,P_MOD_16_24,P_MOD_25_34,P_MOD_35_39,P_MOD_40,P_MOD_41_48,P_MOD_49over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_15,P_Lab_16_24,P_Lab_25_34,P_Lab_35_39,P_Lab_40,P_Lab_41_48,P_Lab_49over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
CED111,185,254,345,471,1176,1655,1051,2336,81,7550,740,1635,1883,1947,3285,3801,1761,2569,136,17766,268,463,586,716,2159,2586,1183,1486,146,9597,368,1964,1456,1349,1258,797,543,481,120,8347,306,1113,1370,1322,2473,1455,544,512,73,9171,214,1825,1017,707,775,575,293,371,85,5867,124,270,225,264,924,623,504,637,59,3626,228,1368,847,733,804,732,262,410,102,5477,40,73,83,79,162,132,50,94,335,1035,2476,8972,7809,7594,13023,12363,6184,8895,1128,68439
CED112,196,231,297,448,1134,1618,901,2035,77,6945,500,835,1237,1272,2013,2320,956,1539,94,10772,252,492,617,900,2283,2870,1176,1663,161,10402,378,1279,1337,1614,1592,879,518,483,133,8206,331,958,1242,1328,2273,1457,551,525,107,8767,295,1994,1129,1022,1080,716,351,479,110,7169,153,294,303,382,1052,786,475,871,85,4392,256,1525,924,914,1288,1101,475,583,145,7207,49,70,59,68,191,177,52,110,310,1087,2404,7679,7145,7946,12893,11924,5456,8291,1213,64950
CED113,421,488,489,795,1460,2168,1446,3893,160,11320,642,858,1059,1473,2379,2505,1317,1780,124,12129,283,556,530,746,1966,2354,1233,1777,172,9615,351,1360,1045,1359,1312,810,501,716,138,7589,435,941,1015,1369,2861,1726,795,763,103,10014,221,1476,810,877,967,568,359,477,79,5836,187,200,213,249,707,707,500,1111,95,3973,263,1429,887,939,1213,1020,456,648,170,7025,78,86,69,80,236,219,89,151,353,1366,2887,7398,6115,7882,13101,12078,6691,11323,1398,68868
CED114,420,487,497,705,1291,2069,1361,5123,199,12152,480,744,1163,1379,1894,2046,1138,1662,103,10610,268,481,473,669,2236,2536,1272,1668,197,9784,337,1322,1223,1512,1320,683,369,479,139,7395,365,1021,1142,1426,2028,1214,525,473,75,8269,263,1827,920,935,945,634,403,515,111,6545,246,324,305,384,1037,1076,677,1200,136,5391,393,1725,1047,1288,1890,1926,696,921,279,10155,71,95,54,61,157,159,71,146,386,1207,2847,8025,6829,8354,12808,12333,6513,12188,1617,71500
CED115,97,187,202,267,988,1232,542,1167,85,4771,223,612,622,752,2370,2457,760,975,130,8908,159,593,643,685,2166,2311,899,1059,243,8757,172,1227,1091,1001,1052,692,310,478,169,6187,238,722,856,888,2727,1689,529,494,120,8261,123,1465,941,710,959,701,263,339,122,5626,146,491,425,540,2359,1398,618,853,186,7018,215,1320,1084,910,2528,1396,444,526,288,8706,50,127,115,93,310,221,55,112,651,1732,1424,6734,5983,5847,15452,12106,4418,5995,1996,59969
CED116,201,386,375,549,958,1280,805,2148,84,6787,528,1023,1343,1389,1679,1812,887,1443,100,10206,287,588,597,863,1994,2315,1197,1309,185,9335,375,1465,1279,1482,1199,671,481,479,126,7565,291,1009,1045,1110,1605,795,355,343,52,6598,247,1722,916,864,857,522,272,387,112,5892,101,274,229,267,605,497,370,600,57,3010,241,1652,872,786,830,634,328,395,129,5865,59,95,53,74,107,116,31,91,314,944,2335,8213,6709,7380,9840,8638,4723,7207,1161,56202
CED117,376,288,560,792,1821,3435,2186,4473,95,14022,1041,2001,2377,2774,5155,7659,3975,6348,236,31562,124,347,650,547,1232,1729,832,1239,103,6808,225,1351,1282,1131,1040,801,449,449,115,6848,303,811,1072,1078,2707,2326,1024,1047,82,10454,165,1006,879,740,918,921,485,630,78,5819,57,134,192,158,444,376,189,280,43,1872,83,694,814,439,626,490,248,267,78,3742,30,76,88,76,195,245,70,166,369,1320,2406,6714,7907,7723,14142,17989,9453,14903,1200,82447
CED118,212,200,299,455,1907,2624,1245,2491,85,9532,596,998,1417,1360,4703,5755,1713,2167,195,18904,210,425,579,679,2532,2745,1193,1573,188,10134,264,1205,1195,1246,1552,984,473,462,117,7513,406,982,1387,1529,4400,3078,952,872,145,13759,242,1862,1141,901,1270,1028,443,518,122,7525,138,299,394,503,1707,1435,713,1133,137,6470,153,1139,972,802,1505,1053,414,462,149,6654,49,95,76,76,314,276,73,133,470,1551,2268,7198,7464,7559,19899,18987,7214,9820,1619,82035
CED119,271,247,388,541,1462,2438,1583,3412,67,10399,687,1350,1895,1708,3075,4378,1909,2774,116,17877,246,448,461,637,2046,3126,1415,1868,122,10364,334,1547,1276,1204,1224,992,653,605,73,7906,417,1256,1880,1798,3029,2570,964,985,80,12972,219,1761,1059,770,914,1006,402,593,92,6821,88,218,190,254,718,714,390,698,53,3316,139,1105,540,464,631,653,267,345,89,4240,37,69,82,60,197,232,77,135,289,1181,2423,8005,7773,7434,13294,16095,7653,11415,975,75075
CED120,225,364,376,607,1194,1970,1222,3653,135,9738,539,865,1192,1281,2091,2454,1108,1875,96,11498,288,528,537,704,2374,3128,1582,2463,214,11806,397,1230,1242,1419,1652,1002,562,511,126,8134,407,1083,1387,1468,2614,1908,701,793,102,10455,234,1584,985,881,1025,794,370,602,97,6581,205,288,324,395,1189,1104,725,1807,135,6184,203,1428,850,780,1190,1125,509,761,144,6992,82,98,78,66,179,211,65,182,346,1304,2580,7458,6972,7601,13506,13694,6840,12638,1403,72696
CED121,165,238,294,416,885,1277,785,2184,81,6324,410,781,1084,1115,1704,1816,924,1473,93,9399,345,498,564,733,2526,2731,1705,2253,177,11521,319,1294,1279,1480,1183,747,439,506,143,7387,332,942,1172,1217,1918,1266,554,526,77,7998,276,1695,1066,916,904,572,284,376,85,6174,329,362,385,507,1413,1362,1400,1829,144,7729,303,1686,1064,1014,1233,1102,464,573,153,7603,53,69,61,66,160,131,58,145,347,1096,2535,7559,6964,7463,11913,11019,6615,9868,1298,65233
CED122,296,284,507,636,1718,3122,1758,3922,117,12364,862,1998,2000,2121,4479,7160,2944,4764,241,26570,212,423,657,570,1554,2399,1007,1624,146,8598,280,1640,1535,1306,1326,1139,621,593,178,8624,387,1099,1417,1348,3053,2679,975,1010,129,12088,257,1584,1199,868,1114,1108,445,682,108,7363,74,258,314,310,674,696,317,553,81,3287,173,903,989,519,788,792,312,436,107,5012,45,92,90,78,204,264,68,157,460,1463,2586,8282,8707,7759,14905,19363,8445,13749,1564,85361
CED123,226,171,261,367,1359,1926,1083,2571,100,8065,487,719,966,1038,2692,3080,1287,1734,94,12096,248,428,446,648,2584,3273,1638,2152,200,11620,354,1314,1201,1411,1668,1239,617,516,143,8475,468,1067,1459,1685,4214,2828,1021,1023,130,13895,267,1847,1105,924,1262,1024,416,618,101,7568,221,330,388,554,1950,1753,983,2108,188,8468,204,1337,940,838,1482,1366,562,805,148,7691,62,83,68,73,305,259,82,141,457,1531,2544,7286,6828,7545,17522,16743,7694,11680,1567,79401
CED124,201,342,377,490,867,1188,660,2332,97,6552,415,771,1070,1293,1470,1644,717,1171,99,8651,276,518,582,729,1781,1861,883,1326,147,8091,290,1139,1135,1455,956,519,277,353,109,6232,255,849,905,1160,1442,814,322,374,61,6182,231,1518,870,881,849,482,279,357,92,5565,185,267,310,301,659,599,443,929,73,3765,401,1561,969,840,848,774,321,519,161,6392,57,69,45,42,98,79,43,87,329,848,2306,7028,6253,7189,8966,7967,3942,7455,1162,52277
CED125,177,201,235,343,1365,1681,987,1972,91,7059,425,707,849,1022,2576,2959,1055,1432,148,11186,211,439,495,624,2585,3025,1345,1632,193,10545,306,1198,1150,1427,1699,1020,540,571,153,8068,432,892,1194,1308,3642,2559,947,859,140,11959,263,1689,1124,985,1373,959,393,512,115,7409,215,340,417,589,2313,1668,1005,1578,172,8293,218,1293,886,951,1763,1314,534,589,206,7753,54,107,67,73,305,237,82,140,419,1484,2296,6872,6417,7315,17617,15434,6883,9283,1650,73759
CED126,290,441,648,878,1374,2889,1807,4690,122,13130,654,1818,2163,2144,2409,4235,2055,3610,175,19263,228,576,635,760,1595,2749,1126,1749,119,9540,254,1778,1328,1125,1031,800,411,472,109,7314,317,1507,1735,1493,1979,1873,730,839,97,10565,202,1754,1054,819,896,1055,465,762,87,7099,57,249,213,200,570,439,241,337,27,2336,130,1089,649,498,677,618,215,319,66,4264,39,113,89,82,128,190,67,153,339,1201,2175,9338,8512,7983,10659,14846,7117,12932,1146,74712
CED127,207,265,395,482,1192,1772,1180,3054,68,8620,606,1440,1750,1785,2497,3016,1418,2438,107,15050,255,528,567,752,1999,2804,1404,2138,174,10620,322,1485,1228,1307,1257,847,552,488,100,7582,289,1203,1327,1382,2286,1732,681,702,91,9690,168,1420,880,691,783,688,328,494,79,5525,123,252,255,298,723,801,506,1144,94,4198,163,1301,817,799,855,831,358,569,105,5810,57,67,48,56,174,169,59,147,288,1064,2199,7963,7264,7557,11765,12663,6485,11162,1107,68160
CED128,145,201,245,362,1182,1670,779,1603,85,6278,352,638,773,851,2566,2846,874,1247,156,10309,184,599,645,741,2402,2895,1196,1372,271,10296,186,1030,971,1082,1291,838,403,491,152,6440,342,895,1159,1286,3562,2456,705,727,143,11276,200,1654,978,756,1114,869,339,401,120,6426,151,369,469,563,1976,1485,725,1150,178,7069,166,1213,853,808,1656,1172,519,577,212,7177,51,109,87,91,317,271,69,109,537,1647,1772,6695,6184,6542,16068,14503,5617,7669,1868,66912
CED129,241,324,432,622,1685,3442,1730,4322,115,12914,661,1614,1970,1976,4185,6409,2352,3565,162,22896,154,468,479,583,1553,2245,955,1477,97,8008,196,1534,1084,905,1018,725,327,352,52,6192,338,1405,1768,1554,2973,2705,830,962,103,12638,206,1960,1109,750,978,1113,447,700,77,7355,56,209,194,203,500,553,252,492,53,2494,116,975,524,394,555,481,214,319,58,3641,37,102,69,93,219,270,69,156,363,1370,2006,8600,7638,7080,13657,17940,7171,12338,1082,77513
CED130,267,465,470,671,1156,1704,1064,4469,163,10432,476,839,1090,1277,2034,2080,1057,1791,128,10776,271,492,463,633,2169,1936,1028,1484,144,8628,335,1162,1036,1385,1269,611,352,488,145,6783,276,840,876,1116,2091,1039,457,453,76,7219,268,1489,868,885,928,501,365,458,98,5868,159,289,298,367,808,726,592,1152,111,4501,292,1733,964,1286,1678,1592,616,795,207,9151,54,84,53,64,152,119,40,125,379,1073,2387,7395,6123,7684,12278,10305,5575,11219,1456,64424
CED131,184,226,328,451,1200,1555,1083,2300,68,7394,818,1594,2068,2337,3694,4469,2076,3059,177,20283,227,487,588,694,2099,2441,1130,1472,125,9267,348,1966,1495,1706,1343,888,545,473,132,8895,359,998,1247,1353,2637,1597,673,564,81,9517,265,2023,1066,954,903,625,295,424,97,6652,128,242,229,252,800,744,517,614,46,3578,237,1541,866,832,902,785,268,388,101,5926,61,71,51,64,157,147,65,103,311,1030,2632,9138,7943,8649,13735,13251,6665,9396,1141,72551
CED132,410,534,713,941,1853,4235,2437,6117,121,17362,1172,2304,2516,2573,5132,9534,4524,8114,280,36148,89,313,434,384,892,1258,604,891,61,4929,168,1452,1131,836,717,689,344,451,77,5870,326,1186,1306,1055,2271,2444,1029,1189,86,10902,181,1224,855,686,834,1161,538,833,74,6389,41,95,140,120,210,180,97,153,14,1043,58,549,485,277,302,309,116,156,34,2295,43,120,109,87,183,293,87,235,340,1500,2475,7782,7702,6952,12397,20113,9775,18141,1084,86432
CED133,222,429,467,643,1024,1392,834,2565,122,7694,455,935,1266,1685,2029,1838,833,1388,91,10519,235,550,605,860,1995,1794,790,1308,121,8269,356,1350,1304,1848,1272,575,344,470,129,7640,243,949,1012,1298,2098,983,411,396,70,7459,230,1710,926,932,971,496,314,414,85,6089,134,311,319,413,737,612,443,994,87,4052,335,1812,1162,1404,1456,1090,448,589,206,8498,59,88,48,82,115,102,40,95,386,1017,2270,8128,7111,9165,11704,8874,4455,8219,1296,61233
CED134,339,453,380,673,1062,1850,1060,5652,222,11692,477,582,836,983,1836,2025,950,1822,99,9615,266,407,407,547,1856,1904,1086,1866,145,8480,352,1040,983,1487,1572,882,404,522,152,7396,258,703,786,1085,2045,1148,445,538,94,7108,182,1248,675,799,976,577,364,511,106,5436,244,293,289,333,872,966,732,1945,131,5803,261,1378,873,879,1262,1289,512,1084,220,7771,75,64,54,70,160,140,63,163,417,1212,2448,6152,5281,6856,11646,10793,5615,14114,1592,64497
CED135,195,256,375,456,1913,2587,1059,1821,107,8767,640,1259,1392,1476,5938,8422,1974,2298,272,23671,196,562,781,755,2270,2634,976,1131,193,9490,223,1165,1396,1215,1502,950,410,473,165,7499,359,1008,1226,1110,4207,2830,821,718,127,12404,211,1521,1350,901,1364,1012,343,410,125,7222,112,346,569,521,1484,1060,504,703,134,5424,160,1152,1420,921,1566,1052,403,393,175,7242,61,121,138,108,351,349,73,103,586,1883,2159,7382,8642,7464,20586,20890,6562,8049,1883,83605
CED136,170,229,237,428,986,1237,804,1846,58,5998,453,736,1041,1102,1754,1939,905,1322,60,9315,308,499,568,730,2657,2911,1506,1983,162,11321,368,1368,1312,1496,1319,841,499,443,146,7793,363,870,1119,1182,2209,1387,545,497,71,8245,271,1920,1162,1038,1007,567,329,349,73,6717,236,361,367,424,1234,1136,988,1461,95,6304,262,1755,1049,1023,1253,1178,482,587,167,7751,44,73,45,62,169,143,65,132,309,1036,2477,7802,6903,7481,12588,11339,6119,8621,1145,64477
CED137,319,391,606,719,2110,3740,1715,4035,133,13766,835,1828,2130,2081,5492,8588,2896,4386,262,28492,185,512,998,706,1687,2216,914,1243,174,8621,231,1443,1541,1073,1137,1030,367,454,135,7402,375,1151,1601,1251,3506,2882,945,934,155,12794,228,1627,1497,890,1358,1338,510,766,117,8323,61,188,357,280,604,542,248,401,68,2749,123,942,1437,626,907,777,280,381,167,5634,58,162,164,119,305,330,99,162,615,2012,2406,8238,10322,7739,17105,21441,7970,12762,1822,89789
CED138,196,419,476,708,1020,1500,811,2388,95,7613,524,1363,1637,1991,1976,2123,915,1666,124,12314,272,657,722,1081,1838,2130,859,1488,183,9237,352,1626,1458,1967,1155,657,345,433,148,8137,229,1040,1061,1317,1687,870,355,428,71,7051,241,1750,988,1127,955,616,321,504,122,6616,117,256,295,393,522,446,271,674,51,3025,224,1758,1053,1076,1032,714,287,466,178,6796,59,116,65,86,99,101,28,97,378,1033,2214,8983,7743,9741,10280,9159,4199,8147,1346,61819
CED139,302,485,501,670,1109,1997,1220,4776,195,11250,513,685,1058,1199,2107,2163,1132,1815,95,10770,245,490,521,678,2366,2427,1199,1613,185,9716,356,1256,1127,1412,1420,809,404,710,146,7633,297,828,944,1219,2055,1122,502,496,72,7537,234,1664,822,937,962,623,440,507,103,6296,173,247,310,323,860,784,627,1193,98,4606,273,1570,934,1098,1596,1338,597,682,219,8308,66,83,56,59,118,123,61,119,349,1040,2463,7313,6271,7594,12590,11379,6185,11912,1463,67164
CED140,234,287,379,492,1138,1818,1004,2326,68,7736,581,1148,1608,1566,2406,3070,1229,2045,118,13786,221,493,570,757,1807,2598,1016,1488,134,9091,323,1426,1209,1407,1263,821,489,436,111,7489,337,1102,1269,1259,2205,1557,546,515,83,8861,208,1697,972,856,876,760,321,559,75,6319,81,226,220,245,670,523,304,531,57,2864,191,1374,741,709,862,846,372,448,100,5645,57,84,61,58,157,188,55,106,313,1085,2241,7842,7032,7356,11385,12176,5325,8460,1059,62881
CED141,175,205,239,402,968,1301,890,1947,45,6172,547,1024,1547,1467,2132,2554,1131,1739,89,12222,288,466,544,758,2278,2822,1179,1467,129,9929,342,1386,1293,1485,1255,753,437,354,99,7410,349,986,1394,1387,2219,1356,592,479,72,8838,239,1909,1080,939,932,590,328,393,78,6496,139,268,259,283,831,827,526,815,52,4007,221,1374,798,789,1025,1019,364,456,99,6148,45,60,33,66,142,148,45,86,252,869,2340,7675,7195,7579,11796,11358,5502,7734,913,62084
CED142,483,413,683,741,2806,4717,2910,5998,126,18876,1135,2299,2349,2320,6826,11627,5530,9620,365,42075,197,505,1531,599,1402,2015,1006,1662,166,9071,338,1935,3358,1377,1436,1345,721,874,260,11635,394,923,1155,887,3335,3093,1206,1394,120,12506,245,1253,1624,842,1412,1413,675,935,132,8537,46,171,331,178,300,267,157,234,34,1711,143,876,2461,522,627,554,245,343,120,5893,64,137,196,114,236,361,128,280,586,2088,3042,8509,13685,7580,18376,25388,12571,21336,1899,112396
CED143,400,542,713,1031,1573,3720,2245,5909,123,16255,885,2051,2357,2295,3078,6387,3271,6376,198,26884,150,379,479,507,1018,1674,776,1132,98,6228,227,1605,1244,955,805,702,409,413,99,6466,262,1239,1356,1133,1809,1942,859,991,84,9683,196,1253,864,623,796,1067,556,943,65,6367,31,135,137,137,347,235,134,211,27,1404,98,675,506,329,391,399,158,230,48,2827,45,118,83,94,113,248,91,247,315,1353,2296,7996,7743,7108,9936,16376,8504,16454,1054,77468
CED144,157,234,317,428,1357,1838,852,1531,125,6842,401,1054,1151,1251,3274,3815,1221,1677,192,14039,179,641,913,944,2132,2396,917,1097,291,9522,206,1258,1426,1182,1377,927,401,534,186,7500,310,955,1115,1067,2880,2068,653,559,150,9759,211,1688,1409,978,1234,929,332,423,138,7343,112,421,639,656,1295,1186,506,808,190,5822,171,1339,1523,977,1705,1169,452,462,223,8017,54,117,153,90,243,241,64,83,677,1727,1800,7704,8649,7581,15497,14574,5403,7171,2186,70559
CED145,378,486,686,872,1587,3816,2282,6147,152,16411,874,2242,2334,2533,3584,7530,3837,8890,254,32084,105,276,431,400,669,1224,569,1000,67,4743,187,1346,1300,951,739,706,368,493,105,6196,274,1043,1044,900,1578,1806,802,1043,77,8567,160,935,708,668,769,1197,612,1011,78,6141,26,109,161,100,128,171,94,129,16,929,35,422,564,269,254,344,158,219,50,2313,49,127,99,85,106,244,67,279,340,1403,2090,6991,7327,6788,9413,17037,8784,19205,1144,78789
CED146,126,243,252,366,1336,1748,774,1627,107,6583,325,668,849,1021,2880,3258,914,1213,154,11286,175,478,547,723,2491,2828,1136,1401,264,10045,189,1012,1010,1135,1373,930,393,529,183,6756,326,907,1169,1165,3639,2557,660,666,153,11251,169,1641,1112,847,1140,866,323,382,134,6615,182,386,480,714,2389,1655,777,1255,196,8032,180,1165,916,917,1933,1382,498,575,252,7824,67,109,73,100,334,265,79,108,561,1704,1744,6607,6412,6981,17519,15494,5562,7766,1996,70082
CED147,192,263,305,442,1031,1439,837,2039,54,6603,470,846,1165,1251,1874,2026,933,1496,87,10146,304,500,604,792,2529,3025,1399,1611,169,10932,352,1313,1401,1588,1433,960,497,445,102,8092,349,959,1161,1306,2255,1339,533,522,62,8490,227,1889,1147,1062,1075,634,293,474,74,6874,200,328,307,326,1199,900,733,1198,88,5276,269,1496,953,975,1137,981,411,603,122,6945,45,71,69,73,172,155,65,75,311,1038,2408,7659,7111,7818,12711,11452,5711,8466,1073,64394
CED194,15,12,23,11,38,75,22,80,3,274,44,57,61,52,113,159,52,95,6,649,18,38,36,44,92,115,42,68,24,480,9,60,70,78,54,50,38,60,10,430,12,28,25,29,76,43,20,29,4,261,17,24,32,30,39,39,15,14,12,224,8,20,25,32,73,51,37,80,12,339,23,60,98,91,90,96,46,45,36,582,5,3,6,5,9,10,9,3,47,103,148,298,377,371,584,638,279,475,158,3331
