CED_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
CED126,..,194,315,134,154,191,126,53,17,1187,..,104,263,381,568,1097,1565,1582,1151,6703,132,168,187,112,104,138,121,77,55,1084,13286,7375,7127,10213,10741,8525,7022,4087,1965,70341,..,201,5470,13727,14137,10960,9000,4453,1017,58969,..,536,2617,2215,1986,1167,498,104,15,9139,..,32,236,882,1606,1000,436,327,246,4759,27387,..,..,..,..,..,..,..,..,27387,..,8224,..,..,..,..,..,..,..,8224,..,4523,2750,833,565,251,63,3,0,8989,..,502,412,142,195,314,425,309,258,2561,..,525,574,245,228,196,73,27,15,1883,..,414,788,343,364,394,257,116,34,2713,..,253,608,880,1301,1897,2317,2092,1494,10836,262,326,390,236,261,241,219,122,70,2124,27656,15539,13834,19504,20642,16411,13285,7549,3150,137577
CED127,..,182,213,135,191,276,192,72,19,1281,..,65,272,382,750,1525,1864,1306,594,6756,182,297,217,109,145,187,166,81,52,1439,12538,7783,7170,8736,10019,9446,7017,3241,1146,67089,..,363,5765,10285,11839,11342,8191,3125,555,51465,..,912,2682,2322,2158,1379,622,119,13,10208,..,181,647,1366,1814,1030,476,298,192,6006,25406,..,..,..,..,..,..,..,..,25406,..,6993,..,..,..,..,..,..,..,6993,..,5503,2634,840,481,243,57,8,0,9759,..,513,264,146,193,351,429,300,195,2396,..,423,343,134,169,114,62,21,4,1264,..,385,523,340,472,561,411,135,31,2859,..,208,667,1006,1696,2736,2877,1798,786,11773,374,578,462,260,321,343,269,126,62,2796,25785,16063,13980,16702,19137,18100,13388,5925,1842,130929
CED128,..,125,192,119,131,150,75,35,14,843,..,91,315,335,467,849,1008,923,448,4435,204,234,261,128,139,138,144,95,59,1389,16128,10655,12032,10735,10277,8978,5951,3183,1175,79102,..,884,10519,13684,13044,11720,7655,3171,606,61290,..,554,1681,1330,1004,669,223,49,5,5522,..,217,1071,1771,2105,1411,757,553,272,8161,32613,..,..,..,..,..,..,..,..,32613,..,10129,..,..,..,..,..,..,..,10129,..,7396,6387,1869,970,400,78,5,0,17107,..,1214,1063,514,613,854,745,559,304,5867,..,497,700,346,282,193,97,23,8,2153,..,459,901,496,402,356,172,69,23,2884,..,206,794,973,1290,1669,1656,1286,611,8484,412,471,585,399,324,278,225,148,75,2921,33030,22020,23699,21379,20036,17563,11614,5875,1912,157129
CED129,..,308,261,107,86,101,73,27,6,962,..,68,190,256,324,653,1129,797,480,3900,93,152,161,79,73,94,99,74,20,835,15989,9105,8497,12298,10630,8525,6413,2779,1019,75271,..,188,7961,18637,16348,12621,9136,3355,574,68814,..,347,1383,1292,1074,616,245,56,10,5022,..,49,270,1023,1462,906,407,245,164,4521,32523,..,..,..,..,..,..,..,..,32523,..,10842,..,..,..,..,..,..,..,10842,..,5325,4290,1021,475,185,44,0,0,11342,..,671,489,187,213,524,542,454,250,3322,..,366,395,149,123,71,39,11,4,1158,..,587,629,228,196,191,156,50,12,2039,..,156,453,619,706,1035,1516,1085,650,6226,184,288,320,194,143,160,154,98,27,1580,32702,18814,16199,23353,20744,16311,12231,5349,1690,147388
CED130,..,614,340,143,199,254,156,60,9,1767,..,289,561,480,911,1682,2004,1899,1011,8829,318,473,266,151,185,298,292,151,66,2205,13485,7723,7831,8143,9249,9492,7639,4511,1637,69712,..,357,5597,8767,10293,11148,9327,4489,778,50746,..,1809,3176,2035,1869,1282,559,133,17,10874,..,441,1280,1690,1632,835,419,377,243,6919,26773,..,..,..,..,..,..,..,..,26773,..,5062,..,..,..,..,..,..,..,5062,..,3951,1476,678,599,323,56,3,0,7086,..,674,284,154,267,421,349,240,150,2544,..,484,380,152,148,91,44,12,7,1309,..,1279,895,341,422,518,349,125,23,3952,..,610,1356,1310,2151,3371,3531,2727,1313,16365,628,886,648,376,399,565,511,255,84,4366,27405,15548,15093,15498,17780,18547,15143,8363,2613,135999
CED131,..,2083,1273,271,239,268,130,57,15,4340,..,334,889,757,1077,1746,1790,1499,1079,9160,191,488,376,154,157,192,142,94,41,1835,12131,9832,10805,9636,9352,8507,5967,3577,1736,71548,..,349,6833,10366,9770,9208,6654,3159,794,47122,..,1655,4876,2512,1833,1166,426,99,6,12576,..,207,789,1720,1999,1102,456,414,297,6980,24727,..,..,..,..,..,..,..,..,24727,..,6252,..,..,..,..,..,..,..,6252,..,4059,2036,701,668,351,57,3,0,7884,..,919,558,183,227,354,341,242,135,2959,..,716,579,178,139,97,47,12,8,1768,..,4209,3212,697,613,604,302,121,30,9790,..,683,2045,1905,2495,3319,2952,2150,1431,16984,427,939,860,440,356,355,231,145,60,3809,25153,19990,21786,18703,18102,16554,11460,6342,2769,140846
CED132,..,780,1826,520,198,180,115,56,18,3699,..,284,1414,1573,1267,1637,1898,1443,912,10418,107,158,305,140,109,140,128,82,34,1208,12697,7338,14000,13070,10326,8254,6215,3234,1505,76633,..,245,9690,15814,12571,9353,7080,3053,771,58566,..,893,5987,2853,1720,1073,570,113,22,13230,..,21,175,960,1546,1028,369,263,210,4589,25629,..,..,..,..,..,..,..,..,25629,..,7437,..,..,..,..,..,..,..,7437,..,2223,2202,641,398,195,40,0,0,5705,..,867,801,249,183,353,307,221,144,3121,..,501,795,251,110,72,29,20,7,1782,..,1434,3633,1081,466,376,261,113,41,7408,..,559,2775,2985,2404,2695,2780,1899,1201,17301,237,295,587,295,237,236,188,103,51,2226,25867,14479,26641,25132,19643,15382,11636,5785,2438,147001
CED133,..,351,296,183,344,426,216,83,35,1936,..,157,304,424,1013,2083,2115,1868,1085,9055,302,406,250,151,240,356,285,129,61,2183,12750,7610,6760,8407,10345,11624,8827,4941,1944,73208,..,352,4578,7994,10248,12746,10885,5125,1094,53021,..,1228,2666,2546,2534,2101,970,217,38,12308,..,334,1222,2013,2093,1022,494,449,288,7914,25892,..,..,..,..,..,..,..,..,25892,..,5955,..,..,..,..,..,..,..,5955,..,4462,1823,884,752,395,73,3,0,8393,..,691,264,173,312,547,484,345,231,3054,..,571,354,205,232,198,85,27,11,1685,..,746,766,453,719,912,508,179,58,4335,..,350,758,1175,2398,4270,3790,2809,1455,17000,581,772,577,388,531,682,523,216,87,4354,26472,15457,13008,15841,19817,22880,17806,9368,3260,143915
CED134,..,330,291,110,208,215,147,64,17,1385,..,291,647,482,908,1468,1729,1680,831,8037,349,418,297,125,230,299,248,169,61,2190,14100,7429,8730,7927,9013,8812,6670,4089,1418,68197,..,419,5945,8344,9559,10459,7992,3830,725,47280,..,1869,3675,2187,2033,1269,525,131,23,11708,..,566,1565,1764,1635,894,472,434,215,7540,28014,..,..,..,..,..,..,..,..,28014,..,4310,..,..,..,..,..,..,..,4310,..,4250,1644,714,655,356,49,0,0,7663,..,950,389,189,347,508,408,266,126,3177,..,472,324,180,162,95,60,26,5,1319,..,693,686,271,438,457,300,131,37,3018,..,677,1612,1305,2420,3332,3340,2598,1145,16440,700,878,736,387,490,541,487,253,96,4567,28717,15083,16568,15342,17737,17915,13630,7668,2368,135027
CED135,..,512,1047,269,227,198,114,53,17,2438,..,198,784,820,869,1176,1178,956,557,6545,141,189,295,151,130,146,122,80,34,1292,16559,9568,18978,12733,9780,8233,5172,2994,1136,85155,..,1004,20531,18846,11924,9672,6013,2930,577,71496,..,636,2473,1322,949,532,212,60,7,6190,..,126,778,1436,1906,1261,542,445,250,6746,33730,..,..,..,..,..,..,..,..,33730,..,8848,..,..,..,..,..,..,..,8848,..,4497,4337,1271,737,279,66,3,0,11194,..,1623,1673,515,484,951,671,436,222,6569,..,1118,1863,471,300,179,54,28,4,4020,..,1794,3796,1095,631,452,259,113,29,8167,..,401,1880,1883,2011,2325,1955,1388,772,12609,310,394,688,383,297,264,202,122,43,2706,34042,20439,38023,27224,19239,15912,9976,5525,1897,172281
CED136,..,269,279,115,226,198,173,54,14,1327,..,176,416,371,731,1533,1821,1571,796,7418,286,423,247,138,173,227,185,122,45,1848,14284,8632,9113,9067,9533,9304,7843,4066,1422,73265,..,427,6940,9986,10633,11202,9924,4252,726,54091,..,1737,3895,2514,1917,1171,556,135,30,11965,..,407,1382,1989,2026,908,487,378,238,7824,28948,..,..,..,..,..,..,..,..,28948,..,6357,..,..,..,..,..,..,..,6357,..,5469,2189,917,628,319,63,0,0,9586,..,738,326,167,320,421,454,284,155,2867,..,488,312,181,172,94,52,23,5,1326,..,571,657,330,476,442,365,130,26,2992,..,379,1142,1207,1836,2851,2993,2209,1090,13713,600,803,602,388,383,406,330,194,61,3769,29546,17376,17458,17679,18402,17815,15222,7602,2315,143422
CED137,..,2044,2370,437,267,255,124,54,18,5569,..,312,1036,912,874,1120,1201,1136,756,7349,121,203,357,165,125,157,125,92,49,1401,12704,11443,17973,12145,10704,8802,5710,3458,1574,84506,..,669,14511,15618,13006,10715,7059,3488,843,65914,..,1144,4554,1956,1296,850,328,70,9,10218,..,45,355,1211,1887,1184,490,424,298,5896,25623,..,..,..,..,..,..,..,..,25623,..,8762,..,..,..,..,..,..,..,8762,..,3528,4006,1083,760,321,60,0,0,9763,..,1490,1416,401,353,679,498,470,348,5649,..,1855,2536,430,233,140,43,19,4,5267,..,4298,5879,1124,612,545,256,114,32,12856,..,670,2319,1853,1680,1938,1858,1567,989,12873,245,402,731,361,278,265,204,160,67,2708,25867,22866,36307,24035,20106,16638,10799,6307,2595,165527
CED138,..,411,592,283,412,572,273,131,37,2724,..,134,303,459,1032,2116,2347,2060,1267,9713,204,281,248,173,205,347,219,126,77,1875,11577,6478,6739,8764,10103,11117,8720,5249,2256,70998,..,187,4095,8410,9576,11147,10085,5191,1278,49974,..,836,2845,2769,2512,2005,1004,245,31,12261,..,171,780,1840,2148,1197,513,392,328,7362,23301,..,..,..,..,..,..,..,..,23301,..,5679,..,..,..,..,..,..,..,5679,..,3879,1820,775,610,415,83,4,0,7591,..,515,286,119,232,507,414,333,239,2644,..,517,494,272,283,208,106,22,12,1925,..,748,1265,695,882,1132,647,259,82,5709,..,249,671,1062,2170,3830,3920,3000,1778,16682,429,541,549,389,437,602,397,210,96,3653,23730,13322,12803,16332,18866,21045,17169,9662,3845,136782
CED139,..,711,371,111,151,179,142,49,11,1732,..,327,622,443,867,1576,1846,1872,1052,8604,267,406,262,125,147,244,221,167,68,1903,14054,8297,8179,8134,9196,9068,7246,4568,1736,70488,..,421,6149,9474,10736,11339,9107,4521,902,52648,..,1951,3342,1752,1679,1108,508,135,16,10486,..,421,1152,1620,1656,767,413,359,267,6660,28276,..,..,..,..,..,..,..,..,28276,..,5506,..,..,..,..,..,..,..,5506,..,4512,1530,700,569,316,46,3,0,7683,..,699,285,123,242,349,357,239,148,2441,..,466,250,107,110,72,32,16,11,1065,..,1274,961,320,332,395,290,108,20,3709,..,682,1437,1349,2131,3203,3268,2733,1393,16192,524,786,594,364,342,449,398,252,106,3811,28800,16723,15697,15795,17808,18001,14426,8364,2859,138475
CED140,..,285,336,126,248,298,195,83,27,1585,..,128,302,390,797,1611,2241,2020,1259,8753,185,291,230,128,137,223,205,128,74,1603,11701,7322,7179,8453,9609,9404,7982,4828,2186,68661,..,225,5120,9751,10563,10530,9049,4577,1163,50983,..,891,2891,2236,1954,1285,626,150,48,10070,..,162,745,1536,2027,1148,504,382,301,6808,23673,..,..,..,..,..,..,..,..,23673,..,6552,..,..,..,..,..,..,..,6552,..,4793,2493,753,618,346,72,3,0,9083,..,499,312,137,220,449,463,327,218,2622,..,423,365,165,185,129,72,35,19,1393,..,593,843,343,556,606,413,175,59,3596,..,246,817,1100,1848,2896,3583,2780,1726,14989,383,568,500,341,335,396,345,198,100,3175,24056,14953,14078,16359,18316,17795,15122,8628,3632,132937
CED141,..,236,243,87,178,249,191,83,35,1302,..,107,329,341,679,1499,1938,1908,1076,7879,224,333,256,120,159,223,156,103,48,1611,12201,7796,7570,8388,9520,9257,8185,4901,1910,69723,..,236,5721,9484,10722,11154,10049,5096,1046,53510,..,1192,3192,2086,1928,1141,542,172,36,10274,..,255,948,1777,2027,999,496,452,288,7241,24889,..,..,..,..,..,..,..,..,24889,..,6739,..,..,..,..,..,..,..,6739,..,5307,2181,876,725,417,73,3,0,9577,..,633,295,121,237,394,417,315,216,2621,..,427,319,142,166,99,53,15,5,1238,..,516,593,244,420,539,371,148,50,2879,..,253,869,1013,1743,2680,3030,2689,1475,13752,471,645,577,343,350,393,276,167,74,3291,25362,16192,14689,16094,18317,17803,15309,9052,3193,136017
CED142,..,7176,7483,1388,406,264,151,53,14,16927,..,1687,3069,2420,1852,1834,1543,912,375,13691,86,439,770,223,173,139,107,85,25,2053,6090,15315,27663,12368,7531,6101,3936,1933,622,81556,..,549,11081,9734,5551,4564,3168,1397,293,36331,..,2829,14440,6059,3360,1604,577,103,11,28980,..,46,309,818,1176,906,364,230,106,3963,12059,..,..,..,..,..,..,..,..,12059,..,2710,..,..,..,..,..,..,..,2710,..,1116,1344,458,297,150,21,0,0,3393,..,1845,1720,401,251,314,251,132,75,4983,..,2086,3265,642,161,80,33,13,5,6286,..,12887,15705,3358,1300,738,437,119,28,34566,..,3127,6711,5658,4709,4007,2964,1511,541,29227,168,829,1531,567,392,270,181,124,30,4100,12229,28026,56105,27702,17190,12634,7997,3626,1091,166601
CED143,..,439,1318,369,173,168,111,52,20,2641,..,155,847,1095,999,1329,1704,1379,901,8412,133,166,271,151,103,115,111,49,35,1132,12998,6637,10435,11608,10362,7365,5816,3214,1591,70021,..,136,6180,14084,13082,8939,6674,3172,922,53184,..,628,5270,3301,1923,1011,486,114,22,12760,..,34,165,890,1536,871,374,228,239,4348,26305,..,..,..,..,..,..,..,..,26305,..,7461,..,..,..,..,..,..,..,7461,..,2748,2011,544,417,234,50,4,0,6010,..,523,486,150,141,221,274,211,172,2171,..,409,664,209,130,80,42,15,16,1562,..,777,2578,777,399,372,260,95,36,5302,..,332,1628,2122,2024,2217,2513,1851,1181,13858,251,301,510,285,219,205,182,81,48,2091,26558,13354,19492,22370,19876,14147,10861,5766,2626,135048
CED144,..,455,655,226,220,230,120,69,27,1987,..,123,415,452,621,1003,1154,1096,630,5478,191,196,288,152,137,143,122,107,57,1405,16279,10981,13591,11205,10604,8506,5438,3567,1471,81638,..,1307,12688,15054,13291,10409,6659,3524,823,63751,..,446,1759,1078,954,556,181,50,3,5031,..,129,799,1562,2078,1421,667,586,337,7583,33173,..,..,..,..,..,..,..,..,33173,..,10639,..,..,..,..,..,..,..,10639,..,5621,5542,1730,1040,415,52,3,0,14409,..,1419,1346,449,589,849,698,546,317,6210,..,964,1343,446,340,237,87,31,8,3451,..,1499,2633,790,615,519,287,135,45,6532,..,318,1069,1112,1468,1899,1914,1574,870,10217,400,401,640,383,301,284,207,176,83,2879,33576,22739,27813,22605,20679,16597,10762,6624,2483,163874
CED145,..,1050,3700,719,230,202,163,64,34,6165,..,295,1544,1627,1238,1425,1825,1464,897,10312,136,207,450,179,106,104,83,59,42,1363,10052,6148,14480,10963,8361,6474,5448,3028,1461,66415,..,102,5711,11066,9147,6878,5746,2613,764,42028,..,744,7284,3896,2115,1112,606,160,46,15961,..,30,137,806,1317,862,353,220,160,3877,20181,..,..,..,..,..,..,..,..,20181,..,5559,..,..,..,..,..,..,..,5559,..,1664,1551,415,328,187,32,0,0,4179,..,519,669,147,117,185,217,165,137,2167,..,409,896,174,87,58,26,7,3,1663,..,1803,6818,1477,582,427,351,135,69,11667,..,542,2903,3109,2464,2495,2735,1974,1205,17430,284,376,814,383,233,169,140,81,54,2534,20463,11755,26788,21470,16395,12368,10213,5362,2436,127251
CED146,..,68,106,57,145,150,75,29,3,632,..,68,230,258,415,723,816,692,271,3473,228,244,268,128,121,151,130,76,25,1373,18160,11895,11615,12013,11153,8663,4865,2532,814,81712,..,737,10032,15786,15248,11808,6240,2341,385,62578,..,526,1622,1326,1159,605,193,44,9,5483,..,247,1210,1986,2254,1389,618,406,189,8290,36792,..,..,..,..,..,..,..,..,36792,..,12325,..,..,..,..,..,..,..,12325,..,7990,6402,1661,832,301,38,5,0,17229,..,1246,907,496,559,854,813,615,308,5796,..,394,449,312,275,180,64,22,4,1700,..,178,318,209,304,282,165,66,8,1543,..,176,627,751,1077,1424,1304,1000,386,6752,469,467,582,360,282,280,201,126,41,2801,37261,24298,22149,22893,21984,17121,9634,4626,1325,161285
CED147,..,183,153,85,161,199,166,60,14,1028,..,107,279,319,708,1451,1911,1736,784,7287,242,320,248,116,147,216,185,119,54,1634,13539,8540,8095,8997,9901,9408,8045,4731,1503,72767,..,402,6632,10634,11415,11386,10076,5011,918,56484,..,1107,2781,2007,1796,1128,552,159,24,9566,..,303,1061,1842,2106,1020,499,461,278,7563,27274,..,..,..,..,..,..,..,..,27274,..,7085,..,..,..,..,..,..,..,7085,..,6069,2795,995,770,406,55,0,0,11090,..,688,345,160,281,436,464,367,194,2938,..,487,338,149,173,118,39,12,6,1330,..,374,448,213,349,426,336,115,29,2289,..,221,745,914,1669,2563,2960,2419,1056,12544,523,629,528,309,317,385,319,182,72,3278,27794,17370,15665,17239,18881,17869,15313,8732,2582,141439
CED194,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,222,417,504,270,247,302,191,43,15,2212,222,417,504,270,247,302,191,43,15,2212,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,474,901,1278,812,691,673,420,92,19,5356,474,901,1278,812,691,673,420,92,19,5356
CED197,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
