CED_CODE_2016,M_Y12e_15_19,M_Y12e_20_24,M_Y12e_25_34,M_Y12e_35_44,M_Y12e_45_54,M_Y12e_55_64,M_Y12e_65_74,M_Y12e_75_84,M_Y12e_85ov,M_Y12e_Tot,M_Y11e_15_19,M_Y11e_20_24,M_Y11e_25_34,M_Y11e_35_44,M_Y11e_45_54,M_Y11e_55_64,M_Y11e_65_74,M_Y11e_75_84,M_Y11e_85ov,M_Y11e_Tot,M_Y10e_15_19,M_Y10e_20_24,M_Y10e_25_34,M_Y10e_35_44,M_Y10e_45_54,M_Y10e_55_64,M_Y10e_65_74,M_Y10e_75_84,M_Y10e_85ov,M_Y10e_Tot,M_Y9e_15_19,M_Y9e_20_24,M_Y9e_25_34,M_Y9e_35_44,M_Y9e_45_54,M_Y9e_55_64,M_Y9e_65_74,M_Y9e_75_84,M_Y9e_85ov,M_Y9e_Tot,M_Y8b_15_19,M_Y8b_20_24,M_Y8b_25_34,M_Y8b_35_44,M_Y8b_45_54,M_Y8b_55_64,M_Y8b_65_74,M_Y8b_75_84,M_Y8b_85ov,M_Y8b_Tot,M_DNGTS_15_19,M_DNGTS_20_24,M_DNGTS_25_34,M_DNGTS_35_44,M_DNGTS_45_54,M_DNGTS_55_64,M_DNGTS_65_74,M_DNGTS_75_84,M_DNGTS_85_ov,M_DNGTS_Tot,M_Hghst_yr_schl_ns_15_19,M_Hghst_yr_schl_ns_20_24,M_Hghst_yr_schl_ns_25_34,M_Hghst_yr_schl_ns_35_44,M_Hghst_yr_schl_ns_45_54,M_Hghst_yr_schl_ns_55_64,M_Hghst_yr_schl_ns_65_74,M_Hghst_yr_schl_ns_75_84,M_Hghst_yr_schl_ns_85_ovr,M_Hghst_yr_schl_ns_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Y12e_15_19,F_Y12e_20_24,F_Y12e_25_34,F_Y12e_35_44,F_Y12e_45_54,F_Y12e_55_64,F_Y12e_65_74,F_Y12e_75_84,F_Y12e_85ov,F_Y12e_Tot,F_Y11e_15_19,F_Y11e_20_24,F_Y11e_25_34,F_Y11e_35_44,F_Y11e_45_54,F_Y11e_55_64,F_Y11e_65_74,F_Y11e_75_84,F_Y11e_85ov,F_Y11e_Tot,F_Y10e_15_19,F_Y10e_20_24,F_Y10e_25_34,F_Y10e_35_44,F_Y10e_45_54,F_Y10e_55_64,F_Y10e_65_74,F_Y10e_75_84,F_Y10e_85ov,F_Y10e_Tot,F_Y9e_15_19,F_Y9e_20_24,F_Y9e_25_34,F_Y9e_35_44,F_Y9e_45_54,F_Y9e_55_64,F_Y9e_65_74,F_Y9e_75_84,F_Y9e_85ov,F_Y9e_Tot,F_Y8b_15_19,F_Y8b_20_24,F_Y8b_25_34,F_Y8b_35_44,F_Y8b_45_54,F_Y8b_55_64,F_Y8b_65_74,F_Y8b_75_84,F_Y8b_85ov,F_Y8b_Tot,F_DNGTS_15_19,F_DNGTS_20_24,F_DNGTS_25_34,F_DNGTS_35_44,F_DNGTS_45_54,F_DNGTS_55_64,F_DNGTS_65_74,F_DNGTS_75_84,F_DNGTS_85_ov,F_DNGTS_Tot,F_Hghst_yr_schl_ns_15_19,F_Hghst_yr_schl_ns_20_24,F_Hghst_yr_schl_ns_25_34,F_Hghst_yr_schl_ns_35_44,F_Hghst_yr_schl_ns_45_54,F_Hghst_yr_schl_ns_55_64,F_Hghst_yr_schl_ns_65_74,F_Hghst_yr_schl_ns_75_84,F_Hghst_yr_schl_ns_85_ovr,F_Hghst_yr_schl_ns_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Y12e_15_19,P_Y12e_20_24,P_Y12e_25_34,P_Y12e_35_44,P_Y12e_45_54,P_Y12e_55_64,P_Y12e_65_74,P_Y12e_75_84,P_Y12e_85ov,P_Y12e_Tot,P_Y11e_15_19,P_Y11e_20_24,P_Y11e_25_34,P_Y11e_35_44,P_Y11e_45_54,P_Y11e_55_64,P_Y11e_65_74,P_Y11e_75_84,P_Y11e_85ov,P_Y11e_Tot,P_Y10e_15_19,P_Y10e_20_24,P_Y10e_25_34,P_Y10e_35_44,P_Y10e_45_54,P_Y10e_55_64,P_Y10e_65_74,P_Y10e_75_84,P_Y10e_85ov,P_Y10e_Tot,P_Y9e_15_19,P_Y9e_20_24,P_Y9e_25_34,P_Y9e_35_44,P_Y9e_45_54,P_Y9e_55_64,P_Y9e_65_74,P_Y9e_75_84,P_Y9e_85ov,P_Y9e_Tot
CED111,1537,4973,6874,6103,4375,3842,2319,868,289,31183,272,396,599,617,616,416,253,125,41,3339,430,737,1762,2106,3714,2982,1752,940,271,14699,73,97,232,279,456,559,925,532,208,3361,23,49,90,124,198,430,707,855,387,2865,9,14,45,37,43,66,75,99,59,430,204,382,665,527,616,632,653,577,279,4521,2541,6653,10263,9781,10022,8921,6695,3993,1528,60397,1573,4840,7483,7084,4900,3623,1853,788,285,32437,172,223,451,492,575,382,223,140,42,2701,255,478,1181,1624,3530,3418,2388,1285,505,14662,47,90,192,224,386,752,1007,731,415,3840,23,30,67,101,192,583,850,1024,773,3649,3,5,38,26,41,75,124,217,100,637,223,330,569,464,536,621,729,704,543,4717,2301,5997,9977,10025,10161,9466,7169,4893,2670,62650,3112,9815,14358,13186,9277,7466,4173,1652,578,63624,448,619,1050,1112,1194,800,479,263,84,6044,680,1217,2940,3733,7250,6402,4143,2224,777,29359,120,183,425,505,846,1308,1939,1266,624,7200
CED112,987,2606,4263,4435,3042,2980,2040,964,320,21650,374,463,760,769,614,456,310,180,63,3984,541,907,2332,2624,4454,3491,2306,1165,297,18111,132,145,324,429,677,757,1222,613,241,4534,23,45,130,151,256,523,702,553,314,2690,4,12,12,10,26,60,78,35,15,242,234,274,522,542,701,723,820,744,516,5085,2301,4439,8336,8960,9765,8994,7482,4256,1765,56296,1035,2887,5442,5700,3731,2882,1743,848,315,24600,268,360,657,699,660,449,303,212,74,3682,443,821,1851,2341,4403,4315,3230,1558,598,19551,93,103,309,362,661,1062,1462,911,460,5423,23,26,81,101,228,578,678,682,546,2929,0,6,13,15,19,34,34,33,23,176,229,267,472,526,672,760,954,1084,1027,6008,2085,4469,8824,9742,10386,10080,8403,5330,3049,62366,2027,5494,9709,10141,6774,5863,3781,1814,635,46245,638,815,1417,1471,1270,904,618,395,141,7669,988,1725,4178,4964,8855,7810,5529,2721,894,37665,225,247,635,787,1341,1818,2679,1528,704,9960
CED113,833,2154,4443,5023,4558,4344,3068,1066,281,25766,249,283,611,612,798,714,402,173,46,3885,409,699,1587,1867,3538,3450,2134,875,185,14739,94,101,263,293,587,779,1021,478,116,3743,21,28,99,135,281,560,814,626,250,2812,5,6,12,14,19,34,52,53,20,211,277,337,798,842,1048,1058,935,647,295,6249,1896,3606,7811,8785,10842,10945,8431,3915,1192,57415,942,2405,5527,6192,5556,4469,2513,904,311,28824,194,222,469,558,827,729,500,196,64,3753,264,465,1023,1388,3232,3597,2521,1055,368,13910,58,84,186,197,423,743,878,504,231,3308,15,15,49,73,165,464,650,564,432,2428,0,3,8,7,19,25,44,54,28,185,277,288,652,677,910,991,924,762,593,6072,1759,3485,7919,9086,11123,11011,8031,4032,2026,58479,1775,4561,9973,11215,10117,8811,5578,1975,590,54588,445,504,1079,1172,1628,1442,904,370,104,7642,675,1162,2609,3257,6765,7048,4654,1925,553,28649,152,184,449,494,1012,1522,1904,984,351,7055
CED114,847,2178,4266,4084,2779,2966,1831,778,226,19940,410,611,979,998,1240,1098,694,270,56,6345,601,1086,2267,2403,4088,3838,2467,1095,238,18085,148,176,390,426,859,1146,1490,758,226,5609,33,71,168,213,404,892,1275,1102,498,4646,6,16,50,47,76,63,82,75,35,447,385,453,889,846,1028,1204,1198,907,427,7331,2425,4586,9004,9013,10469,11204,9024,4973,1699,62399,974,2827,5926,5555,3928,3075,1686,806,328,25106,282,378,753,880,1470,1312,806,354,94,6328,328,634,1426,1674,3489,3933,2853,1410,417,16173,85,117,280,320,612,1035,1348,781,356,4932,26,35,99,128,227,580,1035,1002,698,3825,3,5,32,52,50,46,82,78,52,401,352,397,795,850,937,1194,1180,1173,772,7654,2057,4402,9317,9450,10713,11166,8986,5607,2717,64412,1820,5002,10195,9634,6709,6038,3511,1580,555,45048,693,987,1732,1875,2708,2406,1497,626,152,12673,928,1722,3693,4077,7578,7769,5317,2501,658,34253,232,297,666,743,1472,2175,2835,1541,578,10538
CED115,1662,4694,7689,6015,4797,4015,2182,666,175,31898,220,303,599,541,553,384,171,57,12,2843,324,630,1467,1524,2375,2039,1116,479,150,10103,75,125,358,431,642,647,457,237,71,3050,48,85,312,469,942,1114,1122,855,363,5310,12,59,225,300,672,738,463,341,138,2940,317,441,905,798,831,794,627,415,200,5327,2652,6348,11552,10077,10813,9727,6147,3044,1109,61472,1745,5006,8740,6545,4767,3614,1575,447,130,32571,163,224,512,498,456,312,135,37,7,2352,175,353,972,1319,2357,2300,1162,536,194,9380,56,80,333,543,736,715,519,283,123,3393,28,62,327,707,1120,1591,1420,1186,615,7050,12,61,284,453,848,1105,746,678,414,4600,287,390,947,814,781,803,613,469,335,5444,2471,6175,12112,10884,11068,10436,6170,3644,1828,64787,3405,9701,16425,12559,9561,7633,3759,1112,307,64471,383,531,1111,1040,1005,696,306,90,21,5188,496,982,2434,2845,4738,4345,2276,1016,344,19484,130,209,690,969,1379,1356,977,521,201,6437
CED116,693,1855,3101,3412,2838,4028,3629,1528,440,21523,317,371,565,581,620,626,497,225,61,3857,439,839,1782,2165,3808,4248,3303,1575,360,18515,137,125,334,348,657,961,1697,889,289,5437,22,23,111,136,267,626,1011,765,315,3289,7,0,17,9,20,25,39,43,12,171,276,373,766,788,884,997,1158,916,492,6649,1893,3596,6680,7435,9091,11512,11334,5941,1966,59447,785,1928,4096,4479,3792,4290,3020,1251,408,24055,240,276,460,577,634,630,500,266,84,3674,324,539,1258,1762,3792,4830,4226,1948,637,19311,79,95,252,293,595,1111,1709,989,452,5582,15,26,62,106,195,552,807,759,505,3033,4,0,6,12,7,33,26,38,13,134,256,252,476,524,715,970,1256,1160,818,6435,1707,3118,6611,7755,9738,12413,11544,6418,2921,62222,1483,3785,7196,7891,6633,8322,6645,2777,849,45577,555,649,1028,1156,1252,1260,1001,495,149,7534,766,1380,3047,3923,7596,9070,7525,3517,995,37825,215,220,583,649,1259,2070,3412,1882,736,11021
CED117,769,4000,11819,10364,7084,4603,2446,719,178,41990,78,158,390,397,445,264,168,50,20,1968,79,207,747,884,1530,1114,724,350,120,5754,20,25,100,128,198,222,269,169,54,1183,14,20,47,73,145,275,549,630,300,2040,3,16,39,22,61,76,111,171,67,563,186,393,1389,1087,884,675,529,364,165,5673,1144,4817,14529,12965,10346,7224,4796,2450,906,59166,806,4531,13272,11611,7728,4886,2428,653,247,46177,53,118,322,301,392,251,178,63,17,1696,65,147,458,547,1329,1409,912,444,207,5507,13,35,68,78,133,223,337,180,126,1201,11,13,41,54,138,350,718,895,388,2603,0,9,31,30,59,118,167,283,153,853,170,445,1425,1047,762,664,545,400,342,5810,1124,5287,15620,13671,10551,7896,5286,2922,1482,63844,1576,8535,25092,21979,14814,9489,4880,1373,430,88162,136,278,711,694,835,517,342,115,40,3665,144,355,1204,1430,2855,2521,1632,791,328,11264,34,55,166,206,330,443,609,352,183,2383
CED118,1528,4025,9634,10656,5866,4034,2029,636,143,38544,244,281,590,644,497,328,184,58,18,2837,381,600,1507,2110,2789,2121,1227,455,116,11304,58,87,225,268,413,418,546,248,63,2327,13,36,109,157,270,463,548,437,150,2198,3,17,41,62,62,99,88,76,27,470,238,362,1050,934,703,555,403,259,137,4655,2464,5406,13160,14839,10593,8021,5022,2176,650,62333,1532,3946,11328,11057,6083,3691,1599,476,122,39837,175,191,405,502,470,305,165,60,21,2300,277,382,1080,1563,2794,2531,1654,636,188,11113,58,54,145,197,340,575,656,318,120,2463,3,23,83,115,237,553,714,570,271,2573,0,14,55,66,115,164,115,148,64,736,190,237,656,612,502,515,466,345,268,3787,2240,4847,13752,14116,10536,8332,5359,2558,1058,62802,3063,7973,20965,21716,11946,7726,3621,1111,265,78383,419,473,996,1150,960,640,341,124,35,5135,658,985,2589,3674,5585,4653,2879,1098,301,22419,114,143,369,466,756,994,1200,570,183,4786
CED119,1225,3417,6136,6875,5228,4443,2381,728,242,30666,229,301,488,599,539,396,256,97,36,2932,363,585,1375,1986,3329,2642,1826,808,261,13176,54,46,103,123,230,305,700,406,152,2130,15,13,40,56,98,211,371,291,165,1261,0,7,15,23,26,38,45,44,8,194,138,196,362,387,422,326,325,268,151,2572,2025,4566,8504,10052,9873,8351,5909,2634,1022,52940,1332,3595,7307,8464,5956,4193,1779,596,239,33471,140,155,323,453,510,308,235,88,38,2241,194,280,803,1308,3178,3209,2572,1062,417,13036,26,21,78,83,201,434,885,525,337,2597,3,5,21,51,86,266,402,390,396,1626,3,0,15,20,29,43,49,58,30,246,140,140,293,383,334,359,355,325,354,2682,1835,4208,8845,10766,10295,8809,6286,3056,1805,55898,2558,7011,13447,15337,11185,8636,4158,1326,480,64142,363,458,810,1052,1044,699,489,185,74,5169,559,868,2178,3291,6505,5852,4405,1876,678,26209,79,73,182,208,434,735,1585,930,489,4726
CED120,940,2384,4442,4647,3215,2942,1959,710,176,21410,349,390,673,684,621,437,264,120,30,3565,747,1170,2582,3091,4615,3580,2139,840,137,18907,159,133,311,387,655,888,1148,453,133,4261,13,37,70,132,231,503,764,503,218,2476,3,8,18,20,37,40,51,42,7,226,262,315,699,724,784,684,736,520,279,5010,2473,4435,8802,9691,10153,9076,7061,3189,971,55846,1168,2855,6112,6269,4148,3003,1691,639,188,26077,270,303,592,636,681,435,268,121,26,3343,388,698,1712,2238,4352,3902,2558,1051,299,17196,83,73,242,263,581,921,1166,541,220,4090,12,18,47,74,179,453,593,469,312,2164,3,4,11,19,24,31,40,42,20,190,238,241,508,561,639,651,739,667,660,4901,2162,4183,9227,10066,10597,9403,7048,3532,1735,57959,2110,5237,10556,10922,7360,5945,3652,1343,363,47489,617,690,1266,1326,1304,875,537,244,54,6902,1139,1865,4293,5334,8964,7481,4692,1894,443,36105,235,205,555,652,1234,1811,2310,996,353,8348
CED121,947,2256,4050,3639,2355,2448,1939,823,265,18724,443,570,1020,928,599,471,315,166,40,4549,644,1293,2829,3358,5065,4215,2382,1005,221,21003,156,175,411,460,888,1211,1515,658,209,5686,44,55,153,175,345,679,879,616,308,3252,3,9,14,18,24,51,39,38,6,204,263,410,1007,873,853,810,881,615,344,6049,2486,4772,9495,9453,10128,9881,7948,3921,1396,59474,988,2532,5519,5109,3034,2562,1624,682,236,22281,312,453,861,751,660,419,260,164,45,3929,472,977,2134,2715,4757,4284,3101,1399,433,20276,110,157,359,435,865,1396,1544,875,434,6169,25,43,81,99,248,673,745,685,552,3153,0,3,9,16,22,23,34,19,21,157,223,244,547,557,654,759,892,798,772,5439,2135,4409,9511,9677,10234,10111,8205,4627,2486,61399,1934,4789,9565,8746,5389,5013,3561,1502,505,40999,753,1027,1882,1679,1256,892,575,334,91,8483,1110,2265,4967,6066,9820,8502,5484,2404,652,41278,266,331,774,899,1748,2602,3062,1532,636,11859
CED122,2248,7662,13344,9898,6641,4708,2645,1147,347,48633,207,248,573,413,436,282,184,91,29,2471,185,302,862,1052,1969,1480,1085,669,196,7801,47,99,152,129,228,278,429,281,113,1755,15,40,76,85,144,294,532,579,261,2033,5,22,45,44,59,76,98,123,58,527,343,927,1892,1410,1091,859,768,534,233,8051,3046,9306,16943,13023,10558,7977,5743,3425,1253,71271,2335,7714,14118,10930,7455,4706,2604,1030,432,51331,176,177,383,359,442,301,219,121,37,2214,108,214,585,710,1706,1830,1574,916,452,8101,41,84,103,100,185,328,522,403,267,2036,10,30,49,80,161,404,688,810,437,2669,3,6,29,32,68,108,152,231,124,760,282,675,1400,979,748,735,746,612,520,6683,2960,8902,16673,13188,10757,8414,6505,4126,2264,73790,4583,15374,27460,20827,14094,9413,5256,2182,780,99964,385,430,956,774,874,587,402,211,66,4686,287,522,1446,1756,3673,3312,2662,1587,650,15896,91,186,250,227,415,609,959,681,380,3791
CED123,1255,3435,6897,5977,3379,2792,1635,531,123,26029,370,480,918,838,622,398,236,78,12,3935,702,1295,3173,3238,4182,3299,1836,641,129,18489,111,158,464,524,751,819,959,345,103,4234,25,51,130,154,315,668,799,437,177,2759,4,13,39,38,54,50,61,59,18,333,310,478,1086,942,793,686,599,361,144,5393,2769,5901,12703,11712,10098,8708,6123,2439,710,61162,1379,3962,8796,7207,3813,2619,1230,485,140,29641,251,395,824,740,621,343,196,85,20,3473,440,965,2337,2577,4360,3958,2357,800,278,18082,79,132,344,405,650,1042,1002,453,213,4319,16,22,77,124,253,672,795,619,421,3000,0,3,21,56,44,75,89,98,28,426,297,400,970,808,742,657,705,515,290,5377,2458,5883,13377,11900,10488,9374,6380,3057,1389,64308,2643,7397,15691,13183,7193,5406,2865,1015,268,55667,616,876,1738,1574,1236,742,430,161,32,7404,1136,2255,5510,5813,8546,7258,4192,1439,404,36572,186,293,804,925,1402,1857,1958,797,320,8552
CED124,639,1383,2256,2745,2275,3169,2916,1253,392,17021,295,348,513,593,577,521,459,254,81,3626,500,781,1706,2303,4504,4549,3640,1652,342,19969,116,102,294,360,766,1145,2123,966,287,6165,31,47,97,157,305,753,1155,919,386,3848,3,0,9,15,25,21,37,38,14,155,248,231,408,553,795,968,1226,897,451,5773,1828,2892,5272,6731,9242,11125,11550,5973,1950,56565,741,1674,3306,4024,3303,3390,2423,1026,335,20228,237,250,513,566,650,564,498,262,78,3619,349,555,1268,1901,4383,5168,4414,1952,576,20571,90,99,284,326,663,1223,2008,1127,455,6274,24,26,60,106,204,530,858,814,622,3244,4,0,7,11,21,17,28,26,24,137,247,197,397,503,751,946,1246,1093,765,6151,1692,2807,5831,7442,9969,11844,11474,6310,2860,60224,1378,3058,5557,6768,5575,6559,5337,2280,729,37246,528,598,1025,1155,1224,1083,955,515,161,7246,843,1339,2973,4205,8891,9711,8053,3609,920,40537,206,201,577,685,1432,2371,4126,2089,741,12441
CED125,1361,3584,7082,6237,3859,3124,1731,534,110,27621,329,466,802,749,590,433,194,61,8,3639,629,1133,2643,2537,3538,3182,1680,537,96,15982,128,164,430,511,670,765,852,297,52,3873,18,49,133,172,330,590,662,357,123,2421,11,6,40,45,51,110,82,69,16,436,289,387,768,686,610,618,573,292,97,4324,2767,5790,11903,10935,9649,8819,5784,2148,508,58304,1513,4124,8851,7129,4151,2857,1377,401,109,30511,269,386,758,737,598,368,175,67,11,3370,383,775,2055,2140,3851,3707,2064,709,200,15883,100,129,322,375,639,1066,915,392,148,4084,22,28,101,153,316,745,710,460,206,2742,5,10,47,72,94,153,133,123,47,686,266,349,770,690,617,709,670,349,210,4620,2556,5794,12898,11298,10259,9600,6041,2506,931,61895,2866,7705,15939,13370,8013,5983,3107,934,218,58134,599,850,1561,1486,1184,805,375,132,25,7011,1015,1906,4699,4677,7390,6891,3752,1245,293,31867,229,289,753,884,1301,1830,1768,694,205,7954
CED126,1114,3091,5430,7432,6804,5514,3817,1739,583,35532,160,233,400,430,519,373,303,181,78,2669,232,357,822,1352,2465,1822,1480,955,304,9786,50,33,98,122,181,211,543,368,146,1750,6,11,39,67,71,170,286,291,159,1093,3,0,21,45,40,18,30,40,15,224,162,201,391,502,533,498,512,441,298,3538,1724,3940,7201,9946,10611,8603,6971,4019,1587,54590,1069,3039,6412,8913,7703,5248,3281,1463,676,37806,97,99,217,350,587,422,392,252,118,2531,137,181,478,878,2301,2520,2506,1438,687,11137,26,27,57,71,105,277,630,514,380,2092,3,7,26,43,104,186,286,341,330,1325,4,3,27,42,33,29,30,49,30,251,144,191,389,496,515,509,643,631,794,4306,1481,3552,7607,10797,11350,9187,7770,4697,3012,59452,2184,6134,11840,16349,14511,10759,7098,3203,1260,73335,256,337,615,779,1103,791,696,427,192,5202,374,539,1296,2232,4764,4341,3990,2392,993,20926,73,59,152,193,287,490,1174,884,531,3843
CED127,1009,2446,4027,4782,4094,4347,2965,1050,262,24973,227,321,569,574,568,476,314,125,40,3210,661,983,2030,2325,3831,2982,1866,762,167,15613,125,106,252,311,515,596,829,366,124,3221,22,21,49,84,195,370,461,352,144,1706,3,4,12,25,25,32,28,24,15,174,209,200,418,474,627,626,627,379,167,3729,2263,4092,7361,8567,9852,9434,7090,3053,926,52631,1139,2757,5306,6246,5254,4577,2853,1039,323,29492,193,245,484,564,629,460,345,140,60,3122,393,619,1248,1711,3584,3520,2554,1119,400,15151,63,59,147,195,430,669,892,474,293,3230,7,11,47,41,134,310,404,381,309,1657,0,3,10,11,16,18,34,30,21,144,209,219,408,440,615,584,661,501,314,3949,2014,3919,7645,9209,10664,10146,7743,3688,1718,56742,2147,5204,9326,11026,9348,8923,5820,2089,587,54470,426,568,1051,1137,1190,935,660,266,96,6339,1057,1607,3280,4038,7415,6511,4422,1880,565,30771,190,160,402,509,946,1265,1723,843,416,6448
CED128,1469,4173,7856,6555,4442,3706,1862,632,139,30840,306,407,647,615,507,344,168,61,16,3068,474,929,1900,2056,3055,2498,1473,554,139,13071,103,145,378,471,621,644,743,294,92,3498,46,136,413,520,652,855,1028,769,277,4693,16,95,296,289,385,353,260,257,107,2053,238,348,769,673,637,648,519,372,168,4374,2656,6239,12268,11179,10294,9051,6048,2935,929,61591,1649,4504,9118,7159,4748,3303,1454,461,127,32521,199,275,569,544,511,302,151,50,16,2616,238,500,1373,1683,3184,2803,1637,699,230,12341,52,77,308,397,579,723,702,356,183,3368,19,53,292,481,658,1066,1253,969,477,5268,10,52,196,302,439,585,526,515,237,2874,226,308,767,637,664,606,575,463,317,4563,2401,5768,12621,11204,10776,9383,6290,3506,1588,63541,3119,8681,16978,13712,9190,7010,3317,1092,268,63358,509,674,1220,1161,1014,648,322,109,36,5680,714,1433,3273,3737,6237,5300,3104,1254,366,25413,159,223,687,866,1198,1364,1443,647,272,6863
CED129,1446,3938,6554,9375,7229,5461,3240,1040,248,38532,172,175,336,382,470,350,270,113,22,2292,239,369,721,1249,2214,1575,1461,747,163,8743,40,40,80,90,155,258,533,318,108,1634,7,11,36,38,85,151,319,272,119,1028,3,9,28,28,44,57,46,41,24,275,102,130,286,321,361,311,304,227,140,2179,2012,4675,8035,11489,10557,8160,6174,2762,822,54678,1546,3824,7763,10851,7604,5182,2655,792,253,40464,113,109,202,348,481,327,288,133,42,2044,171,203,480,969,2244,2400,2382,970,302,10131,19,18,45,69,147,360,684,419,194,1960,9,4,19,40,91,227,368,375,288,1417,3,3,24,33,44,54,51,82,63,370,115,97,317,368,346,317,360,298,231,2447,1979,4256,8847,12679,10957,8868,6785,3061,1378,58820,2990,7758,14319,20226,14830,10643,5890,1831,502,78990,290,287,537,729,957,681,560,242,62,4336,412,580,1199,2217,4462,3977,3843,1713,465,18871,67,57,127,161,295,619,1221,740,304,3590
CED130,978,2453,4084,3778,2817,2979,2132,855,222,20290,293,382,610,565,523,419,316,185,38,3329,569,964,2166,2410,4067,3892,2411,1065,209,17748,178,147,356,425,761,999,1385,667,194,5107,38,53,154,197,373,824,1222,905,353,4114,3,13,26,21,27,44,55,37,8,232,402,412,873,861,969,1112,1111,761,305,6805,2458,4418,8272,8266,9526,10264,8636,4466,1327,57628,1148,2912,5436,5263,3904,3219,2037,930,313,25157,236,295,617,583,655,473,401,224,68,3547,354,685,1504,1855,3779,4314,3056,1451,504,17495,100,127,295,316,637,944,1248,848,372,4892,22,37,83,100,235,575,773,813,590,3224,0,6,23,11,29,35,45,42,13,199,386,417,713,753,928,1072,1099,971,595,6932,2249,4481,8661,8880,10154,10626,8658,5273,2456,61443,2127,5362,9520,9043,6717,6195,4168,1776,537,45450,529,678,1232,1142,1180,888,715,406,107,6876,921,1642,3667,4268,7845,8203,5465,2516,712,35242,279,273,652,742,1395,1950,2639,1516,568,10002
CED131,1190,5025,8390,6290,3913,3650,2063,754,249,31525,265,467,784,636,477,382,236,114,37,3398,347,808,1735,1948,3779,3112,1708,792,240,14467,99,129,214,274,539,647,961,488,202,3558,36,36,126,116,199,378,490,461,231,2070,0,7,35,33,40,42,27,43,16,250,159,303,664,501,663,653,580,480,328,4332,2097,6787,11942,9790,9613,8857,6065,3131,1315,59601,1386,5342,8876,7338,4594,3407,1755,650,248,33603,203,338,551,487,512,344,221,138,58,2843,292,587,1252,1516,3593,3500,2312,1183,455,14680,65,116,186,252,510,856,1063,713,439,4204,18,34,82,77,178,409,488,599,497,2377,3,17,27,45,45,39,37,64,43,313,152,309,520,412,508,593,589,714,907,4708,2115,6748,11499,10113,9936,9146,6465,4059,2646,62729,2579,10366,17269,13628,8513,7059,3813,1401,497,65127,470,807,1336,1121,988,719,461,245,99,6244,639,1398,2982,3457,7367,6611,4017,1977,691,29143,158,247,406,523,1050,1506,2024,1207,643,7759
CED132,966,3684,12003,11367,8207,6164,4401,1773,615,49189,86,94,286,276,297,264,178,100,45,1623,66,98,448,499,826,690,639,401,195,3855,29,11,51,52,92,98,155,143,81,711,14,8,33,43,62,93,166,182,116,714,0,9,35,32,28,29,37,46,23,226,159,266,1050,817,625,527,467,293,211,4417,1321,4175,13900,13078,10127,7874,6032,2940,1286,60731,1029,4139,13576,12459,9035,6545,4141,1789,820,53524,71,89,229,213,309,303,346,203,78,1841,44,79,304,397,934,1233,1256,744,541,5538,13,20,33,54,45,132,290,255,261,1105,3,15,32,30,49,102,245,278,241,995,3,13,31,37,31,57,50,87,45,354,126,309,1123,806,593,561,501,377,465,4868,1290,4661,15335,13993,11002,8939,6822,3731,2459,68235,1993,7820,25580,23823,17245,12706,8541,3563,1440,102716,161,187,519,487,602,570,520,304,127,3462,115,178,748,895,1762,1926,1890,1147,742,9391,43,31,82,104,134,234,444,403,345,1820
CED133,787,1869,3283,3744,3072,4002,2690,1022,285,20764,350,364,568,641,635,652,430,164,40,3852,586,903,1925,2436,4519,4845,3069,1302,292,19883,162,141,342,458,822,1051,1674,763,264,5677,41,52,154,204,373,754,1115,922,451,4058,6,10,22,21,38,43,44,49,16,256,404,385,700,797,999,1238,1074,766,307,6667,2332,3728,7001,8300,10462,12582,10092,4996,1665,61158,878,2181,4361,5174,3977,3952,2200,860,320,23900,246,330,568,688,808,702,476,219,69,4097,402,591,1466,2080,4634,5359,3785,1756,587,20656,101,116,266,313,636,1065,1429,855,459,5239,27,25,80,122,244,529,824,934,831,3614,3,3,21,12,26,37,30,37,31,196,340,300,610,751,930,1134,1057,945,542,6598,1992,3538,7359,9128,11266,12790,9793,5604,2831,64306,1665,4047,7645,8916,7052,7951,4887,1891,606,44667,590,697,1134,1324,1447,1361,905,384,107,7946,989,1493,3385,4519,9156,10207,6856,3053,881,40542,261,253,605,766,1465,2110,3104,1619,728,10915
