CED_CODE_2016,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
CED115,6,23,5370,5398,256,183,5464,5906,3425,665,6386,10474,5238,626,3311,9174,6351,612,2991,9954,6060,442,2453,8955,4092,233,1302,5629,1888,54,679,2624,483,8,318,808,27805,2837,28273,58923,45,31,5067,5143,756,260,4708,5723,5045,742,5217,11002,5870,687,3536,10092,6079,589,3738,10402,5657,418,3630,9706,3130,119,2375,5625,1175,22,1894,3092,156,6,996,1153,27915,2874,31162,61951,52,57,10439,10542,1011,446,10167,11626,8472,1402,11597,21471,11108,1307,6845,19266,12433,1196,6732,20365,11718,855,6091,18662,7224,353,3676,11256,3066,81,2574,5715,636,15,1311,1962,55723,5712,59440,120875
CED116,3,47,3631,3682,100,419,2374,2892,1808,1263,2363,5430,3420,1019,1826,6261,4435,1067,2385,7888,6197,930,2832,9959,6838,574,2229,9642,3583,165,1328,5078,814,40,596,1452,27197,5514,19564,52279,9,92,3434,3534,186,642,1809,2640,2423,1373,2068,5859,3963,1071,2046,7080,4894,1100,2740,8730,6763,903,3140,10810,6293,469,3164,9930,2656,121,2595,5373,391,20,1546,1958,27581,5786,22547,55908,11,133,7072,7215,282,1060,4185,5528,4224,2631,4431,11290,7381,2090,3871,13342,9325,2166,5128,16623,12958,1834,5972,20766,13133,1047,5392,19571,6239,283,3925,10454,1211,53,2141,3406,54781,11303,42107,108195
CED117,5,15,2454,2474,80,340,3750,4172,3191,3137,6332,12659,6021,2362,3029,11414,4661,1590,2689,8942,3133,912,2107,6147,2295,381,1327,4001,1250,85,626,1957,368,15,274,662,20998,8841,22588,52434,11,21,2292,2327,209,569,3807,4587,4120,3330,6212,13663,6337,2271,3663,12278,4443,1522,3563,9533,3037,815,3161,7008,2017,264,2355,4633,859,48,1470,2386,131,9,774,917,21158,8860,27299,57318,14,42,4747,4804,286,911,7558,8755,7308,6466,12548,26318,12364,4636,6695,23690,9105,3117,6254,18471,6163,1728,5268,13156,4309,653,3680,8639,2118,129,2098,4340,497,25,1051,1576,42159,17704,49889,109758
CED118,0,30,5345,5376,127,244,4597,4972,5682,1165,5054,11899,10506,915,2314,13726,7047,735,2036,9817,5395,372,1694,7464,3497,164,981,4642,1394,33,530,1955,264,4,232,506,33913,3669,22781,60359,13,43,4896,4951,370,366,3792,4526,8067,1265,3609,12945,10177,925,2370,13473,6808,697,2538,10036,4947,354,2549,7849,2809,108,2029,4944,802,19,1448,2274,128,7,632,769,34119,3778,23868,61766,8,70,10245,10326,503,612,8385,9497,13751,2431,8659,24842,20684,1834,4681,27204,13853,1430,4572,19859,10344,728,4238,15311,6305,276,3008,9583,2194,52,1979,4227,388,9,868,1272,68028,7446,46647,122121
CED119,0,11,4591,4603,92,193,3850,4132,3190,1227,3277,7688,6903,934,1587,9423,6763,863,1620,9244,6098,497,1269,7865,4383,199,843,5428,1769,63,494,2326,409,8,277,699,29620,3997,17797,51417,0,33,4249,4279,176,310,3452,3939,4315,1330,2643,8282,7504,1030,1709,10245,6911,779,2204,9897,5865,437,1994,8302,3764,155,1866,5780,1230,33,1351,2616,191,7,842,1045,29955,4118,20313,54384,0,41,8840,8885,266,505,7301,8068,7505,2556,5916,15976,14412,1965,3298,19673,13676,1647,3825,19145,11966,939,3258,16165,8150,354,2704,11204,3001,95,1846,4940,608,16,1115,1740,59579,8115,38111,105801
CED120,0,23,4666,4687,114,467,3278,3857,3375,1523,2890,7789,5897,1119,1665,8687,6128,1050,1964,9138,5741,665,1789,8199,4498,333,1402,6230,1926,91,761,2781,368,19,298,688,28045,5293,18712,52056,4,70,4387,4462,265,661,2757,3688,4368,1660,2432,8457,6332,1114,1966,9413,6413,1054,2379,9856,5663,601,2249,8514,3883,237,2179,6299,1305,64,1618,2987,166,13,917,1096,28410,5474,20885,54769,4,97,9054,9151,378,1128,6033,7538,7739,3181,5323,16242,12229,2233,3631,18093,12546,2105,4345,18990,11409,1271,4041,16720,8378,573,3578,12526,3238,159,2377,5763,539,32,1217,1782,56453,10766,39600,106818
CED121,3,52,4495,4545,112,618,3215,3945,3024,1884,3046,7956,4708,1254,2265,8228,5252,1138,2567,8958,5673,716,2362,8749,4895,361,1586,6845,2333,116,887,3340,511,16,428,955,26503,6163,20852,53522,4,117,4215,4333,291,927,2646,3860,3871,1924,2820,8609,5265,1283,2424,8970,5582,1070,2781,9431,5666,677,2685,9029,4296,295,2549,7138,1694,56,2100,3853,270,15,1130,1406,26930,6354,23350,56637,3,163,8712,8882,400,1549,5854,7803,6891,3806,5867,16568,9975,2535,4693,17204,10834,2202,5349,18386,11332,1392,5049,17780,9190,655,4136,13981,4022,175,2993,7193,780,30,1556,2362,53433,12518,44206,110160
CED122,3,29,4329,4360,81,481,6827,7388,3482,3194,7739,14411,6595,1696,2959,11252,5557,1088,2567,9208,4166,612,2216,6999,3174,273,1546,5000,1986,98,870,2956,558,17,420,999,25617,7489,29471,62574,3,47,4164,4212,217,715,6440,7371,4593,3313,6784,14692,6981,1596,3409,11982,5533,967,3428,9923,4046,497,3122,7664,2902,208,2756,5854,1351,50,2243,3643,236,5,1393,1635,25852,7389,33742,66988,6,76,8491,8569,298,1192,13270,14761,8078,6510,14521,29106,13578,3294,6361,23238,11090,2048,5997,19140,8212,1105,5339,14657,6076,478,4299,10851,3343,141,3116,6604,794,27,1814,2635,51471,14879,63214,129558
CED123,4,52,5119,5166,186,628,4410,5230,4417,2240,4535,11191,6411,1380,2714,10504,5601,986,2612,9205,5228,566,2148,7939,3946,259,1346,5552,1495,65,598,2159,265,3,256,529,27552,6176,23743,57471,9,100,4730,4834,403,951,3883,5241,5574,2303,4249,12128,6615,1325,3071,11011,5603,977,3111,9688,5221,519,2931,8674,3230,171,2376,5782,979,35,1599,2613,109,5,812,924,27745,6396,26760,60898,12,148,9847,10004,591,1585,8296,10473,9990,4548,8778,23315,13025,2706,5785,21518,11204,1962,5726,18889,10447,1089,5085,16618,7179,429,3725,11333,2472,103,2198,4771,374,9,1075,1453,55295,12571,50503,118373
CED124,0,31,3752,3779,76,355,2012,2445,1532,1015,2021,4562,3332,929,1701,5958,4565,1111,2503,8170,6062,938,2780,9781,6985,647,2337,9970,3614,188,1400,5207,859,31,600,1494,27031,5239,19105,51373,0,70,3529,3598,152,496,1718,2368,2154,1129,2003,5282,3851,989,1988,6828,5204,1144,2719,9064,6546,895,3044,10491,6390,496,3110,9995,2677,125,2695,5501,378,15,1522,1911,27357,5365,22323,55046,3,103,7278,7379,227,857,3733,4809,3682,2137,4019,9843,7185,1916,3686,12787,9766,2249,5222,17239,12610,1840,5823,20277,13376,1138,5446,19962,6294,315,4100,10713,1235,45,2124,3407,54382,10602,41431,106417
CED125,4,36,5209,5253,166,509,4539,5214,4362,1683,4731,10775,6323,1193,2563,10087,5900,885,2139,8927,5810,612,1754,8176,3829,240,1186,5260,1405,65,486,1950,231,5,192,434,28029,5236,22807,56063,11,70,4925,5006,400,727,4091,5222,5931,1763,4197,11894,6452,1173,2979,10609,5907,891,2875,9666,5449,528,2920,8895,3085,195,2234,5509,858,32,1353,2239,113,4,587,706,28205,5389,26160,59752,19,112,10132,10262,566,1234,8636,10433,10295,3449,8934,22671,12775,2369,5550,20695,11802,1778,5017,18595,11255,1135,4674,17065,6911,430,3424,10767,2262,96,1832,4187,343,9,784,1135,56235,10617,48967,115818
CED126,0,14,4381,4397,55,179,3369,3605,2238,1246,3023,6503,6415,1170,1584,9169,6884,1032,1826,9748,5484,693,1604,7782,4665,331,1174,6167,2606,85,720,3415,675,13,487,1166,29027,4759,18162,51949,3,17,3957,3980,135,329,2764,3232,3190,1404,2343,6945,7206,1156,1747,10109,7105,1099,2428,10637,5364,583,2442,8388,4282,223,2398,6901,1805,53,2153,4015,342,10,1563,1912,29429,4886,21797,56110,3,32,8344,8376,186,515,6132,6833,5433,2649,5366,13446,13621,2322,3331,19272,13995,2136,4251,20384,10844,1277,4046,16176,8944,557,3567,13071,4417,142,2874,7426,1011,23,2049,3077,58450,9648,39954,108061
CED127,0,29,4399,4433,136,355,3081,3565,2459,1316,2797,6574,4836,1171,1814,7825,5646,1156,2143,8948,5673,759,2074,8501,4325,402,1539,6271,1830,113,702,2644,364,19,303,685,25258,5319,18852,49431,0,57,4051,4112,215,487,2675,3378,3250,1420,2279,6945,5354,1246,2024,8622,6049,1139,2686,9874,5528,759,2967,9255,3766,322,2762,6852,1245,61,1855,3158,184,3,909,1095,25598,5505,22199,53297,0,89,8453,8543,350,838,5758,6946,5713,2736,5073,13523,10190,2418,3836,16442,11697,2293,4829,18820,11202,1515,5038,17758,8090,727,4299,13120,3073,173,2556,5800,549,22,1209,1777,50854,10826,41048,102728
CED128,0,28,5228,5256,217,203,5455,5869,4303,863,6167,11340,6588,791,2988,10374,6386,632,2556,9574,5950,510,1988,8445,4149,222,1217,5583,1925,66,644,2632,426,11,282,719,29949,3328,26521,59799,19,33,4956,5012,627,303,4477,5414,6057,968,4741,11770,6859,769,2983,10609,6350,677,3114,10140,5508,423,2905,8838,3357,158,2286,5808,1195,39,1862,3087,171,10,940,1116,30141,3385,28262,61790,18,65,10185,10266,847,509,9933,11280,10367,1832,10914,23115,13447,1556,5973,20981,12733,1308,5664,19716,11458,937,4894,17283,7503,382,3503,11390,3123,99,2499,5722,592,25,1218,1836,60097,6715,54788,121589
CED129,0,8,5116,5122,59,131,4256,4447,3225,685,3629,7542,8775,684,1477,10944,8193,622,1224,10038,6425,387,908,7719,4856,184,723,5759,2012,54,471,2536,397,8,251,656,33941,2761,18051,54752,0,14,4900,4915,118,203,3725,4042,4700,736,2906,8336,9741,730,1747,12214,8033,587,1949,10565,6078,351,2008,8433,4213,130,1979,6317,1313,32,1370,2709,173,10,826,1001,34355,2786,21397,58538,0,22,10008,10039,175,332,7976,8493,7926,1423,6529,15881,18514,1414,3230,23162,16223,1204,3168,20599,12499,734,2913,16146,9067,312,2703,12079,3327,79,1841,5250,567,14,1076,1661,68294,5549,39449,113292
CED130,7,56,3977,4044,102,669,2600,3367,2392,1628,2866,6879,4101,1051,1977,7136,4881,962,2472,8319,5431,738,2623,8798,4895,377,2003,7274,2595,103,1049,3742,544,11,402,958,24943,5605,19973,50520,10,155,3662,3826,224,937,2266,3422,3141,1621,2799,7563,4584,1060,2343,7987,5299,1014,2752,9063,5588,667,2932,9190,4341,276,2734,7355,1865,57,2442,4358,232,9,1339,1576,25275,5796,23264,54342,21,211,7635,7868,324,1607,4859,6794,5526,3246,5664,14445,8687,2111,4321,15126,10184,1979,5220,17382,11027,1405,5559,17988,9228,655,4742,14631,4454,164,3491,8106,767,21,1740,2528,50221,11402,43238,104861
