CED_CODE_2016,M_15_19y_DUDW_LT_5_h,M_15_19y_DUDW_5_14_h,M_15_19y_DUDW_15_29_h,M_15_19y_DUDW_30_h_mo,M_15_19y_DNUDW,M_15_19y_UDW_NS,M_15_19y_Total,M_20_24y_DUDW_LT_5_h,M_20_24y_DUDW_5_14_h,M_20_24y_DUDW_15_29_h,M_20_24y_DUDW_30_h_mo,M_20_24y_DNUDW,M_20_24y_UDW_NS,M_20_24y_Total,M_25_34y_DUDW_LT_5_h,M_25_34y_DUDW_5_14_h,M_25_34y_DUDW_15_29_h,M_25_34y_DUDW_30_h_mo,M_25_34y_DNUDW,M_25_34y_UDW_NS,M_25_34y_Total,M_35_44y_DUDW_LT_5_h,M_35_44y_DUDW_5_14_h,M_35_44y_DUDW_15_29_h,M_35_44y_DUDW_30_h_mo,M_35_44y_DNUDW,M_35_44y_UDW_NS,M_35_44y_Total,M_45_54y_DUDW_LT_5_h,M_45_54y_DUDW_5_14_h,M_45_54y_DUDW_15_29_h,M_45_54y_DUDW_30_h_mo,M_45_54y_DNUDW,M_45_54y_UDW_NS,M_45_54y_Total,M_55_64y_DUDW_LT_5_h,M_55_64y_DUDW_5_14_h,M_55_64y_DUDW_15_29_h,M_55_64y_DUDW_30_h_mo,M_55_64y_DNUDW,M_55_64y_UDW_NS,M_55_64y_Total,M_65_74y_DUDW_LT_5_h,M_65_74y_DUDW_5_14_h,M_65_74y_DUDW_15_29_h,M_65_74y_DUDW_30_h_mo,M_65_74y_DNUDW,M_65_74y_UDW_NS,M_65_74y_Total,M_75_84y_DUDW_LT_5_h,M_75_84y_DUDW_5_14_h,M_75_84y_DUDW_15_29_h,M_75_84y_DUDW_30_h_mo,M_75_84y_DNUDW,M_75_84y_UDW_NS,M_75_84y_Total,M_85y_ov_DUDW_LT_5_h,M_85y_ov_DUDW_5_14_h,M_85y_ov_DUDW_15_29_h,M_85y_ov_DUDW_30_h_mo,M_85y_ov_DNUDW,M_85y_ov_UDW_NS,M_85y_ov_Total,M_Tot_DUDW_LT_5_h,M_Tot_DUDW_5_14_h,M_Tot_DUDW_15_29_h,M_Tot_DUDW_30_h_mo,M_Tot_DNUDW,M_Tot_UDW_NS,M_Tot_Total,F_15_19y_DUDW_LT_5_h,F_15_19y_DUDW_5_14_h,F_15_19y_DUDW_15_29_h,F_15_19y_DUDW_30_h_mo,F_15_19y_DNUDW,F_15_19y_UDW_NS,F_15_19y_Total,F_20_24y_DUDW_LT_5_h,F_20_24y_DUDW_5_14_h,F_20_24y_DUDW_15_29_h,F_20_24y_DUDW_30_h_mo,F_20_24y_DNUDW,F_20_24y_UDW_NS,F_20_24y_Total,F_25_34y_DUDW_LT_5_h,F_25_34y_DUDW_5_14_h,F_25_34y_DUDW_15_29_h,F_25_34y_DUDW_30_h_mo,F_25_34y_DNUDW,F_25_34y_UDW_NS,F_25_34y_Total,F_35_44y_DUDW_LT_5_h,F_35_44y_DUDW_5_14_h,F_35_44y_DUDW_15_29_h,F_35_44y_DUDW_30_h_mo,F_35_44y_DNUDW,F_35_44y_UDW_NS,F_35_44y_Total,F_45_54y_DUDW_LT_5_h,F_45_54y_DUDW_5_14_h,F_45_54y_DUDW_15_29_h,F_45_54y_DUDW_30_h_mo,F_45_54y_DNUDW,F_45_54y_UDW_NS,F_45_54y_Total,F_55_64y_DUDW_LT_5_h,F_55_64y_DUDW_5_14_h,F_55_64y_DUDW_15_29_h,F_55_64y_DUDW_30_h_mo,F_55_64y_DNUDW,F_55_64y_UDW_NS,F_55_64y_Total,F_65_74y_DUDW_LT_5_h,F_65_74y_DUDW_5_14_h,F_65_74y_DUDW_15_29_h,F_65_74y_DUDW_30_h_mo,F_65_74y_DNUDW,F_65_74y_UDW_NS,F_65_74y_Total,F_75_84y_DUDW_LT_5_h,F_75_84y_DUDW_5_14_h,F_75_84y_DUDW_15_29_h,F_75_84y_DUDW_30_h_mo,F_75_84y_DNUDW,F_75_84y_UDW_NS,F_75_84y_Total,F_85y_ov_DUDW_LT_5_h,F_85y_ov_DUDW_5_14_h,F_85y_ov_DUDW_15_29_h,F_85y_ov_DUDW_30_h_mo,F_85y_ov_DNUDW,F_85y_ov_UDW_NS,F_85y_ov_Total,F_Tot_DUDW_LT_5_h,F_Tot_DUDW_5_14_h,F_Tot_DUDW_15_29_h,F_Tot_DUDW_30_h_mo,F_Tot_DNUDW,F_Tot_UDW_NS,F_Tot_Total,P_15_19y_DUDW_LT_5_h,P_15_19y_DUDW_5_14_h,P_15_19y_DUDW_15_29_h,P_15_19y_DUDW_30_h_mo,P_15_19y_DNUDW,P_15_19y_UDW_NS,P_15_19y_Total,P_20_24y_DUDW_LT_5_h,P_20_24y_DUDW_5_14_h,P_20_24y_DUDW_15_29_h,P_20_24y_DUDW_30_h_mo,P_20_24y_DNUDW,P_20_24y_UDW_NS,P_20_24y_Total,P_25_34y_DUDW_LT_5_h,P_25_34y_DUDW_5_14_h,P_25_34y_DUDW_15_29_h,P_25_34y_DUDW_30_h_mo,P_25_34y_DNUDW,P_25_34y_UDW_NS,P_25_34y_Total,P_35_44y_DUDW_LT_5_h,P_35_44y_DUDW_5_14_h,P_35_44y_DUDW_15_29_h,P_35_44y_DUDW_30_h_mo,P_35_44y_DNUDW,P_35_44y_UDW_NS,P_35_44y_Total,P_45_54y_DUDW_LT_5_h,P_45_54y_DUDW_5_14_h,P_45_54y_DUDW_15_29_h,P_45_54y_DUDW_30_h_mo,P_45_54y_DNUDW,P_45_54y_UDW_NS,P_45_54y_Total,P_55_64y_DUDW_LT_5_h,P_55_64y_DUDW_5_14_h,P_55_64y_DUDW_15_29_h,P_55_64y_DUDW_30_h_mo,P_55_64y_DNUDW,P_55_64y_UDW_NS,P_55_64y_Total,P_65_74y_DUDW_LT_5_h,P_65_74y_DUDW_5_14_h,P_65_74y_DUDW_15_29_h,P_65_74y_DUDW_30_h_mo,P_65_74y_DNUDW,P_65_74y_UDW_NS,P_65_74y_Total,P_75_84y_DUDW_LT_5_h,P_75_84y_DUDW_5_14_h,P_75_84y_DUDW_15_29_h,P_75_84y_DUDW_30_h_mo,P_75_84y_DNUDW,P_75_84y_UDW_NS,P_75_84y_Total,P_85y_ov_DUDW_LT_5_h,P_85y_ov_DUDW_5_14_h,P_85y_ov_DUDW_15_29_h,P_85y_ov_DUDW_30_h_mo
CED111,2216,340,32,9,2106,338,5051,2567,1003,124,40,2540,404,6675,3677,2637,439,178,2645,700,10276,2846,3422,902,329,1694,582,9780,2832,3414,910,356,1885,636,10023,2226,2806,886,436,1956,612,8927,1138,1843,878,495,1744,606,6701,532,852,416,324,1361,516,3994,179,240,100,79,695,243,1536,18222,16553,4677,2252,16625,4637,62957,2359,501,50,31,1575,325,4839,2435,1403,229,168,1413,374,6008,2202,3104,1234,1472,1359,608,9990,1108,3184,2393,2116,771,459,10030,1150,3645,2386,1507,945,538,10167,1035,3097,2027,1404,1308,597,9477,514,1609,1564,1402,1400,692,7185,436,893,721,726,1453,665,4902,262,341,176,133,1328,436,2674,11499,17773,10785,8950,11551,4701,65269,4578,840,86,39,3680,665,9886,5000,2407,351,208,3953,775,12683,5880,5744,1672,1655,4002,1308,20262,3952,6603,3292,2454,2460,1042,19810,3981,7056,3290,1862,2832,1169,20198,3263,5901,2916,1839,3271,1212,18403,1650,3454,2437,1900,3145,1304,13888,965,1742,1138,1051,2817,1183,8895,443,580,275,204
CED112,2075,356,24,23,2074,416,4959,1737,600,90,50,1645,320,4440,2872,2301,517,195,1892,570,8345,2772,3042,745,350,1510,539,8964,2737,3096,819,410,2002,711,9775,2178,2747,858,440,2069,700,8998,1151,1856,954,659,2095,766,7483,466,817,449,367,1458,699,4263,185,217,107,104,697,451,1766,16177,15031,4559,2597,15451,5173,58990,2113,516,54,39,1669,384,4785,1553,1062,283,258,1039,291,4486,1516,2657,1461,1811,920,474,8835,877,3010,2190,2327,795,543,9752,1169,3540,2357,1620,1059,640,10390,1116,3080,2092,1633,1439,723,10084,609,1762,1639,1574,1928,906,8421,385,813,635,687,1794,1023,5336,256,283,168,136,1365,839,3050,9595,16728,10891,10084,12000,5826,65122,4191,871,79,64,3743,803,9744,3290,1667,374,304,2689,610,8927,4389,4955,1981,2006,2815,1042,17179,3650,6051,2931,2680,2302,1085,18712,3912,6639,3171,2036,3059,1348,20162,3297,5825,2954,2067,3511,1420,19082,1762,3616,2598,2229,4024,1676,15900,844,1632,1085,1052,3250,1727,9592,443,505,276,236
CED113,1999,321,39,31,1474,562,4414,1410,563,82,51,1121,384,3608,2561,2220,460,223,1511,840,7817,2402,3004,825,407,1274,890,8791,2849,3735,1080,427,1657,1103,10845,2447,3521,1211,673,2027,1076,10948,1263,2291,1178,877,1836,983,8429,508,802,463,387,1072,691,3921,149,157,77,76,424,298,1192,15584,16614,5413,3153,12379,6825,59970,1979,493,72,28,1093,516,4174,1181,894,230,227,647,309,3488,1395,2535,1219,1421,670,677,7924,894,3219,1993,1746,574,661,9094,1317,4169,2479,1438,830,904,11129,1138,3553,2457,1709,1215,940,11017,507,1754,1833,1714,1304,913,8031,324,666,558,688,1036,770,4040,193,227,133,110,860,500,2029,8930,17511,10972,9090,8231,6196,60931,3975,807,110,53,2567,1076,8591,2584,1457,313,273,1765,693,7100,3954,4760,1680,1646,2182,1515,15739,3293,6217,2816,2156,1851,1550,17886,4164,7904,3552,1865,2486,2005,21977,3590,7069,3671,2383,3241,2018,21968,1774,4051,3008,2593,3134,1899,16469,837,1470,1016,1072,2104,1465,7961,344,381,211,189
CED114,2070,407,56,25,1960,669,5194,1609,776,114,55,1527,522,4599,2837,2534,496,245,1985,917,9013,2585,2830,737,354,1618,888,9018,2860,3264,809,349,2104,1083,10470,2789,3107,951,457,2685,1221,11207,1539,2039,970,610,2597,1268,9033,584,812,498,439,1673,975,4981,174,209,104,74,710,422,1699,17053,15968,4749,2618,16864,7963,65218,2141,621,92,52,1449,596,4955,1250,1290,342,267,829,436,4418,1364,2661,1505,1898,1053,835,9322,729,2776,2157,2132,837,826,9455,1072,3564,2420,1627,1118,927,10722,958,3274,2356,1843,1595,1140,11166,589,1705,1707,1815,1970,1204,8992,419,802,746,785,1686,1170,5613,221,283,160,151,1246,658,2725,8742,16981,11482,10578,11787,7799,67367,4213,1025,144,83,3413,1264,10144,2856,2065,459,326,2359,959,9016,4206,5191,2003,2145,3038,1751,18339,3323,5611,2898,2485,2453,1711,18478,3931,6826,3226,1980,3225,2011,21197,3743,6381,3313,2298,4283,2361,22380,2124,3747,2676,2425,4574,2474,18021,1008,1617,1248,1228,3355,2138,10596,393,498,264,231
CED115,1664,453,68,30,3027,475,5715,1802,738,133,63,3152,526,6411,3109,1822,404,179,5032,1054,11602,2334,1959,503,318,4105,903,10120,2402,2112,571,361,4509,912,10860,2044,1985,621,361,3934,812,9753,1078,1188,458,306,2554,580,6159,429,434,255,154,1446,334,3050,101,92,51,32,711,137,1116,14974,10774,3050,1803,28464,5728,64791,1842,696,91,41,2364,439,5476,1884,1150,307,219,2191,466,6219,2174,2535,1141,1576,3682,1058,12162,1113,2215,1527,2042,3149,908,10965,1082,2411,1790,1971,3043,844,11143,1067,2296,1707,1776,2865,760,10476,589,1139,900,961,2072,537,6198,390,505,395,324,1643,403,3653,160,130,80,71,1216,177,1831,10301,13092,7920,8986,22226,5598,68118,3508,1151,157,70,5395,921,11193,3688,1891,436,287,5342,988,12628,5285,4361,1540,1753,8719,2107,23763,3450,4173,2029,2360,7253,1817,21087,3484,4525,2355,2333,7549,1755,22004,3114,4285,2325,2135,6795,1575,20231,1668,2326,1354,1267,4626,1116,12353,822,937,646,479,3090,733,6702,258,216,126,100
CED116,1766,280,40,15,1510,503,4120,1319,573,89,52,1166,405,3606,2065,1831,449,171,1335,823,6683,1900,2500,729,357,1148,803,7436,2313,2965,896,423,1619,877,9098,2443,3642,1438,754,2246,995,11519,1598,3055,1775,1175,2522,1208,11335,682,1211,782,642,1701,923,5945,188,256,166,126,759,475,1966,14275,16314,6362,3715,14006,7015,61704,1806,381,51,31,1210,454,3932,1018,817,205,234,568,275,3125,1013,1971,1102,1425,607,502,6614,695,2445,1811,1704,585,533,7765,1111,3436,2142,1403,938,719,9742,1245,3903,2799,2016,1508,952,12422,665,2470,2584,2459,2129,1249,11547,425,1021,923,1088,1795,1183,6426,257,332,192,181,1207,759,2925,8228,16762,11808,10546,10540,6616,64503,3574,659,89,48,2722,959,8053,2338,1385,291,287,1737,684,6727,3079,3804,1544,1601,1944,1330,13293,2594,4945,2537,2058,1733,1336,15207,3418,6399,3039,1825,2551,1598,18836,3691,7542,4240,2772,3755,1948,23941,2257,5525,4360,3631,4653,2453,22881,1105,2226,1703,1733,3497,2102,12371,447,589,359,305
CED117,1225,168,24,8,1087,235,2746,2069,746,71,31,1484,435,4829,6077,3556,401,158,2907,1455,14541,4445,4335,886,256,1899,1143,12971,3072,3614,775,268,1719,905,10352,1897,2329,573,213,1538,670,7222,939,1311,482,208,1390,471,4801,406,464,210,108,961,302,2449,111,126,48,32,485,107,910,20239,16651,3464,1283,13465,5715,60824,1200,257,23,6,862,218,2575,2438,1124,127,54,1079,476,5305,5572,4634,1049,888,2027,1471,15636,2866,4607,2251,1827,1072,1053,13679,1988,3862,2028,997,928,756,10564,1282,2953,1317,713,1004,639,7911,673,1521,977,638,1030,462,5296,331,547,418,319,985,319,2925,159,204,91,56,793,182,1487,16513,19720,8295,5505,9781,5568,65376,2430,424,52,18,1956,456,5324,4508,1874,193,87,2562,907,10131,11645,8190,1446,1043,4930,2926,30183,7310,8946,3144,2082,2969,2191,26646,5066,7481,2800,1270,2643,1656,20915,3182,5291,1894,922,2543,1306,15134,1607,2830,1455,847,2423,939,10097,735,1013,632,429,1945,620,5375,268,331,141,87
CED118,2432,466,59,14,2303,367,5639,1882,668,105,28,2310,435,5433,4256,3148,570,232,3844,1130,13187,4240,4891,1084,441,3157,1045,14855,2968,3349,818,319,2420,748,10615,2028,2309,640,305,2215,537,8034,884,1252,538,354,1619,377,5022,302,446,209,145,849,228,2175,83,62,40,28,329,110,655,19080,16595,4051,1877,19044,4979,65621,2268,671,86,28,1816,320,5186,1780,1073,194,164,1416,243,4862,2465,3768,2036,2412,2385,701,13769,1378,4135,3030,3211,1734,650,14139,1102,3375,2220,1817,1540,516,10570,886,2403,1649,1379,1557,480,8356,447,1184,990,980,1342,419,5372,263,448,353,321,871,307,2567,115,132,53,44,558,151,1058,10702,17192,10616,10358,13218,3792,65879,4699,1141,136,38,4123,686,10825,3657,1743,295,194,3726,682,10298,6717,6915,2610,2648,6230,1832,26955,5620,9027,4112,3658,4888,1692,28992,4072,6718,3036,2134,3959,1263,21184,2915,4717,2285,1687,3775,1019,16390,1332,2436,1528,1334,2964,795,10398,571,893,560,467,1723,535,4744,198,198,94,74
CED119,2212,260,20,10,2127,229,4850,1880,424,52,20,1986,210,4574,3349,2225,341,120,2074,401,8514,3352,3712,805,282,1479,426,10055,3165,3696,811,239,1514,447,9871,2355,2990,812,353,1516,330,8357,1116,1805,861,424,1400,311,5909,342,638,310,238,877,237,2640,105,131,63,67,545,107,1022,17875,15888,4085,1750,13518,2687,55802,2264,366,22,7,1615,192,4472,1937,765,109,67,1184,148,4215,2140,2710,1251,1380,1035,329,8847,1180,3592,2567,2350,701,375,10770,1064,3929,2597,1618,761,331,10300,938,3103,2128,1359,948,338,8815,485,1531,1534,1325,1069,352,6288,235,558,490,526,959,303,3057,165,205,100,88,1096,164,1805,10400,16762,10797,8717,9367,2524,58572,4480,630,43,18,3735,414,9318,3819,1191,159,93,3170,358,8788,5489,4936,1596,1501,3111,728,17359,4528,7302,3377,2629,2184,805,20829,4235,7623,3409,1857,2277,778,20171,3293,6097,2938,1711,2463,669,17172,1605,3340,2389,1745,2469,654,12202,569,1192,799,757,1831,535,5699,266,333,162,148
CED120,2168,321,25,19,2066,482,5086,1705,580,90,43,1682,348,4443,3012,2447,469,210,1893,776,8813,2908,3332,798,337,1508,809,9697,2844,3473,866,347,1833,800,10160,2264,2848,909,479,1870,708,9074,1220,1776,938,649,1723,760,7069,401,623,382,324,972,489,3195,112,126,60,53,378,244,971,16642,15535,4534,2455,13920,5420,58499,2298,519,57,26,1500,445,4841,1540,949,228,224,987,267,4190,1516,2911,1503,1872,889,537,9234,896,3268,2382,2311,671,532,10065,1010,3793,2535,1779,847,630,10604,913,2940,2159,1691,1058,645,9410,483,1491,1506,1601,1298,679,7059,300,619,489,526,992,624,3540,169,183,108,62,695,517,1735,9123,16668,10975,10105,8935,4876,60678,4468,840,82,46,3565,926,9927,3252,1527,319,263,2666,612,8640,4529,5358,1969,2082,2779,1315,18040,3806,6600,3183,2647,2182,1344,19762,3856,7273,3403,2129,2681,1426,20761,3181,5791,3065,2166,2930,1355,18488,1700,3267,2446,2258,3020,1437,14126,694,1239,867,856,1964,1114,6738,280,309,166,112
CED121,2086,401,37,25,2079,458,5080,1627,694,132,65,1805,459,4781,2835,2714,638,305,1945,1055,9496,2526,3042,883,424,1632,949,9460,2625,3249,948,417,2011,880,10133,2180,3007,1030,606,2250,814,9883,1172,1958,1096,817,2066,835,7954,491,731,493,353,1305,540,3921,126,202,85,84,634,268,1392,15681,15998,5335,3092,15731,6258,62093,2074,575,88,42,1576,385,4738,1332,1160,362,361,916,280,4410,1328,2864,1623,2210,908,579,9512,822,2973,2166,2353,821,549,9685,1008,3473,2229,1761,1126,645,10238,917,2956,2215,1898,1414,715,10119,536,1554,1648,1857,1737,883,8216,361,704,668,712,1490,690,4630,215,230,121,114,1268,535,2487,8592,16500,11123,11304,11259,5262,64043,4159,973,124,63,3653,837,9821,2963,1851,498,427,2724,735,9194,4164,5582,2262,2512,2857,1639,19012,3348,6016,3048,2771,2456,1497,19146,3631,6720,3171,2183,3136,1526,20372,3099,5959,3240,2506,3663,1530,20001,1706,3519,2744,2670,3803,1721,16168,850,1441,1162,1070,2792,1233,8549,345,431,206,195
CED122,1780,330,33,8,2656,468,5270,2822,1045,106,50,4331,981,9336,6148,3199,402,147,5108,1955,16957,4405,3712,799,294,2414,1416,13026,3222,3136,724,256,2105,1122,10567,2109,2267,548,253,1965,849,7988,1114,1383,512,247,1766,733,5748,518,691,298,172,1253,498,3427,179,165,72,66,551,218,1250,22297,15924,3496,1489,22133,8248,73581,1943,418,42,13,2242,383,5045,3170,1417,190,69,3356,711,8927,5405,4339,1141,1020,3381,1404,16691,2363,4158,2257,2073,1362,991,13200,1619,3721,2165,1263,1260,743,10768,1149,2719,1463,1045,1384,682,8432,668,1546,1207,944,1458,703,6525,461,845,571,468,1222,561,4135,301,299,151,105,969,450,2269,17084,19463,9184,6993,16625,6632,75989,3720,748,77,21,4896,853,10316,5993,2466,301,121,7687,1697,18261,11556,7534,1549,1166,8488,3361,33643,6765,7867,3048,2362,3773,2412,26232,4847,6858,2890,1519,3364,1862,21337,3256,4984,2010,1296,3346,1532,16421,1787,2927,1719,1191,3218,1435,12274,985,1538,864,634,2472,1066,7566,485,460,223,166
CED123,2253,483,48,20,2323,464,5595,2191,725,102,39,2324,525,5910,4299,3222,600,219,3183,1190,12710,3426,3669,839,354,2418,1010,11717,2746,3197,710,307,2331,813,10103,2133,2600,724,357,2224,679,8709,1021,1567,709,434,1856,541,6127,341,439,240,188,895,344,2437,54,79,34,37,376,123,710,18468,15988,4001,1958,17932,5684,64029,2238,615,94,54,1838,410,5249,1899,1400,344,302,1490,458,5893,2351,3932,1901,2425,1763,1017,13383,1189,3719,2368,2532,1271,835,11911,1107,3503,2131,1673,1347,738,10501,918,2725,1983,1609,1515,634,9383,445,1280,1206,1261,1569,628,6385,243,503,375,383,1092,469,3064,166,175,73,52,716,208,1394,10561,17850,10477,10276,12597,5404,67169,4491,1102,142,75,4154,874,10850,4089,2128,446,344,3823,984,11809,6643,7151,2504,2642,4941,2210,26094,4622,7392,3205,2889,3686,1847,23635,3858,6702,2844,1974,3679,1551,20599,3057,5322,2707,1960,3739,1311,18094,1466,2849,1911,1693,3425,1169,12518,582,939,612,567,1992,811,5505,225,246,113,87
CED124,1685,349,45,16,1578,525,4199,985,490,90,62,1002,273,2896,1615,1491,380,238,1109,442,5277,1745,2210,699,420,1092,563,6728,2272,2989,933,507,1719,823,9243,2289,3376,1345,768,2360,984,11128,1543,2982,1764,1256,2783,1229,11555,679,1066,785,678,1815,961,5973,185,263,154,141,770,447,1956,12993,15207,6189,4081,14227,6247,58951,1731,494,59,43,1195,493,4015,857,722,235,248,519,231,2810,783,1700,950,1487,508,401,5834,611,2332,1715,1748,533,505,7449,1010,3401,2227,1668,940,732,9979,1074,3457,2780,2146,1510,886,11849,709,2229,2551,2552,2253,1179,11480,401,960,955,1077,1780,1152,6317,248,303,198,164,1233,713,2860,7425,15594,11672,11133,10471,6287,62589,3419,841,102,58,2780,1018,8215,1845,1207,330,309,1518,501,5700,2398,3190,1331,1725,1617,843,11111,2356,4546,2413,2173,1622,1069,14176,3286,6386,3163,2178,2661,1553,19225,3366,6832,4124,2912,3873,1871,22976,2250,5217,4318,3810,5038,2405,23034,1077,2022,1736,1753,3597,2111,12290,431,566,353,303
CED125,2110,480,53,14,2585,470,5710,1997,752,109,51,2441,462,5807,3892,2885,507,249,3517,870,11919,3121,3195,774,385,2747,727,10954,2588,2916,678,379,2460,631,9659,2172,2530,723,376,2431,601,8839,993,1337,636,438,1842,545,5784,297,391,221,170,778,294,2146,61,64,26,23,237,96,508,17238,14541,3725,2088,19036,4694,61321,2193,681,103,47,1882,468,5375,1857,1287,366,301,1585,403,5807,2232,3561,1784,2392,2082,853,12916,1178,3202,2153,2520,1570,689,11312,1084,3150,2066,1704,1648,621,10275,1032,2757,1814,1574,1787,655,9613,486,1254,1110,1079,1507,614,6052,251,480,323,304,821,337,2509,99,107,53,56,427,198,933,10411,16477,9771,9983,13317,4843,64792,4309,1158,154,63,4469,935,11084,3853,2036,475,351,4027,868,11615,6126,6444,2291,2641,5595,1729,24833,4296,6400,2930,2908,4316,1414,22262,3674,6065,2744,2082,4108,1256,19928,3201,5283,2534,1955,4221,1256,18450,1482,2586,1744,1519,3346,1157,11839,546,866,543,470,1598,630,4663,157,167,82,79
CED126,2158,200,4,3,2006,265,4648,1702,369,43,11,1604,229,3955,2989,1680,238,79,1789,424,7203,3573,3435,796,221,1369,551,9948,3562,3846,870,268,1506,562,10622,2614,3106,693,257,1404,532,8608,1524,2213,873,367,1512,479,6978,631,1048,467,269,1149,459,4023,192,260,104,91,671,267,1587,18955,16167,4095,1571,13010,3770,57557,2185,288,20,5,1506,222,4228,1655,626,82,43,951,205,3559,2086,2349,840,930,1002,407,7613,1327,3541,2552,2245,643,498,10802,1475,4351,2725,1551,744,516,11359,1194,3482,2079,1108,836,490,9187,656,2130,1867,1339,1178,618,7786,450,964,800,688,1177,627,4701,315,371,181,158,1330,658,3011,11344,18095,11138,8068,9363,4236,62246,4347,488,28,8,3515,486,8871,3351,990,130,55,2555,437,7513,5076,4027,1077,1008,2790,831,14813,4907,6975,3345,2466,2010,1049,20754,5041,8200,3590,1821,2244,1084,21976,3805,6589,2777,1365,2236,1015,17794,2181,4343,2743,1705,2688,1093,14760,1082,2016,1264,954,2319,1085,8722,514,630,286,248
CED127,2325,393,32,15,1700,353,4815,1738,553,79,25,1451,253,4094,2681,2091,407,166,1549,464,7362,2601,3101,788,343,1210,527,8574,2748,3667,987,382,1418,652,9859,2314,3413,1014,473,1620,600,9436,1164,2097,1028,678,1523,605,7097,379,689,410,331,915,334,3054,110,126,69,55,426,134,926,16055,16132,4808,2466,11820,3930,55213,2283,507,62,31,1313,329,4536,1546,916,217,162,830,246,3923,1460,2334,1169,1595,674,419,7652,903,3034,2139,2151,545,445,9216,1198,4015,2516,1654,679,603,10670,1173,3584,2296,1526,978,588,10151,568,1885,1752,1635,1255,654,7748,325,677,565,626,1001,498,3688,193,208,107,109,846,257,1717,9660,17159,10831,9485,8117,4038,59296,4611,906,91,41,3015,691,9351,3282,1465,298,187,2277,493,8018,4141,4421,1579,1764,2226,880,15014,3509,6139,2924,2495,1754,973,17789,3947,7684,3510,2034,2104,1255,20530,3491,7000,3308,2000,2598,1193,19585,1733,3982,2787,2307,2777,1257,14838,701,1369,974,958,1920,826,6747,299,332,171,160
CED128,1714,427,50,25,2845,451,5522,1863,605,119,54,3207,437,6285,3491,2195,412,188,5096,911,12296,2925,2616,634,302,3970,768,11207,2564,2425,568,312,3722,730,10310,2039,2259,625,330,3197,622,9075,1033,1327,547,384,2272,497,6066,438,512,239,168,1257,332,2949,114,104,46,37,484,140,934,16187,12469,3244,1802,26055,4889,64641,1909,683,114,61,2109,386,5270,1802,1079,288,229,2051,377,5823,2146,2895,1474,2018,3293,824,12664,1113,2801,1861,2336,2441,700,11248,1088,2862,1908,1896,2380,676,10812,893,2378,1683,1612,2266,590,9421,550,1230,1024,1118,1879,509,6306,372,554,432,393,1375,387,3515,184,177,87,53,823,268,1592,10061,14671,8861,9712,18622,4716,66645,3623,1116,171,87,4955,835,10787,3667,1687,410,285,5261,810,12107,5641,5093,1887,2211,8389,1735,24954,4036,5418,2493,2638,6413,1472,22459,3648,5285,2473,2210,6104,1403,21122,2937,4633,2310,1942,5458,1213,18494,1581,2561,1569,1504,4148,1006,12374,813,1069,668,557,2630,722,6462,298,279,136,91
CED129,2512,355,17,6,2186,202,5278,2018,500,49,12,1945,152,4686,3205,1949,287,109,2167,328,8044,3768,4197,965,324,1857,386,11497,3365,3824,880,309,1779,404,10567,2314,2892,775,320,1553,312,8169,1210,1911,858,440,1468,289,6176,426,688,330,246,872,202,2765,94,130,79,48,379,99,822,18909,16436,4242,1826,14209,2379,57999,2574,486,41,15,1780,190,5099,2014,742,99,43,1249,120,4266,2172,2461,1174,1334,1392,327,8856,1222,3910,3031,3066,1085,379,12692,1066,3933,2749,1897,978,340,10969,894,2965,2121,1528,1074,304,8889,524,1608,1641,1506,1185,328,6802,304,613,510,502,872,251,3065,160,193,102,69,675,184,1379,10938,16919,11475,9962,10294,2430,62013,5090,839,59,23,3970,393,10379,4028,1244,151,56,3196,273,8954,5376,4407,1461,1442,3553,658,16898,4989,8110,3991,3394,2943,767,24184,4429,7764,3632,2206,2758,746,21531,3207,5858,2895,1852,2623,612,17049,1739,3518,2493,1952,2650,621,12973,730,1301,843,757,1744,458,5830,253,320,178,114
CED130,2007,475,64,29,1815,728,5112,1525,810,122,71,1451,445,4431,2477,2387,537,244,1720,909,8273,2100,2648,813,404,1380,915,8271,2479,3044,821,405,1820,963,9530,2388,2916,924,562,2342,1135,10273,1327,2050,1037,760,2277,1181,8637,544,847,506,439,1322,803,4469,155,142,89,75,560,309,1327,15014,15322,4913,2996,14685,7390,60318,2053,671,99,45,1400,623,4893,1214,1265,342,347,867,453,4493,1203,2516,1423,1878,927,732,8675,742,2667,1996,1997,734,750,8881,1025,3499,2225,1504,1019,892,10162,1048,3200,2236,1728,1365,1046,10628,554,1716,1722,1884,1693,1089,8661,387,773,750,868,1474,1029,5279,231,298,156,142,1076,553,2464,8456,16603,10955,10397,10551,7174,64141,4059,1144,169,77,3206,1350,10006,2742,2081,464,419,2317,897,8919,3681,4902,1960,2127,2644,1637,16951,2842,5312,2810,2402,2119,1669,17156,3505,6544,3041,1914,2838,1855,19694,3431,6122,3163,2294,3709,2184,20899,1889,3768,2763,2643,3971,2270,17303,932,1618,1264,1306,2794,1835,9745,386,438,243,221
