CED_CODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
CED111,0,0,3,29,29,37,39,56,12,201,0,4,37,59,16,11,8,4,0,141,0,0,10,19,3,3,0,0,0,42,3,24,46,71,12,3,0,3,0,170,0,3,7,67,190,266,302,170,39,1042,0,3,5,51,91,32,30,26,3,243,3,18,46,86,51,35,30,10,3,273,7,16,85,102,54,74,25,10,4,366,0,4,3,17,44,43,28,21,12,161,0,3,7,27,5,6,3,0,0,49,60,161,228,614,331,275,266,211,100,2247,205,327,547,1153,638,631,558,369,158,4582,4566,9341,11726,20055,10023,8927,6701,3994,1536,76868,0,0,3,4,3,0,6,0,0,19,3980,7853,8800,14577,6996,6114,3936,2449,1500,56204,0,3,10,20,3,0,0,0,0,39,0,3,3,42,15,27,14,15,3,122,0,0,0,10,0,3,0,0,0,10,4,8,17,89,36,25,12,6,3,197,0,0,4,35,47,30,54,22,6,203
CED112,0,0,0,0,5,6,5,7,3,25,0,0,0,19,3,6,11,7,0,48,0,3,4,3,3,0,0,0,0,13,0,8,10,21,5,5,0,0,0,52,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,5,0,3,0,18,0,21,20,58,42,41,26,6,0,214,0,6,0,25,14,3,0,0,0,56,0,6,0,17,19,23,33,15,3,113,0,3,3,25,11,11,5,0,3,68,8,28,34,225,180,156,187,134,34,986,193,459,479,1067,690,689,638,446,262,4915,4810,10639,9407,17312,9775,8998,7483,4263,1766,74437,0,0,3,4,0,3,0,0,0,5,4344,9116,8324,15137,7789,7411,5840,3598,2088,63639,0,0,7,5,3,0,0,0,0,17,0,0,0,0,3,7,0,5,0,16,0,0,0,11,4,0,0,0,0,22,0,4,9,39,20,16,10,3,3,99,0,0,0,14,11,13,8,10,3,64
CED113,0,0,0,6,13,17,16,22,3,67,3,6,3,20,13,13,11,4,0,75,0,0,8,27,0,0,0,0,0,32,5,18,14,24,5,3,0,0,0,63,3,0,3,58,64,66,57,20,11,283,0,3,0,8,8,5,0,0,0,20,11,39,30,67,45,41,53,8,0,303,0,0,5,29,18,12,0,0,0,68,0,0,0,9,24,26,19,11,0,81,0,0,0,17,11,11,6,0,0,50,7,43,32,247,178,194,229,169,39,1129,275,505,595,1431,1027,1059,840,482,172,6379,4318,9484,8025,16603,10845,10948,8429,3921,1192,73772,0,0,0,4,0,0,0,0,0,4,3605,8063,6631,13159,8386,8029,5498,2663,1309,57346,3,6,12,57,4,0,0,0,0,79,0,0,0,3,4,6,0,7,0,17,0,3,0,4,0,8,0,0,0,18,3,13,3,53,26,44,19,5,0,171,0,0,0,4,18,5,11,3,0,41
CED114,0,0,0,0,3,3,4,7,0,23,3,13,4,54,18,8,3,0,0,101,0,0,20,81,0,0,0,0,0,103,6,8,11,8,7,0,0,0,0,39,0,0,0,0,0,0,0,0,0,4,3,0,3,17,23,5,3,0,0,59,3,10,11,29,16,18,17,3,0,103,0,4,5,9,5,3,0,0,0,33,0,0,0,11,4,7,19,11,0,55,0,3,8,15,15,3,0,0,0,49,7,43,65,277,148,130,110,82,30,892,348,756,813,1689,1051,1219,1084,664,259,7892,5226,10738,9791,18035,10470,11207,9033,4981,1699,81180,0,4,7,15,0,0,0,0,0,26,4449,9315,8096,14631,8625,8800,6730,4034,1929,66614,3,3,7,35,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,4,3,23,5,4,5,0,0,50,0,0,0,3,3,3,3,0,0,17
CED115,0,0,6,93,82,96,104,65,17,469,0,9,20,41,22,14,21,9,3,138,0,0,5,11,6,10,6,0,0,40,11,32,60,333,38,39,11,0,0,517,5,3,13,69,63,103,78,30,5,373,9,10,8,40,63,48,35,10,0,221,4,4,12,30,9,13,4,0,0,77,62,258,755,3408,2971,2474,912,308,145,11295,0,0,0,0,0,4,5,6,0,18,0,10,12,19,15,0,0,0,0,57,63,282,433,1510,1063,937,770,371,116,5531,384,678,724,1666,779,707,473,235,95,5731,5438,10714,12127,21720,10860,9753,6159,3050,1116,80936,3,7,25,48,6,6,0,3,0,90,4402,7847,7353,6333,2072,1876,1005,642,326,31849,3,4,7,91,8,5,3,0,0,124,0,3,38,181,120,122,60,42,13,575,12,38,178,1075,688,612,287,139,78,3105,3,0,3,10,0,0,3,0,0,18,0,5,10,117,125,138,142,48,11,593
CED116,0,0,0,0,7,12,17,20,4,49,0,0,0,15,3,3,3,3,0,34,0,0,3,3,0,0,0,0,0,3,0,7,16,24,5,0,0,0,0,58,0,0,0,0,10,11,13,3,0,36,0,0,0,0,3,0,4,0,0,10,0,26,15,37,34,43,51,7,7,221,3,0,4,30,20,4,4,0,0,65,0,0,0,7,19,31,30,18,7,115,0,0,3,13,3,8,6,0,0,28,3,18,14,116,100,150,255,166,53,875,192,483,545,1136,830,978,1001,624,259,6047,3791,8672,7724,14116,9098,11519,11335,5945,1966,74171,0,0,0,0,0,0,0,0,0,0,3382,7476,6325,11774,7427,9461,7867,4266,2011,59984,0,4,0,14,0,0,0,0,0,12,0,0,0,0,3,4,0,3,0,18,0,0,0,3,0,0,3,0,0,10,0,3,10,39,19,24,24,7,0,130,0,0,6,7,8,15,10,3,3,48
CED117,0,0,0,12,13,15,11,10,0,66,0,0,11,61,21,18,9,6,0,136,0,6,17,73,10,4,0,0,0,108,3,14,53,322,44,28,9,3,0,472,0,0,0,20,13,17,20,16,3,92,0,3,13,84,40,19,20,7,0,184,25,65,48,259,120,52,33,9,3,616,6,31,122,353,159,189,80,31,20,988,0,0,0,41,32,22,17,3,0,116,0,0,0,21,10,3,0,0,0,38,22,79,148,1213,465,370,402,243,82,3026,296,431,552,2399,874,634,431,241,76,5920,4580,7423,7579,27513,10352,7222,4801,2449,910,72829,0,0,0,6,0,0,0,0,0,9,4011,5835,5467,16249,6053,4106,2294,855,576,45447,0,4,16,83,12,7,0,0,0,117,0,0,0,19,12,4,5,9,3,51,0,3,3,26,8,8,3,5,0,56,3,8,19,161,40,35,16,4,0,293,3,0,4,71,24,19,30,3,3,155
CED118,0,0,0,27,16,32,33,17,8,136,18,123,218,1184,453,324,154,51,6,2516,3,3,11,39,4,13,5,0,0,80,3,7,25,38,11,6,4,3,0,94,0,0,0,6,8,8,6,0,0,30,0,3,27,126,92,57,26,11,0,337,12,55,66,77,38,28,9,3,0,290,3,3,7,76,39,34,11,3,0,182,0,0,0,4,10,8,5,6,5,40,0,9,32,36,24,13,0,0,0,109,33,155,351,960,487,407,268,160,38,2869,258,394,409,1275,540,437,290,157,77,3828,6970,12829,11074,28037,10615,8034,5022,2175,655,85421,0,4,74,260,88,84,31,6,3,552,6188,9756,6791,11809,4443,3333,2154,1017,441,45941,7,26,32,295,80,39,8,3,0,493,0,0,3,28,31,24,15,14,0,108,0,0,3,22,5,6,0,0,0,37,0,9,27,40,19,10,4,3,0,106,0,0,0,45,32,27,36,8,7,159
CED119,0,0,0,7,22,14,12,5,4,61,0,7,4,26,28,33,19,3,0,114,0,0,0,19,0,3,3,0,0,28,3,11,15,43,16,0,4,0,0,91,0,0,3,47,58,59,52,11,3,238,0,0,4,17,14,7,0,3,0,45,6,29,23,51,41,25,21,3,0,202,0,14,9,107,63,60,22,9,3,281,0,0,5,23,25,14,11,8,5,85,0,4,6,20,11,4,4,3,0,49,6,70,93,535,311,267,210,102,34,1630,112,240,298,722,400,324,256,144,67,2567,5032,10235,9426,18572,9871,8357,5909,2640,1022,71070,0,0,0,3,0,0,0,0,0,3,4613,9011,7663,14157,6917,5891,4182,1936,1247,55612,0,10,5,74,34,11,4,0,0,137,0,0,0,25,15,12,8,4,0,72,0,0,3,25,6,9,5,0,0,47,0,9,9,61,32,13,11,3,0,134,0,0,4,34,42,26,17,3,0,126
CED120,0,0,0,9,11,16,14,8,0,46,0,3,3,15,11,9,7,0,0,51,0,0,0,10,6,4,3,0,0,25,0,4,10,20,5,0,0,0,0,38,0,0,0,9,11,16,8,0,0,46,0,0,3,9,8,0,0,3,0,16,3,29,13,41,34,31,26,8,5,180,0,0,6,33,13,14,3,0,0,69,0,0,4,13,22,20,22,5,0,87,0,0,7,24,12,6,0,0,0,55,10,32,46,269,208,167,163,86,35,1018,227,452,459,1099,706,655,577,313,103,4593,5238,11038,9529,18503,10160,9074,7069,3195,971,74780,0,0,4,9,5,3,0,0,0,21,4594,9647,8134,15928,8079,6864,4837,2393,1241,61708,0,0,3,19,0,0,0,0,0,24,0,0,0,9,3,4,0,0,0,24,0,0,6,21,5,3,3,0,3,43,0,3,7,40,18,14,13,3,0,108,0,0,3,26,30,14,17,5,0,102
CED121,0,0,0,0,3,5,10,3,0,25,0,8,0,20,10,7,3,7,0,50,0,0,0,12,0,0,0,0,0,13,3,3,14,33,3,0,0,0,0,57,0,0,0,0,4,6,3,5,0,27,0,0,3,5,4,0,0,0,0,13,4,20,13,45,23,13,18,6,0,158,0,5,3,28,7,7,0,0,0,48,0,0,0,12,17,8,15,10,3,65,0,3,8,17,9,10,5,0,0,60,3,34,33,164,109,94,106,60,34,646,190,509,463,1189,708,756,678,342,149,4994,5229,10407,9859,18957,10133,9883,7954,3921,1392,77730,0,0,0,0,0,0,0,0,0,0,4735,9246,8335,16215,8310,8187,6163,3538,1876,66601,3,3,0,19,0,0,0,0,0,21,0,0,0,7,4,4,0,0,0,14,0,0,0,10,3,3,0,0,0,21,0,4,3,32,12,15,8,5,3,78,0,0,0,5,12,3,6,0,0,27
