SAL_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL13657,38,34,152,117,46,38,18,13,4,469,787,516,2409,1782,714,491,350,137,32,7212
SAL13658,379,209,291,264,203,152,115,60,26,1684,2824,1559,2259,1965,1609,1370,996,500,181,13256
SAL13659,38,12,57,63,14,17,11,8,7,224,475,264,1058,836,426,284,176,65,42,3629
SAL13660,0,0,0,0,0,0,0,0,0,0,11,13,5,7,14,20,8,3,0,85
SAL13661,25,0,8,11,8,3,4,0,0,64,59,14,20,28,30,21,16,11,5,204
SAL13662,17,11,4,3,3,0,0,4,0,47,107,70,78,54,81,64,84,31,10,575
SAL13663,0,0,3,0,0,0,0,0,0,11,34,21,16,19,29,21,18,3,7,162
SAL13664,80,60,48,96,64,31,30,20,3,428,2122,1216,915,1789,1392,901,675,291,51,9349
SAL13665,27,55,92,69,74,51,40,40,18,477,995,907,1657,1219,1160,749,479,324,130,7619
SAL13666,5,0,3,0,0,0,0,0,0,13,12,4,10,11,4,15,14,0,0,75
SAL13667,0,0,0,0,0,0,0,0,0,0,7,8,4,0,5,5,18,0,0,56
SAL13668,19,5,16,13,18,13,9,0,3,104,265,178,154,163,229,246,175,75,52,1532
SAL13669,13,3,3,0,13,9,6,0,0,41,123,57,52,68,75,68,59,19,4,517
SAL13670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10
SAL13671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
SAL13672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,25
SAL13673,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,9,7,3,0,24
SAL13674,0,0,0,3,0,0,0,0,0,11,19,16,12,7,27,14,28,8,0,126
SAL13675,0,0,0,4,4,7,4,3,0,22,54,26,21,26,53,60,70,32,5,347
SAL13676,0,0,0,0,0,0,0,0,0,3,24,18,6,15,15,12,8,5,0,92
SAL13677,53,52,33,30,51,67,30,14,10,345,617,417,398,456,547,654,563,265,137,4046
SAL13678,0,0,0,0,0,3,0,0,0,11,3,4,4,5,10,18,9,0,0,55
SAL13679,20,5,9,15,17,17,16,0,0,97,117,68,51,77,112,133,113,20,0,692
SAL13680,0,0,0,4,4,9,0,0,0,11,14,21,8,13,16,28,28,7,0,136
SAL13681,0,0,0,0,0,0,4,0,0,4,8,0,0,5,9,0,3,7,5,34
SAL13682,4,6,0,0,6,0,3,0,0,23,17,26,12,12,22,32,30,8,5,156
SAL13683,0,0,0,0,0,5,4,0,0,16,29,16,16,18,21,33,16,15,0,151
SAL13684,3,0,3,0,0,0,0,0,0,8,16,3,13,10,6,13,9,0,0,65
SAL13685,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,7,9,0,0,27
SAL13686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
SAL13687,6,0,5,0,0,0,3,0,0,20,28,14,12,17,19,26,28,11,3,161
SAL13688,0,0,3,0,0,0,0,0,0,6,17,11,11,13,14,9,12,7,0,88
SAL13689,4,6,4,0,0,5,4,0,0,19,35,29,12,20,38,41,35,8,6,220
SAL13690,205,366,435,169,148,144,98,65,49,1689,2921,5119,5863,2881,2554,2711,1922,1243,704,25915
SAL13691,40,16,31,30,23,15,16,11,8,192,669,410,525,550,476,447,318,168,72,3636
SAL13692,15,9,11,6,8,16,16,9,8,93,177,96,97,85,121,147,135,88,37,988
SAL13693,4,0,0,0,6,0,0,0,0,5,3,3,0,4,7,3,12,0,0,31
SAL13694,8,4,0,0,8,3,5,0,0,36,36,24,31,13,45,40,30,17,5,242
SAL13695,4,9,0,3,11,4,3,0,0,37,33,24,17,21,33,41,42,22,0,241
SAL13696,11,7,7,6,11,15,12,7,3,66,104,46,68,67,82,157,171,50,16,766
SAL13697,0,0,0,0,0,0,0,0,0,19,55,23,33,26,31,47,43,17,0,270
SAL13698,0,0,0,0,0,0,0,0,0,0,15,3,11,6,0,11,10,0,0,54
SAL13699,76,31,83,70,65,50,30,16,7,420,708,353,707,673,599,525,404,176,76,4222
SAL13700,0,0,0,0,0,0,0,0,0,0,14,3,3,7,3,21,10,6,0,65
SAL13701,11,0,0,7,4,0,3,0,0,28,25,13,3,21,17,26,12,5,4,128
SAL13702,35,46,108,66,38,62,43,18,22,445,1004,712,1640,1260,1001,764,521,238,145,7288
SAL13703,6,0,0,3,5,0,0,0,0,8,51,29,24,26,40,34,27,9,3,234
SAL13704,0,0,0,0,0,5,0,0,0,3,16,12,10,14,16,18,7,4,0,93
SAL13705,44,31,30,28,36,39,19,22,11,249,432,292,258,257,378,403,395,222,62,2708
SAL13706,0,4,0,3,0,5,0,0,0,14,41,36,3,31,40,26,45,15,3,234
SAL13707,0,0,0,0,3,3,6,3,0,19,5,11,8,7,14,19,24,10,0,94
SAL13708,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,7,5,0,42
SAL13709,10,0,4,7,3,5,0,5,0,42,72,55,33,38,76,66,65,53,16,475
SAL13710,16,8,0,3,19,16,16,14,6,97,199,98,134,109,158,215,273,211,47,1439
SAL13711,0,0,0,0,0,0,0,0,0,0,12,9,8,3,15,4,6,5,0,61
SAL13712,43,26,22,28,29,27,28,26,4,229,281,162,139,194,251,284,372,198,57,1934
SAL13713,35,16,14,16,21,26,20,9,0,150,271,141,150,135,181,213,241,111,17,1456
SAL13714,61,132,455,262,215,154,89,71,31,1471,877,1493,5164,3121,2011,1502,899,516,231,15828
SAL13715,33,32,28,30,33,50,66,70,56,394,399,257,260,258,356,687,873,557,234,3888
SAL13716,114,62,135,102,88,94,61,34,21,716,1797,1088,2340,1878,1426,1233,846,626,333,11570
SAL13717,19,35,21,18,16,42,21,12,0,192,237,227,160,160,226,246,199,77,11,1556
SAL13718,3,6,0,0,9,12,10,9,0,53,74,59,23,42,89,82,81,43,9,504
SAL13719,0,6,4,8,6,10,13,0,0,44,29,36,23,39,57,49,62,22,3,310
SAL13720,11,15,6,8,13,0,4,0,0,54,62,55,26,49,62,43,42,7,6,357
SAL13721,0,0,0,3,0,0,0,0,0,4,27,16,9,14,10,8,14,9,0,106
SAL13722,0,0,0,0,0,0,0,0,0,3,11,8,0,6,7,3,7,0,6,35
SAL13723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9
SAL13724,4,0,6,3,4,6,0,0,3,27,9,8,7,15,20,45,61,31,3,196
SAL13725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13726,46,45,41,28,46,64,54,52,28,401,678,436,427,436,677,769,779,602,237,5044
SAL13727,7,5,0,3,5,14,0,0,0,40,102,68,44,85,71,106,86,38,15,609
SAL13728,0,0,0,0,0,0,0,4,0,3,10,3,3,3,3,9,7,9,0,44
SAL13729,7,3,9,14,9,3,5,4,3,53,127,114,275,206,126,94,91,40,23,1100
SAL13730,56,203,522,273,138,87,50,36,13,1383,848,2130,6555,3433,1487,1035,703,363,115,16667
SAL13731,66,32,142,88,26,12,12,9,0,385,619,451,1993,1022,342,261,131,25,13,4848
SAL13732,139,67,58,94,100,73,68,57,43,700,1857,1135,912,1307,1501,1278,1158,1057,549,10749
SAL13733,42,22,17,43,24,20,16,16,3,202,536,416,333,359,480,436,311,241,87,3200
SAL13734,0,0,0,0,0,0,3,0,0,0,21,3,3,10,8,5,5,0,0,53
SAL13735,0,0,0,0,0,0,0,0,0,4,5,0,3,7,0,6,8,0,0,33
SAL13736,0,0,0,0,0,0,3,0,0,7,22,10,9,10,12,12,9,0,0,76
SAL13737,27,19,0,10,16,11,8,9,0,109,346,204,71,194,247,259,137,56,4,1516
SAL13738,13,9,9,12,11,15,10,3,0,84,72,53,37,54,65,116,84,32,0,508
SAL13739,14,3,6,11,11,4,0,0,0,53,137,65,62,79,85,83,83,21,5,615
SAL13740,4,4,4,0,0,4,0,0,0,12,42,30,38,30,29,44,31,15,4,257
SAL13741,0,0,0,0,0,0,0,0,0,0,0,13,10,0,9,0,0,0,0,28
SAL13742,90,61,57,40,57,21,33,19,13,387,1339,709,848,691,765,561,499,283,91,5777
SAL13743,5,4,5,0,0,9,0,0,0,33,35,27,15,24,39,50,39,23,0,242
SAL13744,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,8,4,0,0,19
SAL13745,11,6,0,4,0,9,7,7,3,43,29,16,10,24,15,40,60,22,8,224
SAL13746,3,0,0,0,0,0,3,0,0,8,41,11,20,26,18,23,17,9,0,165
SAL13747,120,71,94,85,36,27,16,0,0,456,1758,828,1413,1470,560,326,175,33,12,6570
SAL13748,10,0,3,3,4,6,0,0,0,26,48,25,7,19,36,21,19,13,0,185
SAL13749,9,9,8,7,16,18,10,5,4,89,170,83,70,94,132,158,123,81,10,914
SAL13750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13751,3,0,0,5,0,0,0,0,0,5,7,0,0,0,3,9,7,4,0,25
SAL13752,0,0,0,0,0,0,0,3,0,6,4,6,4,5,10,11,18,4,6,67
SAL13753,6,0,4,3,10,10,20,13,0,72,104,59,73,63,113,174,278,114,5,993
SAL13754,0,0,0,0,0,0,4,0,0,11,3,4,4,5,7,15,7,3,0,44
SAL13755,3,0,4,0,0,0,0,0,0,12,11,12,15,11,12,16,16,3,5,103
SAL13756,4,0,0,0,5,0,0,0,0,17,12,18,0,10,13,20,4,3,0,96
SAL13757,21,11,22,30,22,12,8,3,0,128,232,149,320,267,224,159,85,45,12,1478
SAL13758,0,0,0,0,0,5,0,0,0,3,7,6,8,8,21,32,17,0,0,94
SAL13759,6,3,5,3,10,13,10,3,0,42,45,13,31,26,33,53,46,18,9,273
SAL13760,5,0,0,0,0,3,0,0,0,5,5,0,0,0,4,9,10,0,0,30
SAL13761,3,0,5,4,0,0,3,0,0,19,9,3,13,9,3,5,8,0,0,57
SAL13762,8,3,0,9,0,4,0,7,10,42,26,16,22,21,10,11,10,34,36,189
SAL13763,3,0,0,4,3,0,0,0,0,14,13,12,19,13,18,17,9,3,0,104
SAL13764,61,26,30,33,27,20,28,15,7,252,536,325,322,311,372,451,500,315,98,3237
SAL13765,0,0,0,0,0,4,4,0,0,15,20,10,13,10,25,50,35,13,0,174
SAL13766,0,0,0,0,0,0,0,0,0,0,9,10,4,5,9,5,4,3,0,47
SAL13767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13768,4,0,4,6,5,9,6,0,0,30,25,12,6,13,25,33,33,4,0,162
SAL13769,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,3,3,0,15
SAL13770,4,3,0,4,6,11,3,0,0,33,92,64,42,55,80,124,102,53,7,625
SAL13771,0,0,0,0,0,0,0,0,0,4,10,10,3,4,8,0,3,6,0,47
SAL13772,0,0,0,0,0,3,0,0,0,3,10,0,0,0,4,0,8,0,0,33
SAL13773,16,7,4,9,6,7,9,3,0,59,106,47,60,70,67,71,62,28,0,510
SAL13774,5,14,0,3,3,4,5,0,4,42,57,45,17,28,60,64,77,31,21,403
SAL13775,0,0,0,0,4,0,7,0,0,18,38,12,8,20,34,29,33,8,0,187
SAL13776,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,13
SAL13777,4,0,0,3,4,0,5,0,0,14,32,25,9,17,27,32,24,15,4,194
SAL13778,10,0,3,5,10,4,6,0,5,38,83,35,53,42,57,64,59,18,13,425
SAL13779,430,220,213,220,172,181,180,149,96,1857,2953,1821,1804,1642,1798,2120,2132,1662,776,16715
SAL13780,0,6,3,3,4,5,10,3,0,32,37,37,23,22,54,51,63,31,3,326
SAL13781,28,10,17,10,28,22,22,29,100,268,229,150,141,156,208,183,203,311,301,1879
SAL13782,0,6,0,0,5,0,3,0,0,12,20,15,13,12,27,35,26,14,0,171
SAL13783,3,4,5,5,7,3,7,0,0,30,49,28,39,30,46,61,49,33,8,346
SAL13784,19,9,10,8,16,10,20,35,56,177,341,219,209,232,274,279,217,258,161,2184
SAL13785,0,0,0,0,0,0,0,0,0,4,15,11,8,12,20,15,12,5,0,102
SAL13786,32,15,16,11,10,14,4,12,10,120,263,178,219,178,191,217,254,163,43,1703
SAL13787,26,13,3,22,13,18,3,6,0,114,292,153,164,247,261,223,198,107,27,1675
SAL13788,5,7,3,5,3,6,7,0,0,34,40,32,21,36,24,31,26,12,0,225
SAL13789,3,7,10,8,9,10,13,9,9,84,169,107,126,132,178,301,308,153,61,1527
SAL13790,25,25,11,15,18,18,15,3,0,130,559,342,192,344,375,301,246,144,44,2560
SAL13791,3,0,0,0,3,5,6,0,0,26,25,4,8,15,13,34,24,6,4,133
SAL13792,0,0,0,0,5,6,0,0,0,9,17,8,5,15,22,25,20,9,4,130
SAL13793,0,0,0,0,0,5,0,0,0,8,3,0,5,9,4,23,5,0,0,58
SAL13794,19,13,12,11,18,25,63,71,61,288,190,134,93,160,202,474,1037,775,239,3288
SAL13795,44,38,24,33,25,13,14,7,5,216,423,303,384,301,263,267,239,104,42,2318
SAL13796,13,0,4,9,9,12,8,0,0,52,100,61,51,73,89,122,82,28,6,604
SAL13797,62,34,58,51,49,60,31,16,8,371,967,499,687,833,761,731,489,257,136,5356
SAL13798,6,4,3,3,9,5,6,0,0,43,40,21,19,19,41,63,47,16,5,268
SAL13799,63,46,29,37,34,58,36,35,16,352,831,489,440,424,509,682,657,452,214,4706
SAL13800,27,30,43,35,36,24,20,17,3,229,647,344,524,619,517,383,306,165,46,3550
SAL13801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
SAL13802,58,36,26,33,30,18,21,11,4,232,571,346,408,325,342,407,375,253,63,3088
SAL13803,0,0,5,3,4,0,0,0,0,12,25,7,6,12,7,15,0,3,0,78
SAL13804,5,5,0,3,8,0,0,0,0,24,64,53,37,27,52,55,61,21,11,379
SAL13805,14,9,10,7,8,17,4,4,0,76,231,179,103,154,183,175,123,79,26,1247
SAL13806,0,3,0,4,0,0,0,0,0,5,13,3,0,8,5,0,3,3,3,41
SAL13807,57,22,23,33,39,62,54,37,12,339,606,357,291,335,441,624,822,443,160,4067
SAL13808,42,22,24,31,25,22,21,14,3,202,536,265,424,373,287,310,225,148,101,2654
SAL13809,4,4,5,3,12,0,4,3,0,34,24,10,17,27,35,35,40,14,3,207
SAL13810,5,0,0,4,3,5,6,3,0,35,36,16,29,19,35,62,72,39,10,305
SAL13811,5,0,0,0,0,0,0,0,0,5,10,0,4,3,0,5,0,0,0,27
SAL13812,3,0,5,5,8,6,3,0,0,31,35,27,20,22,37,70,44,10,0,273
SAL13813,5,0,0,0,0,0,0,0,0,3,6,3,0,0,0,5,5,0,0,14
SAL13814,4,0,0,0,0,0,0,0,0,6,5,3,0,3,0,5,6,3,0,40
SAL13815,0,0,0,0,0,3,0,0,0,3,20,6,10,10,13,24,5,10,0,98
SAL13816,15,0,5,4,3,0,3,0,0,31,91,21,39,39,41,40,40,8,7,315
SAL13817,57,44,29,31,29,33,23,12,3,258,713,398,268,428,495,454,375,156,63,3365
SAL13818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3
SAL13819,21,28,11,18,24,27,23,9,8,168,562,380,193,305,506,422,367,274,131,3142
SAL13820,153,100,104,128,119,113,101,69,26,907,2282,1456,1255,1562,1779,1651,1614,905,233,12730
SAL13821,3,3,0,0,16,5,3,0,0,27,8,9,4,11,25,9,9,8,0,76
SAL13822,4,4,8,5,3,6,0,0,0,23,46,32,34,33,40,54,39,15,0,306
SAL13823,0,4,0,0,0,5,0,0,3,11,7,11,4,3,10,22,13,5,3,74
SAL13824,0,0,0,0,0,0,0,0,0,0,3,0,7,0,8,5,3,3,0,23
SAL13825,4,0,0,3,0,4,4,0,0,12,42,19,12,20,17,30,16,4,0,166
SAL13826,13,12,6,4,10,11,12,8,0,70,76,62,43,62,54,71,39,29,9,452
SAL13827,0,0,0,0,0,0,0,0,0,4,15,13,8,6,12,9,15,5,0,86
SAL13828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13829,0,0,0,0,0,0,0,0,0,0,6,5,5,6,7,20,3,7,4,60
SAL13830,7,3,0,6,0,4,0,0,0,21,28,15,12,17,26,26,13,4,0,130
SAL13831,0,0,0,0,0,3,0,0,0,10,3,0,5,0,7,5,0,0,0,30
SAL13832,3,0,3,7,4,0,3,5,0,30,51,21,28,39,51,63,44,14,3,325
SAL13833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13834,66,50,57,42,54,66,62,32,10,447,504,378,478,448,542,646,700,408,135,4244
SAL13835,21,17,22,29,16,23,27,15,4,167,244,183,150,206,215,232,230,124,41,1619
SAL13836,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5
SAL13837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13838,6,0,0,3,0,7,0,0,0,10,20,5,9,13,7,21,4,0,0,76
SAL13839,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5
SAL13840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13841,0,0,0,0,3,0,0,0,0,3,8,0,3,3,4,9,3,3,4,44
SAL13842,10,27,24,18,12,20,11,3,0,134,211,352,503,269,238,209,184,79,24,2076
SAL13843,4,4,16,13,12,14,8,6,0,70,134,129,153,99,128,147,104,68,27,994
SAL13844,9,3,6,3,5,3,0,0,0,25,60,30,33,35,23,53,17,17,4,268
SAL13845,0,0,0,0,5,3,0,0,0,11,15,5,9,3,16,11,8,9,0,76
SAL13846,3,0,0,0,0,0,0,0,0,10,3,4,0,0,6,3,0,0,0,22
SAL13847,44,30,23,31,21,20,16,9,0,193,642,379,365,420,387,332,298,127,33,2982
SAL13848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13849,0,0,0,0,0,0,0,0,0,4,5,9,3,11,13,26,14,6,0,87
SAL13850,6,0,8,12,5,7,6,0,0,38,32,17,33,35,20,32,37,17,0,231
SAL13851,206,85,76,160,64,37,37,12,8,692,4798,1666,1523,4078,2001,905,786,409,142,16315
SAL13852,0,0,0,6,4,0,0,0,0,15,13,11,18,21,27,26,18,24,0,162
SAL13853,0,0,0,0,0,0,0,0,0,0,5,5,3,0,6,9,0,0,3,31
SAL13854,31,13,4,12,9,11,16,3,3,108,313,119,127,151,145,184,164,97,49,1347
SAL13855,0,0,0,0,3,0,0,0,0,9,18,6,4,4,6,8,13,7,4,70
SAL13856,3,0,10,7,14,0,0,0,0,46,38,31,146,114,86,99,83,32,4,629
SAL13857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
SAL13858,4,0,3,0,3,0,0,0,0,14,50,45,31,32,51,58,39,11,7,327
SAL13859,0,0,0,3,4,0,0,0,0,18,24,19,13,22,16,31,27,9,0,158
SAL13860,0,0,0,0,0,0,4,0,0,8,15,5,4,8,14,11,11,3,0,72
SAL13861,10,10,3,6,9,4,3,4,3,50,121,85,49,79,80,64,83,39,5,600
SAL13862,3,0,0,0,0,0,0,0,0,13,14,5,4,5,8,7,3,0,0,34
SAL13863,73,51,46,45,36,38,47,68,88,484,970,613,684,533,555,568,548,336,171,4986
SAL13864,77,41,31,57,54,44,30,25,28,382,1265,663,562,848,901,920,723,337,137,6348
SAL13865,9,4,3,3,4,7,3,0,0,29,58,28,27,28,26,66,54,13,4,311
SAL13866,66,55,36,31,70,38,27,23,13,355,1859,1083,836,1318,1451,1021,714,456,161,8898
SAL13867,130,110,121,87,60,65,28,15,8,627,2305,1528,1894,1390,1286,1180,740,293,65,10690
SAL13868,5,18,43,22,16,14,6,3,0,125,38,54,100,52,75,56,23,6,5,405
SAL13869,40,22,25,23,18,10,3,0,0,150,617,291,406,341,264,191,192,68,8,2382
SAL13870,0,0,0,0,0,3,0,0,0,11,23,11,25,5,24,37,13,4,0,137
SAL13871,0,0,0,0,5,0,0,0,0,4,0,6,0,0,0,8,3,3,0,25
SAL13872,6,5,0,6,0,3,0,0,0,17,6,0,7,3,8,3,9,8,0,36
SAL13873,167,85,105,91,85,57,39,40,5,670,2649,1361,1579,1543,1289,1077,910,511,107,11028
SAL13874,0,0,0,0,0,0,0,0,0,0,3,0,5,4,5,4,0,0,0,17
SAL13875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
SAL13876,0,0,0,0,0,0,0,0,0,4,7,6,0,7,6,15,8,0,0,41
SAL13877,0,0,0,0,0,3,0,0,0,7,13,12,3,10,18,19,16,8,0,95
SAL13878,0,0,0,3,0,0,0,0,0,9,21,6,12,21,6,13,6,3,0,92
SAL13879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13880,16,18,13,22,23,15,10,3,0,119,299,239,333,273,250,225,117,56,21,1801
SAL13881,3,4,0,3,7,0,0,0,0,18,12,13,9,5,18,25,12,12,0,102
SAL13882,0,3,0,0,0,0,0,0,0,3,3,9,0,0,14,11,4,3,3,49
SAL13883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13884,3,5,6,0,3,0,0,0,0,17,6,5,10,3,7,11,0,3,0,46
SAL13885,0,0,0,0,0,0,0,0,0,3,3,4,5,5,0,4,3,0,0,36
SAL13886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
SAL13887,6,0,0,5,0,0,0,0,0,13,24,8,13,12,30,23,9,10,0,122
SAL13888,0,0,0,0,0,0,0,0,0,4,11,0,7,7,13,4,3,0,0,55
SAL13889,6,3,0,5,3,0,0,0,0,15,13,3,0,5,0,7,0,5,0,35
SAL13890,0,0,0,0,3,3,0,0,0,14,9,0,8,0,11,11,10,5,0,59
SAL13891,14,17,7,6,9,12,8,7,0,81,136,114,70,63,104,111,95,71,20,774
SAL13892,30,20,9,24,12,16,14,0,5,136,387,274,248,214,308,289,199,91,25,2043
SAL13893,20,15,12,9,11,22,18,3,3,115,235,116,119,118,137,185,186,74,21,1202
SAL13894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
SAL13895,6,3,5,4,6,5,4,4,0,47,114,63,46,69,90,89,93,43,11,618
SAL13896,3,3,0,0,4,0,6,0,0,26,87,64,15,57,59,42,63,29,5,433
SAL13897,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,10
SAL13898,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,6,7,4,0,34
SAL13899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3
SAL13900,0,0,0,0,6,4,3,3,0,19,30,19,25,16,48,47,36,11,5,235
SAL13901,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,9,0,0,23
SAL13902,0,3,0,0,0,0,0,0,0,3,0,36,0,3,4,4,0,0,0,47
SAL13903,61,33,11,33,33,43,102,51,14,375,401,187,200,242,274,408,670,364,116,2862
SAL13904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13905,124,47,67,51,49,22,27,18,0,416,788,433,529,393,367,342,354,211,45,3459
SAL13906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13907,4,0,0,0,18,9,13,9,3,58,27,10,11,11,49,48,68,33,5,269
SAL13908,14,8,7,9,10,18,19,5,0,99,185,79,108,123,133,200,287,90,29,1233
SAL13909,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,6
SAL13910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13911,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,12,9,3,0,36
SAL13912,41,21,17,18,16,21,19,0,0,147,223,134,126,140,147,192,160,52,15,1194
SAL13913,0,4,0,0,4,4,3,0,0,25,16,12,0,14,12,21,13,0,7,98
SAL13914,16,3,6,10,9,18,12,8,3,90,53,27,31,31,55,56,48,28,5,342
SAL13915,0,3,0,0,0,0,0,0,0,7,16,8,5,11,8,6,11,7,3,69
SAL13916,0,0,0,0,0,3,0,0,0,3,7,0,0,6,3,8,11,0,0,33
SAL13917,3,4,4,0,4,0,3,3,0,19,18,10,8,16,12,12,20,3,0,112
SAL13918,0,0,0,4,0,5,0,3,0,9,12,27,13,15,28,26,12,8,0,141
SAL13919,0,4,3,5,0,3,0,5,4,16,12,6,8,12,4,9,7,5,5,71
SAL13920,3,6,7,9,12,8,4,3,0,57,46,34,55,50,61,31,35,18,10,336
SAL13921,0,0,0,0,0,0,0,0,0,6,18,12,4,12,12,22,17,3,5,103
SAL13922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,14
SAL13923,0,0,0,0,0,0,3,0,0,9,3,9,0,3,12,0,5,6,0,34
SAL13924,0,0,0,0,0,0,0,0,0,10,11,5,7,11,4,17,12,0,0,66
SAL13925,221,157,205,184,155,103,48,45,13,1128,3254,1868,2700,2873,1888,1528,1201,665,209,16177
SAL13926,0,0,0,0,0,0,0,0,0,0,12,5,4,11,3,14,8,0,4,62
SAL13927,0,0,0,0,0,3,0,0,0,3,0,4,0,4,0,3,10,3,0,30
SAL13928,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,12
SAL13929,7,4,5,4,0,12,5,0,0,30,47,20,29,23,29,58,31,9,4,253
SAL13930,156,74,92,87,54,56,45,43,57,662,1076,635,667,666,698,774,724,594,336,6171
SAL13931,0,0,0,0,0,4,4,0,0,4,6,0,0,0,5,17,7,7,0,47
SAL13932,3,4,0,0,4,5,3,0,0,12,36,31,15,19,38,42,25,9,5,210
SAL13933,0,0,0,0,0,6,5,0,0,8,10,8,0,0,8,8,4,6,0,51
SAL13934,9,0,0,3,6,7,8,10,0,35,60,48,35,44,75,91,104,74,20,543
SAL13935,3,0,4,0,0,0,4,0,0,20,7,3,4,4,13,14,8,6,0,53
SAL13936,107,56,61,52,58,67,52,52,42,546,877,613,667,516,683,785,923,620,294,5973
SAL13937,0,0,3,0,0,0,10,3,0,14,5,0,0,4,7,22,28,3,0,77
SAL13938,0,0,0,0,0,0,0,0,0,10,21,6,10,19,17,23,29,7,3,131
SAL13939,5,0,0,0,5,0,0,0,0,12,6,9,5,0,6,8,6,0,0,41
SAL13940,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,13,8,5,0,29
SAL13941,6,7,7,6,7,15,9,4,10,64,66,32,51,42,50,72,78,33,29,451
SAL13942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13943,100,41,66,38,56,57,44,23,14,439,724,433,555,466,550,574,626,431,205,4557
SAL13944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13945,3,4,4,0,4,7,12,7,0,44,38,20,12,30,40,48,45,13,9,249
SAL13946,15,14,10,7,3,5,9,0,4,70,202,105,113,112,108,98,142,83,30,991
SAL13947,46,39,43,22,35,30,24,26,9,260,507,440,387,377,423,445,330,239,89,3241
SAL13948,0,3,4,0,3,9,4,0,0,19,22,9,17,16,21,31,28,15,5,161
SAL13949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13950,30,15,11,18,18,29,19,14,14,164,192,104,125,97,112,146,151,96,46,1073
SAL13951,0,0,0,4,5,8,0,7,0,20,69,30,33,36,49,98,76,22,6,428
