SAL_CODE_2021,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
SAL12233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12234,0,6,0,0,3,0,0,0,0,13,0,8,0,4,0,0,0,0,0,13,13,9,3,3,17,3,0,5,0,44,4,6,0,9,0,6,0,0,0,17,3,0,0,0,0,5,0,0,0,10,0,0,4,3,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,22,35,7,14,28,14,0,6,4,131,4,4,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,9,9,3,16,0,0,0,0,9,0,38,4,0,8,0,0,0,0,6,0,19,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,0,0,0,0,14,0,12,0,4,0,0,0,0,0,14,22,10,3,4,18,9,0,3,0,78,3,8,0,6,0,6,0,0,0,30,5,4,0,0,0,5,0,0,0,13
SAL12235,6,12,0,3,3,0,0,0,0,23,0,13,0,0,4,0,0,0,0,18,15,17,0,3,23,8,0,0,3,70,7,4,0,0,3,0,0,0,0,21,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,27,69,4,13,43,17,0,0,3,175,3,8,0,0,6,0,0,0,0,17,3,11,0,0,3,6,0,0,0,22,19,9,13,0,0,0,0,0,0,45,10,6,11,0,0,4,0,4,4,30,0,0,0,0,0,0,0,0,0,0,6,28,0,5,3,0,0,0,0,41,0,20,0,0,4,0,0,0,0,23,32,39,0,3,25,7,0,4,4,123,3,25,0,4,13,3,0,0,0,42,7,7,0,0,3,3,0,0,0,18
SAL12236,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0,0,6,0,23,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12237,5,29,4,20,6,5,0,0,0,56,0,16,0,16,4,0,0,3,0,34,9,12,0,3,18,6,0,0,0,42,6,14,0,26,10,0,0,0,0,57,0,0,0,0,5,0,0,0,0,5,0,0,6,4,0,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,12,72,15,72,43,6,6,15,3,240,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,4,0,4,36,5,5,5,12,7,0,77,3,0,19,0,0,0,5,4,0,29,0,0,0,0,0,0,0,6,0,14,5,33,4,21,6,0,0,0,0,69,0,24,0,15,4,0,0,7,0,55,10,12,0,8,15,5,0,0,0,53,3,13,0,30,12,7,0,5,0,70,0,3,0,0,5,0,0,0,0,11
SAL12238,0,5,0,0,5,0,0,0,0,8,3,0,0,0,0,0,0,0,0,6,0,3,0,0,5,0,0,0,0,12,0,3,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,14,0,7,12,3,0,0,0,49,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,8,4,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,5,0,5,0,0,5,0,0,0,0,6,4,4,0,0,0,0,0,0,0,13,6,3,0,0,5,0,0,0,0,23,4,5,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,3
SAL12239,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,0,0,0,0,12,0,0,0,0,12,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,3,12,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,10,0,0,0,3,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,3,0,0,0,12,0,0,0,0,15,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SAL12240,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,3,12,0,0,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,12,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
SAL12241,0,9,0,0,5,0,0,0,0,12,0,3,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,3,0,13,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,3,5,10,3,0,4,3,51,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,6,0,8,0,0,0,7,0,0,24,3,0,3,0,0,0,6,0,0,6,3,0,0,0,0,0,0,0,0,9,0,9,0,0,5,0,0,0,0,12,0,4,0,0,4,0,0,0,0,12,3,0,0,0,4,0,0,3,0,13,0,8,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
SAL12242,0,3,0,0,6,0,0,0,0,9,0,5,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,3,6,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,3,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,5,0,6,0,0,0,0,0,0,0,6,5,7,0,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SAL12243,4,6,0,0,0,0,0,0,0,11,4,3,0,0,0,0,0,0,0,11,9,3,0,0,8,4,0,0,0,21,4,4,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,23,4,6,9,5,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,12,0,0,0,3,3,0,25,4,0,6,0,0,0,0,3,0,8,13,0,0,0,0,0,0,4,0,19,5,11,0,0,0,0,0,0,0,17,4,5,0,0,0,0,0,0,0,9,9,5,0,0,8,4,0,0,0,25,3,4,0,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3
SAL12244,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12245,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,11,0,6,0,0,3,0,0,0,0,11,0,4,0,0,8,0,0,0,0,10,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,0,0,8,3,0,4,0,44,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,0,0,0,0,18,4,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,3,4,5,0,3,0,0,0,0,15,0,4,0,0,8,0,0,0,0,14,0,4,0,0,0,0,0,0,0,8
SAL12246,10,124,5,39,15,4,0,4,0,203,22,114,0,40,9,4,0,0,0,188,41,50,3,19,169,21,0,6,0,305,14,47,6,81,30,7,3,3,5,182,10,17,4,0,6,4,0,0,3,45,18,6,25,17,23,9,4,7,0,99,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,4,0,0,0,8,0,3,9,0,5,0,0,0,3,20,113,375,59,205,280,48,5,30,16,1128,8,18,6,0,0,0,0,5,0,36,0,10,9,0,3,0,0,3,0,36,43,29,157,5,7,11,33,30,0,311,48,4,122,5,11,4,5,23,3,224,29,20,16,0,6,4,9,11,0,98,14,155,10,48,15,3,0,4,6,260,37,158,3,42,9,5,0,0,0,259,76,87,13,24,194,37,12,16,6,473,25,70,3,103,39,8,0,9,5,256,5,24,6,4,6,3,0,4,3,61
SAL12247,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,5,0,0,0,3,0,0,0,0,6,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,3,10,6,0,3,0,37,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,0,11,0,3,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,7,9,0,0,0,3,0,0,0,0,10,0,0,0,7,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
SAL12248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12250,0,13,0,7,4,0,0,0,0,23,5,27,0,7,0,0,0,0,0,39,8,0,0,0,14,3,0,4,0,31,0,3,0,10,0,0,0,0,0,23,0,0,0,0,4,0,0,0,0,0,5,0,4,0,5,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,28,42,4,31,30,10,3,12,3,149,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,13,4,23,0,0,0,10,3,0,62,6,0,5,0,0,0,4,0,0,16,13,0,0,0,0,0,5,0,0,24,0,8,0,11,3,0,0,0,0,27,6,36,0,7,0,0,0,0,0,52,10,0,0,0,14,4,0,3,0,38,0,3,0,17,0,0,0,0,0,26,0,0,0,0,4,0,0,0,0,0
SAL12251,0,56,6,24,5,3,0,4,0,107,13,71,0,18,6,4,0,4,0,107,19,32,5,12,63,15,0,4,0,147,7,29,0,42,26,7,0,6,8,124,3,14,0,5,6,0,0,3,0,22,7,0,15,15,9,4,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,3,8,0,6,4,5,0,0,0,18,56,212,33,123,124,30,0,20,14,615,3,6,6,0,0,0,0,0,0,18,3,9,0,0,0,0,0,0,0,15,16,21,62,11,11,10,18,22,0,170,14,9,66,0,5,8,9,15,6,126,3,0,10,0,3,5,0,3,0,19,0,69,10,29,8,3,4,5,0,130,24,106,0,21,6,4,3,4,0,156,45,50,7,17,74,22,4,8,7,237,6,41,4,61,31,7,5,14,8,169,3,16,0,5,6,0,0,4,0,27
SAL12252,0,3,0,0,0,0,0,0,0,9,0,4,0,3,0,0,0,0,0,12,0,0,0,0,5,5,0,0,0,12,0,11,0,6,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,5,17,7,3,0,6,0,67,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,4,0,5,3,0,0,0,0,0,15,4,0,15,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,9,0,5,0,3,0,0,0,0,0,9,4,0,0,3,5,5,0,3,0,17,0,11,0,6,5,0,0,0,0,21,0,5,0,0,0,0,0,0,0,8
SAL12253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12254,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,8,4,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,3,6,3,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,11,7,3,0,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,9
SAL12255,0,31,6,22,7,8,0,0,0,73,5,21,0,4,0,0,0,0,0,32,11,13,0,10,47,11,0,3,0,105,8,12,0,42,12,4,0,3,0,90,0,0,0,0,0,3,0,0,0,8,0,0,10,3,5,6,0,5,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,7,3,3,30,27,87,24,95,86,33,11,25,7,381,0,5,4,0,0,0,0,0,0,7,3,6,0,0,0,0,0,0,0,17,9,0,42,0,0,0,19,12,0,96,8,0,25,6,3,4,7,9,0,54,0,0,9,0,0,4,0,5,0,19,0,41,6,23,7,8,0,3,0,85,3,20,0,4,0,0,0,0,0,36,21,23,4,12,58,15,5,10,0,144,8,17,0,53,12,3,0,4,0,100,0,7,0,0,0,4,0,0,0,10
SAL12256,0,45,6,28,6,0,0,4,0,86,5,30,0,19,8,5,0,0,3,69,21,14,3,10,67,7,0,9,0,136,10,24,0,57,16,10,0,3,0,127,3,7,0,0,7,3,0,0,0,23,3,4,9,11,7,3,0,5,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,4,3,0,0,0,6,9,42,145,33,130,118,28,3,31,5,529,0,13,7,3,0,0,0,0,0,23,0,16,8,5,0,7,0,0,0,33,19,27,97,6,9,3,23,27,0,214,11,3,65,0,0,0,8,14,0,101,0,0,7,0,0,0,0,0,0,11,0,60,5,32,6,0,0,4,0,112,5,39,3,24,8,5,0,0,3,83,42,32,7,13,81,15,5,16,7,213,21,39,0,72,16,11,4,6,0,171,3,13,3,0,6,3,0,3,0,33
SAL12257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
