SAL_CODE_2021,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
SAL10390,0,49,0,18,11,8,0,0,0,87,3,55,4,11,0,0,0,0,0,71,28,20,4,9,64,14,0,7,0,145,9,23,0,43,17,6,0,10,4,102,0,0,0,0,4,4,0,0,0,13,0,0,13,12,6,0,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,9,52,149,25,98,107,35,9,25,3,514,0,11,0,0,5,4,0,0,0,26,11,10,5,0,0,4,0,0,0,25,26,26,90,11,12,4,22,11,8,198,10,0,49,0,0,0,7,4,0,72,0,5,4,0,0,0,0,3,0,14,8,76,3,24,11,8,0,7,0,123,3,66,3,11,0,0,0,0,0,91,42,36,4,13,77,21,7,14,3,210,10,32,3,54,16,6,5,7,4,138,0,0,0,0,0,4,0,5,0,17
SAL10391,0,13,0,7,3,0,0,0,4,29,0,7,0,12,0,0,3,0,0,27,12,8,0,7,26,9,6,3,0,79,3,4,0,35,12,0,5,5,0,66,0,3,0,0,0,0,0,0,0,10,0,0,0,4,3,4,0,5,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,8,21,44,5,74,52,18,12,23,7,262,0,0,0,3,0,0,0,4,0,6,0,8,0,0,3,0,0,3,0,21,3,3,36,0,0,6,11,8,0,82,0,0,4,3,0,0,0,7,0,16,0,0,0,0,0,0,0,0,0,8,4,16,0,12,3,0,0,0,4,38,0,13,0,12,0,0,5,0,0,32,12,12,4,9,31,10,22,13,0,120,6,4,0,47,12,0,4,5,0,82,4,5,0,0,0,0,4,0,0,17
SAL10392,3,91,0,21,6,3,0,0,0,137,16,69,0,11,9,0,0,5,3,117,23,18,8,15,51,12,0,3,0,136,23,76,8,45,25,8,0,9,3,192,20,35,0,7,10,7,0,0,0,84,9,0,7,13,4,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,11,0,5,0,0,4,0,0,0,3,16,98,347,56,117,129,40,4,24,12,827,16,42,11,0,4,0,0,3,0,74,5,23,3,5,4,0,0,5,0,47,20,24,44,6,0,3,22,13,0,137,15,18,26,0,7,0,0,7,0,85,8,15,34,5,5,0,6,9,0,64,8,127,3,32,7,6,0,4,0,188,21,101,6,18,10,0,5,10,3,166,51,41,15,19,59,21,10,11,3,230,38,117,20,65,33,7,0,10,4,299,23,74,11,11,13,11,5,0,0,148
SAL10393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10394,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,4,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SAL10395,3,19,0,5,3,5,0,0,0,40,3,22,0,7,0,3,0,0,0,34,12,12,5,3,44,5,0,0,0,82,3,11,0,15,0,0,0,0,0,37,0,5,0,0,6,0,0,0,0,6,0,0,5,3,4,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,22,70,12,48,64,24,0,5,3,250,3,3,0,0,5,0,0,0,0,13,0,4,0,5,0,0,0,0,0,9,10,6,51,3,0,4,7,8,3,97,6,0,34,4,0,3,4,9,4,63,0,0,3,0,0,0,0,0,0,11,3,23,0,7,3,5,0,0,0,46,11,29,0,7,0,3,0,0,0,51,25,17,3,7,39,7,0,8,0,113,5,15,0,27,0,0,0,0,0,53,0,4,0,0,6,0,0,0,0,11
SAL10396,26,693,53,297,79,34,28,44,8,1258,34,353,11,152,54,23,11,26,8,668,213,400,49,214,747,221,96,159,41,2135,58,208,24,411,179,67,30,76,17,1067,19,68,7,21,36,30,9,8,3,200,25,10,58,63,54,39,29,57,8,345,4,0,0,0,0,0,0,3,0,9,7,11,9,30,23,18,17,21,4,146,9,24,7,29,46,8,5,17,57,205,492,2113,334,1326,1425,535,299,500,176,7207,48,185,76,41,86,26,41,43,14,559,145,647,150,99,168,101,223,94,49,1681,240,496,744,61,169,68,379,174,46,2377,67,42,240,5,36,19,49,62,12,541,13,10,44,12,16,9,17,26,3,150,47,890,65,356,95,43,53,53,11,1616,49,465,16,170,55,21,31,37,8,847,518,813,156,327,1086,371,511,296,70,4141,108,315,48,562,239,83,102,115,21,1603,35,120,30,36,54,50,39,24,3,389
SAL10397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SAL10398,0,13,4,17,9,0,0,0,0,39,3,20,0,15,5,0,0,0,0,43,12,21,0,5,30,8,0,3,0,82,7,12,5,21,6,3,0,0,0,55,6,11,3,3,3,0,0,0,0,23,0,3,8,3,3,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,28,88,18,60,60,20,6,9,5,293,3,14,0,0,0,0,0,0,0,18,7,8,4,0,0,0,0,0,0,21,10,5,34,0,8,0,8,9,0,72,12,3,31,0,0,0,6,0,0,50,0,0,9,0,6,3,0,0,0,21,0,24,4,19,9,0,0,0,0,49,3,30,0,20,0,0,0,0,3,55,20,34,3,4,39,14,3,7,0,128,8,19,3,27,10,4,0,4,0,77,9,14,5,8,3,0,0,0,0,43
SAL10399,0,66,4,18,4,3,0,0,0,107,5,30,0,6,5,0,0,3,0,53,20,30,0,3,52,7,0,4,0,127,4,11,0,17,15,0,0,6,3,55,0,7,0,4,0,0,0,0,0,15,0,0,0,9,7,3,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,3,0,0,3,0,0,0,0,10,36,163,16,67,97,26,14,20,5,448,4,12,0,0,6,0,6,0,0,28,10,20,10,9,6,0,4,0,0,57,13,29,46,9,13,4,15,21,4,151,0,4,24,0,0,0,3,6,0,42,0,0,5,0,0,0,0,0,0,10,7,96,7,23,10,3,3,0,0,145,9,41,0,6,12,0,9,3,0,70,42,54,10,8,74,15,22,11,3,230,3,18,0,31,11,6,0,7,3,86,4,12,3,7,0,3,0,0,0,28
SAL10400,0,0,0,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,11,0,7,0,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,5,11,11,0,0,0,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,3,4,0,15,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,4,3,0,0,0,0,12,0,3,0,0,0,0,0,0,0,8,4,14,0,0,7,0,0,3,0,26,0,7,0,8,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3
SAL10401,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,4,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,9,4,3,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SAL10402,12,110,4,17,15,0,0,0,0,163,6,106,0,10,14,0,0,0,0,145,83,125,4,14,121,37,0,8,7,400,17,57,0,22,32,7,0,3,7,156,10,19,0,3,16,8,0,0,0,59,8,0,9,8,19,3,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,10,0,4,0,0,4,8,0,0,9,26,160,475,36,87,265,73,5,15,24,1128,21,29,7,3,13,3,4,0,0,82,25,53,9,0,13,6,0,0,0,110,64,47,68,8,23,8,13,9,6,249,35,27,54,0,11,5,0,8,3,144,0,0,3,0,0,0,4,0,0,13,17,205,3,28,13,6,0,6,6,275,8,130,0,8,17,0,0,0,3,175,206,246,19,22,172,74,11,8,16,768,32,108,8,28,37,16,4,3,9,244,17,30,3,3,15,8,0,0,0,87
SAL10403,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,6,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,5,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,5,4,4,0,0,0,5,0,0,0,6,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SAL10404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10405,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,8,3,0,0,10,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,8,3,7,0,0,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,11,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,9,3,0,0,10,0,0,4,0,23,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
SAL10406,15,168,6,38,18,3,0,0,0,251,26,212,6,34,13,4,3,0,0,296,58,68,6,19,138,15,0,7,3,310,31,95,5,69,45,6,5,3,7,263,7,39,3,4,15,4,0,0,0,82,5,0,8,14,17,3,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,17,4,0,0,0,0,0,0,0,6,17,172,645,41,183,265,38,12,22,20,1398,7,58,9,12,8,0,0,0,0,103,28,38,12,8,3,0,0,5,0,87,61,74,129,5,16,12,28,29,3,353,29,21,92,7,10,0,14,11,0,180,12,19,15,5,5,0,7,9,0,72,26,221,11,43,18,3,0,6,0,334,39,288,7,34,13,4,3,3,0,397,126,134,10,26,168,31,14,20,3,536,47,145,13,110,63,14,4,10,8,410,16,69,9,4,14,13,4,0,6,148
SAL10407,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
SAL10408,0,6,0,5,0,0,0,0,0,16,0,11,0,5,0,0,0,0,0,21,6,8,0,0,17,0,0,0,0,28,0,0,0,8,0,0,0,0,0,16,0,4,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,33,6,20,24,0,0,0,5,99,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,22,0,0,0,3,5,0,40,5,0,23,0,0,0,5,0,4,40,3,0,5,0,0,0,0,0,0,7,0,11,0,4,0,0,0,0,0,18,0,12,0,5,0,0,0,0,0,19,9,8,0,4,15,0,0,0,0,32,0,0,0,13,0,0,0,0,0,19,0,5,0,0,3,0,0,0,0,6
SAL10409,6,50,7,29,6,5,0,4,0,99,3,33,0,18,0,0,0,0,0,67,14,9,5,11,61,7,0,11,0,131,9,14,3,30,16,0,0,4,0,79,0,0,0,5,0,8,0,4,0,15,7,0,11,14,7,5,0,5,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,37,122,40,118,100,32,4,34,0,482,0,0,0,0,3,0,0,3,0,9,0,0,9,0,3,0,0,0,0,12,8,6,106,3,4,6,41,21,4,197,14,0,32,5,0,0,11,9,0,67,14,0,6,0,0,3,11,5,0,44,6,51,9,31,6,5,3,4,0,111,3,45,3,18,0,0,0,4,0,85,20,20,5,18,63,17,11,18,0,175,8,19,0,45,15,4,7,3,0,110,0,7,0,5,0,8,0,6,0,21
SAL10410,5,86,15,38,17,0,0,4,0,171,12,103,0,36,13,0,0,0,0,173,44,32,6,28,132,35,8,12,10,300,21,43,6,97,32,15,3,12,3,232,0,12,7,5,7,4,0,3,0,40,6,4,27,17,18,13,4,3,0,89,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,10,0,0,0,3,7,0,0,5,4,18,99,289,67,235,231,78,12,47,16,1074,8,3,3,3,0,0,0,3,0,23,5,17,4,8,5,8,8,0,0,54,32,17,192,10,18,18,67,26,0,386,21,0,108,0,8,3,15,19,0,180,0,3,17,0,5,3,13,4,0,46,10,105,17,45,18,3,3,8,0,206,25,122,0,36,14,0,3,0,3,210,82,44,12,36,151,47,23,21,9,430,21,59,12,128,33,18,8,12,3,292,3,16,8,5,10,4,0,5,0,59
SAL10411,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,3,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,4,7,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,24,0,5,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,6,3,0,6,0,4,0,0,0,0,7,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SAL10412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10413,0,17,0,11,0,0,0,0,0,39,3,17,0,4,3,0,0,0,0,27,12,9,0,4,17,3,0,0,0,44,0,8,0,15,4,3,0,0,0,32,3,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,59,9,40,30,12,0,0,0,173,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,4,7,9,0,0,0,5,3,0,35,15,0,8,0,0,4,0,0,0,33,0,0,0,0,0,0,0,0,0,3,0,22,0,16,0,0,0,0,0,47,7,19,0,4,3,0,0,0,0,34,15,17,0,4,17,9,0,0,0,65,3,17,4,15,8,4,0,0,0,47,3,3,0,5,0,0,0,0,0,11
SAL10414,12,62,3,43,12,5,0,4,0,135,11,37,0,38,3,7,3,6,0,102,31,21,8,24,115,34,4,13,0,245,19,28,0,118,23,13,6,13,3,216,6,3,3,4,3,4,0,0,0,17,9,0,29,16,18,15,0,10,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,9,3,0,0,3,0,3,3,0,7,22,88,162,54,243,182,76,10,44,10,877,3,4,9,0,0,0,3,0,0,22,0,11,0,0,5,3,0,5,0,28,15,7,139,10,15,10,49,34,3,266,12,3,76,3,3,10,10,14,0,135,3,4,15,3,0,0,7,16,0,42,13,84,3,49,16,4,3,3,0,181,13,52,0,37,3,7,3,5,0,124,67,38,8,24,131,37,18,22,6,359,20,32,3,154,22,9,11,18,4,276,6,8,6,4,3,5,0,5,0,31
SAL10415,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3
