SAL_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL13586,..,0,3,0,0,7,3,0,0,14,..,3,0,4,10,18,29,19,9,96,3,3,0,0,0,0,0,0,0,14,103,49,50,56,96,135,141,81,18,733,..,0,21,66,95,161,191,121,9,665,..,4,36,22,32,24,16,0,0,131,..,0,13,6,23,14,0,0,0,58,191,..,..,..,..,..,..,..,..,191,..,50,..,..,..,..,..,..,..,50,..,35,17,9,0,3,0,0,0,70,..,0,4,0,0,4,10,3,5,25,..,8,0,0,4,0,0,0,0,9,..,0,11,3,4,10,3,8,0,50,..,4,5,8,18,43,58,38,14,192,3,8,0,0,3,3,3,0,0,27,192,115,111,117,182,258,286,176,32,1476
SAL13587,..,0,0,0,0,0,0,0,0,6,..,3,4,0,6,8,0,3,0,22,3,4,0,0,0,0,0,0,0,8,77,81,38,58,79,82,56,30,6,516,..,6,21,63,115,111,83,42,8,450,..,6,10,17,14,15,8,5,4,74,..,0,3,0,11,5,4,0,3,29,151,..,..,..,..,..,..,..,..,151,..,60,..,..,..,..,..,..,..,60,..,52,27,9,0,4,0,0,0,95,..,7,3,5,4,0,9,7,8,38,..,4,10,0,0,7,4,0,0,25,..,0,3,3,0,7,0,4,0,14,..,3,4,0,10,11,10,7,4,53,3,4,3,0,3,0,0,0,0,21,150,145,86,104,164,164,118,64,23,1015
SAL13588,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,3,0,5,5,13,0,0,0,0,0,0,0,0,0,6,28,10,15,17,13,20,6,3,3,116,..,0,12,14,17,21,17,5,0,97,..,5,13,7,3,0,0,0,0,25,..,0,0,0,0,0,0,0,0,3,55,..,..,..,..,..,..,..,..,55,..,8,..,..,..,..,..,..,..,8,..,5,9,4,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,4,0,0,0,0,0,0,0,6,..,0,0,4,0,9,0,9,5,24,0,0,0,0,0,6,0,0,0,12,55,25,31,34,32,40,24,9,0,248
SAL13589,..,10,6,0,0,0,0,0,0,24,..,13,35,14,16,34,24,17,8,152,0,0,0,5,0,0,0,0,0,17,80,80,124,64,66,99,51,21,14,603,..,0,56,57,36,60,38,16,6,266,..,20,57,26,25,24,9,0,0,159,..,3,13,6,21,15,9,3,6,71,142,..,..,..,..,..,..,..,..,142,..,25,..,..,..,..,..,..,..,25,..,23,9,3,0,4,0,0,0,42,..,18,6,3,0,6,6,0,0,36,..,5,5,0,5,0,0,0,0,14,..,29,24,6,7,3,5,0,0,76,..,22,63,36,53,88,51,23,7,353,9,4,3,6,7,0,0,0,0,33,147,151,242,146,156,203,114,44,17,1225
SAL13590,..,0,4,0,0,0,0,0,0,5,..,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,12,6,11,4,15,14,18,9,0,88,..,0,9,9,14,20,30,14,0,90,..,0,3,0,0,5,3,0,0,12,..,0,0,0,3,4,0,3,0,8,23,..,..,..,..,..,..,..,..,23,..,6,..,..,..,..,..,..,..,6,..,4,3,0,3,0,0,0,0,12,..,3,0,0,0,0,0,4,0,15,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,6,0,0,0,11,..,0,0,0,0,4,5,0,0,17,0,3,0,0,3,0,0,0,0,3,23,13,20,4,25,36,38,13,8,189
SAL13591,..,0,0,0,0,3,0,0,0,6,..,0,0,0,0,0,3,3,0,14,0,0,0,5,0,0,0,0,0,6,21,9,19,6,19,22,18,9,0,134,..,0,8,0,13,28,27,4,5,84,..,0,10,3,7,4,12,3,0,28,..,0,9,0,3,0,0,0,0,20,45,..,..,..,..,..,..,..,..,45,..,12,..,..,..,..,..,..,..,12,..,3,10,3,0,0,0,0,0,22,..,0,10,0,3,0,0,0,0,15,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,6,3,6,0,7,..,0,0,3,0,7,8,6,0,33,0,4,0,5,0,0,0,0,0,13,51,22,47,12,29,43,54,16,5,282
SAL13592,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,..,0,0,4,3,0,4,3,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,7,0,26
SAL13593,..,13,6,0,4,5,3,0,0,27,..,4,15,8,15,29,23,24,12,125,3,0,3,0,0,6,4,0,0,15,143,94,122,78,89,99,80,62,12,780,..,0,30,48,58,76,77,61,5,359,..,30,84,38,17,20,5,0,0,205,..,3,21,29,29,14,6,7,0,121,269,..,..,..,..,..,..,..,..,269,..,51,..,..,..,..,..,..,..,51,..,50,17,16,13,6,0,0,0,94,..,8,0,3,3,3,3,3,0,31,..,9,3,0,5,0,0,0,0,18,..,33,15,0,13,8,4,0,0,74,..,13,26,16,26,56,39,28,12,221,14,4,6,3,0,8,3,3,0,37,274,205,218,158,172,191,148,107,19,1488
SAL13594,..,0,0,0,0,3,0,0,0,9,..,0,0,0,0,11,19,39,18,86,0,4,0,0,0,0,0,0,0,7,121,48,64,58,68,77,95,88,32,653,..,0,68,93,87,102,116,87,22,585,..,6,30,14,9,8,16,0,0,89,..,0,4,4,6,4,0,6,8,30,232,..,..,..,..,..,..,..,..,232,..,49,..,..,..,..,..,..,..,49,..,46,12,3,9,3,0,0,0,75,..,0,0,0,3,0,4,3,3,9,..,6,5,0,0,0,0,0,0,14,..,0,0,0,0,6,4,6,0,14,..,0,5,4,8,16,36,42,25,136,0,4,6,5,0,0,4,4,0,14,232,113,129,120,123,150,181,150,57,1248
SAL13595,..,20,44,9,0,6,10,3,0,90,..,0,15,18,42,74,104,66,29,360,3,4,7,5,10,8,8,4,0,42,520,327,273,347,459,349,271,165,62,2763,..,5,102,407,547,403,230,141,41,1879,..,12,94,106,64,44,18,5,0,339,..,3,21,39,77,49,17,18,7,241,1028,..,..,..,..,..,..,..,..,1028,..,419,..,..,..,..,..,..,..,419,..,138,116,15,19,18,0,0,0,314,..,13,6,4,3,10,28,17,21,101,..,9,26,0,0,0,0,0,0,45,..,23,77,21,8,5,17,10,0,166,..,6,33,38,88,137,174,120,43,640,12,12,16,10,11,12,10,8,0,81,1039,633,492,649,818,683,489,318,115,5245
SAL13596,..,0,0,0,0,4,0,0,0,0,..,0,4,3,0,3,5,4,0,20,0,0,0,0,0,0,0,0,0,4,17,4,12,18,21,27,39,13,0,151,..,0,8,16,19,36,46,22,5,149,..,0,13,8,0,0,4,0,0,26,..,0,4,0,3,3,0,0,0,11,35,..,..,..,..,..,..,..,..,35,..,4,..,..,..,..,..,..,..,4,..,7,0,0,0,0,0,0,0,9,..,4,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,6,..,0,4,3,7,5,11,6,0,33,0,0,0,0,0,10,0,0,0,11,33,14,26,28,36,62,66,29,5,296
SAL13597,..,0,17,5,6,6,0,0,0,32,..,0,0,3,6,11,7,13,0,42,4,5,0,0,0,4,0,0,0,11,86,43,46,76,77,56,29,9,0,433,..,0,13,58,69,36,22,6,0,198,..,4,28,46,27,18,5,0,0,129,..,0,6,15,20,8,5,0,0,52,169,..,..,..,..,..,..,..,..,169,..,29,..,..,..,..,..,..,..,29,..,21,13,4,0,0,0,0,0,34,..,0,0,0,3,0,5,0,0,8,..,7,5,0,8,0,0,0,0,21,..,0,28,11,9,14,3,0,0,61,..,0,4,0,13,21,21,9,0,79,4,4,0,3,3,12,5,0,0,26,169,70,93,139,145,101,64,17,3,802
SAL13598,..,13,18,7,12,23,6,0,4,85,..,8,20,18,53,70,97,100,49,419,22,17,7,8,7,12,9,4,0,86,592,302,342,309,339,375,343,229,102,2943,..,14,129,225,244,310,340,228,44,1546,..,98,162,88,74,49,37,11,3,518,..,28,108,117,104,61,31,22,18,486,1171,..,..,..,..,..,..,..,..,1171,..,166,..,..,..,..,..,..,..,166,..,216,86,45,33,23,3,0,0,405,..,40,21,3,14,34,38,18,10,183,..,30,18,6,18,6,0,0,0,77,..,25,28,9,30,44,16,3,4,170,..,22,38,59,109,149,174,136,69,760,30,31,15,15,16,11,6,7,0,149,1192,676,604,579,642,695,649,422,155,5617
SAL13599,..,3,3,4,3,0,0,0,0,19,..,0,8,16,22,33,48,34,23,179,0,0,5,5,0,0,7,0,0,25,648,350,351,341,292,248,174,104,42,2549,..,34,331,417,368,320,221,112,18,1813,..,4,18,20,14,17,8,6,0,80,..,4,28,56,56,43,29,12,14,242,1246,..,..,..,..,..,..,..,..,1246,..,368,..,..,..,..,..,..,..,368,..,265,217,70,54,10,4,0,0,618,..,43,32,15,20,16,18,13,10,156,..,6,22,12,7,4,5,0,0,59,..,18,39,16,13,3,3,0,3,94,..,9,24,40,55,93,92,56,28,395,9,7,14,9,0,0,6,0,0,55,1253,759,722,652,581,506,384,207,67,5128
SAL13600,..,5,0,0,0,0,0,0,0,8,..,0,0,0,7,18,12,3,0,42,0,0,0,0,0,0,0,0,0,4,62,37,25,34,49,58,42,17,4,337,..,0,14,36,53,67,53,15,0,243,..,10,19,17,12,7,11,0,0,75,..,0,5,11,6,4,3,3,0,32,124,..,..,..,..,..,..,..,..,124,..,24,..,..,..,..,..,..,..,24,..,26,7,7,5,0,0,0,0,43,..,6,0,0,3,3,0,9,0,22,..,5,3,0,0,0,0,0,0,8,..,3,0,0,0,5,0,6,0,11,..,0,5,3,12,24,23,8,0,82,0,0,6,0,0,0,3,0,0,11,130,83,62,73,92,108,94,39,3,676
SAL13601,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,3,5,0,3,16,0,0,0,0,0,0,0,0,0,0,37,16,12,13,25,26,27,5,7,165,..,0,5,21,29,25,34,4,5,126,..,0,0,4,5,4,0,0,0,19,..,0,0,4,9,0,0,0,0,18,66,..,..,..,..,..,..,..,..,66,..,14,..,..,..,..,..,..,..,14,..,15,3,9,5,0,0,0,0,31,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,3,0,3,0,0,0,0,0,5,..,0,6,0,6,8,16,9,10,40,0,0,0,0,0,0,0,0,0,0,66,37,17,40,43,46,55,10,12,326
SAL13602,..,0,7,0,0,0,0,0,0,9,..,0,0,0,0,0,3,13,0,16,0,0,0,0,0,0,0,0,0,4,24,16,20,10,14,21,13,20,4,131,..,0,9,7,19,29,8,9,5,87,..,0,5,0,3,3,5,0,0,21,..,3,4,0,0,0,0,0,0,10,53,..,..,..,..,..,..,..,..,53,..,11,..,..,..,..,..,..,..,11,..,11,6,0,0,0,0,0,0,16,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,..,3,6,3,0,4,0,0,0,21,..,6,4,4,8,10,8,13,0,63,0,0,5,5,0,3,0,0,0,12,53,37,38,27,30,60,26,22,0,300
SAL13603,..,5,10,8,4,6,4,3,0,45,..,10,18,13,24,30,55,50,35,243,4,3,8,0,7,3,0,4,0,36,409,303,324,374,355,296,230,141,65,2501,..,13,230,478,451,384,247,135,28,1970,..,31,88,48,31,24,9,5,0,233,..,4,15,50,75,55,30,12,7,246,878,..,..,..,..,..,..,..,..,878,..,318,..,..,..,..,..,..,..,318,..,153,150,48,37,11,7,0,0,409,..,22,32,14,6,25,32,31,16,178,..,10,40,19,11,19,11,0,0,113,..,14,47,16,17,21,13,6,0,135,..,15,33,27,56,71,85,65,44,393,5,7,9,0,7,9,6,5,3,63,882,588,650,703,698,606,433,257,103,4920
SAL13604,..,7,5,0,11,10,12,4,5,44,..,5,6,5,10,42,22,17,10,113,3,6,6,5,4,6,0,4,0,32,250,130,124,139,130,184,137,73,18,1190,..,3,41,101,104,132,141,83,14,627,..,27,49,48,58,28,21,10,0,243,..,8,42,40,37,30,7,8,7,171,467,..,..,..,..,..,..,..,..,467,..,72,..,..,..,..,..,..,..,72,..,81,51,20,14,3,0,0,0,165,..,29,14,0,10,13,20,4,0,95,..,15,14,4,8,11,3,0,0,55,..,9,10,7,23,19,19,3,5,97,..,4,10,15,37,80,52,29,11,235,12,11,12,9,7,9,0,6,0,75,477,265,237,248,295,337,273,143,30,2313
SAL13605,..,4,3,3,10,3,7,3,0,45,..,5,6,8,20,21,20,14,8,96,3,5,0,0,3,0,0,6,0,20,148,117,91,108,131,105,67,39,17,813,..,0,31,57,65,77,58,29,0,315,..,11,59,57,51,26,17,3,0,229,..,6,22,36,40,22,10,3,0,142,299,..,..,..,..,..,..,..,..,299,..,63,..,..,..,..,..,..,..,63,..,91,23,15,10,13,0,0,0,146,..,18,11,3,6,9,11,7,0,67,..,10,0,3,7,4,0,0,0,34,..,15,15,13,20,21,19,3,0,105,..,14,16,19,45,51,47,18,14,214,3,11,8,0,3,10,5,4,0,49,306,245,193,200,249,221,160,62,16,1664
SAL13606,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,6,10,0,19,0,0,4,0,0,0,0,0,0,9,25,20,15,23,14,19,20,9,0,150,..,0,9,23,15,25,24,3,0,109,..,9,6,3,4,0,0,0,0,29,..,0,0,3,6,0,6,0,0,10,63,..,..,..,..,..,..,..,..,63,..,11,..,..,..,..,..,..,..,11,..,5,10,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,4,7,0,0,0,0,0,0,14,..,3,9,5,4,5,7,12,0,44,0,0,4,0,0,0,0,0,0,8,63,31,39,40,30,34,37,25,0,303
SAL13607,..,0,3,0,3,0,0,0,0,5,..,0,0,6,8,6,8,6,3,32,0,0,0,3,0,0,0,0,0,11,31,23,31,25,23,26,31,3,3,194,..,0,17,12,18,32,29,8,0,114,..,3,5,6,5,9,0,0,0,27,..,0,7,6,10,3,5,0,0,31,59,..,..,..,..,..,..,..,..,59,..,12,..,..,..,..,..,..,..,12,..,11,9,5,4,0,0,0,0,37,..,0,0,0,0,0,3,3,0,13,..,0,0,0,0,0,0,0,0,0,..,3,3,0,3,0,0,0,0,7,..,5,6,17,16,25,11,9,6,89,0,0,3,3,0,4,0,0,0,16,60,41,54,55,55,68,54,22,14,408
SAL13608,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,53,34,22,38,49,38,22,9,3,276,..,0,13,51,72,57,43,15,4,259,..,0,15,6,7,10,0,0,0,44,..,0,0,0,14,3,0,0,0,18,112,..,..,..,..,..,..,..,..,112,..,40,..,..,..,..,..,..,..,40,..,36,8,3,0,0,0,0,0,53,..,0,0,3,0,0,5,0,0,13,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,4,12,9,0,26,0,0,4,0,0,0,0,0,0,7,112,78,44,76,97,82,57,20,3,574
SAL13609,..,0,0,0,6,7,5,0,0,11,..,0,3,0,8,19,15,8,7,59,0,5,0,0,0,0,0,0,0,6,81,49,37,64,75,72,68,21,12,468,..,0,7,47,71,55,65,25,0,276,..,13,15,21,23,12,9,3,0,88,..,0,10,17,14,10,11,5,3,66,150,..,..,..,..,..,..,..,..,150,..,43,..,..,..,..,..,..,..,43,..,43,16,14,3,4,0,0,0,80,..,7,5,5,0,10,7,0,5,32,..,9,0,4,4,5,3,0,0,22,..,0,3,0,9,13,9,0,0,32,..,0,8,3,23,41,27,12,7,127,0,6,3,4,5,0,0,0,0,18,149,118,75,116,147,140,130,47,18,940
SAL13610,..,7,5,4,4,8,4,0,0,34,..,7,7,13,20,30,27,13,6,119,10,8,4,0,4,0,0,0,0,19,359,167,243,253,156,135,128,54,17,1511,..,3,210,302,169,147,146,60,4,1041,..,60,126,56,23,18,7,0,0,296,..,3,28,43,35,15,8,0,4,143,726,..,..,..,..,..,..,..,..,726,..,112,..,..,..,..,..,..,..,112,..,87,28,19,10,6,0,0,0,147,..,26,8,6,4,15,7,4,6,75,..,20,9,12,4,0,0,0,0,39,..,16,21,4,4,15,8,8,0,76,..,5,30,21,28,43,50,29,14,224,11,11,9,4,7,4,0,0,0,48,736,342,480,462,287,252,237,104,28,2930
SAL13611,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,0,3,3,14,0,0,0,0,0,0,0,0,0,4,59,18,24,26,36,38,24,11,5,239,..,0,9,31,43,31,37,14,0,168,..,8,21,16,8,15,6,0,0,76,..,0,4,0,7,4,0,0,0,20,108,..,..,..,..,..,..,..,..,108,..,13,..,..,..,..,..,..,..,13,..,15,8,0,0,0,0,0,0,25,..,4,0,0,0,0,0,3,0,6,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,7,..,0,6,6,9,6,3,0,4,33,3,0,0,0,0,0,0,0,0,9,115,37,48,53,72,64,53,26,6,464
SAL13612,..,14,15,4,21,11,19,4,0,93,..,14,37,38,50,82,138,107,37,500,21,10,14,9,4,3,10,3,0,76,1140,690,746,872,694,616,653,318,84,5824,..,15,476,968,780,712,770,342,44,4118,..,142,381,231,154,79,33,13,6,1042,..,21,100,186,165,107,63,44,22,709,2358,..,..,..,..,..,..,..,..,2358,..,582,..,..,..,..,..,..,..,582,..,513,283,107,55,41,6,0,0,997,..,74,54,29,27,46,67,30,14,336,..,31,28,22,15,10,4,3,0,117,..,41,49,30,36,41,31,8,4,240,..,20,83,105,113,153,207,151,50,874,35,33,29,18,8,8,14,8,0,152,2392,1469,1486,1695,1354,1192,1200,595,141,11521
SAL13613,..,19,24,9,17,25,13,3,0,108,..,35,34,31,65,93,109,100,52,518,16,14,6,6,12,11,13,0,3,81,559,342,456,311,305,373,323,241,102,3030,..,4,177,254,169,307,272,213,67,1469,..,143,228,120,67,55,36,9,0,659,..,36,125,85,96,50,28,18,25,463,1129,..,..,..,..,..,..,..,..,1129,..,152,..,..,..,..,..,..,..,152,..,169,86,39,36,20,10,0,0,359,..,50,27,15,18,28,22,19,8,178,..,27,35,13,14,4,7,0,0,97,..,54,74,25,43,48,34,8,0,283,..,55,107,100,143,196,213,159,69,1043,31,24,20,15,21,18,17,0,5,159,1154,719,884,654,607,723,636,431,181,5984
SAL13614,..,0,4,0,0,5,4,0,4,14,..,0,0,0,3,7,17,29,20,79,0,0,0,0,0,0,0,0,0,8,326,210,77,214,296,172,142,102,51,1590,..,0,57,352,475,289,192,138,40,1531,..,5,13,12,22,18,14,0,0,85,..,0,0,15,32,16,12,10,11,85,695,..,..,..,..,..,..,..,..,695,..,329,..,..,..,..,..,..,..,329,..,94,58,29,10,9,0,0,0,204,..,3,0,0,0,5,9,16,9,49,..,3,4,0,0,4,0,0,0,17,..,8,4,0,3,3,4,0,4,24,..,0,0,0,10,22,26,39,22,122,4,8,0,0,0,0,7,0,0,19,704,443,140,406,557,371,253,200,84,3161
SAL13615,..,5,17,9,7,13,6,5,0,48,..,9,23,23,28,47,49,35,25,237,0,4,9,6,0,0,0,0,0,25,660,373,514,506,376,343,222,131,61,3177,..,20,453,738,455,368,257,129,27,2448,..,29,87,57,48,31,0,0,0,261,..,0,24,63,79,66,34,18,20,304,1322,..,..,..,..,..,..,..,..,1322,..,422,..,..,..,..,..,..,..,422,..,245,247,70,35,21,8,0,0,630,..,38,39,17,23,33,34,26,5,199,..,12,29,9,4,7,6,0,0,59,..,42,74,32,12,17,20,8,0,198,..,8,47,59,65,92,83,52,39,438,5,10,14,10,9,4,3,0,0,56,1326,811,1012,1051,739,638,435,238,100,6343
SAL13616,..,15,12,7,7,16,10,0,0,67,..,9,8,5,21,78,112,85,38,358,3,3,6,0,0,7,13,6,0,42,294,170,181,192,221,415,526,279,80,2367,..,3,89,177,209,393,654,364,52,1948,..,37,117,75,76,87,78,25,8,502,..,4,32,38,45,32,30,16,15,219,583,..,..,..,..,..,..,..,..,583,..,101,..,..,..,..,..,..,..,101,..,105,58,23,34,23,4,0,0,242,..,14,6,3,4,24,14,17,7,92,..,15,6,4,5,0,0,0,0,39,..,22,20,4,18,41,27,8,0,136,..,9,23,22,47,124,209,155,75,674,7,17,21,5,3,7,22,5,0,88,589,334,365,364,447,746,1038,583,156,4622
SAL13617,..,11,13,5,6,15,9,0,0,55,..,9,27,18,31,89,76,54,19,322,12,10,12,8,4,4,3,4,0,52,567,342,467,366,337,354,224,131,34,2819,..,17,360,348,260,290,215,101,19,1613,..,78,219,104,84,59,18,5,0,564,..,9,74,91,113,78,28,21,0,413,1121,..,..,..,..,..,..,..,..,1121,..,237,..,..,..,..,..,..,..,237,..,256,127,37,18,10,0,0,0,454,..,25,19,11,21,23,21,20,5,149,..,24,25,5,8,4,0,0,0,70,..,19,35,14,26,35,23,8,0,153,..,22,62,55,89,177,133,88,22,653,23,18,20,11,7,10,0,4,0,91,1148,706,939,684,630,686,449,239,50,5530
SAL13618,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,8,11,11,14,12,7,6,0,76,..,0,7,13,17,19,19,4,0,70,..,0,0,0,8,3,0,0,0,17,..,0,4,0,0,0,0,0,0,7,26,..,..,..,..,..,..,..,..,26,..,4,..,..,..,..,..,..,..,4,..,11,0,0,0,0,0,0,0,13,..,0,0,0,0,4,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,4,..,0,3,0,0,5,6,6,0,11,0,0,0,0,0,0,0,0,0,3,26,12,15,14,26,29,22,6,0,164
SAL13619,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,17,..,0,0,5,0,7,5,4,0,20,..,0,3,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,5,3,7,4,4,0,30
SAL13620,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,3,0,0,6,0,0,0,0,0,0,0,0,0,6,18,3,10,4,14,19,11,3,0,99,..,0,12,8,16,30,17,3,0,76,..,5,3,0,4,4,7,0,0,21,..,0,4,0,5,0,0,4,0,10,26,..,..,..,..,..,..,..,..,26,..,0,..,..,..,..,..,..,..,0,..,5,3,0,4,0,0,0,0,15,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,4,0,0,0,0,4,..,0,0,0,5,4,5,0,0,16,0,0,0,0,0,0,0,0,0,3,30,11,22,10,32,39,33,9,5,182
SAL13621,..,8,0,0,5,6,3,0,0,24,..,4,7,7,20,34,69,57,33,237,12,4,6,4,3,3,3,0,0,39,267,189,154,210,228,263,226,126,59,1713,..,9,93,240,262,299,234,121,33,1282,..,14,83,57,58,40,23,4,0,280,..,3,19,33,51,31,12,12,5,166,534,..,..,..,..,..,..,..,..,534,..,156,..,..,..,..,..,..,..,156,..,106,64,16,20,8,0,0,0,218,..,16,13,9,0,10,21,4,5,65,..,21,5,6,3,0,0,0,0,29,..,17,4,3,8,11,7,0,0,53,..,12,17,20,48,64,98,77,43,373,12,10,15,12,7,8,14,0,0,86,550,357,304,399,452,469,408,220,85,3252
