SAL_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
SAL13231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,19
SAL13232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,0,10
SAL13233,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,13
SAL13234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13235,0,0,0,0,0,3,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,6,4,22
SAL13236,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,8,0,18,0,33
SAL13237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,21,0,23
SAL13238,5,72,10,24,0,147,16,7,43,44,39,0,145,0,3,4,0,5,0,17,0,0,6,14,63,3,85,5,0,7,15,37,9,67,72,40,272,253,724,37,1401
SAL13239,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,4,16,0,21
SAL13240,0,0,0,5,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,19,0,37
SAL13241,5,15,3,3,0,27,9,0,4,6,5,0,23,0,0,0,0,0,0,4,0,0,0,4,6,0,9,0,0,3,0,0,4,10,31,4,88,39,65,12,236
SAL13242,6,80,16,33,6,188,67,25,292,101,134,15,632,0,0,4,0,11,0,12,0,0,21,14,47,5,95,13,3,46,21,46,16,143,301,73,1184,494,848,111,3004
SAL13243,16,52,18,24,4,140,30,20,88,46,64,10,262,5,0,6,10,9,0,24,5,0,12,5,31,0,47,10,0,8,7,9,0,32,142,61,364,234,436,34,1273
SAL13244,9,21,13,10,0,63,39,12,96,33,31,8,212,0,0,4,0,0,0,6,0,0,0,4,10,0,22,3,0,11,0,13,5,23,108,33,250,133,185,23,729
SAL13245,0,4,0,0,0,22,29,0,39,9,0,8,77,3,0,3,0,0,0,13,0,0,3,4,5,0,10,6,0,11,0,0,11,32,132,12,268,56,41,23,533
SAL13246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL13248,0,12,4,6,0,30,8,0,20,9,5,0,36,0,0,7,5,0,0,7,0,0,0,3,4,0,10,0,0,0,4,5,3,14,51,19,131,92,122,11,427
SAL13249,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,15,0,29
SAL13250,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8
SAL13251,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,7,6,14,0,30
SAL13252,0,0,0,0,0,3,0,0,3,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,6,11,20,0,35
SAL13253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,7,0,18
SAL13254,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,43,4,62
SAL13255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13256,4,29,8,4,0,54,13,3,35,0,4,0,63,0,0,4,0,0,0,3,0,0,0,0,8,0,11,5,0,3,7,6,0,15,45,22,183,77,118,11,450
SAL13257,15,62,28,33,4,165,41,15,101,60,101,9,322,0,0,4,0,10,0,12,0,0,7,13,50,0,73,0,0,10,4,34,5,58,124,37,342,239,635,39,1424
SAL13258,157,853,245,300,28,1883,464,166,1342,600,1144,96,3820,14,3,36,27,67,0,145,24,12,60,102,388,11,589,16,3,55,59,178,75,382,1181,540,3838,2358,5847,447,14219
SAL13259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13261,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,16,0,23
SAL13262,6,19,6,17,0,56,5,3,10,10,53,3,86,0,0,5,0,0,0,4,0,0,0,0,22,0,25,0,0,0,7,14,4,19,20,16,70,76,381,19,582
SAL13263,0,4,0,0,0,3,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,11,3,27,0,44
SAL13264,0,8,0,0,0,6,0,0,9,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,12,0,33,11,25,9,84
SAL13265,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,13,3,9,3,39
SAL13266,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,9,0,8,0,26
SAL13267,0,20,3,3,0,48,14,5,43,11,10,4,82,0,0,0,0,0,0,0,3,0,7,6,4,0,22,0,6,16,3,3,6,24,89,15,251,54,74,10,500
SAL13268,21,86,17,12,0,238,103,20,163,42,36,13,380,27,5,67,17,9,0,126,11,3,39,15,24,5,97,28,0,65,16,16,16,139,857,184,1928,454,441,88,3962
SAL13269,29,156,33,50,6,328,53,28,150,93,132,15,473,0,3,14,7,12,0,33,3,0,12,14,58,0,86,0,0,20,16,18,9,68,166,88,645,380,859,56,2197
SAL13270,0,37,7,16,3,69,15,0,51,24,35,3,138,0,0,0,0,0,0,3,0,0,6,9,6,5,26,0,0,0,0,14,5,25,52,11,255,132,220,32,698
SAL13271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,15
SAL13272,29,223,63,71,8,525,99,25,292,157,158,28,769,0,0,10,8,11,0,34,3,7,16,26,83,9,140,17,3,52,29,54,22,178,481,110,1498,881,1282,178,4432
SAL13273,0,6,0,4,0,16,0,0,5,0,3,0,17,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,4,21,4,34,10,29,0,98
SAL13274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13275,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,12,0,22
SAL13276,5,23,7,13,0,63,13,8,24,14,31,0,81,0,0,0,0,5,0,4,0,0,3,4,23,0,32,0,0,0,0,8,0,11,35,18,92,70,215,17,451
SAL13277,0,0,0,0,0,5,0,0,6,3,0,0,6,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,18,8,23,8,60
SAL13278,9,85,25,25,4,173,39,5,111,54,60,3,282,0,0,8,0,0,0,19,0,0,4,11,39,8,67,14,0,29,15,24,6,92,216,37,587,313,492,70,1710
SAL13279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL13280,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12
SAL13281,4,0,0,0,0,4,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,9,0,23
SAL13282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,0,17
SAL13284,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,11,3,26
SAL13285,0,5,0,0,0,6,0,0,7,3,6,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,3,18,8,34,0,67
SAL13286,21,136,58,65,10,400,92,24,251,138,133,25,661,7,0,18,6,4,4,32,5,3,31,31,98,3,178,32,7,81,37,69,45,265,554,99,1448,775,1030,202,4120
SAL13287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL13288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SAL13289,5,0,0,0,0,4,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,10,12,0,35
SAL13290,9,83,16,19,0,175,58,8,136,26,16,8,250,3,3,5,3,5,0,17,5,0,9,10,25,5,52,8,0,12,6,10,0,48,288,50,753,245,309,38,1677
SAL13291,4,0,0,0,0,5,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,18,3,28,4,63
SAL13292,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,20,0,23
SAL13293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9
SAL13294,37,200,35,16,7,444,236,47,343,48,38,19,739,17,3,17,4,10,0,49,19,8,40,9,14,0,92,71,7,90,16,9,23,217,1482,275,2352,415,301,107,4930
SAL13295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,0,18
SAL13296,0,4,0,4,0,7,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,3,21,5,47
SAL13297,32,140,28,15,7,370,152,28,208,40,47,10,482,34,6,88,44,48,11,218,24,3,57,26,39,3,154,56,5,120,33,23,28,268,1498,254,2840,761,619,187,6148
SAL13298,5,4,0,6,0,9,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,8,19,16,40,0,80
SAL13299,66,365,110,131,8,947,250,67,683,298,345,63,1705,8,5,21,10,31,0,76,22,9,52,62,193,17,351,62,7,139,75,126,52,462,1784,300,3612,1584,2549,332,10162
SAL13300,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,6,24
SAL13301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12
SAL13302,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,10,0,23
SAL13303,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,5,27
SAL13304,24,90,19,24,3,206,60,17,120,56,56,6,325,9,4,18,7,5,0,36,9,0,16,15,50,0,84,8,3,14,11,37,11,81,423,131,721,381,732,66,2456
SAL13305,15,58,23,16,0,141,36,13,103,40,62,7,261,0,0,3,4,11,0,21,4,3,13,6,36,0,71,3,0,12,5,25,15,56,235,75,514,296,591,50,1760
SAL13306,7,41,10,21,4,104,9,4,39,21,39,6,124,4,0,4,0,3,0,12,0,0,8,4,33,0,49,6,0,8,3,21,5,44,110,40,290,187,470,45,1130
SAL13307,11,39,3,4,0,107,61,11,82,15,11,0,177,0,0,15,0,5,0,22,4,0,15,3,12,0,35,7,0,30,8,0,8,53,316,66,701,116,121,24,1351
SAL13308,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,3,0,10,0,24
SAL13309,10,67,8,9,0,113,38,18,94,30,18,6,202,8,0,18,7,3,3,32,4,0,20,12,13,0,53,15,7,42,14,3,10,94,324,81,911,232,241,56,1848
SAL13310,0,0,0,3,0,4,0,0,8,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,14,13,45,6,83
SAL13311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3
SAL13312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL13313,0,6,0,0,0,6,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,14,8,36,7,68
SAL13314,6,48,21,27,0,111,9,4,40,32,70,7,159,0,0,0,0,0,0,0,0,0,3,6,30,0,37,0,0,7,0,14,3,30,22,14,167,113,469,39,827
SAL13315,5,6,0,13,0,23,0,0,18,11,15,3,46,0,0,0,0,3,0,0,0,0,0,0,8,0,8,0,0,0,0,5,0,7,9,8,49,26,115,7,215
SAL13316,12,70,27,46,5,188,22,15,85,67,102,6,298,4,0,5,0,7,0,17,4,0,8,7,31,4,55,7,0,16,6,42,15,89,127,45,401,324,784,79,1755
SAL13317,0,14,8,7,0,35,0,0,12,19,28,0,63,0,0,0,0,0,0,7,0,0,0,0,21,0,24,0,0,3,0,7,0,13,5,10,58,64,227,11,369
SAL13318,3,15,5,0,0,27,4,3,16,12,24,0,50,0,0,0,0,0,0,0,0,0,5,4,6,0,9,0,0,0,0,6,0,6,9,7,43,37,117,11,221
SAL13319,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,0,7,3,11,0,23
SAL13320,0,17,6,6,0,41,0,0,8,11,16,0,39,0,0,0,0,0,0,3,0,0,0,0,15,0,19,0,0,5,0,4,0,9,9,7,47,35,112,9,222
SAL13321,0,3,0,0,0,8,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,3,0,3,0,0,4,0,11,8,22,3,47
SAL13322,3,17,0,3,0,42,7,8,26,9,5,4,63,0,0,3,0,0,0,3,0,0,4,0,8,0,9,0,4,9,3,0,0,19,53,18,125,63,98,18,380
SAL13323,6,23,6,5,0,52,16,4,38,11,10,0,78,0,0,4,3,7,0,6,4,0,4,3,14,0,20,3,3,8,7,14,8,36,60,23,174,92,171,31,550
SAL13324,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,21,6,42
SAL13325,131,591,123,75,22,1643,551,121,1194,204,133,60,2257,54,14,146,39,45,9,311,43,15,140,47,113,15,375,94,11,246,73,71,54,556,3089,619,6613,1425,1684,365,13791
SAL13326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,7,7,15
SAL13327,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,15
SAL13328,8,77,19,7,3,150,44,18,111,33,41,3,244,0,0,11,4,0,0,13,0,0,9,0,18,0,28,0,0,3,8,4,0,24,118,47,371,144,286,16,977
SAL13329,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,14,23,4,59
SAL13330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,7,0,19
SAL13331,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,25
SAL13332,0,32,13,19,0,77,13,8,50,37,36,7,144,0,0,6,0,4,0,3,0,0,0,5,22,0,28,0,0,5,3,8,8,22,30,15,147,112,306,30,642
SAL13333,0,0,0,0,0,6,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,3,0,21
SAL13334,8,3,0,0,0,10,3,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,14,10,31,4,63
SAL13335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13336,0,0,0,0,0,0,3,0,6,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,13,13,20,0,44
SAL13337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6
SAL13338,3,35,11,17,0,88,20,10,32,20,47,4,137,0,0,0,4,0,0,4,0,0,0,6,24,4,31,0,0,4,7,14,0,23,50,19,174,136,367,21,759
SAL13339,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,10,0,31
SAL13340,24,99,52,86,3,296,28,29,126,135,321,15,658,0,0,4,10,19,0,29,7,0,16,24,149,0,191,0,0,10,9,68,22,114,111,72,445,554,2016,131,3320
SAL13341,10,23,8,9,0,55,9,3,14,4,9,0,36,0,0,0,0,0,0,3,0,0,5,0,17,0,18,3,0,10,6,7,5,25,31,8,99,78,155,14,388
SAL13342,3,23,8,0,0,37,6,0,20,3,13,4,54,0,0,7,0,0,0,7,0,0,0,0,3,0,9,0,0,0,0,3,0,7,26,12,76,34,86,5,242
SAL13343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13344,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5
SAL13345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13346,0,4,3,0,0,5,0,0,3,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,22,5,54
SAL13347,0,8,0,5,0,11,4,0,3,3,5,0,17,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,3,11,3,6,24,13,52,8,112
SAL13348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL13349,3,9,0,3,0,22,7,0,7,5,12,0,32,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,7,0,7,17,7,23,13,84,6,152
SAL13350,0,3,0,0,0,4,3,0,7,5,6,0,19,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,3,0,3,8,0,25,12,48,0,93
SAL13351,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,9,0,20
SAL13352,50,224,45,30,5,584,208,46,367,64,45,25,752,36,9,102,20,19,4,183,25,5,64,22,39,9,150,42,14,122,33,31,30,263,1437,295,3127,677,601,160,6293
SAL13353,17,72,16,19,0,167,39,19,112,38,50,4,258,3,0,0,3,7,4,18,0,0,5,7,28,0,39,0,0,14,7,20,8,55,134,61,402,198,401,32,1216
SAL13354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,0,15
SAL13355,0,4,0,0,0,3,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,36,0,56
SAL13356,0,0,0,0,0,7,0,0,6,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,11,7,9,0,32
SAL13357,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,9
SAL13358,5,49,18,8,3,109,22,11,88,39,25,9,194,0,0,4,0,0,0,6,3,0,10,13,27,3,50,13,0,21,12,14,20,81,136,32,484,193,232,57,1134
SAL13359,3,12,3,5,0,30,5,0,10,12,12,0,37,0,0,0,0,0,0,7,0,0,0,4,5,0,9,0,0,0,0,7,0,9,17,3,61,53,144,5,293
SAL13360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,0,24
SAL13361,0,7,0,0,0,6,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,20,3,16,3,48
SAL13362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13363,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,11,0,30
SAL13364,3,34,15,12,0,82,11,7,30,25,19,3,97,0,0,0,4,0,0,11,0,0,0,0,3,0,5,0,0,0,3,3,0,10,59,13,153,112,187,9,541
SAL13365,0,3,3,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,0,14,4,9,0,33
SAL13366,0,18,9,8,0,41,3,5,21,12,12,0,54,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,3,0,6,18,16,69,37,88,0,223
SAL13367,0,0,0,5,0,8,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,4,30,4,60
SAL13368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,3,0,13
SAL13369,34,183,39,43,11,436,80,35,269,115,118,26,642,3,3,17,10,16,0,51,15,0,28,27,86,6,161,18,3,67,27,50,18,195,551,140,1664,719,1094,179,4345
SAL13370,4,46,16,17,7,105,14,3,49,23,21,9,116,0,0,4,0,6,0,16,0,0,3,3,15,0,25,6,0,4,3,5,0,19,69,29,243,156,223,22,736
SAL13371,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,16
SAL13372,15,137,11,9,7,326,228,26,309,59,32,6,658,20,0,25,9,3,0,53,26,0,36,20,25,5,109,127,0,148,33,13,25,350,1980,182,2729,498,355,129,5879
SAL13373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SAL13374,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,6,0,20
SAL13375,18,55,13,21,0,176,30,17,106,52,76,9,286,0,0,9,0,10,0,16,4,0,4,9,35,0,59,7,0,18,11,30,11,78,188,60,378,278,619,48,1570
SAL13376,3,34,6,6,0,64,12,15,29,19,10,5,87,0,0,0,0,0,0,0,0,0,4,7,15,3,27,0,0,5,0,4,0,10,26,26,102,61,116,10,341
SAL13377,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,24
SAL13378,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,11,5,24,0,43
SAL13379,0,12,0,0,0,14,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,12,9,33,0,63
SAL13380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11
SAL13381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,11
SAL13382,0,0,0,0,0,8,0,0,3,3,4,6,15,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,4,0,3,0,5,7,5,16,17,41,6,84
