SAL_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
SAL13564,4,15,15,6,21,30,9,17,0,115,11,8,4,3,12,12,6,18,21,92,129,337,279,162,393,429,196,410,44,2379
SAL13565,5,9,12,8,20,21,3,16,0,92,3,7,0,10,25,14,8,10,17,101,117,304,248,126,417,401,178,414,46,2246
SAL13566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,0,10,3,0,8,240,24,110,9,401
SAL13567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13569,0,4,0,0,0,6,0,0,0,9,4,3,3,5,0,5,0,0,0,18,29,110,106,58,113,120,36,74,12,646
SAL13570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,5,3,4,0,4,0,37
SAL13571,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,17,16,3,5,5,3,0,0,58
SAL13572,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11,15,11,3,12,11,0,6,0,61
SAL13573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7
SAL13574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,11
SAL13575,40,21,21,3,23,30,11,9,9,158,35,25,23,17,56,37,8,14,40,249,694,474,378,226,815,621,157,234,89,3690
SAL13576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL13577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,5,3,4,0,27
SAL13578,0,4,0,0,4,0,0,5,0,9,0,0,5,0,0,0,0,0,0,9,5,40,12,14,22,21,6,11,3,145
SAL13579,0,9,7,0,0,3,0,0,0,22,0,4,5,0,0,6,0,0,4,19,39,104,78,59,88,80,27,38,9,519
SAL13580,0,3,0,0,0,0,0,3,0,9,0,5,0,0,0,0,0,0,4,12,10,33,36,25,52,46,11,26,4,244
SAL13581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SAL13582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL13584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,4,0,7,13,5,11,0,54
SAL13585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,8,0,18
SAL13586,0,5,3,0,3,0,0,4,0,19,0,7,0,0,3,4,0,0,4,22,42,158,76,40,113,89,34,63,5,622
SAL13587,4,0,0,4,5,4,0,4,0,16,5,4,5,0,10,4,0,0,12,37,44,81,51,39,78,109,36,101,18,559
SAL13588,0,0,0,0,0,3,0,4,0,5,0,0,0,0,0,0,0,0,0,4,7,13,14,7,15,36,8,41,4,146
SAL13589,0,3,0,3,11,4,0,0,0,28,0,7,0,0,9,7,0,0,11,29,23,110,86,68,158,135,35,81,17,716
SAL13590,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,3,9,5,14,11,11,9,14,3,11,5,90
SAL13591,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,6,0,16,11,9,15,9,0,21,5,89
SAL13592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,18
SAL13593,4,0,0,0,9,8,0,6,0,32,0,5,7,0,0,3,0,0,3,23,45,90,107,61,176,119,38,72,8,728
SAL13594,3,4,0,0,3,5,0,3,0,19,0,3,0,3,4,4,0,3,3,14,37,79,57,50,100,134,31,71,3,556
SAL13595,12,12,7,8,3,10,5,3,0,56,9,24,12,11,12,26,4,20,22,130,200,358,249,159,298,515,137,434,47,2393
SAL13596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,8,26,24,16,35,15,7,17,9,145
SAL13597,0,0,0,0,0,5,0,0,0,10,0,8,3,0,5,6,0,4,3,27,32,100,61,39,63,68,16,40,11,437
SAL13598,0,14,6,3,28,20,3,7,0,86,5,13,11,4,23,19,0,10,30,108,90,317,272,187,486,313,97,202,59,2016
SAL13599,15,5,9,8,13,14,3,0,0,60,13,14,10,8,14,20,3,4,19,102,218,187,146,82,248,256,48,60,51,1295
SAL13600,0,0,3,0,6,0,8,4,0,20,0,0,0,0,0,3,0,0,0,16,15,53,40,34,66,58,29,41,11,345
SAL13601,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,7,8,12,23,27,23,18,23,6,37,6,175
SAL13602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,14,12,6,52,27,4,19,0,146
SAL13603,13,11,0,3,15,11,5,0,0,70,15,14,10,7,22,27,3,5,21,120,320,293,211,157,521,442,87,151,47,2227
SAL13604,0,7,4,6,11,5,0,0,0,31,0,12,3,4,8,0,0,4,14,51,52,144,122,93,176,112,37,77,27,832
SAL13605,0,8,5,0,6,7,3,3,0,35,0,4,0,3,13,5,0,0,4,35,36,135,141,94,174,132,43,48,10,811
SAL13606,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,3,20,21,7,27,27,13,12,3,137
SAL13607,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,5,0,0,0,4,16,23,31,6,42,25,8,23,3,173
SAL13608,0,6,0,0,3,4,0,7,0,22,3,5,4,0,0,3,0,0,0,16,38,56,37,22,53,61,23,31,0,315
SAL13609,0,4,0,0,0,0,5,4,0,21,0,5,0,0,3,4,0,3,5,30,22,82,72,43,78,59,20,56,15,444
SAL13610,4,9,8,3,16,8,3,7,0,51,5,8,0,0,10,9,4,5,8,46,75,182,161,143,351,321,92,137,26,1489
SAL13611,0,0,0,0,4,0,0,0,0,7,0,0,0,0,5,4,0,0,0,8,9,31,29,26,46,43,16,33,10,233
SAL13612,51,28,18,7,47,34,14,19,0,219,31,33,20,17,46,53,7,17,54,277,682,708,552,330,1271,1111,300,520,113,5582
SAL13613,8,14,11,6,27,18,3,11,3,110,14,9,11,10,26,20,0,9,33,128,110,327,297,211,592,534,130,208,65,2476
SAL13614,6,9,0,5,7,4,3,4,0,36,0,8,3,0,3,15,5,8,5,45,125,239,176,95,205,380,110,242,10,1582
SAL13615,26,9,7,8,9,20,0,9,0,86,15,4,12,12,33,26,0,8,38,154,359,308,244,165,580,566,105,177,82,2590
SAL13616,0,18,9,4,8,11,4,4,0,61,3,6,6,0,14,7,3,0,15,58,109,326,213,147,319,288,67,148,33,1650
SAL13617,22,12,16,3,17,42,9,11,0,124,10,21,8,3,29,27,9,5,36,149,284,336,293,167,583,495,153,250,60,2620
SAL13618,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,3,6,23,9,8,13,10,7,14,0,87
SAL13619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,3,4,0,0,16
SAL13620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,11,9,15,21,4,22,0,99
SAL13621,3,10,5,11,9,10,0,8,0,57,0,0,6,0,13,5,3,0,10,42,97,248,200,126,309,333,93,208,26,1646
SAL13622,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,5,9,15,6,12,15,4,10,0,71
SAL13623,0,3,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,16,18,13,9,22,20,6,8,0,112
SAL13624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,18,0,32
SAL13625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,3,4,0,0,16
SAL13626,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,10,9,25,20,13,18,27,7,26,9,150
SAL13627,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,5,3,16,18,11,13,0,65
SAL13628,56,21,13,4,45,37,15,15,4,202,26,28,17,8,37,54,6,19,35,226,647,623,437,318,1198,1157,290,534,81,5291
SAL13629,0,0,3,0,3,6,0,3,0,14,0,3,0,0,0,3,0,0,0,7,6,25,22,10,17,34,17,44,0,182
SAL13630,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,3,10,22,33,30,26,43,47,21,34,3,245
SAL13631,0,0,0,0,0,3,0,0,4,16,0,4,0,0,3,0,0,0,0,7,11,27,32,19,53,40,21,43,4,243
SAL13632,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,0,4,3,14,7,0,0,0,45
SAL13633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6
SAL13634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,25,0,36
SAL13635,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,4,14,12,10,15,16,10,58,4,129
SAL13636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,9,4,3,3,5,10,0,51
SAL13637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,0,3,19,7,5,11,0,61
SAL13638,0,3,3,0,3,17,9,0,0,43,3,5,3,4,12,8,4,5,12,63,48,175,146,94,222,201,79,125,24,1113
SAL13639,13,11,10,8,17,9,0,11,0,87,9,9,12,0,17,13,0,5,8,63,240,334,255,168,442,385,120,202,24,2167
SAL13640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,20
SAL13641,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,10,40,22,22,36,57,26,46,5,267
SAL13642,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,4,19,30,8,28,26,12,27,0,155
SAL13643,0,13,3,4,3,6,4,12,0,48,0,9,0,0,8,10,0,3,0,29,40,158,105,79,196,213,62,189,8,1040
SAL13644,27,22,14,7,19,25,5,14,0,139,8,11,13,6,21,21,4,16,17,112,368,614,409,250,735,732,232,423,42,3807
SAL13645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,8,3,14,9,6,10,0,56
SAL13646,16,8,3,3,30,16,0,4,3,86,12,20,5,9,37,26,6,3,26,149,346,311,246,154,610,455,120,178,61,2483
SAL13647,56,37,31,14,71,86,23,26,0,357,33,48,42,13,115,122,20,39,93,528,1046,1170,944,582,2251,1991,487,834,174,9477
SAL13648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10
SAL13649,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,8,18,17,9,16,32,7,20,0,125
SAL13650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13651,3,0,9,6,12,9,0,0,0,41,5,8,0,5,6,7,4,3,7,47,75,186,167,106,273,176,45,109,17,1146
SAL13652,27,12,9,3,20,19,3,11,0,104,15,15,10,10,37,28,3,10,25,150,506,374,273,167,745,559,128,232,45,3039
SAL13653,6,3,0,0,7,6,0,4,0,22,0,3,4,0,3,6,0,0,3,22,48,72,43,28,67,97,17,56,8,435
SAL13654,40,43,37,13,22,33,15,21,0,231,19,56,26,12,55,80,10,48,56,373,622,1303,825,462,1273,1976,497,1317,102,8365
SAL13655,6,5,9,0,10,6,0,0,0,42,3,10,8,0,13,17,4,8,12,75,128,227,164,74,212,375,87,210,15,1487
SAL13656,39,20,8,0,14,12,4,3,0,94,25,10,8,0,33,22,3,5,19,124,360,239,180,120,505,361,77,157,46,2033
SAL13657,24,13,9,0,16,13,5,3,0,89,10,12,13,13,31,57,17,17,24,185,278,382,302,182,998,1526,367,741,46,4820
SAL13658,36,20,9,7,35,26,9,22,3,164,29,25,30,23,83,51,7,13,78,332,585,604,503,359,1407,991,211,413,169,5251
SAL13659,18,4,14,0,17,18,3,11,0,80,0,5,5,3,17,31,14,9,11,93,197,194,192,134,515,661,165,332,25,2402
SAL13660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,6,4,11,5,4,5,44
SAL13661,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,3,0,0,3,6,9,9,11,12,8,11,0,69
SAL13662,0,5,0,5,0,0,0,4,0,16,0,0,0,0,5,0,3,0,3,14,18,33,37,25,46,50,17,22,6,244
SAL13663,0,0,0,0,0,5,0,0,0,3,0,0,0,0,3,0,0,0,0,7,9,13,3,9,16,20,9,8,3,79
SAL13664,28,22,19,4,16,28,8,6,0,139,20,19,15,9,54,56,16,15,32,227,489,485,425,239,1134,1235,209,425,64,4713
SAL13665,24,17,9,10,43,13,18,15,4,157,7,16,17,6,32,42,12,25,12,162,360,528,408,237,888,1095,370,677,43,4604
SAL13666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,6,0,17
SAL13667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,4,6,0,0,0,24
SAL13668,6,8,3,0,3,7,0,0,0,32,0,0,4,0,9,7,0,3,0,29,65,126,99,65,99,151,42,97,11,760
SAL13669,0,3,3,0,0,0,0,7,0,14,0,3,3,0,0,0,0,0,3,10,33,47,32,13,32,45,15,36,4,254
SAL13670,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL13672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,13
SAL13673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11
SAL13674,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,7,3,5,10,3,0,8,0,53
SAL13675,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,16,19,11,18,23,8,28,3,136
SAL13676,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,4,0,11,8,0,6,0,49
SAL13677,3,9,9,0,7,18,4,4,0,56,3,11,0,0,11,8,0,5,11,52,139,282,214,159,340,353,106,178,19,1790
SAL13678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9
SAL13679,0,3,0,0,9,0,0,0,0,9,0,7,0,0,4,0,5,0,8,26,19,64,34,20,57,42,12,33,14,293
SAL13680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,10,10,10,7,0,8,5,74
SAL13681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,0,6,0,15
SAL13682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,20,14,8,11,3,0,7,3,65
SAL13683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,12,5,14,12,9,20,4,87
SAL13684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,4,4,10,5,3,0,35
SAL13685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,4,20
SAL13686,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SAL13687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,10,8,11,8,3,3,5,54
SAL13688,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,6,5,5,0,37
SAL13689,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,4,20,10,15,13,22,3,24,0,106
SAL13690,61,35,27,13,56,39,9,19,0,266,56,89,117,36,124,106,16,35,160,734,1145,2096,2117,837,2421,2773,533,1101,315,13347
SAL13691,14,8,11,3,12,9,0,4,0,73,6,11,3,6,16,14,6,4,18,84,190,221,167,99,394,376,85,178,31,1738
SAL13692,0,0,0,3,4,4,0,0,0,11,3,0,0,0,8,4,0,0,3,17,29,71,48,32,79,71,25,66,13,424
SAL13693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,4,0,4,0,4,3,17
SAL13694,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,16,9,12,19,19,5,24,0,123
SAL13695,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,3,0,7,4,12,11,0,12,14,6,13,5,78
SAL13696,0,4,4,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,7,13,54,41,15,32,42,13,12,5,217
SAL13697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,15,8,14,17,13,26,0,113
SAL13698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,0,9,0,29
SAL13699,3,19,13,12,12,14,0,5,0,83,4,19,17,8,32,22,5,12,20,134,112,532,304,215,315,379,71,167,43,2142
SAL13700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,0,0,4,0,9,0,30
SAL13701,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,5,4,7,7,12,4,6,0,53
SAL13702,20,13,13,9,26,23,4,8,0,111,7,11,16,12,36,29,9,19,19,150,312,446,390,296,931,1015,334,552,38,4318
SAL13703,0,0,0,0,0,3,0,7,0,6,0,0,0,0,0,0,0,0,0,0,5,17,18,14,21,26,8,25,3,137
SAL13704,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,8,3,4,4,3,16,5,4,3,7,60
SAL13705,14,5,3,4,7,9,0,9,0,47,4,7,0,0,13,6,0,7,5,47,116,131,151,83,232,191,39,108,13,1069
SAL13706,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,4,8,19,12,14,13,25,8,13,3,122
SAL13707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,4,3,4,9,0,3,5,36
SAL13708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,7
SAL13709,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,10,17,24,37,22,41,42,4,17,6,200
SAL13710,3,5,3,3,6,7,0,5,3,30,0,5,0,0,0,5,0,0,3,23,37,86,78,56,104,86,21,46,11,521
SAL13711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,8,3,6,4,0,34
SAL13712,0,6,0,0,7,11,0,6,0,27,0,0,0,0,8,5,0,0,5,26,41,133,88,68,158,109,26,64,16,699
SAL13713,0,0,0,7,7,8,4,4,0,31,0,9,3,0,0,8,0,4,4,27,29,86,71,56,129,96,32,51,5,555
SAL13714,72,42,16,7,50,36,16,17,0,259,19,47,45,22,64,104,31,83,69,480,724,998,709,428,1908,2558,735,1912,122,10096
SAL13715,4,3,9,7,6,7,0,4,0,36,8,0,3,0,12,6,0,0,5,39,85,194,175,98,240,207,42,84,22,1150
SAL13716,36,29,17,15,46,45,9,17,5,220,10,26,12,11,52,37,5,12,29,200,522,684,595,436,1584,1502,407,632,95,6451
SAL13717,0,5,5,3,3,4,4,9,0,29,0,4,3,0,0,4,0,3,0,19,43,107,89,58,150,173,59,151,6,834
SAL13718,0,0,0,0,0,4,0,3,0,9,4,0,0,0,0,4,0,0,3,18,14,29,25,24,32,62,6,39,6,249
SAL13719,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,6,8,18,20,9,24,20,10,16,8,128
SAL13720,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,25,23,21,34,27,8,22,0,155
SAL13721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,0,8,9,0,10,0,46
SAL13722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,0,18
SAL13723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,6
SAL13724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,7,7,12,5,3,0,49
SAL13725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13726,4,21,9,4,16,8,3,6,0,83,6,13,4,3,16,17,3,4,20,87,127,278,228,148,399,332,79,178,32,1810
SAL13727,0,4,0,0,0,0,4,0,0,8,0,3,0,0,5,0,0,0,0,12,20,45,44,17,56,64,15,29,0,288
SAL13728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,4,0,0,0,0,22
SAL13729,6,4,4,0,9,0,0,5,0,27,0,6,6,0,3,5,0,0,0,20,62,86,75,34,109,147,54,69,4,635
SAL13730,72,27,15,11,31,24,0,14,5,197,23,75,88,25,68,94,12,41,121,545,1051,1458,1403,430,1666,2021,398,1072,216,9708
SAL13731,14,11,6,0,12,12,3,4,0,66,25,17,4,10,35,44,3,9,39,178,306,270,205,128,734,696,139,227,68,2766
SAL13732,50,33,16,12,18,34,3,7,0,182,9,35,21,3,34,32,4,23,46,210,505,741,556,287,790,981,247,521,80,4719
SAL13733,6,13,13,9,12,16,0,8,3,78,7,17,8,4,13,8,10,9,16,79,160,263,177,103,252,309,63,182,29,1544
SAL13734,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,3,4,4,0,27
SAL13735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,15
SAL13736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,6,12,3,15,0,50
SAL13737,0,5,4,0,0,5,3,7,0,20,0,3,0,0,7,11,3,3,5,35,28,118,96,69,133,161,50,155,15,831
SAL13738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,4,19,19,16,15,19,6,25,0,127
SAL13739,0,0,0,0,0,4,0,7,0,12,0,5,0,0,7,0,0,0,0,16,39,42,30,14,57,35,6,37,6,269
SAL13740,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,5,0,0,0,3,9,9,9,8,23,31,9,15,4,125
SAL13741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
SAL13742,17,18,5,4,20,17,10,8,5,104,9,15,15,7,25,28,7,15,13,131,274,325,314,171,563,530,141,298,40,2664
SAL13743,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,4,15,18,6,25,13,9,11,0,104
SAL13744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12
SAL13745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,3,4,11,0,14,0,57
SAL13746,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,9,9,6,9,12,15,0,18,3,76
SAL13747,17,13,9,0,23,16,0,6,0,89,13,19,18,6,44,28,4,3,40,180,371,323,273,178,872,933,150,219,85,3400
SAL13748,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,9,10,5,10,13,10,25,0,82
SAL13749,0,6,3,0,4,4,0,6,0,30,0,6,0,0,0,0,0,0,3,14,25,78,39,29,69,83,16,50,7,394
SAL13750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SAL13752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,0,15,0,12,0,44
SAL13753,0,5,3,0,6,4,0,4,0,19,0,3,0,0,3,0,0,0,0,12,17,65,52,39,91,60,16,35,3,382
SAL13754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,4,0,22
SAL13755,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,16,8,4,7,9,0,6,0,65
SAL13756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,9,0,3,0,27
SAL13757,10,0,0,0,0,7,3,5,0,26,3,4,0,0,8,10,3,6,4,35,63,92,77,34,107,206,62,208,9,854
SAL13758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,3,10,0,10,3,38
SAL13759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,9,5,6,3,20,7,42,4,103
SAL13760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL13761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,5,0,0,0,26
SAL13762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,16,12,0,11,0,55
SAL13763,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,8,10,11,7,3,11,3,3,0,58
SAL13764,0,5,8,0,14,7,8,5,3,48,5,9,4,8,13,9,0,4,22,57,89,185,157,106,216,218,50,109,44,1171
SAL13765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,15,6,8,19,6,8,0,81
SAL13766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,4,0,23
SAL13767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13768,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,9,16,15,3,12,15,4,10,0,78
