SAL_CODE_2021,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
SAL11244,8,0,0,0,0,0,0,8
SAL11245,5,0,0,0,0,0,0,8
SAL11246,0,0,0,0,0,0,0,0
SAL11247,0,0,0,0,0,0,0,0
SAL11248,0,0,0,0,0,0,0,0
SAL11249,0,0,0,0,0,0,0,0
SAL11250,278,31,17,4,0,0,0,335
SAL11251,3,0,0,0,0,0,0,3
SAL11252,3,0,0,0,0,0,0,4
SAL11253,67,8,3,0,0,0,0,85
SAL11254,0,0,0,0,0,0,0,0
SAL11255,0,0,0,0,0,0,0,0
SAL11256,0,0,0,0,0,0,0,0
SAL11257,3,0,0,0,0,0,0,4
SAL11258,0,0,0,0,0,0,0,4
SAL11259,5,3,0,0,0,0,0,5
SAL11260,0,0,0,0,0,0,0,0
SAL11261,4,0,0,0,0,0,0,6
SAL11262,11,0,0,0,0,0,0,11
SAL11263,4,0,0,0,0,0,0,6
SAL11264,12,0,0,0,0,0,0,13
SAL11265,8,0,0,0,0,0,0,5
SAL11266,4,0,0,0,0,0,0,4
SAL11267,0,0,0,0,0,0,0,0
SAL11268,97,9,0,0,0,0,0,113
SAL11269,125,22,4,0,0,0,0,146
SAL11270,7,3,0,0,0,0,0,9
SAL11271,35,6,0,0,0,0,0,33
SAL11272,17,0,0,0,0,0,0,18
SAL11273,5,3,0,0,0,0,0,5
SAL11274,59,15,0,0,0,0,3,78
SAL11275,6,0,0,0,0,0,0,6
SAL11276,12,0,0,0,0,0,0,17
SAL11277,1416,121,56,25,0,4,13,1634
SAL11278,34,4,7,0,0,0,0,48
SAL11279,123,28,3,0,0,0,3,157
SAL11280,69,7,6,0,0,0,0,86
SAL11281,4,0,0,0,0,0,0,4
SAL11282,10,8,0,0,0,0,0,17
SAL11283,366,34,6,0,0,0,0,412
SAL11284,18,0,0,0,0,0,0,13
SAL11285,173,11,3,0,0,0,0,195
SAL11286,546,38,19,0,0,0,0,604
SAL11287,14,0,0,0,0,0,0,14
SAL11288,22,6,3,0,0,0,0,29
SAL11289,5,0,0,0,0,0,0,11
SAL11290,0,0,0,0,0,0,0,0
SAL11291,0,0,0,0,0,0,0,0
SAL11292,8,0,0,0,0,0,0,12
SAL11293,3,0,0,0,0,0,0,3
SAL11294,0,0,0,0,0,0,0,3
SAL11295,5,0,0,0,0,0,0,10
SAL11296,1254,80,15,3,0,0,0,1352
SAL11297,3,4,3,0,0,0,0,4
SAL11298,4,0,0,0,0,0,0,4
SAL11299,3634,573,227,48,7,7,45,4550
SAL11300,0,0,0,0,0,0,0,5
SAL11301,4,0,0,0,0,0,0,8
SAL11302,4,0,0,0,0,0,0,4
SAL11303,317,29,9,0,0,0,0,351
SAL11304,73,9,4,0,0,0,0,81
SAL11305,7,0,0,0,0,0,0,15
SAL11306,1305,75,17,13,0,0,3,1414
SAL11307,8,0,0,0,0,0,0,11
SAL11308,10,0,0,0,0,0,0,8
SAL11309,5,0,0,0,0,0,0,5
SAL11310,4,0,0,0,0,0,0,3
SAL11311,0,0,0,0,0,0,0,0
SAL11312,34,5,3,0,0,0,0,39
SAL11313,42,8,0,0,0,0,0,55
SAL11314,6,0,0,0,0,0,0,9
SAL11315,659,51,15,3,0,0,0,727
SAL11316,764,44,21,11,0,0,0,845
SAL11317,15,0,0,0,0,0,0,15
SAL11318,4,0,0,0,0,0,0,4
SAL11319,73,11,5,0,0,0,0,93
SAL11320,5,0,0,0,0,0,0,5
SAL11321,15,5,0,0,0,0,0,21
SAL11322,0,0,0,0,0,0,0,0
SAL11323,131,26,10,3,0,0,4,170
SAL11324,42,3,0,0,0,0,0,52
SAL11325,6,0,0,0,0,0,0,6
SAL11326,36,0,0,0,0,0,0,40
SAL11327,9,0,0,0,0,0,0,6
SAL11328,89,3,0,0,0,0,0,96
SAL11329,71,12,0,0,0,0,0,91
SAL11330,0,0,0,0,0,0,0,0
SAL11331,1057,62,26,14,0,0,3,1167
SAL11332,0,0,0,0,0,0,0,0
SAL11333,17,5,0,4,0,0,0,32
SAL11334,18,4,0,0,0,0,0,25
SAL11335,40,6,5,0,0,0,0,53
SAL11336,8,0,0,0,0,0,0,7
SAL11337,9,0,0,0,0,0,0,10
SAL11338,0,0,0,0,0,0,0,0
SAL11339,11,3,0,0,0,0,0,11
SAL11340,0,0,0,0,0,0,0,0
SAL11341,21,3,0,0,0,0,0,26
SAL11342,4,4,0,0,0,0,0,8
SAL11343,14,4,0,0,0,0,0,17
SAL11344,617,59,29,5,0,0,3,724
SAL11345,16,5,0,0,0,0,0,20
SAL11346,2382,122,48,23,0,0,3,2585
SAL11347,538,69,14,3,0,0,0,628
SAL11348,505,49,20,9,0,0,3,577
SAL11349,187,33,16,4,0,0,0,236
SAL11350,25,4,0,0,0,0,0,29
SAL11351,315,34,11,6,0,0,0,369
SAL11352,357,52,11,4,0,0,0,416
SAL11353,31,5,0,0,0,0,0,36
SAL11354,374,42,19,7,0,0,0,444
SAL11355,115,13,0,0,0,0,0,130
SAL11356,7,0,0,0,0,0,0,9
SAL11357,82,16,16,0,0,0,0,113
SAL11358,448,43,4,6,0,0,0,502
SAL11359,314,26,12,3,0,0,4,368
SAL11360,575,36,10,0,0,0,0,628
SAL11361,322,49,20,3,0,0,6,415
SAL11362,3,0,0,0,0,0,0,6
SAL11363,993,168,53,12,7,0,8,1236
SAL11364,381,29,9,0,0,0,0,426
SAL11365,33,8,4,0,0,0,0,45
SAL11366,430,60,38,0,0,0,0,526
SAL11367,11,6,0,0,0,0,0,23
SAL11368,26,3,0,0,0,0,0,34
SAL11369,96,8,9,0,0,0,0,111
SAL11370,409,32,5,3,0,0,0,446
SAL11371,701,43,12,5,0,0,3,763
SAL11372,2357,112,36,28,0,3,9,2542
SAL11373,12,0,3,0,0,0,0,21
SAL11374,144,6,0,3,0,0,0,157
SAL11375,14,0,0,0,0,0,0,15
SAL11376,0,0,0,0,0,0,0,0
SAL11377,0,0,0,0,0,0,0,0
SAL11378,175,42,17,3,0,0,3,241
SAL11379,5,0,0,0,0,0,0,7
SAL11380,1391,66,21,29,0,0,3,1517
SAL11381,3,0,0,0,0,0,0,3
SAL11382,159,12,6,0,0,0,0,178
SAL11383,7,0,0,0,0,0,0,13
SAL11384,526,77,43,5,0,4,7,661
SAL11385,8,0,0,0,0,0,0,8
SAL11386,1870,116,39,33,3,0,0,2072
SAL11387,0,0,0,0,0,0,0,0
SAL11388,0,0,0,0,0,0,0,0
SAL11389,331,58,26,4,0,0,3,426
SAL11390,0,0,0,0,0,0,0,0
SAL11391,6,0,0,0,0,0,0,10
SAL11392,697,40,4,3,0,0,6,756
SAL11393,0,0,0,0,0,0,0,0
SAL11394,910,112,66,12,0,0,4,1108
SAL11395,19,0,0,0,0,0,0,17
SAL11396,783,76,28,8,0,0,6,903
SAL11397,599,66,23,8,6,0,5,701
SAL11398,127,13,3,0,0,0,0,143
SAL11399,22,3,0,0,0,0,0,30
SAL11400,541,20,6,3,0,0,0,574
SAL11401,124,24,13,4,0,0,0,169
SAL11402,27,6,0,0,0,0,0,30
SAL11403,23,0,0,0,0,0,0,28
SAL11404,11,0,0,0,0,0,0,7
SAL11405,7,0,0,0,0,0,0,7
SAL11406,3,0,0,0,0,0,0,3
SAL11407,10,0,0,0,0,0,0,13
SAL11408,105,6,4,0,4,0,0,113
SAL11409,7,0,0,3,0,0,0,12
SAL11410,16,0,0,0,0,0,0,22
SAL11411,9,3,0,0,0,0,0,13
SAL11412,38,0,0,0,0,0,0,42
SAL11413,8,3,0,0,0,0,0,12
SAL11414,256,46,8,8,0,0,0,317
SAL11415,12,0,0,0,0,0,0,12
SAL11416,174,20,15,14,0,0,0,214
SAL11417,20,6,0,0,0,0,0,30
SAL11418,291,23,16,0,0,0,3,333
SAL11419,25,0,0,0,0,0,0,25
SAL11420,408,42,32,4,0,0,3,486
SAL11421,880,98,29,12,3,5,4,1033
SAL11422,15,5,0,0,0,0,0,19
SAL11423,0,0,0,0,0,0,0,0
SAL11424,361,19,9,4,0,0,0,397
SAL11425,2396,185,83,13,3,0,3,2687
SAL11426,30,8,0,0,0,0,0,43
SAL11427,0,0,0,0,0,0,0,0
SAL11428,263,21,8,0,0,0,0,292
SAL11429,13,0,0,3,0,0,0,21
SAL11430,0,0,0,0,0,0,0,0
SAL11431,4161,191,46,37,0,0,9,4443
SAL11432,16,4,0,0,0,0,0,23
SAL11433,7,0,0,0,0,0,0,7
SAL11434,5,0,0,0,0,0,0,5
SAL11435,3,0,0,0,0,0,0,3
SAL11436,348,48,22,3,0,0,0,420
SAL11437,61,4,5,0,0,0,0,74
SAL11438,1615,123,44,14,0,3,5,1801
SAL11439,52,13,0,0,0,0,4,67
SAL11440,6,0,0,0,0,0,0,0
SAL11441,847,76,43,4,0,0,8,985
SAL11442,650,57,11,4,0,0,0,719
SAL11443,16,3,0,0,0,0,0,16
SAL11444,301,34,9,9,0,0,0,354
SAL11445,0,0,0,0,0,0,0,0
SAL11446,6,5,0,0,0,0,0,10
SAL11447,240,45,13,0,0,0,0,295
SAL11448,287,41,14,0,0,0,0,348
SAL11449,11,0,0,0,0,0,0,15
SAL11450,0,0,0,0,0,0,0,0
SAL11451,10,3,0,0,0,0,0,15
SAL11452,12,0,5,0,0,0,0,16
SAL11453,0,0,0,0,0,0,0,0
SAL11454,17,0,0,0,0,0,0,20
SAL11455,17,0,0,0,0,0,0,21
SAL11456,0,0,0,0,0,0,0,0
SAL11457,55,10,3,0,0,0,0,73
SAL11458,10,0,0,0,0,0,0,11
SAL11459,31,6,0,0,0,0,0,40
SAL11460,14,0,0,0,0,0,0,22
SAL11461,27,4,3,0,0,0,0,32
SAL11462,14,9,0,0,0,0,0,23
SAL11463,20,0,0,0,0,0,0,27
SAL11464,24,5,0,0,0,0,0,25
SAL11465,5,0,0,0,0,0,0,5
SAL11466,0,0,0,0,0,0,0,3
SAL11467,36,4,0,0,0,0,0,43
SAL11468,8,0,0,0,0,0,0,12
SAL11469,11,0,0,0,0,0,0,12
SAL11470,17,6,0,0,0,0,0,20
SAL11471,71,0,5,0,0,0,0,80
SAL11472,170,36,16,0,0,0,3,227
SAL11473,14,0,0,5,0,0,0,17
SAL11474,27,0,0,0,0,0,0,30
SAL11475,20,7,5,3,0,0,0,30
SAL11476,0,0,0,0,0,0,0,0
SAL11477,97,9,8,0,0,0,0,114
SAL11478,88,17,4,0,0,0,3,115
SAL11479,54,9,0,0,0,0,0,60
SAL11480,2025,104,47,35,7,0,8,2224
SAL11481,537,32,14,16,0,0,9,607
SAL11482,1050,42,19,20,0,0,3,1133
SAL11483,1600,81,37,31,0,3,3,1764
SAL11484,8,0,0,0,0,0,0,8
SAL11485,699,71,13,0,0,0,4,783
SAL11486,36,9,5,0,0,0,0,52
SAL11487,635,68,15,4,0,0,0,726
SAL11488,0,0,0,0,0,0,0,4
SAL11489,4,0,0,0,0,0,0,4
SAL11490,92,12,4,4,0,0,5,110
SAL11491,24,0,0,0,0,0,0,20
SAL11492,0,0,0,0,0,0,0,5
SAL11493,47,9,4,0,0,0,0,55
SAL11494,543,38,21,3,0,0,3,601
SAL11495,3,0,0,0,0,0,0,3
SAL11496,9,0,0,0,0,0,0,12
SAL11497,0,0,0,0,0,0,0,0
SAL11498,45,4,5,0,0,0,0,52
SAL11499,486,47,22,0,0,0,0,568
SAL11500,4,0,0,0,0,0,0,10
SAL11501,16,0,0,0,0,0,0,21
SAL11502,69,7,3,0,0,0,0,81
SAL11503,141,23,7,0,0,0,0,177
SAL11504,365,60,27,8,3,0,0,459
SAL11505,0,0,0,0,0,0,0,5
SAL11506,0,0,0,0,0,0,0,0
SAL11507,4,0,0,0,0,0,0,4
SAL11508,11,0,0,0,0,0,0,11
SAL11509,6,0,0,0,0,0,0,6
SAL11510,83,7,0,0,0,0,3,93
SAL11511,36,7,0,0,0,0,0,41
SAL11512,44,3,4,0,0,0,0,50
SAL11513,0,3,0,0,0,0,0,8
SAL11514,28,3,0,0,0,0,0,30
SAL11515,11,0,0,0,0,0,0,13
SAL11516,27,7,0,0,0,0,0,31
SAL11517,13,3,0,0,0,0,3,19
SAL11518,1568,135,53,8,0,0,5,1774
SAL11519,3,0,0,0,0,0,0,7
SAL11520,5,0,0,0,0,0,0,5
SAL11521,77,23,4,0,0,0,0,107
SAL11522,57,3,6,0,0,0,0,70
SAL11523,158,14,11,0,0,0,5,189
SAL11524,26,5,0,0,0,0,0,29
SAL11525,5,0,0,0,0,0,0,8
SAL11526,33,5,0,0,0,0,0,41
SAL11527,3,0,0,0,0,0,0,3
SAL11528,5,0,0,0,0,0,0,12
SAL11529,94,14,7,0,0,0,0,113
SAL11530,5,0,0,0,0,0,0,5
SAL11531,0,0,0,0,0,0,0,0
SAL11532,19,0,0,0,0,0,0,27
SAL11533,1208,75,16,6,0,0,4,1312
SAL11534,5,0,0,0,0,0,0,5
SAL11535,0,0,0,0,0,0,0,0
SAL11536,1148,138,49,7,0,0,0,1348
SAL11537,865,120,37,10,0,0,3,1038
SAL11538,224,22,7,0,0,0,5,263
SAL11539,588,76,35,10,0,0,10,720
SAL11540,7,0,0,0,0,0,0,11
SAL11541,0,0,0,0,0,0,0,0
SAL11542,13,0,3,0,0,0,0,18
SAL11543,0,0,0,0,0,0,0,7
SAL11544,10,0,0,0,0,0,0,8
SAL11545,5,0,0,0,0,0,0,6
SAL11546,14,0,0,0,0,0,0,14
SAL11547,260,35,29,0,0,0,3,328
SAL11548,0,0,0,0,0,0,0,0
SAL11549,400,41,9,0,0,0,0,449
SAL11550,65,6,5,0,0,0,0,76
SAL11551,1252,78,13,3,0,0,0,1357
SAL11552,348,45,17,3,0,0,0,420
SAL11553,806,129,43,8,3,0,3,985
SAL11554,0,0,0,0,0,0,0,0
SAL11555,10,0,0,0,0,0,0,10
SAL11556,6,0,0,0,0,0,0,6
SAL11557,93,11,4,0,0,0,0,112
SAL11558,0,0,0,0,0,0,0,0
SAL11559,4,0,0,0,0,0,0,4
SAL11560,3,0,0,0,0,0,0,3
SAL11561,10,5,0,0,0,0,0,14
SAL11562,0,0,0,0,0,0,0,0
SAL11563,26,4,0,0,0,0,0,34
SAL11564,86,17,8,0,0,0,0,110
SAL11565,0,0,0,0,0,0,0,0
SAL11566,0,0,0,0,0,0,0,0
SAL11567,232,31,10,6,0,0,7,272
SAL11568,11,0,0,0,0,0,0,15
SAL11569,0,0,0,0,0,0,0,4
SAL11570,4,0,0,0,0,0,0,3
SAL11571,2217,138,44,9,0,0,6,2423
SAL11572,1084,63,24,5,0,0,3,1175
SAL11573,18,0,0,0,0,0,0,19
SAL11574,14,0,0,0,0,0,0,11
SAL11575,9,0,0,0,0,0,0,12
SAL11576,0,0,0,0,0,0,0,0
SAL11577,5,0,0,0,0,0,0,5
SAL11578,28,4,0,0,0,0,0,36
SAL11579,7,0,0,0,0,0,0,6
SAL11580,566,44,11,4,0,0,0,630
SAL11581,3,3,0,0,0,0,0,7
SAL11582,0,0,0,0,0,0,0,0
SAL11583,14,0,0,0,0,0,0,10
SAL11584,18,0,5,0,0,0,0,25
SAL11585,9,0,0,0,0,0,0,9
SAL11586,396,29,10,3,0,0,0,436
SAL11587,11,0,0,0,0,0,0,11
SAL11588,3,0,0,0,0,0,0,3
SAL11589,60,7,6,0,0,0,0,82
SAL11590,19,0,0,0,0,0,0,28
SAL11591,254,25,7,0,0,0,4,284
SAL11592,8,0,0,0,0,0,0,12
SAL11593,10,0,0,0,0,0,0,11
SAL11594,4,0,0,0,0,0,0,4
SAL11595,7,0,0,0,0,0,0,9
SAL11596,11,3,0,0,0,0,0,14
SAL11597,18,0,0,0,0,0,0,25
SAL11598,232,37,15,5,0,0,6,295
SAL11599,0,0,0,0,0,0,0,0
SAL11600,0,0,0,0,0,0,0,0
SAL11601,21,0,0,0,0,0,0,17
SAL11602,0,0,0,0,0,0,0,0
SAL11603,48,0,0,0,0,0,0,53
SAL11604,0,0,0,0,0,0,0,0
SAL11605,1176,52,29,13,0,0,7,1274
SAL11606,24,0,4,0,0,0,0,27
SAL11607,203,13,10,0,0,0,0,231
SAL11608,18,0,0,0,0,0,0,21
SAL11609,65,8,5,0,0,0,0,81
SAL11610,426,52,16,3,0,0,4,496
SAL11611,38,3,0,0,0,0,0,40
SAL11612,54,10,0,0,0,0,0,66
SAL11613,0,0,0,0,0,0,0,0
SAL11614,0,0,0,0,0,0,0,0
SAL11615,5,0,0,0,0,0,0,8
SAL11616,16,0,0,0,0,0,0,18
SAL11617,0,0,0,0,0,0,0,3
SAL11618,0,0,0,0,0,0,0,0
SAL11619,10,0,0,0,0,0,0,7
SAL11620,10,4,0,0,0,0,0,13
SAL11621,6,0,0,0,0,0,0,8
SAL11622,59,0,3,6,0,0,0,71
SAL11623,171,30,5,4,0,0,6,224
SAL11624,3,0,0,0,0,0,0,6
SAL11625,0,0,0,0,0,0,0,0
SAL11626,3,0,0,0,0,0,0,4
SAL11627,4,0,0,0,0,0,0,5
SAL11628,496,94,53,7,0,0,7,657
SAL11629,4,0,0,0,0,0,0,4
SAL11630,19,8,0,0,0,0,0,27
SAL11631,15,0,0,0,0,0,0,16
SAL11632,7,0,0,0,0,0,0,7
SAL11633,0,0,0,0,0,0,0,0
SAL11634,5,0,0,0,0,0,0,3
SAL11635,67,14,0,0,0,0,0,84
SAL11636,12,0,0,0,0,0,0,12
SAL11637,0,0,0,0,0,0,0,0
SAL11638,5,0,0,0,0,0,0,5
SAL11639,0,0,0,0,0,0,0,4
SAL11640,1098,38,8,10,0,0,0,1159
SAL11641,14,0,0,0,0,0,0,19
SAL11642,1489,96,19,9,0,0,3,1616
SAL11643,31,8,0,0,0,0,0,40
SAL11644,23,0,0,0,0,0,0,20
SAL11645,626,60,13,0,0,0,0,702
SAL11646,958,68,32,9,0,0,6,1067
SAL11647,6,0,0,0,0,0,0,6
SAL11648,0,0,0,0,0,0,0,0
SAL11649,603,41,21,11,0,0,6,682
SAL11650,9,0,0,0,0,0,0,10
SAL11651,6,0,0,0,0,0,0,3
SAL11652,0,0,0,0,0,0,0,0
SAL11653,360,61,24,10,0,0,4,455
SAL11654,16,4,0,0,0,0,0,21
SAL11655,0,0,0,0,0,0,0,0
SAL11656,62,5,0,0,0,0,0,68
SAL11657,0,0,0,0,0,0,0,0
SAL11658,9,4,0,0,0,0,0,14
SAL11659,8,0,0,0,0,0,0,6
SAL11660,686,50,15,3,0,0,0,761
SAL11661,13,0,0,0,0,0,0,13
SAL11662,299,42,21,0,0,0,3,375
SAL11663,765,44,29,18,0,0,0,864
SAL11664,15,4,0,0,0,0,0,20
SAL11665,44,9,3,0,0,0,0,54
SAL11666,11,0,0,0,0,0,0,11
SAL11667,11,0,0,0,0,0,0,11
SAL11668,1444,82,30,21,0,0,9,1587
SAL11669,434,67,38,4,0,0,5,541
SAL11670,5,0,0,0,0,0,0,5
SAL11671,886,57,18,3,0,0,0,963
SAL11672,23,5,5,0,0,0,0,39
SAL11673,7,0,0,0,0,0,0,16
SAL11674,3421,373,190,42,4,0,14,4042
SAL11675,7,0,0,0,0,0,0,7
SAL11676,258,32,10,0,0,0,0,301
SAL11677,495,32,10,8,0,0,0,538
SAL11678,37,0,0,0,0,0,0,37
SAL11679,75,13,5,4,0,0,0,105
SAL11680,16,5,0,0,0,0,0,21
SAL11681,0,0,0,0,0,0,0,0
SAL11682,301,39,16,5,0,0,0,362
SAL11683,8,0,0,0,0,0,0,12
SAL11684,20,7,5,0,0,0,0,27
SAL11685,11,0,0,0,0,0,0,18
SAL11686,2695,134,51,43,0,4,7,2935
SAL11687,0,0,0,0,0,0,0,0
SAL11688,344,46,16,4,0,0,0,414
SAL11689,190,36,11,0,0,0,7,239
SAL11690,0,0,0,0,0,0,0,0
SAL11691,0,0,0,0,0,0,0,0
SAL11692,4,0,0,0,0,0,0,4
SAL11693,303,18,9,0,0,0,4,333
SAL11694,18,3,4,0,0,0,0,23
SAL11695,8,0,0,0,0,0,0,9
SAL11696,7,0,0,0,0,0,0,7
SAL11697,233,33,21,0,0,0,0,284
SAL11698,11,0,0,0,0,0,0,15
SAL11699,8,0,0,0,0,0,0,8
SAL11700,0,0,0,0,0,0,0,5
SAL11701,9,0,0,0,0,0,0,6
SAL11702,0,0,0,0,0,0,0,0
SAL11703,11,0,0,0,0,0,0,11
SAL11704,5,0,0,0,0,0,0,9
SAL11705,15,0,0,0,0,0,0,15
SAL11706,0,0,0,0,0,0,0,0
SAL11707,10,0,0,0,0,0,0,10
SAL11708,10,4,0,0,0,0,0,17
SAL11709,6,0,0,0,0,0,0,6
SAL11710,1122,99,54,9,0,0,3,1294
SAL11711,36,3,5,0,0,0,0,42
SAL11712,10,0,0,0,0,0,0,17
SAL11713,3,0,0,0,0,0,0,9
SAL11714,21,3,0,0,0,0,0,24
SAL11715,31,9,0,0,0,0,0,44
SAL11716,3,0,0,0,0,0,0,8
SAL11717,1036,149,75,16,3,3,8,1287
SAL11718,21,3,0,0,0,0,0,32
SAL11719,0,0,0,0,0,0,0,0
SAL11720,7,0,0,0,0,0,0,7
SAL11721,12,0,0,0,0,0,0,10
SAL11722,6,0,0,0,0,0,0,4
SAL11723,0,0,0,0,0,0,0,0
SAL11724,1188,87,19,4,0,0,4,1310
SAL11725,0,0,0,0,0,0,0,0
SAL11726,45,10,0,0,0,0,0,54
SAL11727,558,97,58,7,0,4,9,725
SAL11728,244,41,6,0,0,0,0,299
SAL11729,7,0,0,0,0,0,0,7
SAL11730,3,0,0,0,0,0,0,3
SAL11731,1781,263,163,32,5,0,26,2267
SAL11732,0,0,0,0,0,0,0,0
SAL11733,6,0,0,0,0,0,0,3
SAL11734,0,0,0,0,0,0,0,0
SAL11735,51,0,4,4,0,0,0,54
SAL11736,11,0,0,0,0,0,0,13
SAL11737,21,3,0,0,0,0,0,20
SAL11738,0,0,0,0,0,0,0,3
SAL11739,675,121,71,9,4,0,3,883
SAL11740,3,0,0,0,0,0,0,3
SAL11741,8,0,0,0,0,0,0,11
SAL11742,4,0,0,0,0,0,0,10
SAL11743,571,35,21,8,0,0,0,638
SAL11744,0,0,0,0,0,0,0,0
SAL11745,1520,94,40,22,3,0,6,1688
SAL11746,202,21,3,0,0,0,0,223
SAL11747,4,0,0,0,0,0,0,8
SAL11748,31,5,0,0,0,0,0,35
SAL11749,36,0,0,0,0,0,0,36
SAL11750,426,40,16,0,0,0,0,484
SAL11751,0,0,0,0,0,0,0,0
SAL11752,17,5,0,0,0,0,0,18
SAL11753,0,0,0,0,0,0,0,0
SAL11754,0,0,0,0,0,0,0,0
SAL11755,0,0,0,0,0,0,0,0
SAL11756,9,0,0,0,0,0,0,9
SAL11757,0,0,0,0,0,0,0,0
SAL11758,0,0,0,0,0,0,0,0
SAL11759,17,0,0,0,0,0,0,18
SAL11760,690,90,24,10,0,0,3,817
SAL11761,33,11,4,0,0,0,0,45
SAL11762,1713,92,48,38,0,0,9,1904
SAL11763,3262,169,83,38,3,0,13,3563
SAL11764,8,0,0,0,0,0,0,9
SAL11765,31,5,0,0,0,0,0,36
SAL11766,17,0,0,0,0,0,0,13
SAL11767,735,35,6,10,0,0,0,783
SAL11768,0,0,0,0,0,0,0,0
SAL11769,33,5,3,0,0,0,0,50
SAL11770,241,29,4,4,0,0,0,275
SAL11771,13,0,5,0,0,0,0,20
SAL11772,4,0,0,0,0,0,0,4
SAL11773,76,12,3,5,0,0,0,93
SAL11774,18,0,0,0,0,0,0,19
SAL11775,84,13,4,0,0,0,0,101
SAL11776,620,50,7,6,0,0,0,687
SAL11777,16,5,0,0,0,0,0,16
SAL11778,4,0,0,0,0,0,0,8
SAL11779,41,4,0,0,0,0,0,39
SAL11780,1277,114,61,12,3,0,4,1466
SAL11781,24,4,0,0,0,0,0,23
SAL11782,164,30,15,0,0,0,0,211
SAL11783,19,3,6,0,0,0,0,21
SAL11784,345,54,33,11,0,0,4,451
SAL11785,3,0,0,0,0,0,0,9
SAL11786,9,0,0,0,0,0,0,7
SAL11787,3026,178,86,19,9,0,11,3326
SAL11788,1884,183,79,34,0,3,19,2198
SAL11789,14,0,0,0,0,0,0,14
SAL11790,24,4,0,0,0,0,0,28
SAL11791,166,11,4,0,0,0,0,185
SAL11792,88,6,0,0,0,0,0,95
SAL11793,4,0,0,0,0,0,0,3
SAL11794,0,0,0,0,0,0,0,0
SAL11795,0,0,0,0,0,0,0,3
SAL11796,2607,122,56,44,0,5,10,2839
SAL11797,687,46,13,14,0,0,0,760
SAL11798,33,0,0,0,0,0,0,39
SAL11799,0,0,0,0,0,0,0,3
SAL11800,203,33,19,4,0,0,7,269
SAL11801,175,27,9,0,0,0,0,223
SAL11802,20,4,0,0,0,0,0,20
SAL11803,13,0,0,0,0,0,0,13
SAL11804,0,0,0,0,0,0,0,0
SAL11805,9,0,0,0,0,0,0,9
SAL11806,51,3,0,0,0,0,0,58
SAL11807,42,6,3,0,0,0,0,58
SAL11808,4,0,0,0,0,0,0,4
SAL11809,132,5,12,3,0,0,0,152
SAL11810,7,0,0,0,0,0,0,7
SAL11811,158,14,4,0,0,0,0,181
SAL11812,33,3,3,0,0,0,0,42
SAL11813,0,0,0,0,0,0,0,0
SAL11814,15,0,0,0,0,0,0,15
SAL11815,15,0,0,0,0,0,3,18
SAL11816,18,4,0,0,0,0,0,26
SAL11817,0,0,0,0,0,0,0,0
SAL11818,859,134,69,13,0,3,9,1084
SAL11819,101,11,4,0,0,0,0,115
SAL11820,13,0,0,0,0,0,0,13
SAL11821,8,0,0,0,0,0,0,14
SAL11822,4,0,0,0,0,0,0,4
SAL11823,4,0,0,0,0,0,0,8
SAL11824,16,4,0,0,0,0,0,20
SAL11825,0,0,0,0,0,0,0,0
SAL11826,5,0,0,0,0,0,0,5
SAL11827,9,0,0,0,0,0,0,14
SAL11828,9,0,0,0,0,0,0,10
SAL11829,140,23,5,3,0,0,0,168
SAL11830,7,0,0,0,0,0,0,13
SAL11831,346,59,33,5,6,0,4,449
SAL11832,231,21,5,0,0,0,0,264
SAL11833,935,88,36,7,0,0,0,1068
SAL11834,1031,95,25,0,0,0,4,1165
SAL11835,914,45,5,3,0,0,0,967
SAL11836,0,0,0,0,0,0,0,0
SAL11837,156,35,27,3,5,0,3,221
SAL11838,18,0,0,0,0,0,0,21
SAL11839,61,8,0,0,0,0,0,75
SAL11840,4,0,0,0,0,0,0,4
SAL11841,21,0,0,0,0,0,0,27
SAL11842,65,13,4,0,0,0,0,81
SAL11843,3,0,0,0,0,0,0,3
SAL11844,0,0,0,0,0,0,0,0
SAL11845,301,40,5,3,0,0,0,353
SAL11846,122,5,5,0,0,0,0,136
SAL11847,70,14,0,0,0,0,0,86
SAL11848,398,20,7,0,0,0,0,428
SAL11849,85,12,6,0,0,0,0,102
SAL11850,909,120,75,10,0,5,3,1122
SAL11851,404,29,12,0,0,0,0,450
SAL11852,6,0,0,0,0,0,0,7
SAL11853,7,0,0,0,0,0,0,7
SAL11854,6,0,0,0,0,0,0,6
SAL11855,0,0,0,0,0,0,0,0
SAL11856,16,3,0,0,0,0,0,21
SAL11857,137,5,8,0,0,0,0,148
SAL11858,129,14,9,0,0,0,0,152
SAL11859,25,0,0,0,0,0,0,25
SAL11860,18,4,0,0,0,0,0,25
SAL11861,23,0,0,0,0,0,0,27
SAL11862,11,0,0,0,0,0,0,11
SAL11863,10,0,0,0,0,0,0,9
SAL11864,8,3,0,0,0,0,0,7
SAL11865,140,21,7,6,0,0,4,177
SAL11866,2003,203,82,24,3,4,7,2322
SAL11867,495,20,5,3,0,0,0,527
