SAL_CODE_2021,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL12244,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,0,0,20
SAL12245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,5,9,18,50,42,16,6,0,132
SAL12246,8,10,33,30,22,29,15,0,0,150,8,6,22,29,28,24,10,3,0,126,254,225,526,617,678,597,215,36,0,3149
SAL12247,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,9,0,3,20,14,25,27,10,0,0,103
SAL12248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,7
SAL12249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12250,0,4,6,10,4,3,4,0,0,22,0,0,8,13,0,7,5,0,0,25,20,43,105,136,104,109,61,7,3,584
SAL12251,0,7,14,22,10,18,4,0,0,75,6,9,0,15,18,15,0,5,0,61,137,122,215,334,433,371,67,7,0,1680
SAL12252,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,4,0,0,0,8,3,14,17,25,26,61,23,6,0,177
SAL12253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,3,0,0,24
SAL12254,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,10,10,23,9,9,0,0,72
SAL12255,0,9,9,3,7,12,0,0,0,43,0,0,12,11,8,8,5,0,0,53,59,100,233,199,240,236,62,3,0,1131
SAL12256,3,3,20,15,10,11,0,0,0,62,3,9,25,15,14,15,4,0,0,86,96,166,462,347,292,243,35,9,0,1638
SAL12257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,10,3,4,0,0,0,30
SAL12259,0,4,10,3,9,6,0,0,0,31,7,8,12,13,13,14,4,0,0,62,67,143,297,235,238,226,37,0,0,1249
SAL12260,0,0,0,0,5,0,0,0,0,10,0,0,0,0,9,0,0,0,0,6,36,24,26,44,48,55,19,6,0,262
SAL12261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12262,7,8,21,11,15,15,3,0,0,90,6,4,14,13,15,19,5,0,0,89,126,169,415,357,421,415,77,7,0,1986
SAL12263,0,0,3,3,4,0,0,0,0,9,0,0,0,0,8,5,0,0,0,18,16,22,31,44,71,58,14,0,0,252
SAL12264,0,5,4,4,13,0,0,0,0,22,0,5,3,5,6,5,6,6,0,26,49,38,48,66,133,109,38,5,0,487
SAL12265,0,0,3,3,11,9,3,0,0,29,3,0,3,0,5,3,0,0,0,16,75,69,84,167,190,166,26,0,0,779
SAL12266,10,13,36,17,30,21,10,0,0,136,4,25,132,101,54,33,11,0,0,367,122,439,1488,1239,773,529,126,8,0,4734
SAL12267,3,0,0,4,0,3,0,0,0,13,0,0,3,0,0,0,0,0,0,9,20,26,38,43,57,38,9,6,0,241
SAL12268,6,0,0,7,9,0,0,0,0,25,0,0,0,3,3,5,0,0,0,11,27,24,69,89,90,84,20,5,0,391
SAL12269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,13,11,3,0,0,0,42
SAL12270,7,5,41,29,28,15,5,0,0,116,0,17,63,35,16,28,3,0,0,169,128,290,797,746,617,477,84,3,0,3149
SAL12271,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,12,13,8,0,0,50
SAL12272,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,8,3,10,15,40,47,32,8,3,0,163
SAL12273,6,7,19,14,19,11,0,3,0,75,4,16,14,11,17,8,0,0,0,70,198,260,528,558,584,425,76,12,0,2635
SAL12274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,14
SAL12275,4,18,48,56,40,38,12,4,0,208,8,22,67,93,45,34,5,3,0,277,181,404,1680,1991,1319,850,268,49,0,6742
SAL12276,6,15,57,56,41,24,6,0,0,205,0,12,90,76,35,23,14,0,0,251,157,414,2045,2012,1229,627,243,31,3,6763
SAL12277,0,5,10,15,5,4,0,0,0,51,0,6,18,25,15,5,0,0,0,71,57,122,348,491,352,199,82,11,0,1670
SAL12278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,5,3,10,0,0,0,0,19
SAL12279,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,11,4,20,16,27,29,4,0,0,116
SAL12280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,6,6,3,0,33
SAL12281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SAL12282,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,9,7,11,35,26,38,56,16,0,0,196
SAL12283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12284,0,0,6,11,8,6,0,0,0,28,0,4,10,17,7,7,3,0,0,56,37,94,189,170,197,157,31,6,0,880
SAL12285,5,0,0,0,0,4,0,0,0,11,0,0,0,0,4,0,0,0,0,16,28,45,43,91,119,88,31,10,0,454
SAL12286,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,9,4,0,0,0,20
SAL12287,3,8,7,7,10,4,0,0,0,45,3,3,12,6,4,4,0,0,0,33,90,89,161,223,226,138,45,0,0,978
SAL12288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,4,16,31,44,42,20,4,0,161
SAL12289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,3,0,0,26
SAL12290,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,4,3,4,12,14,0,0,0,48
SAL12291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6
SAL12292,0,0,0,5,0,5,0,0,0,20,0,3,3,3,9,3,0,3,0,21,26,27,45,52,103,145,39,11,0,452
SAL12293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,0,5,0,0,14
SAL12294,0,0,0,0,0,0,0,0,0,7,0,0,4,7,8,9,0,0,0,23,9,41,149,102,81,82,38,14,0,516
SAL12295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,0,0,0,16
SAL12296,14,36,64,33,36,37,10,0,0,234,12,28,68,52,41,41,17,6,0,255,361,627,1294,1066,979,906,292,20,5,5536
SAL12297,0,0,0,3,3,0,3,0,0,13,0,3,0,0,4,4,4,0,0,20,26,24,68,63,83,104,27,4,0,393
SAL12298,4,5,5,4,12,6,3,0,0,46,4,0,8,11,7,7,0,0,0,39,61,86,196,250,286,305,70,6,0,1273
SAL12299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,11,13,15,5,0,0,48
SAL12300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12,20,18,17,0,0,0,71
SAL12301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12302,17,22,40,30,33,22,6,4,0,169,14,24,47,31,31,34,10,3,0,193,316,378,840,773,803,775,216,29,5,4134
SAL12303,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,0,0,0,19
SAL12304,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,4,0,0,10,5,3,11,27,32,27,17,4,0,133
SAL12305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,15,15,5,7,0,66
SAL12306,9,18,56,60,45,21,13,0,0,233,4,25,74,73,68,31,13,0,0,290,206,608,2068,2405,1904,977,314,28,0,8511
SAL12307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL12308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,8,19,0,5,0,39
SAL12309,0,4,5,11,3,10,3,0,0,37,5,0,12,9,10,7,0,0,0,41,45,74,149,178,199,225,54,3,0,923
SAL12310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,5,6,4,16,5,0,0,0,42
SAL12312,5,14,25,21,34,28,4,0,0,125,9,12,39,45,25,12,6,5,0,142,279,240,653,918,921,726,203,20,0,3964
SAL12313,4,5,12,20,3,3,5,0,0,53,0,4,4,15,11,6,5,0,0,48,104,113,198,308,325,206,64,10,0,1333
SAL12314,3,5,45,19,24,12,0,0,0,123,5,16,68,57,29,14,5,0,0,195,143,311,1451,1241,646,368,76,10,3,4258
SAL12315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,4,6,7,0,0,35
SAL12316,0,7,6,7,8,11,0,0,0,38,9,18,33,21,19,21,5,0,0,118,76,188,325,219,264,186,35,0,0,1293
SAL12317,0,9,30,33,26,28,6,0,0,135,14,31,55,60,40,29,3,0,0,239,175,337,947,1036,766,596,161,20,0,4036
SAL12318,0,0,6,16,9,4,6,0,0,46,3,8,11,10,9,20,10,0,0,70,74,106,218,315,463,413,209,38,3,1844
SAL12319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,7,0,0,0,14
SAL12320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,0,20
SAL12321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,3,12,12,20,13,8,4,0,75
SAL12322,0,6,25,18,10,11,3,0,0,69,0,4,31,19,9,7,0,0,0,75,38,202,883,617,384,235,58,9,0,2425
SAL12323,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,4,4,17,10,17,4,0,0,63
SAL12324,0,0,0,3,12,3,0,0,0,21,0,0,7,18,12,4,3,0,0,41,36,70,210,377,234,130,22,0,0,1079
SAL12325,0,15,95,83,47,51,11,0,0,303,6,104,342,181,112,85,12,0,0,844,178,1280,3966,2318,1523,1260,310,14,0,10854
SAL12326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12327,0,5,0,5,0,6,0,0,0,8,0,0,3,0,0,0,5,0,0,7,26,29,35,45,62,32,10,3,0,236
SAL12328,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,3,8,6,24,21,36,45,15,10,0,166
SAL12329,3,0,0,3,4,0,0,0,0,13,3,0,3,4,0,0,3,0,0,22,30,33,104,103,111,124,39,10,0,550
SAL12330,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,4,0,0,0,9,14,10,36,50,50,61,23,5,0,246
SAL12331,5,0,4,0,9,11,5,0,0,36,5,6,0,0,9,0,0,0,0,22,71,73,75,120,199,152,60,11,0,761
SAL12332,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,6,12,0,4,21,16,25,0,0,0,74
SAL12333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8
SAL12334,7,8,26,26,27,20,8,0,0,121,0,5,16,33,35,13,10,0,0,116,136,232,643,1050,1060,657,172,15,0,3958
SAL12335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL12336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,9,15,11,11,7,0,0,54
SAL12337,0,0,0,0,3,4,0,0,0,6,0,0,0,0,5,0,0,0,0,6,5,8,25,25,41,29,3,0,0,128
SAL12338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,3,0,0,0,19
SAL12339,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,5,20,8,12,14,0,0,63
SAL12340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,8,0,0,0,15
SAL12341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8
SAL12342,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,8,4,5,6,10,16,28,16,0,0,85
SAL12343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,5,0,0,20
SAL12344,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,3,0,0,0,13,11,17,32,48,64,48,20,0,0,240
SAL12345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,9,12,26,22,30,24,9,0,140
SAL12346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,8,0,3,0,0,16
SAL12347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,10
SAL12348,7,12,19,26,29,24,5,0,0,121,10,17,33,65,58,22,21,3,0,223,205,431,857,1306,1271,842,277,51,0,5242
SAL12349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,5,5,0,0,21
SAL12350,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,7,12,14,12,32,54,49,24,0,0,192
SAL12351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,7
SAL12352,6,12,13,21,28,19,0,0,0,96,4,7,13,18,22,17,3,0,0,82,199,230,402,561,650,476,100,9,0,2626
SAL12353,3,3,16,3,18,11,0,0,0,51,5,4,18,11,9,9,0,0,0,60,99,126,324,289,274,232,67,8,0,1423
SAL12354,3,3,5,8,13,6,3,0,0,42,5,0,6,8,3,9,0,0,0,22,65,85,185,208,222,198,59,8,0,1026
SAL12355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,17,10,0,0,51
SAL12356,9,16,17,7,15,11,0,3,0,73,6,6,18,17,14,18,0,0,0,75,97,170,406,316,388,394,90,17,0,1874
SAL12357,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,3,0,0,20
SAL12358,0,4,18,18,19,8,0,5,0,76,0,0,26,33,17,17,8,4,0,100,69,114,485,644,528,350,125,23,0,2333
SAL12359,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,7,12,13,11,17,7,0,0,82
SAL12360,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,7,3,5,13,18,19,12,0,0,73
SAL12361,5,0,0,0,3,5,0,0,0,12,0,0,0,6,0,0,0,0,0,9,10,16,47,53,73,71,18,5,0,302
SAL12362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,15
SAL12363,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,11,4,0,7,7,5,0,0,0,38
SAL12364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL12365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,18,13,14,4,0,0,65
SAL12366,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,9,4,0,28
SAL12367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,10
SAL12368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,12
SAL12369,0,0,3,5,4,0,0,0,0,14,0,0,6,3,3,0,0,0,0,16,12,42,64,65,65,68,8,3,0,328
SAL12370,6,31,90,71,47,26,5,0,0,274,19,72,195,166,110,86,11,0,0,653,283,1135,3283,2446,1588,1086,250,21,3,10090
SAL12371,3,0,6,0,6,6,3,0,0,26,0,0,3,8,7,4,0,0,0,22,88,99,204,239,320,199,56,5,0,1208
SAL12372,4,0,15,9,3,0,0,0,0,31,0,3,10,0,8,4,6,0,0,33,67,93,118,136,166,108,43,7,0,738
SAL12373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,7,12,5,8,0,0,57
SAL12374,0,8,12,10,8,5,0,0,0,50,0,0,4,0,3,0,0,0,0,17,66,67,243,190,154,101,23,0,0,861
SAL12375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,14
SAL12376,0,0,0,0,4,6,0,0,0,10,0,0,0,3,0,0,0,0,0,7,13,13,28,40,48,48,10,0,0,188
SAL12377,0,0,5,3,8,4,0,0,0,30,0,5,3,5,4,3,7,0,0,16,35,41,108,125,129,80,22,3,0,541
SAL12378,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,4,0,0,7,20,34,56,60,78,101,44,19,3,417
SAL12379,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,4,5,7,3,0,0,0,26
SAL12380,9,9,10,9,17,16,3,0,0,75,4,0,9,7,15,12,0,0,0,53,141,173,337,483,557,301,76,9,0,2072
SAL12381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,3,10,13,21,22,3,0,0,76
SAL12382,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10,3,5,10,10,14,5,0,0,56
SAL12383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,12,6,0,0,37
SAL12384,7,13,21,29,25,12,0,0,0,121,12,12,13,20,26,13,9,0,0,107,154,227,356,380,430,329,103,8,0,1986
SAL12385,0,4,10,10,9,6,0,0,0,43,0,0,5,3,3,3,0,0,0,11,51,54,93,142,150,165,35,3,0,697
SAL12386,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,8,0,6,7,18,4,5,4,0,56
SAL12387,3,7,21,23,26,13,3,0,0,102,4,22,32,32,27,34,10,0,0,152,166,250,545,606,620,454,125,16,0,2783
SAL12388,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,6,4,4,3,0,0,23
SAL12389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12390,0,0,0,0,4,3,0,0,0,4,0,0,5,3,0,3,0,0,0,17,0,11,16,12,20,22,9,0,0,85
SAL12391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,7,3,0,0,0,25
SAL12392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SAL12393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,10,7,6,0,0,39
SAL12394,0,3,5,5,5,6,0,0,0,17,0,0,9,3,4,12,6,6,0,32,63,100,87,143,299,242,100,24,0,1052
SAL12395,6,0,0,4,3,3,0,0,0,16,5,0,0,0,6,0,0,0,0,10,31,15,34,67,66,58,39,3,0,316
SAL12396,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,4,0,0,0,11,4,5,51,55,38,52,20,9,0,241
SAL12397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,8,0,0,21
SAL12398,0,0,3,5,5,7,0,0,0,20,9,3,0,5,5,3,0,0,0,18,63,60,108,146,182,156,38,4,0,762
SAL12399,0,0,0,0,6,0,4,0,0,5,0,0,0,0,0,4,0,0,0,8,8,4,20,10,41,37,20,0,0,139
SAL12400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,4,17,10,0,0,55
SAL12401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,7,0,0,0,18
SAL12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL12403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,10,6,8,12,4,4,0,37
SAL12404,0,0,3,5,4,0,0,0,0,18,0,0,7,6,8,9,0,0,0,22,48,56,89,92,156,75,15,0,0,524
SAL12405,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,12,10,20,37,38,60,66,34,8,0,257
SAL12406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,9,0,6,8,7,22,10,3,0,57
SAL12407,0,0,0,0,0,0,0,0,0,8,0,0,3,0,5,0,0,0,0,8,7,7,24,17,25,33,16,0,0,124
SAL12408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,4,0,0,0,14
SAL12409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SAL12410,0,4,3,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,9,19,26,32,37,67,56,12,3,0,246
SAL12411,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,0,18,12,31,23,5,7,0,114
SAL12412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,0,0,18
SAL12413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,4,0,0,23
SAL12414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
SAL12415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,11
SAL12416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,8,7,5,3,0,0,22
SAL12417,0,0,0,0,0,5,0,0,0,8,0,0,0,0,4,0,0,0,0,6,3,0,13,12,33,22,15,0,0,108
SAL12418,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,10,6,0,0,27
SAL12419,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,3,9,14,15,0,0,0,46
SAL12420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5
SAL12421,4,0,0,3,5,10,4,0,0,27,0,3,3,0,3,0,3,0,0,22,27,21,46,47,92,76,28,0,0,341
SAL12422,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,10,6,14,12,14,0,0,63
SAL12423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,19,8,10,0,0,0,45
SAL12424,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,8,6,3,0,31
SAL12425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,0,4,0,0,0,24
SAL12426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12427,0,0,3,0,5,0,0,0,0,9,0,4,0,0,3,0,0,0,0,10,10,5,20,23,40,44,11,0,0,157
SAL12428,3,3,5,8,11,13,4,0,0,53,8,7,10,15,17,7,4,0,0,58,66,119,154,201,226,195,43,12,4,1018
SAL12429,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,7,15,16,21,21,7,3,4,105
SAL12430,7,16,10,22,37,22,4,4,0,106,0,14,14,22,30,24,6,0,0,107,136,280,454,510,723,565,172,24,0,2866
SAL12431,5,9,11,21,19,11,4,0,0,74,11,23,52,43,44,21,7,0,0,205,150,317,611,547,499,372,68,12,0,2575
SAL12432,0,0,0,0,0,4,0,0,0,3,0,4,0,4,0,3,0,0,0,6,3,14,10,29,26,22,11,0,0,119
SAL12433,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,6,9,4,8,11,0,0,0,48
SAL12434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,8,7,0,0,0,24
SAL12435,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,8,4,25,29,44,33,15,3,0,163
SAL12436,0,0,4,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,6,6,18,11,24,22,13,4,0,109
SAL12437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL12438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SAL12439,0,0,8,7,3,9,0,0,0,32,0,0,7,8,4,5,5,0,0,41,61,66,201,168,170,195,37,4,0,916
SAL12440,0,0,4,10,3,17,3,0,0,34,3,4,9,6,6,13,7,0,0,45,52,61,141,137,193,223,58,11,0,883
SAL12441,0,3,4,0,0,0,0,0,0,10,0,0,0,0,18,3,3,0,0,29,37,42,73,114,176,162,51,5,0,662
SAL12442,4,11,32,29,28,28,13,0,0,138,13,40,71,83,59,37,7,0,0,304,216,422,1031,1231,1014,767,170,11,0,4870
SAL12443,13,10,22,11,25,9,0,0,0,84,4,3,14,10,5,6,0,0,0,42,135,150,480,487,398,233,58,0,0,1944
SAL12444,0,0,0,3,3,3,0,0,0,14,0,4,4,4,6,8,0,0,0,28,43,82,113,127,197,182,37,10,0,779
SAL12445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12446,5,26,51,45,14,5,0,0,0,147,4,39,127,76,19,18,7,0,0,290,185,804,2767,1540,533,300,93,10,0,6242
SAL12447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
