SAL_CODE_2021,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
SAL11049,48,46,21,14,13,14,0,10,10,181
SAL11050,0,0,0,0,0,0,0,4,0,5
SAL11051,47,75,26,18,19,11,0,12,0,214
SAL11052,306,718,530,373,373,215,220,312,52,3095
SAL11053,322,383,357,369,253,226,210,342,46,2509
SAL11054,18,7,7,7,4,6,3,8,0,55
SAL11055,9,12,10,8,10,3,10,8,0,67
SAL11056,226,405,199,161,152,121,37,88,26,1422
SAL11057,6,0,6,7,0,0,9,3,0,42
SAL11058,8,3,4,0,3,0,9,8,6,38
SAL11059,9,0,3,0,3,0,0,3,0,13
SAL11060,3,12,7,22,11,5,5,8,0,80
SAL11061,4,0,0,0,3,0,0,3,0,7
SAL11062,4,0,0,0,0,0,0,0,0,9
SAL11063,45,47,70,76,41,37,44,99,13,472
SAL11064,4,7,6,3,4,5,0,3,0,44
SAL11065,47,65,68,57,50,29,26,49,3,405
SAL11066,0,0,0,0,0,0,0,0,0,0
SAL11067,0,0,3,0,0,0,0,0,0,6
SAL11068,26,8,8,13,12,6,7,17,0,96
SAL11069,0,0,0,0,0,0,0,0,0,0
SAL11070,304,631,328,243,369,204,133,155,26,2382
SAL11071,18,0,0,0,5,0,3,0,0,31
SAL11072,29,3,0,7,3,5,4,9,4,60
SAL11073,100,150,130,126,86,78,30,134,18,857
SAL11074,23,0,0,0,3,0,0,9,0,40
SAL11075,348,461,312,318,282,259,103,203,41,2329
SAL11076,36,43,21,16,18,16,11,19,0,188
SAL11077,0,0,4,0,3,0,4,4,0,23
SAL11078,13,6,0,4,0,0,0,4,0,27
SAL11079,20,5,6,0,0,5,0,3,0,27
SAL11080,256,285,353,298,219,223,180,512,36,2371
SAL11081,0,0,0,0,0,0,0,0,0,0
SAL11082,332,735,485,455,429,230,214,277,40,3194
SAL11083,3,0,0,0,0,0,0,0,0,3
SAL11084,12,0,0,0,0,0,0,3,0,15
SAL11085,10,5,5,3,0,6,3,0,5,43
SAL11086,13,8,4,3,0,0,0,3,0,42
SAL11087,0,3,0,0,0,0,0,0,0,11
SAL11088,0,5,0,0,0,0,0,0,0,5
SAL11089,12,3,4,0,0,0,0,7,0,25
SAL11090,24,6,0,7,4,0,5,3,0,45
SAL11091,10,0,0,5,0,0,0,0,0,15
SAL11092,0,0,0,0,0,0,0,0,0,4
SAL11093,17,19,28,17,17,13,18,11,3,143
SAL11094,32,48,56,61,41,39,50,61,10,390
SAL11095,8,6,0,4,0,0,4,3,0,23
SAL11096,9,0,0,0,0,0,0,0,0,9
SAL11097,42,89,47,43,41,23,9,24,10,323
SAL11098,5,4,11,8,0,9,5,9,0,49
SAL11099,644,556,553,563,456,413,273,577,78,4109
SAL11100,7,3,4,0,0,3,0,4,0,22
SAL11101,0,4,0,0,0,0,3,0,0,7
SAL11102,30,25,29,27,15,10,10,25,3,167
SAL11103,27,23,12,18,7,8,6,21,5,131
SAL11104,5,0,0,0,0,0,0,0,0,19
SAL11105,889,1248,1246,849,1270,688,738,696,140,7772
SAL11106,0,0,0,0,0,0,0,0,0,0
SAL11107,4,6,3,6,3,4,9,8,0,38
SAL11108,5,0,0,0,0,0,0,0,0,8
SAL11109,0,9,3,0,0,0,3,3,0,24
SAL11110,12,0,0,0,6,0,0,0,0,20
SAL11111,0,0,0,0,0,0,0,0,0,3
SAL11112,0,5,0,0,0,0,0,0,0,12
SAL11113,1558,2727,337,380,751,383,83,145,99,6453
SAL11114,318,560,39,54,131,65,8,27,29,1229
SAL11115,99,166,102,96,67,46,18,73,9,679
SAL11116,335,523,403,322,453,219,181,260,65,2762
SAL11117,49,73,94,80,73,59,69,144,31,674
SAL11118,3,4,5,0,0,4,0,0,0,15
SAL11119,726,1015,531,373,547,303,149,240,67,3949
SAL11120,1760,2782,1281,1085,1408,722,339,405,170,9955
SAL11121,16,0,0,0,0,0,4,9,0,32
SAL11122,21,11,16,8,14,3,3,6,7,87
SAL11123,21,6,7,5,3,0,0,3,0,36
SAL11124,168,151,171,154,128,79,88,159,17,1116
SAL11125,13,8,11,7,3,0,8,0,0,43
SAL11126,27,4,0,0,7,0,0,6,0,55
SAL11127,7,5,0,0,0,0,0,0,0,9
SAL11128,23,39,39,39,45,24,20,31,3,261
SAL11129,49,66,34,39,41,33,13,16,6,297
SAL11130,0,0,5,0,0,0,0,0,0,3
SAL11131,4,6,0,0,5,0,3,5,0,31
SAL11132,741,1414,188,159,388,191,35,54,53,3216
SAL11133,18,7,5,0,0,0,6,10,3,42
SAL11134,0,0,0,0,0,0,0,0,0,0
SAL11135,781,1819,399,354,728,407,145,254,106,4995
SAL11136,759,1471,524,406,826,393,212,278,93,4961
SAL11137,11,0,0,0,0,0,0,0,3,19
SAL11138,7,0,0,0,6,0,0,0,0,13
SAL11139,19,18,11,12,9,10,12,9,3,106
SAL11140,12,0,0,0,3,0,0,0,0,18
SAL11141,55,26,42,24,36,10,26,43,9,277
SAL11142,11,0,5,0,6,5,5,3,0,35
SAL11143,7,0,0,0,3,3,0,0,0,13
SAL11144,56,117,66,58,38,38,35,51,3,475
SAL11145,33,29,21,12,17,8,12,17,3,150
SAL11146,8,21,25,22,14,3,0,6,0,108
SAL11147,130,246,187,196,129,93,51,123,7,1164
SAL11148,101,84,90,67,65,40,56,67,8,586
SAL11149,12,0,10,8,14,0,10,7,0,59
SAL11150,3,9,3,0,5,0,4,0,0,22
SAL11151,0,0,0,0,0,0,0,0,0,10
SAL11152,11,0,0,0,3,0,0,3,0,27
SAL11153,3,0,0,0,0,0,0,0,0,4
SAL11154,3,0,4,0,0,0,3,0,0,12
SAL11155,158,231,189,146,151,135,34,99,20,1160
SAL11156,3,0,7,0,0,0,0,0,0,9
SAL11157,7,6,25,16,15,7,16,13,0,103
SAL11158,0,0,0,0,0,0,0,0,0,3
SAL11159,10,9,6,8,0,0,3,9,0,47
SAL11160,47,26,12,19,27,11,17,33,5,193
SAL11161,4,0,0,0,0,0,0,0,0,4
SAL11162,87,117,119,154,93,99,62,87,13,825
SAL11163,11,5,0,0,0,0,0,7,0,25
SAL11164,4,16,7,6,3,0,0,12,0,50
SAL11165,38,13,6,3,4,3,4,5,0,75
SAL11166,8,0,0,0,0,0,0,0,0,12
SAL11167,29,14,4,0,10,0,0,12,0,72
SAL11168,293,409,123,110,125,79,25,52,17,1234
SAL11169,0,0,4,0,0,0,0,0,0,8
SAL11170,63,42,41,37,27,18,73,57,13,367
SAL11171,44,28,36,17,29,20,21,36,0,223
SAL11172,13,8,0,0,0,0,0,4,0,23
SAL11173,43,24,20,18,12,5,19,15,4,171
SAL11174,0,0,0,0,0,0,0,0,0,0
SAL11175,28,17,14,11,11,3,3,0,0,87
SAL11176,338,443,509,322,421,232,274,275,56,2870
SAL11177,22,41,40,9,22,10,3,26,0,185
SAL11178,29,22,9,3,13,5,4,4,0,99
SAL11179,26,17,16,3,5,10,8,6,0,100
SAL11180,12,11,0,0,3,0,5,9,0,46
SAL11181,6,0,0,0,0,0,0,0,0,4
SAL11182,0,0,6,0,3,4,8,0,0,24
SAL11183,8,3,0,0,4,0,0,0,0,19
SAL11184,3,7,0,0,5,0,0,0,0,15
SAL11185,12,0,0,0,0,0,0,0,0,17
SAL11186,29,77,32,24,42,16,9,25,5,262
SAL11187,6,4,6,0,3,0,0,3,0,17
SAL11188,0,0,0,0,0,0,0,0,0,9
SAL11189,10,16,16,14,11,9,10,10,0,95
SAL11190,55,72,27,31,23,18,9,19,0,253
SAL11191,34,17,22,11,9,4,10,19,0,121
SAL11192,64,126,109,109,80,66,28,79,19,690
SAL11193,0,0,0,0,0,0,0,0,0,5
SAL11194,13,3,6,0,0,0,0,9,0,37
SAL11195,24,9,17,12,15,3,8,3,0,96
SAL11196,28,18,9,12,19,13,8,11,5,129
SAL11197,15,3,14,0,9,3,7,5,0,62
SAL11198,12,5,0,0,0,0,0,4,0,24
SAL11199,5,4,3,0,0,0,0,0,0,12
SAL11200,27,70,10,11,13,5,4,6,0,148
SAL11201,17,17,9,4,10,4,0,14,0,70
SAL11202,0,3,0,0,0,0,0,0,0,4
SAL11203,401,667,956,738,615,435,461,543,69,4882
SAL11204,20,38,31,24,24,17,11,13,6,182
SAL11205,10,7,7,3,3,0,3,0,3,33
SAL11206,18,8,11,7,5,0,9,12,0,79
SAL11207,9,12,14,17,12,3,12,13,3,97
SAL11208,9,9,3,0,5,7,5,6,0,38
SAL11209,4,4,0,0,4,0,0,0,0,18
SAL11210,11,10,14,3,7,0,3,5,3,63
SAL11211,16,27,11,11,8,3,0,15,0,88
SAL11212,547,885,53,88,201,156,5,21,67,2028
SAL11213,1490,3165,353,494,682,411,76,207,126,6999
SAL11214,13,16,42,21,24,14,36,21,3,189
SAL11215,195,714,88,168,142,90,20,52,17,1497
SAL11216,90,33,65,55,52,18,63,94,10,475
SAL11217,10,0,0,0,6,0,0,0,0,17
SAL11218,16,8,6,0,3,0,0,0,0,46
SAL11219,12,7,7,0,3,0,10,6,0,55
SAL11220,55,97,78,48,69,31,25,26,8,431
SAL11221,337,419,136,103,197,116,35,42,7,1394
SAL11222,10,3,5,0,0,0,0,0,0,23
SAL11223,126,191,200,124,153,103,51,102,13,1070
SAL11224,83,92,0,6,26,16,0,4,8,236
SAL11225,20,0,0,0,0,0,3,10,0,37
SAL11226,105,200,211,154,208,122,216,134,36,1384
SAL11227,5,6,0,0,3,0,0,0,0,19
SAL11228,0,0,0,0,0,0,0,0,0,0
SAL11229,2091,3527,1747,1681,1529,1185,649,1164,219,13782
SAL11230,4,0,0,0,0,0,0,3,0,3
SAL11231,4,7,4,3,0,0,4,10,0,36
SAL11232,0,0,0,0,0,0,0,0,0,9
SAL11233,40,15,22,17,13,18,4,23,3,147
SAL11234,18,8,3,0,9,3,0,14,0,56
SAL11235,31,11,9,13,15,7,16,24,0,113
SAL11236,75,30,24,34,18,12,11,33,6,245
SAL11237,565,1189,402,314,661,322,302,229,103,4085
SAL11238,25,29,19,30,27,31,7,25,3,199
SAL11239,437,504,452,473,385,283,235,367,93,3239
SAL11240,328,712,128,113,235,124,43,78,30,1811
SAL11241,157,412,93,70,151,61,21,43,21,1033
SAL11242,60,173,33,23,64,47,7,22,6,425
SAL11243,83,77,175,101,71,61,171,87,16,842
SAL11244,0,4,0,0,0,0,0,0,0,15
SAL11245,4,4,0,0,0,0,4,0,0,10
SAL11246,0,0,0,0,0,0,0,0,0,0
SAL11247,0,0,0,0,3,0,0,0,0,9
SAL11248,0,0,0,0,0,0,0,0,0,3
SAL11249,0,0,0,0,3,0,0,3,0,3
SAL11250,53,105,103,105,125,77,179,132,23,891
SAL11251,8,9,0,0,0,3,0,0,0,25
SAL11252,13,0,0,0,0,3,0,0,0,22
SAL11253,55,94,79,54,53,28,12,41,3,417
SAL11254,5,0,0,0,0,0,0,0,0,0
SAL11255,0,0,0,0,0,0,5,0,0,9
SAL11256,0,0,0,0,0,0,0,0,0,4
SAL11257,5,7,0,3,0,4,0,8,5,31
SAL11258,0,0,0,3,0,0,0,3,0,13
SAL11259,6,3,0,0,0,0,0,0,0,18
SAL11260,0,0,0,0,0,0,0,0,0,0
SAL11261,8,3,4,0,4,0,0,7,0,22
SAL11262,28,7,3,0,0,0,3,0,0,47
SAL11263,11,3,5,4,5,0,0,16,0,44
SAL11264,17,9,7,3,4,0,4,11,0,60
SAL11265,0,13,4,5,0,0,0,0,0,28
SAL11266,0,5,0,0,0,0,0,0,0,10
SAL11267,0,0,0,0,0,0,0,0,0,0
SAL11268,78,101,29,36,68,28,12,13,11,374
SAL11269,117,221,85,72,138,80,37,41,14,806
SAL11270,8,3,3,3,5,3,3,0,0,31
SAL11271,25,32,29,21,27,15,0,15,3,161
SAL11272,14,9,9,10,10,4,3,3,3,68
SAL11273,6,0,5,0,8,4,0,0,0,17
SAL11274,34,50,38,47,37,30,28,31,6,300
SAL11275,14,9,0,4,0,0,5,4,0,35
SAL11276,10,13,14,12,10,4,7,10,0,83
SAL11277,375,863,631,654,721,397,782,694,133,5240
SAL11278,39,33,27,10,15,17,10,14,0,173
SAL11279,93,119,119,91,79,50,62,83,13,719
SAL11280,69,68,50,52,48,39,33,66,11,441
SAL11281,18,7,5,5,0,3,0,5,0,46
SAL11282,19,20,7,16,12,3,0,5,0,82
SAL11283,638,1190,90,125,281,184,19,39,77,2643
SAL11284,18,4,10,7,11,3,12,11,5,74
SAL11285,91,100,124,74,94,47,59,60,29,680
SAL11286,485,819,81,99,239,141,12,40,30,1945
SAL11287,24,14,7,4,7,3,0,10,3,74
SAL11288,12,10,27,11,27,11,13,27,3,138
SAL11289,3,6,7,7,7,3,8,3,0,51
SAL11290,3,4,0,3,0,3,6,0,0,18
SAL11291,0,0,0,0,0,0,0,0,0,0
SAL11292,5,4,0,6,9,0,5,12,0,48
SAL11293,3,0,3,7,0,0,9,11,0,20
SAL11294,5,0,0,0,4,0,0,5,0,16
SAL11295,4,9,0,5,3,4,0,0,0,29
SAL11296,1507,2454,409,395,855,458,87,183,121,6474
SAL11297,8,4,3,0,0,7,0,4,0,32
SAL11298,7,0,9,0,0,0,4,3,3,24
SAL11299,2303,4045,2955,3171,2677,2002,1261,2122,386,20921
SAL11300,3,0,0,5,0,0,3,9,0,23
SAL11301,7,6,7,3,3,0,3,7,0,40
SAL11302,0,6,4,3,0,3,4,6,0,27
SAL11303,165,452,148,114,158,71,46,67,15,1232
SAL11304,78,55,28,12,21,39,3,12,6,254
SAL11305,22,9,12,0,9,7,0,10,0,73
SAL11306,1358,3081,684,578,977,481,218,314,100,7794
SAL11307,12,12,4,6,3,4,3,9,0,49
SAL11308,17,8,0,0,0,4,0,6,0,49
SAL11309,11,4,5,0,0,0,0,0,0,34
SAL11310,11,3,4,0,0,0,0,0,0,15
SAL11311,0,0,0,0,0,0,0,0,0,0
SAL11312,30,29,21,19,14,12,10,11,3,151
SAL11313,36,68,44,55,38,31,17,25,4,318
SAL11314,8,0,10,4,6,0,0,5,0,31
SAL11315,302,585,253,232,349,174,129,147,50,2234
SAL11316,351,722,303,228,402,197,116,157,57,2537
SAL11317,28,14,9,3,10,0,0,8,0,76
SAL11318,3,7,0,4,0,0,5,4,0,19
SAL11319,120,45,44,43,33,28,31,66,10,427
SAL11320,5,3,9,0,0,4,0,0,0,28
SAL11321,27,17,14,12,10,9,3,8,0,102
SAL11322,0,0,0,0,0,0,0,0,0,4
SAL11323,75,92,152,111,78,62,79,119,8,766
SAL11324,48,18,26,18,23,6,16,18,6,191
SAL11325,3,5,3,0,3,0,5,0,0,22
SAL11326,27,35,17,22,26,3,8,11,0,151
SAL11327,6,4,7,0,4,5,10,11,7,57
SAL11328,56,94,44,44,36,32,16,43,3,368
SAL11329,25,73,53,34,38,21,22,29,9,305
SAL11330,0,0,0,0,0,0,0,0,0,6
SAL11331,769,1034,405,244,577,288,95,180,78,3662
SAL11332,0,0,0,0,0,0,0,0,0,0
SAL11333,32,31,21,10,18,10,5,5,6,130
SAL11334,24,24,19,8,13,8,3,8,4,110
SAL11335,51,33,36,20,34,29,21,25,5,262
SAL11336,6,11,4,0,5,0,0,7,0,37
SAL11337,12,12,8,4,3,4,9,3,0,52
SAL11338,3,0,3,3,3,0,0,7,0,23
SAL11339,6,4,8,3,4,3,3,5,4,43
SAL11340,0,0,0,0,0,0,0,0,0,0
SAL11341,20,22,25,10,24,12,9,11,0,139
SAL11342,8,7,6,8,8,3,9,8,0,47
SAL11343,3,3,13,3,8,7,0,3,0,41
SAL11344,175,370,326,290,361,244,361,308,51,2500
SAL11345,19,16,10,3,11,6,7,8,3,89
SAL11346,1448,2438,855,570,1219,660,291,405,179,8054
SAL11347,421,862,428,392,376,263,171,225,41,3188
SAL11348,322,729,372,393,333,251,95,236,29,2756
SAL11349,80,108,208,111,102,63,158,115,22,959
SAL11350,20,13,11,15,17,9,11,17,6,131
SAL11351,185,449,235,227,214,103,98,123,16,1643
SAL11352,273,553,221,219,264,160,81,173,28,1969
SAL11353,19,17,21,23,18,8,17,24,4,154
SAL11354,202,344,207,149,259,123,99,97,34,1527
SAL11355,111,119,99,87,58,53,28,62,15,630
SAL11356,12,16,5,3,5,0,0,4,0,51
SAL11357,48,73,65,116,62,66,29,71,10,541
SAL11358,261,510,62,69,169,103,11,40,19,1255
SAL11359,176,155,274,125,198,79,94,93,18,1215
SAL11360,391,687,73,94,185,128,13,39,24,1630
SAL11361,167,452,269,363,257,251,120,288,31,2196
SAL11362,9,5,11,7,6,6,0,4,0,40
SAL11363,544,1131,931,673,694,484,413,533,77,5484
SAL11364,259,457,93,92,189,103,21,45,17,1280
SAL11365,25,24,39,21,24,12,24,18,0,189
SAL11366,340,817,297,316,320,197,118,268,40,2723
SAL11367,24,11,18,16,7,9,6,4,3,101
SAL11368,23,17,20,23,20,10,9,29,8,157
SAL11369,36,31,44,33,57,26,68,39,7,348
SAL11370,300,632,262,237,264,159,95,152,46,2148
SAL11371,251,593,310,312,358,287,203,273,57,2655
SAL11372,1193,3059,819,672,1115,654,272,505,179,8476
SAL11373,6,7,21,19,7,6,7,9,0,81
SAL11374,89,62,123,49,88,38,51,45,7,560
SAL11375,29,6,4,4,0,3,6,8,0,65
SAL11376,9,0,0,0,0,0,0,0,0,10
SAL11377,0,0,0,0,4,0,0,0,0,4
SAL11378,118,125,171,184,115,108,107,212,23,1183
SAL11379,16,5,9,9,3,8,0,8,0,61
SAL11380,373,683,460,330,594,344,385,383,80,3623
SAL11381,9,8,0,4,4,3,0,4,0,30
SAL11382,320,640,68,75,160,80,15,33,30,1421
SAL11383,24,10,4,0,4,0,3,3,0,47
SAL11384,218,376,557,387,403,271,238,375,50,2882
SAL11385,14,10,7,7,3,0,6,10,0,59
SAL11386,709,1636,511,574,824,411,417,369,110,5564
SAL11387,0,0,0,0,0,0,0,0,0,0
SAL11388,3,0,0,0,0,0,0,6,0,5
SAL11389,157,270,250,255,192,141,98,146,36,1548
SAL11390,0,0,0,0,0,0,0,0,0,0
SAL11391,19,8,6,6,8,0,0,6,0,47
SAL11392,500,668,291,208,314,205,57,107,19,2367
SAL11393,7,3,0,0,0,0,0,0,0,15
SAL11394,527,802,579,458,607,326,284,303,59,3950
SAL11395,14,4,9,5,11,0,13,9,0,72
SAL11396,458,948,405,298,423,236,119,197,28,3103
SAL11397,276,729,373,357,326,241,157,266,34,2747
SAL11398,707,1450,133,181,324,172,35,67,37,3109
SAL11399,12,26,15,13,10,10,0,10,4,105
SAL11400,212,288,154,105,223,121,106,98,23,1331
SAL11401,55,66,108,102,66,52,77,71,8,605
SAL11402,20,15,23,17,31,14,16,23,0,155
SAL11403,13,3,20,18,16,7,20,22,0,135
SAL11404,12,6,12,7,6,6,4,3,0,48
SAL11405,6,0,0,0,0,0,0,3,0,23
SAL11406,8,4,0,0,0,0,0,3,0,23
SAL11407,10,0,34,0,3,0,7,27,0,80
SAL11408,77,69,51,32,63,27,23,32,0,383
SAL11409,15,9,10,5,3,3,7,7,3,63
SAL11410,7,5,17,13,8,3,9,4,0,64
SAL11411,12,4,9,16,12,0,10,14,3,71
SAL11412,36,45,26,13,16,20,6,11,4,172
SAL11413,4,15,8,4,4,0,0,5,0,39
SAL11414,151,329,173,193,164,121,53,86,16,1282
SAL11415,22,7,15,3,7,0,6,7,0,71
SAL11416,39,63,82,77,62,68,134,103,22,659
SAL11417,32,14,14,29,8,9,15,28,4,158
SAL11418,166,226,208,150,164,87,47,92,16,1159
SAL11419,12,13,14,10,11,10,3,16,3,99
SAL11420,199,365,277,225,276,131,125,129,31,1752
SAL11421,521,816,504,396,640,308,277,281,75,3809
SAL11422,26,27,11,5,6,0,0,3,5,79
SAL11423,0,0,0,0,0,0,0,0,0,0
SAL11424,179,360,133,119,250,105,56,107,36,1349
SAL11425,1199,2044,1424,1094,1424,674,345,528,113,8843
SAL11426,11,48,23,21,21,25,15,14,5,179
SAL11427,6,0,0,3,0,0,0,0,0,13
SAL11428,423,1042,179,208,283,148,45,74,35,2436
SAL11429,25,4,4,6,7,0,4,0,0,50
SAL11430,0,0,0,0,0,0,0,0,0,0
SAL11431,2022,6396,1024,986,1908,944,317,572,236,14403
SAL11432,20,20,15,6,10,6,0,5,0,92
SAL11433,10,0,0,0,0,0,0,3,0,13
SAL11434,4,3,0,0,6,0,0,0,0,17
SAL11435,16,0,0,0,4,0,0,5,0,23
SAL11436,212,364,221,208,234,140,48,133,29,1584
SAL11437,35,70,35,37,31,21,4,13,4,245
SAL11438,883,1569,763,477,853,433,249,369,96,5689
SAL11439,25,56,52,41,28,19,0,27,5,259
SAL11440,14,3,0,3,3,0,3,0,0,28
SAL11441,359,505,507,335,630,285,419,316,57,3409
SAL11442,1437,3305,400,344,713,330,78,109,94,6805
SAL11443,5,9,7,11,4,6,9,0,0,51
SAL11444,112,165,197,148,212,94,139,120,24,1207
SAL11445,0,0,0,0,0,0,0,0,0,0
SAL11446,13,6,5,0,4,0,3,9,3,49
SAL11447,116,319,186,208,123,108,65,140,18,1283
SAL11448,225,373,269,236,259,165,124,194,20,1870
SAL11449,11,6,6,0,6,4,5,4,0,43
SAL11450,0,0,0,0,0,0,0,0,0,0
SAL11451,17,4,9,10,13,8,9,7,3,71
SAL11452,17,8,0,4,4,0,11,4,0,59
SAL11453,0,0,0,3,0,0,5,0,0,9
SAL11454,25,20,12,5,3,0,0,9,3,78
SAL11455,26,13,3,10,4,3,6,11,5,80
SAL11456,0,4,0,0,0,0,0,0,0,17
SAL11457,77,43,45,34,23,15,50,74,5,367
SAL11458,4,5,10,4,9,3,6,4,0,42
SAL11459,28,19,26,18,21,21,19,25,0,175
SAL11460,27,29,8,9,4,3,8,5,4,103
SAL11461,21,18,32,11,17,13,17,14,9,154
SAL11462,9,7,10,14,3,15,7,18,0,82
SAL11463,35,24,22,16,16,15,12,14,6,145
SAL11464,41,39,20,10,18,14,0,14,7,160
SAL11465,13,0,0,0,0,0,0,0,0,18
SAL11466,11,4,6,0,0,0,7,0,0,31
SAL11467,34,29,27,13,14,13,10,26,0,169
SAL11468,19,4,8,0,4,7,3,4,0,45
SAL11469,24,5,3,0,0,0,4,5,0,42
SAL11470,33,18,14,7,11,9,9,3,0,102
SAL11471,95,26,42,24,46,18,30,63,10,355
SAL11472,135,211,134,174,117,84,73,149,15,1101
SAL11473,19,14,13,9,14,3,7,5,8,94
SAL11474,30,121,24,28,43,28,11,17,5,305
SAL11475,13,22,24,17,7,8,4,16,0,112
SAL11476,4,3,0,4,0,0,0,3,0,17
SAL11477,105,114,68,43,55,41,22,40,19,503
SAL11478,107,139,72,51,54,32,19,19,4,489
SAL11479,31,29,41,23,31,28,18,25,4,218
SAL11480,284,738,530,477,622,379,617,664,148,4458
SAL11481,92,243,189,142,203,120,209,210,37,1442
SAL11482,122,297,211,181,262,194,217,301,59,1846
SAL11483,307,560,456,339,547,337,567,493,105,3711
SAL11484,11,8,0,0,0,0,0,0,0,20
SAL11485,838,1375,207,265,351,224,53,87,53,3444
SAL11486,33,26,21,17,22,20,14,25,0,173
SAL11487,316,841,468,459,421,299,217,305,53,3370
SAL11488,0,0,0,0,0,0,0,3,0,14
SAL11489,23,0,0,0,0,0,0,0,0,25
SAL11490,44,58,81,57,53,37,32,48,10,424
SAL11491,16,21,16,19,10,5,0,16,5,97
SAL11492,3,0,0,0,0,0,0,0,0,11
SAL11493,36,44,46,46,30,23,33,29,4,297
SAL11494,234,523,314,209,303,168,132,160,25,2068
SAL11495,3,0,4,0,0,0,0,3,0,10
SAL11496,3,17,7,7,6,7,3,4,0,50
SAL11497,6,3,0,0,0,0,0,0,0,14
SAL11498,19,38,62,47,33,25,18,29,4,269
SAL11499,255,642,269,205,269,154,75,125,32,2031
SAL11500,13,10,6,5,7,0,3,3,0,53
SAL11501,14,8,15,15,9,3,7,10,5,82
SAL11502,70,111,50,43,28,31,15,24,4,369
SAL11503,62,136,121,119,93,68,73,84,15,772
SAL11504,206,390,235,213,198,104,96,114,21,1569
SAL11505,5,5,7,0,6,3,0,3,0,26
SAL11506,5,0,0,0,0,0,0,0,0,4
SAL11507,5,5,3,3,0,0,0,0,0,18
SAL11508,10,15,10,10,7,9,4,8,0,60
SAL11509,23,15,3,3,6,3,8,8,0,65
SAL11510,37,92,61,45,56,23,21,24,8,355
SAL11511,35,27,17,18,10,19,10,9,6,147
SAL11512,22,63,22,18,15,22,8,21,6,199
SAL11513,6,3,4,3,3,0,3,3,0,34
SAL11514,13,20,20,19,15,8,3,14,3,114
SAL11515,11,3,11,4,7,6,3,3,0,48
SAL11516,34,29,17,3,13,13,3,7,0,120
SAL11517,23,7,7,3,4,4,0,11,0,50
SAL11518,746,1650,754,673,745,476,302,405,73,5830
SAL11519,4,0,0,0,0,0,0,0,0,13
SAL11520,8,0,0,0,0,0,0,3,0,16
SAL11521,66,80,77,84,56,39,21,63,7,506
SAL11522,53,73,28,45,29,28,5,25,3,290
SAL11523,199,128,125,147,101,69,88,141,20,1020
SAL11524,20,14,18,22,9,7,6,18,0,114
SAL11525,4,14,0,0,0,4,0,0,0,35
SAL11526,14,23,24,19,23,10,16,24,4,156
SAL11527,9,3,6,7,4,5,3,12,0,47
SAL11528,12,0,4,4,0,4,0,0,0,25
SAL11529,64,96,69,73,63,35,29,42,8,480
SAL11530,3,0,0,0,3,0,7,0,0,13
SAL11531,0,0,0,0,0,0,0,0,0,9
SAL11532,22,31,15,9,14,6,4,13,5,112
SAL11533,1014,1655,454,373,696,371,144,231,76,5014
SAL11534,8,0,0,0,0,0,0,0,0,18
SAL11535,3,0,4,0,3,0,0,0,0,15
SAL11536,487,1179,541,509,584,349,239,283,68,4244
SAL11537,349,648,622,418,504,355,268,320,66,3549
SAL11538,118,222,125,99,129,99,43,84,19,943
SAL11539,542,564,504,424,350,344,289,442,75,3541
SAL11540,6,4,4,0,8,3,0,0,3,31
SAL11541,3,0,6,0,0,0,0,5,0,7
SAL11542,24,4,15,9,11,6,11,11,0,83
SAL11543,12,0,0,0,0,0,4,0,0,24
SAL11544,6,3,7,0,0,3,0,7,0,37
SAL11545,11,9,5,0,4,0,0,3,7,34
SAL11546,11,16,10,13,7,0,4,12,0,65
SAL11547,124,200,418,394,131,128,99,127,48,1667
SAL11548,0,0,0,0,0,0,0,0,0,0
SAL11549,623,1517,157,189,314,167,33,64,60,3122
SAL11550,61,58,51,15,32,14,10,24,8,269
SAL11551,851,1282,360,349,530,321,107,163,32,3987
SAL11552,223,397,227,194,208,111,58,85,20,1513
SAL11553,518,935,651,800,565,576,172,527,94,4836
SAL11554,0,0,3,0,0,0,0,4,0,8
SAL11555,8,4,4,5,0,0,0,3,0,28
SAL11556,13,7,0,3,6,4,4,6,0,48
SAL11557,69,96,57,30,49,26,24,33,5,383
SAL11558,0,0,0,0,0,0,0,0,0,0
SAL11559,3,0,0,0,0,0,0,0,0,11
SAL11560,6,0,0,0,0,0,0,0,0,17
SAL11561,21,21,17,4,4,0,0,9,10,84
SAL11562,0,0,0,0,0,0,0,0,0,0
SAL11563,18,22,20,7,10,7,4,16,0,98
SAL11564,54,75,88,97,58,52,36,67,7,525
SAL11565,0,0,0,0,0,0,0,0,0,0
SAL11566,0,0,0,0,0,0,0,0,0,0
SAL11567,188,146,185,95,153,67,98,109,19,1069
SAL11568,9,10,10,0,0,0,0,4,0,34
SAL11569,4,0,4,0,4,3,4,3,0,17
SAL11570,0,4,5,0,0,0,0,0,0,8
SAL11571,1507,2195,767,582,933,588,208,335,85,7205
SAL11572,1140,1826,571,449,547,356,110,178,93,5272
SAL11573,8,9,18,9,8,10,4,8,5,73
SAL11574,29,7,6,8,12,3,0,15,0,79
