SAL_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SAL12035,0,0,4,0,0,11,0,3,0,11,0,0,0,3,0,0,0,3,0,9,6,6,3,0,6,0,0,0,0,18,12,12,3,0,6,3,3,7,0,43,11,11,4,3,6,3,8,4,0,46,7,11,6,5,4,0,5,9,0,44,3,0,3,0,3,3,5,0,0,17,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,32,39,26,18,23,16,15,24,5,191
SAL12036,4,0,19,14,0,24,3,24,0,79,5,11,21,21,8,18,4,11,4,100,11,18,23,8,14,9,4,8,0,89,41,30,20,20,21,3,8,9,6,150,48,41,43,24,40,10,12,11,5,245,38,41,18,11,29,9,11,13,4,168,15,7,10,9,13,0,6,5,6,64,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,161,156,153,101,119,74,49,74,23,908
SAL12037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,5,0,22
SAL12038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SAL12039,0,0,16,28,0,31,9,28,0,116,15,13,26,99,8,22,42,37,4,259,67,64,91,151,25,48,24,88,17,571,59,59,65,37,32,11,9,18,12,307,81,81,51,24,53,22,12,21,8,359,53,43,16,28,27,19,14,30,10,236,15,11,3,5,10,7,5,11,5,76,0,4,3,0,0,4,0,3,0,13,0,0,0,0,0,0,0,0,0,0,292,265,266,380,167,169,116,238,43,1938
SAL12040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6
SAL12041,0,0,22,15,0,32,0,24,8,105,0,9,39,22,6,11,0,11,0,93,25,45,56,28,26,18,5,23,4,228,29,69,57,32,37,13,12,14,6,272,44,54,47,37,47,19,24,18,10,307,37,34,34,14,31,20,25,32,3,229,21,12,15,3,11,10,3,10,3,84,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,165,219,260,158,166,124,76,130,31,1322
SAL12042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,6,5,3,6,0,0,0,3,3,0,22,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,8,6,0,0,0,5,6,0,43
SAL12043,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,3,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,9,3,0,4,0,26
SAL12044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,4,3,5,0,0,0,0,0,0,16,5,6,4,0,0,0,0,0,0,9,3,4,3,0,4,0,0,0,0,23,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,12,3,9,0,3,3,0,68
SAL12045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
SAL12046,0,0,6,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,13,0,7,4,0,0,0,0,0,0,19,3,7,8,4,0,3,5,5,0,46,3,7,5,0,0,0,5,4,0,28,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,26,24,17,11,10,15,19,5,132
SAL12047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12048,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,7
SAL12049,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,4,0,0,0,0,3,0,36
SAL12050,3,6,45,43,12,96,17,48,6,280,32,40,71,94,58,63,48,42,5,459,272,471,273,271,295,126,170,125,32,2030,294,545,175,203,310,106,224,89,38,1985,134,189,74,101,176,48,106,59,24,912,47,40,16,37,78,32,44,27,11,348,3,15,4,7,13,0,8,8,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791,1316,660,753,946,478,603,409,115,6081
SAL12051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,3,0,12
SAL12052,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,11,0,7,3,0,0,0,0,4,0,20,6,7,0,7,4,0,4,3,0,28,3,0,0,4,0,0,4,3,0,19,17,3,0,0,0,0,4,4,4,31,9,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,15,9,9,4,8,8,26,8,125
SAL12053,0,0,0,6,0,16,3,5,0,37,0,5,13,14,4,5,0,3,0,46,8,28,19,20,14,13,16,22,0,136,21,26,13,15,15,4,0,4,0,105,13,32,6,23,22,9,8,8,0,126,9,25,12,19,19,8,8,7,0,116,3,8,3,4,3,5,0,3,0,34,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,60,112,65,101,96,55,39,56,10,596
SAL12054,4,0,28,26,9,26,3,24,0,116,3,10,30,30,8,20,14,42,0,161,26,38,51,64,37,16,28,118,4,383,38,51,46,54,38,20,43,58,4,351,53,51,30,49,43,17,48,64,3,355,38,45,35,56,44,18,50,46,3,333,8,10,18,16,12,5,14,19,0,101,4,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,4,173,206,239,297,187,123,201,372,25,1817
SAL12055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,28,6,0,4,0,0,0,0,0,44
SAL12056,0,0,13,15,4,29,5,11,0,75,5,7,21,26,11,21,4,6,0,103,28,105,59,40,38,18,3,13,5,307,47,132,48,37,37,9,18,14,0,337,40,90,37,19,55,9,16,23,0,287,14,48,29,24,33,15,11,5,3,176,3,9,5,5,7,4,0,7,0,35,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,143,388,201,158,191,99,50,79,8,1326
SAL12057,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,3,3,0,0,4,3,0,0,14,0,0,7,6,0,0,3,0,4,15,0,0,6,4,3,0,4,4,0,23,0,0,7,0,3,0,0,3,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,22,8,13,6,13,4,4,86
SAL12058,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,11,0,3,5,3,0,0,0,0,0,17,9,11,3,7,0,0,4,4,0,32,6,9,4,7,4,5,0,0,0,32,4,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,27,23,12,7,10,0,3,0,104
SAL12059,0,0,8,4,0,6,0,4,0,20,4,3,5,5,0,0,0,0,0,19,4,11,10,10,5,0,0,7,0,54,14,27,18,13,13,9,4,10,0,99,5,23,13,13,12,6,3,9,5,88,4,23,9,10,15,3,7,11,4,90,7,3,0,0,3,3,0,3,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,89,64,60,47,28,17,44,13,389
SAL12060,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,9,6,4,8,12,8,4,0,0,4,38,9,3,8,4,6,3,0,5,0,36,9,0,7,3,4,0,3,3,0,33,7,6,0,0,0,0,0,3,0,19,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,15,21,28,20,10,11,14,0,148
SAL12061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,20,0,0,3,3,0,3,0,4,37
SAL12062,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,5,6,0,0,0,0,3,0,16,4,5,0,0,3,3,0,5,0,21,5,6,0,0,5,0,4,0,0,13,3,5,5,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,18,3,10,3,4,5,0,82
SAL12063,0,6,30,11,3,45,4,28,6,138,7,16,39,31,23,26,8,21,4,181,39,100,88,64,49,20,23,32,4,434,65,98,85,74,70,20,44,28,9,498,66,83,59,68,96,31,54,51,15,522,35,69,48,51,62,19,37,47,6,374,8,25,13,5,11,7,14,8,0,95,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,223,398,363,312,325,180,187,221,42,2255
SAL12064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12065,0,0,4,3,4,6,0,0,0,15,0,0,3,3,0,9,0,3,0,27,3,4,12,8,0,5,3,0,0,41,7,0,7,5,6,4,9,5,0,45,3,10,11,10,13,3,11,15,0,86,9,11,18,13,12,4,15,13,0,85,5,4,0,0,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,29,30,51,46,35,33,48,39,7,319
SAL12066,0,0,5,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,9,3,3,3,0,0,0,0,0,0,16,9,4,0,0,5,0,0,0,0,21,8,3,0,0,0,0,0,0,0,18,10,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,34,20,9,5,5,0,0,14,4,91
SAL12067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,8,4,0,0,5,0,0,0,4,4,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,9,4,0,0,4,36
SAL12068,0,0,0,0,0,5,0,0,0,7,9,14,0,4,5,0,0,0,9,35,7,12,0,0,0,5,0,0,0,29,13,14,0,0,14,6,0,0,0,45,23,26,8,0,4,3,0,0,3,68,24,12,5,0,11,3,0,4,4,56,8,12,4,0,3,3,0,4,0,32,0,5,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,73,94,19,4,48,18,4,12,10,289
SAL12069,0,0,5,3,0,5,0,3,0,16,4,4,0,3,0,0,0,3,0,15,4,11,8,9,3,3,0,8,0,48,17,15,7,3,8,0,0,6,0,50,21,25,14,10,7,6,0,11,3,87,39,29,9,6,12,7,4,13,4,124,14,11,4,5,4,5,3,7,0,48,7,0,0,0,4,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,94,86,47,38,38,25,13,50,6,405
SAL12070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,14,0,5,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,3,3,4,4,0,0,0,37
SAL12071,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,8,4,3,0,3,0,0,34
SAL12072,0,0,0,0,0,0,0,0,0,4,4,5,0,0,5,0,0,0,0,10,0,0,6,4,0,0,0,0,0,19,5,12,0,0,4,0,3,0,0,29,10,0,4,0,3,0,0,0,0,14,3,4,7,5,3,0,3,0,0,28,0,5,0,0,5,0,0,0,0,17,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,29,27,10,20,4,9,9,0,123
SAL12073,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,4,0,0,5,0,0,0,0,13,0,6,0,0,0,0,0,0,0,7,7,3,5,0,0,0,0,0,0,14,9,6,0,5,3,0,0,8,0,30,6,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,26,10,4,4,4,0,6,3,79
SAL12074,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,5,0,13,3,0,0,0,6,0,0,0,0,7,6,3,3,0,4,0,0,3,0,20,3,8,0,4,4,0,4,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,10,3,12,0,4,11,3,69
SAL12075,4,0,16,18,3,40,12,18,5,115,10,10,35,42,10,33,3,29,9,180,30,68,62,53,37,29,16,37,5,338,32,57,48,42,44,21,19,26,8,290,36,48,38,51,55,31,34,42,7,338,26,32,28,39,31,21,26,32,4,244,0,16,11,7,9,6,3,4,3,56,0,3,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,134,230,233,264,190,182,114,196,35,1569
SAL12076,3,6,0,45,0,0,0,3,3,69,0,10,4,56,0,0,3,0,0,76,16,39,6,35,3,0,0,0,0,100,6,10,0,14,3,0,0,0,0,37,0,6,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,72,11,159,11,4,3,0,7,290
SAL12077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,4,0,21
SAL12079,5,8,42,51,18,80,3,38,0,244,14,41,114,77,55,36,32,34,5,416,89,209,200,102,154,66,52,79,24,980,147,179,135,89,161,40,45,82,20,894,153,147,122,87,188,52,59,80,23,916,89,97,93,60,150,33,66,67,21,677,14,19,21,22,26,5,29,17,7,162,4,0,6,4,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,511,710,729,499,752,322,292,396,96,4315
SAL12080,0,0,0,3,3,5,0,8,0,22,0,0,4,5,0,0,4,0,0,18,4,7,8,6,6,4,3,0,0,29,9,10,5,3,9,0,3,4,0,51,12,18,10,3,8,6,3,5,3,69,4,13,9,5,9,0,0,5,0,39,0,0,6,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,26,44,45,29,35,13,15,25,4,241
SAL12081,6,15,17,15,0,38,5,12,0,103,7,27,23,30,18,23,0,3,3,138,25,73,31,14,21,9,10,4,4,198,128,143,46,31,75,18,8,8,4,457,87,131,39,26,84,34,11,8,3,435,55,75,34,26,42,14,10,7,0,265,23,25,7,3,18,7,5,4,5,89,7,9,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,333,496,198,143,261,149,46,56,21,1704
SAL12082,3,6,36,29,6,98,14,70,6,263,15,37,61,62,24,57,12,37,4,310,51,158,108,54,80,46,29,47,14,598,104,175,125,71,120,48,35,32,14,735,132,137,129,76,123,58,46,51,16,781,66,99,69,70,98,38,47,51,10,545,9,17,13,4,23,8,10,3,0,104,0,0,0,0,0,5,0,3,0,7,0,0,0,0,0,0,0,0,0,0,390,623,548,378,482,358,195,303,75,3353
SAL12083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,4,0,0,0,5,3,0,20
SAL12084,3,0,4,4,0,16,0,10,0,36,0,0,10,10,0,3,0,8,0,40,6,15,27,14,9,6,13,15,0,114,9,11,12,13,11,9,10,10,3,92,19,8,18,15,15,5,19,20,0,112,8,10,17,12,11,7,21,14,0,101,3,0,8,0,3,8,7,3,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,55,46,90,73,58,49,65,84,12,529
SAL12085,0,5,10,38,3,40,9,31,0,130,12,19,41,60,12,34,5,30,0,223,58,123,109,100,43,58,17,70,9,580,89,238,89,132,72,41,15,56,13,752,116,291,96,114,94,45,44,54,6,867,94,248,66,79,90,33,40,48,3,698,40,104,20,34,34,15,8,16,6,275,5,10,0,0,5,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,417,1034,437,553,360,271,141,304,45,3562
SAL12086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,7,0,25
SAL12087,0,0,19,8,3,31,0,9,0,78,7,20,26,22,14,29,11,7,0,136,31,64,51,37,40,15,26,21,5,279,44,50,32,34,52,26,36,21,11,294,29,45,37,32,69,15,33,25,11,292,41,40,33,22,67,18,31,19,6,274,3,8,5,0,11,4,5,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,230,188,154,251,127,140,102,35,1386
SAL12088,0,5,5,8,0,10,0,8,0,41,4,0,10,6,3,3,5,9,0,38,6,5,21,9,8,5,8,3,0,72,3,10,12,9,10,4,10,8,0,75,9,11,15,7,12,3,21,13,4,92,3,4,14,6,3,0,6,11,0,54,0,0,6,0,0,0,0,5,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,33,80,49,43,28,57,60,4,383
SAL12089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,11
SAL12090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,4,0,0,0,0,0,17
SAL12091,0,0,0,0,0,3,0,3,0,14,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,8,4,0,4,0,3,4,0,0,0,11,0,5,4,0,6,0,0,0,0,23,0,0,3,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,19,7,10,12,0,10,0,86
SAL12092,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,12,0,0,0,4,3,0,0,0,0,12,0,8,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,10,9,5,0,0,9,0,50
SAL12093,4,17,10,74,8,76,8,43,6,251,14,79,33,100,38,76,15,37,6,401,30,137,30,28,33,26,29,19,9,336,29,129,30,15,21,10,15,4,0,261,57,118,23,24,42,13,6,10,9,295,22,78,21,19,29,11,3,11,0,195,8,23,0,3,10,5,0,3,0,50,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,164,586,152,266,184,213,77,131,30,1798
SAL12094,0,0,0,3,0,3,0,0,0,8,0,4,0,0,0,0,5,3,0,11,4,5,3,0,0,0,0,0,0,13,0,3,5,0,0,0,0,3,0,12,3,6,3,5,3,6,0,4,0,19,3,4,0,0,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,10,10,11,9,4,9,0,86
SAL12095,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,3,0,0,13,4,5,0,5,0,3,0,0,0,9,6,4,3,3,4,3,0,0,0,27,3,8,8,4,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,13,13,14,5,5,8,0,81
