SAL_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
SAL10701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,11
SAL10702,28,34,3,11,28,0,0,6,0,109,42,28,6,18,36,13,0,4,5,138,77,16,111,34,34,23,8,6,3,313,0,0,0,3,4,4,0,0,0,15,13,3,3,3,15,5,0,0,4,54,0,0,0,0,6,0,0,0,0,13,5,5,0,4,4,8,0,0,0,32,373,502,137,113,195,72,8,26,31,1453
SAL10703,0,0,0,3,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,12,3,6,10,4,3,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,24,12,10,8,3,3,0,0,84
SAL10704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6
SAL10705,9,3,0,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14,14,3,0,6,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,48,43,10,18,17,0,7,6,3,149
SAL10706,3,5,0,5,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,4,7,0,7,3,4,0,5,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,19,11,12,13,6,10,3,0,86
SAL10707,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,5,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,15,0,0,0,0,0,8,0,53
SAL10708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,7,0,0,3,0,21
SAL10709,4,9,4,4,0,3,0,0,0,26,9,9,0,12,3,6,0,0,0,37,24,12,76,29,26,14,10,28,0,214,0,0,3,3,0,0,0,0,0,11,4,0,6,6,5,0,0,4,0,17,0,0,0,0,0,0,0,0,0,6,0,5,0,3,3,0,0,0,0,13,51,108,97,70,41,21,14,41,5,451
SAL10710,7,0,6,5,0,0,0,0,0,13,0,7,0,3,10,0,3,0,0,26,12,5,54,14,11,9,12,13,0,124,0,0,3,0,0,4,0,6,0,6,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,3,5,27,76,63,32,29,16,16,26,7,282
SAL10711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12
SAL10712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,10,0,6,0,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,6,0,3,3,0,0,0,46
SAL10713,3,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,4,13,0,12,3,11,3,5,11,0,51,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,27,18,17,7,16,5,4,6,0,106
SAL10714,3,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,9,5,0,7,0,3,0,4,4,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,6,8,6,0,4,7,0,55
SAL10715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,3,0,0,3,3,0,19
SAL10716,38,53,61,52,41,46,16,80,8,401,59,44,90,134,73,60,28,84,12,584,47,27,143,92,53,29,31,66,9,497,6,0,4,6,9,6,0,12,6,54,8,4,8,15,19,3,10,5,4,82,4,13,6,12,3,9,7,11,5,76,9,19,15,17,15,13,9,27,57,172,765,2407,578,689,820,493,209,544,166,6661
SAL10717,5,6,7,3,5,0,0,0,0,23,3,0,11,3,6,8,0,8,0,39,13,0,23,4,4,0,5,0,0,53,0,5,0,0,0,0,0,0,0,5,0,3,0,0,0,0,6,5,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,7,75,167,48,30,50,18,12,17,11,428
SAL10718,0,0,5,10,6,0,3,0,0,30,9,12,9,18,19,3,5,8,3,74,17,8,46,43,27,10,24,16,3,202,3,0,0,0,0,0,3,4,0,15,0,0,0,7,5,0,3,6,0,27,0,0,0,0,0,0,3,0,0,11,4,0,0,5,3,0,0,6,5,27,45,97,74,101,82,24,55,35,11,535
SAL10719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,9
SAL10720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10721,0,10,6,4,3,0,0,0,0,20,9,9,0,12,3,0,4,0,0,43,16,5,63,23,17,6,14,11,3,164,0,0,0,0,0,0,0,0,0,8,0,0,3,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,53,104,82,43,35,11,25,22,3,380
SAL10722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,4,0,0,0,0,5,0,24
SAL10723,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,0,7,5,4,0,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,14,8,10,4,6,0,4,70
SAL10724,3,5,4,6,4,0,0,0,0,27,15,14,10,13,11,4,4,5,0,73,29,19,147,37,40,13,41,31,4,368,4,0,5,0,0,0,0,0,0,12,0,0,4,5,0,5,3,9,0,20,0,0,0,0,0,0,0,0,0,3,0,5,0,4,3,5,0,0,5,25,70,115,168,82,79,38,53,50,9,659
SAL10725,5,0,0,5,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,6,13,0,13,9,0,0,0,4,0,33,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,10,16,16,12,4,0,4,6,92
SAL10726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,8,0,3,0,3,0,0,38
SAL10728,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,7
SAL10729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,6,7,0,0,0,0,0,26
SAL10730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
SAL10731,37,37,21,25,12,10,0,11,3,159,43,39,42,67,28,30,4,26,3,274,62,20,177,58,28,32,20,48,13,463,10,3,4,5,4,7,0,3,0,40,12,3,4,15,3,7,0,9,3,61,3,7,7,8,0,0,0,8,3,38,14,14,8,12,4,6,0,7,24,85,436,657,326,353,156,154,39,204,81,2408
SAL10732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,4,0,16,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,8,4,5,0,0,8,0,39
SAL10733,0,7,4,0,7,4,0,0,0,24,11,11,0,3,7,0,0,0,0,30,32,17,51,8,18,0,5,10,7,154,0,0,0,0,0,3,0,0,0,7,6,0,0,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,3,9,157,180,65,19,65,11,12,16,20,541
SAL10734,16,13,0,0,10,3,0,0,0,50,21,8,9,0,9,6,0,0,3,56,18,6,19,6,11,4,0,10,7,76,0,0,0,0,0,0,0,0,0,4,12,5,0,0,5,5,0,0,0,20,0,0,0,0,0,0,0,0,0,11,0,4,0,0,3,0,0,3,4,17,191,283,29,19,94,34,5,14,23,696
SAL10735,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,3,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,3,0,0,0,0,0,0,27
SAL10736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
SAL10737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10738,15,20,28,26,34,14,29,15,5,187,26,30,50,85,64,42,48,44,8,393,31,22,151,135,58,35,89,87,18,632,4,0,3,15,18,8,9,14,0,81,3,4,6,27,4,7,15,27,3,101,3,6,4,6,5,3,3,3,0,36,0,14,14,17,10,3,22,39,37,154,185,785,351,433,392,197,285,319,101,3043
SAL10739,10,8,9,8,6,3,8,7,4,66,16,18,17,26,30,18,17,7,5,152,20,4,82,38,29,15,26,27,6,264,0,3,3,0,4,3,3,3,0,22,0,0,0,6,4,0,3,4,0,26,3,8,0,0,0,5,3,3,0,19,4,5,3,3,5,0,0,5,5,32,105,357,147,124,170,71,87,68,36,1176
SAL10740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3
SAL10741,12,11,11,11,10,0,11,9,0,76,15,19,16,25,24,9,19,6,3,136,38,20,82,34,37,8,19,26,0,266,0,0,0,0,5,0,0,0,0,11,3,0,0,0,5,0,3,0,0,23,0,3,0,0,5,0,5,6,0,17,4,6,0,3,0,3,6,3,7,25,177,374,140,134,178,65,85,69,23,1249
SAL10742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,3
SAL10743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10744,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,8,0,5,0,5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,7,5,3,0,5,0,0,42
SAL10745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,8
SAL10746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10747,20,22,4,19,12,0,4,0,0,79,35,36,11,49,32,4,5,4,6,189,79,43,226,97,86,45,55,44,4,681,6,0,5,7,11,0,0,7,0,36,4,5,4,4,12,6,5,0,0,43,0,0,0,7,0,0,0,0,0,11,6,0,4,3,7,0,0,0,0,23,207,440,269,222,195,68,67,75,12,1555
SAL10748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5
SAL10749,8,6,9,16,13,0,0,0,0,59,25,19,26,42,29,18,7,3,4,171,51,32,194,60,72,28,46,28,7,514,3,5,0,8,9,3,0,5,0,25,4,0,4,6,7,5,0,0,4,30,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,15,140,334,246,175,157,67,57,40,14,1228
SAL10750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,16
SAL10751,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,8,0,0,6,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,11,3,5,0,0,0,0,48
SAL10752,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
SAL10753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,10
SAL10754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,9,0,0,0,14,8,4,0,0,4,32,0,4,0,4,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,5,23,12,18,0,6,0,74
SAL10755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL10756,4,12,6,8,4,0,0,0,0,36,13,17,11,18,3,0,3,0,0,68,33,19,87,47,26,25,13,39,0,280,0,0,0,5,0,0,0,0,0,8,0,4,0,4,0,4,0,6,0,27,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,10,76,163,110,105,55,36,19,49,10,624
SAL10757,11,8,0,0,0,0,0,0,0,18,9,0,0,4,4,0,0,0,0,23,7,4,26,14,13,6,5,6,0,79,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,51,56,29,21,32,8,9,13,0,224
SAL10758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0,4,0,0,22
SAL10759,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,0,3,0,4,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,6,3,0,4,0,25
SAL10760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
SAL10761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,10
SAL10762,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,7,0,10,4,0,5,8,7,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,32,12,6,10,8,5,8,0,99
SAL10763,6,12,3,3,9,4,0,0,0,38,8,13,5,11,12,9,0,0,0,52,20,6,42,28,24,10,7,10,0,140,3,0,0,5,0,3,0,0,0,8,0,3,0,0,4,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,72,156,56,60,59,25,13,18,5,458
SAL10764,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,3,0,0,0,0,0,19
SAL10765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL10766,5,5,5,4,7,0,5,0,0,32,9,11,4,7,14,4,0,4,0,55,26,13,105,33,34,14,26,26,3,289,3,0,3,0,3,0,0,4,0,21,0,6,0,0,7,0,0,3,0,17,0,0,0,0,3,0,0,0,0,9,0,0,0,5,5,4,0,5,3,20,60,113,130,61,83,31,44,46,8,587
SAL10767,15,21,3,18,14,7,6,0,0,80,24,20,26,48,47,9,18,10,9,207,68,53,264,136,105,41,93,74,16,849,0,4,6,18,12,4,14,6,0,66,3,9,6,12,16,3,4,8,0,63,0,3,0,5,3,0,0,4,0,19,0,0,7,8,15,4,4,8,12,56,160,345,335,299,274,87,151,127,33,1808
SAL10768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10769,12,22,6,8,11,5,7,5,0,71,12,19,10,24,25,13,0,10,5,124,38,16,151,45,49,15,35,34,3,388,0,3,0,3,8,0,0,0,0,20,3,3,7,7,13,5,0,7,0,26,0,6,3,5,6,0,0,0,0,19,0,0,5,0,0,0,0,0,6,18,144,310,193,118,140,49,48,53,16,1079
SAL10770,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,23,0,10,0,0,0,0,0,42
SAL10771,21,20,3,7,7,3,0,0,0,63,31,17,10,27,16,9,0,0,0,106,51,15,112,30,33,17,14,14,3,287,3,0,0,5,5,4,0,0,0,22,3,0,5,4,8,10,5,0,0,26,3,0,3,0,7,0,0,0,0,13,0,6,0,0,5,0,3,0,0,9,193,250,141,98,97,41,28,26,5,878
SAL10772,13,32,6,25,11,7,0,6,0,92,31,32,9,52,27,6,6,6,0,173,58,40,239,62,91,28,51,51,11,626,0,0,0,3,14,3,0,3,0,28,3,4,8,10,14,9,3,3,0,62,0,3,0,0,3,0,0,0,0,3,3,5,3,9,6,4,3,0,3,33,194,447,279,205,212,70,75,71,16,1572
SAL10773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10774,32,43,21,32,30,9,3,6,0,176,60,66,44,127,77,27,14,16,4,431,170,78,495,191,205,94,143,75,19,1469,11,3,9,14,23,17,6,5,0,98,15,6,13,16,32,14,9,8,3,118,5,10,0,3,6,5,0,0,0,28,10,11,7,15,8,7,7,4,18,92,483,1068,640,508,491,214,202,133,60,3803
SAL10775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8
SAL10776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8
