SAL_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
SAL10777,45,47,5,14,45,12,0,9,3,180,44,45,21,30,31,19,0,9,3,199,48,33,71,22,38,21,6,0,5,240,11,4,0,0,13,0,0,0,0,28,16,11,0,8,13,4,0,0,0,51,10,16,5,0,3,0,0,0,0,36,8,3,0,3,11,0,0,0,5,32,880,1652,157,163,362,151,17,36,37,3458
SAL10778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7
SAL10779,16,54,31,33,28,23,17,17,3,215,70,93,51,138,94,40,32,26,10,552,97,88,357,200,196,88,134,114,27,1315,6,3,10,10,28,9,15,6,5,101,6,10,12,21,27,16,22,11,0,127,3,11,4,7,3,4,10,8,0,51,3,11,8,21,13,8,10,15,24,103,462,1391,587,630,628,282,308,259,104,4643
SAL10780,43,63,13,15,24,12,5,0,0,173,78,87,28,37,32,13,4,4,3,294,53,46,107,33,43,12,10,13,0,329,7,5,0,3,9,4,0,3,0,35,8,10,0,5,15,8,0,3,0,56,7,18,0,4,3,4,0,0,0,37,9,16,5,6,13,0,0,0,8,51,943,2556,302,256,453,194,50,53,60,4854
SAL10781,48,62,59,60,70,53,43,45,7,454,73,77,127,188,119,95,45,109,8,842,77,52,258,175,93,71,70,95,20,917,5,6,11,9,22,18,10,4,5,90,22,7,13,27,31,21,15,19,0,157,8,11,12,20,16,7,6,13,0,84,16,22,21,18,17,23,3,29,46,189,695,1948,780,1038,854,577,382,653,155,7092
SAL10782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10783,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,3,8,3,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,14,9,4,0,0,0,0,50
SAL10784,5,6,3,0,9,5,0,0,0,29,13,7,6,6,4,3,3,4,0,43,10,3,26,6,5,9,5,4,3,77,0,0,5,0,5,0,0,0,0,17,3,0,0,0,3,0,0,0,0,7,0,0,0,0,3,0,0,0,0,10,4,4,0,0,0,0,0,0,6,10,109,183,50,24,54,35,15,17,10,493
SAL10785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9
SAL10786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,9,0,0,10
SAL10787,0,0,0,0,0,0,0,0,0,8,5,6,0,4,0,0,0,0,0,26,12,9,23,19,6,4,7,10,0,94,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,40,73,34,29,21,6,3,12,10,234
SAL10788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL10789,4,5,0,0,3,0,0,0,0,24,0,0,0,12,10,0,3,0,0,23,15,4,40,13,24,12,3,14,0,132,0,0,0,4,4,0,0,0,0,11,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,7,37,65,48,38,48,17,11,18,4,290
SAL10790,11,18,5,20,19,6,4,9,0,95,23,30,30,52,54,25,20,14,6,243,18,16,104,63,60,33,52,40,9,401,5,4,3,7,14,0,4,16,0,49,3,3,10,13,7,3,10,7,0,74,3,5,3,0,0,0,0,3,0,20,0,5,3,3,13,0,10,14,22,77,175,524,212,206,324,122,141,143,54,1896
SAL10791,9,19,11,10,25,5,8,12,0,105,15,23,30,41,48,15,25,14,9,207,22,17,84,70,39,32,42,39,7,353,3,3,0,0,8,8,9,10,0,40,3,3,4,7,0,9,8,9,0,46,0,6,0,4,7,0,4,7,0,25,0,0,8,7,8,6,7,8,14,62,144,546,189,219,263,117,141,120,42,1787
SAL10792,4,8,0,0,0,0,0,0,0,19,8,5,0,0,5,0,0,0,0,13,17,0,5,4,3,0,3,9,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,73,60,9,7,20,0,6,8,0,189
SAL10793,0,0,0,0,0,0,0,0,0,4,0,3,0,0,6,0,0,0,0,12,8,0,13,0,3,4,0,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,14,19,3,9,3,0,4,0,74
SAL10794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
SAL10795,14,9,5,8,8,6,0,3,0,43,10,8,7,17,12,0,4,9,0,63,58,16,78,33,18,18,28,32,5,287,4,0,0,3,3,0,0,4,0,17,6,0,3,4,3,5,0,0,0,18,3,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,0,8,0,29,146,140,91,83,66,33,31,57,8,651
SAL10796,27,35,24,26,28,21,16,12,0,195,51,46,45,71,62,32,11,29,4,345,37,36,144,56,81,36,27,43,4,469,5,0,0,12,11,8,3,5,0,43,8,5,10,13,24,4,7,6,0,80,3,4,4,3,7,3,7,4,0,41,9,13,10,3,9,5,6,10,14,83,463,1248,371,365,518,230,118,204,65,3575
SAL10797,0,0,4,0,0,0,0,0,0,6,4,0,0,7,4,0,0,0,0,22,9,0,42,12,6,5,10,17,0,98,0,0,0,5,4,0,0,3,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,14,33,50,31,17,11,10,27,0,184
SAL10798,7,0,0,4,0,0,0,0,0,14,3,3,0,0,0,0,0,0,0,8,21,0,14,8,13,0,8,13,0,79,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,32,26,13,22,6,20,16,0,170
SAL10799,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,3,0,0,0,0,0,17
SAL10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,9
SAL10801,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,4,3,3,0,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,6,4,3,0,3,0,31
SAL10802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10803,0,3,4,3,0,0,0,0,0,7,0,0,9,0,5,0,0,0,0,16,13,10,28,5,11,4,6,8,0,83,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,31,42,38,14,22,10,10,8,3,181
SAL10804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,4,0,0,0,0,4,0,25
SAL10805,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,21,9,6,0,4,0,3,0,4,46
SAL10806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,3,17
SAL10807,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,0,16,10,0,11,9,0,0,6,5,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,14,13,10,8,0,9,5,0,83
SAL10808,16,24,6,19,14,6,0,4,0,87,25,42,24,64,42,18,5,4,3,228,62,41,310,149,100,53,62,50,6,829,5,4,3,8,7,5,3,9,0,47,10,0,9,5,10,3,3,5,0,41,0,4,0,0,3,5,0,0,0,18,3,3,5,12,6,6,0,11,4,51,196,579,386,334,246,115,88,96,22,2059
SAL10809,3,6,0,4,8,0,0,0,0,24,6,11,11,16,10,0,3,0,0,61,19,10,50,15,17,8,6,19,0,146,0,0,0,0,0,0,0,4,0,8,0,0,0,0,8,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,66,194,65,49,69,13,13,29,6,507
SAL10810,7,14,3,9,4,0,0,3,0,44,23,17,14,32,22,7,0,8,4,127,39,24,158,90,56,24,41,32,4,472,0,0,0,0,4,9,9,4,0,21,0,4,6,8,10,3,0,5,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,9,4,0,0,4,3,20,113,247,189,184,132,47,53,53,9,1029
SAL10811,5,11,0,8,0,0,0,0,0,32,8,3,3,4,10,0,0,7,0,24,16,4,30,12,6,7,10,0,3,81,0,0,0,0,3,0,0,4,0,11,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,47,75,40,28,33,7,9,7,3,253
SAL10812,8,0,5,4,6,0,0,0,0,15,8,3,0,8,5,0,0,4,0,19,9,3,32,5,12,0,13,8,3,89,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,43,39,38,18,24,5,16,9,5,191
SAL10813,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,5,0,3,0,0,0,4,4,0,13,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,7,0,0,0,4,3,0,36
SAL10814,51,62,22,65,48,26,11,14,4,311,99,92,61,111,121,44,8,12,5,554,194,79,592,155,172,80,85,90,22,1470,6,0,4,16,27,12,3,3,0,72,22,17,15,23,32,18,3,13,3,138,3,9,5,3,19,6,0,3,0,47,11,23,11,13,19,0,4,5,7,96,815,1438,776,531,645,270,144,171,70,4866
SAL10815,109,103,27,48,67,27,7,10,6,404,149,79,44,82,109,35,5,10,3,519,248,68,446,104,154,69,42,64,17,1217,11,8,0,5,16,8,0,0,0,58,41,26,6,16,62,30,5,6,0,194,16,14,4,6,8,3,0,0,0,57,17,12,5,12,34,3,0,6,8,97,1181,1534,593,392,694,268,75,127,67,4922
SAL10816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,8
SAL10817,88,121,48,61,117,47,25,32,4,544,120,107,84,119,122,59,32,48,9,701,127,54,344,143,118,72,58,63,11,982,12,9,15,5,13,5,9,6,3,79,24,13,25,22,53,21,8,10,0,177,16,26,9,7,18,10,11,0,7,97,18,33,15,7,22,10,5,13,42,159,1520,4104,901,747,1441,547,262,309,193,10025
SAL10818,32,39,26,29,39,24,16,25,3,234,44,57,40,69,72,39,14,41,9,393,48,32,183,92,91,32,35,44,14,567,6,5,3,5,11,9,3,3,0,39,9,0,4,13,30,3,8,14,0,82,0,14,7,9,11,8,9,3,0,51,4,12,4,4,11,7,6,4,17,72,469,1221,388,391,557,264,148,245,76,3774
SAL10819,6,18,11,6,19,0,9,7,0,66,23,34,24,19,36,10,8,0,0,148,24,17,56,15,31,14,26,8,8,196,0,4,6,0,8,0,0,3,0,13,5,0,6,5,4,8,8,5,0,36,0,0,0,0,0,0,0,0,0,11,5,9,4,0,3,0,5,5,4,33,148,335,116,69,171,47,70,37,26,1012
SAL10820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10821,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,7,0,0,3,3,0,4,0,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,16,7,8,8,3,0,3,0,56
SAL10822,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,3,4,0,0,9,0,37
SAL10823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL10824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10825,7,8,4,6,0,0,5,3,0,41,4,7,8,19,17,0,11,0,5,82,10,7,31,32,19,9,8,16,3,132,0,0,5,3,0,0,4,3,0,13,3,0,7,0,3,0,6,0,5,26,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,3,4,18,39,149,71,103,81,33,61,44,24,604
SAL10826,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,6,8,0,4,0,6,0,5,3,0,27,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,22,3,4,3,7,0,12,13,0,64
SAL10827,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,0,0,0,11,3,0,7,7,0,0,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,5,3,4,5,9,0,49
SAL10828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8
SAL10829,5,12,3,9,5,0,0,4,0,39,18,12,0,21,15,5,0,0,0,84,34,11,75,31,15,13,18,21,0,218,0,0,0,0,0,0,0,0,0,6,6,3,0,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,5,19,125,343,111,94,78,37,23,38,10,856
SAL10830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,9
SAL10831,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,7,6,10,0,6,4,5,3,0,42,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,14,16,3,8,5,9,4,0,84
SAL10832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,5,0,0,14
SAL10833,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,4,0,4,8,5,0,0,0,0,20,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,13,8,0,0,6,0,44
SAL10834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,6
SAL10835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,8
SAL10836,9,6,0,5,10,4,0,0,0,34,7,11,4,3,3,4,0,0,0,30,12,7,20,8,9,3,0,8,0,67,0,0,0,0,0,0,0,0,0,4,5,5,0,0,4,0,0,0,0,17,0,3,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,12,106,159,31,25,59,21,9,9,3,427
SAL10837,0,0,0,4,4,0,0,0,0,17,0,0,0,10,7,4,3,3,3,33,0,0,24,28,10,9,13,12,7,88,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,4,9,13,42,35,53,37,19,22,18,10,249
SAL10838,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,0,4,10,4,0,0,9,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,6,5,3,0,7,6,3,50
SAL10839,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,8
SAL10840,5,11,0,6,6,0,0,0,0,30,14,14,8,0,10,3,0,0,0,51,35,10,85,20,28,0,12,16,10,201,0,0,0,4,4,0,0,0,0,10,0,3,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,3,0,3,3,0,0,8,18,151,163,99,41,86,14,13,18,18,615
SAL10841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10842,10,14,11,19,10,3,4,3,0,72,28,20,6,70,36,12,9,10,0,189,100,43,319,263,139,83,90,199,5,1234,11,5,5,11,17,14,14,26,0,86,4,0,4,23,15,13,3,17,0,80,3,0,0,5,7,0,0,5,0,23,6,5,9,14,9,15,9,34,9,109,218,337,360,428,265,151,119,315,27,2223
SAL10843,3,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,8,9,0,4,4,0,3,3,8,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,25,13,3,8,4,0,6,10,0,72
SAL10844,16,17,5,10,9,3,0,0,0,61,17,12,4,5,14,0,0,0,0,64,10,6,30,8,8,5,0,0,0,70,4,0,0,0,7,0,0,0,0,13,5,0,0,0,7,5,0,3,0,20,3,6,0,0,3,4,0,0,0,16,0,3,0,0,4,0,0,0,3,15,280,421,48,30,101,58,3,15,18,980
SAL10845,5,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,3,0,4,5,7,0,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,8,12,15,0,0,5,0,77
SAL10846,213,235,77,118,183,71,21,32,12,971,228,234,116,148,227,99,24,26,19,1119,321,140,605,156,262,165,76,104,21,1853,27,13,9,16,47,22,6,14,0,145,66,48,30,29,95,45,12,13,6,333,23,53,13,13,28,10,4,5,5,143,46,39,12,17,41,22,13,13,42,244,3280,6273,1214,978,2115,857,239,355,220,15539
SAL10847,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,8,0,5,0,4,0,0,21,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,3,0,0,8,3,0,45
SAL10848,22,16,0,0,13,0,0,0,0,57,17,18,0,3,8,0,0,4,0,50,8,8,12,3,8,7,0,4,0,52,0,0,0,3,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,20,0,4,0,0,0,0,0,0,0,16,7,7,0,0,5,0,0,0,3,21,346,591,30,30,110,53,5,10,21,1194
SAL10849,0,7,0,4,5,0,0,0,6,20,6,10,0,3,12,0,0,0,0,42,27,8,68,11,21,8,31,13,4,195,0,0,0,0,5,0,0,0,0,0,5,4,5,0,12,0,3,0,0,24,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,62,69,79,33,65,19,33,23,9,395
SAL10850,15,22,4,9,15,6,0,0,0,76,35,26,14,30,22,5,0,9,4,144,42,23,110,34,36,15,15,29,5,300,0,0,0,5,4,3,0,4,0,27,7,3,5,5,4,0,3,4,0,35,0,5,3,4,0,0,0,0,0,5,6,5,3,6,0,0,0,0,3,28,244,407,167,117,148,57,24,48,18,1238
SAL10851,40,69,39,32,56,15,18,14,8,282,69,84,59,116,101,39,30,24,12,523,99,55,337,122,139,71,129,87,14,1047,10,0,3,13,21,15,6,8,0,71,16,6,11,24,44,5,23,26,0,145,8,8,10,6,4,3,8,5,0,49,15,25,15,15,22,8,3,10,21,125,556,1243,551,488,622,251,275,217,82,4289
SAL10852,0,4,6,5,10,4,0,7,0,31,5,9,3,20,3,4,0,4,0,53,25,7,78,42,29,19,19,26,6,246,0,3,0,7,5,0,0,7,0,20,4,0,0,4,4,3,0,0,0,18,0,0,0,0,0,0,0,5,0,9,0,5,0,0,0,8,0,4,0,26,53,82,95,87,67,43,26,53,9,506
