SAL_CODE_2021,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_3499_15_19_yrs,P_3000_3499_20_24_yrs,P_3000_3499_25_34_yrs,P_3000_3499_35_44_yrs,P_3000_3499_45_54_yrs,P_3000_3499_55_64_yrs,P_3000_3499_65_74_yrs,P_3000_3499_75_84_yrs,P_3000_3499_85ov,P_3000_3499_Tot,P_3500_more_15_19_yrs,P_3500_more_20_24_yrs,P_3500_more_25_34_yrs,P_3500_more_35_44_yrs,P_3500_more_45_54_yrs,P_3500_more_55_64_yrs,P_3500_more_65_74_yrs,P_3500_more_75_84_yrs,P_3500_more_85ov,P_3500_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SAL11804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,4,9,0,0,18
SAL11805,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,11,3,12,7,3,41
SAL11806,0,3,10,5,3,4,4,0,0,25,3,0,10,6,4,0,6,0,0,26,0,0,12,4,6,0,0,0,0,27,0,0,11,4,3,0,0,0,0,29,0,0,4,6,7,4,6,0,0,25,0,0,5,0,0,0,0,0,0,8,0,0,0,19,4,0,3,0,0,31,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,3,0,0,3,10,3,0,3,0,0,25,27,12,61,65,44,43,45,14,7,325
SAL11807,0,0,0,7,0,0,6,0,0,21,0,0,9,5,6,10,3,0,0,39,0,0,3,5,9,8,4,0,0,36,0,0,0,5,6,7,0,0,0,23,0,0,0,0,3,0,0,0,0,16,0,0,0,4,5,0,0,0,0,10,0,0,0,8,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,5,3,7,4,3,30,21,15,37,53,64,70,101,33,11,415
SAL11808,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,3,3,7,4,0,26
SAL11809,3,12,19,13,18,24,21,9,0,124,0,15,33,22,23,23,16,6,4,143,4,11,32,44,22,21,13,4,0,144,0,4,14,14,16,16,9,6,0,80,0,0,16,7,14,14,3,4,0,58,0,0,0,9,9,8,6,0,0,37,0,0,7,6,14,12,0,0,5,47,0,0,0,0,7,0,0,0,0,7,0,0,4,4,5,0,0,0,0,8,9,13,23,24,25,17,22,17,10,152,95,87,197,189,182,236,217,140,76,1415
SAL11810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,13
SAL11811,0,0,3,8,7,5,7,4,0,47,3,6,4,11,13,7,18,9,0,63,0,8,10,4,14,16,9,3,0,61,0,7,19,7,20,20,8,0,0,86,0,0,12,14,18,14,10,3,0,82,0,0,11,19,20,14,6,0,0,67,0,0,17,43,56,26,10,0,0,158,0,0,4,14,14,11,0,6,0,52,0,0,0,16,29,14,6,4,0,69,0,0,3,9,4,4,3,0,5,30,83,37,100,156,222,178,129,48,11,966
SAL11812,0,0,4,0,3,6,7,0,0,27,0,0,5,3,0,4,7,0,0,20,0,5,3,10,9,4,6,0,0,29,0,0,0,4,0,0,0,0,0,5,0,0,0,0,6,3,3,0,0,15,0,0,0,9,6,0,0,0,0,14,0,0,0,0,10,0,3,0,0,16,0,0,0,5,0,0,0,0,0,8,0,0,0,0,3,4,0,0,0,11,0,0,0,3,4,0,0,0,3,13,26,16,14,40,52,41,46,15,3,254
SAL11813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,6,0,5,0,0,0,19
SAL11814,0,0,0,0,0,3,0,0,0,9,0,0,0,4,3,7,3,0,0,14,0,0,0,0,0,4,0,0,0,8,0,0,3,0,4,0,4,0,0,11,0,0,0,0,3,0,5,0,0,10,0,0,0,0,0,5,0,0,0,3,0,0,0,7,5,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,13,6,5,10,23,33,46,29,11,4,172
SAL11815,0,0,0,0,3,0,0,0,0,12,0,4,0,0,7,3,0,0,0,17,0,0,0,4,0,0,7,0,0,21,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,6,0,0,0,0,8,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,4,5,0,0,0,8,9,11,6,22,28,28,26,6,3,140
SAL11816,0,0,0,0,0,3,5,0,0,10,0,0,0,4,3,4,5,0,0,13,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,8,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,8,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,15,5,7,27,30,28,23,6,8,153
SAL11817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,3,5,8,0,0,0,16
SAL11818,32,72,86,89,83,91,71,63,15,605,10,82,150,94,102,111,57,26,12,657,12,80,149,122,121,115,51,25,3,671,3,32,114,96,80,82,34,12,8,462,0,34,104,88,67,71,24,7,0,410,0,36,104,78,48,56,16,3,0,347,0,24,202,172,134,85,21,4,0,643,0,0,30,47,23,17,0,0,0,126,0,0,27,54,49,29,10,10,5,184,61,61,160,120,102,110,108,112,100,932,540,567,1441,1210,1072,1180,991,717,302,8018
SAL11819,0,3,3,5,7,6,11,7,0,49,0,4,9,13,9,9,3,3,0,47,0,5,7,10,12,8,8,0,0,53,0,0,10,13,4,7,4,4,0,48,0,0,20,12,7,6,0,0,0,52,0,0,12,18,11,8,0,0,0,43,0,0,11,22,23,7,5,0,0,66,0,0,0,0,4,0,0,0,0,11,0,0,0,3,6,0,0,0,0,13,0,6,8,10,7,10,11,8,0,48,30,26,105,116,113,97,71,50,13,620
SAL11820,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,3,3,17,11,5,4,6,18,7,9,7,3,69
SAL11821,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,12,7,0,4,14,10,12,14,3,3,70
SAL11822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,0,0,4,0,0,0,19
SAL11823,0,0,0,3,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,4,0,6,8,3,4,0,0,0,31
SAL11824,0,4,3,0,0,0,0,0,0,11,0,0,0,3,3,4,0,0,0,11,0,0,4,0,0,4,0,0,0,6,0,0,0,3,3,6,0,0,0,8,0,0,3,0,0,5,0,0,0,8,0,0,0,0,3,0,0,0,0,6,0,0,0,0,5,5,0,0,0,11,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,3,0,9,8,11,14,4,6,0,65,14,15,28,27,41,41,22,6,3,196
SAL11825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,31,22,15,0,0,0,0,94,4,21,31,22,15,0,0,0,0,94
SAL11826,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,6,0,4,3,10,11,16,0,0,52
SAL11827,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,4,5,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,11,3,0,10,9,7,23,5,4,0,66
SAL11828,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,4,7,0,0,9,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,4,3,0,0,0,0,8,8,0,0,12,17,26,17,8,4,93
SAL11829,8,18,39,28,28,33,31,13,3,193,5,16,24,22,27,27,12,3,0,130,0,4,20,28,25,28,11,5,4,132,0,0,20,14,15,11,6,0,0,70,0,3,8,9,11,11,0,5,0,48,0,4,7,15,13,5,0,0,0,38,0,0,4,13,11,3,3,0,0,39,0,0,0,0,0,0,0,0,0,5,0,0,0,3,5,4,0,0,0,15,12,13,35,31,46,32,39,42,32,279,127,91,202,218,235,266,242,176,73,1629
SAL11830,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,6,0,21,10,0,6,15,13,23,15,11,0,105
SAL11831,12,37,47,34,46,43,35,16,0,266,5,31,58,43,55,50,15,12,0,265,0,20,72,54,82,60,26,0,0,322,0,8,47,52,47,35,12,0,0,203,0,7,32,42,32,23,4,4,0,146,0,0,20,37,22,19,9,0,0,104,0,4,28,48,43,32,4,0,0,159,0,0,0,4,11,8,3,0,0,25,0,0,0,10,14,9,3,0,0,38,11,18,28,27,26,17,17,22,7,173,211,199,421,442,508,512,483,257,68,3098
SAL11832,12,56,61,20,21,12,16,10,9,214,0,38,64,29,33,22,11,4,0,200,0,33,64,39,30,21,14,0,0,208,0,28,37,24,24,13,9,3,0,140,0,5,33,21,23,14,9,3,0,105,0,3,14,10,12,14,0,0,0,60,0,0,22,38,47,13,0,0,0,129,0,0,0,6,17,3,0,0,0,30,0,0,4,19,22,7,8,0,0,63,15,32,32,20,12,18,14,3,3,151,195,534,670,355,320,238,188,119,61,2670
SAL11833,17,49,53,67,71,71,63,51,9,451,6,71,85,84,74,62,52,29,14,483,0,70,142,103,116,108,65,27,9,636,0,40,149,123,90,73,34,6,4,536,0,20,136,119,110,80,32,8,0,498,0,7,123,95,83,52,16,0,0,384,0,7,163,255,193,119,22,6,0,767,0,4,28,56,44,25,0,4,0,159,0,0,29,114,86,41,9,6,0,282,16,20,51,37,48,34,26,31,10,263,390,412,1105,1238,1097,998,720,513,212,6676
SAL11834,19,57,32,26,49,41,62,31,13,324,8,59,42,44,60,64,46,24,5,361,0,52,60,74,80,77,58,32,5,438,3,44,58,56,83,77,51,17,4,383,0,18,52,68,100,69,43,14,6,365,0,4,49,56,76,68,22,9,0,280,0,0,60,181,248,132,29,6,0,665,0,0,12,74,93,35,10,0,0,225,0,0,21,112,205,58,19,4,0,421,14,9,25,20,24,22,16,12,13,158,603,428,487,820,1161,861,639,388,160,5554
SAL11835,13,34,28,31,41,54,47,25,9,285,3,30,48,30,48,59,37,21,12,283,0,42,56,38,54,68,51,13,12,331,0,11,59,37,63,68,37,11,0,292,0,17,48,43,77,65,38,10,0,305,0,10,37,35,60,64,31,4,4,250,0,3,65,127,174,132,52,4,0,554,0,0,11,39,61,49,11,0,4,170,0,0,25,154,290,148,27,4,0,653,15,6,23,16,35,17,81,65,60,314,472,364,506,658,1040,937,704,445,289,5411
SAL11836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8
SAL11837,9,14,31,21,29,27,40,22,0,189,8,16,26,27,30,37,22,8,5,187,0,8,40,29,44,35,18,5,6,181,0,9,28,20,24,14,7,0,0,105,0,10,27,18,19,15,5,4,0,96,0,0,13,12,23,8,0,0,0,55,0,5,18,24,26,20,0,0,0,98,0,0,0,4,0,4,0,0,0,9,0,0,3,4,4,0,0,0,3,13,19,4,14,29,22,22,34,36,15,195,154,123,286,257,299,346,450,279,80,2266
SAL11838,0,0,3,3,0,3,6,0,0,18,0,0,0,7,9,3,6,0,0,25,0,0,4,0,9,3,0,0,0,16,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,3,0,0,5,5,3,0,0,0,25,24,4,12,26,41,46,36,12,4,200
SAL11839,0,3,3,0,9,11,7,3,0,38,0,5,11,3,11,10,5,0,0,44,0,6,9,9,19,0,4,5,0,43,0,0,6,4,8,5,3,0,0,35,0,0,5,10,8,6,0,0,0,27,0,0,6,0,8,3,0,5,0,16,0,0,4,5,10,13,0,0,0,29,0,0,0,3,6,0,0,0,0,8,0,0,0,0,0,0,0,4,0,12,3,0,0,3,4,4,7,5,0,28,37,29,36,56,110,108,110,64,6,551
SAL11840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,8,5,4,0,0,0,31
SAL11841,0,0,0,3,0,0,0,5,0,12,0,3,8,0,0,4,5,0,0,19,0,0,0,3,0,0,3,0,0,7,0,0,3,4,0,6,0,0,0,10,0,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,4,6,0,0,17,10,5,15,21,30,33,15,9,0,146
SAL11842,0,5,5,8,3,9,4,0,0,30,0,4,8,8,12,13,8,0,0,48,0,0,11,9,11,13,5,0,0,48,0,5,12,14,7,9,3,0,0,40,0,0,7,5,8,3,3,0,0,31,0,0,7,9,9,6,0,0,0,27,0,0,5,11,10,5,0,0,0,34,0,0,4,4,4,0,0,0,0,10,0,0,0,3,8,5,0,0,0,13,0,0,0,3,3,0,4,0,0,16,46,18,62,73,87,94,79,26,14,504
SAL11843,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,6,0,0,8,3,0,21
SAL11844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,14
SAL11845,8,83,65,30,29,39,48,19,5,328,5,87,97,33,29,46,43,20,6,361,0,63,105,56,40,51,35,8,0,359,0,35,106,62,52,47,13,3,3,315,0,11,83,55,52,46,14,7,0,271,0,7,52,52,38,41,12,3,4,198,0,3,72,99,86,61,14,3,0,342,0,0,6,24,30,12,6,0,0,84,0,0,20,37,36,36,7,0,0,135,10,25,39,23,32,29,41,27,58,286,184,564,781,579,529,579,497,246,146,4098
SAL11846,0,8,3,5,4,3,9,3,4,41,0,10,11,3,6,11,7,8,4,50,0,9,8,11,9,14,20,3,0,73,0,6,12,8,4,10,11,0,0,45,0,4,11,6,10,9,5,5,0,50,0,0,6,7,17,5,3,0,0,47,0,0,9,25,31,10,15,3,0,87,0,0,4,6,15,6,0,0,0,28,0,0,4,33,29,18,0,0,0,79,0,7,0,6,11,0,3,0,0,35,53,60,86,133,148,126,117,58,27,813
SAL11847,0,11,9,7,3,6,10,3,0,50,0,13,13,11,12,12,6,0,0,73,0,9,16,11,18,11,6,0,0,81,0,9,27,10,11,3,3,0,0,65,0,3,15,15,13,15,0,0,0,64,0,0,8,18,11,3,0,0,0,35,0,0,26,24,25,7,0,0,0,87,0,0,6,9,3,0,0,0,0,15,0,0,0,3,4,0,0,0,0,16,0,5,14,11,13,4,0,7,0,46,54,87,145,138,132,113,57,37,12,778
SAL11848,3,34,29,19,19,25,42,22,4,192,3,23,33,20,22,29,26,13,9,188,0,24,48,31,44,35,38,17,0,238,0,11,44,35,29,39,29,14,0,197,0,5,26,26,37,29,13,9,3,150,0,0,24,28,25,28,15,0,0,130,0,0,44,60,82,65,17,0,0,268,0,0,4,30,26,12,3,0,0,82,3,0,14,56,89,39,11,0,0,207,20,27,62,65,85,58,40,31,15,398,222,244,429,475,625,571,451,249,109,3372
SAL11849,0,5,6,10,12,9,5,5,0,55,0,14,24,9,17,12,0,0,0,75,0,16,27,20,14,8,5,0,0,88,0,5,16,16,9,9,0,0,0,53,0,4,21,13,7,6,0,0,0,50,0,0,8,10,15,7,0,0,0,37,0,0,4,6,9,5,0,0,0,31,0,0,0,7,0,0,0,0,0,8,0,0,0,0,5,4,0,0,0,9,0,0,3,6,10,6,9,0,0,40,50,68,127,108,100,99,56,21,4,630
SAL11850,18,83,104,80,73,52,44,37,7,508,21,81,127,122,118,55,53,22,11,608,9,63,174,139,133,81,29,8,0,631,0,30,157,136,96,48,25,0,0,499,3,17,99,141,101,45,7,6,0,415,0,5,59,114,69,41,4,0,0,290,0,10,79,177,132,62,7,4,5,472,0,0,6,30,14,17,0,0,0,74,0,0,10,21,23,13,0,4,0,74,24,26,62,59,37,27,61,119,139,553,606,545,1113,1231,1012,716,700,582,271,6779
SAL11851,3,17,26,30,19,28,20,12,6,165,0,20,39,61,35,19,23,12,5,222,0,19,55,52,70,31,12,3,0,239,0,13,44,56,50,24,13,6,0,213,0,9,52,61,32,22,4,9,0,193,0,0,33,39,41,10,5,0,0,128,0,0,40,78,58,23,3,0,0,207,0,0,3,7,10,0,0,0,0,33,0,0,6,13,9,3,0,0,0,38,6,10,27,31,9,10,72,169,190,520,188,170,382,521,422,274,349,382,293,2985
SAL11852,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,4,0,0,0,0,6,0,0,3,5,14,6,13,12,0,61
SAL11853,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,6,4,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,7,0,0,20,0,7,7,13,11,38,28,12,5,108
SAL11854,0,0,0,0,5,6,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,3,0,0,0,14,4,8,3,10,12,24,27,7,0,85
SAL11855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11856,0,0,0,0,0,3,4,4,0,18,0,3,0,7,4,0,3,0,0,15,0,0,0,0,4,0,5,0,0,12,0,0,0,0,0,3,0,0,0,13,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,5,0,0,0,5,0,0,0,3,4,3,0,0,0,12,0,0,0,5,0,0,0,0,0,6,0,0,0,4,5,0,0,0,0,7,0,0,0,0,6,3,0,4,0,17,17,9,11,26,36,46,33,21,0,183
SAL11857,6,13,15,17,18,5,9,0,0,86,3,13,16,21,12,18,10,7,0,100,3,11,23,15,18,14,8,0,0,97,0,9,16,14,19,14,14,0,0,85,0,5,15,16,17,14,4,0,0,65,0,0,0,5,10,17,4,0,0,39,0,0,9,8,22,9,0,0,0,54,0,0,0,0,4,0,0,0,0,4,0,0,5,6,3,3,0,0,3,17,26,15,33,33,33,31,21,23,8,221,103,91,172,167,186,171,131,79,26,1125
