SAL_CODE_2021,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
SAL12033,..,151,151,371,11,386,151,0,151,145,0,145,57,0,57,23,0,23,741,170,914
SAL12034,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL12035,..,27,27,47,0,47,24,0,24,24,0,24,8,0,8,0,0,0,107,32,136
SAL12036,..,35,35,152,8,158,78,0,78,90,0,92,69,0,69,54,0,54,445,42,489
SAL12037,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15
SAL12038,..,3,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5
SAL12039,..,277,277,267,74,347,155,33,186,128,26,155,61,3,62,13,10,21,619,431,1051
SAL12040,..,3,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6
SAL12041,..,134,134,255,8,272,136,0,139,148,0,152,80,0,80,58,0,58,679,143,828
SAL12042,..,7,7,11,0,12,3,0,3,0,0,0,0,0,0,0,0,0,22,11,26
SAL12043,..,5,5,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,14,5,15
SAL12044,..,10,10,14,0,16,6,0,6,4,0,4,7,0,7,0,0,0,36,13,49
SAL12045,..,8,8,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14
SAL12046,..,30,30,50,5,53,18,3,18,9,0,9,4,0,4,4,0,4,88,32,119
SAL12047,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12048,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SAL12049,..,4,4,7,0,10,0,0,0,4,0,4,0,0,0,0,0,0,20,4,25
SAL12050,..,351,351,799,62,859,805,13,821,922,5,926,416,0,416,191,0,190,3138,434,3565
SAL12051,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL12052,..,28,28,34,0,36,3,0,3,7,0,7,5,0,5,4,0,4,65,30,96
SAL12053,..,123,123,264,13,280,81,0,86,77,0,79,25,0,25,15,0,15,461,144,606
SAL12054,..,478,478,518,35,555,205,5,215,214,5,212,100,3,103,42,5,47,1083,526,1611
SAL12055,..,3,3,15,0,15,3,0,3,3,0,3,6,0,6,0,0,0,25,3,25
SAL12056,..,308,308,294,25,315,167,5,172,179,0,185,54,0,54,10,0,10,708,337,1043
SAL12057,..,13,13,22,0,22,10,0,10,6,0,6,5,0,5,0,0,0,52,13,65
SAL12058,..,30,30,49,3,50,15,0,15,8,0,8,3,0,3,0,0,0,82,30,114
SAL12059,..,82,82,109,9,115,37,0,37,46,0,46,23,0,23,6,0,6,222,91,312
SAL12060,..,24,24,32,9,38,13,0,13,19,0,20,5,0,5,4,0,5,72,34,103
SAL12061,..,6,6,9,0,9,9,0,9,0,0,0,5,0,5,0,0,0,25,6,30
SAL12062,..,19,19,17,0,12,13,0,13,15,0,15,7,0,7,0,0,0,41,18,58
SAL12063,..,567,567,797,29,829,298,0,299,320,0,323,131,0,131,58,0,58,1593,595,2195
SAL12064,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12065,..,296,296,191,12,206,43,0,43,30,0,30,18,0,18,8,0,8,288,306,603
SAL12066,..,17,17,29,3,24,7,0,7,4,0,4,3,0,3,11,0,11,54,21,69
SAL12067,..,10,10,19,0,20,0,0,5,0,0,0,0,0,0,0,0,0,26,11,40
SAL12068,..,22,22,66,0,67,15,0,15,48,0,48,23,0,23,10,0,10,167,23,191
SAL12069,..,92,92,143,6,151,38,3,42,34,0,34,13,0,13,14,0,14,237,98,338
SAL12070,..,4,4,6,0,6,5,0,5,7,0,7,3,0,3,0,0,0,17,4,18
SAL12071,..,0,0,7,0,7,0,0,0,7,0,7,0,0,0,0,0,0,12,0,20
SAL12072,..,37,37,42,0,42,12,0,12,15,0,15,5,0,5,11,0,11,83,37,123
SAL12073,..,18,18,32,0,30,13,0,15,3,0,3,7,0,7,0,0,0,54,22,76
SAL12074,..,4,4,18,0,21,4,0,4,6,0,6,4,0,4,5,0,5,37,3,46
SAL12075,..,380,380,422,35,454,198,7,212,208,3,213,105,0,100,52,0,52,981,428,1413
SAL12076,..,0,0,16,0,16,7,0,7,10,0,10,9,0,9,7,0,7,49,0,51
SAL12077,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12078,..,0,0,5,0,5,0,0,0,5,0,5,0,0,0,0,0,0,8,0,14
SAL12079,..,755,755,921,50,974,530,13,541,504,3,510,196,0,196,94,0,94,2251,829,3075
SAL12080,..,34,34,67,6,73,28,0,28,29,0,29,6,0,6,13,0,13,142,37,181
SAL12081,..,145,145,345,7,351,208,0,209,280,0,280,109,0,109,56,0,56,1002,158,1154
SAL12082,..,316,316,576,34,608,392,6,391,490,0,490,172,0,172,111,0,111,1736,357,2093
SAL12083,..,0,0,5,0,5,0,0,0,0,0,0,3,0,3,0,0,0,15,0,14
SAL12084,..,180,180,254,17,269,73,0,74,58,0,58,31,0,31,24,0,24,431,202,633
SAL12085,..,1486,1486,1167,147,1316,426,26,457,320,11,325,118,4,120,59,0,59,2084,1676,3762
SAL12086,..,6,6,4,0,7,4,0,4,0,0,0,0,0,0,0,0,0,15,4,21
SAL12087,..,114,114,230,17,243,172,0,172,172,0,179,89,0,89,56,0,56,726,131,852
SAL12088,..,63,63,82,3,86,50,3,50,50,0,50,25,0,25,12,0,13,219,71,287
SAL12089,..,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5
SAL12090,..,0,0,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,9,0,11
SAL12091,..,3,3,18,0,18,7,0,7,10,0,10,3,0,3,5,0,5,41,3,42
SAL12092,..,6,6,16,0,16,5,0,5,5,0,5,6,0,6,0,0,0,33,6,38
SAL12093,..,345,345,339,51,381,154,44,201,160,34,194,64,18,82,25,16,37,740,503,1244
SAL12094,..,13,13,17,5,23,11,0,11,11,0,11,0,0,0,3,0,3,44,17,54
SAL12095,..,13,13,24,0,24,0,0,0,14,0,14,0,0,0,8,0,8,45,13,56
SAL12096,..,778,778,1853,62,1915,1633,25,1656,2310,10,2324,971,10,981,448,3,446,7212,883,8098
SAL12097,..,278,278,562,35,598,581,11,597,1044,0,1047,401,0,403,196,0,196,2787,325,3117
SAL12098,..,714,714,1137,64,1207,560,9,569,602,5,602,266,0,265,130,0,130,2699,790,3487
SAL12099,..,13,13,20,0,20,9,0,9,11,0,11,3,0,3,5,0,5,53,13,64
SAL12100,..,58,58,131,7,141,101,0,101,111,0,116,41,0,41,22,0,22,400,65,465
SAL12101,..,9,9,13,8,16,3,0,3,4,0,4,0,0,0,0,0,0,22,17,37
SAL12102,..,93,93,161,16,177,94,0,98,87,0,80,62,0,65,75,0,75,476,113,595
SAL12103,..,94,94,48,5,58,17,0,21,13,0,13,15,0,15,5,0,5,102,103,200
SAL12104,..,83,83,165,12,169,66,3,68,56,0,56,31,0,31,11,0,11,328,95,426
SAL12105,..,3,3,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,3,14
SAL12106,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12107,..,1327,1327,1337,264,1601,568,106,674,490,30,521,148,19,160,64,6,69,2605,1747,4354
SAL12108,..,178,178,452,7,454,238,0,238,327,0,327,206,0,207,146,0,146,1369,184,1557
SAL12109,..,43,43,63,0,63,23,0,27,23,0,23,24,0,22,31,0,31,160,45,206
SAL12110,..,12,12,24,0,24,14,0,14,8,0,8,4,0,4,0,0,0,55,14,69
SAL12111,..,13,13,8,4,13,4,0,4,3,0,3,0,0,0,4,0,4,23,22,46
SAL12112,..,4,4,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6
SAL12113,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12114,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL12115,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6
SAL12116,..,3,3,11,0,11,3,0,3,7,0,7,0,0,0,0,0,0,17,3,25
SAL12117,..,169,169,370,10,380,88,3,84,53,0,53,28,0,28,21,0,21,559,184,740
SAL12118,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12119,..,46,46,43,0,46,16,0,16,8,0,8,10,0,10,0,0,0,77,51,129
SAL12120,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12121,..,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,4,11
SAL12122,..,0,0,3,0,3,0,0,0,3,0,3,5,0,5,4,0,4,16,0,16
SAL12123,..,10,10,18,0,23,0,0,0,3,0,3,0,0,0,4,0,4,29,14,43
SAL12124,..,920,920,1293,58,1352,386,9,399,381,0,381,132,0,132,54,0,54,2246,991,3239
SAL12125,..,279,279,649,19,665,259,4,267,328,3,329,161,0,169,45,0,45,1449,303,1745
SAL12126,..,53,53,145,0,145,45,3,50,44,0,44,26,0,26,11,0,11,269,60,322
SAL12127,..,92,92,153,4,156,23,0,24,23,0,23,13,0,13,14,0,14,226,100,327
SAL12128,..,3,3,0,0,3,6,0,6,0,0,0,0,0,0,0,0,0,6,4,11
SAL12129,..,5,5,4,0,4,6,0,6,0,0,0,0,0,0,3,0,3,15,5,19
SAL12130,..,14,14,33,0,33,26,0,26,17,0,17,3,0,3,6,0,6,80,14,94
SAL12131,..,4,4,15,0,15,0,0,0,6,0,6,5,0,5,0,0,0,31,4,35
SAL12132,..,4,4,8,0,8,6,0,6,4,0,4,0,0,0,0,0,0,17,4,22
SAL12133,..,95,95,215,6,222,88,0,86,103,0,103,39,0,39,7,0,7,448,107,551
SAL12134,..,7,7,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,14,7,19
SAL12135,..,0,0,14,0,13,5,0,5,3,0,3,0,0,0,0,0,0,24,4,30
SAL12136,..,17,17,42,0,42,20,0,20,11,0,11,3,0,3,5,0,5,70,17,85
SAL12137,..,718,718,1068,46,1113,673,9,682,781,3,788,302,0,302,99,0,98,2923,776,3695
SAL12138,..,179,179,351,5,358,217,0,222,418,0,418,168,4,168,63,0,63,1219,190,1411
SAL12139,..,628,628,826,79,901,473,8,480,385,3,391,194,0,192,92,0,91,1963,722,2684
SAL12140,..,10,10,30,0,33,6,0,6,4,0,4,7,0,7,5,0,5,49,8,55
SAL12141,..,47,47,90,4,96,26,0,26,29,0,29,6,0,6,6,0,6,155,45,207
SAL12142,..,55,55,125,7,129,42,0,42,50,0,50,14,0,14,9,0,9,240,62,303
SAL12143,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12144,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SAL12145,..,15,15,78,6,75,41,0,41,52,0,52,23,0,23,12,0,12,202,18,219
SAL12146,..,3,3,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,3,14
SAL12147,..,12,12,17,4,18,11,0,11,10,0,10,3,0,3,0,0,0,40,11,57
SAL12148,..,26,26,40,3,41,14,0,14,17,0,17,4,0,4,0,0,0,77,30,103
SAL12149,..,950,950,930,37,968,354,4,361,401,6,405,189,0,189,70,0,70,1944,994,2938
SAL12150,..,215,215,135,18,147,18,0,18,13,0,13,3,0,3,4,0,4,173,233,405
SAL12151,..,3,3,16,0,16,4,0,4,9,0,9,6,0,6,0,0,0,27,3,34
SAL12152,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SAL12153,..,65,65,214,6,219,103,0,101,132,0,130,60,0,60,26,0,26,535,71,609
SAL12154,..,22,22,27,4,28,5,0,5,12,0,12,0,0,0,0,0,0,47,21,69
SAL12155,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12156,..,3,3,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,10,4,13
SAL12157,..,445,445,942,28,971,569,3,576,704,5,705,260,0,263,140,0,140,2614,479,3094
SAL12158,..,205,205,363,18,386,234,6,243,229,0,235,96,0,99,44,0,44,973,234,1204
SAL12159,..,8,8,19,0,19,4,0,4,4,0,4,3,0,3,0,0,0,37,8,47
SAL12160,..,3,3,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
SAL12161,..,44,44,104,5,107,43,0,43,34,0,34,11,0,11,4,0,4,187,53,238
SAL12162,..,864,864,1134,91,1227,389,20,407,441,3,442,184,0,184,70,0,70,2218,978,3199
SAL12163,..,8,8,25,0,24,0,0,0,9,0,9,10,0,10,4,0,4,53,4,64
SAL12164,..,1407,1407,1226,370,1593,724,155,870,752,73,826,243,19,267,91,21,106,3029,2046,5078
SAL12165,..,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
SAL12166,..,804,804,1178,80,1254,763,13,778,835,3,842,388,6,392,218,0,218,3386,904,4292
SAL12167,..,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7
SAL12168,..,9,9,7,0,8,0,0,0,3,0,3,0,0,0,0,0,0,13,6,23
SAL12169,..,18,18,30,0,34,13,0,13,9,0,9,7,0,7,3,0,3,64,21,83
SAL12170,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL12171,..,1400,1400,1009,144,1150,609,24,636,495,4,496,186,5,188,134,4,135,2427,1570,4003
SAL12172,..,38,38,162,0,162,61,0,61,63,0,63,38,0,38,18,0,18,339,38,378
SAL12173,..,21,21,29,0,31,11,0,9,10,0,10,0,0,0,0,0,0,50,21,71
SAL12174,..,52,52,42,3,47,15,0,15,13,0,13,4,0,4,0,0,0,71,52,132
SAL12175,..,4,4,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,16,4,18
SAL12176,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12177,..,6,6,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,6,12
SAL12178,..,4,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,4,12
SAL12179,..,0,0,6,0,6,4,0,4,0,0,0,0,0,0,0,0,0,12,0,12
SAL12180,..,14,14,69,0,69,30,0,27,41,0,41,35,0,35,16,0,16,190,12,197
SAL12181,..,1167,1167,1184,96,1280,686,22,708,723,0,731,249,4,252,71,0,71,2919,1295,4212
SAL12182,..,947,947,637,76,708,113,22,129,74,0,79,15,0,15,0,0,0,841,1050,1887
SAL12183,..,39,39,50,0,52,37,0,32,53,0,53,23,0,23,14,0,14,171,45,213
SAL12184,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12185,..,0,0,4,0,4,6,0,6,0,0,0,0,0,0,0,0,0,13,0,16
SAL12186,..,3,3,13,0,11,0,0,0,5,0,5,0,0,0,0,0,0,13,6,17
SAL12187,..,5,5,33,4,37,14,0,14,3,0,6,4,0,4,4,0,4,49,16,68
SAL12188,..,3,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,3,13
SAL12189,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12190,..,1621,1621,1664,244,1906,1148,94,1241,947,33,974,270,14,284,107,9,119,4137,2009,6149
SAL12191,..,91,91,192,9,205,111,0,110,140,0,137,92,0,92,32,0,36,562,105,663
SAL12192,..,0,0,9,0,8,0,0,0,3,0,3,5,0,5,0,0,0,11,3,12
SAL12193,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SAL12194,..,89,89,134,9,138,46,0,47,45,0,45,24,0,24,15,0,15,256,102,357
SAL12195,..,6,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,6,10
SAL12196,..,306,306,416,33,442,250,4,254,182,0,179,98,0,97,48,0,48,996,342,1335
SAL12197,..,27,27,46,4,51,12,0,12,19,0,19,4,0,4,6,0,6,88,31,117
SAL12198,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12199,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12200,..,13,13,24,0,29,7,0,7,0,0,0,3,0,3,6,0,6,44,16,63
SAL12201,..,66,66,71,7,77,26,0,26,14,0,14,3,0,3,4,0,4,117,80,193
SAL12202,..,887,887,903,95,997,433,11,449,326,0,323,159,0,159,111,0,111,1931,997,2929
SAL12203,..,217,217,297,13,311,146,3,152,121,0,121,43,0,43,28,0,28,639,234,874
SAL12204,..,20,20,41,0,48,9,0,9,12,0,12,5,0,5,4,0,4,82,24,107
SAL12205,..,20,20,11,0,11,3,0,3,5,0,5,0,0,0,0,0,0,21,20,41
SAL12206,..,189,189,407,30,433,159,3,162,122,0,122,71,0,71,27,0,27,793,221,1010
SAL12207,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12208,..,316,316,456,37,495,247,11,261,275,8,280,90,0,93,24,0,24,1101,370,1476
SAL12209,..,98,98,121,3,126,65,4,65,101,0,100,33,0,33,16,0,16,336,103,442
SAL12210,..,47,47,58,0,61,22,0,22,15,0,15,8,0,8,5,0,5,104,55,158
SAL12211,..,10,10,9,0,14,0,0,0,5,0,5,6,0,6,0,0,0,22,12,33
SAL12212,..,26,26,29,0,24,11,0,11,10,0,10,6,0,6,0,0,0,48,27,75
SAL12213,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9
SAL12214,..,26,26,72,5,76,28,0,28,35,0,35,19,0,19,9,0,9,158,32,193
SAL12215,..,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,3
SAL12216,..,11,11,8,0,13,3,0,3,5,0,5,0,0,0,0,0,0,18,8,24
SAL12217,..,30,30,73,0,77,32,0,27,40,0,40,13,0,13,13,0,13,170,36,207
SAL12218,..,12,12,18,0,18,4,0,4,0,0,0,4,0,4,4,0,4,29,12,35
SAL12219,..,12,12,24,0,24,9,0,9,10,0,10,7,0,7,5,0,5,59,12,70
SAL12220,..,12,12,26,0,22,10,0,10,7,0,7,5,0,3,0,0,0,44,16,56
SAL12221,..,15,15,12,0,13,0,0,0,5,0,5,4,0,4,5,0,5,31,17,40
SAL12222,..,0,0,11,0,11,3,0,3,0,0,0,0,0,0,0,0,0,13,0,18
SAL12223,..,56,56,89,3,96,44,0,44,43,0,43,25,0,25,19,0,19,224,61,282
SAL12224,..,126,126,203,15,225,114,0,118,192,0,192,90,0,90,53,0,53,653,142,794
SAL12225,..,246,246,239,13,257,67,9,75,52,0,52,13,0,13,3,0,3,373,269,647
SAL12226,..,171,171,364,17,380,153,0,148,191,0,191,89,0,89,64,0,64,861,184,1045
SAL12227,..,87,87,162,3,164,93,0,93,70,0,70,27,0,27,20,0,20,370,95,464
SAL12228,..,29,29,80,6,80,31,0,35,45,0,45,21,0,21,13,0,13,194,30,223
SAL12229,..,760,760,739,57,795,386,8,395,293,0,293,112,0,112,73,0,73,1598,831,2430
SAL12230,..,0,0,8,0,8,0,0,0,0,0,0,4,0,4,3,0,3,16,3,23
SAL12231,..,0,0,3,0,5,3,0,3,0,0,0,0,0,0,0,0,0,9,4,4
SAL12232,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11
SAL12233,..,4,4,10,0,10,4,0,4,3,0,3,0,0,0,0,0,0,16,4,22
SAL12234,..,57,57,108,4,108,49,0,44,57,0,57,24,0,24,17,0,16,252,63,318
SAL12235,..,28,28,110,3,109,67,0,63,67,0,67,39,0,39,18,0,18,291,32,327
SAL12236,..,8,8,25,0,25,0,0,0,3,0,3,4,0,4,5,0,5,36,6,43
SAL12237,..,345,345,270,32,297,107,9,111,75,0,75,44,0,44,27,0,27,526,382,904
SAL12238,..,17,17,43,5,50,23,0,23,12,0,12,9,0,9,4,0,4,96,19,116
SAL12239,..,9,9,18,0,22,10,0,10,6,0,6,6,0,6,0,0,0,42,7,51
SAL12240,..,10,10,25,0,26,8,0,8,8,0,8,4,0,4,4,0,4,44,10,53
SAL12241,..,26,26,41,6,46,15,3,15,19,0,19,10,0,10,9,0,9,90,32,123
SAL12242,..,4,4,9,0,9,6,0,6,7,0,7,3,0,3,3,0,3,25,4,32
SAL12243,..,33,33,60,0,62,19,0,19,15,0,15,10,0,10,8,0,8,108,33,143
SAL12244,..,7,7,9,0,9,3,0,3,0,0,0,0,0,0,0,0,0,14,7,17
SAL12245,..,59,59,65,0,66,14,0,14,9,0,9,3,0,3,0,0,0,88,58,145
SAL12246,..,475,475,832,32,862,344,10,349,346,6,346,189,3,190,68,0,68,1776,525,2299
SAL12247,..,16,16,39,4,37,12,0,12,5,0,5,4,0,4,0,0,0,56,18,76
SAL12248,..,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
SAL12249,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12250,..,169,169,166,7,175,70,0,70,47,0,47,41,0,41,16,0,16,342,175,519
SAL12251,..,395,395,750,18,775,200,0,200,210,0,210,94,0,94,40,0,40,1298,416,1713
SAL12252,..,92,92,186,6,184,18,0,18,14,0,14,6,0,6,4,0,4,223,98,318
SAL12253,..,4,4,3,0,4,0,0,0,4,0,4,0,0,0,0,0,0,7,4,14
SAL12254,..,8,8,9,0,9,9,0,9,5,0,5,4,0,4,0,0,0,31,8,42
SAL12255,..,494,494,474,33,506,194,6,199,143,0,138,60,0,60,39,0,43,909,541,1448
SAL12256,..,363,363,462,48,513,224,5,232,221,4,221,108,0,108,67,0,67,1082,417,1499
SAL12257,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12258,..,12,12,9,0,12,4,0,4,0,0,0,0,0,0,0,0,0,11,15,26
SAL12259,..,549,549,456,39,497,166,0,174,130,6,134,48,0,48,35,0,35,833,590,1427
SAL12260,..,14,14,57,0,62,30,0,29,25,0,25,17,0,17,12,0,12,138,18,155
SAL12261,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12262,..,664,664,802,53,855,268,4,274,243,0,243,104,0,104,37,0,37,1447,724,2167
SAL12263,..,91,91,113,5,117,32,0,32,35,0,35,12,0,12,5,0,5,188,96,282
SAL12264,..,37,37,99,0,100,38,0,38,55,0,60,35,0,35,8,0,8,242,42,288
SAL12265,..,88,88,153,3,159,82,5,87,113,0,113,50,0,50,9,0,9,412,94,506
SAL12266,..,964,964,920,205,1125,767,122,890,912,67,980,535,29,565,403,19,422,3538,1406,4950
SAL12267,..,12,12,49,0,49,16,0,16,26,0,26,23,0,23,10,0,10,126,12,140
SAL12268,..,143,143,217,18,235,67,0,65,52,0,52,14,0,14,9,0,9,363,156,522
SAL12269,..,3,3,8,0,8,0,0,0,0,0,0,5,0,5,4,0,4,24,3,28
SAL12270,..,827,827,753,68,824,470,18,491,396,4,401,202,0,202,115,0,115,1941,916,2861
SAL12271,..,4,4,13,0,13,0,0,0,5,0,5,0,0,0,0,0,0,21,4,35
SAL12272,..,15,15,36,6,42,18,0,18,17,0,17,12,0,12,9,0,9,93,13,113
SAL12273,..,616,616,626,57,683,289,27,317,317,4,320,105,8,113,40,0,40,1371,706,2078
SAL12274,..,0,0,9,0,9,0,0,0,0,0,0,3,0,3,0,0,0,5,0,5
SAL12275,..,1428,1428,1534,123,1655,815,14,831,736,6,739,240,5,245,59,0,59,3391,1570,4956
SAL12276,..,1563,1563,1432,188,1618,790,33,825,691,5,696,185,0,184,30,0,30,3132,1784,4915
SAL12277,..,249,249,319,20,340,190,9,201,230,0,230,90,0,90,30,0,30,859,283,1132
SAL12278,..,8,8,15,0,15,0,0,5,0,0,0,0,0,0,0,0,0,22,8,35
SAL12279,..,30,30,36,5,40,9,0,9,11,0,11,11,0,11,10,0,10,75,33,107
SAL12280,..,4,4,11,0,11,5,0,5,6,0,6,0,0,0,0,0,0,17,4,25
SAL12281,..,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,5,0,7
SAL12282,..,69,69,77,9,82,38,0,38,19,0,19,14,0,14,8,0,8,150,74,222
SAL12283,..,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,13
SAL12284,..,158,158,165,15,189,129,0,131,150,0,150,63,0,63,79,0,79,592,178,771
SAL12285,..,49,49,123,5,126,52,0,52,51,0,51,30,0,30,12,0,12,273,52,327
SAL12286,..,0,0,6,0,6,0,0,0,5,0,5,0,0,0,0,0,0,10,0,12
SAL12287,..,129,129,210,5,214,112,0,110,140,0,143,50,0,50,25,0,25,536,132,675
SAL12288,..,58,58,48,4,56,28,0,28,18,0,14,4,0,4,6,0,6,94,67,166
SAL12289,..,4,4,6,0,4,0,0,0,0,0,0,3,0,3,0,0,0,14,5,19
SAL12290,..,13,13,11,0,11,0,0,0,10,0,10,0,0,0,0,0,0,29,13,34
SAL12291,..,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5
SAL12292,..,492,492,403,26,429,77,0,74,37,0,37,18,0,18,7,0,7,538,520,1055
SAL12293,..,6,6,3,0,3,3,0,3,0,0,0,3,0,3,4,0,4,10,6,18
SAL12294,..,186,186,161,14,180,39,4,40,24,0,24,5,0,5,5,0,5,224,204,433
SAL12295,..,0,0,7,0,7,5,0,5,0,0,0,0,0,0,0,0,0,11,0,11
SAL12296,..,2024,2024,1654,171,1824,638,27,667,546,13,559,255,4,261,140,5,144,3228,2240,5469
SAL12297,..,105,105,206,18,221,57,0,59,45,0,45,22,0,22,17,0,17,343,120,464
SAL12298,..,334,334,334,26,356,177,4,182,132,0,138,56,0,56,26,0,26,721,357,1083
SAL12299,..,15,15,20,0,20,9,0,9,4,0,4,3,0,3,0,0,0,38,15,50
SAL12300,..,3,3,17,0,21,4,0,4,5,0,5,6,0,6,3,0,3,42,3,43
SAL12301,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12302,..,948,948,1047,57,1107,461,13,478,409,3,411,243,3,248,90,6,97,2254,1031,3279
SAL12303,..,6,6,7,0,7,3,0,3,4,0,4,4,0,4,0,0,0,11,7,18
SAL12304,..,17,17,34,0,34,14,0,14,9,0,9,4,0,4,8,0,8,70,18,89
SAL12305,..,26,26,26,3,31,9,0,9,10,0,10,0,0,0,3,0,3,45,25,73
SAL12306,..,1570,1570,1829,228,2063,948,90,1036,988,35,1023,214,5,224,45,0,45,4030,1927,5959
SAL12307,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL12308,..,7,7,8,0,4,4,0,4,6,0,6,0,0,0,0,0,0,18,8,23
SAL12309,..,318,318,444,36,486,145,5,144,89,0,89,41,0,41,34,0,34,751,358,1110
SAL12310,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12311,..,0,0,8,0,8,6,0,6,4,0,4,5,0,5,0,0,0,20,0,22
SAL12312,..,533,533,941,80,1028,432,24,456,471,10,482,171,3,173,63,0,66,2088,659,2741
