SAL_CODE_2021,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
SAL12070,0,0,0,17,11,11,3,11,0,52
SAL12071,0,0,0,7,11,4,7,10,11,44
SAL12072,0,0,8,47,63,43,37,63,24,275
SAL12073,0,0,4,21,54,25,21,24,9,161
SAL12074,0,0,3,22,34,23,17,16,7,114
SAL12075,135,131,295,553,813,388,293,1006,469,3526
SAL12076,0,0,0,34,51,23,23,186,8,321
SAL12077,0,0,0,0,0,0,0,0,4,4
SAL12078,0,0,0,9,5,6,4,5,4,33
SAL12079,39,8,99,1457,1993,776,537,1670,464,6895
SAL12080,0,0,5,68,123,91,50,67,33,426
SAL12081,20,6,57,556,877,455,298,564,73,2820
SAL12082,30,9,74,1064,1506,659,504,1132,205,5066
SAL12083,0,0,0,3,10,0,3,16,4,34
SAL12084,11,3,20,203,331,171,160,336,131,1334
SAL12085,71,20,142,1382,2287,1048,671,1387,352,7133
SAL12086,0,0,0,9,11,5,9,14,0,47
SAL12087,14,0,23,416,599,270,227,562,68,2140
SAL12088,0,0,0,118,180,91,77,168,41,682
SAL12089,0,0,0,5,3,0,0,4,0,7
SAL12090,0,0,0,12,6,0,8,0,3,35
SAL12091,0,0,0,25,31,28,8,18,5,125
SAL12092,0,0,0,14,21,20,11,14,6,82
SAL12093,45,8,105,859,899,374,214,806,367,3524
SAL12094,0,0,0,29,33,17,17,30,5,136
SAL12095,0,0,0,21,39,23,13,15,7,127
SAL12096,112,77,290,4541,6056,2904,2002,5037,629,21173
SAL12097,19,0,40,1641,2300,1194,772,1894,258,8053
SAL12098,132,21,242,1555,2107,1046,700,1943,445,7796
SAL12099,0,0,0,29,45,25,14,24,10,143
SAL12100,0,0,5,248,356,138,106,178,41,1069
SAL12101,0,0,0,11,19,16,8,17,3,69
SAL12102,49,3,68,281,361,172,187,625,158,1784
SAL12103,4,0,6,63,66,31,50,158,40,412
SAL12104,5,3,22,153,286,149,109,193,49,934
SAL12105,0,0,0,7,3,0,3,10,0,30
SAL12106,0,0,0,0,0,0,0,0,0,3
SAL12107,162,22,291,2524,2930,955,549,2870,659,10488
SAL12108,31,6,94,844,1175,726,599,859,146,4347
SAL12109,11,0,12,96,129,82,85,173,40,613
SAL12110,0,0,0,28,42,21,21,29,8,151
SAL12111,0,0,0,16,33,13,16,15,10,100
SAL12112,0,0,0,0,0,5,0,0,0,7
SAL12113,0,0,0,0,0,5,0,0,0,5
SAL12114,0,0,0,0,4,3,0,0,0,11
SAL12115,0,0,0,0,4,0,0,4,0,9
SAL12116,0,0,0,13,12,6,12,6,0,50
SAL12117,22,0,52,254,410,285,186,357,65,1552
SAL12118,0,0,0,0,0,0,0,0,0,0
SAL12119,0,0,6,43,65,39,20,72,26,271
SAL12120,0,0,0,0,0,0,0,0,0,0
SAL12121,0,0,0,6,4,3,4,4,5,25
SAL12122,0,0,3,10,5,9,3,0,13,42
SAL12123,0,0,0,3,29,9,16,12,3,82
SAL12124,120,110,385,1285,2111,1067,628,1242,424,6755
SAL12125,40,4,96,847,1340,663,391,706,171,4113
SAL12126,8,0,12,134,229,126,86,103,35,716
SAL12127,16,0,31,111,197,111,80,138,36,667
SAL12128,0,0,0,9,0,9,0,3,0,24
SAL12129,0,0,0,9,16,6,13,10,9,56
SAL12130,0,0,3,40,53,41,34,36,8,205
SAL12131,0,0,0,16,24,16,5,27,0,86
SAL12132,0,0,0,10,6,7,9,10,4,45
SAL12133,12,6,34,207,391,214,153,222,53,1246
SAL12134,5,0,3,13,9,3,7,13,0,45
SAL12135,0,0,0,12,15,13,11,16,8,70
SAL12136,0,0,9,39,43,43,29,31,31,216
SAL12137,162,72,366,1862,2517,1324,867,1824,294,8699
SAL12138,38,0,119,833,1052,588,356,634,48,3514
SAL12139,67,118,242,1056,1575,720,577,1513,512,5954
SAL12140,4,0,3,28,39,28,32,22,10,146
SAL12141,0,0,0,81,149,91,47,56,11,437
SAL12142,4,0,12,119,227,117,76,85,33,657
SAL12143,0,0,0,0,0,0,0,0,0,0
SAL12144,0,0,0,0,3,0,4,8,6,22
SAL12145,3,0,3,109,183,80,43,139,9,569
SAL12146,0,0,0,4,7,5,3,5,4,28
SAL12147,0,0,0,22,34,20,16,35,10,134
SAL12148,0,0,3,36,57,34,27,59,32,240
SAL12149,232,105,522,1089,1652,875,609,1534,369,6127
SAL12150,19,11,47,94,162,88,77,201,47,669
SAL12151,0,0,0,12,22,16,17,20,0,79
SAL12152,0,0,0,3,3,4,0,5,0,18
SAL12153,13,0,19,306,458,252,191,266,47,1511
SAL12154,5,0,6,24,43,20,17,27,3,133
SAL12155,0,0,0,0,0,0,0,0,0,0
SAL12156,0,0,0,9,13,3,8,6,0,33
SAL12157,108,0,157,1475,2230,1161,795,1651,196,7499
SAL12158,19,0,32,554,777,358,308,622,103,2720
SAL12159,0,0,0,19,33,13,14,11,7,100
SAL12160,0,0,0,10,10,3,0,0,0,21
SAL12161,4,0,15,103,148,80,46,100,30,508
SAL12162,187,29,298,1330,2127,958,531,1577,365,6894
SAL12163,0,0,3,26,46,21,25,26,18,164
SAL12164,155,22,322,2395,3116,1175,703,3613,633,11638
SAL12165,0,0,0,0,0,0,0,3,0,5
SAL12166,190,23,406,1925,2548,1361,1022,3217,480,10563
SAL12167,0,0,0,5,5,0,0,3,5,19
SAL12168,0,0,0,4,16,11,8,11,0,46
SAL12169,0,0,0,30,46,32,37,26,20,185
SAL12170,0,0,0,3,0,0,0,0,0,3
SAL12171,86,18,148,1414,1973,883,749,2569,921,8506
SAL12172,3,0,8,185,274,155,108,170,47,929
SAL12173,0,0,6,39,41,21,22,19,18,170
SAL12174,0,3,5,45,71,38,33,48,26,258
SAL12175,0,0,0,4,13,6,12,3,3,43
SAL12176,0,0,0,0,0,0,0,0,0,0
SAL12177,0,0,0,0,0,6,7,4,0,16
SAL12178,0,0,0,0,6,4,4,4,0,23
SAL12179,0,0,0,13,12,0,3,3,189,216
SAL12180,3,0,11,134,145,91,74,108,28,581
SAL12181,142,167,453,1849,2652,1149,737,2060,536,8990
SAL12182,59,22,120,803,1097,315,144,719,318,3399
SAL12183,4,0,16,91,145,69,74,111,27,521
SAL12184,0,0,0,0,0,0,0,3,0,3
SAL12185,0,0,0,11,20,7,4,0,3,45
SAL12186,0,0,0,5,9,3,10,7,0,35
SAL12187,0,0,5,41,42,29,16,18,19,169
SAL12188,0,0,0,0,4,3,6,3,3,31
SAL12189,0,0,0,0,0,0,0,0,0,0
SAL12190,183,167,496,2310,3201,1379,947,5009,1078,13923
SAL12191,29,5,60,358,451,224,161,513,53,1762
SAL12192,0,0,0,3,3,0,5,19,4,33
SAL12193,0,0,0,0,0,0,0,4,0,5
SAL12194,8,0,22,137,250,128,95,137,39,785
SAL12195,0,0,6,6,11,0,3,7,0,26
SAL12196,37,6,50,466,668,354,309,944,223,2954
SAL12197,0,0,4,62,83,39,28,40,21,279
SAL12198,0,0,0,4,4,3,5,0,0,11
SAL12199,0,0,0,0,0,0,0,0,0,6
SAL12200,5,0,7,19,48,27,28,29,6,153
SAL12201,0,0,0,64,79,49,44,104,46,382
SAL12202,64,14,151,1172,1620,701,515,1494,325,5831
SAL12203,10,0,33,324,516,244,201,435,100,1821
SAL12204,0,0,0,43,59,32,26,47,16,235
SAL12205,0,0,0,7,22,10,6,14,3,74
SAL12206,15,4,34,400,709,390,223,436,99,2256
SAL12207,0,0,0,0,0,0,0,0,0,0
SAL12208,38,7,113,699,1024,471,288,626,105,3215
SAL12209,10,3,31,215,307,152,88,152,40,955
SAL12210,0,0,4,53,86,68,46,48,29,332
SAL12211,0,0,5,11,19,11,9,9,3,67
SAL12212,0,0,3,22,45,42,13,22,9,152
SAL12213,0,0,0,0,6,0,0,0,0,11
SAL12214,9,0,20,97,117,91,69,89,42,506
SAL12215,0,0,3,4,4,3,4,0,0,13
SAL12216,0,0,4,12,10,14,6,19,0,52
SAL12217,6,0,8,119,146,67,60,84,31,502
SAL12218,0,0,0,10,20,17,15,10,0,73
SAL12219,0,0,5,22,40,27,42,22,0,155
SAL12220,0,0,0,12,34,15,26,25,21,132
SAL12221,0,0,6,16,32,15,19,15,8,106
SAL12222,0,0,0,3,21,7,8,3,4,42
SAL12223,10,0,22,126,217,100,88,145,24,703
SAL12224,9,0,35,365,526,249,248,469,81,1936
SAL12225,6,0,21,324,453,139,88,190,53,1251
SAL12226,38,0,71,405,722,492,391,494,76,2581
SAL12227,4,0,5,217,353,144,132,159,28,1028
SAL12228,0,0,6,104,164,87,101,94,15,580
SAL12229,99,24,171,884,1207,556,454,1598,357,5051
SAL12230,0,0,0,17,16,11,9,14,5,68
SAL12231,0,0,0,3,6,6,0,3,0,15
SAL12232,0,0,0,4,7,6,0,5,0,20
SAL12233,0,6,6,11,11,12,5,10,8,54
SAL12234,16,0,36,141,178,94,90,207,49,765
SAL12235,6,0,22,187,238,116,104,201,25,876
SAL12236,0,0,7,20,23,20,9,15,7,96
SAL12237,43,49,124,256,442,238,180,482,211,1816
SAL12238,3,0,9,59,69,35,22,83,46,310
SAL12239,4,0,5,20,41,9,13,28,6,119
SAL12240,0,0,3,29,41,20,15,18,22,133
SAL12241,0,0,3,66,77,42,27,47,11,269
SAL12242,0,0,0,20,25,16,0,12,0,75
SAL12243,4,0,7,59,104,32,45,59,41,345
SAL12244,0,0,0,8,10,5,9,3,0,41
SAL12245,0,0,4,49,81,58,52,28,19,282
SAL12246,50,13,146,1044,1602,704,498,1015,202,5069
SAL12247,0,0,0,31,60,24,21,35,9,188
SAL12248,0,0,0,0,0,0,0,4,0,12
SAL12249,0,0,0,0,0,0,0,0,0,0
SAL12250,22,8,44,177,267,108,113,316,150,1117
SAL12251,37,0,80,593,1110,568,401,801,125,3597
SAL12252,17,3,35,80,187,116,72,146,36,645
SAL12253,0,0,0,9,3,8,7,6,0,32
SAL12254,0,0,0,26,34,17,9,12,0,96
SAL12255,66,42,169,440,595,350,288,990,304,2967
SAL12256,51,4,115,560,775,386,372,992,150,3233
SAL12257,0,0,0,0,0,0,0,0,0,0
SAL12258,0,0,0,4,14,9,0,12,7,51
SAL12259,50,12,95,454,663,312,248,866,222,2767
SAL12260,0,0,12,91,124,56,59,60,21,409
SAL12261,0,0,0,0,0,0,0,0,0,0
SAL12262,60,26,156,757,1194,575,440,1138,211,4314
SAL12263,18,3,27,94,179,92,55,123,45,585
SAL12264,3,0,9,131,178,93,71,170,57,699
SAL12265,4,0,15,258,385,195,91,234,26,1178
SAL12266,126,115,306,1682,2017,981,1217,5464,1508,12864
SAL12267,0,0,7,78,86,71,67,67,33,399
SAL12268,24,9,43,170,276,159,115,303,70,1097
SAL12269,0,0,0,9,16,7,4,5,9,60
SAL12270,74,15,146,1052,1446,700,630,1948,521,6296
SAL12271,0,0,0,23,16,14,9,7,0,63
SAL12272,0,0,4,54,82,53,29,36,22,279
SAL12273,65,14,130,964,1345,559,353,927,157,4306
SAL12274,0,0,0,0,4,0,6,0,0,17
SAL12275,117,91,312,2142,3389,1380,777,1907,372,9961
SAL12276,126,16,228,2234,3216,1188,650,1951,437,9672
SAL12277,28,10,50,514,851,320,214,493,97,2481
SAL12278,0,0,0,6,25,14,10,18,4,71
SAL12279,0,0,0,39,56,36,45,66,23,256
SAL12280,0,0,0,13,13,9,7,4,4,52
SAL12281,0,0,0,0,0,0,3,10,0,8
SAL12282,6,0,13,83,125,77,52,108,58,509
SAL12283,0,0,0,0,3,0,3,8,4,19
SAL12284,28,7,42,283,398,183,190,962,142,2154
SAL12285,7,3,18,150,276,136,75,110,35,774
SAL12286,0,0,0,5,7,3,8,7,0,28
SAL12287,39,3,65,291,442,223,167,370,43,1538
SAL12288,4,0,4,52,104,64,46,35,33,331
SAL12289,0,0,7,12,14,3,7,4,0,38
SAL12290,0,0,0,20,27,13,6,15,15,87
SAL12291,0,0,0,0,5,0,6,0,0,13
SAL12292,146,21,246,288,425,248,209,601,89,1874
SAL12293,4,0,4,0,9,3,9,10,0,27
SAL12294,7,7,16,182,291,91,51,148,46,804
SAL12295,0,0,0,4,11,0,0,4,3,24
SAL12296,176,49,344,1987,2702,1202,887,3216,792,10784
SAL12297,9,6,26,141,254,165,136,203,63,965
SAL12298,24,3,40,447,725,328,242,384,80,2211
SAL12299,3,0,5,15,28,10,8,32,21,116
SAL12300,0,0,4,21,31,15,20,19,3,115
SAL12301,0,0,0,0,0,0,0,0,0,0
SAL12302,144,35,263,1315,1777,816,630,2088,664,7283
SAL12303,0,0,0,12,14,3,9,3,4,49
SAL12304,0,0,0,34,61,36,19,43,19,217
SAL12305,0,0,3,18,30,18,34,19,14,133
SAL12306,135,38,269,2660,4423,1726,805,2103,554,12278
SAL12307,0,0,0,0,4,0,0,3,0,12
SAL12308,0,0,0,10,11,10,9,8,0,55
SAL12309,17,8,39,358,569,293,265,624,167,2279
SAL12310,0,0,0,0,0,0,0,0,0,0
SAL12311,0,0,6,16,16,4,7,10,0,60
SAL12312,43,6,104,1372,1974,870,521,1062,354,6156
SAL12313,19,0,32,420,668,310,196,391,62,2056
SAL12314,31,8,67,1192,1693,807,783,2224,301,7005
SAL12315,0,0,0,5,18,7,7,0,0,35
SAL12316,26,16,47,448,576,283,310,1495,459,3567
SAL12317,46,23,117,1326,1812,902,803,2533,599,7984
SAL12318,89,34,198,714,1238,660,394,743,217,3965
SAL12319,0,0,0,9,18,8,6,4,0,35
SAL12320,0,0,0,7,7,7,7,6,4,38
SAL12321,0,0,0,18,30,22,12,15,0,100
SAL12322,27,46,92,816,1261,394,172,577,294,3513
SAL12323,0,0,7,19,34,14,20,26,7,116
SAL12324,6,0,12,313,490,229,129,422,69,1659
SAL12325,131,53,273,3262,4041,1794,1571,8312,1435,20426
SAL12326,0,0,0,0,0,0,0,0,0,0
SAL12327,3,0,10,56,101,50,55,83,28,374
SAL12328,0,0,0,45,74,39,31,28,15,235
SAL12329,22,5,48,230,328,155,121,468,360,1664
SAL12330,4,7,24,91,169,123,61,83,37,559
SAL12331,4,6,27,271,362,221,100,169,15,1140
SAL12332,0,0,0,36,46,37,34,29,22,200
SAL12333,0,0,3,4,6,4,4,0,0,19
SAL12334,62,55,163,1336,2122,902,403,1029,354,6138
SAL12335,0,0,0,0,0,0,0,4,4,11
SAL12336,0,0,0,15,26,24,12,17,0,92
SAL12337,4,0,9,31,73,35,28,53,15,245
SAL12338,0,0,0,4,8,0,0,5,0,26
SAL12339,0,0,0,15,29,14,11,11,9,88
SAL12340,0,0,0,4,5,4,6,8,0,28
SAL12341,0,0,0,3,5,0,0,0,0,15
SAL12342,0,0,3,31,40,31,26,36,29,202
SAL12343,0,0,3,8,4,6,8,10,12,46
SAL12344,6,0,6,78,135,71,46,64,6,400
SAL12345,4,0,9,37,65,48,26,29,15,220
SAL12346,0,0,0,4,11,0,4,7,4,31
SAL12347,0,0,0,5,15,5,0,3,0,22
SAL12348,134,7,270,1825,2680,1361,856,1767,259,8746
SAL12349,0,0,0,3,8,5,3,6,4,28
SAL12350,7,0,6,68,85,59,36,60,6,312
SAL12351,0,0,0,0,0,0,0,4,0,7
SAL12352,117,9,165,869,1245,663,441,906,104,4216
SAL12353,63,27,109,603,806,352,198,766,365,3080
SAL12354,21,4,52,369,589,247,158,305,109,1778
SAL12355,0,0,0,13,35,17,12,18,19,118
SAL12356,95,16,178,712,1064,528,429,1199,305,4236
SAL12357,0,0,0,3,9,7,4,8,0,31
SAL12358,68,67,177,785,1255,530,310,828,290,3993
SAL12359,0,0,4,24,28,20,7,19,11,111
SAL12360,0,0,5,17,52,36,26,21,11,167
SAL12361,3,0,13,86,163,97,78,68,52,540
SAL12362,0,0,0,6,7,5,0,0,0,16
SAL12363,0,0,0,8,11,9,16,16,24,76
SAL12364,0,0,0,0,0,0,0,3,0,0
SAL12365,3,0,6,22,27,18,7,21,39,132
SAL12366,0,0,0,3,13,0,3,4,4,36
SAL12367,0,0,0,3,0,0,0,5,9,19
SAL12368,0,0,0,0,7,3,4,3,0,23
SAL12369,11,0,24,119,192,84,45,152,27,615
SAL12370,255,56,439,3301,4240,1780,1887,11033,2762,25003
SAL12371,6,0,30,392,576,281,158,343,49,1794
SAL12372,11,0,23,221,288,151,166,394,70,1294
SAL12373,5,0,8,14,16,16,16,20,0,84
SAL12374,3,0,8,312,361,153,81,224,14,1148
SAL12375,0,0,0,5,10,7,0,9,0,34
SAL12376,0,0,4,64,81,82,38,38,19,316
SAL12377,6,0,20,148,282,109,105,157,65,868
SAL12378,38,3,65,147,215,104,98,225,55,837
SAL12379,0,0,0,9,17,4,3,6,5,43
SAL12380,32,4,98,677,1034,577,330,575,84,3280
SAL12381,0,0,3,46,48,10,10,101,33,251
SAL12382,4,0,4,19,34,42,21,18,9,143
SAL12383,0,0,0,7,14,3,11,3,0,46
SAL12384,25,5,45,603,804,412,381,807,238,3246
SAL12385,11,0,32,232,418,255,167,331,58,1460
SAL12386,0,0,0,18,26,13,15,12,3,96
SAL12387,100,22,209,1019,1493,659,490,1586,411,5665
SAL12388,0,0,0,0,10,3,6,4,4,28
SAL12389,0,0,0,0,0,0,0,0,0,0
SAL12390,0,0,0,21,42,34,18,31,6,154
SAL12391,0,0,0,8,10,3,3,9,14,52
SAL12392,0,0,0,0,5,0,4,0,14,23
SAL12393,0,0,0,7,20,12,15,15,3,66
SAL12394,16,0,35,444,535,281,204,236,34,1733
SAL12395,0,0,0,112,123,70,50,61,19,426
SAL12396,8,0,15,81,115,58,34,50,34,379
SAL12397,0,0,0,4,9,3,6,6,0,36
SAL12398,12,3,35,246,384,197,127,208,36,1199
SAL12399,0,0,5,38,63,44,43,41,7,235
SAL12400,0,0,4,16,26,5,20,3,6,79
SAL12401,0,0,0,13,7,10,6,13,0,49
SAL12402,0,0,0,0,3,0,0,0,0,3
SAL12403,0,0,0,7,16,11,10,10,10,61
SAL12404,3,0,6,145,227,113,83,134,16,714
SAL12405,0,0,10,75,121,87,51,68,22,420
SAL12406,0,0,0,17,28,33,17,13,7,110
SAL12407,0,0,0,51,76,34,36,54,62,315
SAL12408,0,0,0,0,13,8,3,4,7,35
SAL12409,0,0,0,3,0,0,0,0,0,5
SAL12410,3,0,3,61,115,56,34,71,7,334
SAL12411,0,0,0,43,54,30,29,20,11,197
SAL12412,0,0,0,6,4,4,5,0,10,36
SAL12413,0,0,0,10,8,10,0,13,10,56
SAL12414,0,0,0,0,3,10,5,0,4,22
SAL12415,0,0,0,5,11,3,7,0,4,31
SAL12416,0,0,0,10,10,7,0,3,0,33
SAL12417,0,0,0,42,54,34,39,44,16,225
SAL12418,0,0,0,15,18,10,4,12,3,60
SAL12419,0,0,0,26,38,14,15,20,6,120
SAL12420,0,0,0,0,0,0,0,5,0,5
SAL12421,3,0,3,90,144,94,91,113,60,589
SAL12422,0,0,0,12,26,20,18,23,6,103
SAL12423,0,0,0,18,18,6,6,9,20,80
SAL12424,3,0,4,8,7,10,10,14,15,69
SAL12425,0,0,4,8,9,0,3,10,0,35
SAL12426,0,0,0,0,0,0,0,0,7,4
SAL12427,0,0,3,49,69,41,16,47,14,237
SAL12428,4,0,14,322,383,197,167,368,56,1494
SAL12429,3,0,4,40,40,27,14,29,24,173
SAL12430,68,3,169,1019,1409,745,556,1053,127,4905
SAL12431,78,23,132,996,1113,551,682,3492,746,7578
SAL12432,0,0,0,38,47,24,28,31,8,171
SAL12433,0,0,4,14,26,10,11,10,10,79
SAL12434,0,0,0,5,12,3,7,7,8,34
SAL12435,5,3,9,37,81,39,33,61,35,283
SAL12436,4,0,9,35,52,41,13,25,10,179
SAL12437,0,0,0,0,4,0,0,0,0,3
SAL12438,0,0,0,4,4,0,0,0,0,5
SAL12439,72,16,137,379,564,292,260,614,171,2278
SAL12440,131,22,200,379,625,335,216,636,201,2387
SAL12441,9,0,26,227,412,229,129,138,42,1168
SAL12442,65,18,125,1655,2121,1079,1120,3941,896,10813
SAL12443,9,0,18,547,883,401,278,622,67,2799
SAL12444,4,0,8,243,335,174,118,302,28,1186
SAL12445,0,0,0,0,0,0,0,0,0,0
SAL12446,193,4,253,1835,2611,867,511,3432,579,9834
SAL12447,0,0,0,0,0,0,0,0,0,0
SAL12448,0,0,0,0,0,0,0,0,3,4
SAL12449,0,0,0,7,4,6,6,0,0,23
SAL12450,3,0,5,51,84,50,21,68,27,306
SAL12451,0,0,0,4,6,5,4,4,3,18
SAL12452,3,0,5,93,150,86,46,53,25,443
SAL12453,0,0,0,21,37,18,17,35,5,127
SAL12454,0,0,4,88,138,72,52,61,115,530
SAL12455,0,0,0,10,24,19,4,20,7,86
SAL12456,0,0,0,9,4,0,8,7,3,35
SAL12457,0,0,0,32,32,17,11,21,14,138
SAL12458,30,45,86,318,428,188,136,486,141,1699
SAL12459,0,0,0,0,17,0,0,8,0,23
SAL12460,0,0,3,46,68,30,15,24,19,199
SAL12461,0,0,0,39,79,31,31,38,28,227
SAL12462,36,54,134,611,899,391,230,724,1252,4101
SAL12463,0,0,0,5,5,11,0,3,3,30
SAL12464,0,0,0,4,0,0,6,6,11,19
SAL12465,15,3,21,139,206,118,80,229,36,815
SAL12466,0,0,0,4,9,3,6,4,4,34
SAL12467,0,0,0,12,45,10,11,22,15,115
SAL12468,0,0,0,0,0,4,0,4,0,8
SAL12469,0,0,0,13,14,10,3,18,26,81
SAL12470,5,0,9,63,83,54,28,83,26,330
SAL12471,15,8,39,298,553,300,207,272,120,1750
SAL12472,0,0,3,14,32,13,5,13,7,92
SAL12473,0,0,0,3,7,4,5,8,0,27
SAL12474,0,0,0,17,13,11,9,17,8,64
SAL12475,3,0,7,69,106,58,42,68,30,376
SAL12476,0,0,0,12,12,17,0,3,9,51
SAL12477,8,0,11,60,86,28,30,80,22,304
SAL12478,7,0,33,523,686,341,217,442,131,2342
SAL12479,0,0,0,14,15,4,14,10,4,59
SAL12480,0,0,3,59,52,26,15,53,30,246
SAL12481,0,0,0,3,3,13,3,4,7,36
SAL12482,5,0,11,115,155,83,72,122,51,608
SAL12483,11,0,20,123,175,109,61,133,57,655
SAL12484,49,10,71,283,430,217,226,640,192,1989
SAL12485,179,21,357,3632,4785,1561,744,2711,675,14116
SAL12486,138,10,206,1177,1613,603,365,1219,216,5198
SAL12487,18,4,36,378,496,244,202,617,122,2061
SAL12488,4,0,8,37,53,30,26,61,15,218
SAL12489,0,0,0,16,14,12,5,13,162,210
SAL12490,0,0,0,13,17,15,11,0,12,71
SAL12491,0,0,0,46,94,53,41,26,11,272
SAL12492,4,0,12,93,169,93,80,123,34,585
SAL12493,0,0,0,6,28,11,17,9,3,75
SAL12494,13,4,17,211,292,174,105,200,30,1012
SAL12495,161,6,196,973,1341,641,543,2418,395,6325
SAL12496,0,0,0,14,20,19,14,16,6,84
SAL12497,0,0,4,42,80,28,29,19,20,215
SAL12498,34,3,59,565,809,373,268,686,140,2842
SAL12499,0,0,0,0,0,0,0,0,0,6
SAL12500,0,0,0,0,0,0,0,0,0,0
SAL12501,0,0,0,10,14,7,0,5,0,36
SAL12502,26,6,45,236,420,224,143,426,101,1560
SAL12503,5,0,6,27,28,30,18,16,0,120
SAL12504,0,0,0,30,42,27,20,38,21,180
SAL12505,0,0,0,9,14,6,9,7,0,43
SAL12506,0,0,0,3,8,5,0,13,13,35
SAL12507,0,0,0,0,3,0,3,3,0,8
SAL12508,6,0,22,117,222,107,48,124,19,631
SAL12509,0,0,4,30,43,27,13,14,9,135
SAL12510,4,0,9,89,112,77,99,75,38,486
SAL12511,376,180,927,5691,7238,2934,1748,6607,1581,25793
SAL12512,0,0,4,77,121,62,53,90,303,709
SAL12513,0,0,7,71,75,42,36,44,13,286
SAL12514,273,56,512,5183,7451,2605,1391,5066,1310,23012
SAL12515,17,0,30,1550,2605,1297,1110,3110,550,10218
SAL12516,250,41,484,1993,2886,1286,894,2949,525,10531
SAL12517,0,0,0,22,31,28,18,35,3,140
SAL12518,0,0,0,0,3,10,6,7,0,32
SAL12519,0,0,0,16,15,4,3,6,0,53
SAL12520,0,0,0,26,44,16,25,18,11,139
SAL12521,4,0,4,48,86,37,37,50,33,282
SAL12522,0,0,12,48,109,58,64,53,6,338
SAL12523,0,13,24,194,305,145,112,234,121,1116
SAL12524,43,7,82,1290,1740,775,549,1669,207,6232
SAL12525,0,0,0,10,14,15,9,17,9,74
SAL12526,0,0,5,14,18,13,14,11,9,77
SAL12527,0,0,3,24,42,15,14,29,12,141
SAL12528,10,0,18,389,477,199,101,204,46,1408
SAL12529,98,15,190,3633,4272,1439,972,7496,1253,19057
SAL12530,13,0,14,157,248,145,143,112,18,822
SAL12531,0,0,0,11,15,0,4,0,4,34
SAL12532,13,6,30,130,193,89,110,217,94,837
SAL12533,4,0,9,20,28,16,21,33,17,130
SAL12534,120,22,228,1679,2087,960,649,2254,469,8101
SAL12535,0,0,0,13,15,6,8,25,18,83
SAL12536,0,0,4,13,21,3,9,13,3,61
SAL12537,0,0,0,12,21,10,3,7,13,71
SAL12538,0,0,0,10,10,5,6,0,0,32
SAL12539,0,0,0,9,10,8,10,8,0,49
SAL12540,173,23,249,1718,2491,901,547,2137,454,8243
SAL12541,0,0,0,0,0,0,0,0,5,3
SAL12542,0,0,0,4,8,6,6,4,3,43
SAL12543,0,0,0,4,3,3,3,6,5,30
SAL12544,42,3,56,318,503,197,109,328,45,1495
SAL12545,0,0,0,0,0,0,0,0,0,0
SAL12546,15,0,33,332,501,178,123,409,103,1641
SAL12547,0,0,0,24,36,9,14,11,22,120
SAL12548,3,0,15,205,367,159,113,560,97,1504
SAL12549,0,0,0,0,0,0,0,0,6,13
SAL12550,0,0,4,36,65,26,41,28,13,212
SAL12551,0,0,0,13,34,17,11,21,13,113
SAL12552,12,0,19,378,527,274,191,479,87,1936
SAL12553,3,0,3,46,70,27,38,39,14,240
SAL12554,0,0,0,24,51,38,16,26,12,170
SAL12555,4,0,10,124,252,102,69,84,33,672
SAL12556,0,0,0,23,21,15,7,0,15,85
SAL12557,7,7,28,548,796,284,114,313,90,2144
SAL12558,0,0,0,13,16,3,5,5,7,50
SAL12559,0,0,0,57,76,49,33,38,36,284
SAL12560,13,4,26,964,1375,449,237,1274,188,4477
SAL12561,0,0,0,0,0,0,0,0,0,0
SAL12562,0,0,0,0,13,3,5,4,16,54
SAL12563,9,0,15,77,163,87,50,104,20,517
SAL12564,31,5,82,1676,2507,1247,937,1712,293,8368
SAL12565,0,0,3,15,35,8,15,31,9,119
SAL12566,0,0,0,54,86,53,47,50,16,317
SAL12567,0,0,0,27,45,12,17,11,10,124
SAL12568,0,0,0,21,37,30,21,22,16,147
SAL12569,0,0,0,3,3,0,0,0,4,12
SAL12570,0,0,6,22,24,11,17,21,11,98
SAL12571,0,0,0,0,0,0,0,0,0,7
SAL12572,0,0,0,12,3,8,4,4,7,35
SAL12573,0,0,0,151,275,147,100,317,28,1010
SAL12574,11,0,25,341,472,241,147,411,60,1666
SAL12575,0,0,0,7,15,18,4,0,5,50
SAL12576,0,0,0,18,15,13,7,18,11,75
SAL12577,0,0,0,33,54,12,18,17,9,143
SAL12578,56,11,107,1839,2479,1191,836,1804,215,8361
SAL12579,22,67,121,170,260,148,109,210,181,1074
SAL12580,0,0,7,36,49,17,16,49,21,185
SAL12581,4,0,10,97,112,60,62,115,55,502
SAL12582,4,0,10,64,82,43,28,158,101,462
SAL12583,0,0,0,18,22,12,9,19,12,103
SAL12584,97,18,215,2471,3209,1324,675,1837,340,9861
SAL12585,51,5,75,247,363,204,77,208,25,1137
SAL12586,96,12,174,647,1022,451,269,747,234,3372
SAL12587,0,0,0,19,33,21,21,23,8,117
