SAL_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
SAL12335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
SAL12336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,5,0,0,0,4,0,0,0,0,0,3,0,0,0,4,3,0,0,0,5,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,4,0,40
SAL12337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,5,0,9,4,0,3,0,8,0,13,0,0,9,3,0,0,0,3,4,4,0,0,9,0,7,0,0,5,3,4,0,0,6,0,8,0,0,3,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,35,39,16,0,94
SAL12338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5
SAL12339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,16,12,0,0,31
SAL12340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,0,0,8
SAL12341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,8
SAL12342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,3,0,0,0,3,4,0,0,0,6,8,3,0,0,10,0,0,0,0,0,0,3,0,0,6,5,0,0,0,4,4,4,0,0,6,0,8,0,0,9,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,34,18,12,0,57
SAL12343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,0,0,16
SAL12344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,4,0,3,4,0,4,0,8,6,3,3,0,8,5,3,5,0,11,4,4,3,0,9,12,13,4,3,31,9,9,0,0,11,3,12,0,0,13,5,0,0,0,5,8,6,0,0,20,5,4,0,0,5,0,0,0,0,0,66,55,22,3,149
SAL12345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,5,5,0,0,0,6,8,4,3,0,11,6,0,0,0,5,0,0,4,0,4,0,0,0,0,4,0,3,0,0,8,3,0,0,0,3,3,0,0,0,5,4,0,0,0,4,5,8,0,0,11,0,0,0,0,5,0,0,0,0,0,31,27,15,0,76
SAL12346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,12
SAL12347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
SAL12348,37,9,16,6,70,6,6,4,0,18,3,0,5,0,11,3,3,10,0,12,20,3,7,0,31,22,6,11,0,35,29,13,15,4,62,36,19,12,6,73,43,31,33,3,110,61,45,27,3,130,33,37,18,4,97,55,46,31,3,135,122,120,52,7,299,91,97,27,5,224,73,120,24,0,217,60,110,8,0,182,257,908,55,5,1220,27,103,22,0,149,9,11,0,0,19,1016,1682,374,34,3112
SAL12349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,15
SAL12350,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,4,3,0,6,0,3,0,0,7,3,4,0,0,6,3,4,0,0,3,19,37,5,0,54,0,0,0,0,8,0,0,0,0,0,44,58,10,0,114
SAL12351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
SAL12352,7,0,8,0,18,5,3,4,0,13,3,4,4,0,8,0,0,5,0,6,10,0,9,0,15,12,4,10,0,20,45,6,6,0,56,29,4,21,0,59,44,13,25,0,85,65,21,32,0,116,29,35,19,0,85,27,43,21,0,86,42,108,26,0,181,36,109,10,0,158,24,97,15,0,136,22,69,4,0,99,54,193,0,0,255,18,45,15,0,81,7,6,0,0,14,491,767,222,11,1485
SAL12353,0,0,5,0,11,0,0,0,0,0,0,0,3,0,3,3,0,6,0,9,5,0,15,0,23,7,5,27,0,39,30,3,26,0,62,18,3,50,3,73,26,13,28,0,76,24,19,27,8,78,13,16,26,0,66,18,17,15,3,49,40,39,15,5,94,20,34,7,0,60,9,24,6,0,38,3,14,3,0,17,9,14,0,0,29,7,9,14,4,30,0,0,4,0,10,248,221,283,23,770
SAL12354,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,3,0,9,3,0,7,0,14,24,4,16,0,42,22,5,24,0,50,24,6,19,0,50,20,10,15,0,51,22,15,15,0,50,22,21,11,0,53,33,35,9,0,81,22,31,0,0,55,13,11,4,0,29,8,13,0,0,14,9,19,0,0,33,4,8,10,0,24,0,0,0,0,5,233,178,147,13,565
SAL12355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,4,0,32
SAL12356,10,0,3,0,11,9,0,0,0,12,0,0,4,0,7,0,0,12,0,13,28,5,16,0,47,12,0,21,0,31,81,12,29,0,126,46,12,53,0,108,62,27,38,3,134,53,28,31,0,117,28,20,24,0,69,29,26,10,0,66,58,50,21,3,136,31,45,7,4,76,24,32,9,0,67,16,19,0,0,35,34,51,3,0,82,30,31,15,0,74,8,0,10,0,20,560,347,307,23,1232
SAL12357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9
SAL12358,13,0,4,0,18,6,0,0,0,8,9,0,0,0,7,0,0,0,0,0,6,0,3,0,16,5,0,4,0,16,36,0,3,0,44,14,7,3,0,21,40,10,9,0,55,34,13,10,0,58,18,18,11,0,44,18,15,11,0,45,74,41,22,0,142,60,65,13,3,139,50,58,6,0,124,50,52,5,0,108,125,259,5,0,394,13,40,12,0,65,4,6,0,0,9,577,585,139,13,1310
SAL12359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,4,0,5,0,0,5,0,0,0,0,0,0,4,0,0,3,0,0,0,0,4,4,0,0,0,4,6,4,0,0,5,5,0,0,0,5,0,0,0,0,0,6,3,0,0,5,0,0,0,0,0,0,0,0,0,0,26,15,3,0,44
SAL12360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,10,4,0,0,10,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,6,0,5,0,0,3,0,0,0,0,0,40,16,3,0,58
SAL12361,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,3,7,0,0,0,7,9,0,0,0,9,10,3,0,0,14,17,6,0,0,19,3,6,0,0,8,5,4,4,0,8,12,12,0,0,22,6,6,5,0,18,4,9,0,0,13,0,3,0,0,3,7,14,0,0,24,5,15,0,0,18,5,0,0,0,5,99,78,14,0,185
SAL12362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6
SAL12363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,7,12,0,0,17
SAL12364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,5,0,0,0,5,4,0,0,0,4,0,3,0,0,3,0,4,0,0,4,3,0,0,0,5,0,0,0,0,0,3,6,0,0,5,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,17,17,0,0,34
SAL12366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,11
SAL12367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SAL12368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10
SAL12369,4,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,5,0,4,0,0,5,0,5,20,0,3,0,23,8,5,9,0,20,9,4,4,0,10,12,4,0,0,21,4,5,3,0,9,3,6,3,0,11,8,9,4,0,18,8,12,0,0,17,3,8,4,0,9,3,7,0,0,7,9,15,0,0,16,3,6,0,0,13,4,0,0,0,4,94,65,39,3,206
SAL12370,92,59,68,0,218,15,8,8,0,35,19,22,27,4,67,25,20,57,6,99,75,69,87,6,238,44,82,148,10,287,310,182,167,11,673,161,214,202,26,600,154,303,193,26,679,198,371,174,25,771,132,297,114,19,555,160,267,96,13,524,325,532,163,28,1056,166,289,83,14,549,89,210,30,6,332,54,127,20,5,208,74,187,26,0,293,76,174,68,13,329,38,47,43,6,130,2205,3456,1771,207,7647
SAL12371,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,9,0,0,5,0,4,18,4,3,0,23,12,0,8,0,23,19,3,12,0,37,29,8,8,0,44,19,13,12,0,37,14,10,13,0,34,30,45,10,0,84,26,39,17,0,74,20,44,6,0,72,19,30,0,0,46,36,77,0,0,118,8,28,8,0,49,0,0,0,0,0,261,306,101,7,673
SAL12372,3,0,4,0,10,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,4,0,3,0,12,0,0,0,0,4,15,4,3,0,22,25,0,3,0,32,10,11,4,0,23,11,15,0,0,28,6,9,6,0,26,9,10,0,0,26,8,27,4,0,44,9,32,4,0,47,6,12,0,0,20,0,22,3,0,26,8,42,3,0,49,4,21,7,0,28,4,7,0,0,10,132,218,51,4,410
SAL12373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,6,3,3,0,0,7,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,0,0,27
SAL12374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,12,5,0,10,0,16,12,0,4,0,15,7,10,4,0,22,4,12,3,5,22,10,12,6,0,23,30,32,8,0,73,27,36,7,0,67,22,32,5,0,57,8,30,0,0,37,9,37,0,0,51,6,15,0,0,21,0,0,0,0,3,145,214,54,4,415
SAL12375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,15
SAL12376,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,5,4,0,0,0,3,4,0,0,0,7,5,7,0,0,10,9,0,0,0,9,6,6,0,0,14,0,0,0,0,5,3,8,0,0,16,0,12,0,0,20,0,6,0,0,4,0,0,0,0,0,5,7,0,0,10,5,3,0,0,4,0,0,0,0,0,47,55,9,0,115
SAL12377,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,3,0,0,15,0,4,0,18,13,6,0,0,13,3,4,3,0,16,10,3,9,0,15,4,4,0,0,10,7,3,0,0,12,26,25,4,0,54,17,26,5,0,43,13,23,3,0,39,4,12,0,0,13,14,25,0,0,38,6,12,4,0,22,3,0,0,0,6,127,144,38,9,318
SAL12378,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,5,5,0,9,0,12,12,4,0,0,18,17,0,8,4,25,14,3,6,0,23,14,4,3,0,23,10,6,5,0,23,5,4,3,0,16,23,18,0,0,42,8,7,0,0,15,4,9,0,0,16,0,4,0,0,3,13,7,0,0,17,4,15,5,0,23,7,0,0,0,4,134,86,51,6,275
SAL12379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,0,0,4,8,0,0,11
SAL12380,10,0,0,0,13,5,0,0,0,5,4,0,0,0,7,0,0,3,0,6,7,0,9,0,20,10,3,9,0,19,36,6,6,0,49,28,3,9,0,39,46,4,10,0,56,32,13,15,0,63,16,14,10,0,39,18,20,9,0,47,34,76,32,0,137,29,71,14,0,116,25,90,6,0,114,19,83,7,0,104,48,240,12,0,300,15,27,7,0,47,8,0,3,0,13,378,656,163,9,1198
SAL12381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,5,6,0,0,0,5,3,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,3,0,0,3,6,0,0,0,3,0,0,0,0,0,16,7,4,0,33
SAL12382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,0,0,0,5,5,0,0,0,5,5,0,0,0,5,0,0,0,0,4,3,0,0,0,9,0,3,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,4,0,0,0,4,31,11,7,0,50
SAL12383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,14
SAL12384,8,4,6,0,19,5,0,0,0,10,0,3,3,0,10,0,0,9,0,5,12,3,12,0,26,9,3,16,0,26,37,3,16,0,57,25,18,10,3,55,22,24,16,4,60,32,19,16,0,69,20,25,14,0,55,19,34,13,0,67,42,69,12,0,138,43,66,5,0,117,17,62,12,0,92,13,47,0,0,61,14,115,8,0,141,18,44,11,0,74,9,6,4,0,23,349,554,178,15,1091
SAL12385,4,0,0,0,4,0,0,0,0,0,0,3,0,0,6,0,0,3,0,3,12,0,3,0,15,11,0,7,0,18,46,0,6,0,53,21,3,10,0,34,33,10,16,0,52,37,19,0,0,57,21,10,5,0,34,23,13,6,0,39,31,33,3,0,68,18,16,3,0,37,12,20,0,0,29,7,3,0,0,8,11,19,0,0,28,7,8,3,0,25,0,0,0,0,0,293,166,61,6,528
SAL12386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,6,0,6,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,11,0,29
SAL12387,13,0,8,6,23,3,0,4,0,8,4,0,12,0,9,6,4,8,0,16,28,0,20,0,51,21,6,34,3,58,99,5,35,3,142,55,14,44,5,119,60,19,64,5,149,78,46,39,8,162,31,36,40,0,110,58,40,29,0,124,81,88,43,0,209,44,96,17,0,165,32,61,10,0,111,25,41,3,0,68,31,76,13,0,114,24,41,30,0,97,17,6,12,0,28,688,579,451,35,1752
SAL12388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,14
SAL12389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,6,3,0,0,0,5,0,0,0,0,5,0,4,0,0,4,0,0,0,0,6,0,5,0,0,5,4,4,0,0,3,0,0,0,0,0,19,22,4,0,48
SAL12391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,5,5,0,0,17
SAL12392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL12393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,0,0,0,7,0,0,0,0,0,14,7,0,0,26
