SAL_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL12071,4,5,9,9,4,11,8,3,0,50
SAL12072,52,35,14,39,33,56,55,30,8,331
SAL12073,19,14,15,16,25,39,23,19,4,184
SAL12074,32,16,15,10,19,27,11,10,3,147
SAL12075,666,507,467,431,484,462,476,395,295,4194
SAL12076,79,150,115,44,15,0,3,0,0,395
SAL12077,0,4,0,0,0,0,0,0,0,4
SAL12078,8,4,7,3,3,14,0,7,0,43
SAL12079,1617,1009,1265,1133,1148,1094,752,385,99,8517
SAL12080,96,68,41,62,88,77,49,38,5,515
SAL12081,752,404,230,525,518,363,418,313,57,3572
SAL12082,1419,920,756,936,968,804,418,195,74,6485
SAL12083,4,9,3,5,7,7,6,0,0,37
SAL12084,284,148,162,140,183,230,304,164,20,1618
SAL12085,1135,769,857,1035,1270,1256,1284,520,142,8268
SAL12086,5,6,4,7,7,8,10,3,0,49
SAL12087,552,376,358,387,375,385,173,61,23,2693
SAL12088,164,117,104,92,125,116,85,37,0,838
SAL12089,5,0,4,0,0,0,0,0,0,16
SAL12090,9,9,4,3,9,10,0,0,0,45
SAL12091,28,28,16,17,27,23,13,5,0,155
SAL12092,29,7,6,15,15,16,5,9,0,109
SAL12093,477,1398,501,349,376,321,250,226,105,4001
SAL12094,24,25,13,11,20,32,20,4,0,156
SAL12095,40,15,17,9,24,33,15,5,0,169
SAL12096,5837,3803,2609,4503,4066,2829,1999,1071,290,27011
SAL12097,2833,1478,1092,2175,1797,814,458,187,40,10890
SAL12098,2247,1303,1310,1201,1236,1065,898,549,242,10039
SAL12099,42,9,24,28,28,26,18,9,0,182
SAL12100,385,176,333,246,122,95,65,22,5,1452
SAL12101,18,7,9,13,19,9,6,8,0,88
SAL12102,337,304,222,233,317,269,259,120,68,2121
SAL12103,72,61,65,52,71,80,49,33,6,483
SAL12104,216,115,101,112,164,194,138,89,22,1153
SAL12105,0,5,6,3,3,8,9,4,0,31
SAL12106,0,0,0,0,0,0,3,0,0,3
SAL12107,1438,2536,2503,1670,1228,1017,717,530,291,11927
SAL12108,965,821,409,507,848,722,613,338,94,5313
SAL12109,113,107,59,86,96,98,88,69,12,726
SAL12110,25,21,13,9,29,37,26,12,0,179
SAL12111,21,5,10,16,23,20,21,8,0,121
SAL12112,0,0,0,0,0,5,4,0,0,7
SAL12113,0,0,0,0,5,0,0,0,0,4
SAL12114,0,0,0,0,3,3,0,0,0,11
SAL12115,3,0,0,0,0,4,0,0,0,14
SAL12116,10,0,3,5,5,10,12,4,0,58
SAL12117,206,130,103,118,155,226,483,285,52,1761
SAL12118,0,0,0,0,0,0,0,0,0,0
SAL12119,52,39,36,22,33,55,43,39,6,319
SAL12120,0,0,0,0,0,0,0,0,0,0
SAL12121,10,4,3,4,0,4,13,0,0,34
SAL12122,31,6,0,12,15,4,3,6,3,77
SAL12123,22,3,11,14,11,17,25,4,0,101
SAL12124,1152,657,719,792,861,1178,1302,868,385,7904
SAL12125,972,540,454,633,670,736,710,270,96,5087
SAL12126,161,71,77,109,91,138,162,57,12,878
SAL12127,113,60,52,59,78,120,177,95,31,785
SAL12128,7,0,0,4,6,4,6,0,0,25
SAL12129,15,9,5,8,9,4,11,4,0,67
SAL12130,40,28,22,27,34,39,39,15,3,251
SAL12131,22,21,11,13,17,5,16,9,0,107
SAL12132,16,7,4,9,9,11,13,0,0,60
SAL12133,271,155,117,171,222,212,247,87,34,1516
SAL12134,11,12,0,5,9,8,5,3,3,59
SAL12135,7,15,3,7,8,14,16,9,0,79
SAL12136,31,11,20,25,29,51,54,22,9,248
SAL12137,1920,1494,893,1377,1640,1292,984,651,366,10620
SAL12138,997,686,192,499,804,584,333,289,119,4502
SAL12139,1540,801,1015,919,860,864,827,430,242,7491
SAL12140,34,16,7,19,23,28,38,18,3,178
SAL12141,85,38,26,57,62,101,98,47,0,517
SAL12142,148,68,41,92,113,111,154,76,12,812
SAL12143,0,0,0,0,0,0,0,0,0,0
SAL12144,9,3,4,7,0,11,4,0,0,35
SAL12145,125,103,82,90,86,112,82,5,3,690
SAL12146,4,0,4,5,9,4,4,0,0,34
SAL12147,18,21,13,14,28,23,27,9,0,156
SAL12148,49,33,23,28,36,41,50,22,3,286
SAL12149,1272,732,697,768,801,853,906,851,522,7398
SAL12150,54,23,32,36,61,97,238,137,47,721
SAL12151,16,8,8,12,17,13,19,8,0,91
SAL12152,6,5,0,6,0,0,7,0,0,25
SAL12153,358,223,124,209,299,268,247,119,19,1863
SAL12154,30,15,24,14,17,22,23,7,6,160
SAL12155,0,0,0,0,0,0,0,0,0,0
SAL12156,3,4,3,5,4,9,3,0,0,40
SAL12157,1857,1114,836,1411,1280,1100,1128,471,157,9354
SAL12158,759,381,464,654,418,345,311,113,32,3476
SAL12159,20,12,13,14,19,21,23,7,0,121
SAL12160,3,3,3,0,0,6,6,0,0,26
SAL12161,100,57,66,63,80,105,89,36,15,609
SAL12162,1462,771,639,982,1129,1238,1173,661,298,8355
SAL12163,45,27,18,22,31,30,22,3,3,211
SAL12164,1853,2346,2779,1830,1565,1260,943,601,322,13492
SAL12165,0,5,0,0,0,0,0,0,0,5
SAL12166,2325,1513,1417,1744,1802,1540,1285,852,406,12881
SAL12167,10,0,5,4,3,3,0,0,0,32
SAL12168,17,4,14,3,11,10,0,0,0,62
SAL12169,52,17,28,32,25,37,26,9,0,233
SAL12170,4,0,0,0,0,0,0,0,0,4
SAL12171,2132,1343,1971,1636,1246,962,778,423,148,10633
SAL12172,217,141,80,128,166,166,164,83,8,1142
SAL12173,24,21,18,19,22,49,33,3,6,193
SAL12174,31,16,29,28,33,58,61,32,5,292
SAL12175,5,4,5,4,4,10,14,4,0,47
SAL12176,0,0,0,0,0,0,0,0,0,0
SAL12177,6,0,0,3,0,0,9,4,0,22
SAL12178,0,0,0,0,3,4,9,0,0,17
SAL12179,3,20,47,47,42,32,22,4,0,219
SAL12180,108,143,46,43,128,106,63,33,11,690
SAL12181,2009,1225,1503,1607,1428,1121,934,726,453,11007
SAL12182,225,228,858,528,421,481,432,335,120,3629
SAL12183,160,88,66,104,91,72,68,22,16,679
SAL12184,0,0,0,0,0,0,0,0,0,3
SAL12185,4,8,8,10,3,6,10,3,0,53
SAL12186,4,0,0,0,4,7,10,4,0,39
SAL12187,15,13,25,22,34,42,26,13,5,186
SAL12188,5,3,0,0,7,11,3,0,0,39
SAL12189,0,0,0,0,0,0,0,0,0,0
SAL12190,2496,1862,3809,2800,1745,1471,1030,705,496,16416
SAL12191,342,290,206,221,322,321,195,146,60,2102
SAL12192,6,9,5,0,10,12,3,6,0,39
SAL12193,8,0,0,4,0,0,0,0,0,19
SAL12194,137,99,81,97,135,153,106,87,22,920
SAL12195,0,6,0,10,0,5,0,0,6,31
SAL12196,774,510,512,440,452,433,355,206,50,3732
SAL12197,57,33,21,38,60,62,43,9,4,332
SAL12198,0,4,3,4,4,0,0,0,0,17
SAL12199,0,0,0,0,0,0,0,0,0,4
SAL12200,21,16,9,15,24,30,26,28,7,176
SAL12201,62,39,36,42,62,85,80,36,0,450
SAL12202,1576,958,1113,927,756,782,693,448,151,7404
SAL12203,492,278,287,254,293,284,265,129,33,2313
SAL12204,59,26,33,31,38,46,38,24,0,291
SAL12205,8,5,3,11,11,17,18,7,0,83
SAL12206,488,269,287,339,364,382,404,174,34,2740
SAL12207,0,0,0,0,0,0,0,0,0,0
SAL12208,765,527,498,565,575,418,275,250,113,3980
SAL12209,311,140,132,223,169,109,75,76,31,1267
SAL12210,48,28,25,32,70,61,71,29,4,382
SAL12211,16,0,7,8,12,18,15,4,5,82
SAL12212,27,10,20,9,21,54,23,5,3,181
SAL12213,0,0,0,0,0,10,0,0,0,10
SAL12214,85,75,48,65,101,86,82,45,20,589
SAL12215,0,0,4,0,0,6,0,0,3,14
SAL12216,3,4,3,4,11,14,11,3,4,56
SAL12217,114,83,42,64,99,100,73,35,8,616
SAL12218,15,8,4,8,8,22,13,3,0,89
SAL12219,53,18,15,22,28,28,31,5,5,204
SAL12220,15,12,12,19,40,18,26,7,0,145
SAL12221,22,17,9,13,19,22,19,8,6,133
SAL12222,7,3,5,3,9,15,8,6,0,54
SAL12223,151,112,103,77,120,118,99,59,22,850
SAL12224,596,309,243,361,368,295,209,118,35,2528
SAL12225,150,124,256,217,186,202,137,102,21,1401
SAL12226,526,364,307,317,467,470,388,198,71,3113
SAL12227,227,149,142,151,213,174,137,64,5,1255
SAL12228,131,97,68,63,120,98,84,32,6,705
SAL12229,1123,765,948,642,760,742,656,363,171,6174
SAL12230,20,8,11,13,10,9,3,0,0,87
SAL12231,0,0,0,0,7,5,0,0,0,15
SAL12232,7,0,3,0,9,5,0,4,0,28
SAL12233,15,7,3,7,13,8,6,0,6,67
SAL12234,181,91,77,126,137,105,107,72,36,935
SAL12235,165,171,71,112,165,156,116,56,22,1039
SAL12236,18,7,12,13,15,18,24,8,7,109
SAL12237,438,216,185,222,227,314,309,203,124,2248
SAL12238,48,61,30,45,59,49,54,17,9,366
SAL12239,27,10,10,10,24,42,14,4,5,146
SAL12240,26,14,20,16,20,28,21,10,3,158
SAL12241,67,40,32,46,44,45,41,23,3,339
SAL12242,21,14,13,5,14,17,11,5,0,98
SAL12243,65,38,33,36,49,84,66,22,7,407
SAL12244,9,4,5,3,4,8,10,0,0,49
SAL12245,26,13,11,21,58,61,83,32,4,310
SAL12246,1225,718,628,703,775,799,838,458,146,6291
SAL12247,33,16,31,22,37,38,28,12,0,218
SAL12248,0,0,4,4,0,0,0,4,0,12
SAL12249,0,0,0,0,0,0,0,0,0,0
SAL12250,315,131,162,178,159,181,167,90,44,1430
SAL12251,699,379,271,402,539,648,817,457,80,4296
SAL12252,49,20,21,38,44,141,248,103,35,687
SAL12253,8,3,4,4,4,3,3,0,0,43
SAL12254,23,11,11,11,23,18,18,3,0,118
SAL12255,562,357,375,324,376,490,496,373,169,3529
SAL12256,868,486,594,506,453,436,357,282,115,4105
SAL12257,0,0,0,0,0,0,0,0,0,0
SAL12258,10,7,10,14,3,8,5,5,0,59
SAL12259,522,375,431,365,382,529,368,227,95,3288
SAL12260,86,83,31,53,68,90,50,24,12,495
SAL12261,0,0,0,0,0,0,0,0,0,0
SAL12262,767,500,512,469,551,726,796,611,156,5084
SAL12263,99,69,45,52,104,131,109,56,27,689
SAL12264,178,128,66,85,158,139,101,24,9,877
SAL12265,269,189,102,187,214,254,136,82,15,1445
SAL12266,4230,1841,3417,2782,1652,1381,926,560,306,17092
SAL12267,94,76,52,58,86,59,42,27,7,499
SAL12268,152,104,83,113,118,194,249,193,43,1249
SAL12269,32,11,15,15,16,7,9,0,0,88
SAL12270,1542,943,1160,1108,1010,976,660,291,146,7834
SAL12271,10,12,3,5,19,19,14,0,0,75
SAL12272,76,45,21,50,58,50,40,6,4,347
SAL12273,901,689,653,664,738,699,473,264,130,5214
SAL12274,7,0,0,3,0,0,6,0,0,25
SAL12275,2404,1061,1914,2374,1555,1179,932,630,312,12363
SAL12276,2102,985,2395,2416,1474,976,771,433,228,11773
SAL12277,663,350,417,582,404,284,263,129,50,3146
SAL12278,9,12,7,8,15,10,17,0,0,82
SAL12279,52,27,25,33,54,67,44,17,0,313
SAL12280,9,4,12,4,0,8,17,6,0,60
SAL12281,8,0,0,3,0,0,4,0,0,16
SAL12282,94,69,46,41,71,118,102,47,13,607
SAL12283,0,0,3,8,0,4,0,0,0,23
SAL12284,441,374,319,305,363,355,260,134,42,2595
SAL12285,173,117,64,117,150,124,103,87,18,948
SAL12286,7,0,0,8,9,13,0,0,0,34
SAL12287,421,233,196,268,269,201,211,96,65,1962
SAL12288,63,31,22,47,64,85,74,11,4,394
SAL12289,18,5,0,14,0,5,9,3,7,57
SAL12290,14,15,3,11,20,20,5,10,0,102
SAL12291,10,0,0,3,5,3,4,0,0,21
SAL12292,140,99,77,86,156,327,475,412,246,2012
SAL12293,20,0,6,0,3,9,3,0,4,43
SAL12294,72,80,171,139,100,117,119,63,16,870
SAL12295,3,0,0,4,5,9,0,0,0,30
SAL12296,2288,1622,1766,1506,1430,1579,1588,937,344,13073
SAL12297,186,76,96,93,128,185,224,136,26,1159
SAL12298,436,292,254,336,377,467,323,127,40,2651
SAL12299,27,9,10,14,12,30,15,15,5,140
SAL12300,32,12,5,25,23,30,11,7,4,145
SAL12301,0,0,0,0,0,0,0,0,0,0
SAL12302,1889,1189,1157,1039,1063,1144,843,586,263,9170
SAL12303,11,7,4,11,6,6,8,6,0,59
SAL12304,57,29,19,38,35,45,38,10,0,282
SAL12305,35,11,12,10,29,25,29,11,3,168
SAL12306,2886,1418,2482,2792,2279,1431,1069,543,269,15158
SAL12307,0,0,0,0,0,5,0,0,0,12
SAL12308,8,8,8,0,4,17,5,6,0,54
SAL12309,408,232,206,249,312,479,501,250,39,2686
SAL12310,0,0,0,0,0,0,0,0,0,0
SAL12311,11,14,6,0,20,9,0,4,6,70
SAL12312,1526,702,828,1120,1107,1089,875,335,104,7687
SAL12313,526,329,224,354,381,292,277,174,32,2582
SAL12314,2412,920,1850,1618,865,702,629,348,67,9423
SAL12315,9,6,0,7,6,6,7,0,0,38
SAL12316,1156,703,662,534,581,463,322,253,47,4730
SAL12317,2008,1164,1441,1508,1150,1141,990,467,117,9992
SAL12318,543,372,304,422,595,734,845,502,198,4503
SAL12319,10,4,3,9,11,8,4,0,0,48
SAL12320,9,6,4,6,4,6,3,3,0,42
SAL12321,23,16,10,18,21,14,19,9,0,127
SAL12322,548,424,1098,722,450,348,252,132,92,4060
SAL12323,31,13,3,24,22,33,18,3,7,146
SAL12324,395,220,279,436,297,214,153,53,12,2055
SAL12325,3241,3040,6058,3585,2535,2614,1588,728,273,23663
SAL12326,0,0,0,0,0,0,0,0,0,0
SAL12327,100,65,51,56,78,55,42,25,10,471
SAL12328,71,25,24,22,41,53,32,25,0,301
SAL12329,287,153,191,174,222,354,307,213,48,1946
SAL12330,87,45,48,56,62,111,145,70,24,647
SAL12331,271,219,87,137,226,211,182,65,27,1405
SAL12332,29,22,11,27,31,61,43,8,0,234
SAL12333,0,0,0,0,0,5,7,0,3,19
SAL12334,1505,733,799,1247,1328,954,614,308,163,7641
SAL12335,0,0,5,0,0,5,4,0,0,11
SAL12336,22,5,7,15,16,17,18,14,0,113
SAL12337,85,22,32,32,50,54,39,12,9,327
SAL12338,3,5,5,5,8,0,0,3,0,32
SAL12339,24,4,9,21,11,17,18,6,0,115
SAL12340,4,4,5,0,6,8,3,3,0,33
SAL12341,0,0,5,0,0,4,3,0,0,14
SAL12342,29,28,8,22,31,57,48,12,3,234
SAL12343,19,3,0,3,11,10,11,0,3,59
SAL12344,76,58,38,57,76,75,72,25,6,471
SAL12345,40,28,18,37,27,46,40,17,9,263
SAL12346,4,0,4,0,8,5,8,4,0,38
SAL12347,0,3,0,0,7,4,3,0,0,27
SAL12348,2194,1337,1038,1625,1609,1263,984,614,270,10943
SAL12349,19,5,5,12,0,8,6,0,0,47
SAL12350,70,52,12,36,64,71,42,23,6,382
SAL12351,4,3,7,0,0,4,0,0,0,14
SAL12352,1076,668,502,672,767,725,464,266,165,5299
SAL12353,571,442,506,485,460,489,400,184,109,3656
SAL12354,338,243,245,267,280,309,245,131,52,2117
SAL12355,16,5,6,17,7,34,37,6,0,130
SAL12356,716,459,574,473,576,728,736,510,178,4956
SAL12357,4,3,6,3,4,8,7,6,0,37
SAL12358,819,376,611,783,648,529,497,379,177,4817
SAL12359,39,10,25,22,15,21,17,3,4,146
SAL12360,22,16,10,12,16,42,45,16,5,185
SAL12361,88,56,63,70,91,128,83,40,13,629
SAL12362,5,0,0,8,4,4,0,0,0,24
SAL12363,21,19,9,12,12,9,8,4,0,102
SAL12364,0,0,0,0,0,0,0,0,0,0
SAL12365,26,20,6,19,24,29,17,8,6,159
SAL12366,6,0,0,6,7,9,10,4,0,38
SAL12367,0,7,0,0,0,6,3,0,0,19
SAL12368,6,0,0,7,0,8,7,4,0,23
SAL12369,118,83,73,75,84,114,90,66,24,737
SAL12370,6074,3861,6180,4725,3416,3014,2196,1167,439,31078
SAL12371,500,311,237,264,355,296,229,81,30,2302
SAL12372,323,258,167,194,224,187,142,89,23,1618
SAL12373,26,9,10,11,9,15,19,8,8,104
SAL12374,364,199,279,208,177,140,105,39,8,1509
SAL12375,0,0,7,0,3,20,7,0,0,34
SAL12376,95,37,35,47,65,71,51,9,4,411
SAL12377,236,102,139,142,152,134,116,53,20,1095
SAL12378,180,99,76,71,117,160,151,94,65,1019
SAL12379,7,9,4,10,7,10,5,0,0,55
SAL12380,911,524,392,551,630,429,369,295,98,4190
SAL12381,15,13,20,33,55,64,51,12,3,265
SAL12382,21,16,10,16,14,31,35,13,4,162
SAL12383,5,7,3,0,9,14,6,0,0,47
SAL12384,781,588,472,500,550,544,383,175,45,4024
SAL12385,297,162,122,170,194,305,349,126,32,1758
SAL12386,25,9,11,11,25,10,12,10,0,112
SAL12387,1072,709,766,821,874,881,889,511,209,6736
SAL12388,10,4,5,6,8,5,7,0,0,44
SAL12389,0,0,0,0,0,0,0,0,0,0
SAL12390,25,18,14,14,22,36,23,20,0,173
SAL12391,10,6,12,8,7,8,7,3,0,64
SAL12392,3,3,3,5,0,11,0,0,0,23
SAL12393,8,14,3,6,3,10,18,3,0,72
SAL12394,387,344,109,177,360,341,246,124,35,2116
SAL12395,127,72,46,77,74,76,62,16,0,552
SAL12396,66,11,64,69,43,82,56,38,15,445
SAL12397,3,3,0,4,3,12,11,0,0,33
SAL12398,273,181,131,173,206,220,149,93,35,1465
SAL12399,45,19,24,15,46,62,48,17,5,277
SAL12400,18,11,6,5,9,23,11,4,4,94
SAL12401,18,6,8,3,8,11,12,0,0,65
SAL12402,0,0,0,4,0,7,0,0,0,10
SAL12403,13,5,10,4,7,13,10,10,0,74
SAL12404,210,140,100,104,176,115,54,13,6,922
SAL12405,85,46,47,49,72,87,88,28,10,502
SAL12406,10,12,11,12,9,35,27,13,0,117
SAL12407,44,36,48,29,56,77,62,9,0,359
SAL12408,0,6,0,0,6,12,7,3,0,36
SAL12409,0,3,0,0,0,0,0,0,0,5
SAL12410,65,54,40,43,71,74,45,12,3,407
SAL12411,17,25,22,18,41,38,32,8,0,217
SAL12412,8,0,0,3,5,9,12,0,0,43
SAL12413,5,6,0,5,10,20,12,0,0,66
SAL12414,3,0,8,0,3,6,6,0,0,27
SAL12415,16,0,0,15,9,5,4,3,0,43
SAL12416,7,7,4,8,7,3,5,3,0,40
SAL12417,22,17,19,24,55,46,33,32,0,244
SAL12418,3,7,0,5,16,15,13,4,0,70
SAL12419,23,10,7,12,19,26,21,9,0,136
SAL12420,0,0,0,0,4,0,5,0,0,5
SAL12421,121,83,60,79,113,119,99,36,3,711
SAL12422,13,9,12,11,17,24,24,0,0,112
SAL12423,22,8,10,19,13,22,7,4,0,100
SAL12424,3,3,0,5,10,12,14,15,4,69
SAL12425,14,11,4,3,0,10,0,0,4,42
SAL12426,0,0,3,0,0,4,0,0,0,4
SAL12427,39,29,29,20,43,52,42,17,3,277
SAL12428,435,285,204,250,284,252,134,70,14,1927
SAL12429,38,29,20,23,25,33,23,17,4,216
SAL12430,962,787,542,612,881,839,645,433,169,5869
SAL12431,2476,1395,1416,1285,1106,1069,739,429,132,10057
SAL12432,41,31,13,34,31,30,19,15,0,216
SAL12433,27,5,12,8,12,20,8,4,4,106
SAL12434,3,4,6,5,3,5,4,0,0,41
SAL12435,80,16,29,48,52,60,46,26,9,359
SAL12436,33,22,21,12,34,28,31,25,9,215
SAL12437,5,0,0,0,0,0,0,0,0,8
SAL12438,3,0,0,0,0,3,3,0,0,11
SAL12439,503,267,305,249,277,385,377,270,137,2782
SAL12440,388,198,219,240,299,420,436,371,200,2778
SAL12441,228,150,85,146,208,260,207,83,26,1399
SAL12442,3208,1812,1795,2069,1706,1556,1162,595,125,14023
SAL12443,806,431,556,543,465,348,322,122,18,3605
SAL12444,265,245,147,163,234,253,100,35,8,1455
SAL12445,0,0,0,0,0,0,0,0,0,0
SAL12446,1235,1974,3630,1991,732,549,441,270,253,11071
SAL12447,0,0,0,0,0,0,0,0,0,0
SAL12448,6,0,3,0,3,0,0,0,0,8
SAL12449,4,0,0,0,3,4,8,0,0,22
SAL12450,24,25,22,21,32,73,105,27,5,332
SAL12451,8,0,10,3,0,6,0,0,0,26
SAL12452,93,43,37,57,96,110,70,37,5,539
SAL12453,18,25,14,12,27,25,18,3,0,145
SAL12454,112,55,66,80,100,127,85,16,4,640
SAL12455,8,10,4,8,12,30,15,9,0,95
SAL12456,6,11,3,0,9,3,8,0,0,37
SAL12457,45,21,24,21,29,25,17,3,0,175
SAL12458,278,212,271,271,290,239,205,124,86,1972
SAL12459,0,0,4,0,3,8,7,0,0,21
SAL12460,84,34,31,47,27,34,13,0,3,281
SAL12461,64,14,23,40,37,52,45,17,0,290
SAL12462,607,483,517,623,781,685,526,351,134,4714
SAL12463,5,3,0,0,7,9,0,3,0,35
SAL12464,4,3,3,3,7,0,3,4,0,25
SAL12465,154,114,93,83,122,170,151,66,21,963
SAL12466,13,3,5,5,3,9,0,0,0,45
SAL12467,18,6,17,13,10,42,24,13,0,137
SAL12468,0,0,0,0,4,0,0,4,0,8
SAL12469,18,20,28,5,10,11,0,4,0,97
SAL12470,74,35,34,31,43,57,84,36,9,408
SAL12471,325,170,151,191,267,362,391,176,39,2071
SAL12472,15,14,20,12,17,19,9,0,3,112
SAL12473,0,0,0,0,0,9,5,4,0,27
SAL12474,18,7,11,11,9,9,9,3,0,82
SAL12475,53,58,43,44,81,71,42,27,7,433
SAL12476,12,12,0,7,9,9,15,4,0,64
SAL12477,47,31,41,26,49,67,39,33,11,345
SAL12478,524,387,358,395,430,359,258,114,33,2862
SAL12479,9,13,5,3,8,13,3,4,0,76
SAL12480,40,40,30,30,48,53,33,14,3,291
SAL12481,18,0,6,10,4,5,0,0,0,56
SAL12482,123,94,82,76,104,124,70,45,11,736
SAL12483,163,78,77,109,124,90,121,38,20,822
SAL12484,395,250,216,227,285,332,380,226,71,2386
SAL12485,2184,1325,3549,2809,2051,1853,1310,854,357,16296
SAL12486,1186,567,1059,1064,939,653,461,252,206,6389
SAL12487,492,286,294,300,355,340,276,173,36,2554
SAL12488,14,14,5,13,33,51,64,34,8,229
SAL12489,13,28,50,60,35,25,12,0,0,225
SAL12490,5,8,0,7,14,18,10,13,0,76
SAL12491,79,27,27,47,66,52,35,11,0,350
SAL12492,86,32,64,70,82,140,130,56,12,670
SAL12493,9,10,5,8,7,17,17,8,0,84
SAL12494,269,193,84,150,231,153,116,65,17,1281
SAL12495,1513,978,1254,1099,823,837,757,378,196,7834
SAL12496,26,14,4,16,22,14,26,0,0,118
SAL12497,72,25,15,41,49,33,25,19,4,285
SAL12498,756,515,427,462,531,383,285,182,59,3598
SAL12499,5,0,0,3,0,0,0,0,0,8
SAL12500,0,0,0,0,0,0,0,0,0,0
SAL12501,6,3,4,0,4,10,4,0,0,36
SAL12502,300,162,188,192,216,320,294,132,45,1861
SAL12503,27,18,21,7,16,28,13,8,6,144
SAL12504,26,24,18,17,32,49,35,8,0,199
SAL12505,15,7,0,5,8,13,4,0,0,60
SAL12506,0,0,0,4,3,12,10,0,0,35
SAL12507,0,0,0,0,4,0,3,3,0,8
SAL12508,133,78,83,75,113,130,86,53,22,765
SAL12509,13,27,3,15,32,31,16,5,4,146
SAL12510,127,71,51,82,97,76,73,31,9,616
SAL12511,4925,3254,4858,4715,4067,3399,2695,1885,927,30722
SAL12512,74,107,165,117,98,117,77,31,4,783
SAL12513,77,34,54,43,52,43,46,16,7,363
SAL12514,3560,2589,5848,4471,3639,2756,1939,1263,512,26570
SAL12515,4390,1243,2704,3589,1147,698,580,223,30,14610
SAL12516,1963,1365,2015,1948,1490,1335,1158,740,484,12492
SAL12517,33,22,9,29,18,25,25,8,0,177
SAL12518,7,0,4,9,4,6,5,3,0,46
SAL12519,13,10,13,7,3,13,0,0,0,63
SAL12520,25,29,16,20,27,15,21,10,0,168
SAL12521,70,40,27,55,52,57,33,17,4,351
SAL12522,51,36,30,34,47,77,77,24,12,389
SAL12523,315,129,213,181,165,182,146,76,24,1428
SAL12524,1481,1106,1012,983,1109,990,667,280,82,7714
SAL12525,15,3,10,5,12,18,14,0,0,89
SAL12526,20,7,5,15,20,14,11,6,5,99
SAL12527,51,20,13,23,17,31,19,10,3,190
SAL12528,264,184,268,248,206,244,169,67,18,1671
SAL12529,2537,3579,7408,3256,1794,1394,917,522,190,21591
SAL12530,220,136,65,116,162,157,136,40,14,1038
SAL12531,9,5,0,8,9,12,3,0,0,50
SAL12532,164,74,75,103,135,155,157,106,30,1002
SAL12533,25,14,11,14,20,29,23,11,9,159
SAL12534,1820,1162,1052,1315,1458,1289,992,613,228,9925
SAL12535,23,6,13,13,15,22,14,0,0,110
SAL12536,17,4,7,11,17,13,14,0,4,87
SAL12537,26,11,10,12,11,9,9,6,0,90
SAL12538,13,3,0,11,13,3,6,0,0,51
SAL12539,6,4,4,9,10,9,10,5,0,50
SAL12540,1510,1087,1972,1430,1116,1114,833,440,249,9760
SAL12541,0,0,0,0,4,0,0,0,0,3
SAL12542,15,4,3,7,4,17,0,6,0,57
SAL12543,6,7,0,0,3,8,6,0,0,36
SAL12544,303,181,370,299,176,205,139,72,56,1794
SAL12545,0,0,0,0,0,0,0,0,0,0
SAL12546,352,268,384,270,239,196,159,93,33,1993
SAL12547,50,16,21,22,22,28,5,3,0,171
SAL12548,394,184,575,406,146,97,53,26,15,1902
SAL12549,7,0,0,0,0,4,0,4,0,19
SAL12550,47,23,22,39,39,36,21,12,4,262
SAL12551,20,6,7,19,31,25,15,9,0,131
SAL12552,595,299,396,373,318,281,169,86,19,2537
SAL12553,57,39,29,34,49,40,34,14,3,295
SAL12554,44,17,39,17,28,24,25,17,0,210
SAL12555,142,83,78,99,119,135,117,31,10,808
SAL12556,21,6,12,9,23,7,20,4,0,113
SAL12557,175,186,460,340,304,343,280,185,28,2315
SAL12558,13,4,8,10,9,12,9,0,0,68
SAL12559,71,43,26,33,63,58,41,23,0,356
SAL12560,611,429,1649,1131,461,381,281,130,26,5089
SAL12561,0,0,0,0,0,0,0,0,0,0
SAL12562,8,6,0,9,12,3,12,3,0,61
SAL12563,53,55,60,62,73,106,93,49,15,569
SAL12564,2515,1298,1229,1460,1489,1317,1018,478,82,10879
SAL12565,26,8,18,15,21,22,14,9,3,143
SAL12566,51,51,30,46,66,68,42,15,0,372
SAL12567,28,16,6,10,31,36,19,10,0,148
SAL12568,19,10,8,15,20,47,29,15,0,168
SAL12569,6,6,4,4,0,0,0,0,0,19
SAL12570,13,12,10,10,17,30,8,4,6,112
SAL12571,0,0,0,0,0,0,0,0,0,7
SAL12572,5,0,5,4,4,5,6,8,0,43
SAL12573,419,110,343,367,95,63,26,3,0,1439
SAL12574,392,258,298,329,274,239,165,81,25,2059
SAL12575,8,4,0,14,7,8,12,4,0,64
SAL12576,20,13,5,8,14,14,12,3,0,96
SAL12577,39,22,3,21,28,32,15,11,0,186
SAL12578,2060,1429,1179,1290,1498,1542,905,415,107,10419
SAL12579,174,142,77,105,122,131,162,206,121,1252
SAL12580,33,34,26,31,23,35,18,9,7,224
SAL12581,124,58,57,69,69,87,98,49,10,626
SAL12582,74,50,60,43,74,87,95,47,10,537
SAL12583,26,8,29,6,17,24,10,14,0,129
SAL12584,1927,1667,1634,1461,1640,1567,1159,512,215,11788
SAL12585,357,165,100,207,224,138,102,112,75,1495
SAL12586,447,291,409,329,427,640,660,430,174,3821
SAL12587,31,10,4,18,17,34,23,6,0,143
