SAL_CODE_2021,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
SAL11892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,0,0,4,4,0,0,29
SAL11893,3,4,10,5,7,3,10,8,0,50,0,0,0,0,0,0,0,0,0,0,5,3,0,0,9,0,4,0,0,20,0,0,5,9,0,5,7,8,9,45,75,189,136,175,142,51,135,87,29,1009
SAL11894,5,0,9,7,0,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,6,6,0,8,3,7,26,29,78,81,82,67,15,41,41,7,440
SAL11895,7,0,15,11,10,6,6,5,0,62,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,12,0,6,7,4,3,0,7,3,0,27,70,170,213,157,141,52,101,48,7,963
SAL11896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
SAL11897,11,3,31,19,11,12,5,10,0,107,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,20,3,9,9,8,5,4,3,0,14,59,359,750,472,321,318,126,110,102,36,2593
SAL11898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,60,73,7,5,26,7,0,0,0,176
SAL11899,0,0,6,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,6,52,63,41,40,32,10,7,18,4,279
SAL11900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
SAL11901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,4,0,0,6,0,0,27
SAL11902,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,10,14,13,11,6,10,5,0,73
SAL11903,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,0,0,4,0,0,4,0,43
SAL11904,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,18,13,5,7,3,0,0,0,67
SAL11905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,17
SAL11906,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,5,0,0,0,3,0,30
SAL11907,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,51,42,25,11,24,14,9,12,5,183
SAL11908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,8
SAL11909,0,0,5,3,0,0,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,6,44,165,40,39,43,15,7,12,6,365
SAL11910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,0,0,0,0,22
SAL11911,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,6,3,4,5,0,0,0,49
SAL11912,6,0,19,13,0,5,6,10,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,4,0,0,7,9,8,8,36,89,162,231,126,95,67,77,60,21,919
SAL11913,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,11,6,4,6,10,5,0,65
SAL11914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,11,12,4,7,3,0,0,7,0,44
SAL11915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,7
SAL11916,0,0,5,10,0,0,0,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,3,34,49,49,37,36,5,12,9,0,230
SAL11917,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,3,0,15
SAL11918,11,0,26,17,12,10,13,21,0,105,0,0,0,0,0,0,0,0,0,0,0,9,3,6,6,0,4,3,0,35,4,3,7,6,4,6,5,10,10,63,211,531,305,259,247,164,141,134,34,2036
SAL11919,3,0,4,3,4,0,3,6,0,25,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,9,10,0,4,0,0,0,3,11,4,31,95,55,60,54,39,8,40,81,3,434
SAL11920,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,27,14,23,15,5,10,6,4,104
SAL11921,12,4,46,23,20,9,6,14,0,146,0,0,0,0,0,0,0,0,0,5,0,3,6,0,7,0,0,0,0,19,7,3,5,8,11,9,8,7,9,61,252,545,334,278,282,115,110,122,25,2070
SAL11922,18,6,26,19,12,13,10,17,4,111,0,0,3,0,0,0,0,0,0,7,4,5,7,0,0,0,4,4,0,22,10,8,11,9,9,14,7,9,19,87,278,636,394,349,427,171,197,142,60,2658
SAL11923,0,0,6,9,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,40,35,29,20,9,13,10,6,180
SAL11924,3,0,14,7,8,7,5,0,0,49,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,5,3,0,10,0,5,3,4,0,0,3,0,3,20,98,193,185,114,89,53,48,55,7,850
SAL11925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,5,0,0,3,0,0,6,6,35
SAL11926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,6,0,0,0,0,4,0,13
SAL11927,0,0,11,5,4,0,0,4,0,24,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,3,0,0,5,0,0,0,3,0,14,80,63,64,54,48,14,26,37,6,393
SAL11928,3,0,6,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,77,158,42,22,50,16,5,9,11,388
SAL11929,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,4,0,0,0,0,17
SAL11930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,14
SAL11931,3,0,10,10,0,0,3,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,6,4,0,0,17,39,74,114,61,54,17,25,39,7,429
SAL11932,0,0,3,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,12,0,5,0,0,3,0,0,0,0,7,56,137,38,46,63,26,22,13,11,402
SAL11933,14,3,17,11,12,6,5,3,5,77,0,0,0,0,0,0,0,0,0,0,0,12,3,5,10,3,4,3,0,38,10,0,5,12,4,0,4,0,10,48,305,687,304,318,350,81,83,55,38,2224
SAL11934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL11935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,13
SAL11936,17,6,89,33,20,24,10,21,0,219,0,0,0,0,0,0,0,0,0,0,11,25,5,13,23,3,6,7,5,86,0,26,18,11,9,5,12,16,36,134,582,2136,517,450,620,360,208,326,148,5339
SAL11937,10,0,60,17,14,13,14,15,9,150,0,0,0,0,0,0,0,0,0,0,6,19,9,11,6,10,3,5,3,68,3,7,4,6,10,6,14,13,26,96,339,1326,318,416,459,287,204,357,99,3796
SAL11938,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,9,0,7,0,0,0,0,37
SAL11939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,6
SAL11940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,3,0,0,4,0,5,0,43
SAL11941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,3,4,4,0,0,4,0,38
SAL11942,7,4,13,7,12,11,5,4,0,59,0,0,0,0,0,0,0,0,0,0,5,7,0,5,0,0,5,0,0,20,0,3,0,0,7,0,0,3,6,28,153,324,152,133,173,68,56,48,23,1134
SAL11943,46,3,112,52,39,15,14,45,5,336,0,0,3,3,3,0,0,0,0,17,16,46,11,14,27,9,5,10,3,151,10,22,17,20,21,11,6,15,38,161,1220,3927,862,977,1158,497,203,458,148,9448
SAL11944,12,0,26,7,10,9,0,3,0,66,0,0,0,0,0,0,0,0,0,3,5,3,4,3,0,0,5,0,0,22,0,7,5,0,3,0,0,4,9,29,457,1015,272,207,382,104,43,63,34,2578
SAL11945,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,7,9,10,4,4,0,0,47
SAL11946,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,17,20,27,20,18,3,13,7,5,120
SAL11947,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,4,0,5,0,0,26
SAL11948,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,36,70,27,23,24,11,12,6,5,194
SAL11949,21,0,58,43,28,27,19,21,0,215,0,0,0,0,0,0,0,0,0,5,8,5,9,3,7,0,6,0,5,42,8,4,13,8,11,3,3,5,4,75,345,795,605,498,537,176,178,157,46,3331
SAL11950,3,3,4,5,10,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,6,0,0,0,0,4,7,17,80,96,84,33,86,14,19,19,12,443
SAL11951,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,21,10,4,12,4,0,8,8,89
SAL11952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,0,0,0,0,0,3,0,0,7
SAL11953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,6,9,3,3,0,3,3,33
SAL11954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8
SAL11955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,4,5,0,0,0,0,17
SAL11956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11957,5,0,15,9,4,4,3,10,0,50,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,0,0,13,0,0,8,4,5,0,5,9,7,41,104,125,155,96,84,39,57,75,22,761
SAL11958,0,0,9,5,7,5,7,3,0,40,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,10,0,0,5,4,0,0,5,0,6,24,90,280,152,120,190,57,79,60,23,1046
SAL11959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,3,5,0,0,4,0,0,29
SAL11960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL11961,16,9,11,10,14,3,0,8,0,73,0,0,0,0,0,0,0,0,0,0,10,16,3,0,9,7,0,0,0,41,11,11,0,3,4,3,0,0,9,42,890,1402,166,126,379,164,31,39,54,3241
SAL11962,7,4,13,13,3,4,6,5,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,5,16,0,0,4,0,0,3,14,3,0,30,120,207,237,142,124,52,179,43,10,1117
SAL11963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,0,9,0,0,0,0,23
SAL11964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11965,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,15,14,10,5,3,5,0,0,71
SAL11966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,0,0,4,0,3,0,19
SAL11967,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,79,132,11,10,30,23,4,4,0,290
SAL11968,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,22,5,5,8,0,0,0,6,59
SAL11969,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,0,0,0,0,0,21
SAL11970,13,0,15,13,13,8,0,4,0,68,0,0,0,0,0,0,0,0,0,0,9,21,0,8,10,4,0,5,0,52,0,5,4,6,3,0,0,4,6,21,353,899,149,146,249,78,51,53,39,2009
SAL11971,46,5,139,66,38,53,26,72,7,450,0,0,3,6,5,8,4,13,3,45,9,29,11,17,18,14,14,13,12,138,24,36,35,31,25,14,15,40,85,303,1090,3272,1140,1544,1315,1007,424,1082,251,11129
SAL11972,7,4,4,0,5,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,15,0,3,0,0,0,0,3,0,0,13,179,369,80,57,151,48,21,21,6,930
SAL11973,0,0,10,0,5,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,4,51,77,48,27,29,19,3,10,5,263
SAL11974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,3,0,0,4,0,0,0,37
SAL11975,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,17,8,4,0,0,0,0,0,43
SAL11976,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,9,33,18,29,19,5,9,15,0,126
SAL11977,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,18
SAL11978,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,11,12,12,7,5,4,6,6,69
SAL11979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,6,4,4,0,5,0,48
SAL11980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,4,4,0,0,0,0,0,34
SAL11981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,3,0,0,0,14
SAL11982,7,10,24,17,24,14,5,0,0,92,0,0,0,0,0,0,0,0,0,0,8,6,4,0,3,3,0,3,0,26,9,9,7,8,6,3,3,3,9,50,540,943,382,189,395,135,56,89,39,2771
SAL11983,0,0,9,4,0,5,3,9,0,19,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,0,0,0,5,0,5,0,6,0,20,22,64,63,46,27,19,17,39,0,294
SAL11984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,13
SAL11985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,9,0,0,4,0,30
SAL11986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11987,21,7,54,32,20,15,16,34,0,198,0,0,3,0,5,0,0,0,0,6,10,11,8,6,9,10,12,11,0,76,4,15,12,6,11,8,23,13,27,120,409,1143,534,594,639,281,342,333,91,4362
SAL11988,0,4,7,0,8,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,79,89,67,23,63,27,9,21,5,394
SAL11989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5
SAL11990,12,6,52,40,10,23,8,24,0,172,0,0,0,0,0,0,0,0,0,7,10,5,0,0,0,0,8,8,0,33,20,3,8,13,10,24,10,37,5,129,341,686,464,518,288,201,116,310,43,2976
SAL11991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL11992,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,43,105,53,45,34,3,6,22,8,314
SAL11993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL11994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SAL11995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,6,0,3,22
SAL11997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,4,0,0,3,0,0,9
SAL11999,11,0,15,4,3,0,3,7,0,47,0,0,0,0,0,0,0,0,0,0,4,9,0,5,0,0,0,0,0,16,6,0,0,0,0,0,0,0,5,11,133,385,125,120,86,46,17,40,19,974
SAL12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,14,16,0,0,0,0,4,8,0,48
SAL12001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,8,3,0,0,0,34
SAL12002,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,7,8,3,3,0,4,0,42
SAL12003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,11
SAL12004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,0,0,19
SAL12005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12007,0,3,5,4,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,3,0,0,3,3,3,16,139,206,98,67,79,28,26,25,3,667
SAL12008,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,13,7,9,3,4,6,0,74
SAL12009,14,5,24,9,23,6,7,9,0,98,0,5,0,0,0,0,0,0,0,5,4,0,6,0,9,4,8,0,0,25,0,0,11,0,9,4,6,3,8,42,206,358,305,204,248,97,103,97,26,1636
SAL12010,8,3,22,10,27,7,0,8,0,81,0,0,0,0,0,0,0,0,0,4,7,4,5,7,9,0,0,0,0,31,3,4,4,0,14,6,0,0,11,39,482,884,324,226,372,121,51,79,25,2567
SAL12011,0,0,3,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,37,41,25,5,9,5,0,7,0,134
SAL12012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL12013,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,39,11,3,15,9,0,7,0,114
SAL12014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,8,3,0,5,4,0,0,0,31
