SAL_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SAL12469,26,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,29,68,3,..,37,68
SAL12470,145,349,10,27,3,8,17,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,162,388,96,..,257,388
SAL12471,805,1875,3,4,4,14,12,21,12,17,0,0,0,0,0,0,0,0,12,17,0,0,0,3,0,0,0,0,3,5,0,0,830,1918,523,..,1353,1918
SAL12472,37,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,93,19,..,55,93
SAL12473,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,8,..,16,24
SAL12474,35,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,78,5,..,36,78
SAL12475,131,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,131,411,26,..,161,411
SAL12476,19,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,54,9,..,26,54
SAL12477,140,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,319,13,..,152,319
SAL12478,748,2169,3,9,115,266,122,278,50,88,80,103,38,52,0,0,5,3,168,250,0,0,0,0,0,0,6,5,6,5,3,9,1043,2709,91,..,1138,2709
SAL12479,32,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,71,5,..,32,71
SAL12480,92,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,252,13,..,108,252
SAL12481,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,44,0,..,11,44
SAL12482,224,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,227,681,38,..,260,681
SAL12483,295,749,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,5,8,5,8,0,0,305,770,47,..,356,770
SAL12484,903,2061,38,46,0,3,37,54,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,7,13,14,6,15,955,2136,130,..,1086,2136
SAL12485,790,2404,408,966,390,1013,799,1977,1171,2519,1563,3165,1626,3061,995,1824,6,6,5352,10568,0,0,0,0,0,0,30,62,30,62,5,8,6973,15023,1362,..,8337,15023
SAL12486,833,2693,39,60,72,179,107,243,137,279,1239,2460,141,259,0,0,22,46,1533,3042,0,0,0,0,0,0,0,0,0,0,0,0,2473,5983,178,..,2651,5983
SAL12487,904,2321,6,12,11,16,11,32,17,26,0,0,0,0,0,0,4,20,23,42,4,19,12,16,0,0,0,0,18,33,0,0,961,2423,123,..,1080,2423
SAL12488,66,123,0,0,0,0,0,0,3,3,4,3,0,0,0,0,0,0,3,4,16,18,20,33,0,0,0,0,41,52,25,28,132,219,50,..,190,219
SAL12489,25,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,63,7,..,33,63
SAL12490,30,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,64,8,..,33,64
SAL12491,114,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,334,8,..,125,334
SAL12492,293,607,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,613,382,..,678,613
SAL12493,35,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,76,0,..,34,76
SAL12494,365,1211,0,10,0,0,0,10,0,9,0,0,0,0,0,0,4,14,3,13,0,0,0,0,0,3,0,7,3,8,0,0,378,1245,24,..,403,1245
SAL12495,2299,6655,79,149,125,381,202,531,95,120,0,0,0,0,0,0,23,40,119,160,0,0,0,0,0,0,3,7,3,7,4,9,2623,7361,176,..,2796,7361
SAL12496,42,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,112,4,..,45,112
SAL12497,78,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,256,3,..,85,256
SAL12498,959,2856,119,257,121,280,247,534,26,52,0,0,0,0,0,0,0,3,23,57,0,0,0,0,0,0,0,0,0,0,4,4,1228,3457,47,..,1280,3457
SAL12499,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,..,0,8
SAL12500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,3,0
SAL12501,17,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,42,0,..,17,42
SAL12502,476,1199,70,127,31,54,103,181,243,358,0,0,0,0,0,0,0,0,243,358,0,0,0,0,0,0,0,0,5,0,0,0,822,1745,84,..,908,1745
SAL12503,49,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,136,6,..,52,136
SAL12504,77,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,177,9,..,84,177
SAL12505,20,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,59,0,..,20,59
SAL12506,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,11,7,0,0,15,22,10,..,31,22
SAL12507,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,..,10,8
SAL12508,259,696,18,27,0,0,18,27,4,7,0,0,0,0,0,0,0,0,9,3,0,0,7,12,0,0,0,0,6,10,0,0,297,739,19,..,317,739
SAL12509,55,137,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,139,3,..,61,139
SAL12510,178,576,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,181,583,19,..,198,583
SAL12511,3550,10724,1127,2976,1379,3894,2509,6872,1148,2376,2051,3807,1545,2882,1051,2217,23,43,5821,11322,0,0,0,0,0,0,97,169,97,169,14,34,11992,29126,1067,..,13056,29126
SAL12512,161,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,160,463,9,..,170,463
SAL12513,123,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,336,17,..,138,336
SAL12514,3404,10036,1539,3899,431,1208,1969,5100,1301,2342,1958,3491,1519,2746,161,321,78,146,5020,9046,0,0,0,0,0,0,236,514,236,514,12,25,10638,24721,1048,..,11689,24721
SAL12515,4068,13870,6,31,87,241,94,276,0,0,0,0,0,0,0,0,9,26,9,26,0,0,0,0,0,0,0,0,0,0,3,10,4175,14173,121,..,4295,14173
SAL12516,1503,4536,206,546,2013,4681,2215,5224,218,289,791,1691,0,0,0,0,14,37,1024,2025,0,0,0,0,0,0,0,0,0,0,11,19,4753,11805,369,..,5119,11805
SAL12517,53,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,166,5,..,57,166
SAL12518,16,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,38,0,..,18,38
SAL12519,16,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,70,0,..,16,70
SAL12520,59,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,162,6,..,64,162
SAL12521,121,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,326,12,..,137,326
SAL12522,132,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,378,11,..,149,378
SAL12523,476,1268,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,483,1280,79,..,566,1280
SAL12524,2456,6928,198,397,56,127,257,518,0,0,0,0,0,0,0,0,9,20,5,16,0,0,0,0,0,0,0,0,0,0,0,5,2725,7472,104,..,2826,7472
SAL12525,30,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,5,8,0,0,34,75,14,..,51,75
SAL12526,33,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,101,5,..,35,101
SAL12527,59,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,66,181,10,..,73,181
SAL12528,431,1048,7,20,193,426,200,448,7,10,26,48,18,39,0,0,0,0,55,92,0,0,0,0,0,0,5,10,5,10,0,0,688,1602,57,..,747,1602
SAL12529,1704,5164,304,823,17,61,320,886,339,695,388,933,1935,4578,3347,8055,14,26,6026,14281,0,0,0,0,0,9,35,71,35,78,23,36,8105,20451,1035,..,9146,20451
SAL12530,309,975,0,4,0,3,5,9,0,0,0,0,0,0,0,0,4,10,4,10,0,0,0,0,0,0,0,0,0,0,0,8,318,997,24,..,339,997
SAL12531,15,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,38,10,..,25,38
SAL12532,361,809,14,20,0,0,19,21,4,6,0,0,0,0,0,0,0,0,4,6,4,6,0,0,0,0,0,0,3,8,16,25,400,867,65,..,469,867
SAL12533,60,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,132,8,..,65,132
SAL12534,1646,5084,134,314,928,2503,1065,2813,161,265,168,293,397,844,0,0,12,34,736,1436,0,0,0,0,0,0,4,14,4,14,8,18,3459,9362,205,..,3660,9362
SAL12535,33,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,87,15,..,52,87
SAL12536,26,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,78,10,..,36,78
SAL12537,24,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,80,3,..,32,80
SAL12538,19,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,48,0,..,20,48
SAL12539,23,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,52,13,..,35,52
SAL12540,3023,7207,420,653,281,514,705,1162,202,299,33,43,18,33,0,0,19,38,274,419,0,0,0,0,0,0,52,98,52,98,19,16,4066,8906,321,..,4389,8906
SAL12541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL12542,19,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,49,7,..,22,49
SAL12543,5,17,5,7,0,6,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,30,0,..,12,30
SAL12544,631,1453,53,75,51,108,104,188,4,13,0,0,0,0,0,0,21,35,24,46,0,0,0,0,0,0,0,0,0,0,0,0,759,1684,53,..,818,1684
SAL12545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL12546,632,1576,55,82,57,101,115,179,49,73,0,0,0,0,0,0,0,4,51,73,0,0,0,0,0,0,0,5,0,5,0,0,794,1843,49,..,842,1843
SAL12547,47,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,141,13,..,62,141
SAL12548,124,413,12,27,38,130,47,152,6,26,34,88,465,1142,0,0,0,0,513,1259,0,0,0,0,0,0,0,0,0,0,7,13,689,1840,113,..,804,1840
SAL12549,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,..,14,6
SAL12550,90,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,92,257,7,..,96,257
SAL12551,32,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,0,5,0,0,0,0,16,27,0,0,57,120,0,..,55,120
SAL12552,783,2273,6,8,30,78,30,85,37,76,0,0,0,0,0,0,0,0,36,78,0,0,0,0,0,0,0,0,0,0,0,0,849,2439,30,..,876,2439
SAL12553,94,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,279,14,..,112,279
SAL12554,78,181,9,16,0,0,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,193,18,..,102,193
SAL12555,265,770,0,3,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,776,12,..,285,776
SAL12556,32,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,29,83,7,..,42,83
SAL12557,152,386,43,93,238,516,276,615,80,143,163,281,335,524,158,210,0,0,734,1159,0,0,0,0,0,0,0,0,0,0,0,0,1169,2158,294,..,1465,2158
SAL12558,23,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,56,0,..,28,56
SAL12559,113,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,317,4,..,124,317
SAL12560,57,173,10,17,3,13,15,30,28,51,391,649,1728,3540,212,438,0,0,2364,4679,0,0,0,0,0,0,3,8,3,8,0,0,2441,4886,346,..,2787,4886
SAL12561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL12562,19,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,44,0,..,21,44
SAL12563,255,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,532,47,..,306,532
SAL12564,3507,10325,56,109,14,25,74,132,0,0,0,0,0,0,0,0,13,20,17,25,0,0,0,0,0,0,0,0,6,3,0,0,3597,10484,193,..,3789,10484
SAL12565,49,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,138,6,..,55,138
SAL12566,131,357,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,361,11,..,144,361
SAL12567,51,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,139,22,..,72,139
SAL12568,69,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,151,9,..,81,151
SAL12569,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,0,..,6,15
SAL12570,39,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,97,4,..,47,97
SAL12571,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,..,3,7
SAL12572,17,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,42,0,..,21,42
SAL12573,419,1398,4,10,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,428,1409,10,..,435,1409
SAL12574,480,1427,26,68,7,23,37,97,3,9,0,0,12,22,210,433,0,7,228,463,0,0,0,0,0,0,0,0,0,0,0,0,745,1990,63,..,808,1990
SAL12575,23,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,52,0,..,25,52
SAL12576,30,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,81,10,..,40,81
SAL12577,63,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,172,10,..,72,172
SAL12578,2583,8034,27,78,710,1848,739,1926,0,0,93,167,13,31,0,0,0,0,108,207,0,0,0,0,0,0,0,0,0,0,0,0,3436,10160,103,..,3530,10160
SAL12579,356,991,37,60,0,0,37,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,401,1058,20,..,418,1058
SAL12580,65,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,69,191,9,..,79,191
SAL12581,229,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,8,7,0,0,238,568,65,..,306,568
SAL12582,194,416,8,5,0,0,8,5,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,27,215,453,116,..,329,453
SAL12583,41,94,5,4,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,104,12,..,55,104
SAL12584,2795,7958,222,401,655,1394,881,1792,422,613,419,685,53,95,0,0,10,23,904,1417,0,0,0,0,0,0,0,0,0,0,7,19,4588,11192,409,..,5000,11192
SAL12585,465,1362,3,3,13,24,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,1385,16,..,494,1385
SAL12586,1004,2204,135,172,155,262,289,436,355,554,28,46,3,9,0,0,6,5,384,610,4,0,7,14,0,0,0,5,13,21,35,68,1717,3337,613,..,2335,3337
SAL12587,54,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,134,20,..,69,134
SAL12588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL12589,13,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,37,0,..,14,37
SAL12590,171,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,465,30,..,202,465
SAL12591,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,0,..,7,22
SAL12592,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,4,..,8,12
SAL12593,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,0,..,9,7
SAL12594,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,..,0,5
SAL12595,13,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,38,0,..,13,38
SAL12596,633,1541,20,39,0,0,20,39,4,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,4,4,4,9,12,664,1599,128,..,790,1599
SAL12597,48,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,105,4,..,50,105
SAL12598,30,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,74,16,..,41,74
SAL12599,4842,16787,343,838,1004,3455,1347,4289,396,812,1514,3538,1308,3142,339,799,78,234,3630,8529,0,0,0,0,8,15,55,158,58,164,51,121,9926,29896,982,..,10909,29896
SAL12600,1135,3768,90,177,300,1011,395,1183,188,247,293,612,228,490,0,0,17,46,724,1397,0,0,0,0,0,0,5,7,5,7,0,9,2253,6365,208,..,2457,6365
SAL12601,94,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,7,90,258,0,..,90,258
SAL12602,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,4,0,..,7,4
SAL12603,1476,3992,150,276,75,150,223,425,47,73,0,0,0,0,0,0,0,3,53,73,0,0,0,0,0,0,0,0,0,0,0,0,1750,4490,73,..,1829,4490
SAL12604,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,49,7,..,30,49
SAL12605,37,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,112,6,..,45,112
SAL12606,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,..,5,12
SAL12607,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,4,..,7,19
SAL12608,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,4,..,15,25
SAL12609,197,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,199,586,12,..,213,586
SAL12610,132,348,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,350,21,..,151,350
SAL12611,90,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,87,243,9,..,97,243
SAL12612,24,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,54,5,..,22,54
SAL12613,413,1223,10,23,3,11,16,36,0,3,0,5,0,0,0,0,4,4,7,15,0,0,0,0,0,0,0,0,0,0,0,0,426,1274,33,..,465,1274
SAL12614,294,1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,297,1019,18,..,316,1019
SAL12615,29,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,68,3,..,27,68
SAL12616,17,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,34,0,..,18,34
SAL12617,45,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,116,3,..,45,116
SAL12618,1707,6210,6,22,149,483,157,502,20,31,0,0,0,0,0,0,0,8,21,38,0,0,0,0,0,0,0,0,0,0,0,0,1882,6752,50,..,1933,6752
SAL12619,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,0,..,14,15
SAL12620,28,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,70,0,..,23,70
SAL12621,12,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,37,0,..,11,37
SAL12622,21,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,52,10,..,29,52
SAL12623,49,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,132,10,..,56,132
SAL12624,41,115,3,6,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,112,0,..,47,112
