SAL_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
SAL10894,0,0,0,17,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,16,8,7,29,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,5,3,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,6,0,0,0,0,5,3,27,6,12,49,10,100
SAL10895,25,87,49,384,0,553,0,0,0,0,0,0,477,13,23,13,5,529,6,0,4,0,0,4,16,3,5,19,0,41,112,63,46,360,3,589,19,0,5,3,0,26,12,3,0,4,0,14,10,3,0,32,0,44,6,3,4,5,0,13,0,0,0,0,0,4,81,3,5,6,0,88,34,19,8,150,0,223,20,4,0,35,0,64,34,0,0,0,0,34,15,0,0,4,0,22,0,0,0,0,0,0,5,6,0,3,0,8,0,0,0,0,0,0,4,4,4,4,0,14,5,0,0,9,0,15,14,0,0,4,0,22,0,0,0,0,0,0,39,22,23,184,0,266,0,0,0,0,0,0,14,9,6,0,0,27,13,0,0,0,0,17,16,3,0,0,0,19,27,0,3,0,0,34,4,4,0,7,0,15,164,25,9,32,0,231,0,0,0,0,36,38,1039,152,115,804,48,2166
SAL10896,0,0,0,15,0,15,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,51
SAL10897,245,439,385,2034,13,3113,5,9,0,47,0,65,4614,56,112,41,19,4837,54,3,11,18,0,89,111,17,5,17,0,148,1241,363,256,1858,20,3736,212,12,15,5,0,246,52,5,4,15,0,78,163,35,42,154,0,388,83,15,20,33,0,150,55,5,4,8,0,63,2301,35,34,7,4,2377,267,71,61,657,7,1060,247,67,29,127,0,472,579,0,15,0,0,596,133,28,12,36,0,206,3,0,0,0,0,8,38,9,3,21,0,76,35,0,0,0,0,35,45,22,4,9,0,83,82,9,9,18,0,114,104,4,7,11,5,120,4,0,0,0,0,4,274,83,84,599,4,1053,28,5,0,4,0,39,250,5,11,0,0,272,82,0,10,3,0,94,293,5,4,5,0,307,95,3,0,3,3,108,54,3,5,36,0,104,2828,109,136,110,11,3194,110,13,3,43,442,601,12973,829,726,4048,506,19082
SAL10898,555,348,143,779,30,1851,0,15,7,78,0,99,1657,6,21,26,10,1717,71,3,5,11,0,95,6,3,0,8,0,15,545,168,92,662,20,1489,127,4,18,0,0,147,17,0,0,8,0,26,55,11,3,38,0,114,111,20,0,35,5,169,26,0,0,0,0,26,190,0,0,4,0,199,54,34,17,218,0,322,173,52,12,83,0,318,115,0,0,0,0,121,1642,507,118,346,14,2620,32,0,0,6,0,43,11,7,0,9,0,28,66,7,6,3,0,78,13,4,4,0,0,21,66,3,0,14,0,86,31,4,0,0,0,37,86,0,0,7,0,93,47,29,14,178,0,263,30,3,0,3,0,33,10,0,0,0,0,9,22,0,3,6,0,34,19,4,0,0,0,23,1460,4,16,20,3,1499,7,0,0,7,0,17,2861,218,89,151,20,3339,338,32,28,42,1282,1716,9194,1040,428,1980,1368,14007
SAL10899,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,9,3,25
SAL10900,42,145,106,647,7,944,0,6,3,128,5,141,209,0,18,9,0,244,21,0,3,10,0,31,17,0,0,6,0,23,258,93,70,510,0,934,32,0,3,0,0,34,79,0,5,8,0,94,36,6,6,35,0,84,80,14,5,82,0,177,23,3,3,0,0,30,33,7,0,3,0,41,137,43,21,246,0,450,84,25,16,66,0,191,10,0,0,0,0,12,21,10,0,7,0,39,0,0,0,0,0,0,38,8,3,25,0,73,19,6,4,0,0,25,31,19,3,7,0,58,31,0,6,0,0,42,29,0,8,5,0,42,3,0,0,0,0,3,64,16,19,145,0,239,9,0,11,0,0,24,25,0,0,0,0,29,34,3,0,3,0,47,0,0,0,0,0,0,13,0,4,0,0,16,16,0,0,7,0,27,390,54,52,60,4,554,29,0,6,19,170,225,1456,266,212,1378,186,3490
SAL10901,0,0,0,19,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,16
SAL10902,0,3,8,88,0,97,0,0,0,7,0,7,0,0,5,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,10,3,10,73,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,35,0,40,4,0,0,11,0,16,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,22,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,9,0,0,0,0,0,0,33,10,12,186,0,237
SAL10903,0,5,0,64,0,78,0,0,0,12,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,19,8,4,95,0,123,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,24,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,7,0,0,0,0,15,20,36,7,6,157,27,228
SAL10904,11,49,33,453,11,548,0,8,6,102,0,109,7,0,0,0,0,7,0,0,0,0,0,0,10,9,0,4,0,21,162,58,36,483,12,746,6,0,0,0,0,9,7,0,3,6,0,12,14,0,5,43,0,58,3,0,0,9,0,11,3,0,0,4,0,3,0,0,0,0,0,7,35,9,3,155,6,210,7,3,4,24,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12,9,5,0,0,0,15,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,23,15,9,168,0,219,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,11,25,9,14,56,0,104,5,0,0,16,118,132,284,91,59,1061,138,1639
SAL10905,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,6,0,10,0,22
SAL10906,51,137,135,556,3,888,0,7,0,49,3,58,2665,10,32,21,16,2735,12,0,0,10,0,24,38,3,6,17,0,74,479,121,91,513,10,1214,135,0,16,0,0,150,57,9,9,9,0,82,66,21,13,69,0,168,20,12,7,21,0,63,10,0,3,7,0,19,229,0,0,3,0,232,119,43,32,275,4,469,102,30,8,76,0,221,158,0,3,5,0,167,14,7,0,6,0,34,3,4,0,4,0,12,3,5,0,11,0,21,19,0,3,3,0,22,26,5,6,4,0,49,31,8,3,12,0,55,52,0,4,5,0,62,5,0,0,0,0,5,101,26,37,183,3,350,12,0,0,0,0,15,15,6,0,0,0,16,85,3,4,3,0,102,25,0,0,0,0,27,152,0,0,3,0,162,12,6,3,16,0,37,1434,71,53,48,6,1613,52,0,4,4,626,689,5359,297,270,1219,663,7803
SAL10907,212,279,163,1289,8,1946,0,8,3,94,0,103,530,8,16,33,15,597,41,4,5,17,0,65,24,3,7,9,0,47,287,155,106,986,23,1547,64,9,19,4,0,95,19,0,9,13,0,50,52,12,4,78,0,150,370,75,36,208,0,686,17,0,0,0,0,21,208,4,5,4,0,226,43,34,21,315,7,422,398,59,50,254,3,757,30,0,0,0,0,35,562,163,58,143,4,934,100,8,9,30,4,151,76,30,9,50,0,156,43,16,4,4,0,69,18,6,8,10,0,45,54,13,0,12,3,77,34,7,0,4,0,39,67,12,0,3,0,88,64,46,27,224,0,357,71,13,0,11,0,101,15,5,0,0,0,18,61,0,9,7,0,83,10,0,0,4,0,12,718,8,19,15,0,765,13,4,4,11,0,39,1390,135,96,151,8,1774,123,8,11,33,380,557,5072,713,428,2748,444,9412
SAL10908,23,158,105,1612,8,1915,0,4,5,199,0,214,34,0,7,9,0,55,6,3,0,4,0,18,23,14,4,15,0,57,188,132,104,1418,10,1851,51,3,8,3,0,64,0,0,0,11,0,14,24,10,15,144,0,193,5,7,0,8,0,25,5,3,0,0,0,6,258,6,0,6,0,271,37,16,21,313,0,385,27,5,3,55,0,85,45,0,0,0,0,45,4,0,0,0,0,9,0,0,0,6,0,10,0,0,10,22,0,34,22,3,0,0,0,33,9,8,8,15,0,39,7,10,0,22,0,35,6,0,0,4,0,13,3,9,0,0,0,8,50,24,22,343,0,434,0,0,0,0,0,3,24,0,4,0,0,23,13,0,0,10,0,20,0,0,0,3,0,4,16,0,0,0,0,16,14,6,0,14,0,38,245,30,33,69,6,385,18,3,0,38,77,138,953,276,200,3058,91,4577
SAL10909,27,88,43,326,6,495,5,0,0,17,0,22,310,6,13,14,0,345,17,0,0,0,0,23,12,3,0,4,0,22,169,64,41,338,0,614,29,0,12,0,0,37,19,0,6,3,0,29,27,7,0,24,0,59,61,13,4,42,0,126,18,0,0,4,0,20,64,0,4,3,0,70,62,18,17,187,3,292,271,49,32,151,0,505,29,0,0,0,0,29,39,15,4,18,3,79,7,0,0,6,0,14,19,3,3,12,0,43,5,0,0,0,0,0,12,6,0,0,0,17,43,8,5,11,0,56,16,0,0,4,0,22,0,0,0,0,0,0,40,20,20,107,0,188,19,0,0,0,0,20,15,0,0,5,0,15,24,0,0,0,0,23,8,0,0,0,0,8,29,0,0,3,0,28,3,7,0,8,0,12,315,43,20,52,0,426,13,0,0,6,205,225,1456,218,131,867,225,2909
SAL10910,13,80,59,712,8,875,0,0,3,85,0,87,13,3,5,4,0,18,3,0,0,0,0,7,17,6,5,8,0,33,145,73,53,607,10,887,10,0,4,0,0,18,5,0,0,8,0,11,16,6,0,43,0,61,3,0,0,9,0,15,6,0,0,0,0,6,13,0,0,0,0,14,27,12,10,178,0,236,19,8,0,29,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,17,0,24,10,0,0,7,0,17,8,5,3,0,0,21,0,0,0,6,0,12,0,0,0,0,0,0,4,5,0,0,0,8,28,18,10,146,0,205,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,14,0,20,77,12,17,36,0,141,0,0,0,12,53,76,352,136,93,1336,74,1987
SAL10911,5,44,22,304,9,385,0,0,0,66,3,65,23,0,3,4,0,24,0,0,0,0,0,0,8,0,0,3,0,18,58,42,19,294,0,415,6,0,0,0,0,4,0,0,0,3,0,4,9,0,3,33,0,42,3,0,0,3,0,7,0,0,0,0,0,0,11,0,0,0,0,11,18,8,12,87,0,117,15,3,0,6,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,8,6,0,4,10,0,22,5,4,0,6,0,9,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,20,7,14,76,0,112,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,25,10,5,21,0,59,0,0,0,3,27,35,175,72,46,616,39,947
SAL10912,0,3,4,4,0,12,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,6,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,3,25,28,3,6,4,18,25,57
SAL10913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,14,14
SAL10914,12,48,43,207,0,307,0,0,0,0,0,0,29,0,4,0,0,38,0,0,0,0,0,5,4,0,0,5,0,13,201,42,41,219,4,506,4,0,4,0,0,4,6,0,0,5,0,15,19,10,7,10,0,47,4,0,0,7,0,14,3,0,0,0,0,3,4,0,0,0,0,4,35,15,7,92,0,144,12,3,3,13,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,6,0,0,7,6,4,0,0,0,10,9,0,0,3,0,12,8,0,0,0,0,9,0,0,0,0,0,0,40,11,12,85,0,142,0,0,0,0,0,0,11,0,0,0,0,11,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,7,57,0,13,9,0,70,4,0,0,0,46,54,385,87,75,463,54,1066
SAL10915,0,0,4,70,0,76,0,0,0,10,0,15,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,48,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,20,0,25,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,20,29,30,0,7,130,18,186
SAL10916,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,18,8,27
SAL10917,93,191,159,1236,12,1691,0,17,0,152,0,177,59,0,0,7,0,69,34,13,4,30,0,84,17,5,6,29,0,54,252,149,102,883,10,1396,330,8,33,4,0,382,9,0,3,0,0,16,35,23,11,69,0,135,24,9,5,20,0,55,8,3,0,3,0,19,317,4,0,0,3,329,56,33,16,223,5,327,60,34,10,102,0,204,5,0,0,0,0,5,27,12,4,11,0,50,5,0,0,3,0,10,67,39,9,98,0,217,38,4,8,4,0,51,14,10,15,7,0,40,20,9,3,8,0,41,4,0,0,3,0,9,39,4,5,0,0,44,56,26,20,206,0,310,3,0,4,0,0,12,29,5,4,3,0,44,21,0,0,4,0,25,14,4,3,0,0,15,4,0,0,0,0,4,11,3,0,3,0,22,793,67,35,66,5,966,33,4,3,20,157,217,2115,402,270,2217,182,5177
SAL10918,0,8,10,62,8,85,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,8,67,0,95,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,6,0,10,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,6,0,0,0,0,0,0,4,0,0,14,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,13,13,28,7,12,137,22,200
SAL10919,6,77,64,1020,4,1174,0,3,5,146,4,157,5,0,0,4,0,11,3,0,0,0,0,3,21,7,0,8,0,37,94,76,54,752,12,994,9,0,7,0,0,10,0,0,0,0,0,5,11,5,3,76,5,97,0,0,0,6,0,8,0,0,0,0,0,4,0,0,0,0,0,0,12,5,9,208,0,230,9,3,0,24,0,31,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,4,0,5,4,0,0,0,0,3,6,3,0,11,0,21,0,0,0,0,0,0,0,0,0,3,0,7,31,12,8,232,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,6,0,15,30,11,16,43,0,97,3,0,0,26,63,94,176,127,97,1778,86,2265
SAL10920,0,9,10,49,0,66,0,0,0,8,0,13,7,0,0,0,0,7,0,0,0,0,0,0,4,5,0,0,0,7,5,7,8,42,0,59,0,0,0,0,0,0,7,3,0,0,0,5,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,18,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,3,3,28,12,6,96,8,147
SAL10921,0,16,18,268,4,304,0,0,0,19,0,21,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,13,21,10,233,4,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,29,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,8,4,0,60,0,69,0,4,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,54,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,10,9,0,8,6,0,17,0,0,0,0,7,10,43,35,21,478,19,602
