SAL_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
SAL10001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10002,38,63,43,30,55,35,17,284,17,17,18,10,22,11,3,99,28,22,13,8,16,15,10,110,63,93,54,34,57,44,30,360,0,0,0,0,0,0,0,0,152,196,128,87,139,102,54,855,0,0,8,10,8,12,0,38,3,4,3,0,0,0,0,7,0,0,0,0,0,4,0,9,14,10,6,6,10,10,0,49,0,0,0,0,0,0,0,0,20,16,18,17,16,14,3,110,165,207,141,102,158,122,59,961
SAL10003,39,50,13,10,26,12,9,155,39,30,18,11,3,9,0,122,44,28,12,6,11,8,8,115,123,90,85,37,69,33,14,454,3,3,5,0,0,0,0,5,245,201,131,76,111,63,25,848,4,11,6,0,5,6,4,38,3,12,3,5,15,0,0,35,5,9,13,0,4,0,5,25,9,20,16,14,16,4,4,78,0,0,0,0,0,0,0,0,23,46,30,16,36,12,12,178,268,244,164,90,153,77,37,1029
SAL10004,0,0,0,4,0,0,0,7,8,10,3,0,0,0,0,27,0,0,11,3,9,0,0,13,42,52,40,24,23,4,3,189,0,0,0,0,0,0,0,0,58,56,51,31,35,5,4,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,8,12,7,10,15,0,0,49,0,0,0,0,0,0,0,0,8,15,13,8,15,0,0,55,59,73,61,41,53,8,4,301
SAL10005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10006,0,7,5,3,0,0,0,12,0,5,0,0,0,0,0,9,4,0,0,0,0,0,0,7,100,94,48,37,45,6,5,344,0,0,0,0,0,0,0,0,114,106,52,44,49,12,5,373,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,7,43,53,32,23,25,3,0,187,0,0,3,0,0,0,0,4,45,55,36,24,27,8,0,206,157,161,91,66,75,17,4,574
SAL10007,3,0,4,0,5,0,0,9,6,0,5,4,3,0,0,12,6,3,0,0,0,0,0,8,76,91,57,36,51,3,0,315,0,0,0,0,0,0,0,6,88,96,62,41,54,3,0,350,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,15,21,15,12,10,0,0,70,0,0,0,0,0,0,0,0,16,16,18,14,10,0,0,85,106,115,82,56,66,3,0,434
SAL10008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,9,3,0,0,0,25,0,0,0,0,0,0,0,0,4,10,6,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,7,5,9,0,0,37
SAL10009,44,58,27,10,17,10,3,176,24,29,12,6,12,0,0,86,25,25,14,8,8,0,0,75,346,309,235,125,131,30,24,1200,0,0,0,0,0,0,0,0,434,417,286,152,168,43,27,1535,3,3,0,0,0,0,0,10,7,7,0,0,3,0,0,20,0,7,3,5,0,0,0,21,64,84,59,27,48,12,9,301,0,0,0,0,0,0,0,6,77,108,64,34,54,12,9,355,509,529,354,189,217,56,34,1891
SAL10010,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,7,0,4,0,0,0,0,11,118,130,75,55,36,12,8,433,0,0,0,0,0,0,0,0,128,131,75,58,38,12,7,452,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,5,0,0,4,0,3,0,0,11,39,46,32,16,18,0,0,149,0,0,0,0,0,0,0,5,42,51,41,19,19,0,0,165,170,184,111,76,57,13,10,620
SAL10011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,11,10,4,5,0,51,0,0,0,0,0,0,0,0,11,22,10,9,8,5,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,0,0,10,0,0,0,0,0,0,0,0,3,5,3,0,5,0,0,14,13,22,13,9,8,5,0,73
SAL10012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL10013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
SAL10014,130,178,91,53,49,39,25,563,22,15,4,3,13,0,0,58,11,13,11,13,4,5,0,54,61,58,42,27,39,19,5,248,0,0,0,0,0,0,0,0,224,262,141,96,106,64,31,925,3,0,0,12,3,5,0,31,5,4,4,0,3,0,0,26,5,0,0,0,0,0,0,8,3,18,8,11,8,6,0,52,0,0,0,0,0,0,0,0,22,28,16,23,20,8,9,116,242,287,159,122,127,72,36,1038
SAL10015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,9,8,8,0,0,33,0,0,0,0,0,0,0,0,6,11,9,8,8,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,6,11,9,8,11,0,0,43
SAL10016,17,17,14,4,8,8,0,66,27,28,12,11,10,8,0,97,30,31,11,9,9,7,0,90,211,192,148,74,104,47,20,797,0,0,0,0,0,0,0,0,284,264,191,93,133,65,19,1046,3,4,4,0,0,0,0,19,5,11,9,0,5,3,0,31,4,5,5,3,8,0,0,25,30,37,27,27,31,9,3,166,0,0,0,0,0,0,0,0,46,55,45,30,42,14,11,242,325,322,231,122,175,84,32,1291
SAL10017,17,28,16,8,7,9,5,88,24,40,28,22,25,12,0,143,37,42,24,5,19,6,0,132,251,289,174,98,125,52,23,1007,0,0,0,0,0,0,0,0,331,396,242,132,171,82,28,1374,0,0,0,0,0,0,4,3,0,8,7,4,5,0,0,23,0,3,8,0,0,3,0,13,14,29,20,17,24,7,4,109,0,0,0,0,0,0,0,0,21,39,33,17,34,9,8,150,345,433,273,148,209,85,31,1525
SAL10018,0,4,0,3,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,28,32,26,12,22,5,0,120,0,0,0,0,0,0,0,0,29,31,29,22,25,9,0,141,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,4,4,6,10,0,0,21,29,40,35,25,32,9,0,166
SAL10019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,4,0,0,20,0,0,0,0,0,0,0,0,4,6,4,0,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,4,0,0,20
SAL10020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL10021,0,0,0,0,0,0,0,3,0,0,4,4,5,0,0,20,0,0,0,0,0,0,0,4,33,47,27,31,29,9,0,168,0,0,0,0,0,0,0,0,37,55,28,36,32,11,3,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,9,6,0,5,0,0,35,0,0,0,0,0,0,0,0,11,9,6,0,9,9,0,37,47,60,34,38,39,14,3,237
SAL10022,64,68,39,24,35,7,4,239,8,15,8,10,8,0,0,43,14,13,6,9,4,0,0,40,56,46,17,22,12,0,0,156,0,0,3,0,0,0,0,4,137,135,73,56,61,9,4,485,5,6,9,11,3,4,0,46,18,14,4,4,11,0,0,49,6,5,5,0,0,0,0,17,73,92,44,51,47,4,3,311,3,6,3,0,0,0,0,14,109,125,67,68,57,8,3,435,248,258,137,119,122,20,10,913
SAL10023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,5,0,0,19,0,0,0,0,0,0,0,0,6,8,0,0,7,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,6,10,10,3,0,3,0,0,27
SAL10024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,9
SAL10025,34,36,23,19,13,10,6,142,37,50,44,24,37,16,5,213,35,49,14,11,23,16,4,150,612,622,359,261,311,90,38,2288,4,0,0,0,0,0,0,9,717,764,447,317,383,123,54,2802,0,4,5,3,0,0,4,15,7,10,14,13,12,3,0,55,0,4,3,6,3,0,0,21,110,138,102,69,72,15,8,521,9,9,0,0,0,0,0,17,122,167,125,85,92,25,13,632,841,926,572,403,477,142,65,3435
SAL10026,21,21,5,0,14,4,0,71,18,10,10,7,9,5,4,68,24,12,10,8,10,3,3,68,238,188,116,76,74,15,7,716,7,0,5,0,0,0,0,3,292,234,146,100,103,36,13,927,3,5,4,0,4,0,0,12,10,11,7,4,0,0,0,35,0,4,8,0,5,0,0,23,79,101,67,41,39,11,3,337,0,0,0,0,0,0,0,4,90,118,85,46,54,9,8,418,384,357,232,145,156,48,22,1342
SAL10027,20,10,9,3,10,4,0,48,8,4,6,5,4,5,0,31,13,19,10,0,5,0,0,57,130,155,74,58,75,26,8,517,0,0,0,0,0,0,0,0,177,186,89,64,88,28,9,651,0,6,0,0,0,0,0,13,5,4,3,0,3,0,0,21,0,0,0,0,5,0,0,9,26,40,30,20,29,4,6,150,0,0,0,0,0,0,0,0,30,45,37,24,36,8,3,186,207,240,126,90,128,38,12,835
SAL10028,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,19,20,18,7,14,3,0,88,0,0,0,0,0,0,0,0,18,26,27,8,14,3,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,8,6,3,5,0,0,31,0,0,0,0,0,0,0,0,5,8,6,4,3,3,0,31,27,31,32,11,16,4,0,132
SAL10029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,0,4,0,0,25,0,0,0,0,0,0,0,0,7,6,6,0,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,13,10,0,3,0,0,35
SAL10030,105,102,40,12,25,14,4,297,93,33,20,10,17,4,0,187,66,47,12,0,10,0,0,137,159,98,53,31,29,12,4,403,0,0,0,0,0,0,0,5,432,280,123,57,73,33,15,1024,0,6,5,7,7,12,4,37,6,9,9,0,3,6,0,25,5,7,0,0,8,0,3,26,11,22,11,5,4,7,4,59,3,3,3,0,0,0,0,8,20,43,27,18,18,19,11,157,457,325,150,71,100,53,28,1173
SAL10031,16,21,18,7,14,5,13,93,12,14,9,18,18,13,10,92,17,25,14,7,12,6,0,80,86,117,64,41,69,32,19,434,0,0,0,4,0,0,0,7,131,171,108,71,115,61,45,706,0,0,0,0,3,0,0,8,0,3,5,0,5,4,0,12,0,0,0,4,4,0,0,3,3,15,9,3,4,3,4,38,0,0,0,0,0,0,0,0,3,12,14,8,17,8,4,64,133,185,117,86,125,68,51,773
SAL10032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,15
SAL10033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10034,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,10,0,0,0,0,0,0,0,0,0,5,3,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,0,0,16
SAL10035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,8,5,0,0,0,0,12
SAL10036,103,127,96,49,59,41,21,497,48,94,51,28,50,19,11,287,37,69,56,32,38,14,4,251,169,229,137,112,118,79,32,870,0,0,0,0,0,0,0,0,350,514,340,218,264,145,74,1908,3,3,8,4,0,4,0,26,8,4,4,4,5,3,0,41,0,3,3,3,0,0,0,14,9,17,10,14,14,9,7,82,0,0,0,0,0,0,0,0,20,34,24,29,21,19,10,169,380,549,361,243,287,164,82,2068
SAL10037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,10,0,3,3,5,7,3,0,15
SAL10038,189,132,61,40,46,41,24,534,19,11,5,7,8,9,0,54,32,19,5,4,10,5,0,76,33,25,20,11,10,8,8,98,0,0,0,0,0,0,0,0,269,181,92,60,70,59,29,760,5,9,9,18,13,14,6,88,0,0,4,3,3,0,3,12,0,6,5,3,4,0,0,17,7,7,4,0,7,3,0,32,0,0,0,0,0,0,0,4,14,27,26,19,31,21,15,151,282,214,115,78,96,86,44,915
SAL10039,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,9,3,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,3,4,0,0,14
SAL10040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,19
SAL10041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,9,0,3,0,0,21,0,0,0,0,0,0,0,0,10,9,9,0,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,9,11,9,0,7,0,0,32
SAL10042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,4
SAL10043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0,12,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0,12
SAL10044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,8,8,0,8,0,3,0,0,16,0,0,0,0,0,0,0,0,5,4,8,5,9,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,5,4,8,8,12,4,0,31
SAL10045,0,3,0,0,0,5,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,4,8,7,5,5,0,0,42,0,0,0,0,0,0,0,0,11,13,16,12,11,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,12,13,16,11,10,0,0,71
SAL10046,8,11,5,0,6,4,0,35,17,17,19,8,13,0,0,81,27,31,4,4,16,0,0,83,158,167,130,66,68,25,10,625,4,3,0,0,0,0,0,4,209,232,160,88,94,35,9,829,0,3,3,0,8,0,0,16,3,3,6,10,12,0,0,35,4,0,0,4,3,0,0,13,34,56,42,28,44,11,3,221,0,0,3,0,0,0,0,3,41,69,56,38,63,16,3,287,251,302,216,127,153,46,16,1118
SAL10047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,10,0,3,0,0,18
SAL10048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,3,4,0,0,0,0,6
SAL10049,103,107,65,42,53,34,25,424,44,34,26,19,15,5,0,142,25,27,14,7,14,3,0,98,154,135,77,56,49,16,5,494,4,5,0,4,4,0,0,15,334,306,183,128,133,67,35,1176,9,26,17,18,14,7,3,91,16,24,6,6,12,0,0,77,8,9,7,9,8,3,0,40,104,107,65,52,56,12,3,397,3,6,8,3,6,0,0,24,133,170,109,91,95,23,9,632,464,473,287,219,227,86,42,1810
SAL10050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4
SAL10051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,0,0,0,0,0,0,5
SAL10053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,7,3,3,0,0,20
SAL10054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,0,0,0,7,0,0,0,0,0,0,0,0,4,5,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,0,0,0,7
SAL10055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,3,6,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,4,0,0,0,12
SAL10056,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,4,4,0,0,18,0,0,0,0,0,0,0,0,4,5,6,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,10,7,4,4,3,0,0,30
SAL10057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
