SAL_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
SAL10351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0,0,11
SAL10354,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,5,0,0,0,0,8,5,4,3,0,3,0,0,16,0,0,0,0,0,0,0,0,13,8,11,5,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,9,16,9,10,4,3,0,0,44
SAL10355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,12
SAL10356,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,10,13,6,5,3,0,0,37,0,0,0,0,0,0,0,0,13,11,8,4,6,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,5,13,14,10,4,6,0,0,52
SAL10357,0,3,0,0,0,0,0,7,0,0,0,0,4,0,0,6,4,5,4,0,0,0,0,18,17,19,18,14,11,5,0,79,0,0,0,0,0,0,0,0,22,24,28,16,20,3,3,115,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,11,0,0,0,0,0,0,0,0,3,3,7,0,6,0,0,17,28,28,28,19,24,3,4,128
SAL10358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,11,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,18
SAL10360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,0,0,0,21,0,0,0,0,0,0,0,0,4,6,0,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,4,4,7,4,5,4,0,0,30
SAL10361,0,0,0,0,0,0,0,4,4,5,5,0,0,0,0,8,0,0,0,0,0,0,0,0,22,23,24,9,12,0,0,84,0,0,0,0,0,0,0,0,25,28,27,9,12,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,17,25,33,24,12,15,0,0,107
SAL10362,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,16,16,0,11,5,0,0,53,0,0,0,0,0,0,0,0,25,19,0,11,5,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,26,19,6,11,5,0,0,63
SAL10363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10364,0,7,4,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,3,5,0,0,10,22,26,13,8,3,3,0,87,0,0,0,0,0,0,0,0,22,34,23,15,13,3,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,14,7,7,5,0,54,0,0,0,0,0,0,0,0,9,15,14,7,7,3,0,57,33,48,34,17,18,3,0,162
SAL10365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL10366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,9,0,0,15,0,0,0,0,0,0,0,0,9,0,0,4,9,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,9,0,0,17
SAL10367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL10368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,11,3,3,0,0,0,23,0,0,0,0,0,0,0,0,10,13,3,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,18,3,3,0,0,0,36
SAL10369,0,0,0,0,3,0,0,5,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,6,5,13,4,0,12,0,0,35,0,0,0,0,0,0,0,0,8,20,9,4,14,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,7,20,15,8,14,0,0,73
SAL10370,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,3,10,7,7,4,0,0,33,0,0,0,0,0,0,0,0,8,19,6,6,9,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,8,22,4,6,12,0,0,59
SAL10371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,17,5,3,0,0,73,0,0,0,0,0,0,0,0,18,25,17,5,5,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,19,0,0,0,0,0,0,0,0,3,4,3,0,5,0,0,22,22,30,24,9,11,0,0,92
SAL10372,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,10,0,0,0,0,34,0,0,0,0,0,0,0,0,9,16,6,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,15,10,0,0,0,0,35
SAL10373,30,32,21,10,15,8,4,116,25,34,18,14,18,9,5,111,35,28,21,7,18,5,0,119,66,65,51,32,42,28,16,292,0,0,0,0,0,0,0,0,149,161,115,61,96,46,21,643,0,3,4,0,5,0,6,12,0,3,3,0,0,0,0,13,0,4,0,0,6,3,0,17,3,9,4,5,6,5,0,34,0,0,3,0,0,0,0,3,3,24,21,8,9,6,5,78,149,186,138,65,107,52,22,716
SAL10374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,4,4,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0,0,16
SAL10376,24,24,9,7,23,3,0,97,7,4,0,0,0,0,0,11,3,0,0,0,0,0,0,8,58,38,27,14,18,3,3,160,0,0,0,0,0,0,0,0,96,71,37,21,45,10,10,286,0,0,4,0,5,0,3,18,0,4,8,0,3,0,0,12,0,0,0,0,0,0,0,7,16,22,7,12,12,4,0,82,0,0,0,0,0,0,0,4,27,30,21,20,24,10,3,123,122,96,59,41,64,16,9,412
SAL10377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9
SAL10378,92,97,76,45,65,52,23,452,21,26,19,8,13,10,3,103,13,16,4,0,6,0,0,47,38,32,14,3,14,10,0,112,0,0,0,0,0,0,0,3,168,173,113,58,94,75,27,713,14,10,20,6,12,8,12,86,7,0,0,3,0,0,0,21,0,0,3,0,0,0,0,5,8,5,3,0,5,0,0,23,0,0,0,0,0,0,0,3,23,19,26,17,25,9,11,133,186,191,139,79,123,87,43,848
SAL10379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,9,10,13,3,6,0,0,43,0,0,0,0,0,0,0,0,10,10,13,3,7,3,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,9,14,15,13,3,7,3,0,51
SAL10380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,5,4,0,4,0,22,0,0,0,0,0,0,0,0,10,7,5,5,0,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,8,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,8,9,7,7,8,4,4,0,34
SAL10381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8
SAL10382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8
SAL10383,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,12,6,8,14,4,0,61,0,0,0,0,0,0,0,0,14,20,8,9,14,4,0,70,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,10,10,4,0,6,0,0,29,0,0,0,0,0,0,0,0,11,13,7,0,6,0,0,37,24,34,17,13,20,0,0,106
SAL10384,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,0,0,6,0,0,3,17,11,25,14,13,14,5,0,87,0,0,0,0,0,0,0,0,10,29,16,16,17,9,3,107,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,5,4,5,0,4,0,0,17,0,0,0,0,0,0,0,0,5,4,5,0,6,0,0,16,15,36,20,16,24,8,9,123
SAL10385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10386,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,14,12,8,8,3,5,47,0,0,0,0,0,0,0,0,7,14,10,8,8,5,5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,20,10,8,8,5,5,56
SAL10387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,14,0,8,0,0,46,0,0,0,0,0,0,0,0,13,16,14,0,8,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,13,17,15,3,5,0,0,57
SAL10388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,3,0,3,0,0,30,0,0,0,0,0,0,0,4,9,15,8,0,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,15,6,0,3,0,0,38
SAL10389,0,3,4,0,0,0,0,14,4,4,0,0,0,3,0,16,6,4,5,4,0,0,0,20,104,122,52,44,45,7,3,370,0,0,0,0,0,0,0,0,118,136,55,43,44,8,8,419,0,0,4,0,0,0,0,4,3,3,0,0,5,0,0,18,0,0,0,0,0,0,0,0,28,27,16,14,23,8,4,112,0,0,3,0,0,0,0,3,27,28,22,15,29,11,4,133,144,169,80,63,74,19,8,552
SAL10390,13,15,14,12,8,9,7,85,10,8,12,3,10,7,5,54,9,11,6,4,8,3,3,40,81,87,57,47,49,17,14,353,0,0,0,0,0,0,0,0,118,124,85,64,81,37,25,536,0,0,0,0,3,4,0,10,11,4,0,4,3,3,0,24,0,0,3,0,4,0,0,10,26,29,20,17,12,4,0,111,7,0,0,0,0,0,0,4,40,33,26,19,23,11,0,155,154,165,111,82,99,49,27,689
SAL10391,58,68,47,25,38,14,10,255,24,12,9,6,0,0,0,57,4,6,0,3,0,0,0,12,56,49,22,15,20,7,0,178,0,0,0,4,0,0,0,7,144,147,90,53,56,18,13,518,12,21,10,4,13,3,4,66,12,17,9,6,5,0,0,50,6,5,0,3,4,0,0,23,52,66,40,25,21,0,7,207,6,0,0,3,3,0,0,18,83,113,66,44,44,4,10,360,230,260,150,88,102,21,20,878
SAL10392,8,13,9,8,8,0,0,47,11,18,9,7,13,4,0,59,18,22,13,6,16,0,0,75,84,107,63,37,44,15,0,349,0,0,0,0,0,0,0,0,119,159,98,61,72,16,0,532,3,0,3,4,0,0,0,10,5,6,6,6,3,3,0,20,3,3,9,0,7,6,0,32,3,32,29,22,28,3,0,117,0,0,0,5,0,0,0,7,12,50,46,35,33,10,0,190,134,210,143,94,108,27,4,717
SAL10393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9
SAL10394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,8,3,4,0,0,16
SAL10395,0,6,0,0,0,0,0,8,6,0,4,0,5,0,0,17,0,0,0,0,0,5,0,8,49,53,34,16,34,12,6,202,0,0,0,0,0,0,0,0,58,60,40,20,46,13,6,235,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,13,14,13,15,20,8,3,79,0,3,0,0,0,0,0,3,18,18,15,20,19,3,0,88,75,77,55,38,60,19,7,329
SAL10396,2129,1814,917,528,656,448,283,6774,212,165,91,64,45,20,15,604,162,124,59,40,45,23,9,458,504,440,254,171,202,99,37,1714,8,3,6,6,0,0,0,27,3016,2540,1328,800,947,595,342,9571,120,170,127,86,141,99,58,795,59,49,34,30,26,13,17,229,25,33,21,16,27,4,4,128,170,204,146,111,107,32,15,784,17,18,7,9,0,0,0,60,384,472,342,249,311,156,91,2001,3398,3020,1673,1051,1250,752,432,11577
SAL10397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,4,3,0,0,15
SAL10398,6,0,0,6,0,0,0,19,9,8,4,5,0,0,0,25,11,6,0,3,4,0,0,31,46,48,19,16,19,4,3,152,0,0,0,0,0,0,0,0,77,65,28,22,25,7,7,233,0,0,0,3,0,0,0,13,4,0,4,0,0,0,0,6,0,7,0,0,0,0,0,11,16,27,16,6,6,4,0,86,0,0,0,0,0,0,0,0,24,37,17,12,13,6,4,111,94,109,51,35,43,17,5,351
SAL10399,71,70,48,47,54,61,35,396,16,12,3,9,10,4,4,47,9,6,7,3,13,0,4,34,46,26,15,20,15,9,3,135,0,0,0,0,0,0,0,0,133,124,74,80,81,74,43,616,0,4,3,0,7,5,0,23,5,6,0,3,0,4,0,15,0,0,0,3,0,0,4,6,10,5,3,5,4,0,0,34,0,0,0,0,0,0,0,0,12,21,12,15,16,11,4,82,149,137,82,92,103,82,44,697
SAL10400,5,5,4,4,0,0,4,24,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,6,11,9,0,3,4,0,37,0,0,0,0,0,0,0,0,16,22,10,6,7,3,4,64,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,9,3,0,0,3,0,30,0,0,0,0,0,0,0,0,12,13,5,3,7,3,0,38,28,29,18,9,9,6,0,109
SAL10401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,0,5,0,0,22,0,0,0,0,0,0,0,0,0,3,9,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,9,3,3,0,0,27
SAL10402,77,111,75,40,77,46,40,469,24,47,28,19,25,20,10,174,36,52,26,13,20,9,6,158,112,154,101,77,88,76,23,631,4,0,0,0,0,0,0,9,246,370,229,155,208,144,84,1435,5,8,8,15,8,12,5,62,3,5,5,7,4,0,5,24,0,3,0,6,3,5,0,20,5,17,17,14,20,11,7,90,0,0,0,0,0,0,0,3,21,36,32,35,36,27,14,206,268,405,261,189,247,172,102,1642
SAL10403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,8,0,0,0,0,14
SAL10404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,4,0,0,0,0,15
SAL10405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,3,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,7,0,4,3,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,3,3,0,0,17
SAL10406,21,22,12,8,14,16,0,94,62,53,26,22,31,18,9,220,42,46,31,16,19,11,13,170,291,289,161,116,146,55,25,1089,0,0,0,0,0,0,0,4,416,413,229,162,209,101,48,1577,0,3,0,3,0,0,0,13,3,7,10,3,7,0,0,36,0,8,7,0,0,0,0,17,32,71,47,25,36,10,9,229,0,0,0,0,0,0,0,0,35,88,62,32,45,19,14,297,457,501,296,196,252,121,60,1882
SAL10407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,19,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,4,0,4,0,0,0,0,0,5,3,5,5,0,3,0,0,17
