SAL_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
SAL10697,0,4,0,6,0,9,0,0,0,0,0,0,6,0,9,6,0,6,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,27,23,20,43
SAL10698,15,13,27,44,31,69,13,17,26,52,50,102,101,91,197,13,0,12,35,30,67,76,76,147,118,106,226,0,0,4,0,3,3,6,6,9,9,12,22,0,0,0,19,21,37,13,22,36,6,5,6,0,3,9,7,5,15,0,0,0,26,37,66,45,57,102,0,0,0,3,5,8,0,0,0,3,5,8,109,135,245,391,417,807
SAL10699,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,3,6,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,27,19,16,34
SAL10700,0,0,0,0,6,5,0,0,0,0,0,0,0,6,5,0,5,7,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,10,23
SAL10701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9
SAL10702,57,56,115,96,110,204,42,50,91,17,7,22,156,164,321,66,49,111,45,79,118,43,51,93,149,175,327,0,0,0,0,3,5,33,10,41,11,24,28,0,0,0,46,39,84,58,72,126,0,10,10,10,16,21,11,18,28,0,0,0,79,112,193,122,153,276,3,0,3,0,6,12,0,0,0,3,6,14,29,32,63,522,591,1108
SAL10703,7,4,7,9,4,15,0,0,0,0,0,0,18,4,20,0,6,6,11,6,17,0,3,0,15,12,25,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,41,33,77
SAL10704,3,0,3,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,9,12,9,16
SAL10705,3,0,7,13,12,26,0,0,0,6,0,8,12,21,31,0,3,7,3,3,6,9,5,13,12,10,17,0,0,0,0,0,0,3,0,3,3,7,8,0,0,0,9,7,13,0,5,4,0,0,0,0,0,0,0,6,6,0,0,0,4,9,10,11,14,24,0,0,0,0,0,0,0,0,0,0,0,0,15,18,36,55,64,112
SAL10706,0,0,3,6,0,9,0,0,4,0,0,3,7,4,12,3,4,6,0,0,4,0,6,6,6,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,7,11,24,27,47
SAL10707,5,0,0,7,4,14,0,0,0,0,0,0,7,4,14,0,0,3,0,0,0,4,3,6,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,19,20,38,32,36,69
SAL10708,0,0,3,0,0,0,4,5,4,0,0,0,4,4,9,0,6,4,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,21
SAL10709,24,19,43,59,61,118,10,0,8,0,0,0,68,61,131,43,52,100,4,0,9,0,0,0,47,57,101,0,4,0,0,6,6,11,0,12,7,12,18,0,0,0,16,18,40,0,3,6,0,7,9,0,0,0,5,18,26,0,0,0,12,29,40,27,45,75,0,0,0,0,4,4,0,0,0,0,4,4,45,51,94,210,242,454
SAL10710,4,7,12,24,16,41,3,4,7,0,5,4,31,22,51,6,17,28,6,0,4,6,5,12,17,23,42,0,0,4,0,4,4,3,3,11,5,0,6,0,0,0,11,12,22,0,0,0,0,7,7,0,4,4,3,3,3,0,0,0,3,16,17,12,21,39,0,0,0,4,0,5,0,0,0,4,0,5,46,50,94,117,126,245
SAL10711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,11,7,6,13
SAL10712,4,4,4,0,3,5,3,0,3,5,3,9,10,9,16,10,3,14,0,0,0,0,4,9,8,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,3,6,3,8,0,0,0,0,0,0,0,0,0,0,0,0,9,8,12,32,26,60
SAL10713,10,4,12,14,12,25,0,0,0,10,9,16,21,18,46,3,7,10,3,0,6,6,4,14,17,10,25,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,7,4,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,11,3,0,6,0,0,0,0,0,0,3,0,6,24,25,53,81,68,149
SAL10714,0,0,0,0,3,0,0,0,4,0,0,0,3,8,4,3,0,5,0,6,12,0,0,0,5,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,9,13,22,25,43
SAL10715,0,0,0,3,0,0,0,0,0,0,0,4,6,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,8,6,15
SAL10716,77,97,174,230,235,467,64,55,118,44,64,108,342,356,699,172,245,418,45,61,106,67,76,140,283,378,665,99,98,198,124,177,299,80,45,121,114,174,286,0,6,4,413,490,902,640,718,1356,273,271,548,67,59,125,90,115,202,3,4,4,1074,1168,2236,1484,1660,3147,155,204,361,157,178,331,3,0,0,316,380,699,596,553,1147,3098,3434,6528
SAL10717,14,11,21,21,24,41,13,14,28,3,0,4,33,44,76,16,7,20,20,10,27,11,9,17,39,26,63,0,0,0,0,7,11,3,0,3,5,8,14,0,0,0,7,18,24,19,26,50,8,9,13,5,0,5,0,10,7,0,0,0,32,45,79,42,63,107,0,0,0,0,7,7,0,0,0,0,4,6,38,81,124,171,226,395
SAL10718,41,37,81,177,176,354,15,11,33,46,39,86,245,235,477,165,138,303,19,24,50,23,17,37,209,175,385,4,10,15,3,16,18,16,3,20,11,28,32,0,0,0,31,60,89,49,60,102,8,13,21,8,10,13,4,11,16,0,0,0,68,91,153,99,150,249,0,13,14,7,12,20,0,0,0,9,21,34,210,243,453,814,861,1675
SAL10719,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,15,11,9,17
SAL10720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10721,11,8,22,40,36,79,3,6,9,0,5,4,48,50,100,37,13,51,12,8,18,7,5,19,55,34,83,3,3,7,0,4,7,12,4,18,0,0,0,0,0,0,17,14,28,10,7,18,0,3,4,0,5,5,3,4,8,0,0,0,16,25,30,29,33,65,0,3,3,0,3,3,0,0,0,0,5,5,20,13,32,159,145,301
SAL10722,0,0,4,0,4,3,0,0,0,4,0,4,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,9,3,19
SAL10723,3,0,4,8,8,13,0,0,0,3,6,3,11,15,25,0,0,4,0,0,0,6,3,6,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,5,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,24,26,57
SAL10724,39,21,61,70,77,146,5,5,14,8,4,15,84,96,176,64,49,111,3,3,11,15,19,28,84,71,151,5,7,7,0,5,8,22,12,33,11,15,21,0,0,0,36,38,69,4,18,18,0,7,9,0,4,4,0,8,11,0,0,0,13,35,47,47,71,115,4,4,8,0,5,6,0,0,0,5,7,15,57,54,119,315,326,644
SAL10725,0,0,0,10,0,13,0,7,10,0,0,0,10,8,23,3,3,9,8,3,18,0,3,7,13,13,33,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,3,4,10,6,5,9,0,0,0,0,0,0,0,0,0,0,0,0,13,13,20,47,47,86
SAL10726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10727,0,0,0,0,5,5,0,0,0,0,3,6,8,8,7,7,0,7,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,9,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,20,16,35,34,29,63
SAL10728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10729,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,6
SAL10730,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,11,6,7,17
SAL10731,36,29,66,100,86,185,28,24,49,34,30,62,161,142,301,60,75,132,26,29,56,24,40,64,111,143,254,9,3,13,32,32,65,16,18,39,52,79,131,0,0,0,103,141,237,19,21,44,25,45,75,3,10,17,24,53,79,0,0,0,73,133,205,175,274,446,9,8,19,25,47,72,0,0,0,31,55,85,303,299,602,813,938,1752
SAL10732,0,0,0,3,0,5,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,29,18,18,40
SAL10733,9,14,21,47,41,83,11,10,20,11,4,13,59,52,121,17,25,46,20,16,39,15,15,31,57,59,117,0,0,3,0,0,3,0,3,8,6,4,12,0,0,0,15,13,26,12,10,24,0,5,9,0,4,0,10,11,12,0,0,0,20,21,46,36,34,72,0,0,0,3,3,6,0,0,0,3,3,8,28,23,47,193,187,381
SAL10734,27,9,32,21,21,41,34,33,65,19,14,35,73,72,139,15,10,22,28,29,60,19,24,39,62,67,128,0,0,0,0,5,5,4,5,11,6,8,12,0,0,0,11,15,21,37,30,68,0,4,5,3,3,7,3,6,15,0,0,0,49,45,91,55,59,114,0,0,0,0,8,8,0,0,0,0,8,10,23,25,54,242,240,480
SAL10735,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,4,0,4,8,0,7,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,3,9,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,17,22,12,36
SAL10736,3,0,3,3,3,6,0,0,0,0,8,10,3,6,11,3,6,4,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,19,20,23,40
SAL10737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
SAL10738,126,101,225,611,522,1130,110,110,220,8,6,14,736,644,1377,661,626,1292,55,44,100,23,27,52,745,707,1455,61,66,127,70,98,173,44,34,80,66,102,176,0,0,0,243,302,546,330,377,711,82,86,168,48,38,83,30,33,65,3,0,5,493,532,1029,745,839,1579,55,89,145,52,121,174,3,3,9,109,220,326,791,797,1589,3244,3310,6553
SAL10739,69,50,120,265,244,506,45,30,75,7,6,14,313,288,604,291,243,532,36,35,75,15,12,25,344,291,633,25,22,50,17,34,55,12,10,20,20,24,43,0,6,6,72,94,166,123,160,283,30,16,41,14,18,28,9,16,26,0,4,4,173,209,390,249,305,558,15,26,38,19,33,47,4,0,4,33,55,87,287,259,551,1301,1249,2551
SAL10740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,0,3
SAL10741,60,62,123,129,128,258,33,36,75,39,48,84,204,212,414,48,68,110,41,44,84,21,33,49,114,141,249,7,6,12,4,6,11,7,14,20,17,13,36,0,0,0,33,42,75,32,35,70,6,10,15,3,4,10,22,28,53,0,0,0,65,80,148,96,126,219,9,8,12,9,13,22,0,0,0,17,17,34,73,109,187,559,666,1229
SAL10742,0,0,0,0,0,0,0,4,6,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,8
SAL10743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,6,3
SAL10744,3,10,9,13,10,19,0,0,0,0,0,0,13,12,22,0,0,7,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,6,10,11,26,29,55
SAL10745,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9
SAL10746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10747,61,61,122,133,116,248,45,41,83,60,53,111,234,212,446,288,57,348,26,55,78,53,67,117,367,179,540,3,7,6,6,8,16,15,22,38,23,37,59,0,0,0,44,71,117,7,15,24,5,11,19,7,12,18,16,48,63,0,0,0,36,88,123,82,163,243,6,6,7,4,12,13,0,0,0,11,11,21,105,102,210,861,726,1589
SAL10748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,6
SAL10749,88,68,157,128,109,236,31,37,63,23,24,43,176,169,343,57,52,109,27,26,53,18,8,25,102,85,178,5,0,7,8,3,9,10,10,20,7,25,39,0,0,0,32,43,78,3,20,22,3,13,16,0,11,12,11,36,47,0,0,0,20,69,96,56,115,166,0,3,3,3,6,18,0,0,0,4,12,20,30,28,58,453,481,936
SAL10750,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,4,9,16
SAL10751,5,0,5,0,6,9,3,0,3,0,4,8,7,8,14,6,0,6,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,9,3,13,28,18,45
SAL10752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
SAL10753,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,10,11,16,9,13,26
SAL10754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,524,943,3,15,19,4,10,12,0,0,0,0,0,0,424,553,978,427,554,978,0,0,3,0,0,0,0,0,0,3,0,0,170,204,374,596,757,1351
SAL10755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3
SAL10756,25,17,40,66,49,110,9,8,18,8,3,10,77,58,138,27,39,63,25,25,50,12,14,27,70,72,145,5,0,5,0,5,5,10,8,15,7,8,17,0,0,0,21,27,46,12,12,20,0,11,10,0,0,0,9,14,21,0,0,0,13,32,52,37,61,93,8,3,10,0,12,13,0,0,0,8,18,26,38,41,85,248,265,514
SAL10757,4,6,9,21,14,27,5,7,13,3,5,3,24,19,39,17,11,23,0,3,5,0,4,3,23,11,35,0,0,0,0,0,0,0,0,0,4,9,6,0,0,0,6,10,12,0,4,0,3,0,3,0,0,0,5,8,9,0,0,0,5,15,15,13,23,28,0,0,0,0,0,0,0,0,0,0,0,0,23,18,37,84,79,158
SAL10758,0,0,4,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,5,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,8,15,20
SAL10759,0,0,0,0,0,0,0,5,6,0,0,0,0,0,5,0,0,0,0,4,4,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,11,11,20
SAL10760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SAL10761,0,0,0,4,4,9,0,0,0,0,0,0,0,5,10,5,0,4,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,19,20,18,40
SAL10762,3,0,3,5,8,9,0,0,0,0,0,0,5,8,9,0,6,11,0,0,0,0,4,4,6,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,8,3,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,24,23,42
SAL10763,16,7,33,35,43,86,0,6,6,8,10,17,44,59,103,23,22,45,13,14,25,20,29,48,57,58,115,0,0,3,0,0,6,9,0,11,9,8,13,0,0,0,22,13,39,6,7,19,5,3,4,0,3,3,4,10,15,0,0,0,21,30,45,44,44,79,0,0,0,0,0,4,0,0,0,0,0,4,25,19,47,189,192,386
SAL10764,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,4,5,13
SAL10765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10766,25,23,51,75,67,141,5,14,17,5,0,14,88,83,169,28,42,73,29,29,56,0,6,7,64,79,138,0,4,6,3,3,5,11,6,19,12,28,39,0,0,0,27,39,70,10,17,29,4,10,16,6,3,3,0,12,13,0,0,0,24,39,63,54,83,136,0,0,0,8,4,12,0,0,0,11,3,13,42,32,74,272,300,575
SAL10767,73,85,164,289,239,532,42,25,71,12,8,27,349,279,629,163,153,315,65,55,115,12,19,24,234,222,459,14,28,35,9,20,30,43,20,66,29,65,91,0,0,0,94,133,223,27,39,61,8,26,35,9,9,22,16,32,49,0,0,0,60,109,163,148,236,384,3,5,9,18,12,28,0,0,0,23,19,40,252,261,517,1082,1113,2194
