SAL_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
SAL13400,9,14,0,0,0,0,0,7,5,17,6,23,0,0,5,4,0,0,5,4,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,5,3,0,4,18,51
SAL13401,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,8,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22
SAL13402,8,14,0,0,0,5,0,0,3,15,4,20,0,6,0,0,0,0,6,12,6,32,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,6,0,6,0,8,0,0,17,54
SAL13403,28,60,0,0,9,36,4,19,11,34,16,85,4,10,0,0,6,23,11,42,29,121,0,0,5,16,0,5,3,21,8,29,0,3,3,5,9,15,9,23,23,57,0,0,81,237
SAL13404,6,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,3,0,3,0,6,0,0,9,20
SAL13405,31,61,0,4,0,20,0,9,6,28,17,62,4,12,3,7,7,29,11,44,28,111,0,0,0,0,0,0,3,11,3,11,0,0,3,6,8,17,9,24,15,30,0,0,73,203
SAL13406,128,253,4,17,23,107,0,0,116,444,144,569,16,71,25,102,43,138,85,317,227,881,0,0,0,3,0,0,6,27,8,29,0,0,10,22,16,32,24,55,34,83,6,10,385,1231
SAL13407,28,57,0,0,0,3,0,0,14,40,14,50,0,6,0,0,3,11,6,12,16,60,0,0,0,0,0,0,0,10,0,9,0,0,0,3,0,4,0,5,7,14,0,0,51,134
SAL13408,11,24,0,0,0,0,0,5,0,0,3,4,0,0,0,0,0,4,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,16,37
SAL13409,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
SAL13410,993,2045,65,386,221,1105,77,363,1080,4352,1442,6203,175,784,164,586,491,1681,833,3052,2272,9259,17,71,49,173,30,104,216,631,307,976,31,105,47,127,305,736,388,964,691,1939,59,144,4020,13390
SAL13411,397,822,23,145,116,555,29,144,817,3251,987,4090,54,240,62,207,85,293,202,743,1192,4832,8,43,34,124,10,37,127,396,176,597,12,33,17,43,64,165,96,246,269,846,19,43,1875,6542
SAL13412,1156,2292,12,49,120,537,10,34,637,2410,777,3030,48,212,140,497,120,382,313,1095,1087,4124,3,6,29,97,3,6,136,312,169,427,16,55,57,133,131,275,207,464,377,888,36,62,2654,7372
SAL13413,12,19,0,0,0,3,0,0,7,24,6,28,0,11,0,0,0,8,5,20,10,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,20,75
SAL13414,3,10,0,0,0,0,0,0,4,11,4,11,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,22
SAL13415,60,117,0,0,3,16,0,0,22,82,23,98,0,4,0,0,11,25,12,24,33,128,0,0,0,9,0,3,4,16,9,22,0,0,0,5,10,23,12,26,17,51,0,0,118,290
SAL13416,8,16,0,3,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25
SAL13417,4,4,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,4,0,4,0,12,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,8,20
SAL13418,12,20,0,0,0,0,0,0,5,8,5,8,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,6,5,10,0,0,18,38
SAL13419,1854,3736,5,22,78,354,8,53,835,2944,925,3371,66,281,109,388,224,736,399,1405,1325,4775,0,8,7,21,11,25,130,304,144,354,18,61,66,157,170,386,260,597,405,954,97,210,3683,9678
SAL13420,8,19,0,0,0,4,0,0,3,12,9,18,0,3,0,0,4,8,7,14,14,35,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,11,0,11,0,0,20,62
SAL13421,32,67,0,0,4,11,0,8,6,23,6,35,0,0,0,10,7,39,14,46,23,80,0,0,3,8,0,0,0,7,4,16,0,0,0,0,0,0,0,0,5,16,0,0,63,170
SAL13422,334,686,3,24,27,113,0,12,408,1451,437,1601,10,60,16,63,40,127,68,245,507,1846,0,4,3,25,4,11,53,139,63,182,5,17,7,21,48,106,66,146,130,329,20,45,994,2906
SAL13423,855,1741,39,241,181,913,41,199,810,3279,1075,4634,125,560,127,475,380,1322,635,2358,1710,6994,13,38,34,137,16,53,154,444,213,674,40,122,54,131,282,650,375,905,584,1574,68,145,3210,10456
SAL13424,563,1147,28,199,99,507,44,239,469,1886,652,2832,57,261,64,228,245,811,364,1295,1013,4129,8,34,39,135,29,139,220,652,296,955,22,68,38,99,179,422,239,586,537,1545,38,76,2150,6893
SAL13425,8,10,0,0,0,0,0,0,0,7,0,7,0,0,0,3,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,9,24
SAL13426,920,1836,8,43,199,910,10,43,828,3199,1042,4191,91,403,247,909,223,711,560,2023,1604,6222,0,5,38,124,4,10,97,232,137,374,7,33,66,163,100,216,178,413,312,788,24,52,2862,8895
SAL13427,134,266,3,8,42,178,0,0,139,557,186,743,20,81,48,168,42,136,104,382,286,1129,0,0,0,0,3,9,11,23,14,31,3,4,7,12,18,38,26,60,37,89,5,11,465,1492
SAL13428,38,69,0,0,0,8,0,8,13,53,15,62,3,7,5,9,7,26,10,42,29,109,0,0,0,0,0,0,4,12,4,12,0,0,0,5,0,5,4,8,3,16,6,5,70,196
SAL13429,25,47,6,13,4,9,0,0,12,62,21,83,0,0,0,0,0,8,0,10,24,93,0,0,0,0,0,0,9,15,9,15,0,4,0,0,3,9,3,15,14,26,0,0,59,171
SAL13430,21,49,0,0,3,13,0,0,4,15,3,29,0,0,0,5,3,8,6,16,12,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,85
SAL13431,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,5,5,8,3,14,0,0,14,29
SAL13432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13433,11,17,0,3,0,5,0,0,10,53,17,58,0,6,0,5,0,9,9,19,18,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,35,105
SAL13434,192,397,15,93,35,207,6,39,87,396,153,733,21,90,18,60,94,338,134,492,283,1224,5,22,5,17,5,23,21,74,36,133,5,19,11,17,41,92,52,126,86,259,4,17,567,1895
SAL13435,13,26,0,0,0,0,0,0,4,6,4,6,0,0,0,3,0,3,4,8,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,39
SAL13436,0,0,0,0,0,0,0,0,6,12,6,12,0,0,0,0,0,3,0,3,0,17,0,0,0,0,0,0,3,7,3,7,0,0,0,0,0,0,0,0,3,8,0,4,9,29
SAL13437,26,45,0,12,0,0,0,0,0,15,5,28,0,0,0,0,0,0,5,5,6,37,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,5,3,3,0,0,33,83
SAL13438,9,17,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21
SAL13439,7,20,0,9,5,9,0,0,3,18,11,32,0,3,0,4,6,13,10,19,18,53,0,0,0,0,0,0,5,8,5,8,0,0,0,0,4,4,4,4,3,10,0,0,29,87
SAL13440,19,40,0,4,5,7,0,0,11,32,12,46,0,3,0,0,5,13,7,20,20,62,0,0,0,0,0,0,3,8,3,8,0,0,0,3,0,6,3,9,9,12,0,4,43,118
SAL13441,3,10,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14
SAL13442,32,61,3,10,3,18,0,7,5,18,9,59,3,11,6,15,8,24,14,44,28,108,0,8,0,0,0,0,6,10,5,16,0,3,0,4,4,7,4,10,10,25,0,0,66,197
SAL13443,31,60,0,0,5,12,0,8,11,41,18,65,0,0,0,6,4,13,7,18,22,81,0,0,0,0,0,0,3,11,9,12,0,0,0,3,3,8,4,12,13,22,0,0,58,159
SAL13444,845,1724,26,163,201,919,40,191,921,3574,1197,4845,125,558,192,717,274,946,597,2222,1788,7066,5,12,29,83,13,32,161,417,208,538,27,95,43,92,140,333,205,525,415,1063,40,84,3092,9932
SAL13445,11,21,0,0,4,11,0,4,12,33,10,49,0,0,0,0,4,15,4,15,15,63,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,0,3,0,5,0,0,21,80
SAL13446,22,46,0,0,0,0,0,6,10,48,15,53,0,0,0,0,0,0,0,0,16,57,0,0,0,7,0,0,0,5,3,10,0,0,0,4,0,0,0,4,0,13,0,0,38,117
SAL13447,11,25,0,0,0,0,0,0,4,11,4,11,0,5,0,4,0,0,3,9,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,16,44
SAL13448,0,4,0,0,0,0,0,0,3,16,3,16,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,20
SAL13449,106,213,5,23,31,141,3,19,57,238,92,413,12,63,23,63,35,109,67,237,160,652,0,0,5,23,0,4,10,33,15,56,0,0,0,9,4,10,11,15,25,67,0,0,288,936
SAL13450,1088,2170,4,18,63,277,3,23,698,2571,770,2882,22,97,116,393,94,283,231,771,1003,3656,0,5,27,70,3,4,90,204,119,288,8,13,51,111,106,230,156,355,280,646,35,80,2408,6553
SAL13451,15,28,0,0,0,6,0,3,0,8,0,15,0,4,0,0,0,5,6,8,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,20,56
SAL13452,3,10,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,6,0,7,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,19
SAL13453,12,25,0,0,0,0,0,0,9,22,9,22,0,0,0,0,3,13,3,13,5,34,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,63
SAL13454,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5
SAL13455,83,173,0,10,8,31,0,13,42,164,53,216,4,8,7,17,24,87,33,114,84,332,0,0,0,0,0,0,0,7,0,7,0,0,0,6,5,14,10,19,15,28,0,0,186,535
SAL13456,27,50,0,6,0,0,0,0,0,6,0,11,0,7,0,0,0,3,3,11,3,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,5,11,3,9,0,0,36,77
SAL13457,5,11,0,0,0,4,0,0,0,3,3,8,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,8,22
SAL13458,558,1148,27,153,65,311,28,138,369,1450,488,2043,35,154,34,127,157,530,231,811,717,2856,7,46,24,94,9,43,99,286,147,467,10,33,16,41,123,292,153,365,302,829,25,58,1608,4891
SAL13459,298,598,0,0,0,0,0,3,66,235,70,244,0,6,0,3,6,18,8,30,81,271,0,0,0,0,0,0,22,42,22,42,0,0,5,3,14,34,18,39,40,80,4,11,425,957
SAL13460,13,25,0,0,6,12,0,0,3,24,11,34,0,0,0,0,5,15,5,15,14,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,79
SAL13461,36,80,0,9,9,24,0,7,15,45,22,84,0,3,4,12,11,27,16,49,32,125,0,0,0,8,0,0,3,19,9,25,0,0,0,0,8,19,8,18,15,40,0,3,91,247
SAL13462,473,953,5,33,72,327,7,25,377,1454,464,1838,35,141,78,281,126,437,240,856,699,2693,0,0,13,41,0,6,37,96,59,146,5,13,20,43,87,193,111,251,168,399,24,45,1361,4086
SAL13463,148,303,6,14,13,59,3,11,132,524,146,609,17,67,12,42,30,104,60,216,204,822,3,6,3,8,4,9,29,73,36,103,3,9,11,23,24,63,38,94,77,199,3,12,436,1339
SAL13464,1293,2596,26,113,116,544,69,321,844,3235,1054,4214,47,196,60,209,250,797,361,1196,1416,5415,11,59,67,243,43,168,345,999,471,1468,22,81,46,94,246,540,312,709,782,2175,57,128,3552,10316
SAL13465,15,26,0,0,0,0,0,0,9,37,9,37,0,0,0,3,5,6,4,10,15,48,0,0,0,0,0,3,0,3,3,6,0,0,0,0,3,4,3,4,3,14,0,0,30,86
SAL13466,6,14,4,13,0,4,0,4,4,12,4,29,0,0,0,0,0,0,0,0,4,29,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,11,46
SAL13467,25,47,0,0,0,0,0,4,5,16,6,18,0,0,3,4,3,13,9,19,10,36,0,4,0,0,0,0,0,8,5,12,0,0,5,0,5,3,6,12,5,25,0,0,46,108
SAL13468,561,1133,19,90,98,466,14,75,531,2060,660,2691,58,264,109,379,180,593,347,1234,1008,3925,0,0,25,77,4,8,102,271,131,362,20,71,39,93,137,303,201,469,329,834,30,68,1932,5965
SAL13469,3279,6594,31,174,305,1346,44,198,2524,9354,2909,11075,196,840,371,1313,666,2177,1229,4335,4135,15411,8,26,62,192,13,53,391,930,472,1192,43,149,125,287,481,1066,656,1500,1127,2697,196,414,8732,25113
SAL13470,35,68,0,6,6,14,0,0,6,37,13,53,0,5,0,3,10,26,8,34,21,88,0,0,0,0,0,0,0,4,3,8,0,0,0,0,4,12,4,12,6,15,0,0,62,170
SAL13471,7,9,0,0,0,0,0,0,0,7,0,7,3,8,0,3,0,0,4,11,3,16,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,9,28
SAL13472,130,263,0,7,0,21,4,14,40,164,50,200,5,16,7,14,24,86,33,114,85,312,0,0,0,3,0,0,14,35,14,38,0,0,3,7,12,26,19,40,31,69,0,0,248,657
SAL13473,22,38,0,0,0,4,0,0,11,60,14,60,0,4,0,0,18,57,18,59,34,117,0,0,0,3,0,0,11,16,8,14,0,0,0,0,3,12,3,12,13,29,0,4,62,188
SAL13474,41,81,0,3,0,8,6,32,24,111,34,160,6,27,0,9,17,50,22,82,60,242,0,0,0,3,0,0,0,0,6,4,0,0,0,0,4,6,4,6,3,12,0,4,109,338
SAL13475,12,26,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,11,5,14,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,20,54
SAL13476,138,289,23,137,37,205,15,72,132,564,201,976,19,78,21,61,68,253,105,390,310,1367,8,30,26,99,11,50,92,321,135,506,9,26,18,47,101,243,127,321,267,825,19,43,736,2526
SAL13477,167,326,0,13,7,47,4,30,82,332,97,412,0,15,7,32,31,98,40,138,140,554,0,0,3,12,0,3,16,41,20,55,0,0,4,12,8,19,11,28,36,85,0,3,338,969
SAL13478,773,1545,12,74,40,187,13,56,201,773,261,1084,16,71,35,104,100,312,146,479,410,1570,3,13,16,53,10,40,62,168,91,267,10,31,14,32,102,211,128,278,221,546,23,45,1421,3705
SAL13479,7,18,0,0,0,0,0,0,0,3,0,3,3,10,0,0,3,5,9,17,3,21,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,4,0,3,0,0,19,43
SAL13480,16,25,0,3,0,3,0,0,0,9,3,16,0,0,0,0,0,3,0,9,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,57
SAL13481,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,6,9
SAL13482,130,264,5,30,20,90,4,35,47,180,77,333,0,14,10,25,39,121,51,162,126,495,0,0,0,0,4,9,19,51,25,62,3,10,5,7,21,45,30,63,53,126,3,7,309,893
SAL13483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL13484,42,87,0,7,3,7,4,9,26,99,33,124,3,10,0,5,12,30,15,49,45,170,0,0,0,4,0,0,3,9,5,14,0,0,0,0,4,17,4,17,12,27,0,4,100,292
SAL13485,383,773,14,68,38,196,31,127,217,831,298,1228,19,97,15,47,95,304,126,442,426,1671,4,26,21,80,25,90,171,492,222,690,12,39,28,60,108,248,149,351,370,1044,21,44,1206,3529
SAL13486,77,161,7,22,4,28,0,10,35,135,45,186,11,37,4,16,18,49,28,100,70,285,0,4,0,10,0,0,7,33,10,47,0,0,8,9,10,13,13,26,24,70,0,0,178,518
SAL13487,1070,2149,9,58,57,273,30,152,364,1389,466,1867,21,86,29,94,120,382,175,558,642,2427,11,45,25,98,25,89,178,498,234,735,15,54,34,72,220,477,272,594,507,1328,31,65,2242,5975
SAL13488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13489,13,27,0,7,0,0,0,0,10,41,10,45,0,0,0,0,0,0,0,0,10,45,0,0,0,0,0,3,0,6,6,9,0,0,0,0,5,7,5,13,9,17,0,0,36,100
SAL13490,11,17,0,0,0,0,0,0,10,33,10,33,0,0,0,0,0,3,4,4,10,38,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,19,62
SAL13491,0,7,0,0,0,6,0,0,0,0,0,6,0,4,0,0,3,10,3,10,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19
SAL13492,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
SAL13493,139,291,0,4,14,78,0,0,75,305,92,384,15,52,18,60,48,144,75,251,166,641,0,0,5,13,0,0,15,33,16,44,0,5,4,10,17,39,21,47,42,93,3,3,349,1027
SAL13494,333,674,5,21,26,124,10,55,211,826,257,1038,6,43,18,59,36,128,68,229,318,1260,4,19,9,48,4,15,73,215,96,293,3,16,3,15,51,104,61,133,154,421,11,22,815,2374
SAL13495,0,0,0,0,0,7,0,4,0,0,0,11,0,0,0,0,0,4,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,6,22
SAL13496,6,15,0,0,0,12,0,0,0,8,4,12,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,13,28
SAL13497,0,3,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,10,0,10,3,15,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,7,23
SAL13498,17,27,0,0,0,0,0,0,13,37,13,37,0,0,0,0,0,3,0,3,9,42,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,5,0,3,0,0,28,78
SAL13499,3,13,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12
SAL13500,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,5,5,6,0,0,14,33
SAL13501,25,51,0,4,0,3,0,4,10,43,10,53,0,0,0,0,0,3,0,3,15,58,0,0,3,4,0,6,5,11,9,19,0,0,0,0,3,12,3,12,12,26,0,0,46,132
SAL13502,73,146,0,0,10,29,0,7,50,194,57,232,4,18,6,32,23,82,39,135,95,364,0,0,0,3,0,0,3,6,0,9,0,0,0,4,6,12,9,12,10,23,0,0,180,535
SAL13503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
SAL13504,1095,2207,15,93,139,616,19,88,684,2658,849,3454,87,375,128,457,298,985,514,1823,1361,5278,5,14,23,80,7,24,127,352,166,481,25,77,48,111,230,521,302,715,468,1187,42,87,2971,8762
SAL13505,3,3,0,0,0,4,0,0,0,10,0,14,0,0,0,5,0,4,3,12,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,28
SAL13506,393,789,0,13,35,161,8,28,198,781,245,985,3,15,30,97,37,117,77,231,318,1216,0,0,9,22,0,5,25,66,33,94,4,3,6,11,24,47,32,66,71,162,3,10,789,2178
SAL13507,472,945,11,35,63,266,4,30,263,1037,334,1369,29,124,45,173,110,351,189,650,525,2017,5,12,12,35,3,3,66,159,80,213,6,18,18,36,57,134,81,193,160,409,9,18,1168,3385
SAL13508,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15
SAL13509,16,35,0,0,0,0,0,0,5,24,5,24,0,0,0,3,0,5,0,3,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,4,0,0,26,63
SAL13510,57,110,4,14,8,22,3,14,24,104,34,141,0,16,3,19,13,27,20,66,50,210,0,0,4,7,0,0,5,8,5,18,0,0,0,3,3,8,9,12,15,29,3,5,128,354
SAL13511,11,27,0,0,0,7,0,0,9,22,6,30,0,0,0,6,0,3,4,8,12,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,56
SAL13512,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
SAL13513,475,951,5,18,35,149,10,45,202,795,244,1007,14,57,36,120,67,213,118,393,362,1399,5,8,12,56,0,11,74,173,96,241,5,11,21,45,65,141,86,198,180,434,12,28,1033,2817
SAL13514,60,125,5,9,3,15,3,25,30,130,37,180,3,16,3,13,23,80,31,108,75,288,0,0,0,0,0,0,12,29,12,29,0,0,3,3,11,27,14,31,22,59,5,5,155,476
SAL13515,36,70,3,16,5,26,0,10,25,99,35,150,3,17,3,13,0,11,6,36,45,184,0,0,0,4,0,0,5,13,3,18,0,0,0,3,0,6,3,8,9,24,0,0,87,282
SAL13516,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,4,0,4,0,9,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,3,7
SAL13517,996,2035,22,154,210,938,36,188,2080,7745,2348,9022,74,302,122,454,190,623,380,1377,2733,10403,5,39,44,155,13,52,178,480,247,727,14,63,51,118,136,325,210,508,455,1234,44,85,4222,13762
SAL13518,642,1283,5,30,84,380,25,100,363,1438,474,1948,23,113,47,141,93,297,169,543,640,2489,0,0,10,38,5,23,112,308,127,366,6,23,25,50,98,201,127,270,256,637,22,43,1566,4457
SAL13519,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3
SAL13520,79,146,0,6,15,50,7,9,47,180,62,250,3,18,14,40,14,43,34,103,95,355,0,0,0,10,0,8,5,9,9,27,0,0,11,19,11,18,21,39,27,66,0,4,200,560
SAL13521,0,3,0,0,4,8,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14
SAL13522,6,9,0,0,0,0,0,0,3,8,3,8,0,0,0,0,0,3,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20
SAL13523,145,283,0,8,7,43,3,12,56,219,71,288,0,0,10,30,17,47,27,84,100,367,0,0,0,0,0,0,12,37,12,37,0,4,3,4,11,31,15,40,34,76,3,10,274,728
SAL13524,563,1121,13,64,180,791,13,66,631,2539,838,3465,63,267,176,641,153,491,395,1395,1229,4859,0,3,25,81,6,14,62,156,89,250,6,25,31,73,75,169,119,262,204,513,13,31,2009,6521
SAL13525,110,230,8,28,9,57,7,27,59,255,83,372,16,68,19,47,39,124,69,247,155,611,0,0,5,14,0,9,3,18,9,42,0,0,0,3,15,30,17,32,25,75,0,6,296,922
SAL13526,26,52,0,0,0,6,0,0,23,89,27,95,0,0,0,12,7,22,9,40,36,132,0,0,5,10,0,0,10,25,14,29,0,0,0,0,8,16,8,16,21,52,0,0,80,229
SAL13527,7,19,0,0,0,0,0,0,4,8,4,8,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,3,0,3,5,6,0,4,14,35
SAL13528,9,15,0,0,0,8,0,0,4,13,0,21,0,0,0,0,0,4,0,6,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,42
SAL13529,32,63,0,0,0,8,0,0,23,98,26,114,3,9,3,12,10,20,9,41,37,151,0,4,0,7,0,0,0,0,4,12,0,0,0,3,0,3,0,0,3,15,0,0,72,227
SAL13530,61,129,0,0,0,8,3,7,18,66,19,79,5,21,3,8,18,45,20,70,40,149,0,0,0,0,0,0,3,13,3,13,0,6,3,4,4,7,6,16,13,25,0,0,112,303
