SAL_CODE_2021,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
SAL12216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
SAL12217,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,4,4,5,10,8,14,5,6,0,42,0,6,0,6,6,0,3,0,25,0,0,0,3,0,0,0,0,6,0,0,0,0,4,0,0,0,7,0,0,0,0,3,0,0,0,3,0,0,4,3,0,3,0,0,11,0,4,5,4,0,0,0,0,13,0,0,0,0,0,3,0,0,3,0,0,3,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,3,8,5,0,25,7,13,26,30,32,23,14,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,5,0,6,11,8,6,3,0,0,35,0,6,5,3,0,0,0,0,15,0,4
SAL12218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,0,0,11,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,10,7,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,6,0,0
SAL12219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,6,0,3,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,12,6,9,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,12,0,0,3,0,0,3,0,0,6,0,4
SAL12220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,17,0,0,0,5,0,0,0,0,5,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,4,4,0,0,0,9,3,8,6,14,6,8,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,9,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0
SAL12221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,7,3,3,3,10,12,10,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0
SAL12222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
SAL12223,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,5,15,9,12,13,12,5,0,74,5,8,9,16,3,4,0,0,44,0,3,0,4,0,0,0,0,10,0,0,0,0,3,0,0,0,8,0,0,0,0,4,7,0,0,12,0,3,3,4,5,0,0,0,22,0,0,4,3,0,7,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,3,0,18,20,39,24,49,45,32,17,0,221,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,6,7,6,3,0,0,0,26,0,7,0,0,3,5,3,0,26,3,13
SAL12224,0,0,0,0,0,0,0,0,9,0,3,6,0,0,0,0,0,10,12,26,49,65,53,43,19,6,269,4,28,31,30,15,8,6,0,126,0,4,0,3,0,0,0,0,15,0,0,4,7,0,0,0,0,11,0,0,3,0,0,3,0,0,9,0,11,18,13,14,7,0,0,64,0,6,10,8,3,0,0,0,23,3,10,0,5,0,0,0,0,18,3,0,0,7,4,0,0,0,17,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,4,0,8,13,11,7,13,8,9,8,0,53,35,97,132,146,109,68,37,12,634,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,4,7,0,3,0,0,17,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,10,12,13,18,4,3,0,67,3,10,29,21,10,4,0,3,80,7,34
SAL12225,0,5,8,3,10,0,4,0,27,0,6,8,5,0,0,0,0,18,0,13,10,4,10,8,11,0,54,0,14,6,0,4,0,0,0,33,0,0,0,0,0,0,0,0,0,0,5,6,0,8,8,9,0,31,0,0,0,5,5,5,0,0,11,5,40,35,26,32,10,10,0,152,0,19,9,15,22,10,9,0,92,6,3,6,0,3,6,0,0,26,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,4,5,4,6,6,5,0,38,24,108,100,69,96,56,42,3,502,0,0,0,5,4,4,0,0,12,0,0,0,3,0,0,0,0,6,0,5,4,5,4,0,0,0,12,0,6,7,0,5,0,0,0,15,0,0,0,0,0,0,0,0,5,0,20,0,8,9,8,6,0,57,0,7,3,8,10,10,6,0,46,3,45
SAL12226,6,5,0,4,3,6,0,0,21,3,3,3,0,3,0,0,0,18,14,35,35,52,60,66,30,7,294,20,30,25,30,28,14,11,0,162,0,3,7,4,8,10,8,0,37,0,5,6,5,6,8,3,0,29,0,0,9,12,13,15,0,0,53,5,14,22,23,32,21,5,3,123,0,12,3,15,4,8,0,0,45,0,4,7,0,4,0,0,0,20,0,3,4,5,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,16,4,6,12,9,6,3,5,0,47,54,123,126,161,178,150,61,10,873,0,7,0,13,12,0,0,0,34,0,0,4,7,0,0,0,0,7,0,0,4,4,3,0,0,3,11,0,3,0,7,0,0,0,0,9,4,3,5,3,4,0,0,0,32,3,23,19,30,25,19,9,8,132,4,18,18,21,32,31,5,0,142,17,16
SAL12227,0,0,0,4,5,3,0,0,11,0,0,0,5,0,0,0,0,12,5,14,17,26,23,15,4,0,94,0,10,3,7,9,5,0,0,43,0,4,3,7,7,0,0,0,28,0,4,0,0,0,3,0,0,8,0,7,7,3,0,3,0,0,25,0,9,4,23,9,4,0,0,48,0,4,7,10,3,8,5,0,38,3,0,8,0,0,0,0,0,13,6,0,3,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,3,5,8,5,5,0,22,20,56,63,90,67,46,26,4,366,0,5,0,4,3,7,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,8,0,4,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,9,3,14,7,17,18,4,4,0,67,3,6,12,15,8,13,5,0,58,4,6
SAL12228,0,0,0,3,3,0,0,0,8,0,4,0,0,0,0,0,0,4,6,5,5,12,19,12,3,4,68,3,6,5,8,10,3,0,0,37,0,0,0,0,0,0,0,0,12,0,3,0,5,4,3,0,0,10,0,0,0,3,0,3,0,0,9,0,0,0,7,9,8,3,0,27,0,5,3,0,3,4,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,9,10,32,24,40,42,33,12,5,204,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,6,9,8,3,7,6,0,0,38,0,0,8,3,4,9,4,0,32,3,4
SAL12229,0,3,0,0,3,3,0,0,13,3,10,7,3,4,5,0,0,31,24,111,77,89,84,81,34,7,507,16,31,15,16,21,11,7,0,120,3,3,8,7,4,4,0,0,31,6,12,7,8,5,7,3,0,39,4,3,0,5,4,9,0,0,34,4,18,15,13,12,10,4,0,80,0,14,8,11,4,6,0,0,51,0,4,4,3,0,0,0,0,18,0,19,16,10,4,0,0,0,56,0,0,0,0,0,0,0,0,3,0,9,6,5,0,0,0,0,16,24,45,33,30,34,36,29,9,240,91,282,199,211,178,171,80,22,1244,0,6,5,0,4,3,0,0,10,0,3,4,3,4,0,0,0,12,4,0,3,3,3,3,0,0,23,0,5,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,10,24,48,25,34,30,32,10,5,203,20,32,21,17,21,8,7,3,124,19,92
SAL12230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,10,6,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
SAL12231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,4,8,8,6,0,0,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12234,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,11,0,4,4,9,11,8,5,3,46,0,5,9,6,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,13,0,0,0,0,0,0,4,0,4,9,3,10,13,8,5,0,0,43,0,0,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,6,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4,5,3,8,7,5,0,38,7,25,47,34,40,29,14,6,202,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,3,0,0,3,5,0,0,0,0,12,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,19,0,3,0,4,4,0,5,0,19,0,11
SAL12235,0,0,0,0,0,4,0,0,8,0,3,5,4,8,0,0,0,20,0,5,10,9,30,12,3,4,63,6,0,6,8,6,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,17,0,0,0,0,4,0,0,0,5,0,6,18,26,13,12,6,0,74,0,7,0,3,4,4,0,0,25,3,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,3,0,18,13,34,45,59,72,40,23,3,285,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,6,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,5,5,5,7,4,0,0,32,0,0,3,11,9,10,0,3,29,8,9
SAL12236,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,3,5,8,6,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,3,0,0,8,0,0
SAL12237,0,0,0,0,4,0,3,0,11,4,0,4,0,0,0,0,0,9,11,21,19,14,18,23,6,3,110,0,11,10,7,3,9,0,4,39,0,0,3,0,8,6,0,0,20,0,3,3,5,0,3,0,0,24,0,4,3,0,3,3,4,0,20,0,0,3,3,4,4,0,0,25,0,4,8,6,11,6,0,0,28,0,0,0,0,5,0,0,0,10,0,0,9,5,6,6,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,10,11,9,10,22,8,14,15,104,30,53,64,53,86,75,38,21,427,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,4,0,3,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,13,3,12,15,15,21,36,3,0,109,0,12,18,7,11,12,7,3,68,8,17
SAL12238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,4,4,0,21,0,0,3,4,0,0,0,0,13,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,7,3,0,0,0,6,0,4,0,0,5,5,0,0,14,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,8,8,6,5,0,0,31,9,15,15,20,17,17,5,0,102,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,3,4,0,0,16,0,0,7,0,0,0,0,0,7,0,7
SAL12239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,4,3,0,0,20,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,4,8,7,10,10,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,4,0,0,0,4,4,0,0,0,8,0,6
SAL12240,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,3,0,14,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,14,3,7,4,11,9,3,5,3,55,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,5,0,6
SAL12241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,5,0,5,9,0,0,29,0,0,3,0,0,3,0,0,14,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,14,6,5,19,13,14,10,7,0,76,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,7,3,5,0,4,3,0,0,22,0,0,0,0,3,5,0,0,13,0,7
SAL12242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,6,5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0
