SAL_CODE_2021,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
SAL12585,69,8,75,347,70,10,425,683,31,1137
SAL12586,161,14,174,395,208,22,627,2515,228,3372
SAL12587,0,0,0,24,4,0,25,81,8,117
SAL12588,0,0,0,0,0,0,0,0,0,0
SAL12589,0,0,0,12,3,0,11,22,0,35
SAL12590,3,0,3,69,31,4,104,272,14,388
SAL12591,0,0,0,6,0,0,10,6,5,20
SAL12592,0,0,0,0,0,0,3,6,0,12
SAL12593,0,0,0,0,0,0,0,10,0,14
SAL12594,0,0,0,3,0,0,3,0,3,8
SAL12595,0,0,0,10,4,0,12,8,0,24
SAL12596,59,8,69,275,80,8,361,931,171,1463
SAL12597,0,0,0,18,7,0,29,56,17,107
SAL12598,0,0,0,13,3,0,16,37,6,56
SAL12599,361,43,410,4913,674,59,5648,17340,2749,25736
SAL12600,208,19,228,1000,143,9,1156,3955,545,5650
SAL12601,3,0,7,40,18,0,55,149,3,208
SAL12602,0,0,0,0,0,0,0,7,0,9
SAL12603,48,4,56,782,260,57,1102,2476,186,3762
SAL12604,0,0,0,5,7,0,9,34,4,49
SAL12605,0,0,0,16,10,0,20,63,9,97
SAL12606,0,0,0,0,0,0,0,9,0,14
SAL12607,0,0,0,8,0,0,8,0,3,12
SAL12608,0,0,0,0,0,0,6,25,11,40
SAL12609,4,0,4,115,32,6,157,290,54,497
SAL12610,4,0,4,50,21,6,78,228,13,316
SAL12611,0,0,3,43,5,0,49,138,20,208
SAL12612,0,0,3,6,4,0,6,36,3,51
SAL12613,36,6,33,293,43,3,346,697,17,1063
SAL12614,23,0,24,168,45,0,225,610,27,853
SAL12615,0,0,0,10,4,0,12,47,0,62
SAL12616,0,0,0,0,6,0,5,30,0,35
SAL12617,0,0,0,15,4,5,27,64,13,105
SAL12618,19,4,25,1666,145,15,1825,2802,279,4902
SAL12619,0,0,0,3,0,0,3,13,0,17
SAL12620,3,0,0,11,4,0,13,53,8,73
SAL12621,0,0,0,4,0,0,12,15,3,26
SAL12622,0,0,0,7,3,0,14,26,0,42
SAL12623,0,0,0,26,4,0,27,69,17,123
SAL12624,0,0,0,18,7,0,26,70,6,96
SAL12625,0,0,0,0,0,0,0,3,0,3
SAL12626,0,0,0,3,0,0,3,10,0,16
SAL12627,0,0,0,7,9,0,16,65,12,102
SAL12628,45,6,46,369,67,8,441,1887,284,2614
SAL12629,6,0,6,54,39,0,91,203,12,306
SAL12630,21,0,25,174,43,0,217,1272,110,1606
SAL12631,15,0,17,226,59,6,295,637,81,1013
SAL12632,0,0,0,0,0,0,0,17,5,14
SAL12633,10,0,10,61,30,3,97,326,41,464
SAL12634,12,0,17,258,83,10,350,590,97,1035
SAL12635,0,0,0,17,0,0,21,21,5,42
SAL12636,40,4,43,772,121,11,900,2231,92,3220
SAL12637,0,0,0,13,0,0,16,39,0,61
SAL12638,0,0,0,12,3,0,15,33,0,53
SAL12639,0,0,0,13,0,0,13,19,0,28
SAL12640,27,5,37,223,99,5,323,1873,161,2367
SAL12641,121,9,132,219,111,9,345,1080,100,1529
SAL12642,3,0,3,11,8,0,17,40,13,72
SAL12643,0,0,0,18,6,0,24,33,0,51
SAL12644,24,0,24,969,199,6,1183,3188,203,4571
SAL12645,0,0,0,14,12,0,28,50,0,79
SAL12646,0,0,0,0,0,0,0,7,0,7
SAL12647,4,0,4,24,5,0,34,126,14,176
SAL12648,0,0,0,11,3,0,15,22,4,40
SAL12649,7,0,7,124,50,8,178,357,10,551
SAL12650,21,8,24,127,79,12,215,403,46,676
SAL12651,4,0,4,19,16,0,37,129,16,185
SAL12652,3,0,3,40,14,0,56,90,15,161
SAL12653,74,32,110,2663,419,57,3132,6629,811,10572
SAL12654,3,0,3,61,18,3,77,225,16,312
SAL12655,5,0,5,88,17,0,108,319,12,441
SAL12656,741,78,820,3195,619,50,3861,10142,781,14784
SAL12657,0,0,0,12,4,0,16,23,4,47
SAL12658,10,0,13,129,41,4,173,445,44,665
SAL12659,3,0,3,14,3,0,18,35,6,61
SAL12660,0,0,0,39,14,3,62,139,5,208
SAL12661,3,0,0,28,16,0,42,349,752,1143
SAL12662,0,0,0,32,12,0,42,128,31,201
SAL12663,4,4,11,35,13,3,53,304,54,408
SAL12664,252,25,279,841,282,23,1147,3776,261,5188
SAL12665,156,62,219,1053,318,44,1416,4104,462,5982
SAL12666,8,3,13,95,39,7,144,354,25,519
SAL12667,0,0,4,5,3,3,9,42,8,63
SAL12668,8,0,8,22,13,0,33,147,23,212
SAL12669,0,0,0,0,0,0,0,14,6,17
SAL12670,0,0,0,9,9,0,17,66,5,86
SAL12671,3,0,6,46,26,0,74,157,42,269
SAL12672,0,0,0,0,0,0,0,4,0,9
SAL12673,0,0,0,6,0,0,6,3,0,8
SAL12674,0,0,0,0,0,0,0,20,0,21
SAL12675,0,0,0,0,0,0,3,30,0,32
SAL12676,5,0,5,18,4,0,21,73,8,102
SAL12677,0,0,0,3,3,0,3,81,7,90
SAL12678,0,0,0,9,4,0,8,21,0,33
SAL12679,0,0,0,4,3,0,10,33,3,44
SAL12680,37,0,36,148,65,3,221,779,47,1040
SAL12681,82,3,86,307,145,11,465,1571,137,2173
SAL12682,75,16,90,384,149,28,560,1331,174,2073
SAL12683,314,96,419,1839,519,32,2387,6158,538,9083
SAL12684,0,0,0,10,0,0,13,27,0,45
SAL12685,8,0,8,21,17,0,43,141,13,196
SAL12686,0,0,0,4,4,0,8,0,0,3
SAL12687,3,0,4,13,10,4,25,102,9,136
SAL12688,0,0,0,5,0,0,8,19,0,24
SAL12689,0,0,0,9,0,0,15,84,10,104
SAL12690,0,0,0,10,4,0,13,50,10,68
SAL12691,0,0,0,5,0,0,5,0,10,16
SAL12692,0,0,0,5,5,0,5,12,3,21
SAL12693,0,0,0,12,9,0,21,53,10,86
SAL12694,0,0,0,26,9,3,41,110,16,163
SAL12695,0,0,0,12,4,0,12,34,6,58
SAL12696,9,4,14,99,33,0,134,304,41,486
SAL12697,120,16,141,728,123,10,864,2887,199,3951
SAL12698,8,0,8,31,4,0,35,99,15,154
SAL12699,0,0,0,34,3,0,42,91,0,136
SAL12700,0,0,0,0,0,0,0,0,0,0
SAL12701,0,0,0,0,4,0,4,20,4,24
SAL12702,0,0,0,10,0,0,12,27,3,37
SAL12703,0,0,0,0,0,0,0,3,0,12
SAL12704,0,0,0,0,0,0,0,0,0,0
SAL12705,0,0,0,0,0,0,6,5,4,8
SAL12706,0,0,0,6,4,0,11,7,0,19
SAL12707,0,0,0,0,3,0,3,22,0,19
SAL12708,0,0,0,28,3,0,29,68,4,102
SAL12709,3,0,3,116,16,0,135,309,13,454
SAL12710,65,5,68,184,75,9,263,677,77,1014
SAL12711,0,0,0,0,0,0,0,5,0,8
SAL12712,0,0,0,8,9,0,16,37,0,55
SAL12713,0,0,0,0,0,0,0,0,0,0
SAL12714,22,0,22,438,125,14,573,1073,49,1695
SAL12715,4,0,4,52,14,0,63,217,19,306
SAL12716,0,0,0,7,0,0,5,13,0,22
SAL12717,0,0,0,0,0,0,0,14,0,16
SAL12718,0,0,0,13,8,3,20,54,14,85
SAL12719,0,0,0,0,0,0,0,0,0,0
SAL12720,7,0,8,41,13,0,51,138,9,202
SAL12721,20,6,21,657,172,25,859,1194,62,2111
SAL12722,0,0,0,0,6,0,7,5,0,18
SAL12723,103,15,117,2440,307,21,2764,5468,411,8642
SAL12724,0,0,0,0,0,0,0,25,10,37
SAL12725,4,0,7,80,27,0,105,302,19,429
SAL12726,4,0,4,35,9,0,49,70,7,128
SAL12727,4,0,4,4,6,0,11,45,0,54
SAL12728,4,0,4,14,0,0,14,80,11,105
SAL12729,0,0,0,0,0,0,0,6,3,8
SAL12730,0,0,0,8,3,0,12,27,9,42
SAL12731,0,0,0,0,5,0,5,30,3,34
SAL12732,0,0,0,13,0,0,17,26,0,43
SAL12733,121,37,157,1076,435,57,1575,4135,1400,7103
SAL12734,342,31,373,470,170,13,662,2605,240,3507
SAL12735,16,0,16,189,74,13,274,534,36,845
SAL12736,0,0,0,0,0,0,0,24,7,31
SAL12737,0,0,0,26,7,0,35,48,13,90
SAL12738,68,3,75,214,132,5,347,1024,61,1434
SAL12739,263,15,281,1895,300,13,2210,6329,374,8912
SAL12740,4,0,5,341,52,5,402,1182,87,1664
SAL12741,0,0,0,40,12,5,59,107,17,180
SAL12742,0,0,0,45,17,0,60,174,14,248
SAL12743,12,0,14,79,44,6,124,305,30,469
SAL12744,0,0,0,7,4,0,15,41,18,69
SAL12745,128,30,158,496,226,28,753,2597,311,3668
SAL12746,21,5,22,148,85,14,242,588,117,955
SAL12747,0,0,0,0,0,0,0,0,0,0
SAL12748,0,0,0,19,11,0,26,65,8,100
SAL12749,858,55,916,5025,1009,48,6084,16766,870,23719
SAL12750,176,78,261,1423,463,52,1940,5223,489,7650
SAL12751,0,0,0,0,0,0,0,7,16,19
SAL12752,6,0,12,75,49,0,118,400,20,541
SAL12753,0,0,0,14,6,0,20,88,5,116
SAL12754,8,4,20,53,22,8,84,235,74,399
SAL12755,0,0,0,8,0,0,8,30,8,44
SAL12756,51,5,58,2487,416,56,2957,5781,259,8994
SAL12757,0,0,0,0,0,0,0,9,0,7
SAL12758,3,0,3,6,11,0,17,87,0,107
SAL12759,124,49,179,564,212,22,795,2035,374,3204
SAL12760,0,0,0,18,6,0,30,161,53,244
SAL12761,90,5,94,1627,254,18,1902,4229,132,6260
SAL12762,0,0,0,0,0,0,0,3,0,5
SAL12763,0,0,0,0,0,0,0,6,0,8
SAL12764,0,0,0,0,0,0,0,21,9,25
SAL12765,0,0,0,5,0,0,5,30,16,46
SAL12766,0,0,0,0,3,0,3,11,0,14
SAL12767,137,11,159,2903,406,52,3358,8636,987,12981
SAL12768,7,0,7,23,7,0,35,98,5,139
SAL12769,0,0,0,36,17,4,63,132,9,201
SAL12770,0,0,0,4,0,0,4,5,3,12
SAL12771,0,0,0,28,17,0,43,49,3,94
SAL12772,0,0,0,39,12,3,52,201,36,286
SAL12773,0,0,0,5,0,0,5,11,0,22
SAL12774,0,0,0,3,0,0,4,3,0,12
SAL12775,0,0,0,5,0,0,5,9,0,21
SAL12776,4,0,4,133,26,3,164,398,34,595
SAL12777,238,15,255,525,202,31,757,2217,120,3098
SAL12778,0,0,0,3,0,0,3,12,5,17
SAL12779,22,3,31,318,104,15,425,899,44,1367
SAL12780,15,0,14,205,53,5,264,581,11,858
SAL12781,0,0,0,6,8,0,9,0,0,12
SAL12782,0,0,0,6,0,0,6,16,11,32
SAL12783,18,0,21,378,69,0,451,905,34,1386
SAL12784,5,0,5,7,3,0,12,30,5,50
SAL12785,13,0,18,172,34,4,213,713,70,999
SAL12786,0,0,0,0,0,0,0,0,0,0
SAL12787,0,0,0,4,5,0,10,25,13,51
SAL12788,0,0,0,0,0,0,0,0,0,0
SAL12789,0,0,0,14,0,0,15,55,18,86
SAL12790,4,0,4,8,0,0,9,36,7,55
SAL12791,0,0,0,0,3,0,3,22,3,28
SAL12792,0,0,0,20,8,0,28,85,3,113
SAL12793,61,4,71,287,83,5,379,915,34,1329
SAL12794,8,0,8,17,8,6,21,57,6,88
SAL12795,24,0,27,310,59,13,385,654,27,1073
SAL12796,149,20,169,1488,309,33,1836,5884,641,8358
SAL12797,3,0,3,62,24,4,91,231,21,342
SAL12798,0,0,0,7,0,0,14,39,0,53
SAL12799,20,0,21,612,166,4,776,1599,51,2427
SAL12800,0,0,0,4,0,0,6,14,0,15
SAL12801,4,0,4,10,5,0,19,74,7,102
SAL12802,23,0,23,272,74,5,349,760,55,1163
SAL12803,0,0,0,0,3,0,6,18,0,27
SAL12804,0,0,0,4,0,0,4,16,0,23
SAL12805,0,0,0,14,6,0,20,35,8,66
SAL12806,0,0,0,8,0,0,11,54,5,61
SAL12807,13,3,21,187,54,4,242,712,47,1009
SAL12808,9,0,12,136,42,0,183,607,26,814
SAL12809,3,0,3,18,0,0,23,68,5,97
SAL12810,0,0,0,56,39,0,96,212,17,323
SAL12811,0,0,0,7,6,5,19,59,46,125
SAL12812,82,37,120,731,264,10,1005,2758,224,3987
SAL12813,0,0,0,0,0,0,0,0,3,3
SAL12814,3,0,3,18,3,0,19,116,23,159
SAL12815,0,0,0,8,5,0,9,53,14,77
SAL12816,0,0,0,5,0,0,7,31,8,51
SAL12817,5,0,5,10,0,0,11,55,3,75
SAL12818,0,0,0,5,0,0,8,33,3,47
SAL12819,6,0,6,41,6,0,49,96,12,158
SAL12820,0,0,0,5,6,0,14,31,13,60
SAL12821,0,0,0,10,5,0,23,45,10,75
SAL12822,0,0,0,7,0,0,9,38,5,44
SAL12823,276,50,331,1977,567,97,2645,5798,591,9027
SAL12824,15,0,12,102,53,5,160,370,33,563
SAL12825,21,0,21,355,107,9,470,1121,67,1655
SAL12826,0,0,0,11,0,0,11,55,4,69
SAL12827,0,0,0,5,0,0,5,7,0,9
SAL12828,0,0,0,0,4,0,6,36,34,74
SAL12829,0,0,0,0,0,0,0,10,3,19
SAL12830,5,0,5,16,12,0,24,42,3,73
SAL12831,5,0,7,30,12,0,38,84,25,140
SAL12832,0,0,0,16,0,0,18,47,8,70
SAL12833,7,0,7,108,28,10,147,311,31,489
SAL12834,0,0,0,17,7,0,27,61,5,100
SAL12835,0,0,0,6,0,0,7,15,6,30
SAL12836,0,0,0,11,8,0,22,61,5,80
SAL12837,0,0,0,96,32,7,139,271,28,437
SAL12838,0,0,0,24,8,0,32,66,6,103
SAL12839,103,8,112,648,220,41,906,2214,324,3445
SAL12840,0,0,0,77,36,0,121,264,49,429
SAL12841,65,19,79,315,150,14,478,1459,220,2158
SAL12842,0,0,0,0,5,0,5,20,4,32
SAL12843,5,0,5,48,10,0,60,162,25,241
SAL12844,0,0,0,5,0,0,5,6,0,7
SAL12845,0,0,0,0,0,0,0,0,0,0
SAL12846,0,0,0,18,5,3,25,75,6,110
SAL12847,0,0,0,13,8,0,22,54,10,85
SAL12848,0,0,0,11,6,0,14,58,5,78
SAL12849,0,0,0,7,0,0,12,27,0,43
SAL12850,0,0,0,10,3,0,9,27,6,43
SAL12851,3,0,3,38,16,4,61,116,18,192
SAL12852,5,0,5,21,4,3,27,66,9,98
SAL12853,0,0,0,0,0,0,0,0,0,0
SAL12854,4,7,8,70,9,3,80,253,72,407
SAL12855,0,0,0,0,0,0,0,0,0,0
SAL12856,0,0,0,0,0,0,0,0,0,0
SAL12857,0,0,0,4,0,0,11,24,7,32
SAL12858,0,0,0,11,6,0,18,24,5,48
SAL12859,0,0,0,7,0,0,4,27,19,52
SAL12860,0,0,0,5,8,0,13,58,9,77
SAL12861,5,0,5,35,9,5,54,95,72,215
SAL12862,0,0,0,8,0,0,8,4,9,18
SAL12863,0,0,4,34,23,0,51,165,15,236
SAL12864,0,0,0,0,0,0,0,0,0,0
SAL12865,3,0,3,186,49,8,245,419,14,681
SAL12866,4,0,4,9,6,0,17,121,0,138
SAL12867,0,0,0,0,0,0,0,0,0,0
SAL12868,0,0,0,7,8,0,17,29,3,50
SAL12869,3,0,3,58,26,7,86,209,16,309
SAL12870,0,0,0,11,7,0,21,28,3,51
SAL12871,19,0,22,727,201,19,950,1773,91,2814
SAL12872,0,0,0,4,0,0,4,0,0,5
SAL12873,0,0,0,17,0,0,17,44,10,66
SAL12874,0,0,0,11,3,0,17,58,0,72
SAL12875,42,3,44,106,41,4,147,618,58,826
SAL12876,0,0,0,5,6,0,9,8,0,14
SAL12877,240,144,380,1221,376,49,1649,4020,563,6230
SAL12878,0,0,0,66,14,0,75,151,16,238
SAL12879,149,30,179,2075,567,69,2718,5948,909,9573
SAL12880,0,0,0,4,0,0,4,9,7,19
SAL12881,0,0,0,25,0,0,28,55,14,95
SAL12882,0,0,0,5,0,0,3,16,0,20
SAL12883,0,0,0,0,0,0,0,0,0,0
SAL12884,0,0,0,28,11,3,43,126,25,193
SAL12885,0,0,0,5,0,0,5,0,0,5
SAL12886,16,0,11,37,31,0,65,210,22,300
SAL12887,0,0,0,14,7,0,17,40,7,63
SAL12888,18,3,22,167,55,5,234,635,143,1015
SAL12889,7,0,7,4,3,0,14,70,3,80
SAL12890,5,0,5,12,3,0,15,56,16,86
SAL12891,0,0,0,13,3,0,18,40,4,63
SAL12892,0,0,0,16,4,0,16,14,0,38
SAL12893,0,0,0,24,6,0,31,41,4,73
SAL12894,5,0,5,14,8,0,28,151,9,184
SAL12895,0,0,0,0,0,0,0,0,0,0
SAL12896,20,0,19,193,77,9,271,740,51,1065
SAL12897,0,0,0,0,0,0,0,0,0,0
SAL12898,334,42,376,617,298,35,954,4289,522,5762
SAL12899,0,0,0,3,4,0,5,38,9,53
SAL12900,8,6,12,197,58,6,268,588,59,915
SAL12901,0,0,3,40,14,4,54,107,18,192
SAL12902,0,0,0,46,15,5,60,136,3,203
SAL12903,3,0,3,21,16,0,36,67,9,108
SAL12904,0,0,0,9,3,0,13,31,3,48
SAL12905,79,8,92,1651,389,41,2080,4401,234,6709
SAL12906,38,6,43,583,129,10,719,1837,112,2666
SAL12907,39,3,46,1364,286,35,1676,3516,213,5405
SAL12908,63,10,78,1293,153,21,1464,3126,153,4739
SAL12909,90,12,99,268,119,14,398,1815,191,2407
SAL12910,0,0,0,5,5,0,9,11,0,21
SAL12911,682,91,777,1193,320,15,1530,5311,426,7263
SAL12912,155,11,171,1076,422,50,1546,3801,502,5849
SAL12913,0,0,0,12,0,0,12,42,7,55
SAL12914,0,0,0,4,0,0,4,5,4,13
SAL12915,151,12,162,594,227,30,855,2337,310,3502
SAL12916,0,0,0,0,0,0,4,9,0,8
SAL12917,3,0,3,20,8,0,27,60,3,92
SAL12918,38,3,39,208,83,15,303,877,63,1244
SAL12919,225,39,259,1312,254,20,1581,3770,288,5643
SAL12920,87,33,120,603,270,43,912,2179,493,3592
SAL12921,118,17,133,859,111,3,977,3271,249,4499
SAL12922,9,0,8,63,18,5,87,215,13,319
SAL12923,4,0,4,38,12,0,53,136,25,212
SAL12924,0,0,0,12,0,0,14,45,3,63
SAL12925,0,0,0,28,7,0,36,39,24,96
SAL12926,7,0,11,42,27,6,76,279,25,378
SAL12927,0,0,0,3,0,0,7,10,0,16
SAL12928,0,0,0,15,9,0,20,39,3,62
SAL12929,0,0,0,41,19,0,57,259,31,352
SAL12930,0,0,0,3,0,0,3,7,0,12
SAL12931,8,0,8,75,24,6,96,275,14,390
SAL12932,134,16,145,780,337,26,1141,3894,289,5319
SAL12933,3,0,7,51,28,0,77,161,20,259
SAL12934,0,0,0,5,0,0,5,20,3,33
SAL12935,12,0,12,112,37,3,155,366,45,568
SAL12936,4,0,8,36,13,0,50,132,33,213
SAL12937,0,0,0,0,0,0,0,11,0,16
SAL12938,0,0,0,19,8,0,32,99,26,154
SAL12939,0,0,0,6,3,0,9,51,3,65
SAL12940,0,0,0,0,3,0,7,27,9,36
SAL12941,3,0,3,47,22,3,78,194,10,275
SAL12942,3,0,3,15,11,0,25,74,13,115
SAL12943,164,63,227,1546,269,23,1828,6516,412,8755
SAL12944,0,0,0,0,0,0,0,0,0,0
SAL12945,0,0,0,21,3,0,23,85,6,121
SAL12946,6,0,3,41,16,8,59,101,13,169
SAL12947,3,0,4,116,36,3,151,283,41,477
SAL12948,5,0,5,56,24,0,80,197,36,311
SAL12949,0,0,0,0,0,0,5,29,0,32
SAL12950,4,0,4,51,15,0,59,121,20,202
SAL12951,254,20,276,1916,612,52,2578,5733,371,8679
SAL12952,33,3,39,552,175,26,753,1237,54,2046
SAL12953,0,0,0,7,0,0,6,36,11,52
SAL12954,0,0,3,21,9,0,32,72,17,113
SAL12955,0,0,0,4,0,0,4,22,0,27
SAL12956,0,0,0,4,0,0,4,0,0,4
SAL12957,4,4,3,24,9,0,33,135,26,199
SAL12958,50,0,50,306,251,4,559,2843,220,3616
SAL12959,12,4,16,123,76,6,212,629,97,944
SAL12960,69,6,73,103,74,3,182,1130,65,1378
SAL12961,7,0,7,72,16,9,91,224,20,338
SAL12962,33,0,31,1345,144,13,1506,2769,115,4392
SAL12963,0,0,0,0,0,0,0,0,8,4
SAL12964,0,0,0,0,0,0,0,0,0,0
SAL12965,157,6,164,1676,444,42,2158,5654,302,8116
SAL12966,3,0,3,67,38,0,106,275,42,428
SAL12967,0,0,0,6,0,0,5,6,3,16
SAL12968,0,0,0,4,0,0,4,16,0,22
SAL12969,87,15,102,1737,245,15,1999,10597,686,13280
SAL12970,27,6,31,541,91,17,650,1469,90,2204
SAL12971,0,0,0,27,14,0,34,71,10,118
SAL12972,0,0,0,6,0,0,6,28,20,55
SAL12973,0,0,0,0,0,0,0,0,0,0
SAL12974,5,9,15,167,69,24,256,831,279,1373
SAL12975,4,0,4,48,10,0,63,191,22,275
SAL12976,0,0,0,0,3,0,9,12,0,20
SAL12977,5,0,6,417,20,0,440,686,96,1218
SAL12978,4,0,4,40,15,0,53,173,33,258
SAL12979,3,0,3,11,0,0,17,25,8,42
SAL12980,0,0,0,0,0,0,0,20,4,21
SAL12981,0,0,0,3,0,0,3,12,4,20
SAL12982,0,0,0,9,3,0,15,21,5,39
SAL12983,55,0,58,162,92,3,262,676,36,970
SAL12984,93,10,100,511,155,9,663,1652,125,2444
SAL12985,13,0,20,132,69,9,214,486,12,712
SAL12986,177,9,187,1153,168,12,1336,2868,103,4305
SAL12987,109,13,125,844,364,53,1260,3317,501,5083
SAL12988,5,0,5,15,13,0,27,56,3,91
SAL12989,9,4,8,54,32,0,84,355,42,485
SAL12990,15,6,21,467,120,9,594,1174,66,1836
SAL12991,36,4,39,1074,101,6,1182,1503,58,2736
SAL12992,24,0,22,91,42,0,141,510,40,692
SAL12993,134,101,241,314,93,25,429,1234,291,1959
SAL12994,94,10,100,1894,259,19,2171,4827,440,7436
SAL12995,4,0,4,35,8,0,42,96,17,166
SAL12996,0,0,0,0,0,0,0,0,0,0
SAL12997,5,0,8,177,53,6,242,513,49,797
SAL12998,47,6,53,919,178,13,1111,2119,106,3330
SAL12999,3,0,3,21,17,0,39,116,5,162
SAL13000,120,5,125,940,163,13,1114,2589,74,3772
SAL13001,35,5,46,689,165,11,865,2227,214,3307
SAL13002,78,12,87,127,75,9,213,1131,108,1459
SAL13003,51,67,125,4539,482,37,5062,6990,553,12598
SAL13004,57,7,65,528,163,17,710,1973,199,2879
SAL13005,11,0,16,112,43,3,164,417,47,617
SAL13006,29,4,35,87,34,4,117,400,44,560
SAL13007,46,20,74,805,120,3,926,1565,132,2621
SAL13008,8,0,14,74,36,6,116,429,42,590
SAL13009,77,5,86,1309,238,21,1565,2947,193,4712
SAL13010,166,12,180,955,327,39,1321,3121,242,4686
SAL13011,227,20,250,2064,247,30,2342,6932,718,9996
SAL13012,151,19,171,1096,244,27,1367,3562,214,5140
SAL13013,150,0,148,1862,302,16,2182,4936,231,7346
SAL13014,6,0,6,586,104,18,707,1029,73,1808
SAL13015,262,62,329,2544,389,17,2950,8006,701,11658
SAL13016,0,0,0,60,12,3,75,215,18,315
SAL13017,59,88,141,551,119,16,691,2075,484,3250
SAL13018,0,0,0,28,4,0,37,74,54,160
SAL13019,57,8,64,843,76,3,925,2693,229,3852
SAL13020,144,39,188,1151,210,17,1373,6045,587,8010
SAL13021,285,83,371,946,260,37,1245,3355,531,5129
SAL13022,0,0,0,37,9,5,42,128,10,190
SAL13023,497,96,595,613,141,7,760,2640,202,3602
SAL13024,8,0,8,90,63,7,156,366,48,572
SAL13025,50,4,50,439,93,3,537,1119,41,1694
SAL13026,93,3,100,879,107,6,989,2167,104,3255
SAL13027,20,0,20,186,72,6,257,1805,74,2139
SAL13028,0,0,0,25,14,0,38,57,21,117
SAL13029,0,0,0,13,0,0,14,37,12,63
SAL13030,0,0,0,18,11,0,28,43,6,81
SAL13031,0,0,0,6,0,0,4,29,6,34
SAL13032,248,19,270,1363,223,17,1611,3395,167,5167
SAL13033,289,56,346,2150,235,22,2405,6291,399,9098
SAL13034,17,0,16,168,44,3,214,502,23,741
SAL13035,0,0,0,0,0,0,0,45,5,57
SAL13036,81,103,179,807,164,11,972,2691,319,3986
SAL13037,4,0,4,3,6,0,8,79,0,91
SAL13038,0,0,0,7,3,0,10,21,6,35
SAL13039,402,43,444,1257,439,59,1755,5494,871,8122
SAL13040,14,0,15,171,86,13,265,845,853,1958
SAL13041,0,0,0,12,7,0,16,43,4,65
SAL13042,9,0,9,134,61,6,196,354,18,573
SAL13043,0,0,0,41,16,0,56,76,3,131
SAL13044,0,0,0,3,0,0,3,13,0,18
SAL13045,0,0,0,0,3,0,3,15,0,20
SAL13046,0,0,0,21,12,0,37,39,20,94
SAL13047,0,0,0,5,3,0,4,10,5,23
SAL13048,0,0,0,7,3,0,8,28,0,36
SAL13049,5,0,5,16,10,0,23,77,15,111
SAL13050,0,0,4,35,9,0,44,160,10,220
SAL13051,0,0,0,14,4,0,20,53,4,79
SAL13052,3,0,3,25,7,0,33,122,21,180
SAL13053,15,0,18,98,61,9,159,392,50,597
SAL13054,8,3,11,66,15,3,76,273,64,417
SAL13055,0,0,0,0,0,0,0,0,0,0
SAL13056,0,0,0,0,0,0,0,0,0,0
SAL13057,0,0,0,6,0,0,6,0,0,5
SAL13058,0,0,0,9,0,0,6,57,27,87
SAL13059,0,0,0,28,15,0,40,158,44,247
SAL13060,51,13,62,292,87,3,387,1082,121,1588
SAL13061,0,0,0,3,0,0,5,5,3,13
SAL13062,0,0,0,6,0,0,7,13,3,26
SAL13063,4,0,4,117,44,4,163,303,40,514
SAL13064,144,10,157,1042,412,36,1489,3873,283,5644
SAL13065,19,0,19,373,65,11,454,1012,127,1592
SAL13066,3,0,3,47,18,0,69,183,0,257
SAL13067,32,0,32,9,12,0,27,120,5,153
SAL13068,3,0,3,20,5,0,32,79,5,114
SAL13069,42,0,40,1170,208,28,1413,3735,333,5480
SAL13070,7,0,7,40,21,5,66,172,18,257
SAL13071,33,6,37,286,85,4,376,1223,88,1686
SAL13072,3,0,3,30,14,0,41,76,5,128
SAL13073,0,0,6,9,9,0,17,94,21,134
SAL13074,174,8,182,995,167,10,1178,3395,188,4758
SAL13075,241,52,291,2082,375,28,2484,5939,256,8688
SAL13076,0,0,0,0,0,0,5,0,0,3
SAL13077,0,0,0,3,4,0,5,12,4,26
SAL13078,0,0,0,7,0,0,12,21,11,43
SAL13079,84,8,89,420,188,16,621,1831,297,2748
SAL13080,0,0,0,12,8,0,26,39,13,76
SAL13081,80,7,91,929,307,62,1300,3101,403,4804
SAL13082,4,0,4,21,6,0,31,107,0,134
SAL13083,3,0,3,0,5,0,5,32,4,42
SAL13084,202,16,220,740,269,44,1049,2877,285,4210
SAL13085,0,0,0,0,0,0,8,45,7,60
SAL13086,6,0,5,147,67,7,221,567,78,866
SAL13087,0,0,0,8,0,4,9,33,0,46
SAL13088,26,4,30,427,61,0,495,1390,239,2120
SAL13089,5,0,5,34,17,8,55,146,8,213
SAL13090,0,0,0,0,0,0,0,10,0,14
SAL13091,0,0,0,0,0,0,3,22,0,21
SAL13092,48,3,53,654,85,7,745,1730,111,2589
SAL13093,0,0,0,8,0,0,8,13,7,27
SAL13094,0,0,0,0,0,0,0,0,0,0
SAL13095,0,0,0,0,0,0,0,0,0,0
SAL13096,4,4,7,67,34,3,102,289,48,441
SAL13097,0,0,0,3,0,0,4,14,0,20
SAL13098,0,0,0,14,3,0,19,26,0,42
SAL13099,0,0,0,9,0,0,9,14,9,30
SAL13100,0,0,0,8,3,0,11,22,0,31
SAL13101,3,0,3,20,3,0,22,68,11,103
SAL13102,49,23,71,4501,491,85,5077,6633,636,12341
