SAL_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
SAL10599,..,0,0,0,0,3,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,16,..,0,0,0,3,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL10600,..,0,6,0,3,10,12,6,0,39,..,0,5,0,0,9,3,0,0,19,..,0,0,0,0,0,0,0,0,5,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,3,3,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,5,..,0,0,0,4,8,12,4,0,34,0,0,0,0,0,0,0,0,0,10,14,7,11,8,15,33,28,14,5,133,..,0,0,3,7,11,8,8,4,39,..,0,0,0,5,6,0,0,0,12,..,0,0,0,0,0,0,0,0,3,17,..,..,..,..,..,..,..,..,17,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,5
SAL10601,..,0,0,0,0,3,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,7,0,4,3,0,4,4,0,0,18,..,0,0,0,3,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL10602,..,0,0,0,0,3,8,3,0,22,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,5,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,6,8,4,0,36,..,0,0,6,0,3,8,0,0,18,..,0,0,0,3,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0
SAL10603,..,0,3,0,4,12,19,8,0,46,..,0,0,0,0,0,3,3,0,8,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,5,..,..,..,..,..,..,..,5,..,3,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,5,3,7,8,5,9,21,13,0,86,..,0,0,7,0,18,15,3,0,48,..,0,0,0,0,0,4,0,0,9,..,0,0,0,0,0,0,0,0,3,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5
SAL10604,..,0,0,0,6,4,6,5,0,24,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,6,..,..,..,..,..,..,..,6,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,9,0,4,7,10,11,5,0,49,..,0,0,5,11,4,9,0,0,25,..,0,5,0,0,0,0,0,0,6,..,0,0,0,0,0,3,0,0,3,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL10605,..,0,11,52,57,70,92,53,19,351,..,0,22,15,18,14,7,0,0,74,..,0,0,0,6,3,0,0,0,13,139,..,..,..,..,..,..,..,..,139,..,32,..,..,..,..,..,..,..,32,..,32,15,3,0,0,0,0,0,53,..,3,0,0,0,4,0,0,0,11,..,0,3,0,0,0,0,0,0,11,..,8,6,0,0,0,0,0,0,21,..,0,9,6,12,21,15,16,13,94,0,3,3,5,0,0,0,0,0,12,139,88,72,84,90,110,118,70,34,820,..,0,20,61,54,79,75,55,15,350,..,5,29,15,8,4,10,0,0,78,..,0,7,13,22,14,0,0,0,59,138,..,..,..,..,..,..,..,..,138,..,49,..,..,..,..,..,..,..,49,..,10,10,0,0,0,0,0,0,25,..,0,0,0,5,4,3,3,0,18,..,3,0,0,0,0,0,0,0,6
SAL10606,..,0,7,8,19,9,15,9,0,70,..,0,4,3,0,9,0,0,0,13,..,0,0,0,0,0,0,0,0,0,35,..,..,..,..,..,..,..,..,35,..,8,..,..,..,..,..,..,..,8,..,8,0,4,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,39,17,8,20,28,17,20,5,0,149,..,0,8,19,12,6,14,3,0,68,..,0,0,4,4,3,0,0,0,13,..,0,0,0,0,0,0,0,0,3,37,..,..,..,..,..,..,..,..,37,..,9,..,..,..,..,..,..,..,9,..,3,0,0,0,0,0,0,0,9,..,0,0,0,0,4,0,0,0,3,..,0,0,0,0,0,0,0,0,0
SAL10607,..,0,0,10,6,8,0,0,0,27,..,0,0,0,4,3,0,0,0,4,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,4,..,..,..,..,..,..,..,4,..,0,0,3,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,12,0,0,10,12,7,0,0,5,61,..,0,5,7,6,5,0,0,0,31,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,16,..,..,..,..,..,..,..,..,16,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL10608,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,3,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
SAL10609,..,0,7,8,15,17,10,21,3,82,..,6,11,4,0,0,0,0,0,23,..,0,0,0,3,6,4,0,0,12,41,..,..,..,..,..,..,..,..,41,..,12,..,..,..,..,..,..,..,12,..,11,9,4,0,0,0,0,0,20,..,3,0,0,0,5,0,3,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,8,..,0,6,10,9,6,7,0,0,42,6,0,3,0,0,0,0,0,0,5,45,32,36,23,33,32,25,26,10,257,..,0,4,16,13,17,21,8,3,89,..,4,8,4,0,0,0,0,0,21,..,0,11,8,3,8,0,0,0,22,32,..,..,..,..,..,..,..,..,32,..,12,..,..,..,..,..,..,..,12,..,9,3,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0
SAL10610,..,0,0,5,11,14,8,3,0,40,..,0,4,4,3,0,0,0,0,9,..,0,0,0,0,0,0,0,0,4,18,..,..,..,..,..,..,..,..,18,..,3,..,..,..,..,..,..,..,3,..,8,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,18,12,8,11,16,19,9,3,4,88,..,0,0,6,8,7,5,0,0,37,..,0,4,0,3,0,0,0,0,5,..,0,0,0,0,0,0,0,0,4,19,..,..,..,..,..,..,..,..,19,..,8,..,..,..,..,..,..,..,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL10611,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,3,0,3,0,4,0,0,0,17,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL10612,..,0,0,0,6,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,5,0,0,0,17,..,0,0,0,6,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL10613,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL10614,..,0,3,4,0,4,0,0,0,7,..,0,0,6,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,4,5,0,0,27,..,0,6,0,6,4,0,0,0,11,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL10615,..,0,0,4,0,4,4,3,0,15,..,0,0,3,3,8,0,0,0,11,..,0,0,0,0,0,0,0,0,0,15,..,..,..,..,..,..,..,..,15,..,0,..,..,..,..,..,..,..,0,..,5,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,8,0,5,3,14,4,0,0,57,..,0,0,3,0,6,0,0,0,17,..,0,0,4,3,0,0,0,0,10,..,0,0,3,0,0,0,0,0,8,21,..,..,..,..,..,..,..,..,21,..,5,..,..,..,..,..,..,..,5,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL10616,..,0,0,0,0,0,0,0,0,5,..,0,0,0,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,3,0,0,16,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL10617,..,0,7,5,7,14,15,0,0,53,..,0,0,4,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,17,..,..,..,..,..,..,..,..,17,..,0,..,..,..,..,..,..,..,0,..,5,4,0,0,0,0,0,0,15,..,4,0,0,0,0,0,0,0,7,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,12,11,15,16,20,3,0,102,..,0,7,7,10,12,20,0,0,48,..,0,0,4,0,0,0,0,0,11,..,5,0,0,5,0,0,0,0,8,6,..,..,..,..,..,..,..,..,6,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5
SAL10618,..,0,13,33,38,47,44,30,3,214,..,0,26,29,23,20,17,6,0,114,..,0,0,5,11,9,9,0,0,28,121,..,..,..,..,..,..,..,..,121,..,22,..,..,..,..,..,..,..,22,..,30,11,10,12,3,0,0,0,61,..,3,3,0,0,6,0,0,0,16,..,7,4,6,0,0,3,5,0,22,..,13,8,7,6,7,10,7,0,56,..,0,8,10,13,33,44,19,3,124,0,0,0,3,4,3,0,0,0,12,121,74,80,94,108,119,128,56,11,807,..,0,17,43,48,54,33,24,4,220,..,7,26,33,22,25,17,0,0,120,..,0,10,15,24,11,4,8,0,69,107,..,..,..,..,..,..,..,..,107,..,33,..,..,..,..,..,..,..,33,..,15,7,7,4,0,0,0,0,30,..,4,3,0,0,0,8,4,6,28,..,10,5,0,0,5,5,0,0,33
SAL10619,..,0,5,0,4,6,5,5,0,28,..,0,0,0,5,4,3,0,0,7,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,6,..,..,..,..,..,..,..,6,..,5,0,0,0,4,0,0,0,12,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,5,6,4,0,17,0,0,0,0,0,0,0,0,0,0,8,7,6,6,9,24,24,9,3,88,..,0,5,3,0,11,13,3,0,34,..,0,0,0,6,3,3,0,0,11,..,0,0,0,0,0,0,0,0,6,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3
SAL10620,..,0,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,3,3,0,0,17,..,0,0,5,0,0,0,0,0,9,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL10621,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL10622,..,0,5,12,33,21,25,5,0,93,..,5,3,10,4,6,0,0,0,34,..,0,0,0,0,5,0,0,0,12,54,..,..,..,..,..,..,..,..,54,..,11,..,..,..,..,..,..,..,11,..,17,8,0,0,0,0,0,0,23,..,0,0,0,0,0,4,0,0,3,..,4,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,8,..,0,0,0,3,5,6,0,0,13,3,0,3,0,0,0,0,0,0,11,55,28,28,25,45,34,45,10,3,267,..,0,7,19,26,25,17,8,0,102,..,0,4,11,11,6,0,0,0,38,..,0,0,3,6,0,0,0,0,12,49,..,..,..,..,..,..,..,..,49,..,16,..,..,..,..,..,..,..,16,..,16,4,0,0,0,0,0,0,22,..,0,0,0,0,4,0,0,0,5,..,3,0,0,0,3,0,0,0,5
SAL10623,..,0,0,0,7,3,7,0,0,13,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,3,3,3,6,9,8,0,0,37,..,0,0,0,3,5,10,0,0,17,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL10624,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL10625,..,0,0,0,8,14,6,3,0,34,..,0,4,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,20,..,..,..,..,..,..,..,..,20,..,6,..,..,..,..,..,..,..,6,..,6,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,9,0,0,8,0,0,0,0,0,0,0,0,0,0,20,16,10,8,8,18,13,3,0,94,..,0,0,10,7,13,3,0,0,41,..,0,7,0,0,0,0,0,0,8,..,0,0,0,3,0,0,0,0,10,24,..,..,..,..,..,..,..,..,24,..,8,..,..,..,..,..,..,..,8,..,4,3,0,0,0,0,0,0,10,..,5,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0
SAL10626,..,0,4,4,12,10,16,4,0,59,..,0,5,3,3,5,0,0,0,17,..,0,0,0,0,0,0,0,0,8,20,..,..,..,..,..,..,..,..,20,..,3,..,..,..,..,..,..,..,3,..,10,5,4,0,0,0,0,0,17,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,6,0,4,0,0,0,0,9,..,0,0,3,0,4,7,3,0,20,0,0,0,0,0,0,3,0,0,3,18,22,14,14,22,26,28,11,0,151,..,0,9,9,9,16,8,0,0,60,..,5,4,5,4,5,0,0,0,23,..,0,0,0,0,0,0,0,0,5,19,..,..,..,..,..,..,..,..,19,..,5,..,..,..,..,..,..,..,5,..,7,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3
