SAL_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
SAL12174,..,0,0,3,0,8,20,11,0,46,..,0,0,5,5,5,0,0,0,16,..,0,0,0,0,0,0,0,0,3,17,..,..,..,..,..,..,..,..,17,..,0,..,..,..,..,..,..,..,0,..,0,4,0,3,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,7,13,5,5,0,28,0,0,0,0,0,6,0,0,0,3,17,8,14,13,11,30,32,14,3,133,..,0,5,8,5,8,15,7,0,48,..,0,0,4,4,4,0,0,0,22,..,0,0,0,3,0,0,0,0,5,18,..,..,..,..,..,..,..,..,18,..,0,..,..,..,..,..,..,..,0,..,6,3,0,0,0,0,0,0,8,..,5,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0
SAL12175,..,0,0,0,0,0,0,0,0,12,..,0,3,0,0,3,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,4,0,18,..,0,0,0,5,0,6,0,0,12,..,0,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL12176,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL12177,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL12178,..,0,0,0,0,0,7,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,11,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL12179,..,0,0,0,6,0,0,4,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,6,0,0,4,0,17,..,0,0,0,3,0,4,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL12180,..,0,5,12,44,45,29,16,3,164,..,5,0,0,0,5,3,0,0,15,..,0,0,0,4,0,0,0,0,3,58,..,..,..,..,..,..,..,..,58,..,33,..,..,..,..,..,..,..,33,..,29,8,3,0,0,0,0,0,52,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,6,0,0,12,0,0,3,0,0,0,0,0,0,13,63,66,25,17,52,55,37,21,3,345,..,0,4,21,54,45,23,10,0,170,..,0,0,0,3,0,0,0,0,15,..,0,0,0,0,4,0,0,0,9,44,..,..,..,..,..,..,..,..,44,..,41,..,..,..,..,..,..,..,41,..,29,10,0,0,0,0,0,0,31,..,0,0,0,0,0,0,0,0,7,..,5,0,0,0,0,0,0,0,6
SAL12181,..,0,230,503,412,325,275,187,77,2010,..,31,192,87,85,42,24,8,0,463,..,0,0,15,42,18,9,5,4,94,990,..,..,..,..,..,..,..,..,990,..,277,..,..,..,..,..,..,..,277,..,209,105,43,22,14,0,0,0,393,..,25,18,10,6,20,5,3,0,95,..,4,13,6,5,4,7,0,0,43,..,39,56,15,21,15,5,3,0,157,..,20,87,66,69,71,76,54,38,482,21,11,5,4,4,6,7,0,0,61,1008,608,719,750,671,518,404,261,117,5062,..,6,303,514,428,314,234,173,40,2008,..,53,186,103,78,35,12,3,0,465,..,0,26,87,111,67,29,22,14,351,950,..,..,..,..,..,..,..,..,950,..,295,..,..,..,..,..,..,..,295,..,143,83,22,15,9,5,0,0,274,..,19,8,0,13,12,23,16,7,95,..,7,16,6,0,0,0,0,0,36
SAL12182,..,0,59,75,69,90,76,75,25,470,..,17,141,59,23,24,9,12,7,285,..,0,0,3,0,0,0,0,0,12,83,..,..,..,..,..,..,..,..,83,..,28,..,..,..,..,..,..,..,28,..,7,19,7,4,4,0,0,0,40,..,7,8,3,0,0,0,0,0,16,..,3,0,3,0,0,0,0,0,9,..,22,34,19,6,3,9,0,0,91,..,7,85,62,49,73,60,54,7,411,3,5,6,11,5,4,6,0,0,34,86,92,362,230,164,208,166,145,35,1481,..,5,66,85,78,101,81,54,7,471,..,14,141,44,19,18,12,4,0,247,..,0,6,13,14,18,11,5,5,63,115,..,..,..,..,..,..,..,..,115,..,35,..,..,..,..,..,..,..,35,..,9,14,0,4,4,0,0,0,34,..,4,7,0,0,0,8,0,4,22,..,0,6,0,0,0,0,0,0,10
SAL12183,..,0,11,33,29,14,23,9,4,114,..,0,5,9,5,5,5,0,0,25,..,0,0,3,4,0,0,0,0,7,83,..,..,..,..,..,..,..,..,83,..,19,..,..,..,..,..,..,..,19,..,24,8,0,0,3,0,0,0,41,..,0,0,0,0,0,0,4,0,7,..,3,0,0,0,0,0,0,0,3,..,0,0,0,4,0,0,0,0,8,..,0,5,0,0,4,3,0,6,22,0,4,0,0,0,0,0,0,0,5,83,49,26,53,42,37,30,13,8,339,..,0,13,29,32,24,20,0,3,121,..,0,8,4,4,5,0,0,0,23,..,0,0,13,6,0,6,0,0,23,80,..,..,..,..,..,..,..,..,80,..,11,..,..,..,..,..,..,..,11,..,10,3,4,4,0,0,0,0,26,..,0,3,0,0,3,9,3,5,14,..,0,0,0,3,0,0,0,0,3
SAL12184,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL12185,..,0,0,0,0,3,4,3,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,4,0,3,6,3,0,26,..,0,0,5,0,0,3,0,0,16,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL12186,..,0,0,0,0,0,4,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,18,..,0,0,0,5,5,3,4,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL12187,..,0,0,0,3,7,11,8,0,35,..,0,3,4,0,4,0,0,0,10,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,3,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,6,9,9,12,18,17,8,0,76,..,0,0,4,5,9,4,7,0,29,..,0,4,0,4,0,0,0,0,15,..,0,0,3,0,0,0,0,0,8,7,..,..,..,..,..,..,..,..,7,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,4
SAL12188,..,0,0,0,0,0,0,0,0,9,..,0,0,0,0,4,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,14,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL12189,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL12190,..,29,623,885,475,394,262,162,82,2914,..,37,263,129,69,52,22,11,0,587,..,0,4,6,29,27,9,7,5,81,1256,..,..,..,..,..,..,..,..,1256,..,335,..,..,..,..,..,..,..,335,..,158,194,68,47,15,0,0,0,488,..,84,119,32,13,19,19,9,6,306,..,97,118,40,11,7,3,6,0,282,..,186,257,76,28,27,20,9,0,601,..,38,159,133,122,100,99,54,41,745,11,11,17,7,7,4,13,0,0,75,1261,979,1752,1386,801,649,454,250,131,7666,..,76,856,784,455,349,213,137,27,2908,..,63,287,121,49,38,19,0,0,577,..,4,37,105,146,94,56,44,18,499,1116,..,..,..,..,..,..,..,..,1116,..,282,..,..,..,..,..,..,..,282,..,125,105,38,36,14,0,0,0,324,..,61,93,18,26,51,50,31,19,348,..,50,93,18,3,6,7,0,0,177
SAL12191,..,0,13,67,112,120,62,56,15,451,..,0,15,13,4,9,3,0,0,46,..,0,0,4,3,0,3,0,0,12,165,..,..,..,..,..,..,..,..,165,..,94,..,..,..,..,..,..,..,94,..,48,53,9,13,4,0,0,0,131,..,0,3,5,0,5,5,0,3,23,..,0,4,0,0,5,3,0,0,21,..,3,7,3,3,9,10,0,0,30,..,0,4,0,8,12,3,5,3,34,0,0,0,0,0,0,0,0,0,0,163,154,96,101,150,167,84,66,21,1002,..,0,33,80,121,103,73,38,3,464,..,0,15,10,11,11,3,0,0,48,..,0,0,12,17,19,8,6,3,67,169,..,..,..,..,..,..,..,..,169,..,89,..,..,..,..,..,..,..,89,..,33,37,7,14,12,0,0,0,91,..,4,7,0,3,5,10,12,13,44,..,4,0,0,0,0,0,0,0,11
SAL12192,..,0,0,0,4,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,0,0,24,..,0,0,0,6,3,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL12193,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL12194,..,0,9,24,36,43,32,32,7,173,..,3,13,7,13,11,4,0,0,54,..,0,0,0,0,0,0,0,0,5,56,..,..,..,..,..,..,..,..,56,..,23,..,..,..,..,..,..,..,23,..,20,13,4,4,0,0,0,0,43,..,0,3,0,0,0,0,0,0,6,..,0,4,4,0,0,0,0,0,7,..,0,3,0,0,0,0,0,0,12,..,0,3,0,10,10,4,11,0,40,0,3,0,0,0,8,0,0,0,13,56,58,42,47,65,62,48,45,9,424,..,0,14,24,37,51,33,21,4,174,..,3,10,12,9,7,3,0,0,46,..,0,3,0,5,7,0,4,3,24,71,..,..,..,..,..,..,..,..,71,..,24,..,..,..,..,..,..,..,24,..,12,5,0,4,3,0,0,0,21,..,0,0,0,0,0,3,0,0,9,..,0,0,0,0,0,0,0,0,3
SAL12195,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,3,0,0,0,4,4,0,0,0,15,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,3,3,..,..,..,..,..,..,..,..,3,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL12196,..,0,48,84,93,103,100,63,9,496,..,20,67,31,26,22,9,0,0,180,..,5,3,10,13,14,10,8,0,53,373,..,..,..,..,..,..,..,..,373,..,69,..,..,..,..,..,..,..,69,..,118,65,39,22,12,0,0,0,251,..,14,10,5,5,4,9,5,0,61,..,9,14,4,0,4,0,0,0,25,..,12,12,8,5,11,4,0,0,46,..,0,10,21,24,27,23,20,9,135,6,11,10,0,4,4,0,4,0,38,380,259,227,208,187,188,162,96,19,1724,..,0,67,88,100,106,95,42,3,499,..,26,76,23,28,14,5,0,0,172,..,7,53,69,58,34,19,17,4,261,326,..,..,..,..,..,..,..,..,326,..,63,..,..,..,..,..,..,..,63,..,71,29,7,8,4,0,0,0,126,..,16,9,0,8,13,6,10,0,71,..,3,5,7,4,0,0,0,0,19
SAL12197,..,0,3,4,7,15,16,9,0,50,..,0,6,5,9,4,4,0,0,24,..,0,0,0,0,0,0,0,0,6,29,..,..,..,..,..,..,..,..,29,..,7,..,..,..,..,..,..,..,7,..,11,4,0,5,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,4,0,0,0,4,..,0,0,4,0,6,5,0,0,13,0,0,3,0,0,0,0,0,0,0,31,18,9,16,20,29,18,7,0,154,..,0,4,12,11,17,10,0,0,54,..,0,3,6,8,3,0,0,0,23,..,0,0,0,3,0,0,0,4,9,17,..,..,..,..,..,..,..,..,17,..,8,..,..,..,..,..,..,..,8,..,5,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
SAL12198,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3
SAL12199,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL12200,..,0,4,5,10,14,11,6,0,45,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,3,..,..,..,..,..,..,..,3,..,7,0,0,0,0,0,0,0,5,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,7,12,10,3,5,11,15,12,14,5,85,..,0,5,0,11,14,8,6,0,52,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,14,..,..,..,..,..,..,..,..,14,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4
SAL12201,..,0,0,12,4,12,17,15,0,64,..,0,3,5,8,3,0,0,0,28,..,0,0,4,3,0,0,0,0,7,31,..,..,..,..,..,..,..,..,31,..,9,..,..,..,..,..,..,..,9,..,9,3,5,6,0,0,0,0,20,..,0,0,0,0,4,0,0,0,7,..,0,0,0,0,0,4,0,0,4,..,0,0,0,6,5,3,0,0,13,..,0,0,0,3,13,9,8,0,36,0,0,0,0,0,0,0,0,0,0,31,20,11,21,30,35,40,20,0,213,..,0,3,4,11,23,19,0,0,62,..,0,12,3,7,7,0,0,0,31,..,0,0,0,0,0,3,0,0,18,18,..,..,..,..,..,..,..,..,18,..,4,..,..,..,..,..,..,..,4,..,4,0,0,0,0,0,0,0,7,..,0,0,0,0,0,3,0,0,4,..,0,0,0,0,0,0,0,0,0
