SSC_CODE_2016,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
SSC11051,41,61,16,22,14,14,3,11,8,196
SSC11052,171,477,369,221,277,167,157,258,35,2139
SSC11053,313,370,356,301,283,211,178,442,40,2490
SSC11054,13,0,3,4,5,4,3,3,7,52
SSC11055,15,5,12,3,7,0,12,8,0,51
SSC11056,175,418,206,171,158,118,33,79,19,1368
SSC11057,5,0,10,6,3,3,10,3,0,45
SSC11058,0,6,4,3,7,0,6,3,0,28
SSC11059,3,0,3,3,0,3,0,3,0,11
SSC11060,8,6,14,11,14,12,7,10,0,86
SSC11061,3,0,0,0,0,0,0,0,0,5
SSC11062,0,0,0,0,0,0,0,0,0,3
SSC11063,40,40,68,55,47,41,45,73,10,425
SSC11064,7,6,6,5,3,0,0,9,0,37
SSC11065,41,64,59,58,41,37,30,55,5,395
SSC11066,0,0,0,0,0,0,0,0,0,4
SSC11067,0,0,0,0,0,0,0,0,0,4
SSC11068,21,15,14,10,14,12,11,27,4,121
SSC11069,0,0,0,0,0,0,0,0,0,0
SSC11070,308,640,352,246,392,228,118,171,18,2478
SSC11071,12,0,0,0,3,0,0,0,0,17
SSC11072,30,5,3,3,3,3,3,3,0,53
SSC11073,74,102,111,88,71,60,44,111,14,673
SSC11074,28,3,3,0,5,0,3,3,0,41
SSC11075,280,406,338,292,279,287,63,168,27,2140
SSC11076,29,44,25,21,24,8,11,5,0,159
SSC11077,0,0,4,4,4,0,6,6,0,26
SSC11078,9,4,4,0,0,0,0,3,0,26
SSC11079,20,3,3,0,7,3,3,8,0,42
SSC11080,248,264,341,243,219,222,180,464,42,2211
SSC11081,3,0,0,0,0,0,0,0,0,4
SSC11082,288,591,434,378,432,209,206,259,47,2850
SSC11083,5,0,0,0,0,0,0,0,0,3
SSC11084,0,0,0,0,0,0,0,0,0,6
SSC11085,8,5,4,3,4,0,0,3,0,30
SSC11086,10,9,3,3,5,3,0,0,0,37
SSC11087,0,0,0,0,0,0,0,0,0,3
SSC11088,0,0,0,0,0,0,0,0,0,5
SSC11089,8,0,0,0,3,0,0,3,0,17
SSC11090,15,3,3,9,5,0,4,7,0,40
SSC11091,12,0,0,0,0,0,0,0,0,25
SSC11092,0,0,0,0,0,0,0,0,0,3
SSC11093,13,19,35,15,26,7,21,16,0,151
SSC11094,17,37,54,68,36,66,41,51,9,382
SSC11095,3,4,7,3,4,0,5,4,0,29
SSC11096,4,0,0,0,0,0,0,0,0,5
SSC11097,45,76,62,51,35,28,9,19,3,338
SSC11098,5,7,0,5,4,3,3,8,0,42
SSC11099,556,549,537,432,405,433,246,589,76,3834
SSC11100,3,3,0,0,4,0,0,3,0,20
SSC11101,3,0,0,0,0,0,0,0,0,3
SSC11102,24,29,21,18,14,5,11,16,0,132
SSC11103,24,12,16,19,8,15,8,8,0,112
SSC11104,8,0,0,0,0,0,0,0,0,16
SSC11105,850,1221,1256,811,1414,818,757,756,132,8020
SSC11106,0,0,0,0,0,0,0,0,0,0
SSC11107,14,3,8,6,3,0,10,7,0,40
SSC11108,3,0,0,0,0,0,0,0,0,3
SSC11109,9,5,3,3,4,0,0,0,0,23
SSC11110,7,3,0,0,0,0,3,4,0,17
SSC11111,0,3,0,0,0,0,0,0,0,5
SSC11112,1467,2568,377,404,871,489,76,150,102,6499
SSC11113,319,587,53,86,140,83,14,25,22,1327
SSC11114,76,165,84,92,58,56,23,70,12,631
SSC11115,271,432,344,291,427,231,125,232,64,2416
SSC11116,26,59,105,84,49,70,67,149,16,623
SSC11117,4,3,0,0,3,3,0,0,0,15
SSC11118,592,880,547,375,564,361,151,239,51,3763
SSC11119,1600,2544,1350,1230,1533,881,396,532,144,10202
SSC11120,23,0,3,4,4,0,0,5,0,39
SSC11121,14,10,9,3,4,11,3,6,3,69
SSC11122,9,4,7,0,0,0,0,7,0,29
SSC11123,169,140,207,146,122,83,87,133,18,1106
SSC11124,9,15,13,5,10,4,6,4,0,63
SSC11125,23,5,0,0,4,5,8,18,0,65
SSC11126,4,3,0,0,0,0,0,0,0,13
SSC11127,29,25,33,26,38,33,13,16,0,211
SSC11128,36,47,38,26,39,24,10,25,6,243
SSC11129,0,0,0,0,0,0,0,0,0,0
SSC11130,5,7,4,3,3,3,3,0,0,26
SSC11131,607,1305,183,212,359,195,34,65,40,3005
SSC11132,16,3,4,0,3,0,0,7,0,33
SSC11133,0,0,0,0,0,0,0,0,0,0
SSC11134,689,1681,461,434,730,455,170,305,103,5024
SSC11135,677,1430,646,482,861,537,263,377,85,5359
SSC11136,11,3,0,0,0,0,0,3,0,22
SSC11137,14,0,0,0,0,0,6,8,0,27
SSC11138,13,24,8,15,14,7,3,16,3,110
SSC11139,14,0,0,0,0,0,0,0,0,17
SSC11140,52,35,48,15,21,8,24,40,6,249
SSC11141,4,3,0,0,0,3,3,0,0,13
SSC11142,10,0,0,0,0,0,0,0,0,15
SSC11143,47,78,61,56,47,43,18,52,11,401
SSC11144,34,27,32,9,21,15,13,12,0,168
SSC11145,5,12,32,8,17,4,0,12,3,92
SSC11146,78,176,186,141,112,99,50,117,26,984
SSC11147,120,66,91,67,58,39,54,83,6,588
SSC11148,8,7,13,10,7,12,16,8,6,80
SSC11149,5,3,0,3,0,0,3,0,0,19
SSC11150,3,0,0,0,0,0,0,0,0,9
SSC11151,13,3,0,3,4,0,0,5,0,25
SSC11152,3,0,0,0,0,0,0,0,0,4
SSC11153,3,0,0,0,0,0,0,0,0,7
SSC11154,101,172,130,78,103,85,22,76,8,778
SSC11155,0,0,0,0,0,0,0,0,0,3
SSC11156,12,8,26,10,15,4,13,11,3,97
SSC11157,0,0,0,0,0,0,0,0,0,3
SSC11158,12,3,7,4,8,4,3,4,6,47
SSC11159,53,17,16,22,19,10,14,31,3,187
SSC11160,6,0,0,0,0,0,0,0,0,6
SSC11161,71,116,106,114,95,114,61,112,9,793
SSC11162,11,3,4,0,0,0,0,3,0,25
SSC11163,5,8,6,0,3,3,0,4,0,27
SSC11164,40,7,3,4,6,8,3,14,3,84
SSC11165,12,3,0,0,0,0,0,3,0,20
SSC11166,41,9,5,3,6,0,0,6,0,71
SSC11167,268,353,107,94,151,84,19,43,26,1142
SSC11168,0,0,3,0,3,0,0,0,0,6
SSC11169,53,31,55,35,25,20,58,66,8,345
SSC11170,35,19,26,21,24,12,16,42,9,204
SSC11171,18,4,6,0,0,0,0,5,0,32
SSC11172,36,22,21,17,14,9,17,29,8,160
SSC11173,0,0,0,0,0,0,0,0,0,0
SSC11174,28,11,9,6,14,7,4,4,0,91
SSC11175,270,373,450,316,470,275,304,269,45,2782
SSC11176,14,33,40,10,17,13,0,19,3,144
SSC11177,20,19,15,8,12,3,0,9,3,91
SSC11178,25,8,16,11,7,8,0,4,0,84
SSC11179,6,6,3,3,4,3,0,5,0,27
SSC11180,4,0,0,0,0,0,0,0,0,4
SSC11181,8,0,3,3,0,0,0,5,0,22
SSC11182,9,0,0,4,0,0,0,0,0,19
SSC11183,0,6,0,0,3,3,0,0,0,16
SSC11184,6,0,0,0,4,0,0,0,0,16
SSC11185,27,63,40,42,46,18,25,26,6,300
SSC11186,3,3,0,0,0,0,0,0,0,11
SSC11187,4,0,0,0,0,0,0,0,0,10
SSC11188,18,16,11,15,10,8,8,5,0,85
SSC11189,30,53,23,25,37,24,5,16,7,220
SSC11190,34,16,17,6,10,3,5,16,0,108
SSC11191,52,96,101,88,63,60,31,55,6,555
SSC11192,0,0,0,0,0,0,0,0,0,0
SSC11193,14,0,4,0,7,0,0,10,0,31
SSC11194,32,4,17,5,11,8,4,17,4,102
SSC11195,35,28,17,5,8,6,3,9,0,113
SSC11196,10,12,19,6,3,4,3,6,0,69
SSC11197,17,0,0,0,0,0,0,0,0,19
SSC11198,10,3,4,0,0,0,0,5,0,27
SSC11199,26,42,9,8,11,3,0,11,3,118
SSC11200,27,13,10,8,14,3,0,4,0,88
SSC11201,0,0,0,0,0,0,0,0,0,0
SSC11202,363,576,862,605,635,446,426,501,91,4505
SSC11203,16,20,23,18,24,12,8,12,3,133
SSC11204,7,0,3,0,0,4,0,3,3,17
SSC11205,26,10,18,16,7,9,4,15,3,96
SSC11206,16,12,8,19,18,3,12,17,9,104
SSC11207,4,9,3,4,3,3,3,3,0,29
SSC11208,5,0,3,0,6,0,0,0,3,11
SSC11209,10,11,14,5,4,3,4,3,0,59
SSC11210,9,19,4,11,0,0,0,7,0,59
SSC11211,528,887,72,95,239,161,9,28,46,2071
SSC11212,1389,3018,467,581,755,452,82,272,112,7118
SSC11213,11,23,39,23,14,11,28,18,3,172
SSC11214,203,627,90,163,176,128,14,53,26,1483
SSC11215,79,37,51,52,50,27,56,118,11,485
SSC11216,12,0,0,0,3,0,3,3,0,24
SSC11217,10,4,12,0,8,0,6,7,0,55
SSC11218,75,101,77,46,69,24,33,29,4,455
SSC11219,325,402,131,129,223,145,27,43,21,1449
SSC11220,3,0,0,0,4,0,0,0,0,6
SSC11221,116,138,202,126,157,108,70,96,16,1026
SSC11222,77,80,9,3,25,14,0,3,0,212
SSC11223,23,0,0,6,3,0,0,8,0,38
SSC11224,108,172,235,148,252,139,189,150,39,1442
SSC11225,3,0,3,0,0,0,3,0,0,15
SSC11226,0,0,0,0,0,0,0,0,0,0
SSC11227,1702,2737,1697,1512,1581,1267,609,1080,220,12387
SSC11228,3,0,0,0,0,0,0,0,0,5
SSC11229,0,3,8,0,0,4,3,3,0,24
SSC11230,0,0,0,0,0,0,0,4,3,10
SSC11231,39,14,20,10,9,15,3,21,3,133
SSC11232,20,3,0,6,7,4,3,6,3,57
SSC11233,40,17,13,16,13,5,18,27,3,155
SSC11234,86,29,30,24,8,13,23,37,5,249
SSC11235,128,175,105,57,150,66,53,49,13,790
SSC11236,26,22,14,32,15,31,14,22,3,177
SSC11237,421,499,458,404,415,319,253,466,65,3299
SSC11238,299,644,170,157,252,140,59,96,30,1854
SSC11239,140,370,112,93,153,91,22,47,26,1051
SSC11240,63,154,44,33,51,38,12,32,4,442
SSC11241,67,65,148,72,93,48,154,104,22,779
SSC11242,0,3,3,0,3,0,0,0,0,10
SSC11243,5,0,0,4,0,0,0,0,0,12
SSC11244,0,0,0,0,0,0,0,0,0,0
SSC11245,6,5,0,3,3,4,3,3,0,19
SSC11246,0,6,0,0,0,0,0,3,0,11
SSC11247,0,0,0,0,0,0,0,0,0,6
SSC11248,51,83,131,102,160,86,206,170,38,1025
SSC11249,8,8,0,0,0,0,0,0,0,16
SSC11250,9,3,0,0,3,0,0,0,0,16
SSC11251,33,85,59,49,49,36,22,39,6,369
SSC11252,0,0,0,0,0,0,0,0,0,0
SSC11253,0,0,0,0,3,0,0,0,0,3
SSC11254,0,0,0,0,3,0,0,0,0,4
SSC11255,6,3,7,3,0,0,0,8,0,31
SSC11256,0,0,0,0,4,0,0,0,0,15
SSC11257,6,0,0,0,0,0,0,0,0,7
SSC11258,0,0,0,0,0,0,0,0,0,0
SSC11259,8,0,3,3,5,0,0,7,0,27
SSC11260,27,3,0,0,5,0,0,8,0,46
SSC11261,3,0,8,3,0,0,3,9,0,30
SSC11262,15,11,3,0,9,7,3,11,3,61
SSC11263,0,10,3,5,3,0,0,4,0,22
SSC11264,0,3,0,0,0,0,0,3,0,10
SSC11265,0,0,0,0,0,0,0,0,0,3
SSC11266,68,80,39,42,62,30,7,10,3,340
SSC11267,110,204,94,87,156,105,55,47,18,877
SSC11268,10,5,0,4,3,5,3,3,3,44
SSC11269,6,16,10,12,5,7,4,9,0,65
SSC11270,11,19,14,8,13,3,5,6,3,80
SSC11271,4,3,0,0,3,3,0,0,0,16
SSC11272,24,38,39,38,45,25,20,25,3,266
SSC11273,8,5,0,6,0,0,4,4,0,35
SSC11274,13,12,8,12,4,11,6,3,0,70
SSC11275,364,757,703,590,844,492,757,767,124,5396
SSC11276,30,22,29,17,17,20,5,7,3,151
SSC11277,62,120,119,77,84,42,51,93,10,662
SSC11278,53,44,63,55,47,31,46,70,6,412
SSC11279,15,10,3,3,0,3,0,5,0,43
SSC11280,10,14,3,9,8,5,0,9,0,67
SSC11281,573,1127,98,143,285,215,22,32,44,2540
SSC11282,14,4,4,3,9,7,5,15,0,66
SSC11283,65,123,126,63,99,47,81,50,14,668
SSC11284,434,746,72,118,241,158,11,33,31,1842
SSC11285,25,16,6,4,6,10,4,8,0,77
SSC11286,13,4,30,22,21,11,14,29,3,140
SSC11287,7,3,13,8,7,4,8,13,0,59
SSC11288,3,3,0,0,3,0,3,3,0,15
SSC11289,0,0,0,0,0,0,0,0,0,0
SSC11290,15,9,12,10,4,0,14,18,0,76
SSC11291,6,0,0,0,0,0,0,0,0,9
SSC11292,7,4,3,5,4,0,3,0,0,30
SSC11293,1405,2282,436,457,842,550,94,175,97,6329
SSC11294,10,3,0,0,0,0,0,0,0,19
SSC11295,12,0,4,0,0,0,0,3,0,25
SSC11296,2080,3303,2617,2267,2435,2043,1078,1980,292,18099
SSC11297,7,5,0,0,0,0,0,5,0,20
SSC11298,11,12,8,3,3,9,8,10,0,60
SSC11299,10,0,6,3,0,0,0,3,0,22
SSC11300,157,363,144,102,168,89,46,51,11,1124
SSC11301,72,52,29,29,35,18,3,11,4,249
SSC11302,14,10,15,3,10,3,4,3,3,62
SSC11303,1118,2658,699,649,1059,583,227,397,103,7491
SSC11304,7,3,8,8,8,3,0,8,0,42
SSC11305,16,6,6,9,3,3,0,8,0,47
SSC11306,6,3,3,0,4,4,5,0,0,33
SSC11307,7,0,0,0,0,0,3,0,3,20
SSC11308,0,0,0,0,0,0,0,0,0,0
SSC11309,16,21,27,15,16,10,11,14,3,129
SSC11310,36,57,48,46,40,30,19,46,11,331
SSC11311,3,3,3,0,6,3,0,0,0,19
SSC11312,255,542,297,223,345,184,106,182,43,2176
SSC11313,268,670,314,206,386,269,123,196,51,2484
SSC11314,29,14,4,4,0,0,3,10,0,77
SSC11315,3,3,0,4,3,0,4,3,0,17
SSC11316,119,45,31,40,35,27,32,68,12,406
SSC11317,8,6,0,4,0,3,0,7,0,27
SSC11318,17,22,16,11,12,12,4,10,0,107
SSC11319,0,0,0,0,0,0,0,0,0,0
SSC11320,66,89,131,96,77,63,81,100,8,706
SSC11321,51,29,27,18,22,9,17,24,4,200
SSC11322,4,3,3,3,6,3,0,0,0,24
SSC11323,16,22,17,7,16,14,4,3,0,106
SSC11324,6,0,5,3,0,3,12,4,0,36
SSC11325,50,84,26,36,37,22,15,37,3,310
SSC11326,26,62,44,23,32,21,30,20,3,264
SSC11327,0,0,3,0,0,0,0,0,0,8
SSC11328,731,970,425,295,569,358,100,214,68,3724
SSC11329,0,0,0,0,0,0,0,0,0,0
SSC11330,24,17,13,6,20,14,3,16,7,111
SSC11331,22,16,27,10,13,3,10,15,0,120
SSC11332,58,36,45,16,29,31,15,31,3,272
SSC11333,8,6,0,3,8,4,3,3,0,31
SSC11334,10,12,9,0,7,0,3,4,0,48
SSC11335,3,4,0,0,0,0,0,0,0,5
SSC11336,5,9,12,7,3,4,5,3,0,47
SSC11337,0,0,0,0,0,0,0,0,0,0
SSC11338,18,15,26,18,21,15,9,21,4,150
SSC11339,7,3,4,3,4,3,3,9,0,35
SSC11340,5,8,8,4,6,0,7,0,3,44
SSC11341,219,333,389,331,452,279,361,370,61,2806
SSC11342,10,16,18,8,17,7,13,13,0,97
SSC11343,1206,2146,969,695,1240,758,390,540,151,8084
SSC11344,386,767,406,343,378,301,144,226,27,2976
SSC11345,283,638,321,340,321,266,112,226,44,2546
SSC11346,68,70,174,83,109,68,162,86,5,830
SSC11347,25,11,8,11,23,12,13,15,3,121
SSC11348,166,358,249,215,208,115,98,145,21,1573
SSC11349,175,518,194,230,229,173,69,138,26,1754
SSC11350,19,11,28,15,16,11,4,29,8,142
SSC11351,169,311,236,146,295,141,98,98,30,1522
SSC11352,72,71,54,50,43,58,7,31,7,394
SSC11353,16,7,5,9,7,3,3,4,0,54
SSC11354,41,78,67,78,58,53,28,79,19,502
SSC11355,279,493,54,77,177,114,19,40,31,1290
SSC11356,158,164,226,83,194,99,80,78,35,1122
SSC11357,336,643,73,121,210,155,18,41,39,1629
SSC11358,172,348,271,253,241,244,109,276,32,1953
SSC11359,4,7,8,3,5,3,0,4,0,43
SSC11360,471,1030,832,584,637,491,406,523,74,5052
SSC11361,240,430,104,99,174,109,33,39,15,1238
SSC11362,25,29,37,13,27,18,19,10,4,177
SSC11363,316,785,271,259,313,222,107,215,38,2531
SSC11364,18,9,12,13,10,11,16,9,0,95
SSC11365,30,20,18,12,9,9,7,22,0,129
SSC11366,24,41,59,48,48,34,67,44,0,367
SSC11367,63,103,41,29,62,36,23,24,5,381
SSC11368,243,526,367,325,366,343,268,324,61,2836
SSC11369,1004,2772,872,706,1201,735,233,500,160,8176
SSC11370,9,9,9,11,17,6,4,12,0,71
SSC11371,81,61,108,46,71,40,38,59,11,515
SSC11372,34,4,11,11,3,0,0,19,0,79
SSC11373,6,0,0,0,0,0,0,8,0,15
SSC11374,0,0,0,0,0,0,0,0,0,0
SSC11375,99,125,185,145,115,127,110,212,16,1130
SSC11376,19,13,11,7,6,3,3,10,0,77
SSC11377,397,667,626,386,659,403,435,504,101,4173
SSC11378,7,3,0,6,6,0,0,8,0,29
SSC11379,251,609,75,100,183,81,13,30,14,1362
SSC11380,25,7,9,0,8,0,0,3,0,50
SSC11381,194,318,502,304,399,290,248,357,43,2648
SSC11382,15,9,11,0,4,0,6,3,0,49
SSC11383,120,251,124,91,149,103,102,81,30,1049
SSC11384,0,0,0,0,0,0,0,0,0,0
SSC11385,3,0,0,0,0,0,0,7,0,6
SSC11386,119,166,186,154,151,116,74,129,23,1113
SSC11387,0,0,0,0,0,0,0,0,0,0
SSC11388,22,7,9,3,3,0,0,5,0,50
SSC11389,437,619,290,201,307,177,68,95,31,2222
SSC11390,12,0,0,3,0,0,0,0,0,15
SSC11391,366,637,472,335,479,302,215,249,57,3107
SSC11392,12,11,10,3,6,4,7,8,0,63
SSC11393,347,819,351,264,425,269,107,153,25,2757
SSC11394,230,600,339,262,337,232,120,237,20,2371
SSC11395,701,1526,167,219,343,220,30,69,46,3329
SSC11396,17,21,15,14,5,16,0,3,3,98
SSC11397,144,247,187,99,172,105,87,81,28,1142
SSC11398,52,55,80,63,61,42,66,48,7,469
SSC11399,20,23,24,18,23,14,17,14,3,157
SSC11400,14,8,13,12,11,9,14,25,0,108
SSC11401,11,8,9,7,8,3,7,16,0,67
SSC11402,12,0,3,0,0,3,0,4,0,23
SSC11403,29,5,0,0,7,0,4,11,0,48
SSC11404,10,0,21,0,0,0,3,10,0,48
SSC11405,86,95,62,31,73,31,27,22,3,441
SSC11406,20,5,0,3,6,3,0,8,0,48
SSC11407,4,10,14,4,11,4,8,4,0,67
SSC11408,7,3,7,13,6,8,0,12,8,63
SSC11409,35,56,13,18,20,15,3,15,3,179
SSC11410,5,20,4,14,3,0,0,3,0,48
SSC11411,124,244,154,121,144,87,41,113,12,1041
SSC11412,24,12,11,3,4,0,10,3,3,71
SSC11413,31,58,97,82,86,59,151,122,22,704
SSC11414,47,16,6,21,18,7,22,27,7,168
SSC11415,132,193,202,130,155,85,49,104,21,1070
SSC11416,12,12,13,4,7,9,9,8,0,71
SSC11417,186,349,271,209,302,189,130,152,24,1820
SSC11418,413,766,559,425,729,360,258,294,79,3893
SSC11419,26,21,14,3,13,0,6,3,0,90
SSC11420,0,0,0,0,0,0,0,0,0,0
SSC11421,152,345,195,135,230,144,71,112,31,1416
SSC11422,1048,1824,1419,1045,1560,738,405,532,118,8690
SSC11423,15,39,21,26,28,26,12,19,4,193
SSC11424,13,5,0,4,0,0,0,3,0,32
SSC11425,330,963,195,207,313,178,55,81,41,2354
SSC11426,15,9,0,0,0,0,3,3,3,32
SSC11427,0,0,0,0,0,0,0,0,0,0
SSC11428,1541,4533,877,839,1627,905,244,522,204,11304
SSC11429,6,26,17,7,13,0,3,11,0,80
SSC11430,5,0,0,0,0,0,0,8,0,13
SSC11431,12,3,0,0,3,0,0,0,0,25
SSC11432,14,3,3,0,5,0,3,0,0,30
SSC11433,191,325,194,185,221,198,52,145,24,1541
SSC11434,37,60,32,6,33,13,5,12,0,199
SSC11435,653,1131,670,465,800,418,234,365,103,4835
SSC11436,23,46,58,34,30,23,8,31,9,255
SSC11437,9,9,3,0,0,0,0,0,0,23
SSC11438,373,500,582,359,735,353,372,336,63,3669
SSC11439,970,2401,353,387,673,373,75,114,72,5418
SSC11440,7,5,15,0,6,3,4,6,0,51
SSC11441,98,174,223,148,239,138,146,166,32,1360
SSC11442,0,0,0,0,0,0,0,0,0,0
SSC11443,15,3,9,3,7,0,0,3,3,49
SSC11444,87,291,174,165,130,115,54,98,10,1126
SSC11445,173,271,258,209,246,159,123,181,42,1664
SSC11446,6,7,3,0,8,0,0,0,0,27
SSC11447,0,0,0,0,0,0,0,0,0,0
SSC11448,10,5,3,6,3,7,3,7,0,49
SSC11449,31,3,8,0,5,4,11,6,0,75
SSC11450,3,0,0,0,0,0,0,4,0,13
SSC11451,23,15,12,6,10,7,3,10,0,74
SSC11452,18,11,14,4,9,4,3,11,0,70
SSC11453,0,0,0,0,0,0,0,0,0,3
SSC11454,73,42,57,29,27,14,24,54,7,336
SSC11455,8,0,5,4,4,6,4,0,0,32
SSC11456,26,12,22,14,23,14,13,14,0,133
SSC11457,29,25,4,4,11,5,6,8,0,93
SSC11458,28,11,30,33,15,7,14,15,7,160
SSC11459,7,8,12,4,6,4,0,13,0,63
SSC11460,31,19,20,11,12,10,8,9,3,116
SSC11461,30,32,22,13,18,11,7,13,6,151
SSC11462,12,0,0,3,0,0,0,0,0,16
SSC11463,6,4,14,3,3,0,0,3,0,40
SSC11464,19,19,11,25,27,11,11,14,0,142
SSC11465,17,7,6,0,0,4,3,3,0,38
SSC11466,27,10,3,0,7,0,4,8,0,64
SSC11467,26,21,9,3,12,5,11,0,0,97
SSC11468,89,26,45,21,52,15,24,67,12,350
SSC11469,112,190,155,160,96,96,73,137,17,1030
SSC11470,22,21,13,3,8,4,5,6,0,83
SSC11471,41,114,30,43,49,35,7,20,5,339
SSC11472,11,11,22,8,6,8,9,11,4,88
SSC11473,0,3,6,0,3,0,0,0,0,13
SSC11474,89,84,53,30,39,30,14,21,7,368
SSC11475,82,126,62,31,47,32,20,29,7,434
SSC11476,18,24,33,14,17,25,15,12,3,155
SSC11477,321,731,814,595,687,463,631,844,175,5265
SSC11478,93,236,230,164,214,154,214,261,56,1619
SSC11479,144,298,332,233,294,240,249,333,67,2192
SSC11480,319,508,638,383,580,435,542,628,139,4176
SSC11481,8,4,0,0,0,0,0,0,0,14
SSC11482,720,1273,214,273,379,269,42,91,48,3304
SSC11483,27,16,12,15,14,22,17,25,10,160
SSC11484,288,631,441,411,401,321,198,317,56,3072
SSC11485,0,0,0,0,0,0,3,0,0,8
SSC11486,10,3,4,3,4,0,3,3,0,26
SSC11487,37,56,88,52,54,40,28,52,6,420
SSC11488,18,21,15,11,11,4,0,9,3,99
SSC11489,12,0,0,0,0,0,0,0,0,11
SSC11490,9,15,16,10,17,8,11,7,0,106
SSC11491,200,479,344,221,298,187,141,157,29,2054
SSC11492,3,0,3,0,0,0,0,0,0,15
SSC11493,7,20,3,3,3,5,3,3,0,50
SSC11494,3,4,0,0,0,0,0,0,0,10
SSC11495,20,40,42,40,36,29,24,30,13,273
SSC11496,223,590,278,258,287,145,83,130,33,2022
SSC11497,8,3,6,10,3,0,4,0,3,38
SSC11498,11,7,14,4,11,0,3,10,0,68
SSC11499,41,89,34,35,32,19,11,25,5,296
SSC11500,51,98,113,95,78,75,51,65,20,647
SSC11501,106,224,144,116,115,77,76,62,14,935
SSC11502,6,0,3,3,3,0,4,0,0,22
SSC11503,3,0,0,0,0,0,0,0,0,4
SSC11504,0,3,3,0,3,0,4,0,0,21
SSC11505,4,12,0,14,10,7,4,7,0,66
SSC11506,26,7,8,3,7,3,4,5,0,59
SSC11507,31,83,52,52,41,35,22,29,3,345
SSC11508,28,38,15,18,10,13,6,11,0,137
SSC11509,18,39,29,15,17,17,8,15,6,161
SSC11510,3,3,0,3,3,5,0,4,0,25
SSC11511,13,16,13,13,17,6,13,15,4,108
SSC11512,9,4,5,3,3,3,7,5,0,40
SSC11513,24,31,19,13,16,7,6,9,9,132
SSC11514,29,0,8,4,0,4,6,3,0,59
SSC11515,613,1376,727,566,722,460,288,367,74,5192
SSC11516,9,0,0,0,0,0,0,0,0,8
SSC11517,11,0,0,0,5,0,0,5,0,19
SSC11518,39,69,85,80,54,59,23,39,11,462
SSC11519,27,57,30,25,31,23,11,25,0,233
SSC11520,203,136,111,120,108,87,91,140,13,1019
SSC11521,23,12,19,14,14,10,4,4,0,103
SSC11522,7,7,0,4,0,5,3,0,0,31
SSC11523,9,12,22,10,11,16,12,20,9,126
SSC11524,12,4,8,3,3,0,3,17,0,49
SSC11525,4,0,0,0,3,0,0,0,0,17
SSC11526,69,99,60,46,42,41,38,38,3,429
SSC11527,0,7,4,0,0,0,0,5,0,20
SSC11528,0,3,0,0,0,0,0,0,0,4
SSC11529,23,22,13,13,10,8,8,6,0,103
SSC11530,887,1471,449,394,695,391,130,205,89,4716
SSC11531,8,0,0,0,0,0,0,0,0,11
SSC11532,3,6,0,0,0,0,3,0,0,19
SSC11533,289,643,370,262,388,242,164,194,42,2596
SSC11534,306,535,552,385,492,372,246,303,61,3249
SSC11535,108,197,122,107,142,103,51,68,6,895
SSC11536,487,505,495,354,354,354,284,430,76,3339
SSC11537,6,9,4,0,3,3,0,3,0,28
SSC11538,0,0,0,0,0,0,0,3,0,9
SSC11539,27,7,12,10,11,0,6,9,0,78
SSC11540,10,3,0,0,0,0,0,0,0,14
SSC11541,15,4,0,3,0,0,0,6,3,37
SSC11542,4,6,9,0,3,4,3,4,0,40
SSC11543,12,13,4,5,5,3,0,8,4,51
SSC11544,103,139,316,191,130,91,103,131,23,1217
SSC11545,0,0,0,0,0,0,0,0,0,0
SSC11546,437,1222,157,221,314,188,29,63,36,2662
SSC11547,45,65,34,12,28,10,16,16,9,236
SSC11548,721,1190,380,338,492,377,99,168,56,3811
SSC11549,172,338,209,175,171,136,38,86,11,1334
SSC11550,480,787,605,580,491,633,175,536,79,4368
SSC11551,0,0,0,3,0,0,0,0,3,10
SSC11552,15,6,9,3,0,0,3,10,0,41
SSC11553,18,6,9,3,4,4,7,7,0,53
SSC11554,52,82,45,24,64,39,17,24,7,354
SSC11555,0,0,0,0,0,0,0,0,0,0
SSC11556,0,0,0,0,3,0,0,0,0,5
SSC11557,12,0,0,0,0,0,0,5,0,20
SSC11558,18,30,12,6,4,6,0,5,0,77
SSC11559,0,0,0,0,0,0,0,0,0,0
SSC11560,9,12,18,8,16,5,4,7,0,74
SSC11561,31,59,77,64,51,69,40,81,11,482
SSC11562,0,0,0,0,0,0,0,0,0,0
SSC11563,0,0,0,0,0,0,0,0,0,0
SSC11564,168,152,182,90,140,95,92,97,14,1039
SSC11565,0,8,14,3,13,3,0,3,0,43
SSC11566,4,0,0,0,3,3,0,0,0,14
SSC11567,10,3,0,0,0,0,0,0,0,16
SSC11568,1305,1962,679,584,997,635,181,310,84,6730
SSC11569,925,1562,609,467,617,396,113,218,67,4985
SSC11570,4,4,16,5,12,8,10,6,3,62
SSC11571,26,3,5,3,10,0,0,17,0,67
SSC11572,5,4,12,5,0,3,4,3,0,41
SSC11573,0,0,0,0,0,0,0,0,0,3
SSC11574,11,4,0,0,3,0,0,5,0,29
SSC11575,40,26,29,17,14,11,13,13,7,170
SSC11576,9,3,3,0,3,0,0,3,0,18
SSC11577,3,4,0,0,0,0,3,8,0,23
