SSC_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
SSC10846,5,5,9,65,0,83,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,8,9,45,0,72,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,3,0,13,0,0,0,0,3,3,27,8,11,111,4,164
SSC10847,353,1209,873,6331,86,8852,0,0,0,11,0,11,5891,79,138,116,25,6255,193,30,21,95,3,336,338,52,24,99,0,524,2686,939,744,5805,102,10278,651,26,47,7,3,737,109,18,11,60,3,198,400,79,71,445,8,1011,271,54,14,186,3,529,110,11,6,12,5,147,1973,46,34,19,16,2086,643,244,179,2356,28,3449,801,225,109,650,10,1794,1258,8,17,5,12,1290,415,93,49,210,9,774,12,4,3,5,0,28,209,66,34,139,0,446,44,12,3,4,0,65,187,65,48,9,0,302,270,22,39,45,0,378,162,5,17,21,0,201,603,265,171,1686,21,2748,76,7,14,13,3,112,368,16,18,11,7,419,222,16,20,20,0,273,570,17,10,0,5,597,120,35,3,0,0,164,207,13,14,7,0,237,95,15,4,79,3,195,4237,288,274,350,41,5192,131,13,12,57,1497,1712,20715,2325,1745,12990,1815,39594
SSC10848,0,8,3,68,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,6,4,0,69,3,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,19,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,4,22,28,13,12,0,129,22,175
SSC10849,21,135,121,539,3,820,0,0,0,0,0,0,263,9,19,7,3,293,15,0,5,0,0,20,26,0,0,3,0,35,307,117,95,556,7,1080,10,0,3,0,0,16,23,3,3,8,0,34,48,3,11,58,3,130,25,6,9,21,0,59,29,3,0,0,0,35,31,0,0,3,0,29,60,30,34,288,0,420,52,13,8,41,0,116,18,0,3,0,0,17,3,0,3,5,0,11,7,0,0,3,0,8,0,0,0,0,0,4,0,0,0,0,0,0,23,10,5,0,0,38,39,3,0,13,0,49,12,0,0,10,0,18,60,21,26,190,0,300,3,0,0,0,0,3,24,3,5,0,0,29,8,0,5,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,8,0,3,0,0,12,20,4,0,8,0,29,237,21,40,33,0,327,3,0,0,9,111,124,1128,240,221,1218,126,2939
SSC10850,11,46,27,311,0,396,0,0,0,0,0,0,7,0,0,3,0,16,5,0,0,0,0,6,9,3,0,9,0,27,65,34,36,250,0,385,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,26,0,43,16,7,0,4,0,25,3,0,3,0,0,5,4,0,0,0,0,4,13,5,0,92,0,114,26,5,7,16,0,52,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,91,21,9,70,0,198,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,10,0,0,0,0,0,0,10,10,10,58,0,89,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,5,0,0,3,11,0,0,0,0,11,0,0,0,0,0,3,3,0,0,3,0,7,38,5,4,5,0,51,3,0,0,12,87,100,297,99,60,622,90,1171
SSC10851,20,125,78,740,8,969,0,0,0,0,0,0,11,8,0,10,0,21,3,3,0,3,0,5,24,9,3,13,0,54,225,114,63,714,13,1123,15,6,3,0,0,20,11,4,0,7,0,22,27,12,6,87,3,131,6,0,0,14,0,25,6,4,0,4,0,12,3,0,3,0,0,7,55,32,17,286,3,395,24,9,3,40,0,81,3,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,7,3,0,3,0,16,11,3,0,0,0,18,18,18,9,5,0,49,13,4,0,3,0,21,9,0,3,3,0,13,60,24,28,233,3,344,3,0,0,0,0,3,14,3,0,0,0,20,6,0,0,3,0,12,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,0,0,6,19,3,4,21,0,44,93,19,24,38,0,175,0,4,0,13,213,228,490,220,144,1583,241,2678
SSC10852,326,336,204,1371,25,2263,0,0,0,24,0,24,645,10,14,17,0,684,199,22,21,35,3,278,21,0,3,18,0,49,600,190,119,1132,39,2083,363,3,22,6,3,397,36,6,3,9,0,50,110,21,12,99,0,243,344,78,26,155,0,608,30,3,0,8,0,44,1059,9,10,6,9,1097,90,50,32,412,3,588,590,116,75,344,10,1133,15,0,0,0,0,19,889,201,81,92,7,1273,320,41,18,28,0,407,78,17,11,61,0,165,84,12,3,5,0,105,38,14,8,9,0,69,217,10,6,17,3,246,45,0,6,4,0,63,80,38,32,243,9,406,229,23,4,24,3,289,89,0,0,0,0,88,187,11,6,10,4,219,71,0,0,0,0,70,148,24,7,5,0,178,447,0,10,3,10,467,11,8,0,14,0,40,3745,199,112,115,34,4201,145,24,3,35,905,1111,10049,980,565,3021,1045,15662
SSC10853,9,77,62,829,32,1002,0,0,0,22,0,23,9,0,0,9,0,22,14,0,3,0,0,17,14,3,3,0,0,20,178,62,57,657,21,981,5,0,0,0,0,11,6,0,0,13,0,15,27,5,0,52,3,90,8,0,0,3,0,8,4,0,0,0,0,9,0,0,0,0,0,0,35,8,4,257,4,310,15,5,4,29,3,57,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,0,0,10,12,4,3,0,0,17,10,3,4,4,0,20,8,0,0,3,0,10,3,0,0,0,0,3,49,22,18,197,0,284,3,0,0,0,0,4,3,3,0,0,0,5,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,9,0,16,55,19,0,17,0,94,3,3,0,27,113,147,391,122,100,1548,171,2334
SSC10854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SSC10855,0,3,0,56,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,38,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,11,10,11,3,3,81,11,108
SSC10856,21,51,26,291,6,396,0,0,0,3,0,3,79,0,0,5,0,82,14,0,5,13,0,28,4,3,3,4,0,18,51,18,18,218,8,314,0,0,0,0,0,0,3,0,0,4,0,11,15,0,7,10,0,34,12,10,0,8,0,25,3,0,0,0,0,3,9,0,0,3,0,14,21,6,3,76,0,104,165,32,14,142,8,369,3,0,0,0,0,3,38,6,3,8,0,54,7,0,0,3,0,11,80,16,10,50,0,151,3,0,0,0,0,6,3,0,0,0,0,5,12,0,0,5,0,17,5,0,0,5,0,11,12,4,5,33,3,53,23,5,0,9,0,35,0,3,0,3,0,7,8,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,78,20,5,16,0,121,14,0,0,14,181,212,609,124,63,659,204,1657
SSC10857,0,8,3,66,5,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,5,41,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,11,11,19,15,10,111,14,162
SSC10858,0,3,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,32,3,45
SSC10859,3,30,25,291,3,350,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,6,0,7,3,0,14,53,29,20,210,3,319,0,0,0,0,0,0,0,0,0,0,0,3,7,3,4,12,0,27,0,3,0,3,0,4,0,0,0,0,0,0,5,0,0,3,0,6,8,9,0,67,3,85,11,4,0,10,0,20,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,9,3,0,15,0,26,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,6,3,62,3,83,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,15,4,0,5,0,32,0,0,0,3,46,50,117,57,34,518,55,790
SSC10860,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,22,5,30
SSC10861,3,0,0,18,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,10,7,0,0,33,9,47
SSC10862,7,154,120,1530,24,1832,0,0,0,15,0,15,12,3,5,21,0,36,5,0,0,0,0,5,22,6,4,17,0,54,214,135,90,1335,21,1807,12,0,0,0,0,16,7,0,0,3,0,12,36,17,10,129,0,192,7,3,0,9,0,17,9,0,3,8,0,19,5,0,0,0,0,8,62,38,17,409,5,537,16,9,7,54,0,87,0,0,0,0,0,0,7,0,0,0,0,4,9,0,0,0,0,6,16,0,0,13,0,37,9,3,0,3,0,11,7,10,8,7,0,32,12,0,0,6,0,20,8,0,3,10,0,20,52,43,33,369,4,502,3,0,0,0,0,4,11,0,0,0,0,10,8,0,0,0,0,10,0,0,0,3,0,5,0,0,0,0,0,3,0,0,0,0,0,0,24,9,8,15,0,55,88,26,30,39,0,177,3,0,0,19,114,139,536,273,203,2889,161,4054
SSC10863,0,10,9,149,0,173,0,0,0,4,0,4,0,0,0,0,0,0,7,0,0,3,0,9,3,0,0,0,0,3,14,17,5,137,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,4,0,3,3,0,0,0,0,3,0,0,0,0,0,0,6,3,0,29,0,38,12,3,0,18,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,0,0,6,0,0,0,0,0,3,3,3,0,24,0,31,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,11,3,0,3,0,23,0,0,0,0,28,28,81,24,13,285,31,434
SSC10864,0,8,3,49,3,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,17,9,8,33,3,69,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,14,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,26,0,32,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,12,4,0,3,0,13,0,0,0,3,19,22,45,14,11,97,26,192
SSC10865,146,131,94,374,7,753,0,0,0,0,0,0,557,6,14,8,5,589,193,28,14,35,7,271,13,11,5,8,0,40,171,59,51,286,0,565,263,5,10,3,0,292,25,0,0,7,0,30,30,7,3,13,0,53,75,11,11,43,0,141,20,0,0,4,0,32,185,4,3,0,0,196,45,14,7,69,4,144,454,124,58,314,9,963,4,0,0,0,0,3,128,35,0,23,0,192,58,11,4,8,0,87,135,39,13,92,0,273,4,0,0,0,0,9,15,4,9,0,0,24,48,3,4,8,0,64,27,4,0,3,0,31,44,10,13,51,0,111,147,22,21,10,0,192,8,5,0,0,0,12,113,7,9,0,0,123,3,0,0,0,0,3,42,11,3,0,0,52,530,9,15,7,6,560,4,0,0,3,0,10,2087,88,78,35,19,2303,59,5,3,15,288,374,4951,419,274,1026,334,7018
SSC10866,7,26,11,61,0,111,0,0,0,0,0,0,22,0,0,0,0,22,21,3,0,8,0,38,3,0,0,0,0,3,26,11,5,52,0,91,4,0,0,0,0,4,0,0,0,0,0,4,4,9,5,0,0,20,0,0,0,0,0,0,3,0,0,0,0,3,13,0,0,0,0,13,0,5,3,10,0,17,123,30,11,48,3,221,0,0,0,0,0,0,11,7,0,0,0,15,10,3,0,0,0,9,45,11,3,22,0,77,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,9,0,0,0,0,8,5,0,4,11,0,18,11,0,3,0,0,15,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,6,10,0,4,0,0,19,0,0,0,0,0,0,105,13,6,12,0,133,4,0,0,0,43,53,406,82,41,192,54,771
SSC10867,0,3,0,31,0,37,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,31,3,42,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,14,0,0,0,3,9,14,17,3,6,70,14,114
SSC10868,0,3,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,3,0,22,7,33
SSC10869,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,8,13,20
SSC10870,0,13,5,161,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,19,14,3,106,3,140,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,35,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,9,0,3,32,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,10,0,0,0,3,22,26,34,25,5,271,21,364
SSC10871,0,4,3,59,3,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,78,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,25,0,33,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,14,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,12,6,3,134,11,170
SSC10872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10873,14,97,67,385,11,578,0,0,0,0,0,0,93,9,3,10,0,115,7,3,0,3,0,15,18,3,5,13,0,35,240,79,51,368,15,748,20,0,5,0,0,23,36,9,4,9,0,52,39,3,5,34,0,85,30,17,3,21,0,64,16,0,0,0,0,20,37,0,3,0,3,43,89,25,21,230,3,363,66,15,4,32,0,106,9,0,3,0,0,15,8,3,0,3,0,13,0,0,0,0,0,0,3,0,0,3,0,9,0,0,0,0,0,0,20,7,0,0,0,28,24,0,3,4,0,30,32,4,3,3,0,40,66,22,22,141,0,246,3,0,0,0,0,7,15,0,0,0,0,20,30,0,0,0,0,27,0,0,0,0,0,3,4,0,0,0,0,10,9,0,0,0,0,9,10,3,0,5,0,18,238,27,27,27,5,330,13,0,0,3,208,230,952,186,132,866,235,2376
