SSC_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SSC11146,0,0,13,11,0,24,0,18,0,70,4,6,23,14,3,14,0,11,4,73,11,36,46,21,17,13,3,12,3,158,14,39,34,20,18,11,3,21,0,167,23,48,35,44,40,19,16,27,8,265,21,43,31,29,25,19,22,25,11,220,3,7,0,4,3,0,5,3,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,78,176,186,141,112,99,50,117,26,984
SSC11147,0,0,4,3,3,6,0,13,3,35,3,0,20,9,3,3,0,12,0,46,11,15,21,8,8,5,5,14,0,94,22,17,9,5,15,9,14,10,0,101,32,13,20,17,14,4,10,22,0,134,30,14,16,15,7,0,13,13,0,110,18,6,0,6,5,6,7,3,0,49,7,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,120,66,91,67,58,39,54,83,6,588
SSC11148,0,0,0,0,0,4,0,0,0,7,0,0,4,3,0,3,0,0,0,5,0,0,0,0,3,0,0,0,0,7,0,0,3,3,3,0,8,0,0,13,0,5,3,3,4,0,3,0,0,22,4,3,0,0,0,3,3,3,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,13,10,7,12,16,8,6,80
SSC11149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,3,0,0,19
SSC11150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9
SSC11151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,3,4,0,0,5,0,25
SSC11152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
SSC11153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7
SSC11154,0,0,6,8,0,17,0,13,0,50,0,0,16,7,11,15,0,4,0,53,17,27,28,13,23,10,7,14,0,129,16,54,35,22,20,10,3,24,0,187,38,52,22,20,29,17,3,11,3,185,25,25,14,11,16,13,10,12,3,141,7,4,3,0,0,3,5,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,172,130,78,103,85,22,76,8,778
SSC11155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC11156,0,0,3,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,0,0,4,0,4,0,3,0,0,14,3,0,3,0,3,0,4,3,3,21,0,3,12,3,13,0,5,0,3,33,0,0,3,0,0,0,5,0,0,15,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,26,10,15,4,13,11,3,97
SSC11157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC11158,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,3,0,0,3,3,0,9,5,3,0,5,0,0,3,0,0,15,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,7,4,8,4,3,4,6,47
SSC11159,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,6,3,6,6,5,0,3,0,11,0,29,12,5,0,4,0,0,0,4,0,29,9,8,3,5,3,0,3,4,0,33,7,5,4,4,7,3,3,11,0,44,16,0,0,0,3,0,0,0,0,28,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,53,17,16,22,19,10,14,31,3,187
SSC11160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
SSC11161,3,0,7,4,3,29,0,17,0,64,0,7,5,13,6,12,3,4,0,48,6,26,23,12,16,12,13,18,0,124,8,20,27,25,14,25,5,14,0,147,24,35,26,32,24,18,17,24,0,200,22,28,18,24,23,17,16,27,3,173,3,5,3,0,7,0,0,3,0,22,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,3,71,116,106,114,95,114,61,112,9,793
SSC11162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,4,0,0,0,0,3,0,25
SSC11163,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,6,0,3,3,0,4,0,27
SSC11164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,8,11,0,0,0,4,0,0,4,0,16,14,0,0,4,4,0,0,3,0,24,6,0,3,0,0,0,0,3,3,11,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,40,7,3,4,6,8,3,14,3,84
SSC11165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,3,0,20
SSC11166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7,0,0,3,0,0,0,0,16,4,0,0,0,0,0,0,0,0,10,7,0,3,0,0,0,0,0,0,15,12,0,0,0,0,0,0,0,0,11,9,0,0,0,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,9,5,3,6,0,0,6,0,71
SSC11167,0,4,8,15,9,13,0,11,0,55,5,19,18,22,9,14,0,4,0,86,26,69,32,15,11,12,3,5,9,184,85,97,22,15,32,15,0,5,6,284,107,107,19,14,51,17,8,10,6,325,36,50,13,12,32,8,4,8,0,160,10,13,3,0,7,0,3,0,0,39,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,268,353,107,94,151,84,19,43,26,1142
SSC11168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6
SSC11169,0,0,4,0,0,6,0,6,0,20,0,0,18,3,3,3,0,8,0,36,6,4,12,7,3,0,14,5,3,64,6,10,8,6,7,4,0,17,0,52,10,4,7,5,5,3,15,17,0,74,23,11,6,4,4,3,16,12,0,77,4,0,0,0,0,0,3,3,0,17,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,53,31,55,35,25,20,58,66,8,345
SSC11170,0,0,0,0,0,0,0,0,0,8,0,0,6,7,0,0,0,4,0,20,3,0,5,3,8,3,5,8,0,37,3,3,0,0,10,0,3,10,0,27,3,10,5,6,4,3,7,8,0,44,7,4,4,5,3,3,5,10,4,45,16,0,0,0,0,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,19,26,21,24,12,16,42,9,204
SSC11171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,6,0,0,0,0,5,0,32
SSC11172,0,0,3,0,0,0,0,4,0,8,0,0,0,3,0,0,0,0,0,7,0,0,0,0,3,5,3,4,0,19,3,9,4,5,4,0,7,8,0,39,6,8,4,3,3,0,5,7,0,41,10,4,4,3,5,0,3,4,0,31,9,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,22,21,17,14,9,17,29,8,160
SSC11173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11174,0,0,0,0,3,0,0,0,0,7,0,0,0,5,0,3,0,0,0,13,3,0,0,0,6,0,0,0,0,9,4,4,0,3,3,0,0,0,0,12,8,4,0,3,3,3,0,0,0,18,7,3,0,0,3,0,0,3,0,13,9,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,11,9,6,14,7,4,4,0,91
SSC11175,0,5,22,26,9,62,3,45,0,181,8,11,61,56,39,32,20,38,0,273,66,122,150,76,126,64,53,58,8,730,90,121,110,71,130,52,92,50,13,732,76,71,70,55,86,43,76,48,7,532,21,36,27,28,61,17,50,33,8,288,3,9,7,3,14,3,10,4,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,373,450,316,470,275,304,269,45,2782
SSC11176,0,0,3,0,0,0,0,3,0,8,0,0,6,0,3,0,0,0,0,15,3,3,0,0,0,0,0,3,0,8,0,3,4,0,0,0,0,3,0,14,3,9,10,4,3,3,0,8,0,41,6,13,11,3,6,8,3,3,0,43,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,33,40,10,17,13,0,19,3,144
SSC11177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,4,0,0,0,0,10,3,6,0,0,3,0,0,0,0,25,4,3,4,0,3,0,0,5,0,20,9,3,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,19,15,8,12,3,0,9,3,91
SSC11178,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,3,4,0,0,3,0,0,0,13,3,3,0,0,0,0,0,0,0,9,4,3,5,4,5,0,4,3,0,28,4,0,3,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,25,8,16,11,7,8,0,4,0,84
SSC11179,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,3,4,3,0,5,0,27
SSC11180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
SSC11181,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,3,0,0,0,5,0,22
SSC11182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,19
SSC11183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,0,0,0,16
SSC11184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,16
SSC11185,0,0,0,3,3,0,0,0,0,10,0,7,3,11,3,11,3,0,0,37,5,15,11,3,10,0,3,5,0,59,6,14,5,4,12,4,8,7,0,57,8,20,3,12,6,0,3,7,0,66,0,10,9,10,14,3,11,11,0,63,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,63,40,42,46,18,25,26,6,300
SSC11186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,11
SSC11187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10
SSC11188,0,0,0,0,0,0,0,3,0,11,0,0,4,0,0,3,0,0,0,10,0,0,0,0,0,3,0,0,0,7,5,6,0,0,0,3,4,0,0,17,12,8,5,7,4,0,3,0,0,31,4,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,18,16,11,15,10,8,8,5,0,85
SSC11189,0,0,0,3,0,5,0,3,0,7,0,0,0,5,0,7,0,0,0,17,4,8,4,3,0,0,0,3,0,27,10,11,8,0,7,3,0,0,0,45,13,18,5,4,10,3,0,0,0,46,6,10,6,8,7,7,3,0,4,54,0,5,3,0,6,8,4,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,30,53,23,25,37,24,5,16,7,220
SSC11190,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,12,3,3,0,0,3,0,0,0,0,7,0,4,3,0,0,0,0,3,0,17,7,3,3,0,3,0,3,7,0,31,10,3,0,0,5,0,0,0,0,28,3,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,16,17,6,10,3,5,16,0,108
SSC11191,0,0,3,10,0,9,0,0,0,28,3,3,9,5,0,0,0,0,0,31,3,9,31,12,5,8,4,5,0,83,14,20,14,16,15,11,11,3,0,108,14,25,24,19,20,5,9,16,0,124,13,31,23,26,19,9,5,27,0,156,7,7,0,3,0,4,3,3,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,52,96,101,88,63,60,31,55,6,555
SSC11192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,3,0,15,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,0,4,0,7,0,0,10,0,31
SSC11194,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,3,0,0,9,0,4,0,0,3,0,10,3,3,0,0,3,0,0,0,0,16,4,3,7,3,3,4,3,6,4,27,11,0,0,0,3,0,0,3,0,28,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,4,17,5,11,8,4,17,4,102
SSC11195,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,4,0,0,7,0,0,0,0,0,0,13,4,6,3,0,0,0,0,0,0,19,7,9,3,3,3,0,0,3,0,28,8,6,3,0,4,0,0,0,0,31,9,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,35,28,17,5,8,6,3,9,0,113
SSC11196,0,0,3,3,0,3,0,0,0,6,0,3,3,0,0,0,0,0,0,11,0,0,4,0,3,0,0,0,0,8,5,0,5,0,0,0,0,0,0,12,4,3,4,0,0,0,4,3,0,16,0,6,0,0,0,4,0,0,0,9,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,19,6,3,4,3,6,0,69
SSC11197,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,19
SSC11198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,5,0,9,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,4,0,0,0,0,5,0,27
SSC11199,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,5,5,7,4,0,4,0,0,3,0,23,8,15,3,3,0,0,0,3,0,34,5,8,0,3,7,0,0,3,0,31,3,4,3,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,42,9,8,11,3,0,11,3,118
SSC11200,0,0,0,5,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,13,3,3,0,0,3,0,0,0,0,11,7,3,3,0,4,0,0,3,0,23,7,3,0,0,5,0,0,0,0,17,9,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,27,13,10,8,14,3,0,4,0,88
SSC11201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11202,11,4,51,55,8,70,7,55,6,276,16,48,119,79,53,62,10,50,7,450,65,136,227,121,118,98,71,78,19,931,112,146,193,131,189,83,121,97,23,1089,92,135,157,130,159,73,112,97,23,971,54,83,101,73,91,60,83,92,7,650,9,24,14,16,12,3,22,21,7,124,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,6,363,576,862,605,635,446,426,501,91,4505
SSC11203,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,3,0,10,3,10,9,5,11,4,0,0,0,37,3,9,5,4,9,3,3,0,0,36,8,0,3,3,7,0,4,3,0,31,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,23,18,24,12,8,12,3,133
SSC11204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,4,0,3,3,17
SSC11205,0,0,0,3,0,0,0,0,0,7,0,0,3,3,0,0,0,0,0,12,3,0,4,0,0,4,0,0,0,16,3,3,0,0,3,0,0,0,0,11,9,3,4,0,3,3,0,3,0,26,3,3,3,3,3,0,0,3,0,15,9,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,10,18,16,7,9,4,15,3,96
SSC11206,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,7,0,10,3,3,0,0,0,0,0,5,0,12,4,3,3,4,0,0,0,4,0,17,4,4,0,5,9,0,4,5,3,33,0,3,7,3,7,0,4,3,0,24,3,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,8,19,18,3,12,17,9,104
