SSC_CODE_2016,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
SSC11034,0,0,0,4,0,0,0,0,0,3
SSC11035,0,0,0,0,0,0,0,0,0,0
SSC11036,75,80,235,1073,1483,656,521,1020,872,5626
SSC11037,0,0,0,20,21,21,22,14,17,117
SSC11038,6,0,8,71,116,83,79,112,98,557
SSC11039,0,0,0,3,0,3,0,0,3,14
SSC11040,0,0,0,0,5,0,0,8,4,18
SSC11041,0,4,8,105,146,64,70,163,133,675
SSC11042,0,0,0,0,0,0,0,3,3,8
SSC11043,79,28,144,409,601,391,308,597,376,2679
SSC11044,49,13,79,323,470,227,196,521,439,2179
SSC11045,0,0,0,0,0,0,0,0,3,3
SSC11046,0,0,3,56,68,22,41,23,31,236
SSC11047,3,0,7,65,110,65,58,92,51,443
SSC11048,0,0,0,24,28,22,21,19,13,133
SSC11049,0,0,3,32,69,30,35,26,41,235
SSC11050,0,0,0,0,0,0,0,8,3,15
SSC11051,3,0,11,83,101,47,35,43,39,354
SSC11052,165,37,284,942,1179,624,478,942,332,4500
SSC11053,132,44,277,985,1356,749,646,1303,579,5625
SSC11054,0,0,0,12,19,16,6,6,6,71
SSC11055,0,0,0,13,24,16,15,12,11,92
SSC11056,5,5,22,546,630,332,203,337,124,2161
SSC11057,0,0,0,11,17,13,16,16,22,90
SSC11058,0,0,0,8,11,11,12,15,3,54
SSC11059,0,0,0,4,8,5,0,3,6,37
SSC11060,0,0,3,42,51,39,48,42,35,254
SSC11061,0,0,0,0,0,0,0,0,0,11
SSC11062,0,0,0,0,0,0,0,0,4,3
SSC11063,31,3,43,159,220,130,113,289,134,1038
SSC11064,0,5,3,18,23,18,12,33,28,129
SSC11065,0,0,9,118,200,106,74,114,63,673
SSC11066,0,0,0,0,0,3,4,0,3,10
SSC11067,0,0,0,0,3,3,3,9,5,21
SSC11068,0,0,3,46,47,26,16,44,20,202
SSC11069,0,0,0,0,0,0,0,0,0,0
SSC11070,13,0,46,923,1105,513,349,691,120,3699
SSC11071,0,0,0,10,3,0,4,3,0,24
SSC11072,0,0,3,11,22,7,19,14,12,88
SSC11073,4,0,11,294,340,170,164,248,104,1308
SSC11074,0,0,0,5,15,5,8,11,12,58
SSC11075,132,13,193,800,1281,689,508,952,269,4492
SSC11076,0,0,0,57,80,54,25,26,16,262
SSC11077,0,0,0,8,10,6,10,21,10,62
SSC11078,0,0,0,8,9,4,3,9,11,42
SSC11079,0,0,0,17,15,3,6,11,0,53
SSC11080,80,73,219,823,1141,583,488,1004,539,4583
SSC11081,0,0,0,0,3,5,0,0,0,10
SSC11082,136,40,265,1195,1428,711,473,1226,338,5375
SSC11083,0,0,0,3,0,0,0,0,0,3
SSC11084,0,0,0,3,5,0,0,0,3,13
SSC11085,0,0,0,9,16,10,8,7,8,59
SSC11086,0,0,5,23,20,10,6,8,20,93
SSC11087,0,0,0,0,4,3,4,3,3,19
SSC11088,0,0,0,0,9,3,5,0,7,33
SSC11089,0,0,0,4,10,4,3,3,0,29
SSC11090,0,0,0,20,13,7,8,17,7,72
SSC11091,0,0,0,3,5,12,8,12,7,44
SSC11092,0,0,0,0,0,0,0,0,3,5
SSC11093,0,0,0,55,63,22,23,59,23,243
SSC11094,4,0,9,148,205,105,133,148,73,817
SSC11095,0,0,0,12,9,8,6,6,14,56
SSC11096,0,0,0,3,0,3,0,4,0,7
SSC11097,3,3,9,124,137,69,52,90,33,512
SSC11098,5,0,5,12,21,5,7,12,14,76
SSC11099,193,68,401,1420,1927,1074,984,1883,979,8267
SSC11100,0,0,0,3,12,3,7,12,7,43
SSC11101,0,0,0,0,3,0,0,0,0,4
SSC11102,3,0,4,54,71,26,17,33,44,247
SSC11103,0,0,0,38,48,19,8,21,21,153
SSC11104,0,0,0,0,3,6,7,4,0,26
SSC11105,35,17,86,2884,3282,1413,1195,2538,806,12119
SSC11106,0,0,0,0,0,0,0,0,0,3
SSC11107,0,0,3,10,21,18,13,23,21,104
SSC11108,0,0,0,3,0,0,0,0,0,4
SSC11109,0,0,0,4,18,5,10,3,3,42
SSC11110,0,0,0,3,12,3,8,3,0,31
SSC11111,0,0,0,9,8,5,6,7,0,29
SSC11112,53,24,174,3110,2871,877,533,1429,728,9554
SSC11113,10,3,38,643,636,208,123,284,188,2081
SSC11114,5,11,36,236,348,169,141,217,161,1274
SSC11115,26,6,77,966,1098,357,245,824,334,3826
SSC11116,10,4,25,306,308,170,177,605,168,1732
SSC11117,0,0,0,3,13,7,4,15,0,42
SSC11118,103,27,242,1454,1746,801,454,1201,339,5994
SSC11119,224,67,478,4578,4454,1479,890,2946,1494,15844
SSC11120,0,0,0,18,7,11,5,3,8,49
SSC11121,0,0,3,30,32,19,22,21,18,133
SSC11122,0,0,0,12,15,12,6,9,13,56
SSC11123,45,15,96,377,566,324,279,456,209,2211
SSC11124,0,0,3,23,22,11,13,26,9,96
SSC11125,0,0,0,11,21,8,18,15,16,92
SSC11126,0,0,0,3,3,3,4,3,0,17
SSC11127,4,0,4,81,114,55,64,58,33,407
SSC11128,5,0,13,83,125,68,52,72,34,436
SSC11129,0,0,0,0,0,0,0,0,3,3
SSC11130,0,0,0,12,20,13,9,12,11,71
SSC11131,12,7,39,1392,1216,358,202,605,394,4160
SSC11132,0,0,0,14,12,17,4,3,3,51
SSC11133,0,0,0,0,0,0,0,0,0,0
SSC11134,171,32,319,2229,2248,909,669,2288,508,8864
SSC11135,98,18,215,2213,2242,923,746,2366,503,9004
SSC11136,3,0,3,5,20,4,4,10,8,56
SSC11137,0,0,0,6,7,5,8,10,0,28
SSC11138,0,0,0,39,47,34,20,32,23,201
SSC11139,0,0,0,10,3,5,6,0,3,25
SSC11140,0,0,10,76,107,54,74,98,36,446
SSC11141,0,0,0,3,9,9,7,4,3,31
SSC11142,0,0,0,7,6,0,4,3,3,25
SSC11143,3,3,18,144,182,108,76,124,37,675
SSC11144,0,0,3,53,72,42,28,34,28,254
SSC11145,4,0,9,41,61,30,37,46,17,243
SSC11146,82,25,149,412,601,332,284,574,284,2487
SSC11147,21,6,41,226,249,182,166,217,112,1143
SSC11148,4,0,4,28,37,15,30,53,79,239
SSC11149,0,0,0,3,13,3,5,0,3,29
SSC11150,0,0,0,6,0,0,3,0,0,15
SSC11151,0,0,3,11,6,3,3,0,0,34
SSC11152,0,0,0,4,0,0,7,0,0,10
SSC11153,0,0,0,0,3,0,0,3,0,10
SSC11154,3,0,3,237,378,171,133,179,60,1159
SSC11155,0,0,0,0,0,0,4,4,0,9
SSC11156,3,0,3,28,42,16,19,25,10,140
SSC11157,0,0,0,0,0,0,3,0,0,9
SSC11158,0,0,0,21,33,20,24,42,66,208
SSC11159,4,0,12,72,90,47,45,65,44,363
SSC11160,0,0,0,0,3,4,0,3,3,10
SSC11161,50,46,117,257,393,227,223,368,197,1663
SSC11162,0,0,0,3,8,10,0,0,6,30
SSC11163,0,0,3,10,22,17,10,10,3,63
SSC11164,0,0,5,35,34,17,16,19,14,129
SSC11165,0,0,0,9,8,3,0,3,3,27
SSC11166,0,0,0,28,21,7,24,7,16,105
SSC11167,12,0,40,467,499,233,152,291,181,1828
SSC11168,0,0,0,7,6,3,0,0,0,10
SSC11169,7,3,15,113,133,71,93,160,59,625
SSC11170,0,0,0,55,105,52,39,42,42,331
SSC11171,0,0,3,13,12,5,10,9,15,63
SSC11172,3,0,9,47,72,28,31,43,28,263
SSC11173,0,0,0,0,0,0,0,0,0,0
SSC11174,0,0,4,33,48,35,15,23,9,166
SSC11175,12,4,24,960,1104,428,355,840,199,3883
SSC11176,7,3,20,78,106,59,45,62,66,416
SSC11177,0,0,0,21,47,21,16,20,32,155
SSC11178,0,0,0,29,29,13,22,36,26,149
SSC11179,0,0,0,8,13,4,5,4,0,40
SSC11180,0,0,0,0,3,0,0,0,0,10
SSC11181,0,0,0,5,22,0,4,10,8,54
SSC11182,0,0,0,4,3,6,13,3,4,32
SSC11183,0,3,3,12,17,11,8,8,3,54
SSC11184,0,0,0,3,9,4,3,6,5,31
SSC11185,44,12,68,183,180,76,77,354,195,1069
SSC11186,0,0,0,5,5,0,5,3,0,21
SSC11187,0,0,0,0,3,4,0,4,0,14
SSC11188,0,0,3,25,44,19,13,20,3,136
SSC11189,21,18,55,100,156,103,65,126,66,612
SSC11190,0,0,3,29,52,28,18,44,8,179
SSC11191,106,46,180,205,412,274,218,365,181,1651
SSC11192,0,0,0,0,0,0,0,0,3,4
SSC11193,0,0,0,7,11,5,6,5,9,42
SSC11194,4,0,6,29,43,20,26,39,12,166
SSC11195,3,0,5,32,61,35,21,33,14,190
SSC11196,0,0,0,19,29,10,16,17,5,94
SSC11197,0,0,0,0,9,3,5,7,5,27
SSC11198,0,0,3,11,13,14,13,15,6,78
SSC11199,0,0,0,51,84,39,21,22,31,245
SSC11200,0,0,0,28,41,15,14,16,18,129
SSC11201,0,0,0,0,3,0,0,0,0,4
SSC11202,125,61,303,1768,2240,1132,910,2066,578,8694
SSC11203,3,0,3,60,83,41,40,62,30,308
SSC11204,0,0,0,11,6,4,0,3,10,35
SSC11205,0,0,4,38,47,33,28,48,33,220
SSC11206,3,4,13,61,102,43,34,110,67,416
SSC11207,0,0,0,16,19,10,12,11,15,86
SSC11208,0,0,0,0,5,10,0,7,0,17
SSC11209,0,0,0,19,21,14,15,18,8,97
SSC11210,0,0,0,25,32,29,25,7,15,136
SSC11211,76,60,236,1113,918,298,180,665,587,3758
SSC11212,22,19,60,3642,2464,460,206,2159,1848,10778
SSC11213,4,0,9,59,76,36,38,60,30,302
SSC11214,3,0,10,957,609,94,56,961,259,2936
SSC11215,5,0,12,158,200,119,105,212,122,919
SSC11216,0,0,3,4,7,3,5,4,3,30
SSC11217,0,0,3,13,26,13,11,10,8,83
SSC11218,0,0,0,138,203,103,73,73,31,619
SSC11219,11,3,26,569,704,353,184,386,83,2271
SSC11220,0,0,0,3,3,5,0,0,4,14
SSC11221,46,16,123,424,557,297,224,431,149,2078
SSC11222,3,0,3,105,107,33,10,46,31,334
SSC11223,0,0,0,15,16,7,18,21,8,82
SSC11224,73,3,82,513,554,212,224,846,150,2504
SSC11225,0,0,0,3,11,7,3,4,4,25
SSC11226,0,0,0,0,0,0,0,0,3,7
SSC11227,127,50,320,5099,4842,1621,992,4058,1455,18057
SSC11228,0,0,0,3,0,4,0,0,0,5
SSC11229,0,0,4,12,19,11,24,3,6,80
SSC11230,0,0,0,7,9,5,3,3,0,22
SSC11231,0,0,9,69,102,49,42,77,58,396
SSC11232,0,0,0,14,24,19,22,21,13,116
SSC11233,4,8,17,59,65,57,34,48,43,309
SSC11234,3,0,6,75,105,69,75,93,76,500
SSC11235,9,11,40,429,421,146,134,348,229,1701
SSC11236,52,10,69,85,130,53,51,173,68,563
SSC11237,155,59,278,1186,1635,775,621,1443,833,6500
SSC11238,29,9,84,751,813,464,313,642,131,3106
SSC11239,12,4,52,406,458,237,175,399,79,1758
SSC11240,9,0,16,173,197,99,76,150,21,717
SSC11241,16,16,52,278,382,167,157,277,153,1413
SSC11242,0,0,3,3,9,6,3,0,0,19
SSC11243,0,0,0,3,10,5,3,3,3,30
SSC11244,0,0,0,0,0,0,0,0,0,0
SSC11245,0,0,0,7,15,17,12,9,7,66
SSC11246,0,0,0,0,7,0,3,0,3,16
SSC11247,0,0,0,0,0,0,0,6,3,13
SSC11248,5,3,13,381,400,224,213,734,180,2134
SSC11249,3,0,4,6,9,4,10,3,0,27
SSC11250,0,0,0,3,3,3,6,3,0,22
SSC11251,3,5,16,128,201,134,98,111,61,730
SSC11252,0,0,0,0,0,0,0,0,3,3
SSC11253,0,0,0,0,15,6,4,7,12,39
SSC11254,0,0,0,3,10,0,0,3,0,18
SSC11255,0,0,0,14,19,14,9,9,16,76
SSC11256,0,0,0,5,7,7,5,10,4,42
SSC11257,0,0,0,0,4,6,3,0,0,16
SSC11258,0,0,0,0,0,0,0,0,0,0
SSC11259,0,0,0,6,5,7,10,15,10,52
SSC11260,0,0,0,10,14,7,9,12,12,67
SSC11261,0,0,0,10,17,7,5,14,12,65
SSC11262,3,0,5,11,22,23,17,17,13,104
SSC11263,0,0,0,6,13,8,6,0,10,50
SSC11264,0,0,0,12,6,6,4,7,0,31
SSC11265,0,0,0,0,0,0,0,0,4,5
SSC11266,7,3,16,140,142,66,56,79,14,500
SSC11267,23,9,50,381,361,116,79,374,90,1406
SSC11268,0,0,0,15,17,11,5,11,8,58
SSC11269,3,0,12,20,44,21,20,31,32,177
SSC11270,0,0,0,32,30,18,13,14,3,113
SSC11271,0,0,0,9,9,4,3,4,0,22
SSC11272,4,4,12,102,147,99,82,98,45,576
SSC11273,3,0,7,12,13,19,11,13,17,84
SSC11274,3,3,12,33,42,35,27,46,31,223
SSC11275,69,22,139,2155,2295,951,959,3494,869,10713
SSC11276,0,0,0,59,86,49,30,54,29,313
SSC11277,13,9,44,254,407,205,152,275,113,1410
SSC11278,28,13,59,159,289,165,134,182,101,1028
SSC11279,0,0,3,13,25,14,8,21,12,90
SSC11280,0,0,0,26,38,16,7,9,23,121
SSC11281,58,35,171,1349,1023,307,210,759,465,4117
SSC11282,0,0,0,17,22,15,24,19,10,112
SSC11283,4,0,14,229,286,146,133,195,99,1092
SSC11284,36,16,96,838,801,335,222,613,186,2995
SSC11285,0,0,0,20,39,14,16,17,6,99
SSC11286,3,0,3,48,58,32,24,75,11,252
SSC11287,17,9,49,44,81,42,44,111,49,374
SSC11288,0,0,0,3,10,7,7,11,7,37
SSC11289,0,0,0,0,0,0,0,0,0,0
SSC11290,3,0,4,36,61,41,48,62,59,301
SSC11291,0,0,0,3,0,0,3,4,7,17
SSC11292,0,0,0,17,8,4,17,7,5,63
SSC11293,217,48,388,2817,2796,1009,659,1838,922,10046
SSC11294,0,0,0,5,11,0,11,4,3,33
SSC11295,0,0,0,5,16,3,4,8,3,37
SSC11296,394,146,837,6325,8319,3747,2907,6454,2936,30692
SSC11297,0,0,0,5,10,4,11,10,3,48
SSC11298,0,0,4,19,25,9,12,19,6,92
SSC11299,0,0,0,6,14,4,3,3,12,44
SSC11300,8,3,43,426,600,291,226,252,112,1898
SSC11301,3,0,7,91,85,58,49,93,11,388
SSC11302,0,0,3,29,25,19,24,16,3,107
SSC11303,85,35,196,3383,3256,1132,637,2131,1018,11558
SSC11304,0,0,0,16,26,14,19,19,22,115
SSC11305,0,0,0,9,25,12,6,3,7,59
SSC11306,0,0,0,12,23,9,9,4,4,56
SSC11307,0,0,0,3,8,4,3,3,3,25
SSC11308,0,0,0,0,0,0,0,0,0,0
SSC11309,0,3,13,50,79,49,35,48,46,305
SSC11310,12,8,31,157,259,136,100,191,82,923
SSC11311,0,0,0,7,15,3,4,9,10,42
SSC11312,27,10,65,804,919,422,336,1084,265,3833
SSC11313,36,18,74,991,1068,448,370,1183,306,4358
SSC11314,0,0,3,27,29,28,17,17,20,134
SSC11315,0,0,0,19,16,8,8,17,8,83
SSC11316,30,12,52,140,194,113,126,207,203,994
SSC11317,0,0,0,11,12,3,6,12,7,46
SSC11318,0,0,3,36,63,34,16,17,9,172
SSC11319,0,0,0,0,3,0,0,0,0,3
SSC11320,34,32,99,275,437,219,218,339,216,1699
SSC11321,3,0,5,56,82,51,41,45,32,302
SSC11322,0,0,0,10,12,12,3,6,3,36
SSC11323,3,0,4,33,49,29,19,37,9,171
SSC11324,0,0,3,10,15,13,9,17,4,72
SSC11325,4,0,4,122,180,90,49,67,59,565
SSC11326,0,0,6,76,152,70,54,54,20,429
SSC11327,0,0,0,5,5,0,0,0,0,8
SSC11328,153,28,239,1483,1606,840,618,1284,366,6189
SSC11329,0,0,0,0,0,0,0,0,0,0
SSC11330,0,0,0,42,48,31,25,6,16,174
SSC11331,0,0,6,30,51,37,15,35,32,205
SSC11332,3,0,10,76,95,73,47,91,44,427
SSC11333,0,0,0,11,9,9,8,12,4,60
SSC11334,0,0,0,17,17,15,13,9,9,79
SSC11335,0,0,0,0,8,3,4,0,4,25
SSC11336,0,0,3,7,20,15,10,13,0,55
SSC11337,0,0,0,0,0,0,0,0,0,0
SSC11338,0,0,8,62,69,47,38,42,36,288
SSC11339,0,0,0,9,21,10,17,14,10,79
SSC11340,0,0,0,12,24,11,5,5,6,65
SSC11341,17,0,24,1068,1117,462,424,1299,229,4601
SSC11342,0,0,3,25,49,34,34,21,8,166
SSC11343,235,56,503,3358,3564,1661,1219,3618,1082,14496
SSC11344,97,28,202,1202,1470,630,388,931,388,5016
SSC11345,60,28,156,1046,1442,670,399,815,285,4653
SSC11346,3,3,8,297,375,163,181,196,115,1317
SSC11347,0,0,3,34,53,24,17,35,13,176
SSC11348,28,23,79,668,802,317,247,571,169,2783
SSC11349,80,35,191,782,974,404,340,715,322,3540
SSC11350,0,0,3,39,60,23,36,67,15,240
SSC11351,29,8,70,612,632,305,218,726,168,2658
SSC11352,5,3,14,152,181,64,38,74,39,552
SSC11353,0,0,0,29,10,14,7,14,8,81
SSC11354,17,13,42,170,252,137,123,235,141,1058
SSC11355,22,4,64,613,607,336,256,513,114,2439
SSC11356,7,0,21,323,498,254,192,262,174,1709
SSC11357,47,12,131,778,806,453,285,457,100,2885
SSC11358,115,37,215,839,1100,445,377,841,500,4105
SSC11359,0,0,0,18,22,10,8,6,3,75
SSC11360,171,82,365,2100,2551,1271,912,2049,802,9681
SSC11361,23,0,70,497,599,292,173,323,47,1932
SSC11362,0,0,0,57,91,39,24,34,21,270
SSC11363,76,25,159,1009,1219,595,432,748,376,4379
SSC11364,0,0,3,28,44,25,21,39,28,188
SSC11365,3,0,4,39,81,27,30,44,31,247
SSC11366,0,4,10,115,176,63,60,156,44,616
SSC11367,11,5,32,169,159,69,76,191,55,719
SSC11368,53,24,131,1164,1261,514,417,1856,460,5670
SSC11369,146,28,356,3538,3571,1773,1295,4224,748,15154
SSC11370,0,0,0,27,43,24,29,46,11,173
SSC11371,4,4,11,173,221,97,83,146,65,785
SSC11372,0,0,0,25,44,18,28,11,21,146
SSC11373,0,0,0,10,13,0,9,0,3,35
SSC11374,0,0,0,0,0,0,0,0,0,0
SSC11375,71,39,133,428,636,329,297,624,333,2647
SSC11376,0,0,0,17,39,26,8,20,20,144
SSC11377,73,4,101,1650,1496,700,681,3084,395,8008
SSC11378,0,0,0,6,14,12,13,10,8,62
SSC11379,49,22,122,711,586,168,95,414,330,2303
SSC11380,0,0,0,17,18,9,15,18,8,83
SSC11381,124,26,216,1022,1265,600,539,1262,340,5020
SSC11382,0,0,3,14,10,9,13,16,10,84
SSC11383,8,0,14,347,427,180,176,407,125,1657
SSC11384,0,0,0,0,0,0,0,0,0,0
SSC11385,0,0,0,4,6,0,0,0,0,11
SSC11386,7,4,26,388,522,233,194,248,143,1720
SSC11387,0,0,0,0,0,0,0,3,0,3
SSC11388,0,0,0,14,38,25,34,15,42,171
SSC11389,24,6,72,845,976,493,351,503,145,3325
SSC11390,0,0,0,11,6,0,3,0,0,24
SSC11391,20,8,43,1088,1316,562,428,870,274,4544
SSC11392,0,0,5,25,30,18,7,16,11,104
SSC11393,67,13,129,1005,1421,748,512,751,221,4653
SSC11394,104,20,177,927,1288,610,461,962,243,4501
SSC11395,45,141,239,1755,1192,277,108,880,791,5005
SSC11396,0,4,9,22,67,22,22,28,21,179
SSC11397,3,0,3,387,392,160,146,577,113,1782
SSC11398,6,0,10,169,219,140,99,156,81,869
SSC11399,0,0,5,44,71,49,31,59,35,290
SSC11400,0,0,0,37,58,27,29,60,51,267
SSC11401,0,0,0,28,29,22,22,19,28,160
SSC11402,0,0,3,3,9,5,9,4,4,29
SSC11403,0,0,0,10,21,7,18,11,3,65
SSC11404,0,0,0,14,20,10,5,9,28,92
SSC11405,0,0,9,151,196,110,91,104,27,676
SSC11406,0,0,3,17,21,10,19,23,9,99
SSC11407,0,0,0,14,32,16,14,18,11,101
SSC11408,0,9,15,57,86,12,18,25,81,287
SSC11409,0,0,4,55,85,45,38,33,23,279
SSC11410,0,0,0,23,27,6,0,3,14,82
SSC11411,16,8,29,383,550,290,189,266,92,1761
SSC11412,0,0,0,19,23,8,23,18,19,109
SSC11413,9,3,16,305,305,114,157,599,205,1677
SSC11414,3,3,12,65,103,55,60,102,59,447
SSC11415,13,0,28,402,549,252,232,348,121,1901
SSC11416,3,0,3,33,22,21,20,28,22,153
SSC11417,11,3,24,657,785,318,264,469,101,2598
SSC11418,125,23,204,1471,1754,844,696,1453,597,6817
SSC11419,0,0,0,32,38,21,13,11,14,135
SSC11420,0,0,0,0,0,0,0,0,0,0
SSC11421,29,10,65,611,576,221,192,661,129,2394
SSC11422,157,25,288,3064,3972,1949,1344,2459,513,13301
SSC11423,0,0,3,67,73,29,31,85,28,317
SSC11424,0,0,0,3,11,13,4,9,6,51
SSC11425,18,6,43,1171,990,253,131,513,382,3431
SSC11426,0,0,0,19,27,8,5,29,17,110
SSC11427,0,0,0,0,0,0,0,0,0,0
SSC11428,227,50,501,4827,5004,2384,1748,4960,739,19661
SSC11429,0,0,0,23,55,36,25,21,15,181
SSC11430,0,0,0,4,3,0,3,3,0,17
SSC11431,0,0,3,4,12,3,4,10,3,32
SSC11432,0,0,3,12,10,11,3,10,3,38
SSC11433,367,100,637,744,995,512,352,1224,365,4192
SSC11434,0,0,4,67,96,60,35,47,23,320
SSC11435,143,25,247,1892,2112,919,780,2285,574,8559
SSC11436,3,0,8,116,132,65,71,110,37,529
SSC11437,0,0,0,0,19,6,7,3,0,30
SSC11438,15,5,30,1332,1372,570,451,1219,241,5195
SSC11439,8,7,30,2621,2217,479,213,922,670,7127
SSC11440,0,0,0,19,26,9,8,11,13,85
SSC11441,6,3,13,490,543,227,215,487,89,2048
SSC11442,0,0,0,0,0,0,0,0,0,0
SSC11443,3,0,5,10,22,12,14,20,11,79
SSC11444,61,13,93,498,516,209,135,366,110,1831
SSC11445,95,36,235,790,1021,521,397,1013,412,4158
SSC11446,0,0,0,3,12,10,3,7,5,35
SSC11447,0,0,0,0,0,0,0,0,0,0
SSC11448,0,0,0,23,17,18,18,20,9,102
SSC11449,0,0,0,23,36,17,13,34,12,137
SSC11450,0,0,0,3,10,6,6,11,8,43
SSC11451,0,0,3,21,30,13,20,15,19,114
SSC11452,0,0,0,19,36,19,18,33,32,149
SSC11453,0,0,0,4,7,0,0,0,0,12
SSC11454,17,4,23,126,154,79,84,149,66,660
SSC11455,0,0,0,5,17,13,6,9,9,58
SSC11456,0,0,0,41,66,37,42,37,42,264
SSC11457,0,0,0,28,47,19,12,17,14,137
SSC11458,0,0,0,63,92,45,44,56,31,334
SSC11459,3,0,6,29,34,26,26,41,22,183
SSC11460,0,0,7,46,75,41,29,35,37,261
SSC11461,0,3,6,52,89,52,28,27,26,269
SSC11462,0,0,3,7,6,3,6,0,3,28
SSC11463,0,0,0,9,17,15,7,17,12,74
SSC11464,0,0,4,57,65,56,39,42,28,280
SSC11465,0,0,0,13,16,9,8,5,7,57
SSC11466,0,0,0,15,27,13,8,12,3,75
SSC11467,0,0,0,28,39,24,13,20,13,129
SSC11468,3,0,9,110,128,67,57,133,132,626
SSC11469,43,20,109,456,646,315,241,491,269,2422
SSC11470,0,0,3,31,33,25,10,15,9,127
SSC11471,0,0,0,157,127,42,22,119,86,553
SSC11472,0,0,6,40,37,12,19,34,22,160
SSC11473,0,0,0,3,21,16,11,9,3,65
SSC11474,0,0,6,144,195,90,51,65,121,677
SSC11475,8,8,23,130,246,158,116,92,60,801
SSC11476,3,0,12,63,117,73,81,91,38,454
SSC11477,166,43,309,2396,2403,990,1079,6663,1100,14638
SSC11478,77,15,117,730,679,293,308,1738,412,4164
SSC11479,72,11,137,926,941,456,466,2693,470,5937
SSC11480,71,13,141,1759,1708,799,790,3564,639,9268
SSC11481,0,0,0,3,5,5,3,0,0,15
SSC11482,37,24,120,1434,1452,578,318,715,319,4813
SSC11483,3,4,12,51,90,41,40,58,30,313
SSC11484,93,27,194,1447,1591,681,501,1593,439,6251
SSC11485,0,0,0,3,9,0,4,3,4,24
SSC11486,0,0,0,4,8,5,4,3,0,36
SSC11487,0,3,7,151,208,132,82,141,86,796
SSC11488,0,0,4,39,41,42,15,31,28,194
SSC11489,0,0,0,3,6,4,3,0,0,13
SSC11490,0,0,7,44,56,20,20,22,16,178
SSC11491,53,31,95,770,945,507,337,599,225,3378
SSC11492,0,0,0,3,3,4,5,7,0,28
SSC11493,0,0,0,13,37,17,12,12,9,98
SSC11494,0,0,0,0,4,0,3,0,0,12
SSC11495,5,3,7,121,130,79,61,97,38,521
SSC11496,20,9,50,763,1003,519,327,441,140,3192
SSC11497,0,0,3,14,26,12,9,7,5,67
SSC11498,0,0,5,21,29,13,15,22,23,126
SSC11499,3,0,8,104,161,84,61,58,94,568
SSC11500,4,4,32,295,325,202,177,294,82,1375
SSC11501,22,20,63,453,588,346,271,461,232,2339
SSC11502,0,0,0,7,9,14,4,11,21,60
SSC11503,0,0,0,0,0,0,3,0,8,13
SSC11504,0,0,0,9,8,7,4,0,3,33
SSC11505,0,0,8,18,43,13,8,23,3,110
SSC11506,0,0,3,23,33,21,8,15,4,109
SSC11507,15,9,31,170,208,92,76,246,84,871
SSC11508,0,0,5,44,86,33,27,26,34,243
SSC11509,0,0,6,58,84,54,27,41,26,303
SSC11510,0,0,0,13,10,4,6,3,3,38
SSC11511,0,0,0,42,68,32,23,33,21,210
SSC11512,0,0,3,16,18,15,8,10,9,74
SSC11513,3,0,3,53,59,27,24,28,13,191
SSC11514,0,0,3,17,15,10,17,22,15,101
SSC11515,189,40,333,2021,2549,1267,974,1947,524,9277
SSC11516,0,0,0,3,5,3,3,3,0,23
SSC11517,0,0,3,7,7,3,3,3,0,22
SSC11518,37,51,123,213,328,202,163,279,266,1439
SSC11519,3,0,10,93,106,64,50,96,74,482
SSC11520,60,17,105,379,474,263,212,456,298,2087
SSC11521,0,0,6,36,57,43,28,45,20,235
SSC11522,0,0,0,14,12,6,10,4,5,57
SSC11523,0,0,6,54,109,56,46,61,72,394
SSC11524,0,0,4,23,28,17,17,35,15,138
SSC11525,0,0,0,5,9,3,5,4,0,31
SSC11526,7,0,22,151,261,166,110,163,44,900
SSC11527,0,0,0,8,8,6,7,0,7,41
SSC11528,0,0,0,3,0,4,0,0,0,6
SSC11529,0,0,4,32,54,22,16,20,24,174
SSC11530,132,36,270,1962,2026,812,629,1592,588,7608
SSC11531,0,3,3,0,3,3,3,6,5,24
SSC11532,0,0,0,3,9,8,0,0,3,26
SSC11533,3,0,7,896,1114,490,355,638,153,3654
SSC11534,24,12,61,1168,1458,652,513,982,323,5088
SSC11535,4,5,13,347,437,202,146,240,56,1425
SSC11536,130,45,242,1206,1606,829,725,1537,841,6742
SSC11537,0,0,0,12,12,8,8,14,3,50
SSC11538,0,0,0,4,0,0,0,3,0,13
SSC11539,0,0,0,29,38,26,19,26,8,135
SSC11540,0,0,0,9,6,5,6,6,13,40
SSC11541,0,0,0,4,22,19,8,7,10,68
SSC11542,0,0,0,18,21,7,7,6,0,54
SSC11543,0,0,0,23,21,25,13,5,9,90
SSC11544,7,0,11,381,469,167,184,425,124,1750
SSC11545,0,0,0,0,0,0,0,0,0,0
SSC11546,8,8,24,1446,1082,274,123,831,354,4104
SSC11547,3,0,3,78,118,45,49,52,32,368
SSC11548,107,57,297,1562,1874,908,587,1168,335,6428
SSC11549,19,9,59,498,718,344,262,359,138,2319
SSC11550,285,219,777,1937,2913,1676,1259,2689,1327,11802
SSC11551,0,0,0,3,6,4,0,4,5,27
SSC11552,0,0,0,25,14,9,8,12,6,73
SSC11553,0,0,0,21,27,15,11,13,13,101
