SSC_CODE_2016,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
SSC12073,19,4,45,617,789,434,284,532,89,2742
SSC12074,21,15,53,1215,1352,593,492,914,400,4970
SSC12075,0,0,0,11,7,3,0,4,0,28
SSC12076,9,3,22,187,274,180,142,237,161,1186
SSC12077,45,31,129,1489,2037,826,605,1107,667,6728
SSC12078,0,0,0,11,10,6,7,7,4,45
SSC12079,8,3,19,540,611,244,169,538,99,2194
SSC12080,3,7,9,132,160,84,72,164,46,655
SSC12081,0,0,0,3,0,3,0,0,0,7
SSC12082,0,0,0,6,9,3,6,9,3,37
SSC12083,0,3,3,12,32,14,17,22,26,122
SSC12084,0,0,0,20,25,16,12,16,7,92
SSC12085,28,3,93,909,839,304,212,687,125,3076
SSC12086,0,0,0,24,30,10,17,26,37,144
SSC12087,0,0,3,27,37,25,23,10,9,132
SSC12088,75,11,147,5517,5906,2621,2047,4230,840,21164
SSC12089,9,0,18,1864,2194,893,688,1386,353,7372
SSC12090,78,67,204,1442,1819,893,680,1362,619,6817
SSC12091,0,0,3,29,21,29,16,30,13,138
SSC12092,0,0,0,42,54,21,31,51,9,203
SSC12093,0,0,0,21,18,6,8,24,12,90
SSC12094,22,29,61,405,346,175,190,510,249,1874
SSC12095,0,0,6,54,67,52,36,122,69,398
SSC12096,8,4,15,143,219,120,131,167,121,898
SSC12097,0,0,0,3,5,0,3,11,6,36
SSC12098,0,0,0,0,7,0,0,0,0,5
SSC12099,126,34,243,3911,2820,828,501,4357,1102,13524
SSC12100,35,5,75,997,1128,562,501,702,171,4059
SSC12101,5,0,16,128,144,86,74,130,31,595
SSC12102,0,0,0,25,45,23,6,16,23,136
SSC12103,0,0,5,18,29,20,9,12,13,100
SSC12104,0,0,0,0,0,0,3,0,3,10
SSC12105,0,0,0,3,0,0,0,0,0,10
SSC12106,0,0,0,3,0,3,0,0,3,15
SSC12107,0,0,0,5,0,3,0,0,0,11
SSC12108,0,0,0,7,8,4,5,4,3,36
SSC12109,7,6,25,158,244,155,100,160,124,941
SSC12110,0,0,0,0,0,0,0,0,0,3
SSC12111,3,0,9,39,63,41,27,50,30,258
SSC12112,0,0,0,0,0,0,0,0,0,3
SSC12113,0,0,3,3,4,11,4,0,0,23
SSC12114,0,0,0,6,4,0,3,3,3,24
SSC12115,0,0,0,20,36,23,10,19,18,125
SSC12116,93,99,309,1241,1673,865,571,1024,499,5876
SSC12117,33,18,99,928,1223,626,432,609,217,4031
SSC12118,0,0,3,149,193,114,82,113,51,700
SSC12119,21,7,37,107,177,116,96,116,81,694
SSC12120,0,0,0,11,0,0,3,7,7,31
SSC12121,0,0,0,11,14,11,0,7,0,44
SSC12122,0,0,0,48,63,34,18,40,9,220
SSC12123,0,0,0,13,23,13,10,24,12,87
SSC12124,0,0,0,17,9,5,9,8,9,54
SSC12125,6,7,27,244,326,197,132,204,60,1158
SSC12126,0,0,0,5,12,4,7,3,6,35
SSC12127,0,0,0,6,10,7,12,14,10,63
SSC12128,0,0,3,28,65,46,31,27,21,221
SSC12129,204,63,404,2162,2285,1119,831,1749,408,8556
SSC12130,49,9,111,888,969,513,337,603,106,3411
SSC12131,60,105,227,1233,1390,720,595,1219,615,5773
SSC12132,3,0,4,25,28,25,28,22,21,144
SSC12133,7,3,13,84,113,60,46,46,40,385
SSC12134,3,0,13,136,218,102,53,85,21,615
SSC12135,0,0,0,0,0,0,0,0,0,0
SSC12136,0,0,0,3,4,8,3,3,0,23
SSC12137,0,0,3,107,148,86,67,125,16,544
SSC12138,0,0,0,3,11,3,0,9,0,28
SSC12139,0,0,0,21,27,18,19,15,17,115
SSC12140,4,0,8,41,53,27,26,63,26,233
SSC12141,209,82,483,1210,1588,776,568,1336,415,5894
SSC12142,13,9,34,97,138,85,70,184,59,643
SSC12143,0,0,0,16,23,9,18,12,7,79
SSC12144,0,0,0,4,3,0,0,3,5,12
SSC12145,0,0,11,263,334,231,157,157,111,1256
SSC12146,0,0,4,19,49,17,17,28,11,135
SSC12147,0,0,0,0,0,0,0,0,0,0
SSC12148,0,0,0,9,7,5,3,6,4,35
SSC12149,103,14,152,1792,2165,1042,698,1455,285,7432
SSC12150,16,4,23,638,671,377,286,557,112,2644
SSC12151,0,0,0,30,21,14,15,6,14,94
SSC12152,0,0,0,8,0,0,0,0,3,12
SSC12153,8,0,16,73,131,81,58,96,16,456
SSC12154,108,91,287,1245,1699,846,547,1186,659,6189
SSC12155,0,3,3,21,41,24,17,24,14,138
SSC12156,111,27,250,3520,2812,989,627,4926,860,13733
SSC12157,0,0,0,0,0,0,0,3,3,5
SSC12158,167,28,359,2395,2325,1074,897,2864,648,10202
SSC12159,0,0,0,8,4,4,4,4,0,30
SSC12160,0,0,0,15,16,11,11,19,3,75
SSC12161,0,0,3,22,34,25,22,18,12,143
SSC12162,0,0,0,3,0,0,0,0,0,4
SSC12163,76,18,142,1557,1802,733,642,1953,686,7369
SSC12164,0,0,11,168,222,125,99,125,84,828
SSC12165,3,3,8,42,45,33,29,58,26,237
SSC12166,0,0,0,3,15,13,8,4,3,49
SSC12167,0,0,0,0,0,0,0,0,0,0
SSC12168,0,0,0,3,3,3,3,4,5,21
SSC12169,0,3,3,0,10,3,3,3,11,33
SSC12170,0,0,0,8,9,8,3,4,244,273
SSC12171,3,3,7,147,139,93,52,92,32,554
SSC12172,243,45,423,1807,2091,906,647,1629,401,7481
SSC12173,31,9,89,1193,938,265,137,642,371,3549
SSC12174,3,3,12,68,86,48,56,84,36,378
SSC12175,0,0,0,0,0,0,0,0,0,0
SSC12176,0,0,0,9,14,5,5,6,5,38
SSC12177,0,0,0,0,8,9,11,8,3,40
SSC12178,3,0,9,38,38,26,18,28,24,171
SSC12179,0,0,0,4,6,0,6,0,3,24
SSC12180,0,0,0,0,0,0,0,0,0,0
SSC12181,123,40,275,2907,2939,1212,865,3925,848,12696
SSC12182,19,9,54,411,390,193,144,396,103,1640
SSC12183,0,0,0,7,7,9,5,12,11,54
SSC12184,0,0,0,0,4,0,3,0,0,9
SSC12185,4,0,14,184,231,107,73,116,37,736
SSC12186,4,3,10,6,6,0,7,9,3,34
SSC12187,16,11,36,597,630,339,341,773,201,2883
SSC12188,0,0,4,41,81,49,31,28,17,251
SSC12189,0,0,0,0,3,3,0,4,8,15
SSC12190,0,0,0,0,0,0,0,0,0,0
SSC12191,3,0,3,27,45,23,31,33,11,171
SSC12192,0,0,10,57,59,38,61,82,65,360
SSC12193,52,22,132,1298,1601,749,535,1135,428,5747
SSC12194,11,6,25,328,485,231,199,267,140,1654
SSC12195,3,0,3,49,58,46,36,60,33,290
SSC12196,0,0,0,12,19,8,16,4,8,68
SSC12197,5,8,32,420,624,293,219,285,166,2011
SSC12198,0,0,0,0,0,0,0,0,0,0
SSC12199,0,0,5,139,92,27,12,97,147,511
SSC12200,30,16,120,691,957,443,363,508,161,3122
SSC12201,19,3,40,189,234,135,91,161,51,855
SSC12202,0,0,7,52,75,68,40,56,40,326
SSC12203,0,0,0,12,7,8,7,6,0,43
SSC12204,0,0,3,23,39,30,22,28,12,157
SSC12205,0,0,0,0,3,0,0,0,3,7
SSC12206,4,3,10,123,133,68,52,71,62,511
SSC12207,0,0,0,3,3,0,0,0,0,12
SSC12208,0,0,0,7,18,12,10,16,0,63
SSC12209,3,3,9,78,139,54,80,84,75,504
SSC12210,0,0,0,9,14,9,8,8,4,66
SSC12211,0,0,0,24,45,22,34,18,9,151
SSC12212,0,0,0,24,23,22,21,24,12,129
SSC12213,0,0,0,16,19,22,7,15,3,86
SSC12214,0,0,0,6,13,5,6,3,3,35
SSC12215,3,3,10,149,205,87,91,108,48,690
SSC12216,0,0,12,415,439,216,205,304,123,1698
SSC12217,0,0,24,443,399,123,88,169,111,1326
SSC12218,29,3,54,524,736,360,330,384,183,2526
SSC12219,9,3,15,259,312,151,114,147,107,1095
SSC12220,9,0,12,122,166,78,65,79,36,546
SSC12221,83,72,211,883,1175,571,523,1259,552,4961
SSC12222,0,0,0,10,20,3,13,19,3,70
SSC12223,0,0,0,3,4,4,0,4,0,16
SSC12224,0,0,0,5,5,0,3,4,8,32
SSC12225,0,0,0,8,12,8,3,5,5,37
SSC12226,11,3,18,143,167,74,72,216,90,758
SSC12227,10,0,22,218,212,92,87,199,43,844
SSC12228,0,0,7,25,34,23,6,18,18,115
SSC12229,55,45,130,276,380,250,209,415,289,1822
SSC12230,0,0,8,55,62,47,28,108,40,344
SSC12231,0,3,9,21,30,15,18,30,21,127
SSC12232,0,0,0,29,33,18,13,10,3,101
SSC12233,0,0,3,52,85,41,35,41,31,278
SSC12234,0,0,0,23,28,22,11,9,3,87
SSC12235,0,0,0,67,79,33,44,38,21,290
SSC12236,0,0,3,9,10,11,10,10,0,43
SSC12237,0,0,0,18,52,26,24,21,29,175
SSC12238,26,13,85,1041,1551,711,552,805,273,4927
SSC12239,0,0,0,30,52,19,22,46,35,204
SSC12240,0,0,0,0,3,0,0,0,0,10
SSC12241,0,0,0,0,0,0,0,0,3,6
SSC12242,14,9,46,192,230,143,136,255,195,1145
SSC12243,24,13,62,508,804,455,366,570,200,2901
SSC12244,3,4,21,54,106,61,60,78,36,403
SSC12245,0,0,0,11,7,3,4,4,0,28
SSC12246,0,0,0,21,31,8,5,3,13,84
SSC12247,86,90,223,557,625,363,264,867,406,3075
SSC12248,47,10,92,596,731,337,352,846,229,3096
SSC12249,0,0,0,10,8,10,4,9,0,44
SSC12250,30,16,88,540,642,271,274,698,248,2672
SSC12251,0,0,5,46,117,47,38,63,19,341
SSC12252,0,0,0,0,0,0,0,0,0,0
SSC12253,45,28,108,824,1139,598,478,978,377,4400
SSC12254,4,3,15,91,158,85,69,91,54,535
SSC12255,0,0,9,155,169,104,64,134,75,705
SSC12256,3,0,14,301,372,178,97,178,43,1171
SSC12257,137,93,287,2250,2281,1010,1346,4701,1143,12734
SSC12258,3,0,7,73,100,51,43,53,31,350
SSC12259,17,18,43,150,216,167,162,218,87,1007
SSC12260,0,0,0,10,20,4,6,8,9,62
SSC12261,44,26,127,1332,1510,570,522,1625,629,6182
SSC12262,0,0,0,12,23,8,4,6,6,68
SSC12263,0,0,3,47,66,49,42,49,32,288
SSC12264,34,23,112,985,1162,532,337,748,216,3974
SSC12265,0,0,0,3,3,3,4,0,0,17
SSC12266,152,28,313,2475,2701,987,608,1522,486,8781
SSC12267,174,21,262,2822,2806,853,616,1815,559,9471
SSC12268,13,6,47,533,626,252,174,338,94,2014
SSC12269,0,0,0,3,7,7,7,3,5,37
SSC12270,0,0,3,43,60,32,42,42,25,244
SSC12271,0,0,0,8,12,9,7,6,10,43
SSC12272,0,0,0,0,0,0,3,5,0,14
SSC12273,3,3,9,55,124,59,87,101,56,484
SSC12274,0,0,0,0,0,0,0,0,0,3
SSC12275,12,8,33,430,379,179,190,740,189,2107
SSC12276,7,3,13,170,236,137,85,87,56,780
SSC12277,0,0,0,8,11,7,0,9,7,33
SSC12278,17,31,62,324,403,227,153,242,116,1468
SSC12279,0,0,0,36,74,44,49,44,44,296
SSC12280,0,0,0,8,7,10,5,6,6,44
SSC12281,0,0,0,17,17,14,7,14,7,74
SSC12282,0,0,0,3,4,0,3,3,0,15
SSC12283,98,37,195,273,379,246,208,501,217,1815
SSC12284,0,0,0,0,6,0,0,3,3,16
SSC12285,6,8,20,256,253,67,36,156,94,871
SSC12286,0,0,0,8,8,5,4,3,0,22
SSC12287,148,58,306,1999,2540,1193,913,2536,1113,10299
SSC12288,9,3,18,125,203,154,132,170,116,900
SSC12289,15,8,44,486,673,303,201,330,138,2135
SSC12290,0,0,0,8,20,18,19,22,41,134
SSC12291,0,0,0,19,43,9,21,11,6,113
SSC12292,0,0,0,0,3,0,0,0,0,3
SSC12293,119,32,215,1319,1768,862,698,1423,843,6907
SSC12294,0,0,0,16,9,8,3,4,14,55
SSC12295,0,0,0,39,30,36,32,39,27,200
SSC12296,0,0,3,17,30,24,20,17,19,127
SSC12297,142,19,231,3379,3534,1223,711,1961,969,11782
SSC12298,0,0,0,0,0,0,0,0,4,6
SSC12299,0,0,0,8,9,8,7,11,3,53
SSC12300,24,5,45,339,549,337,309,432,219,2187
SSC12301,0,0,0,0,0,0,0,0,0,0
SSC12302,0,0,0,8,7,8,3,10,6,46
SSC12303,41,15,107,1176,1668,756,451,742,366,5149
SSC12304,13,0,33,450,587,317,205,318,111,1984
SSC12305,16,6,38,612,610,262,264,734,290,2762
SSC12306,0,0,0,5,5,3,0,0,3,17
SSC12307,19,7,24,563,631,314,323,1178,582,3600
SSC12308,38,13,93,1659,1940,838,733,2094,597,7867
SSC12309,114,21,190,700,1110,552,386,996,323,4074
SSC12310,0,0,0,0,12,8,3,3,5,33
SSC12311,0,0,0,8,3,7,3,5,6,32
SSC12312,0,0,0,14,31,26,13,6,24,122
SSC12313,40,17,79,895,794,221,128,446,267,2756
SSC12314,0,0,0,20,24,13,34,23,7,119
SSC12315,4,0,10,462,447,200,138,381,133,1761
SSC12316,147,22,258,3796,3190,1332,1257,5894,1279,16747
SSC12317,0,0,0,0,0,0,0,0,0,0
SSC12318,3,0,5,46,67,55,40,84,62,350
SSC12319,0,3,5,60,58,28,23,40,33,244
SSC12320,14,10,39,304,390,187,199,490,363,1938
SSC12321,3,3,10,86,161,109,71,70,52,549
SSC12322,6,0,24,289,292,162,114,213,37,1112
SSC12323,0,0,4,23,39,35,27,21,31,177
SSC12324,0,0,0,6,0,8,0,3,6,29
SSC12325,94,14,166,1510,1868,696,408,1043,468,5997
SSC12326,0,0,0,3,0,0,0,0,0,5
SSC12327,0,0,0,17,23,16,15,16,7,97
SSC12328,0,0,5,28,76,40,35,43,44,267
SSC12329,0,0,0,4,0,0,0,0,0,13
SSC12330,0,0,0,24,26,17,9,7,8,90
SSC12331,0,0,0,3,11,10,3,7,3,38
SSC12332,0,0,0,0,0,0,0,0,3,8
SSC12333,0,0,4,29,49,33,33,28,25,189
SSC12334,3,0,3,10,10,16,7,5,3,45
SSC12335,0,0,3,122,126,67,35,44,30,416
SSC12336,3,4,4,41,61,33,20,34,12,195
SSC12337,0,0,0,6,8,6,0,3,0,20
SSC12338,0,0,0,0,6,3,0,0,0,12
SSC12339,123,21,261,2104,2130,1062,727,1403,383,7801
SSC12340,0,0,0,9,15,4,4,11,0,36
SSC12341,3,0,7,71,77,34,25,64,11,281
SSC12342,0,0,0,3,0,0,0,0,0,5
SSC12343,94,13,152,989,1181,583,400,743,175,4076
SSC12344,65,29,121,631,781,318,253,688,362,3037
SSC12345,26,6,64,380,532,267,158,281,144,1772
SSC12346,0,3,3,13,32,20,19,21,14,116
SSC12347,83,45,192,755,1078,560,428,1092,507,4417
SSC12348,0,0,0,5,3,6,7,7,3,35
SSC12349,73,61,175,837,919,379,244,801,494,3682
SSC12350,0,0,0,25,25,13,11,10,6,82
SSC12351,5,0,4,17,52,23,25,19,5,140
SSC12352,0,0,3,85,138,65,59,53,41,429
SSC12353,0,0,0,4,0,4,0,0,3,16
SSC12354,0,0,0,4,24,9,10,3,30,80
SSC12355,0,0,0,0,3,0,0,0,0,4
SSC12356,0,0,0,19,29,21,8,25,0,104
SSC12357,0,0,0,11,8,7,3,7,3,43
SSC12358,0,0,0,7,4,0,0,13,4,27
SSC12359,0,0,0,3,16,8,7,8,12,52
SSC12360,6,4,28,113,196,72,76,149,52,665
SSC12361,208,65,378,3550,3591,1516,1619,7892,3216,21391
SSC12362,5,0,19,442,503,251,172,261,75,1699
SSC12363,5,0,12,247,284,148,138,321,133,1278
SSC12364,4,0,3,16,28,13,17,20,7,98
SSC12365,0,0,3,163,189,62,64,103,42,619
SSC12366,0,0,0,5,9,8,4,10,0,37
SSC12367,3,0,3,48,99,48,35,38,25,285
SSC12368,3,0,16,128,161,93,94,126,51,657
SSC12369,18,12,50,157,204,124,114,176,95,872
SSC12370,0,0,0,10,3,9,3,7,11,41
SSC12371,27,11,79,708,1012,500,311,539,133,3206
SSC12372,0,0,3,29,49,14,16,57,41,207
SSC12373,0,0,0,22,37,29,17,7,6,113
SSC12374,0,0,0,12,14,11,9,10,16,69
SSC12375,14,3,33,643,717,408,336,719,313,3136
SSC12376,3,3,15,193,339,231,148,204,83,1197
SSC12377,0,0,3,13,21,11,14,14,18,99
SSC12378,75,58,209,1086,1338,604,472,1227,557,5282
SSC12379,0,0,0,0,6,7,4,9,3,29
SSC12380,0,0,0,0,0,0,0,0,0,0
SSC12381,3,0,3,40,49,20,16,35,13,172
SSC12382,0,0,0,3,12,3,0,6,3,30
SSC12383,0,0,0,3,4,0,0,3,5,17
SSC12384,0,0,0,13,20,7,4,5,0,61
SSC12385,18,4,41,437,447,268,177,266,64,1653
SSC12386,0,0,12,96,107,55,53,58,27,402
SSC12387,3,5,10,68,102,39,27,55,41,327
SSC12388,0,0,0,4,10,3,4,0,3,18
SSC12389,12,6,34,254,342,161,101,147,73,1074
SSC12390,3,0,3,35,47,50,43,40,19,234
SSC12391,0,0,0,9,13,7,13,6,8,57
SSC12392,0,0,0,3,9,8,6,8,9,40
SSC12393,0,0,0,0,3,0,0,3,4,9
SSC12394,0,0,0,3,10,0,9,7,7,43
SSC12395,0,4,3,117,143,73,51,104,17,503
SSC12396,0,0,7,76,117,56,63,54,41,409
SSC12397,0,0,0,13,26,10,18,13,48,135
SSC12398,0,0,3,42,81,30,35,43,60,298
SSC12399,0,0,0,3,15,4,3,4,6,32
SSC12400,0,0,0,3,0,0,0,0,0,4
SSC12401,0,0,6,73,85,44,37,65,25,331
SSC12402,0,0,0,25,57,18,24,17,18,146
SSC12403,0,0,0,3,5,3,4,3,4,23
SSC12404,0,0,0,5,5,3,3,6,3,29
SSC12405,0,0,0,3,3,3,8,9,0,16
SSC12406,0,0,0,0,8,3,8,3,0,22
SSC12407,0,0,0,8,9,5,6,4,4,37
SSC12408,0,0,0,48,70,28,18,34,18,221
SSC12409,0,0,0,15,13,11,10,14,12,64
SSC12410,0,0,0,23,22,12,9,12,11,96
SSC12411,0,0,0,0,0,0,0,0,0,6
SSC12412,3,0,3,96,123,59,54,78,67,481
SSC12413,3,0,4,20,30,16,8,19,9,100
SSC12414,0,0,0,16,20,14,11,9,8,76
SSC12415,0,0,3,13,16,9,14,13,11,71
SSC12416,0,0,0,5,16,7,6,8,16,62
SSC12417,0,0,0,0,0,0,0,0,0,0
SSC12418,0,0,3,48,76,26,23,51,22,248
SSC12419,12,3,21,315,384,162,133,305,113,1402
SSC12420,0,0,0,28,36,24,19,33,17,154
SSC12421,73,27,169,1141,1228,654,480,925,200,4629
SSC12422,54,29,127,1128,1178,565,665,2715,827,7073
SSC12423,0,0,0,27,31,25,35,26,14,154
SSC12424,0,0,0,12,16,17,10,13,3,71
SSC12425,0,0,0,3,5,4,0,0,0,15
SSC12426,4,0,11,74,84,28,43,47,19,298
SSC12427,3,0,6,37,50,31,28,23,20,185
SSC12428,0,0,0,3,3,4,0,0,3,14
SSC12429,0,0,0,3,3,0,0,0,0,10
SSC12430,65,53,159,329,478,272,242,509,300,2122
SSC12431,135,18,189,339,508,323,267,567,291,2305
SSC12432,4,5,23,252,319,186,113,152,65,1080
SSC12433,57,27,121,2015,2203,1030,1038,3287,1020,10585
SSC12434,5,0,23,566,821,392,257,453,77,2552
SSC12435,3,0,4,298,287,127,90,222,48,1069
SSC12436,0,0,0,0,0,0,0,0,0,0
SSC12437,83,34,167,1999,1721,518,308,2128,603,7280
SSC12438,0,0,0,0,0,0,0,0,0,0
SSC12439,0,0,0,0,0,0,0,0,0,4
SSC12440,0,0,0,3,4,0,0,5,3,20
SSC12441,0,0,0,51,50,22,18,31,11,184
SSC12442,0,0,0,9,4,7,0,3,0,22
SSC12443,0,0,0,85,135,81,34,67,15,419
SSC12444,0,0,3,26,27,20,12,22,5,106
SSC12445,0,0,3,75,131,72,49,55,87,468
SSC12446,0,0,0,10,17,4,19,15,8,70
SSC12447,0,0,0,5,11,7,3,4,8,44
SSC12448,0,0,0,25,39,18,20,17,27,143
SSC12449,65,17,102,304,419,166,129,405,185,1609
SSC12450,0,0,0,0,8,5,0,3,8,18
SSC12451,0,0,0,24,34,17,10,8,11,103
SSC12452,0,0,4,32,61,38,25,23,21,203
SSC12453,39,54,126,712,779,372,220,741,1961,4783
SSC12454,0,0,0,3,3,0,0,3,3,14
SSC12455,0,5,18,142,184,94,93,157,85,753
SSC12456,0,0,0,7,7,3,5,7,4,29
SSC12457,0,0,0,15,37,16,15,34,18,139
SSC12458,0,0,0,0,0,3,0,0,0,10
SSC12459,0,0,3,9,20,8,9,11,19,86
SSC12460,0,0,12,49,86,47,40,59,24,313
SSC12461,15,4,38,292,461,258,176,278,169,1629
SSC12462,0,0,0,34,30,8,7,8,11,99
SSC12463,0,0,0,3,5,3,0,0,0,17
SSC12464,0,0,0,14,7,13,7,10,4,56
SSC12465,0,0,0,79,73,61,47,47,33,343
SSC12466,0,0,0,18,8,7,7,9,0,48
SSC12467,4,0,7,48,71,36,40,63,44,299
SSC12468,17,12,60,550,688,296,206,413,192,2349
SSC12469,0,0,0,9,11,8,8,9,5,36
SSC12470,0,0,7,52,66,22,27,33,44,249
SSC12471,0,0,0,3,7,3,11,3,12,37
SSC12472,5,0,9,124,162,72,67,112,42,578
SSC12473,0,7,16,102,145,86,73,116,89,612
SSC12474,50,21,88,297,437,254,239,537,329,2094
SSC12475,92,136,367,4446,3609,1150,654,2475,1477,13809
SSC12476,89,67,208,1393,1368,489,345,921,451,4971
SSC12477,24,4,42,377,504,252,228,512,143,2013
SSC12478,3,4,13,29,43,39,24,55,37,225
SSC12479,0,0,0,17,10,5,11,8,165,213
SSC12480,0,0,0,13,14,10,10,16,6,62
SSC12481,0,0,0,35,73,45,32,21,30,228
SSC12482,0,0,8,76,129,77,40,87,52,469
SSC12483,0,0,0,10,12,3,14,3,5,52
SSC12484,8,0,9,198,273,153,85,185,59,953
SSC12485,141,39,228,1268,1426,602,565,1955,377,6192
SSC12486,0,0,0,12,27,20,14,14,8,89
SSC12487,0,0,4,38,60,24,14,23,11,171
SSC12488,18,36,66,600,710,359,257,661,271,2866
SSC12489,0,0,0,0,3,0,3,0,0,9
SSC12490,0,0,0,0,0,0,0,0,0,0
SSC12491,0,0,0,3,13,7,4,3,11,39
SSC12492,21,11,53,292,409,201,154,357,118,1529
SSC12493,0,0,0,16,35,18,12,18,8,99
SSC12494,0,0,0,37,42,29,13,26,29,177
SSC12495,0,0,0,8,6,10,8,8,13,56
SSC12496,0,0,0,5,3,0,4,3,3,16
SSC12497,0,0,0,0,0,0,0,0,0,3
SSC12498,3,3,22,142,213,90,60,92,29,625
SSC12499,0,0,3,22,27,25,18,16,4,114
SSC12500,3,0,3,90,116,57,56,92,65,482
SSC12501,410,109,855,6495,6347,2431,1718,6686,2040,25716
SSC12502,0,0,0,74,97,63,55,78,471,826
SSC12503,3,0,5,57,85,37,28,46,28,288
SSC12504,338,46,538,6492,6048,1967,1270,5086,1942,22811
SSC12505,0,0,9,153,166,92,70,244,121,850
SSC12506,310,119,581,2667,2741,1138,799,3494,619,11462
SSC12507,0,0,0,22,37,21,13,10,7,112
SSC12508,0,0,0,9,15,6,0,9,7,37
SSC12509,0,0,0,14,14,8,3,10,3,39
SSC12510,0,0,0,26,30,23,25,13,24,136
SSC12511,0,0,3,51,87,36,52,31,47,304
SSC12512,0,3,9,46,81,44,52,45,42,317
SSC12513,7,5,12,158,245,141,90,190,96,921
SSC12514,31,8,55,1383,1666,806,587,1331,278,6053
SSC12515,0,0,0,13,24,3,5,5,0,49
SSC12516,0,0,3,15,17,8,4,4,5,56
SSC12517,0,0,5,19,49,23,17,28,18,158
SSC12518,13,4,31,341,406,149,89,178,58,1220
SSC12519,69,14,139,3325,2883,929,661,4014,1000,12811
SSC12520,3,0,14,159,238,133,94,105,43,769
SSC12521,0,0,0,5,11,6,3,9,4,40
SSC12522,8,0,24,115,177,136,109,170,82,779
SSC12523,0,3,3,29,23,12,16,29,33,142
SSC12524,111,40,236,1856,1955,843,576,2137,691,8061
SSC12525,0,0,0,10,6,6,13,15,9,65
SSC12526,0,0,0,10,33,7,16,11,6,89
SSC12527,0,0,0,5,20,13,9,11,7,63
SSC12528,0,0,0,7,6,9,0,3,4,30
SSC12529,0,0,0,5,11,4,5,7,0,39
SSC12530,80,71,218,1915,2245,803,577,1662,660,7867
SSC12531,0,0,0,0,0,0,0,0,0,7
SSC12532,0,0,0,4,7,3,3,0,3,12
SSC12533,0,0,0,4,4,0,3,3,13,29
SSC12534,60,5,67,339,460,149,95,302,100,1445
SSC12535,0,0,0,0,0,0,0,0,0,0
SSC12536,15,3,34,377,453,165,133,342,103,1566
SSC12537,0,0,3,24,25,15,13,14,18,111
SSC12538,4,0,4,117,141,55,64,177,53,604
SSC12539,0,0,0,3,4,0,0,4,0,12
SSC12540,0,0,0,30,50,31,38,29,11,191
SSC12541,0,0,0,32,20,18,16,30,4,124
SSC12542,4,4,17,514,531,250,188,403,84,1974
SSC12543,0,0,0,47,67,41,31,49,23,263
SSC12544,0,0,3,37,55,42,7,33,12,191
SSC12545,0,0,10,81,116,90,53,42,32,417
SSC12546,0,3,3,15,21,16,9,10,17,77
SSC12547,12,3,30,699,638,172,73,278,225,2088
SSC12548,0,0,0,9,15,3,3,12,3,46
SSC12549,0,0,4,46,64,52,38,26,20,240
SSC12550,3,3,16,1117,1087,347,214,967,141,3874
SSC12551,0,0,0,0,0,0,0,0,0,0
SSC12552,0,0,0,8,14,4,3,0,3,33
SSC12553,4,0,6,116,173,74,51,93,35,541
SSC12554,11,6,43,1496,2069,1096,828,1176,619,7284
SSC12555,0,0,0,22,30,16,7,12,6,97
SSC12556,0,0,3,61,99,48,41,51,28,329
SSC12557,0,0,0,17,38,11,21,15,18,122
SSC12558,0,0,3,22,38,19,22,20,17,132
SSC12559,0,0,0,0,0,0,0,3,0,4
SSC12560,3,0,6,21,16,9,15,14,7,94
SSC12561,0,0,0,0,0,0,0,0,0,0
SSC12562,0,0,0,9,8,3,14,4,10,42
SSC12563,6,0,24,325,338,161,122,226,51,1216
SSC12564,0,0,0,18,9,6,9,4,4,51
SSC12565,0,0,0,11,16,5,8,20,3,65
SSC12566,0,0,0,21,25,24,12,16,16,114
SSC12567,38,11,90,2124,2326,1042,687,1683,351,8223
SSC12568,66,3,81,204,237,106,110,282,61,999
SSC12569,3,0,6,42,54,22,18,49,17,200
SSC12570,8,0,11,72,105,61,76,93,46,448
SSC12571,4,0,10,60,86,42,58,128,87,458
SSC12572,0,0,0,22,34,16,25,30,15,139
SSC12573,74,49,247,2598,2753,1108,652,1430,529,9083
SSC12574,6,31,66,236,305,175,113,151,99,1080
SSC12575,58,63,178,598,850,430,264,620,389,3159
SSC12576,0,0,0,14,25,10,17,20,0,81
SSC12577,0,0,0,0,0,0,0,0,0,0
SSC12578,0,0,0,3,10,0,0,9,9,29
SSC12579,0,0,7,79,112,58,61,45,30,379
SSC12580,0,0,0,3,6,0,0,3,7,22
SSC12581,0,0,0,0,3,0,3,0,0,9
SSC12582,0,0,0,3,4,4,4,0,0,14
SSC12583,0,0,0,4,11,0,5,3,0,18
SSC12584,0,0,0,6,10,3,4,4,0,25
SSC12585,28,16,59,245,347,176,169,276,193,1412
SSC12586,0,0,0,10,23,7,15,18,11,91
SSC12587,0,0,3,16,26,13,13,20,14,100
SSC12588,217,45,412,4464,4333,1876,2035,8767,1861,23338
SSC12589,139,47,241,1034,1022,436,429,1953,450,5322
SSC12590,0,0,0,31,35,30,22,38,46,206
SSC12591,0,0,0,0,0,0,0,3,3,3
