SSC_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC11379,..,24,70,5,5,3,0,0,0,117,..,12,42,43,30,46,55,47,28,302,3,3,3,3,0,0,0,0,0,17,94,90,290,182,117,108,129,75,44,1126,..,3,102,147,93,81,124,51,36,632,..,20,178,68,23,15,13,5,0,326,..,0,0,11,16,16,3,3,4,54,211,..,..,..,..,..,..,..,..,211,..,49,..,..,..,..,..,..,..,49,..,20,21,3,3,3,0,0,0,52,..,4,16,0,3,3,0,0,0,27,..,9,14,0,4,0,0,0,0,21,..,32,126,16,13,7,6,0,3,208,..,18,75,79,52,75,81,57,34,481,6,7,12,8,3,3,0,0,3,44,223,164,535,335,208,198,234,129,73,2105
SSC11380,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,6,4,10,0,3,0,42,..,0,4,8,15,8,4,3,0,48,..,0,0,4,0,0,0,0,0,7,..,0,0,0,3,0,0,0,0,3,16,..,..,..,..,..,..,..,..,16,..,3,..,..,..,..,..,..,..,3,..,7,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,9,7,13,17,14,4,6,0,93
SSC11381,..,17,7,3,15,9,5,0,0,51,..,6,26,11,31,53,94,79,55,355,20,14,13,6,12,4,4,9,0,81,533,358,424,371,360,378,332,182,86,3019,..,15,324,376,386,461,355,163,37,2126,..,86,182,120,64,43,21,0,3,514,..,25,54,87,78,51,22,23,11,350,1123,..,..,..,..,..,..,..,..,1123,..,220,..,..,..,..,..,..,..,220,..,229,99,41,38,12,4,0,0,430,..,38,18,5,21,21,27,17,3,144,..,26,9,6,6,4,3,0,0,48,..,28,22,11,20,13,9,0,0,102,..,10,48,58,72,107,146,106,71,617,26,25,34,22,18,12,7,11,3,153,1149,698,788,729,687,728,594,321,131,5827
SSC11382,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,6,0,9,8,6,3,0,31,..,0,0,7,7,13,8,3,3,38,..,0,6,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,3,10,..,..,..,..,..,..,..,..,10,..,3,..,..,..,..,..,..,..,3,..,9,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,6,0,0,8,0,0,0,0,0,0,0,0,0,0,10,9,9,7,13,18,12,3,3,79
SSC11383,..,0,0,0,0,0,0,0,0,0,..,4,4,0,3,0,3,0,3,14,9,5,3,0,0,0,0,0,0,17,290,138,214,198,103,59,40,22,10,1074,..,13,251,361,182,102,41,31,3,981,..,6,30,12,7,3,0,0,0,53,..,0,14,8,12,6,5,4,0,50,578,..,..,..,..,..,..,..,..,578,..,153,..,..,..,..,..,..,..,153,..,72,53,13,5,3,0,0,0,148,..,16,15,3,4,12,10,4,6,74,..,5,8,4,0,0,0,0,0,21,..,0,0,0,0,0,0,0,0,0,..,5,7,4,3,3,3,6,3,35,8,7,10,3,0,0,0,0,0,34,585,278,392,407,210,131,64,43,14,2120
SSC11384,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11385,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,9
SSC11386,..,0,3,0,3,0,0,0,0,11,..,3,4,6,3,15,15,13,7,57,0,0,4,0,0,3,0,0,0,17,251,113,151,147,143,137,76,41,10,1074,..,5,128,173,215,185,114,38,9,871,..,29,74,38,21,14,0,0,0,179,..,3,23,36,16,9,5,6,0,95,509,..,..,..,..,..,..,..,..,509,..,125,..,..,..,..,..,..,..,125,..,73,31,12,3,4,0,0,0,121,..,3,9,0,0,5,4,8,3,34,..,6,0,4,4,0,0,0,0,19,..,0,6,0,3,9,8,0,0,27,..,0,12,8,7,20,20,21,9,100,0,4,4,4,8,5,5,0,0,36,513,255,288,279,285,252,157,78,24,2121
SSC11387,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC11388,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,3,10,0,0,19,0,0,0,0,0,0,0,0,0,0,12,12,11,3,9,13,10,3,0,79,..,0,6,0,7,12,3,4,0,28,..,0,3,3,3,4,3,0,0,19,..,0,0,0,0,5,0,0,0,9,26,..,..,..,..,..,..,..,..,26,..,3,..,..,..,..,..,..,..,3,..,3,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,3,0,0,0,4,..,0,0,0,11,10,16,0,0,45,0,0,0,0,3,0,3,0,0,4,26,11,14,5,25,32,36,3,0,164
SSC11389,..,3,0,0,3,3,4,3,0,20,..,0,6,0,7,8,17,27,14,88,9,0,3,4,0,4,3,3,3,25,491,221,170,340,331,227,186,114,37,2113,..,10,141,499,464,359,259,151,32,1911,..,16,31,63,53,31,10,3,0,205,..,3,4,27,42,27,8,14,9,123,993,..,..,..,..,..,..,..,..,993,..,252,..,..,..,..,..,..,..,252,..,137,97,24,26,3,0,0,0,285,..,5,14,3,0,4,22,21,8,78,..,13,12,15,4,13,3,0,0,55,..,14,11,5,6,9,11,9,0,67,..,8,9,4,18,25,30,30,17,138,8,4,11,3,3,3,3,3,3,43,1000,445,320,643,622,478,342,226,67,4151
SSC11390,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,4,0,0,18,..,0,3,4,3,0,0,0,0,10,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,3,10,3,0,7,0,0,31
SSC11391,..,6,11,0,4,4,0,0,0,29,..,0,12,14,20,32,40,37,9,167,9,14,9,3,0,6,8,0,0,40,713,380,441,433,391,285,192,102,13,2951,..,22,469,599,453,370,265,108,15,2304,..,37,160,106,71,25,6,4,0,417,..,5,26,65,91,43,17,10,3,257,1379,..,..,..,..,..,..,..,..,1379,..,294,..,..,..,..,..,..,..,294,..,291,107,34,25,6,3,0,0,457,..,31,23,4,9,15,14,16,0,105,..,14,18,5,5,7,0,0,0,41,..,13,20,11,9,6,3,0,0,66,..,15,28,37,42,61,66,43,17,294,16,21,11,4,9,13,9,3,0,78,1394,739,862,863,707,540,377,184,38,5706
SSC11392,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,4,4,6,10,0,3,0,57,..,0,3,5,15,13,8,6,0,54,..,0,0,3,5,5,0,0,0,14,..,0,0,5,0,0,0,0,0,3,22,..,..,..,..,..,..,..,..,22,..,3,..,..,..,..,..,..,..,3,..,4,3,0,3,0,0,0,0,14,..,0,0,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,22,9,7,17,29,16,8,6,3,122
SSC11393,..,3,7,3,3,8,4,3,0,33,..,3,4,8,10,53,60,38,29,210,3,5,9,3,8,12,5,4,3,51,500,310,222,376,422,446,341,125,56,2785,..,3,179,513,613,649,496,167,43,2658,..,12,59,68,63,29,18,6,0,265,..,3,13,38,48,29,9,11,4,154,1067,..,..,..,..,..,..,..,..,1067,..,389,..,..,..,..,..,..,..,389,..,166,102,21,17,6,0,0,0,319,..,17,3,0,3,9,7,8,8,59,..,13,6,4,4,3,4,0,0,36,..,3,10,3,13,14,8,3,4,57,..,9,14,29,26,75,87,49,33,320,5,15,10,11,11,17,7,10,3,90,1072,631,403,686,792,835,646,254,91,5406
SSC11394,..,19,13,7,3,9,3,5,0,58,..,4,18,24,21,58,71,90,35,321,9,15,9,4,5,3,8,3,3,57,480,312,342,348,316,363,282,207,67,2718,..,18,282,403,378,436,360,193,48,2106,..,42,101,74,48,26,15,6,0,316,..,10,43,66,66,50,23,8,9,266,980,..,..,..,..,..,..,..,..,980,..,247,..,..,..,..,..,..,..,247,..,169,102,35,17,12,0,0,0,340,..,35,22,7,10,13,18,13,11,132,..,20,23,6,9,3,0,3,0,63,..,45,36,12,9,13,8,6,3,137,..,7,42,40,55,93,106,101,43,486,17,25,16,9,5,10,5,3,3,97,997,625,664,650,586,656,536,340,113,5174
SSC11395,..,25,110,27,9,9,3,0,0,189,..,23,178,199,146,134,91,67,38,883,0,3,18,3,9,4,5,0,5,48,97,122,639,411,272,250,182,98,61,2126,..,11,197,191,105,129,146,59,19,857,..,46,445,230,141,91,41,9,4,1009,..,0,4,15,16,13,8,4,4,59,197,..,..,..,..,..,..,..,..,197,..,28,..,..,..,..,..,..,..,28,..,14,11,5,4,3,0,0,0,44,..,5,9,0,0,4,3,0,0,26,..,10,19,0,0,0,0,0,0,30,..,44,229,72,32,21,12,0,0,416,..,39,339,362,297,239,163,104,55,1603,0,12,22,13,14,13,7,3,4,85,197,220,1285,887,614,504,372,179,91,4349
SSC11396,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,8,0,0,12,0,0,0,0,0,0,0,0,0,0,14,3,6,17,17,23,17,4,3,93,..,0,3,22,18,25,17,4,4,92,..,0,0,5,0,6,0,0,0,11,..,0,0,0,5,0,0,0,0,3,31,..,..,..,..,..,..,..,..,31,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,4,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,3,10,9,3,3,29,0,0,3,0,0,0,0,0,0,10,31,9,16,26,32,42,27,8,6,193
SSC11397,..,0,0,0,0,0,0,0,0,0,..,3,4,7,4,4,0,0,0,18,0,3,0,3,0,0,0,0,0,13,347,144,273,208,126,75,31,15,3,1223,..,18,321,327,202,123,51,14,0,1055,..,10,44,21,10,0,0,0,0,90,..,3,17,23,26,5,3,0,0,87,718,..,..,..,..,..,..,..,..,718,..,146,..,..,..,..,..,..,..,146,..,79,79,19,7,0,4,0,0,185,..,12,14,4,6,4,6,11,3,61,..,6,4,6,0,3,0,0,0,21,..,0,3,0,0,0,0,0,0,3,..,5,18,13,9,5,0,0,0,55,4,3,9,7,0,0,0,0,0,23,721,278,500,419,264,147,74,27,3,2430
SSC11398,..,0,3,0,3,0,5,0,0,11,..,0,0,3,0,12,3,4,0,21,3,3,3,6,0,7,0,0,0,21,103,70,62,60,87,74,38,19,3,520,..,3,39,60,104,74,59,17,3,362,..,9,21,13,22,23,3,0,0,90,..,3,14,11,13,12,0,4,0,69,203,..,..,..,..,..,..,..,..,203,..,52,..,..,..,..,..,..,..,52,..,49,22,7,0,3,0,0,0,87,..,3,0,0,0,6,3,3,5,22,..,0,3,0,0,3,0,0,0,14,..,0,3,0,0,3,5,0,0,14,..,0,6,3,3,21,6,8,3,54,4,3,10,12,6,5,0,0,0,42,204,139,113,116,160,162,84,34,10,1018
SSC11399,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,17,14,6,16,28,28,18,4,0,135,..,0,4,22,36,39,30,8,0,139,..,0,3,3,6,6,0,0,0,23,..,0,0,0,0,0,3,0,0,5,37,..,..,..,..,..,..,..,..,37,..,17,..,..,..,..,..,..,..,17,..,13,7,4,0,0,0,0,0,24,..,3,0,0,0,0,3,0,0,4,..,3,0,0,0,0,0,0,0,3,..,0,0,0,3,0,0,0,0,7,..,0,0,0,4,9,3,4,0,30,0,0,0,0,0,0,0,0,0,0,37,35,14,29,50,58,44,16,0,286
SSC11400,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,4,0,0,0,8,0,0,0,3,0,0,0,0,0,5,26,23,12,19,22,23,11,7,0,136,..,0,8,19,21,17,22,6,0,98,..,9,3,5,9,3,0,0,0,26,..,0,0,0,8,5,3,0,0,21,47,..,..,..,..,..,..,..,..,47,..,12,..,..,..,..,..,..,..,12,..,7,10,5,3,0,0,0,0,21,..,4,0,0,0,4,0,0,0,12,..,0,0,0,0,3,0,0,0,9,..,4,0,0,3,3,0,0,0,9,..,0,0,0,0,12,3,0,0,20,0,0,0,3,0,3,0,0,0,4,49,35,21,32,51,52,30,7,0,282
SSC11401,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,17,10,3,8,10,15,9,3,0,79,..,0,3,13,11,20,7,4,0,61,..,0,0,0,0,3,0,0,0,13,..,0,0,0,0,0,0,0,0,6,25,..,..,..,..,..,..,..,..,25,..,3,..,..,..,..,..,..,..,3,..,8,6,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,5,0,3,0,10,..,0,0,0,3,0,7,0,0,7,0,3,3,0,0,0,0,0,0,7,31,12,18,17,22,34,10,11,0,160
SSC11402,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,4,0,5,0,3,23,..,0,3,3,5,3,6,0,0,16,..,0,3,0,4,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,17,..,..,..,..,..,..,..,..,17,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,4,7,7,3,7,0,3,46
SSC11403,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,3,4,3,6,0,0,33,..,0,4,4,5,7,8,4,0,36,..,0,3,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,20,..,..,..,..,..,..,..,..,20,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,3,0,0,0,0,3,..,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,20,9,12,6,15,8,9,5,0,84
SSC11404,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,0,4,4,3,0,0,31,..,0,9,4,10,9,7,0,0,37,..,3,4,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,16,..,..,..,..,..,..,..,..,16,..,0,..,..,..,..,..,..,..,0,..,0,0,0,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,16,10,18,4,14,9,11,0,0,69
SSC11405,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,5,0,10,0,3,0,0,0,0,0,0,0,9,74,47,31,56,68,57,55,15,3,396,..,0,30,71,87,102,90,26,0,395,..,4,9,15,14,7,0,0,0,43,..,0,0,11,6,4,4,0,0,24,174,..,..,..,..,..,..,..,..,174,..,52,..,..,..,..,..,..,..,52,..,23,16,11,3,0,0,0,0,61,..,0,3,0,5,3,6,0,3,20,..,3,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,3,3,3,7,8,0,26,4,4,0,0,0,0,0,0,0,16,176,88,70,103,118,124,104,32,9,819
SSC11406,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,3,4,0,5,5,5,16,7,3,3,54,..,0,7,8,3,16,14,0,0,45,..,0,0,0,3,3,5,0,0,7,..,0,0,0,0,0,0,0,0,3,16,..,..,..,..,..,..,..,..,16,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,4,4,5,0,3,15,0,0,0,0,0,0,0,0,0,3,16,10,8,12,8,25,17,3,3,110
SSC11407,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,6,3,8,11,8,0,0,52,..,0,0,9,16,14,10,0,0,46,..,6,4,3,0,0,3,0,0,12,..,0,0,0,0,3,0,0,0,3,17,..,..,..,..,..,..,..,..,17,..,0,..,..,..,..,..,..,..,0,..,10,4,0,0,0,0,0,0,16,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,17,12,11,9,13,22,15,0,0,100
SSC11408,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,5,31,21,17,13,17,14,8,0,4,126,..,0,21,20,23,23,11,3,0,111,..,0,5,0,3,0,0,0,0,10,..,4,4,0,3,0,0,0,0,11,64,..,..,..,..,..,..,..,..,64,..,25,..,..,..,..,..,..,..,25,..,9,3,0,0,0,0,0,0,10,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,4,0,3,16,0,4,0,0,4,0,0,0,0,7,61,36,25,22,38,38,19,4,3,253
SSC11409,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,3,3,0,11,0,3,0,0,0,0,0,0,0,6,35,21,8,31,20,39,16,6,0,169,..,0,5,30,23,53,27,14,0,144,..,0,7,11,15,5,6,0,0,41,..,0,0,4,3,0,0,0,0,6,59,..,..,..,..,..,..,..,..,59,..,15,..,..,..,..,..,..,..,15,..,17,5,0,4,0,0,0,0,25,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,5,..,0,0,0,5,0,0,0,0,7,..,0,0,3,3,3,5,3,0,19,0,3,0,0,0,0,0,0,0,6,60,31,14,50,50,64,33,15,4,318
SSC11410,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,8,0,0,11,5,0,0,0,29,..,0,0,0,10,10,0,0,0,23,..,0,0,0,3,3,3,0,0,12,..,0,0,0,0,0,0,0,0,4,3,..,..,..,..,..,..,..,..,3,..,3,..,..,..,..,..,..,..,3,..,5,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,12,5,3,16,20,4,0,0,62
SSC11411,..,3,9,0,6,3,4,0,0,33,..,0,3,7,14,19,28,5,3,78,0,6,4,0,8,6,3,0,0,34,242,101,111,150,177,153,122,38,13,1109,..,5,73,182,173,168,149,48,18,820,..,9,45,57,55,33,24,3,0,231,..,3,15,19,32,15,0,8,5,86,450,..,..,..,..,..,..,..,..,450,..,84,..,..,..,..,..,..,..,84,..,72,32,9,9,0,3,0,0,124,..,5,3,0,3,4,3,3,0,30,..,7,3,0,3,3,0,0,0,25,..,8,16,3,12,18,7,0,0,62,..,3,3,23,23,35,34,12,6,141,4,4,5,5,9,15,10,0,0,60,459,208,195,297,321,299,233,74,29,2114
SSC11412,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,4,10,13,9,9,0,0,56,..,0,4,12,7,20,14,0,0,58,..,0,3,3,3,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,28,..,..,..,..,..,..,..,..,28,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,0,0,0,3,..,0,0,0,0,3,5,0,0,9,0,0,0,0,0,0,0,0,0,6,28,9,9,13,16,24,19,3,0,122
SSC11413,..,0,0,3,3,3,3,3,0,11,..,0,0,4,13,17,26,8,9,83,11,10,7,3,0,0,3,0,0,40,248,166,133,133,134,100,97,32,12,1037,..,14,82,113,132,101,87,20,3,557,..,13,32,38,19,10,7,0,0,118,..,18,30,41,39,23,17,4,0,175,507,..,..,..,..,..,..,..,..,507,..,100,..,..,..,..,..,..,..,100,..,127,60,16,7,5,0,0,0,216,..,29,14,9,12,10,11,6,4,102,..,7,8,0,5,3,0,0,0,22,..,0,9,8,13,9,5,5,0,40,..,3,9,14,26,46,46,19,10,169,25,9,17,8,0,3,4,3,0,68,529,317,264,241,257,212,182,65,16,2088
SSC11414,..,0,0,0,0,3,0,0,0,5,..,0,0,0,4,4,4,16,3,31,3,0,0,0,0,3,0,0,0,6,38,12,13,17,37,45,37,32,4,238,..,0,9,26,37,47,57,32,4,220,..,7,5,7,10,6,4,0,0,44,..,0,3,6,4,3,0,0,0,18,67,..,..,..,..,..,..,..,..,67,..,13,..,..,..,..,..,..,..,13,..,0,9,3,3,0,0,0,0,16,..,4,0,0,0,0,0,4,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,6,0,0,0,14,..,0,0,0,10,23,17,19,3,74,3,7,0,0,0,3,0,0,0,10,70,25,30,44,70,94,82,60,8,476
