SSC_CODE_2016,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
SSC11218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,17,25,17,7,3,0,89,3,0,8,15,3,0,0,0,27,0,0,0,5,0,3,0,0,9,0,0,6,3,3,0,0,0,11,0,3,0,0,9,0,0,0,13,0,0,3,7,3,4,0,0,22,0,0,3,5,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,17,15,21,43,61,47,25,6,0,215,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,6,3,3,9,7,9,3,0,0,38,0,0,8,16,14,3,0,0,37,3,9
SSC11219,4,4,3,9,7,9,0,0,40,0,8,13,15,9,0,0,0,48,4,6,24,41,27,37,12,3,162,5,5,9,13,11,15,3,0,63,7,3,0,5,5,0,0,0,22,4,4,0,3,0,5,0,0,18,0,0,6,9,8,3,3,0,25,12,16,35,57,34,58,6,0,216,7,3,14,14,9,12,3,0,61,7,8,13,0,4,3,0,0,29,4,0,3,3,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,6,3,3,12,10,9,6,3,0,45,45,63,147,176,122,148,38,14,753,0,0,11,7,7,5,0,0,32,0,0,5,4,0,0,0,0,11,0,0,0,4,4,3,0,0,9,0,0,5,3,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,15,14,28,17,18,3,0,93,3,12,16,15,23,26,3,0,101,12,30
SSC11220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11221,0,0,0,0,3,0,0,3,9,0,0,5,3,4,0,0,0,13,3,25,29,42,33,32,32,13,217,9,24,29,27,17,10,7,4,132,0,4,10,4,4,0,0,0,27,0,5,3,0,4,0,0,4,16,0,3,3,0,0,6,4,0,18,3,8,16,9,10,19,11,4,80,0,9,7,8,3,3,3,0,33,3,0,3,0,0,0,0,0,11,3,4,6,9,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,5,7,9,4,10,17,7,68,31,87,115,109,94,95,84,35,646,0,0,0,3,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,10,0,0,0,6,0,0,0,0,6,0,0,0,3,0,0,0,0,6,6,9,14,15,15,15,11,3,81,3,15,9,13,12,11,7,7,85,7,21
SSC11222,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,11,0,0,0,0,7,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,3,0,0,0,3,0,4,3,11,17,9,4,0,47,0,5,3,4,7,6,0,0,22,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,4,3,0,0,18,3,17,16,24,42,25,6,3,129,0,0,0,6,3,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,14,0,0,0,0,3,3,0,0,9,0,5
SSC11223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,5,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
SSC11224,3,3,3,3,0,0,0,0,18,6,10,11,4,0,0,0,0,32,16,49,36,47,38,23,0,0,218,16,19,17,18,14,7,0,3,82,3,3,3,4,7,0,0,0,11,0,9,5,0,0,0,0,0,18,3,9,0,3,0,0,0,0,16,8,30,30,20,11,9,3,0,108,4,7,5,3,8,3,0,0,26,0,0,0,0,3,0,0,0,12,0,11,9,0,7,0,0,0,33,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,11,17,6,25,17,15,5,10,14,101,78,158,145,120,96,51,21,15,692,4,0,5,3,0,0,0,0,16,0,7,4,6,0,0,0,0,19,0,9,3,3,0,0,0,0,21,0,9,3,0,0,0,0,0,10,0,3,0,0,0,0,0,0,3,6,15,17,14,11,7,3,0,62,8,16,8,14,7,7,3,0,67,13,41
SSC11225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
SSC11226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11227,3,43,44,37,15,15,9,3,171,19,111,136,53,23,8,0,0,349,32,268,281,279,177,110,78,16,1249,35,174,160,103,68,37,18,6,614,12,36,39,26,9,3,4,0,129,8,70,55,26,23,15,3,0,204,6,43,51,25,33,17,6,3,189,74,420,341,201,136,63,28,10,1276,29,143,150,78,60,32,11,3,516,19,97,75,39,24,11,3,0,268,17,115,76,58,24,9,7,0,301,0,4,3,7,4,0,3,0,19,3,22,16,26,7,4,6,0,76,93,160,150,114,95,60,30,15,714,357,1704,1570,1069,699,393,213,60,6063,8,54,56,24,22,14,3,0,190,7,37,41,23,13,3,0,0,122,5,42,41,39,26,5,6,0,161,3,28,28,12,4,3,0,0,80,0,16,9,10,7,0,0,0,50,44,261,190,138,100,40,21,10,798,14,171,139,100,92,41,26,5,582,116,596
SSC11228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,9,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0
SSC11230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,7,3,0,27,0,0,0,0,5,5,3,0,15,0,3,0,3,3,0,0,0,12,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,0,13,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,4,4,0,25,7,7,13,14,21,27,15,5,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,3,0,0,17,0,3,4,4,0,3,0,0,12,0,0
SSC11232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,7,6,6,3,0,37,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
SSC11233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,0,0,0,17,0,0,0,0,4,0,0,0,10,0,0,3,3,6,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,4,0,3,19,7,12,5,11,20,12,3,3,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,4,0,0,0,0,10,0,0,0,0,0,6,0,0,3,0,0
SSC11234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,9,4,5,6,0,34,0,7,0,4,3,0,0,0,16,3,0,4,4,0,7,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,7,0,9,3,3,34,11,16,13,25,21,24,13,3,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,3,7,0,5,0,3,0,0,18,0,0,4,0,4,3,0,0,8,0,4
SSC11235,3,4,0,3,0,3,0,0,14,0,21,7,0,4,0,0,0,28,5,29,25,27,22,23,8,3,147,12,20,14,7,11,6,9,4,78,3,0,3,0,0,0,0,0,5,0,4,4,5,8,8,0,0,36,0,3,0,6,3,0,0,0,15,3,22,10,10,13,11,0,0,78,0,7,0,6,6,0,0,0,30,3,7,0,0,0,0,0,0,10,0,3,3,9,3,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,52,49,7,9,10,8,6,3,146,80,173,77,97,91,68,25,9,618,0,0,5,0,7,0,0,0,15,0,11,0,3,0,0,0,0,16,0,0,5,3,0,0,0,0,12,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,6,20,12,9,6,6,0,0,51,7,12,8,10,8,0,0,0,50,12,36
SSC11236,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,7,8,14,5,39,0,0,0,3,3,0,0,0,18,0,0,0,3,0,3,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,4,0,0,0,0,8,7,0,0,16,0,3,0,3,0,6,6,0,14,0,0,0,0,3,0,0,0,6,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,8,3,10,9,40,0,15,15,19,31,37,30,18,163,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,0,20,0,0,3,4,4,7,4,0,16,0,5
SSC11237,0,4,12,4,4,0,0,0,27,3,12,4,3,0,0,0,0,28,43,61,80,69,105,83,23,15,469,23,31,26,29,44,15,16,4,188,3,21,27,26,32,15,6,0,132,0,5,10,5,12,4,0,0,41,0,5,8,7,9,9,3,0,36,7,26,30,30,31,16,11,0,157,8,7,16,14,21,5,6,0,84,0,3,9,4,4,0,0,0,18,3,18,17,9,11,4,0,0,70,5,8,0,0,0,0,0,0,11,0,4,3,7,4,0,6,0,17,73,42,41,60,83,77,57,26,460,175,255,282,261,349,232,128,48,1735,3,0,4,4,0,0,0,0,21,0,3,0,0,0,0,0,0,4,4,7,7,5,3,3,5,0,29,0,0,10,3,0,0,0,0,10,10,7,18,6,10,0,0,0,56,11,38,53,35,70,36,22,7,281,10,38,32,44,45,22,7,8,205,25,59
SSC11238,3,3,11,19,11,7,0,0,60,6,19,34,16,10,3,0,0,86,11,24,29,61,48,40,20,5,243,4,8,7,21,16,3,3,0,61,0,0,8,4,5,3,0,0,21,0,7,9,10,8,4,0,4,47,0,5,3,8,6,12,0,0,40,14,40,47,57,47,29,4,3,249,5,20,17,18,23,11,8,0,105,3,3,5,8,3,4,0,0,29,3,10,6,3,7,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,17,10,9,3,12,10,7,4,0,54,63,159,187,229,199,124,57,18,1040,0,10,8,12,9,8,3,0,56,0,7,14,4,3,0,0,0,27,0,4,8,8,8,3,3,0,45,0,4,4,0,0,0,0,0,7,0,0,3,0,0,0,0,0,6,5,19,18,34,27,14,4,0,124,6,13,14,32,24,18,12,0,116,19,71
SSC11239,0,4,3,0,3,5,0,0,21,4,8,25,11,11,0,0,0,56,8,16,32,26,34,22,9,0,143,3,6,9,12,8,5,0,0,39,0,3,0,0,0,3,0,0,10,3,3,7,0,4,0,3,0,36,0,0,4,3,8,3,0,0,17,5,20,26,25,29,13,3,9,134,0,10,10,4,15,6,0,0,47,0,6,3,0,3,0,0,0,22,0,3,5,5,0,3,0,0,16,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,3,8,7,6,3,11,3,5,42,32,88,142,100,120,57,28,13,577,0,4,0,10,6,0,0,0,20,0,3,7,8,3,0,0,0,30,0,5,7,5,3,0,0,0,18,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5,3,12,19,7,18,13,9,3,81,0,19,13,14,14,16,0,3,79,11,35
SSC11240,0,0,3,5,6,3,0,0,16,0,4,9,3,3,0,0,0,13,0,4,13,24,10,7,8,3,66,0,0,7,6,4,0,0,0,19,0,0,3,3,0,0,0,0,5,3,5,0,0,3,0,0,0,14,0,0,3,3,0,0,0,0,5,0,9,13,11,12,8,0,0,53,0,0,3,6,0,0,0,0,13,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,13,5,27,60,61,35,27,14,3,233,0,8,6,3,3,0,0,0,22,0,0,5,4,0,0,0,0,5,0,0,0,3,4,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,6,6,10,8,7,3,0,41,0,0,6,12,10,5,0,0,33,5,15
SSC11241,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,11,36,43,36,13,15,9,0,162,0,3,6,9,9,6,3,0,30,0,4,5,9,3,3,3,0,21,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,0,3,3,3,3,0,0,0,15,0,3,0,3,4,3,0,0,13,0,0,0,0,0,0,0,0,0,0,4,4,0,0,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,11,7,10,9,9,12,3,3,63,25,61,77,72,47,46,17,7,353,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,9,5,5,0,0,0,0,20,0,7,9,9,14,3,0,3,41,0,3,6,6,0,4,0,0,30,3,22
SSC11242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
SSC11243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SSC11244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
