SSC_CODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
SSC13183,26,51,22,15,32,7,0,3,3,160,34,43,22,32,37,15,4,3,3,198,58,36,99,52,38,21,8,14,5,328,0,0,3,0,10,3,0,0,0,19,17,9,3,8,19,5,3,8,0,64,9,9,7,0,7,0,0,0,0,31,7,16,7,0,6,0,0,0,11,47,533,1326,220,191,343,126,32,65,38,2879
SSC13184,23,48,28,43,32,15,7,10,3,213,70,54,34,89,71,39,21,23,6,399,105,79,430,158,185,84,149,114,16,1310,6,3,5,6,25,13,15,14,3,94,12,13,11,32,42,15,12,20,4,159,4,0,3,3,13,7,0,12,4,53,4,11,8,8,12,16,6,10,10,90,382,872,571,467,525,244,249,241,55,3601
SSC13185,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,20,13,9,4,0,3,0,0,71
SSC13186,39,69,44,40,69,17,10,22,4,315,53,45,60,83,84,21,13,34,14,405,76,35,274,119,101,66,64,56,13,797,7,4,3,9,11,10,4,6,3,58,14,7,10,22,37,21,12,17,0,137,14,7,5,8,21,11,3,5,5,78,11,11,15,6,19,8,9,9,7,98,532,1434,532,481,711,326,159,250,82,4517
SSC13187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC13188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13189,3,3,0,4,9,0,0,0,0,18,0,3,3,3,3,4,0,0,0,18,10,3,39,9,9,0,13,9,0,96,0,0,0,0,3,0,0,0,0,6,3,3,0,0,3,0,0,0,0,10,0,0,0,0,3,0,0,3,0,8,0,5,3,0,0,0,0,3,0,12,36,49,45,23,32,7,16,17,0,238
SSC13190,53,69,27,24,28,13,6,8,7,232,44,78,35,33,48,18,0,7,3,266,50,48,164,58,65,24,21,32,13,476,0,3,3,4,8,3,0,3,0,33,15,11,5,9,22,8,8,3,0,79,4,15,8,3,6,0,0,0,0,41,3,17,5,10,10,9,5,3,14,60,587,1708,336,256,438,187,47,96,55,3703
SSC13191,0,7,0,4,6,0,0,0,0,19,4,3,3,4,3,4,0,0,0,17,22,6,38,11,10,4,13,3,4,103,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,10,37,41,42,23,30,12,17,12,4,220
SSC13192,3,3,3,9,3,0,0,0,0,18,3,8,0,0,0,0,3,0,0,14,9,12,15,6,8,0,3,6,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,62,23,20,19,8,7,7,5,161
SSC13193,3,4,0,0,3,0,0,0,0,14,3,0,3,0,4,3,0,0,0,14,14,9,33,3,13,10,0,5,4,82,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,12,36,71,38,15,30,17,4,4,4,226
SSC13194,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,3,3,6,0,0,0,0,27
SSC13195,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,10,3,10,5,3,0,5,5,0,33,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,20,16,10,9,12,3,4,7,0,85
SSC13196,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,9,0,3,0,0,0,3,3,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,25,8,3,4,3,0,3,3,0,50
SSC13197,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,12,5,0,0,0,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,12,6,4,0,4,3,0,54
SSC13198,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,11,0,6,0,3,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,4,0,13,10,0,0,3,64
SSC13199,28,46,9,11,36,7,4,0,3,146,43,40,21,40,61,16,3,7,0,229,94,34,233,46,89,34,38,32,9,602,4,3,4,6,15,8,0,0,0,36,9,13,4,13,52,9,3,7,0,114,4,9,6,0,5,0,0,0,3,32,9,9,3,8,14,6,4,0,8,55,371,624,311,167,357,116,60,66,29,2101
SSC13200,24,36,11,23,12,4,3,0,0,119,30,24,17,46,34,11,6,9,0,182,90,37,248,67,73,42,60,49,3,668,0,4,0,5,11,6,3,4,0,34,9,9,3,5,17,3,10,8,0,61,0,5,3,0,3,0,0,0,3,15,6,6,7,9,6,8,6,7,3,68,265,441,295,183,208,90,95,82,14,1678
SSC13201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
SSC13202,0,7,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,0,3,7,6,9,3,3,0,0,3,0,34,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,22,17,15,9,0,3,3,3,85
SSC13203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13204,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,4,6,0,0,0,3,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,14,8,9,13,19,10,3,4,7,0,68
SSC13205,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,7,0,0,3,0,0,3,0,26
SSC13206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13207,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,14,3,0,3,4,4,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,6,16,17,15,8,5,3,5,11,0,87
SSC13208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9
SSC13211,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,6,17,10,4,4,0,3,0,39,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,19,20,15,8,10,3,3,3,88
SSC13212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC13213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SSC13215,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3,0,0,6,0,26
SSC13216,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,7,4,4,7,0,4,0,0,36
SSC13217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,11
SSC13218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,20
SSC13219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,13
SSC13220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,20
SSC13221,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,7
SSC13222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13223,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,7,0,0,0,0,0,22
SSC13224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,8,3,0,0,0,3,18
SSC13225,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,13
SSC13226,27,12,3,9,16,4,0,3,0,82,26,23,9,26,32,12,3,3,0,139,83,18,224,39,55,25,29,27,6,510,9,0,0,0,7,5,0,3,0,23,6,4,3,3,15,0,0,3,0,37,0,0,3,0,4,0,0,0,0,11,3,4,3,3,6,3,0,0,0,25,209,218,248,103,168,54,40,43,18,1104
SSC13227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,10,3,4,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,10,7,6,0,3,0,0,31
SSC13228,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,6,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,4,3,3,0,0,0,0,30
SSC13229,0,9,3,0,3,0,0,3,0,22,3,5,3,3,6,4,0,0,0,23,14,3,29,5,7,3,3,4,0,65,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,3,3,41,55,44,13,34,13,3,13,3,216
SSC13230,15,39,34,21,30,9,19,16,4,176,34,49,20,81,58,16,18,21,3,306,42,36,269,101,86,28,105,68,12,743,3,4,3,10,15,5,11,14,0,69,15,6,9,11,31,11,24,10,0,101,3,4,0,0,4,3,6,10,0,40,3,7,8,12,17,7,14,15,11,94,201,632,439,320,440,148,280,210,50,2717
SSC13231,20,40,3,23,27,10,0,0,4,126,15,25,19,22,26,11,0,0,3,123,40,38,114,54,34,21,23,27,4,366,3,0,0,0,8,0,0,3,0,20,8,3,3,12,15,4,0,0,0,37,0,8,3,0,0,0,0,0,0,11,0,7,3,0,9,0,0,8,0,32,146,369,154,151,155,70,29,40,22,1136
SSC13232,11,10,4,9,12,0,0,0,0,47,8,14,3,7,16,10,0,0,0,65,21,14,45,20,16,18,8,11,3,159,0,0,0,3,4,0,0,0,0,13,3,0,3,5,3,6,0,3,0,24,0,5,0,0,3,0,0,0,0,8,4,0,0,0,5,0,3,0,0,18,96,235,63,61,77,47,16,27,15,628
SSC13233,7,6,0,4,3,4,0,3,0,32,7,8,0,0,5,5,0,0,0,27,10,0,0,0,0,5,0,4,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,3,0,0,0,0,0,0,0,0,5,9,0,0,0,3,0,0,0,3,15,148,243,8,12,48,36,0,13,22,537
SSC13234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC13236,19,3,3,0,6,0,0,0,0,38,9,4,11,0,3,0,6,0,0,35,33,3,16,7,7,3,3,9,4,86,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,4,0,0,0,15,3,0,0,0,0,0,0,0,0,6,7,0,0,0,3,0,0,3,0,16,135,93,39,19,34,19,7,16,8,362
SSC13237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,5,3,0,0,0,0,25
SSC13238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,7
SSC13239,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,4,0,8,3,0,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4,9,9,3,5,0,3,0,40
SSC13240,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,6,4,0,3,0,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,6,3,11,3,4,4,0,4,0,40
SSC13241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,7,4,3,0,3,0,0,0,0,16
SSC13242,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,12,3,0,3,0,0,8,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,3,3,0,0,12,0,0,43
SSC13243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13244,8,14,3,3,14,3,0,0,0,45,10,10,0,10,7,3,0,0,0,44,12,8,46,14,8,5,9,7,3,110,0,3,0,0,0,0,0,0,0,9,0,0,0,3,6,0,0,0,0,12,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,3,0,0,0,8,90,140,54,36,68,20,8,8,8,433
SSC13245,4,18,10,19,19,4,0,3,0,76,16,25,16,31,28,6,3,3,3,137,27,21,198,59,65,30,42,61,15,515,0,0,0,8,10,10,0,3,0,32,3,3,3,15,17,3,0,8,0,50,0,0,4,0,0,0,0,3,0,11,0,4,8,0,8,4,3,11,3,39,97,274,245,161,168,72,63,99,25,1207
SSC13246,152,284,55,133,176,56,10,30,7,901,162,220,111,318,258,124,17,43,19,1260,469,239,1527,657,588,371,215,391,40,4487,12,14,18,48,63,68,10,42,0,278,48,32,27,100,122,83,23,51,3,492,11,29,11,15,34,14,0,9,3,128,32,41,51,53,40,46,22,48,33,365,1362,3566,1900,1574,1555,834,317,652,131,11895
SSC13247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,14
SSC13250,0,13,3,5,5,0,4,0,0,35,6,3,6,17,7,4,3,0,0,44,14,17,88,40,27,14,59,15,3,279,0,0,3,0,7,0,0,0,0,13,0,0,3,9,4,0,8,3,0,25,0,0,0,0,0,0,3,0,0,5,0,0,6,5,0,0,3,0,3,21,39,71,113,82,63,20,77,24,10,494
SSC13251,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,5,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,7,6,9,0,0,4,6,47
SSC13252,4,5,0,3,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,5,4,3,12,7,0,0,0,3,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,16,15,6,5,4,6,3,82
SSC13253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,8,0,0,0,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,9,0,4,0,4,5,3,37
SSC13254,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,4,4,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,6,3,5,3,0,5,0,3,0,29
SSC13255,4,0,0,5,0,3,7,0,0,12,7,0,6,5,9,4,4,0,4,42,12,3,11,0,4,4,3,8,0,46,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,3,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,10,46,107,29,26,38,31,10,20,9,318
SSC13256,54,61,31,31,46,22,9,6,3,255,46,48,52,55,35,29,8,22,9,294,49,45,258,85,44,23,5,29,8,548,6,5,6,6,9,0,0,0,0,38,19,8,8,23,13,3,3,3,0,82,10,13,6,4,3,7,4,3,0,42,7,10,10,12,5,6,0,0,7,57,763,1706,429,357,375,234,31,118,62,4080
SSC13257,16,41,13,27,22,4,0,3,0,121,25,24,21,58,38,9,0,11,0,197,78,40,294,106,89,46,41,63,14,777,0,3,3,3,3,0,0,6,0,23,4,4,3,17,17,0,0,8,0,55,0,3,0,3,3,3,0,0,0,17,3,3,7,3,8,4,3,8,4,45,193,495,366,268,229,98,59,122,24,1851
SSC13258,10,20,10,6,11,3,0,5,0,68,14,3,11,19,22,7,0,5,0,78,25,11,90,25,31,8,20,20,6,230,0,0,0,0,4,0,0,0,0,6,5,3,4,3,6,0,0,0,0,28,0,3,5,0,5,3,3,3,0,16,0,4,7,4,4,3,0,0,3,26,89,176,132,73,108,31,36,40,22,712
