SSC_CODE_2016,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
SSC11214,156,0,0,0,0,0,0,12,169,538,3,0,0,0,0,0,55,591,254,8,0,0,0,0,0,27,291,114,14,8,0,0,0,0,15,146,46,13,5,0,0,0,0,7,75,26,9,13,3,0,0,0,3,52,22,8,13,5,0,0,0,3,50,22,10,11,3,0,0,0,7,51,25,0,5,0,0,0,0,3,42,10,13,3,4,0,0,0,0,28,4,3,6,3,0,0,0,3,24,4,0,4,0,4,3,0,0,14,0,3,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,3,1216,81,68,25,12,5,0,132,1543
SSC11215,18,0,0,0,0,0,0,8,30,15,4,3,0,0,0,0,3,24,20,5,7,5,4,0,0,0,37,3,3,8,0,3,0,0,3,29,11,5,9,6,3,0,0,0,34,10,4,15,13,5,0,0,5,45,3,0,4,11,7,3,0,3,30,0,3,13,8,8,3,0,3,43,0,3,11,5,10,0,0,0,38,3,0,13,3,11,0,0,0,31,6,3,6,10,6,0,3,4,39,0,0,8,5,0,0,0,5,23,0,0,0,4,6,0,4,0,21,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,10,90,39,106,79,57,17,17,46,444
SSC11216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,0,0,0,11
SSC11217,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,5,0,0,0,0,0,6,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,9,3,0,0,0,44
SSC11218,32,0,0,0,0,0,0,3,33,15,0,0,0,0,0,0,3,24,5,0,3,0,0,0,0,0,10,3,5,4,0,0,0,0,0,10,3,3,14,3,0,0,0,0,19,9,0,17,9,8,0,0,3,44,3,3,16,11,3,0,0,0,45,0,4,15,11,6,0,3,0,34,0,4,16,8,5,0,0,0,38,0,3,14,4,0,0,0,0,31,0,0,3,11,0,0,0,0,10,3,0,7,3,0,0,0,0,12,0,0,0,0,0,0,4,0,5,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,74,29,107,67,25,3,6,12,320
SSC11219,94,0,0,0,0,0,0,3,97,63,0,0,0,0,0,0,3,74,36,4,0,0,0,0,0,0,44,26,14,14,4,0,0,0,4,57,10,10,30,13,3,0,0,0,70,18,12,67,31,3,0,0,4,136,11,14,74,22,6,0,0,0,123,16,11,44,23,4,0,0,5,103,10,6,40,34,7,3,0,0,100,8,14,45,16,7,0,0,3,97,4,16,57,35,10,0,0,5,130,0,3,42,23,5,0,0,6,85,3,6,13,8,3,0,0,3,33,0,0,3,3,3,0,0,0,16,0,0,4,3,0,4,0,0,16,302,103,438,213,63,14,4,37,1171
SSC11220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,8
SSC11221,55,0,0,0,0,0,0,3,59,45,3,3,0,0,0,0,8,61,38,10,11,3,0,0,0,0,60,7,7,24,4,0,0,0,0,38,8,8,36,14,7,3,0,0,71,10,3,40,17,3,0,0,9,73,11,4,30,22,9,0,0,3,81,3,9,30,16,10,0,0,4,75,7,10,23,25,6,7,0,3,86,10,3,20,14,9,0,3,0,66,6,0,39,25,10,0,0,6,87,8,8,36,26,7,3,0,9,96,16,3,21,20,10,4,0,4,68,8,3,22,25,16,0,4,5,78,9,3,18,13,16,3,3,6,75,241,94,354,214,100,21,10,61,1090
SSC11222,11,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,6,14,11,3,0,0,0,0,0,3,13,7,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,5,5,5,6,3,0,0,0,0,10,13,0,3,0,0,0,0,4,22,8,3,4,0,0,0,0,0,25,4,0,4,0,0,0,0,0,15,5,0,4,6,3,0,0,0,19,0,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,75,25,31,14,8,0,0,14,169
SSC11223,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,4,3,7,4,3,6,37
SSC11224,104,0,0,0,0,0,0,11,119,79,10,3,0,0,0,0,8,105,59,25,24,3,3,0,0,6,125,22,23,37,16,3,3,0,3,106,10,23,47,31,8,4,5,8,132,12,19,32,20,10,4,3,6,109,4,15,29,23,12,4,0,4,91,8,9,43,34,13,6,0,11,129,11,7,27,23,10,0,0,4,84,5,9,34,25,12,3,0,4,90,0,7,18,18,10,4,0,0,53,0,4,7,6,3,0,0,0,27,4,0,3,8,0,5,3,0,24,3,8,7,3,3,3,3,0,36,3,15,16,0,0,3,9,6,56,339,167,334,216,83,41,30,92,1292
SSC11225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,3,12
SSC11226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SSC11227,379,0,0,0,0,0,0,55,440,526,30,13,0,0,0,0,77,646,825,128,47,7,0,0,0,84,1089,653,316,171,30,3,0,0,89,1261,327,303,273,53,10,3,0,77,1043,252,185,253,77,16,0,0,54,837,215,164,228,91,20,6,0,57,777,180,158,192,94,23,3,3,52,698,105,109,204,96,44,3,5,39,599,90,87,170,96,26,3,3,38,508,53,63,137,69,26,6,7,31,397,34,42,118,53,23,17,4,28,320,16,29,85,49,34,11,8,17,251,16,14,57,44,34,5,14,20,205,19,18,51,47,37,10,3,21,202,3693,1636,2000,803,288,70,49,734,9274
SSC11228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SSC11229,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,9,10,0,0,0,3,40
SSC11230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,13
SSC11231,11,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,12,3,3,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,3,0,3,3,0,0,0,0,10,0,0,4,4,0,3,0,0,18,0,3,5,4,3,0,0,0,14,5,0,7,7,0,0,0,0,25,3,4,0,8,4,0,3,3,20,3,3,3,4,3,0,0,4,20,3,3,6,3,8,0,0,0,24,0,0,0,3,0,0,0,0,12,0,0,3,3,0,0,0,3,7,0,0,0,0,0,0,0,0,3,36,23,41,43,16,4,4,25,190
SSC11232,3,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,11,15,14,7,3,3,5,59
SSC11233,12,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,6,0,3,0,3,0,0,0,3,10,0,0,5,3,0,0,0,0,7,0,0,0,3,0,0,0,0,7,0,0,3,3,0,0,0,0,5,0,0,4,3,3,0,0,0,14,0,0,10,3,4,0,0,0,20,0,0,3,4,3,3,0,0,10,3,4,3,6,0,0,0,3,21,0,0,3,3,0,0,0,0,8,0,0,3,0,4,0,0,0,12,0,0,3,0,0,3,0,0,9,0,0,0,3,0,0,3,5,13,27,16,30,32,21,9,3,13,142
SSC11234,14,0,0,0,0,0,0,0,17,3,0,3,0,0,0,0,0,12,3,4,3,3,0,0,0,5,19,0,4,0,4,0,0,0,3,19,0,0,3,3,0,0,0,0,12,0,0,6,6,3,0,3,3,21,0,3,4,4,3,0,0,3,19,0,0,7,9,3,0,0,0,23,0,3,11,3,4,0,3,3,27,4,0,4,3,0,5,0,0,17,0,0,7,3,3,0,0,0,19,0,0,3,10,4,0,0,0,17,0,0,3,0,5,0,0,3,12,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,3,31,21,51,57,25,11,9,35,241
SSC11235,46,0,0,0,0,0,0,11,60,58,0,0,0,0,0,0,23,84,47,7,9,0,0,0,0,18,81,41,10,16,3,3,0,0,14,83,17,3,15,5,3,3,0,3,53,28,4,15,17,0,3,0,7,70,14,3,21,17,3,3,3,3,55,3,5,23,10,4,0,4,3,61,3,3,23,16,4,0,0,3,56,7,3,11,19,4,0,0,4,53,6,0,13,15,4,3,0,3,42,0,0,11,4,8,0,0,0,29,3,4,3,6,0,3,0,3,26,5,3,3,0,3,0,0,3,22,3,0,0,0,3,0,3,4,23,283,50,161,111,49,24,18,93,792
SSC11236,12,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,8,9,3,0,0,0,0,0,0,7,3,3,3,3,0,0,0,0,9,0,0,3,0,0,0,0,0,13,0,4,5,3,3,0,0,3,18,3,0,0,0,3,0,0,0,10,5,3,7,0,0,0,0,3,22,0,4,4,3,0,4,0,0,15,7,0,13,0,3,0,0,4,22,7,4,16,5,0,0,0,0,40,3,0,7,12,0,0,0,0,23,0,3,7,3,3,0,0,3,25,3,0,4,9,0,0,0,4,19,3,3,12,6,3,0,0,9,37,60,32,87,54,18,10,8,33,284
SSC11237,184,3,0,0,0,0,0,30,219,131,31,15,0,0,0,0,26,209,93,32,27,9,3,0,3,22,196,53,21,59,29,8,3,0,18,191,29,33,47,45,19,0,8,15,191,33,33,77,59,22,6,7,18,256,30,24,72,63,20,8,8,24,248,32,25,85,71,29,8,3,23,278,34,28,96,74,34,5,8,35,308,28,14,88,81,35,12,9,35,281,11,22,83,61,33,15,8,28,254,13,9,53,43,33,20,6,29,205,4,3,44,49,28,12,14,25,186,12,3,24,34,36,16,15,24,162,16,14,33,33,33,23,10,15,175,716,290,803,656,324,123,85,378,3364
SSC11238,103,0,0,0,0,0,0,4,109,103,0,0,0,0,0,0,4,113,80,10,6,0,0,0,0,7,100,47,28,25,0,0,0,0,3,111,16,23,42,14,7,0,0,5,102,26,17,62,27,4,0,0,5,144,20,19,59,30,4,0,3,8,138,25,28,65,27,6,0,0,3,155,25,24,64,31,8,3,3,9,160,9,28,43,16,7,3,3,6,122,16,19,47,18,6,3,0,8,111,7,4,23,13,5,3,3,8,65,7,9,12,19,7,7,3,3,60,0,3,10,11,9,4,0,0,44,6,6,15,10,5,3,3,3,50,492,234,467,220,66,20,18,77,1590
SSC11239,61,0,0,0,0,0,0,7,64,62,0,0,0,0,0,0,0,65,39,0,7,0,0,0,0,5,52,24,17,22,3,0,0,0,0,74,3,19,42,16,4,0,0,8,97,6,20,28,14,3,0,0,8,83,13,12,30,10,3,0,0,0,70,7,17,41,12,7,3,0,4,92,16,12,25,12,4,0,0,7,74,14,13,20,11,6,0,0,4,70,8,12,21,8,4,0,0,3,55,3,4,7,9,3,0,0,5,41,3,0,7,8,3,4,0,0,41,3,0,3,7,3,4,0,0,26,5,3,5,6,4,0,3,0,26,276,135,278,129,46,6,4,52,929
SSC11240,20,0,0,0,0,0,0,4,27,22,0,0,0,0,0,0,0,19,16,3,0,0,0,0,0,4,24,8,5,3,0,0,0,0,0,20,6,12,14,10,0,0,0,0,36,4,5,15,3,0,0,0,0,42,8,5,16,5,0,0,0,0,38,7,5,22,4,0,0,0,7,40,10,8,10,5,0,0,0,0,31,3,5,11,9,0,0,0,0,32,7,6,11,6,0,0,0,0,28,3,0,3,0,0,0,0,0,7,0,0,3,9,0,0,0,0,10,0,0,0,3,0,0,0,0,7,0,3,5,0,0,0,3,0,10,110,58,117,56,8,3,3,20,369
SSC11241,53,0,0,0,0,0,0,7,65,27,3,3,0,0,0,0,6,45,14,11,6,4,0,0,0,0,43,6,3,12,9,4,0,0,3,45,11,9,18,11,3,0,3,0,59,3,3,25,20,9,3,0,3,61,5,6,24,20,3,3,0,3,64,3,3,18,17,4,0,3,5,59,3,0,13,18,11,0,0,3,52,6,0,12,15,3,3,0,7,42,0,0,15,16,7,0,0,3,49,3,6,14,18,3,0,0,6,43,4,0,8,5,4,3,0,0,24,0,0,4,7,3,0,3,0,26,3,0,6,6,5,5,7,0,39,147,52,181,169,68,27,25,51,720
SSC11242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,0,13
SSC11243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,3,12
SSC11244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,3,3,3,0,0,28
SSC11246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6
SSC11247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
SSC11248,85,5,0,0,0,0,0,12,103,55,9,8,0,0,0,0,13,86,48,24,21,7,0,0,0,8,102,21,12,19,22,7,0,4,3,96,18,7,24,17,10,3,8,4,91,13,10,28,16,14,4,7,12,102,10,7,24,11,6,3,4,7,89,11,8,29,17,15,3,4,3,88,8,8,21,15,12,11,7,5,82,8,5,29,21,11,6,4,7,86,3,10,25,18,16,0,7,15,84,3,5,11,11,3,0,3,3,42,0,0,3,8,7,3,6,0,28,0,0,3,0,0,0,3,3,16,0,0,0,0,0,0,3,3,12,285,112,238,152,111,46,56,104,1104
SSC11249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,14
SSC11250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
